ID;Voertuigsoort;KenmerkenVrachtautoSEnTrekkers;BedrijfstakkenBranchesSBI2008;Perioden;AantalVoertuigenInGebruik_1;KilometersNederlandseVoertuigen_2;GemiddeldJaarkilometrage_3
3841;Trekker voor oplegger;Milieuklasse: Euro 5;E Waterbedrijven en afvalbeheer;2010;230.0;20.2;88562.0
3842;Trekker voor oplegger;Milieuklasse: Euro 5;E Waterbedrijven en afvalbeheer;2011;280.0;24.9;90534.0
3843;Trekker voor oplegger;Milieuklasse: Euro 5;F Bouwnijverheid;2009;480.0;21.9;46034.0
3844;Trekker voor oplegger;Milieuklasse: Euro 5;F Bouwnijverheid;2010;630.0;29.6;47013.0
3845;Trekker voor oplegger;Milieuklasse: Euro 5;F Bouwnijverheid;2011;740.0;36.1;49116.0
3846;Trekker voor oplegger;Milieuklasse: Euro 5;G-I Handel, vervoer en horeca;2009;22040.0;2277.0;103292.0
3847;Trekker voor oplegger;Milieuklasse: Euro 5;G-I Handel, vervoer en horeca;2010;25520.0;2707.6;106104.0
3848;Trekker voor oplegger;Milieuklasse: Euro 5;G-I Handel, vervoer en horeca;2011;29260.0;3125.2;106820.0
3849;Trekker voor oplegger;Milieuklasse: Euro 5;G Handel;2009;3280.0;239.8;73214.0
3850;Trekker voor oplegger;Milieuklasse: Euro 5;G Handel;2010;4100.0;301.5;73597.0
3851;Trekker voor oplegger;Milieuklasse: Euro 5;G Handel;2011;4040.0;331.5;82108.0
3852;Trekker voor oplegger;Milieuklasse: Euro 5;H Vervoer en opslag;2009;18740.0;2034.8;108595.0
3853;Trekker voor oplegger;Milieuklasse: Euro 5;H Vervoer en opslag;2010;21400.0;2404.1;112369.0
3854;Trekker voor oplegger;Milieuklasse: Euro 5;H Vervoer en opslag;2011;25200.0;2792.7;110829.0
3855;Trekker voor oplegger;Milieuklasse: Euro 5;I Horeca;2009;30.0;2.5;76580.0
3856;Trekker voor oplegger;Milieuklasse: Euro 5;I Horeca;2010;30.0;1.9;73269.0
3857;Trekker voor oplegger;Milieuklasse: Euro 5;I Horeca;2011;20.0;1.1;49416.0
3858;Trekker voor oplegger;Milieuklasse: Euro 5;J Informatie en communicatie;2009;0.0;;
3859;Trekker voor oplegger;Milieuklasse: Euro 5;J Informatie en communicatie;2010;0.0;;
3860;Trekker voor oplegger;Milieuklasse: Euro 5;J Informatie en communicatie;2011;10.0;0.3;31550.0
3861;Trekker voor oplegger;Milieuklasse: Euro 5;K Financiële dienstverlening;2009;240.0;21.6;91140.0
3862;Trekker voor oplegger;Milieuklasse: Euro 5;K Financiële dienstverlening;2010;310.0;29.3;93873.0
3863;Trekker voor oplegger;Milieuklasse: Euro 5;K Financiële dienstverlening;2011;380.0;34.7;91539.0
3864;Trekker voor oplegger;Milieuklasse: Euro 5;L Verhuur en handel van onroerend goed;2009;70.0;7.4;109837.0
3865;Trekker voor oplegger;Milieuklasse: Euro 5;L Verhuur en handel van onroerend goed;2010;80.0;7.8;95308.0
3866;Trekker voor oplegger;Milieuklasse: Euro 5;L Verhuur en handel van onroerend goed;2011;100.0;9.8;100050.0
3867;Trekker voor oplegger;Milieuklasse: Euro 5;M-N Zakelijke dienstverlening;2009;1020.0;64.8;63324.0
3868;Trekker voor oplegger;Milieuklasse: Euro 5;M-N Zakelijke dienstverlening;2010;1200.0;86.8;72608.0
3869;Trekker voor oplegger;Milieuklasse: Euro 5;M-N Zakelijke dienstverlening;2011;1240.0;86.3;69690.0
3870;Trekker voor oplegger;Milieuklasse: Euro 5;M Specialistische zakelijke diensten;2009;180.0;15.9;87379.0
3871;Trekker voor oplegger;Milieuklasse: Euro 5;M Specialistische zakelijke diensten;2010;260.0;17.1;65924.0
3872;Trekker voor oplegger;Milieuklasse: Euro 5;M Specialistische zakelijke diensten;2011;230.0;15.1;65566.0
3873;Trekker voor oplegger;Milieuklasse: Euro 5;N Verhuur en overige zakelijke diensten;2009;840.0;48.9;58118.0
3874;Trekker voor oplegger;Milieuklasse: Euro 5;N Verhuur en overige zakelijke diensten;2010;940.0;69.8;74456.0
3875;Trekker voor oplegger;Milieuklasse: Euro 5;N Verhuur en overige zakelijke diensten;2011;1010.0;71.1;70636.0
3876;Trekker voor oplegger;Milieuklasse: Euro 5;O-Q Overheid en zorg;2009;70.0;3.2;46071.0
3877;Trekker voor oplegger;Milieuklasse: Euro 5;O-Q Overheid en zorg;2010;60.0;2.3;36018.0
3878;Trekker voor oplegger;Milieuklasse: Euro 5;O-Q Overheid en zorg;2011;70.0;2.4;34286.0
3879;Trekker voor oplegger;Milieuklasse: Euro 5;O Openbaar bestuur en overheidsdiensten;2009;0.0;;
3880;Trekker voor oplegger;Milieuklasse: Euro 5;O Openbaar bestuur en overheidsdiensten;2010;0.0;;
3881;Trekker voor oplegger;Milieuklasse: Euro 5;O Openbaar bestuur en overheidsdiensten;2011;10.0;0.0;7019.0
3882;Trekker voor oplegger;Milieuklasse: Euro 5;P Onderwijs;2009;30.0;0.9;33320.0
3883;Trekker voor oplegger;Milieuklasse: Euro 5;P Onderwijs;2010;40.0;1.6;43133.0
3884;Trekker voor oplegger;Milieuklasse: Euro 5;P Onderwijs;2011;40.0;1.5;37423.0
3885;Trekker voor oplegger;Milieuklasse: Euro 5;Q Gezondheids- en welzijnszorg;2009;40.0;2.3;58424.0
3886;Trekker voor oplegger;Milieuklasse: Euro 5;Q Gezondheids- en welzijnszorg;2010;30.0;0.7;29514.0
3887;Trekker voor oplegger;Milieuklasse: Euro 5;Q Gezondheids- en welzijnszorg;2011;30.0;0.9;34846.0
3888;Trekker voor oplegger;Milieuklasse: Euro 5;R-U Cultuur, recreatie, overige diensten;2009;130.0;6.1;45353.0
3889;Trekker voor oplegger;Milieuklasse: Euro 5;R-U Cultuur, recreatie, overige diensten;2010;190.0;8.1;42589.0
3890;Trekker voor oplegger;Milieuklasse: Euro 5;R-U Cultuur, recreatie, overige diensten;2011;230.0;10.4;44636.0
3891;Trekker voor oplegger;Milieuklasse: Euro 5;R Cultuur, sport en recreatie;2009;110.0;4.0;37812.0
3892;Trekker voor oplegger;Milieuklasse: Euro 5;R Cultuur, sport en recreatie;2010;150.0;5.3;36356.0
3893;Trekker voor oplegger;Milieuklasse: Euro 5;R Cultuur, sport en recreatie;2011;170.0;6.1;35658.0
3894;Trekker voor oplegger;Milieuklasse: Euro 5;S Overige dienstverlening;2009;30.0;2.0;75237.0
3895;Trekker voor oplegger;Milieuklasse: Euro 5;S Overige dienstverlening;2010;50.0;2.9;62237.0
3896;Trekker voor oplegger;Milieuklasse: Euro 5;S Overige dienstverlening;2011;60.0;4.3;69542.0
3897;Trekker voor oplegger;Milieuklasse: Euro 5;SBI-code onbekend;2009;0.0;0.0;0.0
3898;Trekker voor oplegger;Milieuklasse: Euro 5;SBI-code onbekend;2010;0.0;0.0;0.0
3899;Trekker voor oplegger;Milieuklasse: Euro 5;SBI-code onbekend;2011;0.0;0.0;0.0
3900;Trekker voor oplegger;Milieuklasse: EEV;A-U Alle economische activiteiten;2009;;;
3901;Trekker voor oplegger;Milieuklasse: EEV;A-U Alle economische activiteiten;2010;1090.0;69.2;63448.0
3902;Trekker voor oplegger;Milieuklasse: EEV;A-U Alle economische activiteiten;2011;3030.0;219.7;72421.0
3903;Trekker voor oplegger;Milieuklasse: EEV;A Landbouw, bosbouw en visserij;2009;;;
3904;Trekker voor oplegger;Milieuklasse: EEV;A Landbouw, bosbouw en visserij;2010;10.0;0.7;87012.0
3905;Trekker voor oplegger;Milieuklasse: EEV;A Landbouw, bosbouw en visserij;2011;40.0;3.1;76793.0
3906;Trekker voor oplegger;Milieuklasse: EEV;B-E Nijverheid (geen bouw) en energie;2009;;;
3907;Trekker voor oplegger;Milieuklasse: EEV;B-E Nijverheid (geen bouw) en energie;2010;30.0;1.2;36327.0
3908;Trekker voor oplegger;Milieuklasse: EEV;B-E Nijverheid (geen bouw) en energie;2011;190.0;4.3;22321.0
3909;Trekker voor oplegger;Milieuklasse: EEV;B Delfstoffenwinning;2009;;;
3910;Trekker voor oplegger;Milieuklasse: EEV;B Delfstoffenwinning;2010;0.0;0.0;0.0
3911;Trekker voor oplegger;Milieuklasse: EEV;B Delfstoffenwinning;2011;0.0;0.0;0.0
3912;Trekker voor oplegger;Milieuklasse: EEV;C Industrie;2009;;;
3913;Trekker voor oplegger;Milieuklasse: EEV;C Industrie;2010;30.0;0.7;25865.0
3914;Trekker voor oplegger;Milieuklasse: EEV;C Industrie;2011;180.0;3.8;20575.0
3915;Trekker voor oplegger;Milieuklasse: EEV;D Energievoorziening;2009;;;
3916;Trekker voor oplegger;Milieuklasse: EEV;D Energievoorziening;2010;0.0;0.0;0.0
3917;Trekker voor oplegger;Milieuklasse: EEV;D Energievoorziening;2011;0.0;0.0;0.0
3918;Trekker voor oplegger;Milieuklasse: EEV;E Waterbedrijven en afvalbeheer;2009;;;
3919;Trekker voor oplegger;Milieuklasse: EEV;E Waterbedrijven en afvalbeheer;2010;10.0;0.6;70327.0
3920;Trekker voor oplegger;Milieuklasse: EEV;E Waterbedrijven en afvalbeheer;2011;10.0;0.6;51363.0
3921;Trekker voor oplegger;Milieuklasse: EEV;F Bouwnijverheid;2009;;;
3922;Trekker voor oplegger;Milieuklasse: EEV;F Bouwnijverheid;2010;20.0;0.5;26726.0
3923;Trekker voor oplegger;Milieuklasse: EEV;F Bouwnijverheid;2011;60.0;1.2;19879.0
3924;Trekker voor oplegger;Milieuklasse: EEV;G-I Handel, vervoer en horeca;2009;;;
3925;Trekker voor oplegger;Milieuklasse: EEV;G-I Handel, vervoer en horeca;2010;1000.0;65.7;66078.0
3926;Trekker voor oplegger;Milieuklasse: EEV;G-I Handel, vervoer en horeca;2011;2590.0;205.7;79570.0
3927;Trekker voor oplegger;Milieuklasse: EEV;G Handel;2009;;;
3928;Trekker voor oplegger;Milieuklasse: EEV;G Handel;2010;310.0;14.0;45878.0
3929;Trekker voor oplegger;Milieuklasse: EEV;G Handel;2011;730.0;36.1;49535.0
3930;Trekker voor oplegger;Milieuklasse: EEV;H Vervoer en opslag;2009;;;
3931;Trekker voor oplegger;Milieuklasse: EEV;H Vervoer en opslag;2010;680.0;51.1;74890.0
3932;Trekker voor oplegger;Milieuklasse: EEV;H Vervoer en opslag;2011;1860.0;169.5;91378.0
3933;Trekker voor oplegger;Milieuklasse: EEV;I Horeca;2009;;;
3934;Trekker voor oplegger;Milieuklasse: EEV;I Horeca;2010;10.0;0.6;90588.0
3935;Trekker voor oplegger;Milieuklasse: EEV;I Horeca;2011;0.0;;
3936;Trekker voor oplegger;Milieuklasse: EEV;J Informatie en communicatie;2009;;;
3937;Trekker voor oplegger;Milieuklasse: EEV;J Informatie en communicatie;2010;0.0;0.0;0.0
3938;Trekker voor oplegger;Milieuklasse: EEV;J Informatie en communicatie;2011;0.0;0.0;0.0
3939;Trekker voor oplegger;Milieuklasse: EEV;K Financiële dienstverlening;2009;;;
3940;Trekker voor oplegger;Milieuklasse: EEV;K Financiële dienstverlening;2010;10.0;0.1;23571.0
3941;Trekker voor oplegger;Milieuklasse: EEV;K Financiële dienstverlening;2011;20.0;0.7;41619.0
3942;Trekker voor oplegger;Milieuklasse: EEV;L Verhuur en handel van onroerend goed;2009;;;
3943;Trekker voor oplegger;Milieuklasse: EEV;L Verhuur en handel van onroerend goed;2010;0.0;0.0;0.0
3944;Trekker voor oplegger;Milieuklasse: EEV;L Verhuur en handel van onroerend goed;2011;0.0;;
3945;Trekker voor oplegger;Milieuklasse: EEV;M-N Zakelijke dienstverlening;2009;;;
3946;Trekker voor oplegger;Milieuklasse: EEV;M-N Zakelijke dienstverlening;2010;20.0;0.7;32428.0
3947;Trekker voor oplegger;Milieuklasse: EEV;M-N Zakelijke dienstverlening;2011;100.0;3.9;37569.0
3948;Trekker voor oplegger;Milieuklasse: EEV;M Specialistische zakelijke diensten;2009;;;
3949;Trekker voor oplegger;Milieuklasse: EEV;M Specialistische zakelijke diensten;2010;10.0;0.6;44003.0
3950;Trekker voor oplegger;Milieuklasse: EEV;M Specialistische zakelijke diensten;2011;20.0;1.4;58118.0
3951;Trekker voor oplegger;Milieuklasse: EEV;N Verhuur en overige zakelijke diensten;2009;;;
3952;Trekker voor oplegger;Milieuklasse: EEV;N Verhuur en overige zakelijke diensten;2010;10.0;;
3953;Trekker voor oplegger;Milieuklasse: EEV;N Verhuur en overige zakelijke diensten;2011;80.0;2.5;31404.0
3954;Trekker voor oplegger;Milieuklasse: EEV;O-Q Overheid en zorg;2009;;;
3955;Trekker voor oplegger;Milieuklasse: EEV;O-Q Overheid en zorg;2010;0.0;;
3956;Trekker voor oplegger;Milieuklasse: EEV;O-Q Overheid en zorg;2011;10.0;0.1;10402.0
3957;Trekker voor oplegger;Milieuklasse: EEV;O Openbaar bestuur en overheidsdiensten;2009;;;
3958;Trekker voor oplegger;Milieuklasse: EEV;O Openbaar bestuur en overheidsdiensten;2010;0.0;;
3959;Trekker voor oplegger;Milieuklasse: EEV;O Openbaar bestuur en overheidsdiensten;2011;0.0;0.0;0.0
3960;Trekker voor oplegger;Milieuklasse: EEV;P Onderwijs;2009;;;
3961;Trekker voor oplegger;Milieuklasse: EEV;P Onderwijs;2010;0.0;0.0;0.0
3962;Trekker voor oplegger;Milieuklasse: EEV;P Onderwijs;2011;0.0;;
3963;Trekker voor oplegger;Milieuklasse: EEV;Q Gezondheids- en welzijnszorg;2009;;;
3964;Trekker voor oplegger;Milieuklasse: EEV;Q Gezondheids- en welzijnszorg;2010;0.0;0.0;0.0
3965;Trekker voor oplegger;Milieuklasse: EEV;Q Gezondheids- en welzijnszorg;2011;0.0;;
3966;Trekker voor oplegger;Milieuklasse: EEV;R-U Cultuur, recreatie, overige diensten;2009;;;
3967;Trekker voor oplegger;Milieuklasse: EEV;R-U Cultuur, recreatie, overige diensten;2010;10.0;0.2;29293.0
3968;Trekker voor oplegger;Milieuklasse: EEV;R-U Cultuur, recreatie, overige diensten;2011;30.0;;
3969;Trekker voor oplegger;Milieuklasse: EEV;R Cultuur, sport en recreatie;2009;;;
3970;Trekker voor oplegger;Milieuklasse: EEV;R Cultuur, sport en recreatie;2010;10.0;0.0;9956.0
3971;Trekker voor oplegger;Milieuklasse: EEV;R Cultuur, sport en recreatie;2011;20.0;;
3972;Trekker voor oplegger;Milieuklasse: EEV;S Overige dienstverlening;2009;;;
3973;Trekker voor oplegger;Milieuklasse: EEV;S Overige dienstverlening;2010;0.0;;
3974;Trekker voor oplegger;Milieuklasse: EEV;S Overige dienstverlening;2011;10.0;0.5;41599.0
3975;Trekker voor oplegger;Milieuklasse: EEV;SBI-code onbekend;2009;;;
3976;Trekker voor oplegger;Milieuklasse: EEV;SBI-code onbekend;2010;0.0;0.0;0.0
3977;Trekker voor oplegger;Milieuklasse: EEV;SBI-code onbekend;2011;0.0;0.0;0.0
3978;Trekker voor oplegger;Milieuklasse: onbekend;A-U Alle economische activiteiten;2009;80.0;;
3979;Trekker voor oplegger;Milieuklasse: onbekend;A-U Alle economische activiteiten;2010;160.0;5.1;32280.0
3980;Trekker voor oplegger;Milieuklasse: onbekend;A-U Alle economische activiteiten;2011;1840.0;45.7;24822.0
3981;Trekker voor oplegger;Milieuklasse: onbekend;A Landbouw, bosbouw en visserij;2009;0.0;0.0;0.0
3982;Trekker voor oplegger;Milieuklasse: onbekend;A Landbouw, bosbouw en visserij;2010;0.0;;
3983;Trekker voor oplegger;Milieuklasse: onbekend;A Landbouw, bosbouw en visserij;2011;0.0;;
3984;Trekker voor oplegger;Milieuklasse: onbekend;B-E Nijverheid (geen bouw) en energie;2009;0.0;;
3985;Trekker voor oplegger;Milieuklasse: onbekend;B-E Nijverheid (geen bouw) en energie;2010;10.0;;
3986;Trekker voor oplegger;Milieuklasse: onbekend;B-E Nijverheid (geen bouw) en energie;2011;170.0;2.4;14339.0
3987;Trekker voor oplegger;Milieuklasse: onbekend;B Delfstoffenwinning;2009;0.0;0.0;0.0
3988;Trekker voor oplegger;Milieuklasse: onbekend;B Delfstoffenwinning;2010;0.0;0.0;0.0
3989;Trekker voor oplegger;Milieuklasse: onbekend;B Delfstoffenwinning;2011;0.0;0.0;0.0
3990;Trekker voor oplegger;Milieuklasse: onbekend;C Industrie;2009;0.0;;
3991;Trekker voor oplegger;Milieuklasse: onbekend;C Industrie;2010;10.0;;
3992;Trekker voor oplegger;Milieuklasse: onbekend;C Industrie;2011;160.0;2.4;14714.0
3993;Trekker voor oplegger;Milieuklasse: onbekend;D Energievoorziening;2009;0.0;0.0;0.0
3994;Trekker voor oplegger;Milieuklasse: onbekend;D Energievoorziening;2010;0.0;0.0;0.0
3995;Trekker voor oplegger;Milieuklasse: onbekend;D Energievoorziening;2011;0.0;0.0;0.0
3996;Trekker voor oplegger;Milieuklasse: onbekend;E Waterbedrijven en afvalbeheer;2009;0.0;0.0;0.0
3997;Trekker voor oplegger;Milieuklasse: onbekend;E Waterbedrijven en afvalbeheer;2010;0.0;;
3998;Trekker voor oplegger;Milieuklasse: onbekend;E Waterbedrijven en afvalbeheer;2011;10.0;;
3999;Trekker voor oplegger;Milieuklasse: onbekend;F Bouwnijverheid;2009;0.0;0.0;0.0
4000;Trekker voor oplegger;Milieuklasse: onbekend;F Bouwnijverheid;2010;0.0;;
4001;Trekker voor oplegger;Milieuklasse: onbekend;F Bouwnijverheid;2011;40.0;;
4002;Trekker voor oplegger;Milieuklasse: onbekend;G-I Handel, vervoer en horeca;2009;70.0;;
4003;Trekker voor oplegger;Milieuklasse: onbekend;G-I Handel, vervoer en horeca;2010;140.0;;
4004;Trekker voor oplegger;Milieuklasse: onbekend;G-I Handel, vervoer en horeca;2011;1540.0;41.5;26993.0
4005;Trekker voor oplegger;Milieuklasse: onbekend;G Handel;2009;40.0;;
4006;Trekker voor oplegger;Milieuklasse: onbekend;G Handel;2010;100.0;;
4007;Trekker voor oplegger;Milieuklasse: onbekend;G Handel;2011;1160.0;31.9;27385.0
4008;Trekker voor oplegger;Milieuklasse: onbekend;H Vervoer en opslag;2009;20.0;;
4009;Trekker voor oplegger;Milieuklasse: onbekend;H Vervoer en opslag;2010;40.0;;
4010;Trekker voor oplegger;Milieuklasse: onbekend;H Vervoer en opslag;2011;370.0;9.6;25861.0
4011;Trekker voor oplegger;Milieuklasse: onbekend;I Horeca;2009;0.0;0.0;0.0
4012;Trekker voor oplegger;Milieuklasse: onbekend;I Horeca;2010;0.0;0.0;0.0
4013;Trekker voor oplegger;Milieuklasse: onbekend;I Horeca;2011;0.0;;
4014;Trekker voor oplegger;Milieuklasse: onbekend;J Informatie en communicatie;2009;0.0;0.0;0.0
4015;Trekker voor oplegger;Milieuklasse: onbekend;J Informatie en communicatie;2010;0.0;0.0;0.0
4016;Trekker voor oplegger;Milieuklasse: onbekend;J Informatie en communicatie;2011;0.0;;
4017;Trekker voor oplegger;Milieuklasse: onbekend;K Financiële dienstverlening;2009;0.0;0.0;0.0
4018;Trekker voor oplegger;Milieuklasse: onbekend;K Financiële dienstverlening;2010;0.0;;
4019;Trekker voor oplegger;Milieuklasse: onbekend;K Financiële dienstverlening;2011;10.0;;
4020;Trekker voor oplegger;Milieuklasse: onbekend;L Verhuur en handel van onroerend goed;2009;0.0;0.0;0.0
4021;Trekker voor oplegger;Milieuklasse: onbekend;L Verhuur en handel van onroerend goed;2010;0.0;0.0;0.0
4022;Trekker voor oplegger;Milieuklasse: onbekend;L Verhuur en handel van onroerend goed;2011;10.0;;
4023;Trekker voor oplegger;Milieuklasse: onbekend;M-N Zakelijke dienstverlening;2009;10.0;0.1;8581.0
4024;Trekker voor oplegger;Milieuklasse: onbekend;M-N Zakelijke dienstverlening;2010;0.0;;
4025;Trekker voor oplegger;Milieuklasse: onbekend;M-N Zakelijke dienstverlening;2011;70.0;0.8;11583.0
4026;Trekker voor oplegger;Milieuklasse: onbekend;M Specialistische zakelijke diensten;2009;0.0;;
4027;Trekker voor oplegger;Milieuklasse: onbekend;M Specialistische zakelijke diensten;2010;0.0;0.0;0.0
4028;Trekker voor oplegger;Milieuklasse: onbekend;M Specialistische zakelijke diensten;2011;20.0;;
4029;Trekker voor oplegger;Milieuklasse: onbekend;N Verhuur en overige zakelijke diensten;2009;10.0;0.0;6127.0
4030;Trekker voor oplegger;Milieuklasse: onbekend;N Verhuur en overige zakelijke diensten;2010;0.0;;
4031;Trekker voor oplegger;Milieuklasse: onbekend;N Verhuur en overige zakelijke diensten;2011;50.0;;
4032;Trekker voor oplegger;Milieuklasse: onbekend;O-Q Overheid en zorg;2009;0.0;0.0;0.0
4033;Trekker voor oplegger;Milieuklasse: onbekend;O-Q Overheid en zorg;2010;0.0;0.0;0.0
4034;Trekker voor oplegger;Milieuklasse: onbekend;O-Q Overheid en zorg;2011;0.0;0.0;0.0
4035;Trekker voor oplegger;Milieuklasse: onbekend;O Openbaar bestuur en overheidsdiensten;2009;0.0;0.0;0.0
4036;Trekker voor oplegger;Milieuklasse: onbekend;O Openbaar bestuur en overheidsdiensten;2010;0.0;0.0;0.0
4037;Trekker voor oplegger;Milieuklasse: onbekend;O Openbaar bestuur en overheidsdiensten;2011;0.0;0.0;0.0
4038;Trekker voor oplegger;Milieuklasse: onbekend;P Onderwijs;2009;0.0;0.0;0.0
4039;Trekker voor oplegger;Milieuklasse: onbekend;P Onderwijs;2010;0.0;0.0;0.0
4040;Trekker voor oplegger;Milieuklasse: onbekend;P Onderwijs;2011;0.0;0.0;0.0
4041;Trekker voor oplegger;Milieuklasse: onbekend;Q Gezondheids- en welzijnszorg;2009;0.0;0.0;0.0
4042;Trekker voor oplegger;Milieuklasse: onbekend;Q Gezondheids- en welzijnszorg;2010;0.0;0.0;0.0
4043;Trekker voor oplegger;Milieuklasse: onbekend;Q Gezondheids- en welzijnszorg;2011;0.0;0.0;0.0
4044;Trekker voor oplegger;Milieuklasse: onbekend;R-U Cultuur, recreatie, overige diensten;2009;0.0;;
4045;Trekker voor oplegger;Milieuklasse: onbekend;R-U Cultuur, recreatie, overige diensten;2010;0.0;;
4046;Trekker voor oplegger;Milieuklasse: onbekend;R-U Cultuur, recreatie, overige diensten;2011;10.0;;
4047;Trekker voor oplegger;Milieuklasse: onbekend;R Cultuur, sport en recreatie;2009;0.0;;
4048;Trekker voor oplegger;Milieuklasse: onbekend;R Cultuur, sport en recreatie;2010;0.0;;
4049;Trekker voor oplegger;Milieuklasse: onbekend;R Cultuur, sport en recreatie;2011;10.0;;
4050;Trekker voor oplegger;Milieuklasse: onbekend;S Overige dienstverlening;2009;0.0;0.0;0.0
4051;Trekker voor oplegger;Milieuklasse: onbekend;S Overige dienstverlening;2010;0.0;;
4052;Trekker voor oplegger;Milieuklasse: onbekend;S Overige dienstverlening;2011;0.0;;
4053;Trekker voor oplegger;Milieuklasse: onbekend;SBI-code onbekend;2009;0.0;0.0;0.0
4054;Trekker voor oplegger;Milieuklasse: onbekend;SBI-code onbekend;2010;0.0;0.0;0.0
4055;Trekker voor oplegger;Milieuklasse: onbekend;SBI-code onbekend;2011;0.0;0.0;0.0
4056;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;A-U Alle economische activiteiten;2009;2960.0;60.8;20515.0
4057;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;A-U Alle economische activiteiten;2010;3090.0;58.6;18939.0
4058;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;A-U Alle economische activiteiten;2011;3290.0;57.9;17605.0
4059;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;A Landbouw, bosbouw en visserij;2009;170.0;2.4;13645.0
4060;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;A Landbouw, bosbouw en visserij;2010;180.0;2.4;12880.0
4061;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;A Landbouw, bosbouw en visserij;2011;200.0;2.6;13017.0
4062;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;B-E Nijverheid (geen bouw) en energie;2009;410.0;8.5;20756.0
4063;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;B-E Nijverheid (geen bouw) en energie;2010;430.0;8.2;19191.0
4064;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;B-E Nijverheid (geen bouw) en energie;2011;440.0;8.1;18179.0
4065;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;B Delfstoffenwinning;2009;0.0;;
4066;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;B Delfstoffenwinning;2010;0.0;;
4067;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;B Delfstoffenwinning;2011;0.0;;
4068;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;C Industrie;2009;390.0;8.0;20796.0
4069;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;C Industrie;2010;410.0;7.8;19093.0
4070;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;C Industrie;2011;420.0;7.6;18198.0
4071;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;D Energievoorziening;2009;0.0;;
4072;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;D Energievoorziening;2010;0.0;;
4073;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;D Energievoorziening;2011;0.0;;
4074;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;E Waterbedrijven en afvalbeheer;2009;20.0;0.4;20004.0
4075;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;E Waterbedrijven en afvalbeheer;2010;10.0;0.3;21325.0
4076;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;E Waterbedrijven en afvalbeheer;2011;20.0;0.3;16457.0
4077;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;F Bouwnijverheid;2009;440.0;7.2;16333.0
4078;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;F Bouwnijverheid;2010;470.0;6.8;14327.0
4079;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;F Bouwnijverheid;2011;470.0;6.9;14556.0
4080;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;G-I Handel, vervoer en horeca;2009;1210.0;30.8;25353.0
4081;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;G-I Handel, vervoer en horeca;2010;1320.0;31.2;23620.0
4082;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;G-I Handel, vervoer en horeca;2011;1460.0;30.1;20663.0
4083;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;G Handel;2009;900.0;20.3;22526.0
4084;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;G Handel;2010;990.0;20.4;20709.0
4085;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;G Handel;2011;1090.0;18.4;16892.0
4086;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;H Vervoer en opslag;2009;280.0;10.1;36183.0
4087;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;H Vervoer en opslag;2010;290.0;10.4;35361.0
4088;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;H Vervoer en opslag;2011;330.0;11.2;34431.0
4089;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;I Horeca;2009;30.0;0.4;10643.0
4090;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;I Horeca;2010;40.0;0.4;9379.0
4091;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;I Horeca;2011;40.0;0.5;11743.0
4092;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;J Informatie en communicatie;2009;10.0;0.1;13260.0
4093;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;J Informatie en communicatie;2010;10.0;;
4094;Trekker voor oplegger;Laadvermogen: 0 tot 7000 kg;J Informatie en communicatie;2011;10.0;;
