ID;Voertuigsoort;KenmerkenVrachtautoSEnTrekkers;BedrijfstakkenBranchesSBI2008;Perioden;AantalVoertuigenInGebruik_1;KilometersNederlandseVoertuigen_2;GemiddeldJaarkilometrage_3
839;Vrachtauto's en trekkers;Milieuklasse: EEV;O Openbaar bestuur en overheidsdiensten;2011;130.0;1.5;11991.0
840;Vrachtauto's en trekkers;Milieuklasse: EEV;P Onderwijs;2009;;;
841;Vrachtauto's en trekkers;Milieuklasse: EEV;P Onderwijs;2010;10.0;0.2;18843.0
842;Vrachtauto's en trekkers;Milieuklasse: EEV;P Onderwijs;2011;20.0;0.3;16934.0
843;Vrachtauto's en trekkers;Milieuklasse: EEV;Q Gezondheids- en welzijnszorg;2009;;;
844;Vrachtauto's en trekkers;Milieuklasse: EEV;Q Gezondheids- en welzijnszorg;2010;20.0;0.4;23681.0
845;Vrachtauto's en trekkers;Milieuklasse: EEV;Q Gezondheids- en welzijnszorg;2011;20.0;0.5;27125.0
846;Vrachtauto's en trekkers;Milieuklasse: EEV;R-U Cultuur, recreatie, overige diensten;2009;;;
847;Vrachtauto's en trekkers;Milieuklasse: EEV;R-U Cultuur, recreatie, overige diensten;2010;50.0;1.7;34589.0
848;Vrachtauto's en trekkers;Milieuklasse: EEV;R-U Cultuur, recreatie, overige diensten;2011;140.0;4.1;29427.0
849;Vrachtauto's en trekkers;Milieuklasse: EEV;R Cultuur, sport en recreatie;2009;;;
850;Vrachtauto's en trekkers;Milieuklasse: EEV;R Cultuur, sport en recreatie;2010;10.0;0.2;18766.0
851;Vrachtauto's en trekkers;Milieuklasse: EEV;R Cultuur, sport en recreatie;2011;30.0;0.3;10269.0
852;Vrachtauto's en trekkers;Milieuklasse: EEV;S Overige dienstverlening;2009;;;
853;Vrachtauto's en trekkers;Milieuklasse: EEV;S Overige dienstverlening;2010;40.0;1.4;40467.0
854;Vrachtauto's en trekkers;Milieuklasse: EEV;S Overige dienstverlening;2011;110.0;3.8;34432.0
855;Vrachtauto's en trekkers;Milieuklasse: EEV;SBI-code onbekend;2009;;;
856;Vrachtauto's en trekkers;Milieuklasse: EEV;SBI-code onbekend;2010;0.0;0.0;0.0
857;Vrachtauto's en trekkers;Milieuklasse: EEV;SBI-code onbekend;2011;0.0;0.0;0.0
858;Vrachtauto's en trekkers;Milieuklasse: onbekend;A-U Alle economische activiteiten;2009;310.0;7.9;25848.0
859;Vrachtauto's en trekkers;Milieuklasse: onbekend;A-U Alle economische activiteiten;2010;430.0;8.5;20032.0
860;Vrachtauto's en trekkers;Milieuklasse: onbekend;A-U Alle economische activiteiten;2011;2280.0;52.3;22902.0
861;Vrachtauto's en trekkers;Milieuklasse: onbekend;A Landbouw, bosbouw en visserij;2009;10.0;0.1;11476.0
862;Vrachtauto's en trekkers;Milieuklasse: onbekend;A Landbouw, bosbouw en visserij;2010;10.0;;
863;Vrachtauto's en trekkers;Milieuklasse: onbekend;A Landbouw, bosbouw en visserij;2011;10.0;0.1;6854.0
864;Vrachtauto's en trekkers;Milieuklasse: onbekend;B-E Nijverheid (geen bouw) en energie;2009;20.0;0.3;20410.0
865;Vrachtauto's en trekkers;Milieuklasse: onbekend;B-E Nijverheid (geen bouw) en energie;2010;30.0;0.5;15527.0
866;Vrachtauto's en trekkers;Milieuklasse: onbekend;B-E Nijverheid (geen bouw) en energie;2011;200.0;2.9;14319.0
867;Vrachtauto's en trekkers;Milieuklasse: onbekend;B Delfstoffenwinning;2009;0.0;0.0;0.0
868;Vrachtauto's en trekkers;Milieuklasse: onbekend;B Delfstoffenwinning;2010;0.0;0.0;0.0
869;Vrachtauto's en trekkers;Milieuklasse: onbekend;B Delfstoffenwinning;2011;0.0;0.0;0.0
870;Vrachtauto's en trekkers;Milieuklasse: onbekend;C Industrie;2009;10.0;;
871;Vrachtauto's en trekkers;Milieuklasse: onbekend;C Industrie;2010;20.0;;
872;Vrachtauto's en trekkers;Milieuklasse: onbekend;C Industrie;2011;190.0;2.8;15036.0
873;Vrachtauto's en trekkers;Milieuklasse: onbekend;D Energievoorziening;2009;0.0;0.0;0.0
874;Vrachtauto's en trekkers;Milieuklasse: onbekend;D Energievoorziening;2010;0.0;0.0;0.0
875;Vrachtauto's en trekkers;Milieuklasse: onbekend;D Energievoorziening;2011;0.0;;
876;Vrachtauto's en trekkers;Milieuklasse: onbekend;E Waterbedrijven en afvalbeheer;2009;0.0;;
877;Vrachtauto's en trekkers;Milieuklasse: onbekend;E Waterbedrijven en afvalbeheer;2010;10.0;0.1;13161.0
878;Vrachtauto's en trekkers;Milieuklasse: onbekend;E Waterbedrijven en afvalbeheer;2011;10.0;;
879;Vrachtauto's en trekkers;Milieuklasse: onbekend;F Bouwnijverheid;2009;10.0;;
880;Vrachtauto's en trekkers;Milieuklasse: onbekend;F Bouwnijverheid;2010;10.0;0.1;5500.0
881;Vrachtauto's en trekkers;Milieuklasse: onbekend;F Bouwnijverheid;2011;60.0;0.6;9654.0
882;Vrachtauto's en trekkers;Milieuklasse: onbekend;G-I Handel, vervoer en horeca;2009;240.0;6.8;28222.0
883;Vrachtauto's en trekkers;Milieuklasse: onbekend;G-I Handel, vervoer en horeca;2010;350.0;7.8;22280.0
884;Vrachtauto's en trekkers;Milieuklasse: onbekend;G-I Handel, vervoer en horeca;2011;1880.0;46.2;24641.0
885;Vrachtauto's en trekkers;Milieuklasse: onbekend;G Handel;2009;170.0;4.6;27544.0
886;Vrachtauto's en trekkers;Milieuklasse: onbekend;G Handel;2010;280.0;6.1;22010.0
887;Vrachtauto's en trekkers;Milieuklasse: onbekend;G Handel;2011;1430.0;35.4;24704.0
888;Vrachtauto's en trekkers;Milieuklasse: onbekend;H Vervoer en opslag;2009;70.0;2.2;30182.0
889;Vrachtauto's en trekkers;Milieuklasse: onbekend;H Vervoer en opslag;2010;70.0;1.7;23936.0
890;Vrachtauto's en trekkers;Milieuklasse: onbekend;H Vervoer en opslag;2011;440.0;10.7;24341.0
891;Vrachtauto's en trekkers;Milieuklasse: onbekend;I Horeca;2009;0.0;;
892;Vrachtauto's en trekkers;Milieuklasse: onbekend;I Horeca;2010;0.0;;
893;Vrachtauto's en trekkers;Milieuklasse: onbekend;I Horeca;2011;0.0;;
894;Vrachtauto's en trekkers;Milieuklasse: onbekend;J Informatie en communicatie;2009;0.0;0.0;0.0
895;Vrachtauto's en trekkers;Milieuklasse: onbekend;J Informatie en communicatie;2010;0.0;;
896;Vrachtauto's en trekkers;Milieuklasse: onbekend;J Informatie en communicatie;2011;0.0;;
897;Vrachtauto's en trekkers;Milieuklasse: onbekend;K Financiële dienstverlening;2009;0.0;;
898;Vrachtauto's en trekkers;Milieuklasse: onbekend;K Financiële dienstverlening;2010;10.0;;
899;Vrachtauto's en trekkers;Milieuklasse: onbekend;K Financiële dienstverlening;2011;20.0;;
900;Vrachtauto's en trekkers;Milieuklasse: onbekend;L Verhuur en handel van onroerend goed;2009;0.0;;
901;Vrachtauto's en trekkers;Milieuklasse: onbekend;L Verhuur en handel van onroerend goed;2010;0.0;0.0;0.0
902;Vrachtauto's en trekkers;Milieuklasse: onbekend;L Verhuur en handel van onroerend goed;2011;10.0;;
903;Vrachtauto's en trekkers;Milieuklasse: onbekend;M-N Zakelijke dienstverlening;2009;20.0;0.4;16781.0
904;Vrachtauto's en trekkers;Milieuklasse: onbekend;M-N Zakelijke dienstverlening;2010;20.0;;
905;Vrachtauto's en trekkers;Milieuklasse: onbekend;M-N Zakelijke dienstverlening;2011;90.0;1.1;12811.0
906;Vrachtauto's en trekkers;Milieuklasse: onbekend;M Specialistische zakelijke diensten;2009;10.0;0.1;14112.0
907;Vrachtauto's en trekkers;Milieuklasse: onbekend;M Specialistische zakelijke diensten;2010;0.0;;
908;Vrachtauto's en trekkers;Milieuklasse: onbekend;M Specialistische zakelijke diensten;2011;20.0;;
909;Vrachtauto's en trekkers;Milieuklasse: onbekend;N Verhuur en overige zakelijke diensten;2009;10.0;0.3;18116.0
910;Vrachtauto's en trekkers;Milieuklasse: onbekend;N Verhuur en overige zakelijke diensten;2010;10.0;;
911;Vrachtauto's en trekkers;Milieuklasse: onbekend;N Verhuur en overige zakelijke diensten;2011;70.0;0.8;12441.0
912;Vrachtauto's en trekkers;Milieuklasse: onbekend;O-Q Overheid en zorg;2009;0.0;;
913;Vrachtauto's en trekkers;Milieuklasse: onbekend;O-Q Overheid en zorg;2010;10.0;0.0;5383.0
914;Vrachtauto's en trekkers;Milieuklasse: onbekend;O-Q Overheid en zorg;2011;10.0;0.1;11149.0
915;Vrachtauto's en trekkers;Milieuklasse: onbekend;O Openbaar bestuur en overheidsdiensten;2009;0.0;;
916;Vrachtauto's en trekkers;Milieuklasse: onbekend;O Openbaar bestuur en overheidsdiensten;2010;0.0;;
917;Vrachtauto's en trekkers;Milieuklasse: onbekend;O Openbaar bestuur en overheidsdiensten;2011;10.0;0.1;8089.0
918;Vrachtauto's en trekkers;Milieuklasse: onbekend;P Onderwijs;2009;0.0;0.0;0.0
919;Vrachtauto's en trekkers;Milieuklasse: onbekend;P Onderwijs;2010;0.0;;
920;Vrachtauto's en trekkers;Milieuklasse: onbekend;P Onderwijs;2011;0.0;;
921;Vrachtauto's en trekkers;Milieuklasse: onbekend;Q Gezondheids- en welzijnszorg;2009;0.0;;
922;Vrachtauto's en trekkers;Milieuklasse: onbekend;Q Gezondheids- en welzijnszorg;2010;0.0;0.0;0.0
923;Vrachtauto's en trekkers;Milieuklasse: onbekend;Q Gezondheids- en welzijnszorg;2011;0.0;;
924;Vrachtauto's en trekkers;Milieuklasse: onbekend;R-U Cultuur, recreatie, overige diensten;2009;0.0;;
925;Vrachtauto's en trekkers;Milieuklasse: onbekend;R-U Cultuur, recreatie, overige diensten;2010;0.0;;
926;Vrachtauto's en trekkers;Milieuklasse: onbekend;R-U Cultuur, recreatie, overige diensten;2011;10.0;;
927;Vrachtauto's en trekkers;Milieuklasse: onbekend;R Cultuur, sport en recreatie;2009;0.0;;
928;Vrachtauto's en trekkers;Milieuklasse: onbekend;R Cultuur, sport en recreatie;2010;0.0;;
929;Vrachtauto's en trekkers;Milieuklasse: onbekend;R Cultuur, sport en recreatie;2011;10.0;;
930;Vrachtauto's en trekkers;Milieuklasse: onbekend;S Overige dienstverlening;2009;0.0;;
931;Vrachtauto's en trekkers;Milieuklasse: onbekend;S Overige dienstverlening;2010;0.0;;
932;Vrachtauto's en trekkers;Milieuklasse: onbekend;S Overige dienstverlening;2011;10.0;;
933;Vrachtauto's en trekkers;Milieuklasse: onbekend;SBI-code onbekend;2009;0.0;0.0;0.0
934;Vrachtauto's en trekkers;Milieuklasse: onbekend;SBI-code onbekend;2010;0.0;0.0;0.0
935;Vrachtauto's en trekkers;Milieuklasse: onbekend;SBI-code onbekend;2011;0.0;0.0;0.0
936;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;A-U Alle economische activiteiten;2009;32350.0;769.2;23774.0
937;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;A-U Alle economische activiteiten;2010;32070.0;740.8;23101.0
938;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;A-U Alle economische activiteiten;2011;31260.0;730.7;23376.0
939;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;A Landbouw, bosbouw en visserij;2009;1780.0;19.4;10915.0
940;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;A Landbouw, bosbouw en visserij;2010;1740.0;18.6;10668.0
941;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;A Landbouw, bosbouw en visserij;2011;1700.0;17.1;10053.0
942;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;B-E Nijverheid (geen bouw) en energie;2009;3020.0;72.8;24124.0
943;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;B-E Nijverheid (geen bouw) en energie;2010;2980.0;70.0;23533.0
944;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;B-E Nijverheid (geen bouw) en energie;2011;2920.0;69.0;23598.0
945;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;B Delfstoffenwinning;2009;20.0;0.2;12538.0
946;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;B Delfstoffenwinning;2010;10.0;0.1;10609.0
947;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;B Delfstoffenwinning;2011;10.0;0.1;12502.0
948;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;C Industrie;2009;2510.0;61.7;24641.0
949;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;C Industrie;2010;2450.0;58.0;23668.0
950;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;C Industrie;2011;2410.0;57.1;23667.0
951;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;D Energievoorziening;2009;40.0;0.5;15043.0
952;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;D Energievoorziening;2010;60.0;1.4;23792.0
953;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;D Energievoorziening;2011;70.0;1.4;20364.0
954;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;E Waterbedrijven en afvalbeheer;2009;460.0;10.4;22389.0
955;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;E Waterbedrijven en afvalbeheer;2010;460.0;10.5;23114.0
956;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;E Waterbedrijven en afvalbeheer;2011;430.0;10.3;24034.0
957;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;F Bouwnijverheid;2009;2850.0;41.5;14553.0
958;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;F Bouwnijverheid;2010;2860.0;38.5;13454.0
959;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;F Bouwnijverheid;2011;2780.0;37.9;13598.0
960;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;G-I Handel, vervoer en horeca;2009;17830.0;507.9;28481.0
961;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;G-I Handel, vervoer en horeca;2010;17970.0;499.4;27788.0
962;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;G-I Handel, vervoer en horeca;2011;17230.0;485.2;28159.0
963;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;G Handel;2009;12130.0;296.2;24418.0
964;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;G Handel;2010;12300.0;289.0;23503.0
965;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;G Handel;2011;11860.0;275.9;23269.0
966;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;H Vervoer en opslag;2009;5340.0;208.4;39067.0
967;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;H Vervoer en opslag;2010;5270.0;206.5;39212.0
968;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;H Vervoer en opslag;2011;4990.0;205.0;41128.0
969;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;I Horeca;2009;370.0;3.3;9026.0
970;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;I Horeca;2010;410.0;3.9;9473.0
971;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;I Horeca;2011;390.0;4.3;11043.0
972;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;J Informatie en communicatie;2009;170.0;2.2;12637.0
973;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;J Informatie en communicatie;2010;180.0;3.0;16537.0
974;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;J Informatie en communicatie;2011;170.0;2.5;14541.0
975;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;K Financiële dienstverlening;2009;420.0;8.2;19614.0
976;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;K Financiële dienstverlening;2010;370.0;7.0;18654.0
977;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;K Financiële dienstverlening;2011;400.0;7.9;19515.0
978;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;L Verhuur en handel van onroerend goed;2009;170.0;1.8;10373.0
979;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;L Verhuur en handel van onroerend goed;2010;180.0;1.8;9644.0
980;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;L Verhuur en handel van onroerend goed;2011;200.0;3.3;16211.0
981;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;M-N Zakelijke dienstverlening;2009;3630.0;74.8;20590.0
982;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;M-N Zakelijke dienstverlening;2010;3280.0;61.2;18664.0
983;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;M-N Zakelijke dienstverlening;2011;3220.0;63.5;19724.0
984;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;M Specialistische zakelijke diensten;2009;1060.0;21.6;20396.0
985;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;M Specialistische zakelijke diensten;2010;860.0;14.4;16811.0
986;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;M Specialistische zakelijke diensten;2011;860.0;15.6;18073.0
987;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;N Verhuur en overige zakelijke diensten;2009;2570.0;53.1;20670.0
988;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;N Verhuur en overige zakelijke diensten;2010;2420.0;46.8;19321.0
989;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;N Verhuur en overige zakelijke diensten;2011;2360.0;47.9;20327.0
990;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;O-Q Overheid en zorg;2009;950.0;10.5;11024.0
991;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;O-Q Overheid en zorg;2010;980.0;10.8;11061.0
992;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;O-Q Overheid en zorg;2011;1100.0;11.7;10670.0
993;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;O Openbaar bestuur en overheidsdiensten;2009;550.0;5.2;9486.0
994;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;O Openbaar bestuur en overheidsdiensten;2010;580.0;5.5;9571.0
995;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;O Openbaar bestuur en overheidsdiensten;2011;690.0;6.1;8905.0
996;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;P Onderwijs;2009;200.0;1.9;9575.0
997;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;P Onderwijs;2010;210.0;2.3;10905.0
998;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;P Onderwijs;2011;220.0;2.1;9658.0
999;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;Q Gezondheids- en welzijnszorg;2009;210.0;3.5;16325.0
1000;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;Q Gezondheids- en welzijnszorg;2010;190.0;3.0;15731.0
1001;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;Q Gezondheids- en welzijnszorg;2011;190.0;3.5;18093.0
1002;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;R-U Cultuur, recreatie, overige diensten;2009;1520.0;30.1;19767.0
1003;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;R-U Cultuur, recreatie, overige diensten;2010;1520.0;30.6;20102.0
1004;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;R-U Cultuur, recreatie, overige diensten;2011;1530.0;32.7;21390.0
1005;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;R Cultuur, sport en recreatie;2009;800.0;6.6;8298.0
1006;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;R Cultuur, sport en recreatie;2010;790.0;6.7;8539.0
1007;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;R Cultuur, sport en recreatie;2011;770.0;6.4;8285.0
1008;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;S Overige dienstverlening;2009;720.0;23.5;32441.0
1009;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;S Overige dienstverlening;2010;740.0;23.9;32468.0
1010;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;S Overige dienstverlening;2011;760.0;26.3;34825.0
1011;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;SBI-code onbekend;2009;0.0;0.0;0.0
1012;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;SBI-code onbekend;2010;0.0;0.0;0.0
1013;Vrachtauto's en trekkers;Laadvermogen: 0 tot 7000 kg;SBI-code onbekend;2011;0.0;0.0;0.0
1014;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;A-U Alle economische activiteiten;2009;45330.0;2148.9;47408.0
1015;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;A-U Alle economische activiteiten;2010;44120.0;2060.3;46697.0
1016;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;A-U Alle economische activiteiten;2011;42970.0;2016.9;46940.0
1017;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;A Landbouw, bosbouw en visserij;2009;1920.0;49.3;25662.0
1018;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;A Landbouw, bosbouw en visserij;2010;1950.0;48.4;24818.0
1019;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;A Landbouw, bosbouw en visserij;2011;1960.0;48.7;24801.0
1020;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;B-E Nijverheid (geen bouw) en energie;2009;5230.0;213.3;40783.0
1021;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;B-E Nijverheid (geen bouw) en energie;2010;4980.0;194.6;39098.0
1022;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;B-E Nijverheid (geen bouw) en energie;2011;5040.0;203.6;40364.0
1023;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;B Delfstoffenwinning;2009;60.0;1.8;31641.0
1024;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;B Delfstoffenwinning;2010;40.0;1.4;35838.0
1025;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;B Delfstoffenwinning;2011;50.0;1.7;34897.0
1026;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;C Industrie;2009;2600.0;102.8;39573.0
1027;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;C Industrie;2010;2440.0;92.6;37950.0
1028;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;C Industrie;2011;2880.0;112.1;38913.0
1029;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;D Energievoorziening;2009;20.0;0.3;18626.0
1030;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;D Energievoorziening;2010;20.0;;
1031;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;D Energievoorziening;2011;20.0;0.5;27753.0
1032;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;E Waterbedrijven en afvalbeheer;2009;2560.0;108.3;42369.0
1033;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;E Waterbedrijven en afvalbeheer;2010;2480.0;100.3;40433.0
1034;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;E Waterbedrijven en afvalbeheer;2011;2100.0;89.4;42582.0
1035;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;F Bouwnijverheid;2009;4020.0;95.4;23754.0
1036;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;F Bouwnijverheid;2010;3960.0;93.8;23722.0
1037;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;F Bouwnijverheid;2011;3930.0;91.6;23340.0
1038;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;G-I Handel, vervoer en horeca;2009;28350.0;1646.2;58073.0
1039;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;G-I Handel, vervoer en horeca;2010;27520.0;1585.0;57587.0
1040;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;G-I Handel, vervoer en horeca;2011;26280.0;1528.4;58149.0
1041;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;G Handel;2009;12060.0;503.3;41750.0
1042;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;G Handel;2010;12080.0;476.6;39462.0
1043;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;G Handel;2011;11430.0;449.5;39338.0
1044;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;H Vervoer en opslag;2009;16120.0;1140.2;70732.0
1045;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;H Vervoer en opslag;2010;15280.0;1105.6;72369.0
1046;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;H Vervoer en opslag;2011;14690.0;1077.1;73330.0
1047;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;I Horeca;2009;170.0;2.6;15442.0
1048;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;I Horeca;2010;170.0;2.8;16537.0
1049;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;I Horeca;2011;170.0;1.8;10646.0
1050;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;J Informatie en communicatie;2009;40.0;1.2;26547.0
1051;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;J Informatie en communicatie;2010;50.0;1.0;22213.0
1052;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;J Informatie en communicatie;2011;50.0;1.0;19126.0
1053;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;K Financiële dienstverlening;2009;480.0;18.8;39326.0
1054;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;K Financiële dienstverlening;2010;400.0;13.4;33291.0
1055;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;K Financiële dienstverlening;2011;480.0;19.6;40812.0
1056;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;L Verhuur en handel van onroerend goed;2009;140.0;4.0;29009.0
1057;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;L Verhuur en handel van onroerend goed;2010;130.0;4.0;29978.0
1058;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;L Verhuur en handel van onroerend goed;2011;150.0;5.0;33818.0
1059;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;M-N Zakelijke dienstverlening;2009;2760.0;79.2;28740.0
1060;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;M-N Zakelijke dienstverlening;2010;2720.0;78.4;28863.0
1061;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;M-N Zakelijke dienstverlening;2011;2680.0;77.8;29022.0
1062;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;M Specialistische zakelijke diensten;2009;740.0;24.3;32829.0
1063;Vrachtauto's en trekkers;Laadvermogen: 7000 tot 18000 kg;M Specialistische zakelijke diensten;2010;730.0;23.9;32892.0
