ID;EnterprisesByActivitySIC93;Periods;RealisationIncreased_1;RealisationRemainedTheSame_2;RealisationDecreased_3;RealisationBalance_4;ForecastIncrease_5;ForecastRemainTheSame_6;ForecastDecrease_7;ForecastBalance_8;CapacityUtilisation_9;CapacityTooLarge_10;CapacitySatisfactory_11;CapacityTooSmall_12;CapacityBalance_13;NoObstaclesToProduction_14;ObstaclesBecauseOfInsufficientDemand_15;ObstaclesBecauseOfLabourShortage_16;ObstaclesTechnCapAndOrMaterials_17;OtherObstacles_18;OrdersReceivedIncreased_19;OrdersReceivedRemainedTheSame_20;OrdersReceivedDecreased_21;OrdersReceivedBalance_22;DomesticOrdersIncreased_23;DomesticOrdersRemainedTheSame_24;DomesticOrdersDecreased_25;DomesticOrdersBalance_26;ForeignOrdersIncreased_27;ForeignOrdersRemainedTheSame_28;ForeignOrdersDecreased_29;ForeignOrdersBalance_30;OrdersReceivedLarge_31;OrdersReceivedNormal_32;OrdersReceivedSmall_33;OrdersReceivedBalance_34;Index_35;OrderPositionLarge_36;OrderPositionNormal_37;OrderPositionSmall_38;OrderPositionBalance_39;ForeignOrderPositionLarge_40;ForeignOrderPositionNormal_41;ForeignOrderPositionSmall_42;ForeignOrderPositionBalance_43;SalesPricesRise_44;SalesPricesRemainTheSame_45;SalesPricesFall_46;SalesPricesBalance_47;StocksFinalProductsTooLarge_48;StocksFinalProductsSufficient_49;StocksFinalProductsTooSmall_50;StocksFinalProductsBalance_51;CompetitivePositionImproved_52;CompetitivePositionRemainedTheSame_53;CompetitivePositionDeclined_54;CompetitivePositionBalance_55;CompetitivePositionImproved_56;CompetitivePositionRemainedTheSame_57;CompetitivePositionDeclined_58;CompetitivePositionBalance_59;CompetitivePositionImproved_60;CompetitivePositionRemainedTheSame_61;CompetitivePositionDeclined_62;CompetitivePositionBalance_63;ForeignSalesIncrease_64;ForeignSalesRemainTheSame_65;ForeignSalesDecrease_66;ForeignSalesBalance_67;NumberOfEmployeesIncrease_68;NumberOfEmployeesRemainTheSame_69;NumberOfEmployeesDecrease_70;Balance_71;RealisationProduction_72;ForecastProduction_73;OpinionOnProductionCapacity_74;TotalOrdersReceived_75;DomesticOrders_76;ForeignOrders_77;OpinionOnOrdersReceived_78;TotalOrderPosition_79;ForeignOrderPosition_80;SalesPrices_81;StocksFinalProducts_82;DutchMarket_83;InsideTheEU_84;OutsideTheEU_85;ForeignSales_86;NumberOfEmployees_87
7564;24;2005 March;14.0;75.0;11.0;3.0;15.0;67.0;18.0;-3.0;;;;;;;;;;;15.0;64.0;21.0;-6.0;14.0;75.0;11.0;3.0;12.0;67.0;21.0;-9.0;2.0;86.0;12.0;-10.0;110.6;3.0;84.0;13.0;-10.0;3.0;82.0;15.0;-12.0;18.0;73.0;9.0;9.0;6.0;88.0;6.0;0.0;;;;;;;;;;;;;;;;;5.0;72.0;23.0;-18.0;3.0;-3.0;;-6.0;3.0;-9.0;-10.0;-10.0;-12.0;9.0;0.0;;;;;-18.0
7565;24;2005 April;25.0;65.0;10.0;15.0;18.0;61.0;21.0;-3.0;84.7;8.0;76.0;16.0;-8.0;80.0;9.0;0.0;2.0;9.0;15.0;76.0;9.0;6.0;10.0;81.0;9.0;1.0;21.0;71.0;8.0;13.0;6.0;84.0;10.0;-4.0;110.3;7.0;79.0;14.0;-7.0;9.0;76.0;15.0;-6.0;18.0;73.0;9.0;9.0;9.0;83.0;8.0;1.0;5.0;92.0;3.0;2.0;5.0;84.0;11.0;-6.0;9.0;80.0;11.0;-2.0;14.0;81.0;5.0;9.0;8.0;73.0;19.0;-11.0;15.0;-3.0;-8.0;6.0;1.0;13.0;-4.0;-7.0;-6.0;9.0;1.0;2.0;-6.0;-2.0;9.0;-11.0
7566;24;2005 May;7.0;72.0;21.0;-14.0;20.0;61.0;19.0;1.0;;;;;;;;;;;16.0;64.0;20.0;-4.0;10.0;75.0;15.0;-5.0;16.0;63.0;21.0;-5.0;5.0;80.0;15.0;-10.0;107.6;4.0;80.0;16.0;-12.0;6.0;75.0;19.0;-13.0;7.0;80.0;13.0;-6.0;10.0;81.0;9.0;1.0;;;;;;;;;;;;;;;;;2.0;84.0;14.0;-12.0;-14.0;1.0;;-4.0;-5.0;-5.0;-10.0;-12.0;-13.0;-6.0;1.0;;;;;-12.0
7567;24;2005 June;22.0;45.0;33.0;-11.0;16.0;66.0;18.0;-2.0;;;;;;;;;;;18.0;54.0;28.0;-10.0;14.0;77.0;9.0;5.0;18.0;50.0;32.0;-14.0;2.0;80.0;18.0;-16.0;99.7;3.0;70.0;27.0;-24.0;2.0;67.0;31.0;-29.0;4.0;65.0;31.0;-27.0;15.0;82.0;3.0;12.0;;;;;;;;;;;;;;;;;2.0;77.0;21.0;-19.0;-11.0;-2.0;;-10.0;5.0;-14.0;-16.0;-24.0;-29.0;-27.0;12.0;;;;;-19.0
7568;24;2005 July;17.0;58.0;25.0;-8.0;17.0;69.0;14.0;3.0;84.7;7.0;89.0;4.0;3.0;84.0;7.0;0.0;3.0;6.0;27.0;62.0;11.0;16.0;19.0;64.0;17.0;2.0;30.0;60.0;10.0;20.0;4.0;82.0;14.0;-10.0;109.4;4.0;81.0;15.0;-11.0;4.0;78.0;18.0;-14.0;14.0;76.0;10.0;4.0;11.0;81.0;8.0;3.0;4.0;90.0;6.0;-2.0;6.0;76.0;18.0;-12.0;9.0;74.0;17.0;-8.0;9.0;82.0;9.0;0.0;8.0;78.0;14.0;-6.0;-8.0;3.0;3.0;16.0;2.0;20.0;-10.0;-11.0;-14.0;4.0;3.0;-2.0;-12.0;-8.0;0.0;-6.0
7569;24;2005 August;14.0;73.0;13.0;1.0;12.0;76.0;12.0;0.0;;;;;;;;;;;6.0;71.0;23.0;-17.0;9.0;73.0;18.0;-9.0;6.0;68.0;26.0;-20.0;2.0;84.0;14.0;-12.0;104.9;2.0;83.0;15.0;-13.0;5.0;77.0;18.0;-13.0;13.0;83.0;4.0;9.0;9.0;83.0;8.0;1.0;;;;;;;;;;;;;;;;;7.0;72.0;21.0;-14.0;1.0;0.0;;-17.0;-9.0;-20.0;-12.0;-13.0;-13.0;9.0;1.0;;;;;-14.0
7570;24;2005 September;11.0;73.0;16.0;-5.0;15.0;74.0;11.0;4.0;;;;;;;;;;;11.0;73.0;16.0;-5.0;14.0;73.0;13.0;1.0;12.0;70.0;18.0;-6.0;1.0;86.0;13.0;-12.0;106.6;1.0;87.0;12.0;-11.0;1.0;83.0;16.0;-15.0;16.0;79.0;5.0;11.0;8.0;84.0;8.0;0.0;;;;;;;;;;;;;;;;;4.0;78.0;18.0;-14.0;-5.0;4.0;;-5.0;1.0;-6.0;-12.0;-11.0;-15.0;11.0;0.0;;;;;-14.0
7571;24;2005 October;13.0;62.0;25.0;-12.0;21.0;65.0;14.0;7.0;84.7;7.0;85.0;8.0;-1.0;78.0;10.0;0.0;2.0;10.0;27.0;60.0;13.0;14.0;25.0;66.0;9.0;16.0;27.0;59.0;14.0;13.0;1.0;90.0;9.0;-8.0;106.6;1.0;86.0;13.0;-12.0;1.0;85.0;14.0;-13.0;28.0;68.0;4.0;24.0;6.0;84.0;10.0;-4.0;4.0;92.0;4.0;0.0;5.0;82.0;13.0;-8.0;9.0;82.0;9.0;0.0;13.0;76.0;11.0;2.0;9.0;72.0;19.0;-10.0;-12.0;7.0;-1.0;14.0;16.0;13.0;-8.0;-12.0;-13.0;24.0;-4.0;0.0;-8.0;0.0;2.0;-10.0
7572;24;2005 November;9.0;73.0;18.0;-9.0;13.0;72.0;15.0;-2.0;;;;;;;;;;;14.0;70.0;16.0;-2.0;11.0;75.0;14.0;-3.0;16.0;66.0;18.0;-2.0;4.0;80.0;16.0;-12.0;105.3;3.0;79.0;18.0;-15.0;5.0;76.0;19.0;-14.0;20.0;68.0;12.0;8.0;7.0;84.0;9.0;-2.0;;;;;;;;;;;;;;;;;6.0;73.0;21.0;-15.0;-9.0;-2.0;;-2.0;-3.0;-2.0;-12.0;-15.0;-14.0;8.0;-2.0;;;;;-15.0
7573;24;2005 December;11.0;74.0;15.0;-4.0;10.0;80.0;10.0;0.0;;;;;;;;;;;13.0;71.0;16.0;-3.0;14.0;70.0;16.0;-2.0;12.0;73.0;15.0;-3.0;3.0;88.0;9.0;-6.0;105.9;3.0;88.0;9.0;-6.0;3.0;88.0;9.0;-6.0;21.0;63.0;16.0;5.0;5.0;89.0;6.0;-1.0;;;;;;;;;;;;;;;;;3.0;81.0;16.0;-13.0;-4.0;0.0;;-3.0;-2.0;-3.0;-6.0;-6.0;-6.0;5.0;-1.0;;;;;-13.0
7574;24;2006 January;17.0;62.0;21.0;-4.0;24.0;69.0;7.0;17.0;84.9;9.0;86.0;5.0;4.0;86.0;11.0;0.0;3.0;0.0;14.0;69.0;17.0;-3.0;9.0;76.0;15.0;-6.0;14.0;70.0;16.0;-2.0;1.0;87.0;12.0;-11.0;106.4;2.0;86.0;12.0;-10.0;7.0;79.0;13.0;-6.0;18.0;69.0;13.0;5.0;8.0;85.0;7.0;1.0;2.0;96.0;2.0;0.0;2.0;95.0;3.0;-1.0;8.0;89.0;3.0;5.0;19.0;78.0;3.0;16.0;8.0;68.0;24.0;-16.0;-4.0;17.0;4.0;-3.0;-6.0;-2.0;-11.0;-10.0;-6.0;5.0;1.0;0.0;-1.0;5.0;16.0;-16.0
7575;24;2006 February;20.0;72.0;8.0;12.0;14.0;84.0;2.0;12.0;;;;;;;;;;;25.0;69.0;6.0;19.0;15.0;77.0;8.0;7.0;29.0;65.0;6.0;23.0;3.0;92.0;5.0;-2.0;107.0;5.0;90.0;5.0;0.0;9.0;86.0;5.0;4.0;17.0;74.0;9.0;8.0;7.0;81.0;12.0;-5.0;;;;;;;;;;;;;;;;;2.0;82.0;16.0;-14.0;12.0;12.0;;19.0;7.0;23.0;-2.0;0.0;4.0;8.0;-5.0;;;;;-14.0
7576;24;2006 March;8.0;78.0;14.0;-6.0;19.0;75.0;6.0;13.0;;;;;;;;;;;13.0;63.0;24.0;-11.0;16.0;68.0;16.0;0.0;13.0;62.0;25.0;-12.0;3.0;89.0;8.0;-5.0;106.2;5.0;92.0;3.0;2.0;10.0;86.0;4.0;6.0;14.0;78.0;8.0;6.0;4.0;86.0;10.0;-6.0;;;;;;;;;;;;;;;;;3.0;82.0;15.0;-12.0;-6.0;13.0;;-11.0;0.0;-12.0;-5.0;2.0;6.0;6.0;-6.0;;;;;-12.0
7577;24;2006 April;31.0;62.0;7.0;24.0;9.0;76.0;15.0;-6.0;86.4;8.0;85.0;7.0;1.0;86.0;8.0;0.0;6.0;0.0;27.0;68.0;5.0;22.0;25.0;69.0;6.0;19.0;28.0;66.0;6.0;22.0;8.0;85.0;7.0;1.0;108.0;9.0;88.0;3.0;6.0;10.0;88.0;2.0;8.0;15.0;73.0;12.0;3.0;6.0;88.0;6.0;0.0;2.0;96.0;2.0;0.0;4.0;93.0;3.0;1.0;6.0;89.0;5.0;1.0;8.0;82.0;10.0;-2.0;7.0;81.0;12.0;-5.0;24.0;-6.0;1.0;22.0;19.0;22.0;1.0;6.0;8.0;3.0;0.0;0.0;1.0;1.0;-2.0;-5.0
7578;24;2006 May;12.0;79.0;9.0;3.0;12.0;84.0;4.0;8.0;;;;;;;;;;;15.0;69.0;16.0;-1.0;18.0;71.0;11.0;7.0;13.0;69.0;18.0;-5.0;3.0;90.0;7.0;-4.0;106.9;5.0;90.0;5.0;0.0;6.0;89.0;5.0;1.0;18.0;81.0;1.0;17.0;6.0;90.0;4.0;2.0;;;;;;;;;;;;;;;;;3.0;84.0;13.0;-10.0;3.0;8.0;;-1.0;7.0;-5.0;-4.0;0.0;1.0;17.0;2.0;;;;;-10.0
7579;24;2006 June;15.0;76.0;9.0;6.0;13.0;74.0;13.0;0.0;;;;;;;;;;;21.0;73.0;6.0;15.0;19.0;73.0;8.0;11.0;22.0;73.0;5.0;17.0;7.0;87.0;6.0;1.0;108.8;9.0;87.0;4.0;5.0;12.0;84.0;4.0;8.0;17.0;82.0;1.0;16.0;6.0;85.0;9.0;-3.0;;;;;;;;;;;;;;;;;5.0;82.0;13.0;-8.0;6.0;0.0;;15.0;11.0;17.0;1.0;5.0;8.0;16.0;-3.0;;;;;-8.0
7580;24;2006 July;17.0;71.0;12.0;5.0;8.0;82.0;10.0;-2.0;86.1;6.0;89.0;5.0;1.0;88.0;5.0;1.0;4.0;2.0;21.0;68.0;11.0;10.0;16.0;74.0;10.0;6.0;23.0;66.0;11.0;12.0;8.0;89.0;3.0;5.0;107.9;9.0;89.0;2.0;7.0;12.0;86.0;2.0;10.0;25.0;70.0;5.0;20.0;3.0;85.0;12.0;-9.0;4.0;94.0;2.0;2.0;7.0;88.0;5.0;2.0;7.0;90.0;3.0;4.0;13.0;76.0;11.0;2.0;6.0;79.0;15.0;-9.0;5.0;-2.0;1.0;10.0;6.0;12.0;5.0;7.0;10.0;20.0;-9.0;2.0;2.0;4.0;2.0;-9.0
7581;24;2006 August;13.0;78.0;9.0;4.0;7.0;74.0;19.0;-12.0;;;;;;;;;;;9.0;81.0;10.0;-1.0;9.0;76.0;15.0;-6.0;8.0;84.0;8.0;0.0;6.0;92.0;2.0;4.0;108.4;6.0;92.0;2.0;4.0;7.0;91.0;2.0;5.0;11.0;89.0;0.0;11.0;4.0;85.0;11.0;-7.0;;;;;;;;;;;;;;;;;4.0;85.0;11.0;-7.0;4.0;-12.0;;-1.0;-6.0;0.0;4.0;4.0;5.0;11.0;-7.0;;;;;-7.0
7582;24;2006 September;13.0;79.0;8.0;5.0;11.0;65.0;24.0;-13.0;;;;;;;;;;;14.0;69.0;17.0;-3.0;8.0;78.0;14.0;-6.0;16.0;65.0;19.0;-3.0;7.0;89.0;4.0;3.0;105.4;7.0;87.0;6.0;1.0;8.0;88.0;4.0;4.0;18.0;80.0;2.0;16.0;9.0;80.0;11.0;-2.0;;;;;;;;;;;;;;;;;3.0;82.0;15.0;-12.0;5.0;-13.0;;-3.0;-6.0;-3.0;3.0;1.0;4.0;16.0;-2.0;;;;;-12.0
7583;24;2006 October;11.0;62.0;27.0;-16.0;22.0;67.0;11.0;11.0;84.5;6.0;85.0;9.0;-3.0;88.0;4.0;0.0;4.0;4.0;14.0;76.0;10.0;4.0;11.0;79.0;10.0;1.0;15.0;75.0;10.0;5.0;6.0;90.0;4.0;2.0;105.8;4.0;92.0;4.0;0.0;6.0;90.0;4.0;2.0;14.0;86.0;0.0;14.0;6.0;83.0;11.0;-5.0;3.0;96.0;1.0;2.0;5.0;88.0;7.0;-2.0;6.0;90.0;4.0;2.0;6.0;79.0;15.0;-9.0;3.0;82.0;15.0;-12.0;-16.0;11.0;-3.0;4.0;1.0;5.0;2.0;0.0;2.0;14.0;-5.0;2.0;-2.0;2.0;-9.0;-12.0
7584;24;2006 November;18.0;64.0;18.0;0.0;22.0;68.0;10.0;12.0;;;;;;;;;;;15.0;79.0;6.0;9.0;9.0;81.0;10.0;-1.0;17.0;78.0;5.0;12.0;3.0;90.0;7.0;-4.0;106.6;8.0;85.0;7.0;1.0;9.0;87.0;4.0;5.0;21.0;77.0;2.0;19.0;8.0;78.0;14.0;-6.0;;;;;;;;;;;;;;;;;7.0;78.0;15.0;-8.0;0.0;12.0;;9.0;-1.0;12.0;-4.0;1.0;5.0;19.0;-6.0;;;;;-8.0
7585;24;2006 December;22.0;68.0;10.0;12.0;15.0;78.0;7.0;8.0;;;;;;;;;;;16.0;70.0;14.0;2.0;13.0;73.0;14.0;-1.0;16.0;71.0;13.0;3.0;5.0;87.0;8.0;-3.0;106.8;8.0;87.0;5.0;3.0;6.0;90.0;4.0;2.0;17.0;75.0;8.0;9.0;9.0;80.0;11.0;-2.0;;;;;;;;;;;;;;;;;11.0;74.0;15.0;-4.0;12.0;8.0;;2.0;-1.0;3.0;-3.0;3.0;2.0;9.0;-2.0;;;;;-4.0
7586;24;2007 January;25.0;60.0;15.0;10.0;16.0;71.0;13.0;3.0;86.0;3.0;92.0;5.0;-2.0;85.0;5.0;0.0;7.0;3.0;14.0;67.0;19.0;-5.0;10.0;76.0;14.0;-4.0;15.0;64.0;21.0;-6.0;3.0;90.0;7.0;-4.0;107.3;2.0;87.0;11.0;-9.0;2.0;85.0;13.0;-11.0;23.0;74.0;3.0;20.0;7.0;86.0;7.0;0.0;7.0;92.0;1.0;6.0;5.0;89.0;6.0;-1.0;5.0;89.0;6.0;-1.0;11.0;72.0;17.0;-6.0;11.0;70.0;19.0;-8.0;10.0;3.0;-2.0;-5.0;-4.0;-6.0;-4.0;-9.0;-11.0;20.0;0.0;6.0;-1.0;-1.0;-6.0;-8.0
7587;24;2007 February;17.0;75.0;8.0;9.0;16.0;73.0;11.0;5.0;;;;;;;;;;;16.0;69.0;15.0;1.0;8.0;81.0;11.0;-3.0;18.0;68.0;14.0;4.0;2.0;91.0;7.0;-5.0;107.2;2.0;93.0;5.0;-3.0;7.0;90.0;3.0;4.0;18.0;78.0;4.0;14.0;10.0;86.0;4.0;6.0;;;;;;;;;;;;;;;;;3.0;69.0;28.0;-25.0;9.0;5.0;;1.0;-3.0;4.0;-5.0;-3.0;4.0;14.0;6.0;;;;;-25.0
7588;24;2007 March;9.0;77.0;14.0;-5.0;11.0;73.0;16.0;-5.0;;;;;;;;;;;22.0;73.0;5.0;17.0;10.0;84.0;6.0;4.0;23.0;72.0;5.0;18.0;4.0;92.0;4.0;0.0;108.2;2.0;95.0;3.0;-1.0;7.0;90.0;3.0;4.0;11.0;88.0;1.0;10.0;11.0;81.0;8.0;3.0;;;;;;;;;;;;;;;;;8.0;75.0;17.0;-9.0;-5.0;-5.0;;17.0;4.0;18.0;0.0;-1.0;4.0;10.0;3.0;;;;;-9.0
7589;24;2007 April;30.0;60.0;10.0;20.0;20.0;71.0;9.0;11.0;85.9;3.0;83.0;14.0;-11.0;80.0;3.0;2.0;5.0;10.0;25.0;69.0;6.0;19.0;20.0;74.0;6.0;14.0;27.0;67.0;6.0;21.0;2.0;94.0;4.0;-2.0;111.8;3.0;95.0;2.0;1.0;5.0;93.0;2.0;3.0;8.0;86.0;6.0;2.0;8.0;82.0;10.0;-2.0;4.0;93.0;3.0;1.0;6.0;88.0;6.0;0.0;11.0;82.0;7.0;4.0;22.0;77.0;1.0;21.0;13.0;72.0;15.0;-2.0;20.0;11.0;-11.0;19.0;14.0;21.0;-2.0;1.0;3.0;2.0;-2.0;1.0;0.0;4.0;21.0;-2.0
7590;24;2007 May;17.0;67.0;16.0;1.0;23.0;71.0;6.0;17.0;;;;;;;;;;;15.0;64.0;21.0;-6.0;20.0;69.0;11.0;9.0;13.0;65.0;22.0;-9.0;5.0;89.0;6.0;-1.0;109.3;6.0;91.0;3.0;3.0;7.0;90.0;3.0;4.0;9.0;84.0;7.0;2.0;4.0;89.0;7.0;-3.0;;;;;;;;;;;;;;;;;5.0;78.0;17.0;-12.0;1.0;17.0;;-6.0;9.0;-9.0;-1.0;3.0;4.0;2.0;-3.0;;;;;-12.0
7591;24;2007 June;30.0;60.0;10.0;20.0;16.0;77.0;7.0;9.0;;;;;;;;;;;22.0;68.0;10.0;12.0;14.0;76.0;10.0;4.0;24.0;65.0;11.0;13.0;7.0;89.0;4.0;3.0;111.4;10.0;86.0;4.0;6.0;13.0;83.0;4.0;9.0;11.0;83.0;6.0;5.0;4.0;79.0;17.0;-13.0;;;;;;;;;;;;;;;;;9.0;79.0;12.0;-3.0;20.0;9.0;;12.0;4.0;13.0;3.0;6.0;9.0;5.0;-13.0;;;;;-3.0
7592;24;2007 July;26.0;65.0;9.0;17.0;10.0;80.0;10.0;0.0;86.1;6.0;84.0;10.0;-4.0;77.0;2.0;8.0;11.0;2.0;19.0;76.0;5.0;14.0;10.0;82.0;8.0;2.0;22.0;74.0;4.0;18.0;7.0;91.0;2.0;5.0;110.2;7.0;89.0;4.0;3.0;9.0;89.0;2.0;7.0;9.0;89.0;2.0;7.0;3.0;85.0;12.0;-9.0;12.0;83.0;5.0;7.0;12.0;84.0;4.0;8.0;13.0;80.0;7.0;6.0;22.0;70.0;8.0;14.0;11.0;79.0;10.0;1.0;17.0;0.0;-4.0;14.0;2.0;18.0;5.0;3.0;7.0;7.0;-9.0;7.0;8.0;6.0;14.0;1.0
7593;24;2007 August;11.0;78.0;11.0;0.0;8.0;78.0;14.0;-6.0;;;;;;;;;;;9.0;79.0;12.0;-3.0;9.0;85.0;6.0;3.0;10.0;76.0;14.0;-4.0;6.0;91.0;3.0;3.0;109.6;8.0;88.0;4.0;4.0;8.0;88.0;4.0;4.0;6.0;89.0;5.0;1.0;4.0;82.0;14.0;-10.0;;;;;;;;;;;;;;;;;8.0;83.0;9.0;-1.0;0.0;-6.0;;-3.0;3.0;-4.0;3.0;4.0;4.0;1.0;-10.0;;;;;-1.0
7594;24;2007 September;24.0;58.0;18.0;6.0;10.0;71.0;19.0;-9.0;;;;;;;;;;;15.0;62.0;23.0;-8.0;23.0;60.0;17.0;6.0;15.0;62.0;23.0;-8.0;4.0;89.0;7.0;-3.0;107.9;5.0;87.0;8.0;-3.0;7.0;84.0;9.0;-2.0;9.0;85.0;6.0;3.0;5.0;87.0;8.0;-3.0;;;;;;;;;;;;;;;;;11.0;77.0;12.0;-1.0;6.0;-9.0;;-8.0;6.0;-8.0;-3.0;-3.0;-2.0;3.0;-3.0;;;;;-1.0
7595;24;2007 October;12.0;65.0;23.0;-11.0;14.0;75.0;11.0;3.0;82.8;5.0;86.0;9.0;-4.0;88.0;4.0;3.0;2.0;3.0;12.0;77.0;11.0;1.0;10.0;84.0;6.0;4.0;14.0;72.0;14.0;0.0;1.0;94.0;5.0;-4.0;108.3;2.0;93.0;5.0;-3.0;1.0;94.0;5.0;-4.0;8.0;85.0;7.0;1.0;3.0;86.0;11.0;-8.0;4.0;95.0;1.0;3.0;8.0;89.0;3.0;5.0;8.0;83.0;9.0;-1.0;9.0;85.0;6.0;3.0;12.0;79.0;9.0;3.0;-11.0;3.0;-4.0;1.0;4.0;0.0;-4.0;-3.0;-4.0;1.0;-8.0;3.0;5.0;-1.0;3.0;3.0
7596;24;2007 November;14.0;63.0;23.0;-9.0;31.0;58.0;11.0;20.0;;;;;;;;;;;28.0;64.0;8.0;20.0;14.0;74.0;12.0;2.0;30.0;64.0;6.0;24.0;9.0;86.0;5.0;4.0;106.5;2.0;92.0;6.0;-4.0;6.0;89.0;5.0;1.0;23.0;72.0;5.0;18.0;3.0;88.0;9.0;-6.0;;;;;;;;;;;;;;;;;14.0;78.0;8.0;6.0;-9.0;20.0;;20.0;2.0;24.0;4.0;-4.0;1.0;18.0;-6.0;;;;;6.0
7597;24;2007 December;20.0;61.0;19.0;1.0;19.0;76.0;5.0;14.0;;;;;;;;;;;10.0;73.0;17.0;-7.0;8.0;77.0;15.0;-7.0;10.0;73.0;17.0;-7.0;7.0;89.0;4.0;3.0;105.6;3.0;92.0;5.0;-2.0;3.0;92.0;5.0;-2.0;15.0;80.0;5.0;10.0;4.0;84.0;12.0;-8.0;;;;;;;;;;;;;;;;;13.0;73.0;14.0;-1.0;1.0;14.0;;-7.0;-7.0;-7.0;3.0;-2.0;-2.0;10.0;-8.0;;;;;-1.0
7598;24;2008 January;25.0;63.0;12.0;13.0;12.0;87.0;1.0;11.0;84.6;6.0;87.0;7.0;-1.0;73.0;5.0;10.0;5.0;7.0;7.0;71.0;22.0;-15.0;7.0;74.0;19.0;-12.0;5.0;73.0;22.0;-17.0;3.0;92.0;5.0;-2.0;107.1;1.0;94.0;5.0;-4.0;2.0;94.0;4.0;-2.0;20.0;78.0;2.0;18.0;8.0;81.0;11.0;-3.0;6.0;93.0;1.0;5.0;8.0;88.0;4.0;4.0;5.0;88.0;7.0;-2.0;16.0;79.0;5.0;11.0;14.0;75.0;11.0;3.0;13.0;11.0;-1.0;-15.0;-12.0;-17.0;-2.0;-4.0;-2.0;18.0;-3.0;5.0;4.0;-2.0;11.0;3.0
7599;24;2008 February;14.0;78.0;8.0;6.0;13.0;79.0;8.0;5.0;;;;;;;;;;;24.0;73.0;3.0;21.0;13.0;82.0;5.0;8.0;27.0;71.0;2.0;25.0;9.0;86.0;5.0;4.0;107.7;3.0;92.0;5.0;-2.0;3.0;90.0;7.0;-4.0;19.0;81.0;0.0;19.0;5.0;87.0;8.0;-3.0;;;;;;;;;;;;;;;;;12.0;75.0;13.0;-1.0;6.0;5.0;;21.0;8.0;25.0;4.0;-2.0;-4.0;19.0;-3.0;;;;;-1.0
7600;24;2008 March;27.0;61.0;12.0;15.0;23.0;70.0;7.0;16.0;;;;;;;;;;;23.0;68.0;9.0;14.0;20.0;75.0;5.0;15.0;23.0;64.0;13.0;10.0;8.0;88.0;4.0;4.0;108.9;7.0;88.0;5.0;2.0;7.0;89.0;4.0;3.0;21.0;77.0;2.0;19.0;6.0;81.0;13.0;-7.0;;;;;;;;;;;;;;;;;8.0;75.0;17.0;-9.0;15.0;16.0;;14.0;15.0;10.0;4.0;2.0;3.0;19.0;-7.0;;;;;-9.0
7601;24;2008 April;38.0;51.0;11.0;27.0;22.0;55.0;23.0;-1.0;85.3;3.0;86.0;11.0;-8.0;78.0;2.0;10.0;4.0;6.0;23.0;58.0;19.0;4.0;14.0;76.0;10.0;4.0;22.0;56.0;22.0;0.0;10.0;85.0;5.0;5.0;103.6;15.0;78.0;7.0;8.0;15.0;78.0;6.0;9.0;17.0;81.0;2.0;15.0;3.0;86.0;11.0;-8.0;6.0;93.0;1.0;5.0;5.0;92.0;3.0;2.0;8.0;84.0;8.0;0.0;20.0;78.0;2.0;18.0;8.0;76.0;16.0;-8.0;27.0;-1.0;-8.0;4.0;4.0;0.0;5.0;8.0;9.0;15.0;-8.0;5.0;2.0;0.0;18.0;-8.0
7602;24;2008 May;9.0;71.0;20.0;-11.0;13.0;72.0;15.0;-2.0;;;;;;;;;;;11.0;78.0;11.0;0.0;14.0;75.0;11.0;3.0;10.0;79.0;11.0;-1.0;6.0;87.0;7.0;-1.0;102.7;7.0;83.0;10.0;-3.0;6.0;83.0;11.0;-5.0;14.0;80.0;6.0;8.0;8.0;83.0;9.0;-1.0;;;;;;;;;;;;;;;;;8.0;78.0;14.0;-6.0;-11.0;-2.0;;0.0;3.0;-1.0;-1.0;-3.0;-5.0;8.0;-1.0;;;;;-6.0
7603;24;2008 June;14.0;78.0;8.0;6.0;13.0;69.0;18.0;-5.0;;;;;;;;;;;17.0;69.0;14.0;3.0;17.0;72.0;11.0;6.0;17.0;69.0;14.0;3.0;5.0;78.0;17.0;-12.0;101.5;3.0;85.0;12.0;-9.0;3.0;86.0;11.0;-8.0;18.0;78.0;4.0;14.0;8.0;83.0;9.0;-1.0;;;;;;;;;;;;;;;;;9.0;79.0;12.0;-3.0;6.0;-5.0;;3.0;6.0;3.0;-12.0;-9.0;-8.0;14.0;-1.0;;;;;-3.0
7604;24;2008 July;9.0;66.0;25.0;-16.0;15.0;56.0;29.0;-14.0;83.7;4.0;90.0;6.0;-2.0;82.0;3.0;5.0;3.0;7.0;18.0;73.0;9.0;9.0;17.0;68.0;15.0;2.0;18.0;76.0;6.0;12.0;5.0;89.0;6.0;-1.0;102.7;3.0;91.0;6.0;-3.0;2.0;93.0;5.0;-3.0;43.0;53.0;4.0;39.0;4.0;87.0;9.0;-5.0;4.0;92.0;4.0;0.0;4.0;85.0;11.0;-7.0;2.0;94.0;4.0;-2.0;13.0;79.0;8.0;5.0;5.0;85.0;10.0;-5.0;-16.0;-14.0;-2.0;9.0;2.0;12.0;-1.0;-3.0;-3.0;39.0;-5.0;0.0;-7.0;-2.0;5.0;-5.0
