ID;Bedrijfstak;Landen;Perioden;Investeringsquote_1
2302;Voedings- en genotmiddelenindustrie;Canada;1997;9.6
2303;Voedings- en genotmiddelenindustrie;Canada;1998;10.9
2304;Voedings- en genotmiddelenindustrie;Canada;1999;11.0
2305;Voedings- en genotmiddelenindustrie;Canada;2000;8.8
2306;Voedings- en genotmiddelenindustrie;Canada;2001;8.6
2307;Voedings- en genotmiddelenindustrie;Canada;2002;
2308;Voedings- en genotmiddelenindustrie;Canada;2003;
2309;Voedings- en genotmiddelenindustrie;Canada;2004;
2310;Voedings- en genotmiddelenindustrie;Canada;2005;
2311;Voedings- en genotmiddelenindustrie;Canada;2006;
2312;Voedings- en genotmiddelenindustrie;Denemarken;1990;
2313;Voedings- en genotmiddelenindustrie;Denemarken;1991;
2314;Voedings- en genotmiddelenindustrie;Denemarken;1992;
2315;Voedings- en genotmiddelenindustrie;Denemarken;1993;16.7
2316;Voedings- en genotmiddelenindustrie;Denemarken;1994;17.7
2317;Voedings- en genotmiddelenindustrie;Denemarken;1995;16.9
2318;Voedings- en genotmiddelenindustrie;Denemarken;1996;22.8
2319;Voedings- en genotmiddelenindustrie;Denemarken;1997;17.6
2320;Voedings- en genotmiddelenindustrie;Denemarken;1998;19.6
2321;Voedings- en genotmiddelenindustrie;Denemarken;1999;17.5
2322;Voedings- en genotmiddelenindustrie;Denemarken;2000;22.6
2323;Voedings- en genotmiddelenindustrie;Denemarken;2001;20.0
2324;Voedings- en genotmiddelenindustrie;Denemarken;2002;20.1
2325;Voedings- en genotmiddelenindustrie;Denemarken;2003;22.6
2326;Voedings- en genotmiddelenindustrie;Denemarken;2004;
2327;Voedings- en genotmiddelenindustrie;Denemarken;2005;
2328;Voedings- en genotmiddelenindustrie;Denemarken;2006;
2329;Voedings- en genotmiddelenindustrie;Duitsland;1990;
2330;Voedings- en genotmiddelenindustrie;Duitsland;1991;25.2
2331;Voedings- en genotmiddelenindustrie;Duitsland;1992;26.0
2332;Voedings- en genotmiddelenindustrie;Duitsland;1993;21.9
2333;Voedings- en genotmiddelenindustrie;Duitsland;1994;18.7
2334;Voedings- en genotmiddelenindustrie;Duitsland;1995;18.1
2335;Voedings- en genotmiddelenindustrie;Duitsland;1996;16.7
2336;Voedings- en genotmiddelenindustrie;Duitsland;1997;14.5
2337;Voedings- en genotmiddelenindustrie;Duitsland;1998;14.6
2338;Voedings- en genotmiddelenindustrie;Duitsland;1999;14.5
2339;Voedings- en genotmiddelenindustrie;Duitsland;2000;14.2
2340;Voedings- en genotmiddelenindustrie;Duitsland;2001;13.8
2341;Voedings- en genotmiddelenindustrie;Duitsland;2002;14.0
2342;Voedings- en genotmiddelenindustrie;Duitsland;2003;13.7
2343;Voedings- en genotmiddelenindustrie;Duitsland;2004;14.0
2344;Voedings- en genotmiddelenindustrie;Duitsland;2005;14.0
2345;Voedings- en genotmiddelenindustrie;Duitsland;2006;
2346;Voedings- en genotmiddelenindustrie;Finland;1990;22.3
2347;Voedings- en genotmiddelenindustrie;Finland;1991;18.1
2348;Voedings- en genotmiddelenindustrie;Finland;1992;24.1
2349;Voedings- en genotmiddelenindustrie;Finland;1993;13.4
2350;Voedings- en genotmiddelenindustrie;Finland;1994;13.5
2351;Voedings- en genotmiddelenindustrie;Finland;1995;15.9
2352;Voedings- en genotmiddelenindustrie;Finland;1996;16.7
2353;Voedings- en genotmiddelenindustrie;Finland;1997;15.8
2354;Voedings- en genotmiddelenindustrie;Finland;1998;17.1
2355;Voedings- en genotmiddelenindustrie;Finland;1999;16.3
2356;Voedings- en genotmiddelenindustrie;Finland;2000;19.4
2357;Voedings- en genotmiddelenindustrie;Finland;2001;18.4
2358;Voedings- en genotmiddelenindustrie;Finland;2002;18.5
2359;Voedings- en genotmiddelenindustrie;Finland;2003;17.5
2360;Voedings- en genotmiddelenindustrie;Finland;2004;14.2
2361;Voedings- en genotmiddelenindustrie;Finland;2005;17.2
2362;Voedings- en genotmiddelenindustrie;Finland;2006;17.2
2363;Voedings- en genotmiddelenindustrie;Frankrijk;1990;
2364;Voedings- en genotmiddelenindustrie;Frankrijk;1991;
2365;Voedings- en genotmiddelenindustrie;Frankrijk;1992;
2366;Voedings- en genotmiddelenindustrie;Frankrijk;1993;
2367;Voedings- en genotmiddelenindustrie;Frankrijk;1994;
2368;Voedings- en genotmiddelenindustrie;Frankrijk;1995;
2369;Voedings- en genotmiddelenindustrie;Frankrijk;1996;
2370;Voedings- en genotmiddelenindustrie;Frankrijk;1997;
2371;Voedings- en genotmiddelenindustrie;Frankrijk;1998;
2372;Voedings- en genotmiddelenindustrie;Frankrijk;1999;16.5
2373;Voedings- en genotmiddelenindustrie;Frankrijk;2000;17.6
2374;Voedings- en genotmiddelenindustrie;Frankrijk;2001;17.3
2375;Voedings- en genotmiddelenindustrie;Frankrijk;2002;18.4
2376;Voedings- en genotmiddelenindustrie;Frankrijk;2003;16.4
2377;Voedings- en genotmiddelenindustrie;Frankrijk;2004;16.5
2378;Voedings- en genotmiddelenindustrie;Frankrijk;2005;17.3
2379;Voedings- en genotmiddelenindustrie;Frankrijk;2006;18.6
2380;Voedings- en genotmiddelenindustrie;Hongarije;1990;
2381;Voedings- en genotmiddelenindustrie;Hongarije;1991;
2382;Voedings- en genotmiddelenindustrie;Hongarije;1992;
2383;Voedings- en genotmiddelenindustrie;Hongarije;1993;
2384;Voedings- en genotmiddelenindustrie;Hongarije;1994;
2385;Voedings- en genotmiddelenindustrie;Hongarije;1995;
2386;Voedings- en genotmiddelenindustrie;Hongarije;1996;
2387;Voedings- en genotmiddelenindustrie;Hongarije;1997;
2388;Voedings- en genotmiddelenindustrie;Hongarije;1998;
2389;Voedings- en genotmiddelenindustrie;Hongarije;1999;
2390;Voedings- en genotmiddelenindustrie;Hongarije;2000;24.8
2391;Voedings- en genotmiddelenindustrie;Hongarije;2001;25.1
2392;Voedings- en genotmiddelenindustrie;Hongarije;2002;21.6
2393;Voedings- en genotmiddelenindustrie;Hongarije;2003;21.9
2394;Voedings- en genotmiddelenindustrie;Hongarije;2004;24.1
2395;Voedings- en genotmiddelenindustrie;Hongarije;2005;26.1
2396;Voedings- en genotmiddelenindustrie;Hongarije;2006;
2397;Voedings- en genotmiddelenindustrie;Ierland;1990;
2398;Voedings- en genotmiddelenindustrie;Ierland;1991;
2399;Voedings- en genotmiddelenindustrie;Ierland;1992;
2400;Voedings- en genotmiddelenindustrie;Ierland;1993;
2401;Voedings- en genotmiddelenindustrie;Ierland;1994;
2402;Voedings- en genotmiddelenindustrie;Ierland;1995;10.1
2403;Voedings- en genotmiddelenindustrie;Ierland;1996;10.4
2404;Voedings- en genotmiddelenindustrie;Ierland;1997;8.7
2405;Voedings- en genotmiddelenindustrie;Ierland;1998;9.0
2406;Voedings- en genotmiddelenindustrie;Ierland;1999;12.4
2407;Voedings- en genotmiddelenindustrie;Ierland;2000;12.3
2408;Voedings- en genotmiddelenindustrie;Ierland;2001;6.6
2409;Voedings- en genotmiddelenindustrie;Ierland;2002;7.3
2410;Voedings- en genotmiddelenindustrie;Ierland;2003;8.6
2411;Voedings- en genotmiddelenindustrie;Ierland;2004;5.9
2412;Voedings- en genotmiddelenindustrie;Ierland;2005;6.2
2413;Voedings- en genotmiddelenindustrie;Ierland;2006;6.6
2414;Voedings- en genotmiddelenindustrie;Italië;1990;21.1
2415;Voedings- en genotmiddelenindustrie;Italië;1991;20.6
2416;Voedings- en genotmiddelenindustrie;Italië;1992;23.3
2417;Voedings- en genotmiddelenindustrie;Italië;1993;21.2
2418;Voedings- en genotmiddelenindustrie;Italië;1994;21.9
2419;Voedings- en genotmiddelenindustrie;Italië;1995;26.1
2420;Voedings- en genotmiddelenindustrie;Italië;1996;22.6
2421;Voedings- en genotmiddelenindustrie;Italië;1997;23.8
2422;Voedings- en genotmiddelenindustrie;Italië;1998;24.1
2423;Voedings- en genotmiddelenindustrie;Italië;1999;29.9
2424;Voedings- en genotmiddelenindustrie;Italië;2000;26.8
2425;Voedings- en genotmiddelenindustrie;Italië;2001;27.0
2426;Voedings- en genotmiddelenindustrie;Italië;2002;25.4
2427;Voedings- en genotmiddelenindustrie;Italië;2003;24.6
2428;Voedings- en genotmiddelenindustrie;Italië;2004;27.4
2429;Voedings- en genotmiddelenindustrie;Italië;2005;26.2
2430;Voedings- en genotmiddelenindustrie;Italië;2006;25.9
2431;Voedings- en genotmiddelenindustrie;Nederland;1990;18.4
2432;Voedings- en genotmiddelenindustrie;Nederland;1991;19.8
2433;Voedings- en genotmiddelenindustrie;Nederland;1992;19.7
2434;Voedings- en genotmiddelenindustrie;Nederland;1993;18.0
2435;Voedings- en genotmiddelenindustrie;Nederland;1994;16.4
2436;Voedings- en genotmiddelenindustrie;Nederland;1995;14.9
2437;Voedings- en genotmiddelenindustrie;Nederland;1996;16.4
2438;Voedings- en genotmiddelenindustrie;Nederland;1997;17.3
2439;Voedings- en genotmiddelenindustrie;Nederland;1998;16.0
2440;Voedings- en genotmiddelenindustrie;Nederland;1999;16.2
2441;Voedings- en genotmiddelenindustrie;Nederland;2000;16.2
2442;Voedings- en genotmiddelenindustrie;Nederland;2001;15.4
2443;Voedings- en genotmiddelenindustrie;Nederland;2002;14.9
2444;Voedings- en genotmiddelenindustrie;Nederland;2003;14.3
2445;Voedings- en genotmiddelenindustrie;Nederland;2004;14.1
2446;Voedings- en genotmiddelenindustrie;Nederland;2005;15.3
2447;Voedings- en genotmiddelenindustrie;Nederland;2006;13.0
2448;Voedings- en genotmiddelenindustrie;Oostenrijk;1990;20.1
2449;Voedings- en genotmiddelenindustrie;Oostenrijk;1991;20.2
2450;Voedings- en genotmiddelenindustrie;Oostenrijk;1992;19.4
2451;Voedings- en genotmiddelenindustrie;Oostenrijk;1993;19.8
2452;Voedings- en genotmiddelenindustrie;Oostenrijk;1994;18.6
2453;Voedings- en genotmiddelenindustrie;Oostenrijk;1995;14.9
2454;Voedings- en genotmiddelenindustrie;Oostenrijk;1996;16.2
2455;Voedings- en genotmiddelenindustrie;Oostenrijk;1997;17.5
2456;Voedings- en genotmiddelenindustrie;Oostenrijk;1998;17.2
2457;Voedings- en genotmiddelenindustrie;Oostenrijk;1999;15.0
2458;Voedings- en genotmiddelenindustrie;Oostenrijk;2000;16.9
2459;Voedings- en genotmiddelenindustrie;Oostenrijk;2001;15.9
2460;Voedings- en genotmiddelenindustrie;Oostenrijk;2002;15.3
2461;Voedings- en genotmiddelenindustrie;Oostenrijk;2003;14.9
2462;Voedings- en genotmiddelenindustrie;Oostenrijk;2004;16.1
2463;Voedings- en genotmiddelenindustrie;Oostenrijk;2005;15.8
2464;Voedings- en genotmiddelenindustrie;Oostenrijk;2006;16.5
2465;Voedings- en genotmiddelenindustrie;Polen;1990;
2466;Voedings- en genotmiddelenindustrie;Polen;1991;
2467;Voedings- en genotmiddelenindustrie;Polen;1992;
2468;Voedings- en genotmiddelenindustrie;Polen;1993;
2469;Voedings- en genotmiddelenindustrie;Polen;1994;
2470;Voedings- en genotmiddelenindustrie;Polen;1995;
2471;Voedings- en genotmiddelenindustrie;Polen;1996;
2472;Voedings- en genotmiddelenindustrie;Polen;1997;
2473;Voedings- en genotmiddelenindustrie;Polen;1998;
2474;Voedings- en genotmiddelenindustrie;Polen;1999;
2475;Voedings- en genotmiddelenindustrie;Polen;2000;
2476;Voedings- en genotmiddelenindustrie;Polen;2001;
2477;Voedings- en genotmiddelenindustrie;Polen;2002;
2478;Voedings- en genotmiddelenindustrie;Polen;2003;31.9
2479;Voedings- en genotmiddelenindustrie;Polen;2004;34.9
2480;Voedings- en genotmiddelenindustrie;Polen;2005;28.4
2481;Voedings- en genotmiddelenindustrie;Polen;2006;
2482;Voedings- en genotmiddelenindustrie;Spanje;1990;
2483;Voedings- en genotmiddelenindustrie;Spanje;1991;
2484;Voedings- en genotmiddelenindustrie;Spanje;1992;
2485;Voedings- en genotmiddelenindustrie;Spanje;1993;
2486;Voedings- en genotmiddelenindustrie;Spanje;1994;
2487;Voedings- en genotmiddelenindustrie;Spanje;1995;
2488;Voedings- en genotmiddelenindustrie;Spanje;1996;
2489;Voedings- en genotmiddelenindustrie;Spanje;1997;
2490;Voedings- en genotmiddelenindustrie;Spanje;1998;
2491;Voedings- en genotmiddelenindustrie;Spanje;1999;
2492;Voedings- en genotmiddelenindustrie;Spanje;2000;22.9
2493;Voedings- en genotmiddelenindustrie;Spanje;2001;22.6
2494;Voedings- en genotmiddelenindustrie;Spanje;2002;23.9
2495;Voedings- en genotmiddelenindustrie;Spanje;2003;22.1
2496;Voedings- en genotmiddelenindustrie;Spanje;2004;
2497;Voedings- en genotmiddelenindustrie;Spanje;2005;
2498;Voedings- en genotmiddelenindustrie;Spanje;2006;
2499;Voedings- en genotmiddelenindustrie;Tsjechië;1990;
2500;Voedings- en genotmiddelenindustrie;Tsjechië;1991;
2501;Voedings- en genotmiddelenindustrie;Tsjechië;1992;
2502;Voedings- en genotmiddelenindustrie;Tsjechië;1993;
2503;Voedings- en genotmiddelenindustrie;Tsjechië;1994;
2504;Voedings- en genotmiddelenindustrie;Tsjechië;1995;26.8
2505;Voedings- en genotmiddelenindustrie;Tsjechië;1996;30.9
2506;Voedings- en genotmiddelenindustrie;Tsjechië;1997;28.0
2507;Voedings- en genotmiddelenindustrie;Tsjechië;1998;23.3
2508;Voedings- en genotmiddelenindustrie;Tsjechië;1999;14.7
2509;Voedings- en genotmiddelenindustrie;Tsjechië;2000;21.0
2510;Voedings- en genotmiddelenindustrie;Tsjechië;2001;20.9
2511;Voedings- en genotmiddelenindustrie;Tsjechië;2002;18.8
2512;Voedings- en genotmiddelenindustrie;Tsjechië;2003;28.8
2513;Voedings- en genotmiddelenindustrie;Tsjechië;2004;29.2
2514;Voedings- en genotmiddelenindustrie;Tsjechië;2005;24.6
2515;Voedings- en genotmiddelenindustrie;Tsjechië;2006;32.3
2516;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;1990;13.1
2517;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;1991;12.5
2518;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;1992;11.5
2519;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;1993;13.3
2520;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;1994;13.7
2521;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;1995;14.6
2522;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;1996;13.2
2523;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;1997;13.6
2524;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;1998;14.8
2525;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;1999;12.5
2526;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;2000;
2527;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;2001;
2528;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;2002;
2529;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;2003;
2530;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;2004;
2531;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;2005;
2532;Voedings- en genotmiddelenindustrie;Verenigd Koninkrijk;2006;
2533;Voedings- en genotmiddelenindustrie;Verenigde Staten;1990;11.4
2534;Voedings- en genotmiddelenindustrie;Verenigde Staten;1991;11.6
2535;Voedings- en genotmiddelenindustrie;Verenigde Staten;1992;11.4
2536;Voedings- en genotmiddelenindustrie;Verenigde Staten;1993;10.7
2537;Voedings- en genotmiddelenindustrie;Verenigde Staten;1994;10.7
2538;Voedings- en genotmiddelenindustrie;Verenigde Staten;1995;10.8
2539;Voedings- en genotmiddelenindustrie;Verenigde Staten;1996;10.5
2540;Voedings- en genotmiddelenindustrie;Verenigde Staten;1997;10.1
2541;Voedings- en genotmiddelenindustrie;Verenigde Staten;1998;10.4
2542;Voedings- en genotmiddelenindustrie;Verenigde Staten;1999;9.6
2543;Voedings- en genotmiddelenindustrie;Verenigde Staten;2000;8.9
2544;Voedings- en genotmiddelenindustrie;Verenigde Staten;2001;7.7
2545;Voedings- en genotmiddelenindustrie;Verenigde Staten;2002;7.7
2546;Voedings- en genotmiddelenindustrie;Verenigde Staten;2003;7.4
2547;Voedings- en genotmiddelenindustrie;Verenigde Staten;2004;8.3
2548;Voedings- en genotmiddelenindustrie;Verenigde Staten;2005;8.2
2549;Voedings- en genotmiddelenindustrie;Verenigde Staten;2006;
2550;Voedings- en genotmiddelenindustrie;Zuid-Korea;1990;
2551;Voedings- en genotmiddelenindustrie;Zuid-Korea;1991;
2552;Voedings- en genotmiddelenindustrie;Zuid-Korea;1992;
2553;Voedings- en genotmiddelenindustrie;Zuid-Korea;1993;
2554;Voedings- en genotmiddelenindustrie;Zuid-Korea;1994;
2555;Voedings- en genotmiddelenindustrie;Zuid-Korea;1995;
2556;Voedings- en genotmiddelenindustrie;Zuid-Korea;1996;
2557;Voedings- en genotmiddelenindustrie;Zuid-Korea;1997;
2558;Voedings- en genotmiddelenindustrie;Zuid-Korea;1998;
2559;Voedings- en genotmiddelenindustrie;Zuid-Korea;1999;
2560;Voedings- en genotmiddelenindustrie;Zuid-Korea;2000;
2561;Voedings- en genotmiddelenindustrie;Zuid-Korea;2001;
2562;Voedings- en genotmiddelenindustrie;Zuid-Korea;2002;
2563;Voedings- en genotmiddelenindustrie;Zuid-Korea;2003;
2564;Voedings- en genotmiddelenindustrie;Zuid-Korea;2004;22.3
2565;Voedings- en genotmiddelenindustrie;Zuid-Korea;2005;
2566;Voedings- en genotmiddelenindustrie;Zuid-Korea;2006;
2567;Voedings- en genotmiddelenindustrie;Zweden;1990;
2568;Voedings- en genotmiddelenindustrie;Zweden;1991;
2569;Voedings- en genotmiddelenindustrie;Zweden;1992;
2570;Voedings- en genotmiddelenindustrie;Zweden;1993;
2571;Voedings- en genotmiddelenindustrie;Zweden;1994;
2572;Voedings- en genotmiddelenindustrie;Zweden;1995;
2573;Voedings- en genotmiddelenindustrie;Zweden;1996;
2574;Voedings- en genotmiddelenindustrie;Zweden;1997;
2575;Voedings- en genotmiddelenindustrie;Zweden;1998;
2576;Voedings- en genotmiddelenindustrie;Zweden;1999;
2577;Voedings- en genotmiddelenindustrie;Zweden;2000;
2578;Voedings- en genotmiddelenindustrie;Zweden;2001;
2579;Voedings- en genotmiddelenindustrie;Zweden;2002;
2580;Voedings- en genotmiddelenindustrie;Zweden;2003;
2581;Voedings- en genotmiddelenindustrie;Zweden;2004;
2582;Voedings- en genotmiddelenindustrie;Zweden;2005;
2583;Voedings- en genotmiddelenindustrie;Zweden;2006;
2584;Textielindustrie;Australië;1990;
2585;Textielindustrie;Australië;1991;
2586;Textielindustrie;Australië;1992;
2587;Textielindustrie;Australië;1993;
2588;Textielindustrie;Australië;1994;
2589;Textielindustrie;Australië;1995;
2590;Textielindustrie;Australië;1996;
2591;Textielindustrie;Australië;1997;
2592;Textielindustrie;Australië;1998;
2593;Textielindustrie;Australië;1999;
2594;Textielindustrie;Australië;2000;
2595;Textielindustrie;Australië;2001;
2596;Textielindustrie;Australië;2002;
2597;Textielindustrie;Australië;2003;
2598;Textielindustrie;Australië;2004;
2599;Textielindustrie;Australië;2005;
2600;Textielindustrie;Australië;2006;
2601;Textielindustrie;België;1990;
2602;Textielindustrie;België;1991;
2603;Textielindustrie;België;1992;
2604;Textielindustrie;België;1993;
2605;Textielindustrie;België;1994;
2606;Textielindustrie;België;1995;16.6
2607;Textielindustrie;België;1996;17.4
2608;Textielindustrie;België;1997;18.8
2609;Textielindustrie;België;1998;22.0
2610;Textielindustrie;België;1999;20.7
2611;Textielindustrie;België;2000;22.0
2612;Textielindustrie;België;2001;18.1
2613;Textielindustrie;België;2002;14.6
2614;Textielindustrie;België;2003;16.0
2615;Textielindustrie;België;2004;15.8
2616;Textielindustrie;België;2005;14.1
2617;Textielindustrie;België;2006;14.7
2618;Textielindustrie;Canada;1990;7.8
2619;Textielindustrie;Canada;1991;7.4
2620;Textielindustrie;Canada;1992;6.6
2621;Textielindustrie;Canada;1993;7.1
2622;Textielindustrie;Canada;1994;9.5
2623;Textielindustrie;Canada;1995;7.0
2624;Textielindustrie;Canada;1996;10.1
2625;Textielindustrie;Canada;1997;8.9
2626;Textielindustrie;Canada;1998;8.5
2627;Textielindustrie;Canada;1999;8.2
2628;Textielindustrie;Canada;2000;4.2
2629;Textielindustrie;Canada;2001;5.1
2630;Textielindustrie;Canada;2002;
2631;Textielindustrie;Canada;2003;
2632;Textielindustrie;Canada;2004;
2633;Textielindustrie;Canada;2005;
2634;Textielindustrie;Canada;2006;
2635;Textielindustrie;Denemarken;1990;
2636;Textielindustrie;Denemarken;1991;
2637;Textielindustrie;Denemarken;1992;
2638;Textielindustrie;Denemarken;1993;10.0
2639;Textielindustrie;Denemarken;1994;9.9
2640;Textielindustrie;Denemarken;1995;9.3
2641;Textielindustrie;Denemarken;1996;10.7
2642;Textielindustrie;Denemarken;1997;14.4
2643;Textielindustrie;Denemarken;1998;16.1
2644;Textielindustrie;Denemarken;1999;14.0
2645;Textielindustrie;Denemarken;2000;14.0
2646;Textielindustrie;Denemarken;2001;18.2
2647;Textielindustrie;Denemarken;2002;15.0
2648;Textielindustrie;Denemarken;2003;11.0
2649;Textielindustrie;Denemarken;2004;
2650;Textielindustrie;Denemarken;2005;
2651;Textielindustrie;Denemarken;2006;
2652;Textielindustrie;Duitsland;1990;
2653;Textielindustrie;Duitsland;1991;13.7
2654;Textielindustrie;Duitsland;1992;12.0
2655;Textielindustrie;Duitsland;1993;10.2
2656;Textielindustrie;Duitsland;1994;10.9
2657;Textielindustrie;Duitsland;1995;9.9
2658;Textielindustrie;Duitsland;1996;9.7
2659;Textielindustrie;Duitsland;1997;10.8
2660;Textielindustrie;Duitsland;1998;11.4
2661;Textielindustrie;Duitsland;1999;11.1
2662;Textielindustrie;Duitsland;2000;10.8
2663;Textielindustrie;Duitsland;2001;10.2
2664;Textielindustrie;Duitsland;2002;8.0
2665;Textielindustrie;Duitsland;2003;8.0
2666;Textielindustrie;Duitsland;2004;8.6
2667;Textielindustrie;Duitsland;2005;8.3
2668;Textielindustrie;Duitsland;2006;
2669;Textielindustrie;Finland;1990;11.4
2670;Textielindustrie;Finland;1991;6.4
2671;Textielindustrie;Finland;1992;5.7
2672;Textielindustrie;Finland;1993;8.7
2673;Textielindustrie;Finland;1994;6.2
2674;Textielindustrie;Finland;1995;11.3
2675;Textielindustrie;Finland;1996;6.2
2676;Textielindustrie;Finland;1997;10.0
2677;Textielindustrie;Finland;1998;9.5
2678;Textielindustrie;Finland;1999;6.5
2679;Textielindustrie;Finland;2000;8.2
2680;Textielindustrie;Finland;2001;10.4
2681;Textielindustrie;Finland;2002;8.5
2682;Textielindustrie;Finland;2003;8.1
2683;Textielindustrie;Finland;2004;6.4
2684;Textielindustrie;Finland;2005;7.6
2685;Textielindustrie;Finland;2006;7.7
2686;Textielindustrie;Frankrijk;1990;
2687;Textielindustrie;Frankrijk;1991;
2688;Textielindustrie;Frankrijk;1992;
2689;Textielindustrie;Frankrijk;1993;
2690;Textielindustrie;Frankrijk;1994;
2691;Textielindustrie;Frankrijk;1995;
2692;Textielindustrie;Frankrijk;1996;
2693;Textielindustrie;Frankrijk;1997;
2694;Textielindustrie;Frankrijk;1998;
2695;Textielindustrie;Frankrijk;1999;8.7
2696;Textielindustrie;Frankrijk;2000;8.2
2697;Textielindustrie;Frankrijk;2001;9.4
2698;Textielindustrie;Frankrijk;2002;5.8
2699;Textielindustrie;Frankrijk;2003;4.8
2700;Textielindustrie;Frankrijk;2004;4.8
2701;Textielindustrie;Frankrijk;2005;4.8
2702;Textielindustrie;Frankrijk;2006;5.3
2703;Textielindustrie;Hongarije;1990;
2704;Textielindustrie;Hongarije;1991;
2705;Textielindustrie;Hongarije;1992;
2706;Textielindustrie;Hongarije;1993;
2707;Textielindustrie;Hongarije;1994;
2708;Textielindustrie;Hongarije;1995;
2709;Textielindustrie;Hongarije;1996;
2710;Textielindustrie;Hongarije;1997;
2711;Textielindustrie;Hongarije;1998;
2712;Textielindustrie;Hongarije;1999;
2713;Textielindustrie;Hongarije;2000;14.0
2714;Textielindustrie;Hongarije;2001;12.7
2715;Textielindustrie;Hongarije;2002;11.4
2716;Textielindustrie;Hongarije;2003;10.8
2717;Textielindustrie;Hongarije;2004;12.4
2718;Textielindustrie;Hongarije;2005;8.8
2719;Textielindustrie;Hongarije;2006;
2720;Textielindustrie;Ierland;1990;
2721;Textielindustrie;Ierland;1991;
2722;Textielindustrie;Ierland;1992;
2723;Textielindustrie;Ierland;1993;
2724;Textielindustrie;Ierland;1994;
2725;Textielindustrie;Ierland;1995;10.7
2726;Textielindustrie;Ierland;1996;6.0
2727;Textielindustrie;Ierland;1997;7.7
2728;Textielindustrie;Ierland;1998;5.9
2729;Textielindustrie;Ierland;1999;6.5
2730;Textielindustrie;Ierland;2000;14.1
2731;Textielindustrie;Ierland;2001;7.0
2732;Textielindustrie;Ierland;2002;3.9
2733;Textielindustrie;Ierland;2003;5.7
2734;Textielindustrie;Ierland;2004;2.9
2735;Textielindustrie;Ierland;2005;8.1
2736;Textielindustrie;Ierland;2006;3.8
2737;Textielindustrie;Italië;1990;19.6
2738;Textielindustrie;Italië;1991;19.0
2739;Textielindustrie;Italië;1992;15.4
2740;Textielindustrie;Italië;1993;13.0
2741;Textielindustrie;Italië;1994;15.4
2742;Textielindustrie;Italië;1995;18.2
2743;Textielindustrie;Italië;1996;17.1
2744;Textielindustrie;Italië;1997;18.3
2745;Textielindustrie;Italië;1998;20.0
2746;Textielindustrie;Italië;1999;18.9
2747;Textielindustrie;Italië;2000;18.9
2748;Textielindustrie;Italië;2001;19.7
2749;Textielindustrie;Italië;2002;19.6
2750;Textielindustrie;Italië;2003;18.6
2751;Textielindustrie;Italië;2004;16.8
2752;Textielindustrie;Italië;2005;19.5
2753;Textielindustrie;Italië;2006;21.4
2754;Textielindustrie;Nederland;1990;13.1
2755;Textielindustrie;Nederland;1991;12.8
2756;Textielindustrie;Nederland;1992;12.5
2757;Textielindustrie;Nederland;1993;10.8
2758;Textielindustrie;Nederland;1994;9.8
2759;Textielindustrie;Nederland;1995;11.0
2760;Textielindustrie;Nederland;1996;11.0
2761;Textielindustrie;Nederland;1997;11.0
2762;Textielindustrie;Nederland;1998;12.3
2763;Textielindustrie;Nederland;1999;13.4
2764;Textielindustrie;Nederland;2000;11.6
2765;Textielindustrie;Nederland;2001;10.9
2766;Textielindustrie;Nederland;2002;9.9
2767;Textielindustrie;Nederland;2003;8.7
2768;Textielindustrie;Nederland;2004;10.8
2769;Textielindustrie;Nederland;2005;9.3
2770;Textielindustrie;Nederland;2006;8.3
2771;Textielindustrie;Oostenrijk;1990;15.9
2772;Textielindustrie;Oostenrijk;1991;16.8
2773;Textielindustrie;Oostenrijk;1992;11.0
2774;Textielindustrie;Oostenrijk;1993;8.2
2775;Textielindustrie;Oostenrijk;1994;8.7
2776;Textielindustrie;Oostenrijk;1995;9.9
2777;Textielindustrie;Oostenrijk;1996;9.8
2778;Textielindustrie;Oostenrijk;1997;10.3
2779;Textielindustrie;Oostenrijk;1998;14.5
2780;Textielindustrie;Oostenrijk;1999;10.2
2781;Textielindustrie;Oostenrijk;2000;11.0
2782;Textielindustrie;Oostenrijk;2001;14.0
2783;Textielindustrie;Oostenrijk;2002;9.7
2784;Textielindustrie;Oostenrijk;2003;7.6
2785;Textielindustrie;Oostenrijk;2004;6.5
2786;Textielindustrie;Oostenrijk;2005;6.3
2787;Textielindustrie;Oostenrijk;2006;6.5
2788;Textielindustrie;Polen;1990;
2789;Textielindustrie;Polen;1991;
2790;Textielindustrie;Polen;1992;
2791;Textielindustrie;Polen;1993;
