ID;SIC1993SizeClasses;Periods;UnfilledVacancies_1;NewVacancies_2;FilledVacancies_3;UnfilledVacancies_4;NewVacancies_5;FilledVacancies_6
3222;8511 Hospitals;2004 3rd quarter;;;;3.2;3.0;5.0
3223;8511 Hospitals;2004 4th quarter;;;;3.8;5.0;4.0
3224;8511 Hospitals;2004 annual figure;;;;3.9;18.0;18.0
3225;8511 Hospitals;2005 1st quarter;;;;4.3;5.0;5.0
3226;8511 Hospitals;2005 2nd quarter;;;;4.3;5.0;5.0
3227;8511 Hospitals;2005 3rd quarter;;;;4.4;5.0;5.0
3228;8511 Hospitals;2005 4th quarter;;;;4.9;6.0;5.0
3229;8511 Hospitals;2005 annual figure;;;;4.3;22.0;20.0
3230;8511 Hospitals;2006 1st quarter;;;;5.0;6.0;6.0
3231;8511 Hospitals;2006 2nd quarter;;;;5.8;6.0;6.0
3232;8511 Hospitals;2006 3rd quarter;;;;5.0;5.0;6.0
3233;8511 Hospitals;2006 4th quarter;5.3;6.0;6.0;5.5;6.0;6.0
3234;8511 Hospitals;2006 annual figure;;;;5.2;23.0;23.0
3235;8511 Hospitals;2007 1st quarter;6.0;7.0;7.0;;;
3236;8511 Hospitals;2007 2nd quarter;6.3;7.0;7.0;;;
3237;8511 Hospitals;2007 3rd quarter;7.1;7.0;6.0;;;
3238;8511 Hospitals;2007 4th quarter;7.4;6.0;6.0;;;
3239;8511 Hospitals;2007 annual figure;6.4;27.0;25.0;;;
3240;8511 Hospitals;2008 1st quarter;7.5;7.0;7.0;;;
3241;8511 Hospitals;2008 2nd quarter;7.9;7.0;7.0;;;
3242;8511 Hospitals;2008 3rd quarter;7.5;6.0;7.0;;;
3243;8511 Hospitals;2008 4rd quarter;7.7;6.0;6.0;;;
3244;8511 Hospitals;2008 annual figure;7.6;27.0;27.0;;;
3245;8511 Hospitals;2009 1st quarter;7.0;6.0;7.0;;;
3246;8511 Hospitals;2009 2nd quarter;6.4;6.0;6.0;;;
3247;8511 Hospitals;2009 3rd quarter;6.0;6.0;6.0;;;
3248;8511 Hospitals;2009 4rd quarter;6.1;6.0;6.0;;;
3249;8511 Hospitals;2009 annual figure;6.6;24.0;26.0;;;
3250;8511D Other health care;1997 1st quarter;;;;1.1;2.0;2.0
3251;8511D Other health care;1997 2nd quarter;;;;0.8;2.0;2.0
3252;8511D Other health care;1997 3rd quarter;;;;1.2;3.0;3.0
3253;8511D Other health care;1997 4th quarter;;;;1.5;2.0;2.0
3254;8511D Other health care;1997 annual figure;;;;;;
3255;8511D Other health care;1998 1st quarter;;;;1.8;3.0;3.0
3256;8511D Other health care;1998 2nd quarter;;;;2.0;3.0;3.0
3257;8511D Other health care;1998 3rd quarter;;;;1.3;3.0;4.0
3258;8511D Other health care;1998 4th quarter;;;;1.4;3.0;3.0
3259;8511D Other health care;1998 annual figure;;;;1.6;12.0;12.0
3260;8511D Other health care;1999 1st quarter;;;;2.1;4.0;3.0
3261;8511D Other health care;1999 2nd quarter;;;;2.6;5.0;4.0
3262;8511D Other health care;1999 3rd quarter;;;;2.1;4.0;4.0
3263;8511D Other health care;1999 4th quarter;;;;2.7;4.0;3.0
3264;8511D Other health care;1999 annual figure;;;;2.2;17.0;15.0
3265;8511D Other health care;2000 1st quarter;;;;2.4;4.0;4.0
3266;8511D Other health care;2000 2nd quarter;;;;2.1;4.0;4.0
3267;8511D Other health care;2000 3rd quarter;;;;2.4;4.0;3.0
3268;8511D Other health care;2000 4th quarter;;;;2.9;4.0;4.0
3269;8511D Other health care;2000 annual figure;;;;2.4;16.0;15.0
3270;8511D Other health care;2001 1st quarter;;;;3.9;6.0;5.0
3271;8511D Other health care;2001 2nd quarter;;;;3.0;4.0;5.0
3272;8511D Other health care;2001 3rd quarter;;;;3.4;5.0;5.0
3273;8511D Other health care;2001 4th quarter;;;;2.7;3.0;4.0
3274;8511D Other health care;2001 annual figure;;;;3.3;18.0;18.0
3275;8511D Other health care;2002 1st quarter;;;;4.3;6.0;5.0
3276;8511D Other health care;2002 2nd quarter;;;;3.4;5.0;5.0
3277;8511D Other health care;2002 3rd quarter;;;;2.5;3.0;4.0
3278;8511D Other health care;2002 4th quarter;;;;2.6;4.0;3.0
3279;8511D Other health care;2002 annual figure;;;;3.2;17.0;18.0
3280;8511D Other health care;2003 1st quarter;;;;2.3;3.0;3.0
3281;8511D Other health care;2003 2nd quarter;;;;2.3;4.0;4.0
3282;8511D Other health care;2003 3rd quarter;;;;1.3;2.0;3.0
3283;8511D Other health care;2003 4th quarter;;;;1.5;3.0;3.0
3284;8511D Other health care;2003 annual figure;;;;2.0;12.0;13.0
3285;8511D Other health care;2004 1st quarter;;;;2.2;3.0;3.0
3286;8511D Other health care;2004 2nd quarter;;;;2.4;4.0;4.0
3287;8511D Other health care;2004 3rd quarter;;;;2.0;3.0;4.0
3288;8511D Other health care;2004 4th quarter;;;;2.5;4.0;4.0
3289;8511D Other health care;2004 annual figure;;;;2.1;15.0;14.0
3290;8511D Other health care;2005 1st quarter;;;;2.9;5.0;4.0
3291;8511D Other health care;2005 2nd quarter;;;;3.1;4.0;4.0
3292;8511D Other health care;2005 3rd quarter;;;;3.0;4.0;4.0
3293;8511D Other health care;2005 4th quarter;;;;2.7;5.0;5.0
3294;8511D Other health care;2005 annual figure;;;;2.9;18.0;18.0
3295;8511D Other health care;2006 1st quarter;;;;3.2;5.0;4.0
3296;8511D Other health care;2006 2nd quarter;;;;4.1;7.0;6.0
3297;8511D Other health care;2006 3rd quarter;;;;3.1;5.0;6.0
3298;8511D Other health care;2006 4th quarter;3.9;6.0;5.0;4.8;8.0;6.0
3299;8511D Other health care;2006 annual figure;;;;3.6;25.0;22.0
3300;8511D Other health care;2007 1st quarter;4.9;7.0;6.0;;;
3301;8511D Other health care;2007 2nd quarter;4.1;6.0;6.0;;;
3302;8511D Other health care;2007 3rd quarter;3.8;6.0;7.0;;;
3303;8511D Other health care;2007 4th quarter;3.7;5.0;5.0;;;
3304;8511D Other health care;2007 annual figure;4.2;23.0;24.0;;;
3305;8511D Other health care;2008 1st quarter;4.5;7.0;6.0;;;
3306;8511D Other health care;2008 2nd quarter;4.3;6.0;6.0;;;
3307;8511D Other health care;2008 3rd quarter;4.5;6.0;6.0;;;
3308;8511D Other health care;2008 4rd quarter;4.1;6.0;6.0;;;
3309;8511D Other health care;2008 annual figure;4.3;25.0;24.0;;;
3310;8511D Other health care;2009 1st quarter;3.5;5.0;5.0;;;
3311;8511D Other health care;2009 2nd quarter;3.4;5.0;5.0;;;
3312;8511D Other health care;2009 3rd quarter;3.0;5.0;5.0;;;
3313;8511D Other health care;2009 4rd quarter;3.2;5.0;5.0;;;
3314;8511D Other health care;2009 annual figure;3.4;20.0;21.0;;;
3315;8531 Nursing homes,homes for the elderly;1997 1st quarter;;;;2.9;6.0;5.0
3316;8531 Nursing homes,homes for the elderly;1997 2nd quarter;;;;3.2;7.0;6.0
3317;8531 Nursing homes,homes for the elderly;1997 3rd quarter;;;;2.8;7.0;7.0
3318;8531 Nursing homes,homes for the elderly;1997 4th quarter;;;;3.7;7.0;6.0
3319;8531 Nursing homes,homes for the elderly;1997 annual figure;;;;;;
3320;8531 Nursing homes,homes for the elderly;1998 1st quarter;;;;4.5;8.0;7.0
3321;8531 Nursing homes,homes for the elderly;1998 2nd quarter;;;;4.0;7.0;7.0
3322;8531 Nursing homes,homes for the elderly;1998 3rd quarter;;;;4.2;8.0;8.0
3323;8531 Nursing homes,homes for the elderly;1998 4th quarter;;;;3.8;7.0;7.0
3324;8531 Nursing homes,homes for the elderly;1998 annual figure;;;;4.1;30.0;30.0
3325;8531 Nursing homes,homes for the elderly;1999 1st quarter;;;;4.3;8.0;7.0
3326;8531 Nursing homes,homes for the elderly;1999 2nd quarter;;;;4.3;7.0;7.0
3327;8531 Nursing homes,homes for the elderly;1999 3rd quarter;;;;4.8;9.0;8.0
3328;8531 Nursing homes,homes for the elderly;1999 4th quarter;;;;5.1;8.0;8.0
3329;8531 Nursing homes,homes for the elderly;1999 annual figure;;;;4.5;32.0;31.0
3330;8531 Nursing homes,homes for the elderly;2000 1st quarter;;;;5.1;9.0;9.0
3331;8531 Nursing homes,homes for the elderly;2000 2nd quarter;;;;5.6;10.0;9.0
3332;8531 Nursing homes,homes for the elderly;2000 3rd quarter;;;;5.3;9.0;9.0
3333;8531 Nursing homes,homes for the elderly;2000 4th quarter;;;;5.5;9.0;8.0
3334;8531 Nursing homes,homes for the elderly;2000 annual figure;;;;5.3;36.0;36.0
3335;8531 Nursing homes,homes for the elderly;2001 1st quarter;;;;6.3;10.0;9.0
3336;8531 Nursing homes,homes for the elderly;2001 2nd quarter;;;;6.3;10.0;10.0
3337;8531 Nursing homes,homes for the elderly;2001 3rd quarter;;;;6.2;9.0;9.0
3338;8531 Nursing homes,homes for the elderly;2001 4th quarter;;;;6.0;8.0;9.0
3339;8531 Nursing homes,homes for the elderly;2001 annual figure;;;;6.1;37.0;37.0
3340;8531 Nursing homes,homes for the elderly;2002 1st quarter;;;;6.7;9.0;9.0
3341;8531 Nursing homes,homes for the elderly;2002 2nd quarter;;;;5.4;7.0;9.0
3342;8531 Nursing homes,homes for the elderly;2002 3rd quarter;;;;5.2;7.0;8.0
3343;8531 Nursing homes,homes for the elderly;2002 4th quarter;;;;4.8;8.0;8.0
3344;8531 Nursing homes,homes for the elderly;2002 annual figure;;;;5.6;31.0;33.0
3345;8531 Nursing homes,homes for the elderly;2003 1st quarter;;;;5.3;8.0;7.0
3346;8531 Nursing homes,homes for the elderly;2003 2nd quarter;;;;5.0;8.0;8.0
3347;8531 Nursing homes,homes for the elderly;2003 3rd quarter;;;;4.3;6.0;7.0
3348;8531 Nursing homes,homes for the elderly;2003 4th quarter;;;;3.6;6.0;7.0
3349;8531 Nursing homes,homes for the elderly;2003 annual figure;;;;4.7;28.0;30.0
3350;8531 Nursing homes,homes for the elderly;2004 1st quarter;;;;4.1;7.0;6.0
3351;8531 Nursing homes,homes for the elderly;2004 2nd quarter;;;;3.8;7.0;7.0
3352;8531 Nursing homes,homes for the elderly;2004 3rd quarter;;;;3.0;5.0;6.0
3353;8531 Nursing homes,homes for the elderly;2004 4th quarter;;;;3.0;5.0;5.0
3354;8531 Nursing homes,homes for the elderly;2004 annual figure;;;;3.6;24.0;25.0
3355;8531 Nursing homes,homes for the elderly;2005 1st quarter;;;;3.9;7.0;6.0
3356;8531 Nursing homes,homes for the elderly;2005 2nd quarter;;;;4.0;6.0;6.0
3357;8531 Nursing homes,homes for the elderly;2005 3rd quarter;;;;4.2;7.0;6.0
3358;8531 Nursing homes,homes for the elderly;2005 4th quarter;;;;4.8;8.0;7.0
3359;8531 Nursing homes,homes for the elderly;2005 annual figure;;;;4.0;28.0;26.0
3360;8531 Nursing homes,homes for the elderly;2006 1st quarter;;;;5.5;8.0;7.0
3361;8531 Nursing homes,homes for the elderly;2006 2nd quarter;;;;7.2;9.0;8.0
3362;8531 Nursing homes,homes for the elderly;2006 3rd quarter;;;;5.9;8.0;9.0
3363;8531 Nursing homes,homes for the elderly;2006 4th quarter;5.7;9.0;9.0;6.2;9.0;9.0
3364;8531 Nursing homes,homes for the elderly;2006 annual figure;;;;6.0;35.0;33.0
3365;8531 Nursing homes,homes for the elderly;2007 1st quarter;6.7;10.0;9.0;;;
3366;8531 Nursing homes,homes for the elderly;2007 2nd quarter;7.3;9.0;9.0;;;
3367;8531 Nursing homes,homes for the elderly;2007 3rd quarter;7.1;8.0;8.0;;;
3368;8531 Nursing homes,homes for the elderly;2007 4th quarter;7.2;8.0;8.0;;;
3369;8531 Nursing homes,homes for the elderly;2007 annual figure;6.9;36.0;34.0;;;
3370;8531 Nursing homes,homes for the elderly;2008 1st quarter;8.0;9.0;9.0;;;
3371;8531 Nursing homes,homes for the elderly;2008 2nd quarter;7.8;9.0;9.0;;;
3372;8531 Nursing homes,homes for the elderly;2008 3rd quarter;7.1;8.0;9.0;;;
3373;8531 Nursing homes,homes for the elderly;2008 4rd quarter;6.7;8.0;9.0;;;
3374;8531 Nursing homes,homes for the elderly;2008 annual figure;7.4;35.0;36.0;;;
3375;8531 Nursing homes,homes for the elderly;2009 1st quarter;6.0;8.0;9.0;;;
3376;8531 Nursing homes,homes for the elderly;2009 2nd quarter;5.2;8.0;9.0;;;
3377;8531 Nursing homes,homes for the elderly;2009 3rd quarter;5.0;7.0;7.0;;;
3378;8531 Nursing homes,homes for the elderly;2009 4rd quarter;4.7;7.0;7.0;;;
3379;8531 Nursing homes,homes for the elderly;2009 annual figure;5.5;30.0;32.0;;;
3380;8532A Welfare without accommodation;1997 1st quarter;;;;2.7;4.0;4.0
3381;8532A Welfare without accommodation;1997 2nd quarter;;;;2.5;4.0;5.0
3382;8532A Welfare without accommodation;1997 3rd quarter;;;;2.4;4.0;5.0
3383;8532A Welfare without accommodation;1997 4th quarter;;;;2.8;6.0;5.0
3384;8532A Welfare without accommodation;1997 annual figure;;;;;;
3385;8532A Welfare without accommodation;1998 1st quarter;;;;3.3;6.0;5.0
3386;8532A Welfare without accommodation;1998 2nd quarter;;;;3.6;6.0;6.0
3387;8532A Welfare without accommodation;1998 3rd quarter;;;;4.1;6.0;6.0
3388;8532A Welfare without accommodation;1998 4th quarter;;;;3.8;6.0;6.0
3389;8532A Welfare without accommodation;1998 annual figure;;;;3.6;24.0;23.0
3390;8532A Welfare without accommodation;1999 1st quarter;;;;4.5;6.0;6.0
3391;8532A Welfare without accommodation;1999 2nd quarter;;;;5.1;8.0;8.0
3392;8532A Welfare without accommodation;1999 3rd quarter;;;;5.4;7.0;6.0
3393;8532A Welfare without accommodation;1999 4th quarter;;;;5.4;7.0;7.0
3394;8532A Welfare without accommodation;1999 annual figure;;;;4.9;29.0;27.0
3395;8532A Welfare without accommodation;2000 1st quarter;;;;6.3;8.0;8.0
3396;8532A Welfare without accommodation;2000 2nd quarter;;;;5.7;8.0;9.0
3397;8532A Welfare without accommodation;2000 3rd quarter;;;;6.1;8.0;8.0
3398;8532A Welfare without accommodation;2000 4th quarter;;;;7.2;9.0;8.0
3399;8532A Welfare without accommodation;2000 annual figure;;;;6.1;34.0;32.0
3400;8532A Welfare without accommodation;2001 1st quarter;;;;7.1;9.0;9.0
3401;8532A Welfare without accommodation;2001 2nd quarter;;;;8.4;11.0;10.0
3402;8532A Welfare without accommodation;2001 3rd quarter;;;;7.5;9.0;10.0
3403;8532A Welfare without accommodation;2001 4th quarter;;;;7.5;9.0;9.0
3404;8532A Welfare without accommodation;2001 annual figure;;;;7.6;38.0;38.0
3405;8532A Welfare without accommodation;2002 1st quarter;;;;8.4;10.0;9.0
3406;8532A Welfare without accommodation;2002 2nd quarter;;;;7.7;9.0;10.0
3407;8532A Welfare without accommodation;2002 3rd quarter;;;;7.0;10.0;11.0
3408;8532A Welfare without accommodation;2002 4th quarter;;;;6.8;8.0;8.0
3409;8532A Welfare without accommodation;2002 annual figure;;;;7.6;37.0;38.0
3410;8532A Welfare without accommodation;2003 1st quarter;;;;5.5;8.0;9.0
3411;8532A Welfare without accommodation;2003 2nd quarter;;;;5.5;8.0;8.0
3412;8532A Welfare without accommodation;2003 3rd quarter;;;;4.3;6.0;8.0
3413;8532A Welfare without accommodation;2003 4th quarter;;;;3.9;6.0;7.0
3414;8532A Welfare without accommodation;2003 annual figure;;;;5.2;28.0;31.0
3415;8532A Welfare without accommodation;2004 1st quarter;;;;4.3;6.0;5.0
3416;8532A Welfare without accommodation;2004 2nd quarter;;;;5.2;9.0;8.0
3417;8532A Welfare without accommodation;2004 3rd quarter;;;;5.7;8.0;7.0
3418;8532A Welfare without accommodation;2004 4th quarter;;;;4.7;7.0;8.0
3419;8532A Welfare without accommodation;2004 annual figure;;;;4.9;29.0;28.0
3420;8532A Welfare without accommodation;2005 1st quarter;;;;4.9;7.0;7.0
3421;8532A Welfare without accommodation;2005 2nd quarter;;;;4.7;7.0;7.0
3422;8532A Welfare without accommodation;2005 3rd quarter;;;;3.6;6.0;7.0
3423;8532A Welfare without accommodation;2005 4th quarter;;;;5.3;8.0;7.0
3424;8532A Welfare without accommodation;2005 annual figure;;;;4.6;28.0;27.0
3425;8532A Welfare without accommodation;2006 1st quarter;;;;6.4;9.0;8.0
3426;8532A Welfare without accommodation;2006 2nd quarter;;;;6.4;8.0;8.0
3427;8532A Welfare without accommodation;2006 3rd quarter;;;;5.9;8.0;9.0
3428;8532A Welfare without accommodation;2006 4th quarter;6.8;9.0;9.0;6.0;8.0;8.0
3429;8532A Welfare without accommodation;2006 annual figure;;;;6.1;34.0;34.0
3430;8532A Welfare without accommodation;2007 1st quarter;7.4;11.0;11.0;;;
3431;8532A Welfare without accommodation;2007 2nd quarter;8.9;11.0;9.0;;;
3432;8532A Welfare without accommodation;2007 3rd quarter;8.6;12.0;12.0;;;
3433;8532A Welfare without accommodation;2007 4th quarter;8.9;11.0;10.0;;;
3434;8532A Welfare without accommodation;2007 annual figure;8.2;44.0;42.0;;;
3435;8532A Welfare without accommodation;2008 1st quarter;9.3;12.0;11.0;;;
3436;8532A Welfare without accommodation;2008 2nd quarter;9.0;12.0;12.0;;;
3437;8532A Welfare without accommodation;2008 3rd quarter;9.7;12.0;12.0;;;
3438;8532A Welfare without accommodation;2008 4rd quarter;8.4;10.0;12.0;;;
3439;8532A Welfare without accommodation;2008 annual figure;9.2;46.0;47.0;;;
3440;8532A Welfare without accommodation;2009 1st quarter;7.4;9.0;10.0;;;
3441;8532A Welfare without accommodation;2009 2nd quarter;6.9;9.0;10.0;;;
3442;8532A Welfare without accommodation;2009 3rd quarter;6.5;9.0;9.0;;;
3443;8532A Welfare without accommodation;2009 4rd quarter;6.2;9.0;9.0;;;
3444;8532A Welfare without accommodation;2009 annual figure;7.0;36.0;38.0;;;
3445;O Culture and other services;1997 1st quarter;;;;3.6;6.0;6.0
3446;O Culture and other services;1997 2nd quarter;;;;4.0;8.0;7.0
3447;O Culture and other services;1997 3rd quarter;;;;3.6;9.0;10.0
3448;O Culture and other services;1997 4th quarter;;;;4.4;8.0;7.0
3449;O Culture and other services;1997 annual figure;;;;;;
3450;O Culture and other services;1998 1st quarter;;;;6.3;10.0;8.0
3451;O Culture and other services;1998 2nd quarter;;;;8.5;12.0;10.0
3452;O Culture and other services;1998 3rd quarter;;;;5.0;9.0;13.0
3453;O Culture and other services;1998 4th quarter;;;;6.6;12.0;10.0
3454;O Culture and other services;1998 annual figure;;;;6.3;42.0;40.0
3455;O Culture and other services;1999 1st quarter;;;;8.3;13.0;11.0
3456;O Culture and other services;1999 2nd quarter;;;;8.2;13.0;13.0
3457;O Culture and other services;1999 3rd quarter;;;;6.4;11.0;13.0
3458;O Culture and other services;1999 4th quarter;;;;7.6;11.0;10.0
3459;O Culture and other services;1999 annual figure;;;;7.5;48.0;47.0
3460;O Culture and other services;2000 1st quarter;;;;8.9;11.0;10.0
3461;O Culture and other services;2000 2nd quarter;;;;8.3;10.0;11.0
3462;O Culture and other services;2000 3rd quarter;;;;6.5;11.0;12.0
3463;O Culture and other services;2000 4th quarter;;;;8.5;12.0;10.0
3464;O Culture and other services;2000 annual figure;;;;7.9;44.0;43.0
3465;O Culture and other services;2001 1st quarter;;;;9.1;12.0;12.0
3466;O Culture and other services;2001 2nd quarter;;;;10.3;14.0;13.0
3467;O Culture and other services;2001 3rd quarter;;;;7.5;9.0;12.0
3468;O Culture and other services;2001 4th quarter;;;;7.9;10.0;9.0
3469;O Culture and other services;2001 annual figure;;;;8.7;46.0;46.0
3470;O Culture and other services;2002 1st quarter;;;;10.0;11.0;9.0
3471;O Culture and other services;2002 2nd quarter;;;;8.4;11.0;12.0
3472;O Culture and other services;2002 3rd quarter;;;;5.7;8.0;11.0
3473;O Culture and other services;2002 4th quarter;;;;6.4;9.0;8.0
3474;O Culture and other services;2002 annual figure;;;;7.8;39.0;41.0
3475;O Culture and other services;2003 1st quarter;;;;6.4;9.0;9.0
3476;O Culture and other services;2003 2nd quarter;;;;7.0;9.0;8.0
3477;O Culture and other services;2003 3rd quarter;;;;4.5;7.0;10.0
3478;O Culture and other services;2003 4th quarter;;;;5.4;7.0;6.0
3479;O Culture and other services;2003 annual figure;;;;6.0;33.0;34.0
3480;O Culture and other services;2004 1st quarter;;;;8.1;13.0;10.0
3481;O Culture and other services;2004 2nd quarter;;;;8.9;12.0;11.0
3482;O Culture and other services;2004 3rd quarter;;;;6.4;10.0;12.0
3483;O Culture and other services;2004 4th quarter;;;;5.4;9.0;10.0
3484;O Culture and other services;2004 annual figure;;;;7.2;43.0;43.0
3485;O Culture and other services;2005 1st quarter;;;;8.6;14.0;11.0
3486;O Culture and other services;2005 2nd quarter;;;;7.3;12.0;13.0
3487;O Culture and other services;2005 3rd quarter;;;;6.8;12.0;12.0
3488;O Culture and other services;2005 4th quarter;;;;6.5;9.0;10.0
3489;O Culture and other services;2005 annual figure;;;;7.2;47.0;45.0
3490;O Culture and other services;2006 1st quarter;;;;8.1;13.0;11.0
3491;O Culture and other services;2006 2nd quarter;;;;9.5;14.0;13.0
3492;O Culture and other services;2006 3rd quarter;;;;8.1;14.0;15.0
3493;O Culture and other services;2006 4th quarter;10.2;11.0;10.0;9.2;12.0;10.0
3494;O Culture and other services;2006 annual figure;;;;8.4;52.0;49.0
3495;O Culture and other services;2007 1st quarter;9.6;12.0;12.0;;;
3496;O Culture and other services;2007 2nd quarter;11.6;15.0;13.0;;;
3497;O Culture and other services;2007 3rd quarter;9.6;13.0;15.0;;;
3498;O Culture and other services;2007 4th quarter;8.8;11.0;12.0;;;
3499;O Culture and other services;2007 annual figure;10.1;51.0;53.0;;;
3500;O Culture and other services;2008 1st quarter;10.6;15.0;13.0;;;
3501;O Culture and other services;2008 2nd quarter;12.1;16.0;15.0;;;
3502;O Culture and other services;2008 3rd quarter;9.6;13.0;15.0;;;
3503;O Culture and other services;2008 4rd quarter;8.6;11.0;12.0;;;
3504;O Culture and other services;2008 annual figure;10.3;55.0;55.0;;;
3505;O Culture and other services;2009 1st quarter;7.5;11.0;12.0;;;
3506;O Culture and other services;2009 2nd quarter;7.1;11.0;12.0;;;
3507;O Culture and other services;2009 3rd quarter;5.8;10.0;11.0;;;
3508;O Culture and other services;2009 4rd quarter;5.7;9.0;9.0;;;
3509;O Culture and other services;2009 annual figure;6.9;41.0;44.0;;;
3510;9000B Environment, other services;1997 1st quarter;;;;0.9;2.0;2.0
3511;9000B Environment, other services;1997 2nd quarter;;;;1.8;3.0;2.0
3512;9000B Environment, other services;1997 3rd quarter;;;;1.5;3.0;3.0
3513;9000B Environment, other services;1997 4th quarter;;;;2.2;3.0;2.0
3514;9000B Environment, other services;1997 annual figure;;;;;;
3515;9000B Environment, other services;1998 1st quarter;;;;2.2;3.0;3.0
3516;9000B Environment, other services;1998 2nd quarter;;;;4.2;6.0;4.0
3517;9000B Environment, other services;1998 3rd quarter;;;;1.7;2.0;4.0
3518;9000B Environment, other services;1998 4th quarter;;;;2.4;4.0;3.0
3519;9000B Environment, other services;1998 annual figure;;;;2.6;15.0;14.0
3520;9000B Environment, other services;1999 1st quarter;;;;2.7;4.0;4.0
3521;9000B Environment, other services;1999 2nd quarter;;;;3.0;4.0;4.0
3522;9000B Environment, other services;1999 3rd quarter;;;;2.5;3.0;3.0
3523;9000B Environment, other services;1999 4th quarter;;;;3.1;4.0;3.0
