ID;JeugdhulpInNatura;Jeugdbescherming;Jeugdreclassering;RegioS;Perioden;TotaalJongerenMetJeugdzorg_1
349;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);31 december 2015;10780.0
350;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);30 juni 2016;11375.0
351;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);31 december 2016;11530.0
352;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);30 juni 2017;11760.0
353;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);31 december 2017;11195.0
354;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);30 juni 2018;12350.0
355;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);31 december 2018;12740.0
356;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);30 juni 2019;12680.0
357;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);31 december 2019;12475.0
358;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);30 juni 2020;11660.0
359;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);31 december 2020;11575.0
360;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);30 juni 2015;6115.0
361;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);31 december 2015;6060.0
362;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);30 juni 2016;6165.0
363;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);31 december 2016;6380.0
364;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);30 juni 2017;6315.0
365;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);31 december 2017;6330.0
366;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);30 juni 2018;6955.0
367;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);31 december 2018;7130.0
368;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);30 juni 2019;7025.0
369;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);31 december 2019;7105.0
370;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);30 juni 2020;6850.0
371;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);31 december 2020;6760.0
372;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);30 juni 2015;10325.0
373;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);31 december 2015;10710.0
374;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);30 juni 2016;10985.0
375;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);31 december 2016;11260.0
376;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);30 juni 2017;12055.0
377;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);31 december 2017;12125.0
378;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);30 juni 2018;12750.0
379;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);31 december 2018;13460.0
380;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);30 juni 2019;13255.0
381;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);31 december 2019;13180.0
382;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);30 juni 2020;12100.0
383;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);31 december 2020;12160.0
384;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);30 juni 2015;3445.0
385;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);31 december 2015;3585.0
386;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);30 juni 2016;4020.0
387;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);31 december 2016;3850.0
388;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);30 juni 2017;3990.0
389;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);31 december 2017;3880.0
390;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);30 juni 2018;4345.0
391;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);31 december 2018;4425.0
392;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);30 juni 2019;4425.0
393;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);31 december 2019;4500.0
394;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);30 juni 2020;4520.0
395;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);31 december 2020;4625.0
396;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);30 juni 2015;16965.0
397;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);31 december 2015;16520.0
398;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);30 juni 2016;21920.0
399;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);31 december 2016;22340.0
400;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);30 juni 2017;22335.0
401;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);31 december 2017;21650.0
402;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);30 juni 2018;24345.0
403;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);31 december 2018;24265.0
404;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);30 juni 2019;24720.0
405;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);31 december 2019;24690.0
406;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);30 juni 2020;23865.0
407;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);31 december 2020;23185.0
408;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);30 juni 2015;6225.0
409;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);31 december 2015;6325.0
410;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);30 juni 2016;6510.0
411;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);31 december 2016;6825.0
412;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);30 juni 2017;6850.0
413;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);31 december 2017;6950.0
414;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);30 juni 2018;7250.0
415;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);31 december 2018;7265.0
416;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);30 juni 2019;7525.0
417;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);31 december 2019;7800.0
418;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);30 juni 2020;6855.0
419;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);31 december 2020;6940.0
420;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);30 juni 2015;3355.0
421;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);31 december 2015;3440.0
422;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);30 juni 2016;3550.0
423;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);31 december 2016;3705.0
424;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);30 juni 2017;3615.0
425;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);31 december 2017;3565.0
426;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);30 juni 2018;3990.0
427;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);31 december 2018;4160.0
428;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);30 juni 2019;4545.0
429;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);31 december 2019;4565.0
430;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);30 juni 2020;4180.0
431;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);31 december 2020;4315.0
432;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);30 juni 2015;2875.0
433;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);31 december 2015;2940.0
434;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);30 juni 2016;2985.0
435;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);31 december 2016;2785.0
436;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);30 juni 2017;2630.0
437;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);31 december 2017;2390.0
438;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);30 juni 2018;3035.0
439;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);31 december 2018;3285.0
440;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);30 juni 2019;3310.0
441;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);31 december 2019;3420.0
442;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);30 juni 2020;3220.0
443;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);31 december 2020;3310.0
444;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);30 juni 2015;2560.0
445;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);31 december 2015;2505.0
446;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);30 juni 2016;2765.0
447;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);31 december 2016;2745.0
448;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);30 juni 2017;2555.0
449;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);31 december 2017;2510.0
450;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);30 juni 2018;3185.0
451;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);31 december 2018;3385.0
452;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);30 juni 2019;3315.0
453;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);31 december 2019;3455.0
454;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);30 juni 2020;3220.0
455;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);31 december 2020;3265.0
456;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);30 juni 2015;2395.0
457;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);31 december 2015;2330.0
458;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);30 juni 2016;2240.0
459;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);31 december 2016;2165.0
460;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);30 juni 2017;1845.0
461;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);31 december 2017;1875.0
462;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);30 juni 2018;3435.0
463;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);31 december 2018;3600.0
464;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);30 juni 2019;3700.0
465;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);31 december 2019;3655.0
466;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);30 juni 2020;3615.0
467;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);31 december 2020;3135.0
468;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);30 juni 2015;16125.0
469;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);31 december 2015;15595.0
470;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);30 juni 2016;20580.0
471;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);31 december 2016;19895.0
472;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);30 juni 2017;20915.0
473;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);31 december 2017;17995.0
474;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);30 juni 2018;20530.0
475;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);31 december 2018;20620.0
476;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);30 juni 2019;21825.0
477;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);31 december 2019;21510.0
478;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);30 juni 2020;21360.0
479;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);31 december 2020;21400.0
480;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);30 juni 2015;3015.0
481;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);31 december 2015;3025.0
482;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);30 juni 2016;3105.0
483;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);31 december 2016;3215.0
484;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);30 juni 2017;3130.0
485;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);31 december 2017;2870.0
486;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);30 juni 2018;3355.0
487;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);31 december 2018;3550.0
488;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);30 juni 2019;3870.0
489;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);31 december 2019;3850.0
490;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);30 juni 2020;3625.0
491;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);31 december 2020;3845.0
492;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);30 juni 2015;7150.0
493;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);31 december 2015;7780.0
494;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);30 juni 2016;7900.0
495;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);31 december 2016;7375.0
496;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);30 juni 2017;8100.0
497;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);31 december 2017;7540.0
498;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);30 juni 2018;8190.0
499;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);31 december 2018;8570.0
500;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);30 juni 2019;8470.0
501;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);31 december 2019;8520.0
502;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);30 juni 2020;8140.0
503;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);31 december 2020;8235.0
504;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);30 juni 2015;14945.0
505;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);31 december 2015;15860.0
506;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);30 juni 2016;16730.0
507;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);31 december 2016;17615.0
508;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);30 juni 2017;17665.0
509;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);31 december 2017;16220.0
510;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);30 juni 2018;15920.0
511;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);31 december 2018;15530.0
512;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);30 juni 2019;16350.0
513;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);31 december 2019;15950.0
514;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);30 juni 2020;15140.0
515;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);31 december 2020;14995.0
516;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);30 juni 2015;2855.0
517;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);31 december 2015;2860.0
518;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);30 juni 2016;3010.0
519;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);31 december 2016;3060.0
520;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);30 juni 2017;3190.0
521;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);31 december 2017;3265.0
522;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);30 juni 2018;3445.0
523;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);31 december 2018;3880.0
524;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);30 juni 2019;3860.0
525;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);31 december 2019;3865.0
526;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);30 juni 2020;3725.0
527;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);31 december 2020;3825.0
528;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Oost-Zuid-Holland (CR);30 juni 2015;5530.0
529;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Oost-Zuid-Holland (CR);31 december 2015;5880.0
530;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Oost-Zuid-Holland (CR);30 juni 2016;5665.0
531;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Oost-Zuid-Holland (CR);31 december 2016;5560.0
532;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Oost-Zuid-Holland (CR);30 juni 2017;5700.0
