ID;DuurVanDeTrajecten;RegioS;Perioden;TotaalJeugdzorgtrajecten_1;TotaalJeugdhulphulptrajecten_2;TotaalJeugdhulpZonderVerblijf_3;UitgevoerdDoorHetWijkOfBuurtteam_4;TotaalNietUitgevoerd_5;AmbulanteJeugdhulpOpLocatieAanbieder_6;DaghulpOpLocatieVanDeAanbieder_7;JeugdhulpInHetNetwerkVanDeJongere_8;TotaalJeugdhulpMetVerblijf_9;Pleegzorg_10;Gezinsgericht_11;GeslotenPlaatsing_12;AnderVerblijfBijJeugdhulpaanbieder_13;TotaalJeugdbeschermingstrajecten_14;TotaalOndertoezichtstelling_15;Ondertoezichtstelling_16;VoorlopigeOndertoezichtstelling_17;TotaalVoogdij_18;ReguliereVoogdij_19;VoorlopigeVoogdij_20;TijdelijkeVoogdij_21;TotaalJeugdreclasseringstrajecten_22;ToezichtEnBegeleidingGedwongenKader_23;ToezichtEnBegeleidingVrijwillig_24;IndividueleTrajectbegeleidingHardeKern_25;IndividueleTrajectbegeleidingCriem_26;ScholingsEnTrainingsprogramma_27;GedragsbeinvloedendeMaatregel_28;VoorbereidGedragsbeinvloedMaatregel_29
15;Totaal alle trajecten;Oost-Nederland (LD);30 juni 2015;74870;65595;57150;1285.0;55865;43015.0;4785.0;8065.0;8445.0;4135.0;1135.0;255.0;2920.0;7655.0;5625.0;5550.0;75.0;2030.0;2015.0;15.0;;1620.0;1355.0;205.0;25.0;25.0;;;
16;Totaal alle trajecten;Oost-Nederland (LD);31 december 2015;78405;69485;61010;1415.0;59595;45880.0;5105.0;8610.0;8475.0;4145.0;1200.0;235.0;2900.0;7290.0;5160.0;5085.0;75.0;2130.0;2110.0;20.0;;1630.0;1365.0;225.0;25.0;15.0;;;
17;Totaal alle trajecten;Oost-Nederland (LD);30 juni 2016;76590;68080;59250;1815.0;57435;44105.0;5640.0;7690.0;8830.0;4085.0;860.0;235.0;3650.0;7105.0;4820.0;4725.0;95.0;2285.0;2260.0;25.0;;1405.0;1215.0;145.0;15.0;30.0;;;
18;Totaal alle trajecten;Oost-Nederland (LD);31 december 2016;78385;69975;61075;1685.0;59390;44880.0;6125.0;8380.0;8895.0;4120.0;845.0;230.0;3700.0;7085.0;4745.0;4665.0;80.0;2340.0;2315.0;20.0;;1330.0;1185.0;105.0;10.0;30.0;;;
19;Totaal alle trajecten;Oost-Nederland (LD);30 juni 2017;80990;72435;62795;2825.0;59965;45640.0;5915.0;8410.0;9645.0;4120.0;975.0;275.0;4275.0;7190.0;4715.0;4660.0;60.0;2470.0;2445.0;20.0;;1370.0;1180.0;150.0;15.0;20.0;;;
20;Totaal alle trajecten;Oost-Nederland (LD);31 december 2017;78500;69965;60245;2840.0;57405;42725.0;5975.0;8710.0;9720.0;4040.0;975.0;305.0;4400.0;7195.0;4740.0;4655.0;85.0;2455.0;2435.0;15.0;;1340.0;1170.0;135.0;20.0;15.0;;;
21;Totaal alle trajecten;West-Nederland (LD);31 maart 2015;143670;124355;109860;10735.0;99125;79635.0;5800.0;13685.0;14495.0;8755.0;825.0;615.0;4305.0;14935.0;10955.0;10830.0;125.0;3985.0;3915.0;60.0;10.0;4380.0;3540.0;480.0;55.0;20.0;;140.0;145.0
22;Totaal alle trajecten;West-Nederland (LD);30 juni 2015;154150;135220;120420;13980.0;106440;86245.0;6235.0;13960.0;14800.0;8805.0;875.0;665.0;4460.0;14490.0;10475.0;10320.0;155.0;4015.0;3950.0;60.0;10.0;4440.0;3600.0;480.0;50.0;30.0;;140.0;145.0
23;Totaal alle trajecten;West-Nederland (LD);31 december 2015;155425;137340;122805;17660.0;105140;84570.0;6255.0;14315.0;14540.0;8720.0;885.0;610.0;4325.0;13660.0;9550.0;9425.0;125.0;4110.0;4045.0;65.0;;4420.0;3600.0;465.0;55.0;25.0;;135.0;145.0
24;Totaal alle trajecten;West-Nederland (LD);30 juni 2016;169285;151700;136110;31145.0;104965;83570.0;6770.0;14625.0;15590.0;8730.0;1190.0;625.0;5045.0;13715.0;9395.0;9250.0;150.0;4320.0;4245.0;40.0;30.0;3870.0;3220.0;335.0;65.0;15.0;;15.0;220.0
25;Totaal alle trajecten;West-Nederland (LD);31 december 2016;170930;153995;138220;33305.0;104915;82425.0;6945.0;15545.0;15775.0;8710.0;1250.0;630.0;5190.0;13455.0;9185.0;9015.0;170.0;4270.0;4195.0;50.0;25.0;3480.0;2990.0;270.0;50.0;25.0;;10.0;135.0
26;Totaal alle trajecten;West-Nederland (LD);30 juni 2017;179590;162445;146115;40830.0;105285;84240.0;7470.0;13575.0;16330.0;8840.0;1360.0;645.0;5485.0;13715.0;9395.0;9240.0;155.0;4320.0;4230.0;60.0;30.0;3430.0;3010.0;330.0;65.0;25.0;;;
27;Totaal alle trajecten;West-Nederland (LD);31 december 2017;170045;153025;136835;36960.0;99875;78855.0;7240.0;13780.0;16190.0;8815.0;1430.0;610.0;5330.0;13760.0;9510.0;9365.0;145.0;4250.0;4175.0;50.0;25.0;3260.0;2860.0;320.0;50.0;15.0;;;
28;Totaal alle trajecten;Zuid-Nederland (LD);31 maart 2015;66595;58195;51880;2490.0;49395;36330.0;5195.0;7870.0;6315.0;3225.0;580.0;240.0;2270.0;6900.0;5110.0;5060.0;50.0;1790.0;1760.0;25.0;;1505.0;1340.0;130.0;25.0;10.0;;;
29;Totaal alle trajecten;Zuid-Nederland (LD);30 juni 2015;71180;62870;56500;3135.0;53365;38915.0;5830.0;8620.0;6370.0;3225.0;630.0;235.0;2285.0;6805.0;5005.0;4960.0;45.0;1795.0;1775.0;20.0;;1510.0;1310.0;145.0;35.0;20.0;;;
30;Totaal alle trajecten;Zuid-Nederland (LD);31 december 2015;74250;66310;59895;4960.0;54940;39510.0;6220.0;9210.0;6415.0;3225.0;660.0;275.0;2255.0;6445.0;4565.0;4500.0;60.0;1880.0;1855.0;25.0;;1495.0;1235.0;220.0;30.0;10.0;;;
31;Totaal alle trajecten;Zuid-Nederland (LD);30 juni 2016;71215;63665;56600;3685.0;52915;40085.0;4430.0;8400.0;7065.0;3345.0;665.0;265.0;2790.0;6170.0;4180.0;4110.0;70.0;1990.0;1960.0;30.0;;1380.0;1155.0;185.0;20.0;20.0;;;
32;Totaal alle trajecten;Zuid-Nederland (LD);31 december 2016;73055;65695;58715;4865.0;53850;40240.0;4750.0;8860.0;6980.0;3315.0;675.0;240.0;2750.0;6110.0;4105.0;4055.0;50.0;2010.0;1980.0;30.0;;1250.0;1060.0;155.0;20.0;10.0;;;
33;Totaal alle trajecten;Zuid-Nederland (LD);30 juni 2017;74760;67300;60150;5965.0;54185;41250.0;4345.0;8585.0;7150.0;3425.0;675.0;240.0;2805.0;6270.0;4245.0;4170.0;75.0;2025.0;1985.0;25.0;10.0;1190.0;990.0;175.0;20.0;;;;
34;Totaal alle trajecten;Zuid-Nederland (LD);31 december 2017;77370;69980;62800;6635.0;56165;42395.0;4560.0;9205.0;7180.0;3340.0;690.0;250.0;2895.0;6210.0;4185.0;4120.0;60.0;2025.0;1990.0;30.0;10.0;1180.0;975.0;160.0;30.0;15.0;;;
35;Totaal alle trajecten;Groningen (PV);31 maart 2015;14270;12615;11370;90.0;11280;9515.0;255.0;1505.0;1245.0;785.0;105.0;55.0;300.0;1275.0;815.0;805.0;10.0;465.0;455.0;10.0;;375.0;335.0;30.0;;;;;
36;Totaal alle trajecten;Groningen (PV);30 juni 2015;15000;13335;12080;95.0;11985;10035.0;295.0;1655.0;1260.0;785.0;115.0;50.0;310.0;1280.0;815.0;805.0;15.0;465.0;455.0;10.0;;380.0;335.0;35.0;;;;;
37;Totaal alle trajecten;Groningen (PV);31 december 2015;14660;13065;11790;100.0;11690;9650.0;315.0;1725.0;1275.0;780.0;135.0;40.0;320.0;1235.0;780.0;770.0;10.0;455.0;455.0;;;360.0;305.0;35.0;10.0;;;;
38;Totaal alle trajecten;Groningen (PV);30 juni 2016;14370;12835;10930;125.0;10805;8620.0;290.0;1895.0;1905.0;890.0;220.0;55.0;745.0;1210.0;755.0;740.0;15.0;460.0;455.0;;;320.0;285.0;30.0;;;;;
39;Totaal alle trajecten;Groningen (PV);31 december 2016;14930;13410;11390;130.0;11260;8915.0;315.0;2030.0;2020.0;890.0;250.0;45.0;835.0;1210.0;750.0;735.0;15.0;460.0;450.0;;;310.0;280.0;30.0;;;;;
40;Totaal alle trajecten;Groningen (PV);30 juni 2017;16840;15325;13240;130.0;13110;10770.0;405.0;1940.0;2080.0;965.0;245.0;40.0;830.0;1200.0;725.0;725.0;;475.0;465.0;10.0;;315.0;255.0;60.0;;;;;
41;Totaal alle trajecten;Groningen (PV);31 december 2017;16805;15295;13175;145.0;13035;10575.0;390.0;2070.0;2120.0;950.0;260.0;40.0;865.0;1195.0;725.0;715.0;10.0;470.0;465.0;;;315.0;250.0;55.0;10.0;;;;
42;Totaal alle trajecten;Friesland (PV);31 maart 2015;13250;11400;9990;320.0;9665;8105.0;485.0;1075.0;1415.0;920.0;150.0;55.0;290.0;1625.0;1200.0;1195.0;;425.0;420.0;;;225.0;200.0;15.0;;;;;
43;Totaal alle trajecten;Friesland (PV);30 juni 2015;14130;12275;10820;440.0;10380;8725.0;520.0;1135.0;1450.0;930.0;160.0;75.0;285.0;1610.0;1165.0;1145.0;15.0;445.0;440.0;;;250.0;215.0;25.0;10.0;;;;
44;Totaal alle trajecten;Friesland (PV);31 december 2015;14130;12330;10865;615.0;10255;8540.0;590.0;1120.0;1465.0;930.0;170.0;60.0;305.0;1550.0;1095.0;1085.0;10.0;450.0;450.0;;;255.0;210.0;30.0;10.0;;;;
45;Totaal alle trajecten;Friesland (PV);30 juni 2016;13815;12025;10200;435.0;9765;7855.0;500.0;1405.0;1825.0;1035.0;285.0;50.0;455.0;1550.0;1055.0;1050.0;;495.0;490.0;;;245.0;210.0;25.0;;;;;
46;Totaal alle trajecten;Friesland (PV);31 december 2016;13795;11970;10200;515.0;9685;7685.0;465.0;1535.0;1775.0;1010.0;295.0;45.0;425.0;1595.0;1100.0;1085.0;15.0;500.0;495.0;;;230.0;205.0;15.0;;;;;
47;Totaal alle trajecten;Friesland (PV);30 juni 2017;16540;14740;12945;1555.0;11390;9230.0;655.0;1505.0;1795.0;1105.0;200.0;90.0;395.0;1595.0;1055.0;1050.0;;540.0;525.0;10.0;;205.0;165.0;35.0;;;;;
48;Totaal alle trajecten;Friesland (PV);31 december 2017;15345;13570;11735;1110.0;10620;8385.0;735.0;1505.0;1840.0;1130.0;200.0;90.0;420.0;1580.0;1050.0;1035.0;15.0;530.0;525.0;;;190.0;160.0;30.0;;;;;
49;Totaal alle trajecten;Drenthe (PV);31 maart 2015;11350;10165;9290;20.0;9265;8070.0;445.0;750.0;880.0;535.0;155.0;30.0;155.0;970.0;670.0;660.0;10.0;300.0;295.0;;;215.0;200.0;10.0;;;;;
50;Totaal alle trajecten;Drenthe (PV);30 juni 2015;12045;10885;10000;40.0;9955;8695.0;485.0;780.0;885.0;525.0;165.0;30.0;165.0;940.0;640.0;625.0;10.0;305.0;300.0;;;215.0;200.0;15.0;;;;;
51;Totaal alle trajecten;Drenthe (PV);31 december 2015;12340;11245;10320;45.0;10275;8875.0;555.0;850.0;925.0;540.0;175.0;30.0;180.0;900.0;585.0;580.0;;320.0;315.0;;;190.0;170.0;15.0;;;;;
52;Totaal alle trajecten;Drenthe (PV);30 juni 2016;11390;10295;9330;180.0;9150;7955.0;495.0;700.0;960.0;545.0;180.0;20.0;215.0;875.0;560.0;545.0;15.0;315.0;315.0;;;220.0;190.0;25.0;;;;;
53;Totaal alle trajecten;Drenthe (PV);31 december 2016;11165;10100;9125;210.0;8915;7815.0;455.0;645.0;975.0;550.0;200.0;20.0;205.0;845.0;525.0;525.0;;320.0;320.0;;;220.0;205.0;15.0;;;;;
54;Totaal alle trajecten;Drenthe (PV);30 juni 2017;14330;13275;12005;890.0;11115;10210.0;375.0;530.0;1270.0;585.0;120.0;15.0;545.0;845.0;505.0;500.0;;340.0;335.0;;;210.0;180.0;25.0;;;;;
55;Totaal alle trajecten;Drenthe (PV);31 december 2017;14380;13335;12050;925.0;11130;10110.0;415.0;600.0;1280.0;600.0;120.0;20.0;545.0;840.0;495.0;490.0;;345.0;340.0;;;210.0;180.0;20.0;;;;;
56;Totaal alle trajecten;Overijssel (PV);31 maart 2015;23395;20205;17205;45.0;17165;14050.0;1035.0;2075.0;3000.0;1370.0;650.0;30.0;950.0;2670.0;2070.0;2050.0;20.0;600.0;590.0;10.0;;520.0;430.0;65.0;;15.0;;;
57;Totaal alle trajecten;Overijssel (PV);30 juni 2015;25040;21900;18840;60.0;18780;15420.0;1100.0;2255.0;3065.0;1395.0;655.0;25.0;985.0;2605.0;2015.0;1970.0;45.0;590.0;580.0;;;535.0;460.0;60.0;;15.0;;;
58;Totaal alle trajecten;Overijssel (PV);31 december 2015;26860;23785;20645;70.0;20575;16820.0;1250.0;2505.0;3135.0;1410.0;690.0;35.0;1005.0;2545.0;1930.0;1900.0;35.0;610.0;605.0;;;535.0;445.0;75.0;;10.0;;;
59;Totaal alle trajecten;Overijssel (PV);30 juni 2016;25045;22065;19135;60.0;19075;15370.0;1510.0;2195.0;2930.0;1420.0;360.0;50.0;1100.0;2515.0;1870.0;1835.0;35.0;645.0;635.0;;;470.0;385.0;55.0;;20.0;;;
60;Totaal alle trajecten;Overijssel (PV);31 december 2016;25525;22525;19610;75.0;19535;15590.0;1600.0;2350.0;2915.0;1435.0;325.0;50.0;1100.0;2570.0;1905.0;1875.0;30.0;665.0;660.0;;;430.0;370.0;35.0;;25.0;;;
61;Totaal alle trajecten;Overijssel (PV);30 juni 2017;26410;23340;20245;405.0;19840;15350.0;2080.0;2410.0;3095.0;1445.0;370.0;65.0;1220.0;2610.0;1870.0;1850.0;25.0;740.0;735.0;;;460.0;390.0;55.0;;10.0;;;
62;Totaal alle trajecten;Overijssel (PV);31 december 2017;25220;22210;19060;410.0;18650;14030.0;2075.0;2550.0;3150.0;1440.0;380.0;80.0;1250.0;2570.0;1830.0;1795.0;35.0;740.0;735.0;;;440.0;385.0;45.0;;;;;
63;Totaal alle trajecten;Flevoland (PV);31 maart 2015;8795;7515;6365;55.0;6310;5025.0;465.0;815.0;1150.0;700.0;50.0;55.0;345.0;1060.0;735.0;720.0;20.0;325.0;320.0;;;215.0;190.0;15.0;;;;;
64;Totaal alle trajecten;Flevoland (PV);30 juni 2015;9225;7985;6795;50.0;6745;5290.0;525.0;930.0;1190.0;720.0;55.0;55.0;360.0;1045.0;710.0;695.0;15.0;335.0;330.0;;;190.0;175.0;10.0;;;;;
65;Totaal alle trajecten;Flevoland (PV);31 december 2015;9625;8445;7250;40.0;7210;5500.0;635.0;1070.0;1200.0;720.0;70.0;35.0;375.0;980.0;635.0;615.0;20.0;345.0;340.0;;;195.0;180.0;10.0;;;;;
66;Totaal alle trajecten;Flevoland (PV);30 juni 2016;9315;8200;6635;165.0;6470;4990.0;720.0;760.0;1565.0;705.0;65.0;50.0;745.0;950.0;595.0;560.0;35.0;355.0;350.0;;;170.0;155.0;;;;;;
67;Totaal alle trajecten;Flevoland (PV);31 december 2016;9900;8785;7140;105.0;7035;5455.0;780.0;800.0;1650.0;730.0;70.0;40.0;810.0;955.0;590.0;565.0;25.0;370.0;365.0;;;155.0;140.0;10.0;;;;;
68;Totaal alle trajecten;Flevoland (PV);30 juni 2017;9960;8865;6900;110.0;6790;5270.0;705.0;815.0;1965.0;725.0;70.0;65.0;1110.0;940.0;595.0;580.0;15.0;345.0;340.0;;;155.0;125.0;20.0;;10.0;;;
69;Totaal alle trajecten;Flevoland (PV);31 december 2017;9650;8560;6515;95.0;6420;4895.0;720.0;805.0;2050.0;710.0;60.0;65.0;1220.0;940.0;595.0;575.0;20.0;350.0;345.0;;;150.0;125.0;15.0;;;;;
70;Totaal alle trajecten;Gelderland (PV);31 maart 2015;38270;33265;29175;950.0;28225;20755.0;2920.0;4550.0;4085.0;1995.0;430.0;150.0;1515.0;4130.0;3050.0;3040.0;15.0;1080.0;1075.0;;;880.0;740.0;125.0;10.0;;;;
71;Totaal alle trajecten;Gelderland (PV);30 juni 2015;40605;35705;31515;1180.0;30335;22300.0;3160.0;4875.0;4190.0;2020.0;425.0;170.0;1570.0;4005.0;2900.0;2880.0;15.0;1105.0;1105.0;;;895.0;725.0;140.0;15.0;10.0;;;
72;Totaal alle trajecten;Gelderland (PV);31 december 2015;41920;37255;33115;1305.0;31810;23560.0;3215.0;5040.0;4140.0;2015.0;440.0;165.0;1520.0;3765.0;2590.0;2570.0;20.0;1175.0;1165.0;10.0;;900.0;735.0;140.0;20.0;;;;
73;Totaal alle trajecten;Gelderland (PV);30 juni 2016;42230;37815;33485;1590.0;31895;23745.0;3415.0;4735.0;4335.0;1965.0;430.0;135.0;1805.0;3640.0;2355.0;2330.0;20.0;1290.0;1270.0;15.0;;770.0;675.0;80.0;;;;;
74;Totaal alle trajecten;Gelderland (PV);31 december 2016;42965;38660;34325;1505.0;32820;23835.0;3750.0;5230.0;4335.0;1955.0;450.0;140.0;1790.0;3555.0;2250.0;2225.0;25.0;1305.0;1295.0;10.0;;745.0;675.0;60.0;;;;;
75;Totaal alle trajecten;Gelderland (PV);30 juni 2017;44620;40230;35650;2310.0;33340;25025.0;3125.0;5190.0;4580.0;1955.0;535.0;145.0;1945.0;3635.0;2250.0;2230.0;20.0;1385.0;1375.0;10.0;;755.0;665.0;75.0;10.0;;;;
76;Totaal alle trajecten;Gelderland (PV);31 december 2017;43630;39195;34670;2335.0;32335;23800.0;3180.0;5350.0;4525.0;1895.0;535.0;160.0;1935.0;3680.0;2315.0;2285.0;30.0;1365.0;1355.0;10.0;;750.0;655.0;75.0;10.0;10.0;;;
77;Totaal alle trajecten;Utrecht (PV);31 maart 2015;19805;17075;14925;485.0;14440;12080.0;1275.0;1085.0;2150.0;1315.0;85.0;125.0;625.0;2270.0;1655.0;1640.0;10.0;615.0;605.0;10.0;;465.0;370.0;55.0;25.0;10.0;;;
78;Totaal alle trajecten;Utrecht (PV);30 juni 2015;21020;18410;16190;590.0;15600;12915.0;1500.0;1185.0;2220.0;1320.0;95.0;140.0;660.0;2155.0;1530.0;1500.0;30.0;625.0;620.0;;;455.0;375.0;45.0;25.0;;;;
79;Totaal alle trajecten;Utrecht (PV);31 december 2015;20660;18270;16085;990.0;15095;12365.0;1410.0;1320.0;2190.0;1310.0;110.0;115.0;655.0;1935.0;1315.0;1305.0;;620.0;620.0;;;455.0;380.0;45.0;25.0;;;;
80;Totaal alle trajecten;Utrecht (PV);30 juni 2016;26930;24545;22195;5400.0;16795;13350.0;1715.0;1730.0;2350.0;1295.0;90.0;105.0;860.0;1965.0;1300.0;1280.0;20.0;665.0;660.0;;;420.0;340.0;45.0;30.0;;;;
81;Totaal alle trajecten;Utrecht (PV);31 december 2016;27500;25230;22865;5530.0;17330;13865.0;1710.0;1750.0;2365.0;1280.0;100.0;110.0;880.0;1880.0;1230.0;1195.0;35.0;650.0;650.0;;;390.0;330.0;25.0;25.0;;;;
82;Totaal alle trajecten;Utrecht (PV);30 juni 2017;28140;25760;23575;6365.0;17215;13610.0;1975.0;1630.0;2185.0;1255.0;160.0;140.0;630.0;2005.0;1345.0;1320.0;30.0;660.0;655.0;;;380.0;315.0;20.0;30.0;10.0;;;
83;Totaal alle trajecten;Utrecht (PV);31 december 2017;27455;25030;22805;6490.0;16320;12605.0;1830.0;1885.0;2225.0;1280.0;170.0;130.0;645.0;2045.0;1395.0;1365.0;30.0;650.0;645.0;;;380.0;315.0;25.0;30.0;10.0;;;
84;Totaal alle trajecten;Noord-Holland (PV);31 maart 2015;43775;37775;33290;1505.0;31790;25475.0;2035.0;4280.0;4485.0;2915.0;205.0;210.0;1155.0;4490.0;3345.0;3330.0;20.0;1145.0;1120.0;20.0;;1510.0;1110.0;110.0;10.0;;;135.0;145.0
85;Totaal alle trajecten;Noord-Holland (PV);30 juni 2015;46375;40445;35845;1630.0;34215;27560.0;2170.0;4485.0;4605.0;2920.0;215.0;240.0;1225.0;4370.0;3210.0;3200.0;15.0;1160.0;1135.0;20.0;;1560.0;1155.0;125.0;10.0;;;135.0;140.0
86;Totaal alle trajecten;Noord-Holland (PV);31 december 2015;45890;40295;35720;1465.0;34255;27445.0;2240.0;4570.0;4575.0;2870.0;230.0;240.0;1235.0;4085.0;2910.0;2890.0;15.0;1180.0;1160.0;20.0;;1510.0;1125.0;105.0;;;;130.0;140.0
87;Totaal alle trajecten;Noord-Holland (PV);30 juni 2016;52475;47090;42015;8560.0;33455;25225.0;2495.0;5730.0;5075.0;2850.0;250.0;235.0;1740.0;4070.0;2820.0;2805.0;15.0;1250.0;1235.0;10.0;;1315.0;1020.0;55.0;10.0;;;;220.0
88;Totaal alle trajecten;Noord-Holland (PV);31 december 2016;52385;47345;42140;8770.0;33370;24870.0;2605.0;5895.0;5205.0;2820.0;270.0;250.0;1865.0;3955.0;2720.0;2705.0;15.0;1235.0;1230.0;10.0;;1090.0;910.0;30.0;;;;;135.0
89;Totaal alle trajecten;Noord-Holland (PV);30 juni 2017;53690;48630;43505;10260.0;33245;25915.0;2565.0;4765.0;5125.0;2825.0;355.0;235.0;1710.0;4000.0;2750.0;2740.0;15.0;1250.0;1230.0;15.0;;1060.0;975.0;75.0;;;;;
90;Totaal alle trajecten;Noord-Holland (PV);31 december 2017;48740;43690;38595;7535.0;31060;24175.0;2525.0;4360.0;5095.0;2850.0;380.0;225.0;1640.0;4035.0;2805.0;2790.0;10.0;1230.0;1220.0;;;1015.0;935.0;70.0;;;;;
91;Totaal alle trajecten;Zuid-Holland (PV);31 maart 2015;73430;63625;56700;8685.0;48015;38520.0;2100.0;7400.0;6925.0;3990.0;500.0;250.0;2185.0;7530.0;5555.0;5465.0;90.0;1975.0;1945.0;25.0;;2275.0;1940.0;305.0;15.0;10.0;;;
92;Totaal alle trajecten;Zuid-Holland (PV);30 juni 2015;79640;70015;63015;11695.0;51320;41850.0;2130.0;7340.0;7000.0;4020.0;530.0;250.0;2200.0;7330.0;5335.0;5230.0;100.0;1995.0;1960.0;30.0;;2295.0;1965.0;290.0;15.0;20.0;;;
