ID;Vervoerstromen;Landen;Goederensoort;Perioden;VervoerdLadinggewicht_1;Ladingtonkilometer_2;VervoerdeContainers_3
0;Aanvoer;Totaal;Totaal;2007;70481.0;9298.0;933.0
1;Aanvoer;Totaal;Totaal;2008;67957.0;8965.0;961.0
2;Aanvoer;Totaal;Totaal;2009;58368.0;7652.0;873.0
3;Aanvoer;Totaal;Totaal;2010;65645.0;8758.0;986.0
4;Aanvoer;Totaal;Totaal;2011;66346.0;8791.0;960.0
5;Aanvoer;Totaal;Totaal;2012;68529.0;9093.0;964.0
6;Aanvoer;Totaal;Totaal;2013;65008.0;8662.0;912.0
7;Aanvoer;Totaal;Totaal;2014;66128.0;8851.0;960.0
8;Aanvoer;Totaal;Totaal;2015;64286.0;8632.0;949.0
9;Aanvoer;Totaal;Totaal;2016;66261.0;8885.0;885.0
10;Aanvoer;Totaal;Totaal;2017;69130.0;9259.0;940.0
11;Aanvoer;Totaal;Totaal;2018;65487.0;8760.0;829.0
12;Aanvoer;Totaal;Totaal;2019;68252.0;9021.0;860.0
13;Aanvoer;Totaal;Totaal;2020;69427.0;9047.0;895.0
14;Aanvoer;Totaal;Totaal;2021;71412.0;9281.0;933.0
15;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2007;4832.0;675.0;
16;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2008;4618.0;644.0;
17;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2009;4610.0;588.0;
18;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2010;5372.0;696.0;
19;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2011;4634.0;595.0;
20;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2012;5378.0;701.0;
21;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2013;4743.0;601.0;
22;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2014;4548.0;607.0;
23;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2015;4364.0;570.0;
24;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2016;3983.0;539.0;
25;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2017;4000.0;531.0;
26;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2018;4051.0;553.0;
27;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2019;3615.0;497.0;
28;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2020;3802.0;503.0;
29;Aanvoer;Totaal;01 Producten van de landbouw, jacht e...;2021;4429.0;592.0;
30;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2007;1117.0;160.0;
31;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2008;953.0;138.0;
32;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2009;646.0;83.0;
33;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2010;562.0;62.0;
34;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2011;891.0;117.0;
35;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2012;1310.0;173.0;
36;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2013;1330.0;171.0;
37;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2014;1025.0;138.0;
38;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2015;1033.0;131.0;
39;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2016;980.0;138.0;
40;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2017;1055.0;148.0;
41;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2018;1054.0;126.0;
42;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2019;1030.0;108.0;
43;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2020;567.0;62.0;
44;Aanvoer;Totaal;"02 Steenkool en bruinkool; ruwe aardo...";2021;681.0;65.0;
45;Aanvoer;Totaal;03 Metaalertsen en andere delfstoffen...;2007;23894.0;3086.0;
