ID;SamenstellingVanHetHuishouden;SoortWoonruimte;RegioS;Perioden;ParticuliereHuishoudens_1
2156;Totaal particulier huishouden;Totaal;Loppersum;2019;4295.0
2157;Totaal particulier huishouden;Totaal;Loppersum;2020;4310.0
2158;Totaal particulier huishouden;Totaal;Loppersum;2021;
2159;Totaal particulier huishouden;Totaal;Loppersum;2022;
2160;Totaal particulier huishouden;Totaal;Losser;2015;9200.0
2161;Totaal particulier huishouden;Totaal;Losser;2016;9260.0
2162;Totaal particulier huishouden;Totaal;Losser;2017;9280.0
2163;Totaal particulier huishouden;Totaal;Losser;2018;9335.0
2164;Totaal particulier huishouden;Totaal;Losser;2019;9390.0
2165;Totaal particulier huishouden;Totaal;Losser;2020;9480.0
2166;Totaal particulier huishouden;Totaal;Losser;2021;9610.0
2167;Totaal particulier huishouden;Totaal;Losser;2022;9760.0
2168;Totaal particulier huishouden;Totaal;Maasdriel;2015;9855.0
2169;Totaal particulier huishouden;Totaal;Maasdriel;2016;9910.0
2170;Totaal particulier huishouden;Totaal;Maasdriel;2017;10010.0
2171;Totaal particulier huishouden;Totaal;Maasdriel;2018;10270.0
2172;Totaal particulier huishouden;Totaal;Maasdriel;2019;10590.0
2173;Totaal particulier huishouden;Totaal;Maasdriel;2020;10940.0
2174;Totaal particulier huishouden;Totaal;Maasdriel;2021;11005.0
2175;Totaal particulier huishouden;Totaal;Maasdriel;2022;11275.0
2176;Totaal particulier huishouden;Totaal;Maasgouw;2015;10350.0
2177;Totaal particulier huishouden;Totaal;Maasgouw;2016;10425.0
2178;Totaal particulier huishouden;Totaal;Maasgouw;2017;10455.0
2179;Totaal particulier huishouden;Totaal;Maasgouw;2018;10500.0
2180;Totaal particulier huishouden;Totaal;Maasgouw;2019;10645.0
2181;Totaal particulier huishouden;Totaal;Maasgouw;2020;10720.0
2182;Totaal particulier huishouden;Totaal;Maasgouw;2021;10790.0
2183;Totaal particulier huishouden;Totaal;Maasgouw;2022;10880.0
2184;Totaal particulier huishouden;Totaal;Maashorst;2015;
2185;Totaal particulier huishouden;Totaal;Maashorst;2016;
2186;Totaal particulier huishouden;Totaal;Maashorst;2017;
2187;Totaal particulier huishouden;Totaal;Maashorst;2018;
2188;Totaal particulier huishouden;Totaal;Maashorst;2019;
2189;Totaal particulier huishouden;Totaal;Maashorst;2020;
2190;Totaal particulier huishouden;Totaal;Maashorst;2021;
2191;Totaal particulier huishouden;Totaal;Maashorst;2022;25905.0
2192;Totaal particulier huishouden;Totaal;Maassluis;2015;14595.0
2193;Totaal particulier huishouden;Totaal;Maassluis;2016;14675.0
2194;Totaal particulier huishouden;Totaal;Maassluis;2017;14695.0
2195;Totaal particulier huishouden;Totaal;Maassluis;2018;14755.0
2196;Totaal particulier huishouden;Totaal;Maassluis;2019;14980.0
2197;Totaal particulier huishouden;Totaal;Maassluis;2020;15115.0
2198;Totaal particulier huishouden;Totaal;Maassluis;2021;15355.0
2199;Totaal particulier huishouden;Totaal;Maassluis;2022;15810.0
2200;Totaal particulier huishouden;Totaal;Maastricht;2015;68070.0
2201;Totaal particulier huishouden;Totaal;Maastricht;2016;68745.0
2202;Totaal particulier huishouden;Totaal;Maastricht;2017;69180.0
2203;Totaal particulier huishouden;Totaal;Maastricht;2018;68505.0
2204;Totaal particulier huishouden;Totaal;Maastricht;2019;68905.0
2205;Totaal particulier huishouden;Totaal;Maastricht;2020;68030.0
2206;Totaal particulier huishouden;Totaal;Maastricht;2021;69290.0
2207;Totaal particulier huishouden;Totaal;Maastricht;2022;70725.0
2208;Totaal particulier huishouden;Totaal;De Marne;2015;4650.0
2209;Totaal particulier huishouden;Totaal;De Marne;2016;4655.0
2210;Totaal particulier huishouden;Totaal;De Marne;2017;4680.0
2211;Totaal particulier huishouden;Totaal;De Marne;2018;4705.0
2212;Totaal particulier huishouden;Totaal;De Marne;2019;
2213;Totaal particulier huishouden;Totaal;De Marne;2020;
2214;Totaal particulier huishouden;Totaal;De Marne;2021;
2215;Totaal particulier huishouden;Totaal;De Marne;2022;
2216;Totaal particulier huishouden;Totaal;Marum;2015;4175.0
2217;Totaal particulier huishouden;Totaal;Marum;2016;4240.0
2218;Totaal particulier huishouden;Totaal;Marum;2017;4310.0
2219;Totaal particulier huishouden;Totaal;Marum;2018;4330.0
2220;Totaal particulier huishouden;Totaal;Marum;2019;
2221;Totaal particulier huishouden;Totaal;Marum;2020;
2222;Totaal particulier huishouden;Totaal;Marum;2021;
2223;Totaal particulier huishouden;Totaal;Marum;2022;
2224;Totaal particulier huishouden;Totaal;Medemblik;2015;18155.0
2225;Totaal particulier huishouden;Totaal;Medemblik;2016;18435.0
2226;Totaal particulier huishouden;Totaal;Medemblik;2017;18655.0
2227;Totaal particulier huishouden;Totaal;Medemblik;2018;18875.0
2228;Totaal particulier huishouden;Totaal;Medemblik;2019;19045.0
2229;Totaal particulier huishouden;Totaal;Medemblik;2020;19185.0
2230;Totaal particulier huishouden;Totaal;Medemblik;2021;19440.0
2231;Totaal particulier huishouden;Totaal;Medemblik;2022;19755.0
2232;Totaal particulier huishouden;Totaal;Meerssen;2015;8420.0
2233;Totaal particulier huishouden;Totaal;Meerssen;2016;8465.0
2234;Totaal particulier huishouden;Totaal;Meerssen;2017;8475.0
2235;Totaal particulier huishouden;Totaal;Meerssen;2018;8495.0
2236;Totaal particulier huishouden;Totaal;Meerssen;2019;8495.0
2237;Totaal particulier huishouden;Totaal;Meerssen;2020;8480.0
2238;Totaal particulier huishouden;Totaal;Meerssen;2021;8505.0
2239;Totaal particulier huishouden;Totaal;Meerssen;2022;8555.0
2240;Totaal particulier huishouden;Totaal;Meierijstad;2015;
2241;Totaal particulier huishouden;Totaal;Meierijstad;2016;
2242;Totaal particulier huishouden;Totaal;Meierijstad;2017;33755.0
2243;Totaal particulier huishouden;Totaal;Meierijstad;2018;34270.0
2244;Totaal particulier huishouden;Totaal;Meierijstad;2019;34620.0
2245;Totaal particulier huishouden;Totaal;Meierijstad;2020;34950.0
2246;Totaal particulier huishouden;Totaal;Meierijstad;2021;35625.0
2247;Totaal particulier huishouden;Totaal;Meierijstad;2022;36150.0
2248;Totaal particulier huishouden;Totaal;Menameradiel;2015;5705.0
2249;Totaal particulier huishouden;Totaal;Menameradiel;2016;5705.0
2250;Totaal particulier huishouden;Totaal;Menameradiel;2017;5750.0
2251;Totaal particulier huishouden;Totaal;Menameradiel;2018;
2252;Totaal particulier huishouden;Totaal;Menameradiel;2019;
2253;Totaal particulier huishouden;Totaal;Menameradiel;2020;
2254;Totaal particulier huishouden;Totaal;Menameradiel;2021;
2255;Totaal particulier huishouden;Totaal;Menameradiel;2022;
2256;Totaal particulier huishouden;Totaal;Menterwolde;2015;5345.0
2257;Totaal particulier huishouden;Totaal;Menterwolde;2016;5365.0
2258;Totaal particulier huishouden;Totaal;Menterwolde;2017;5345.0
2259;Totaal particulier huishouden;Totaal;Menterwolde;2018;
2260;Totaal particulier huishouden;Totaal;Menterwolde;2019;
2261;Totaal particulier huishouden;Totaal;Menterwolde;2020;
2262;Totaal particulier huishouden;Totaal;Menterwolde;2021;
2263;Totaal particulier huishouden;Totaal;Menterwolde;2022;
2264;Totaal particulier huishouden;Totaal;Meppel;2015;14525.0
2265;Totaal particulier huishouden;Totaal;Meppel;2016;14770.0
2266;Totaal particulier huishouden;Totaal;Meppel;2017;15055.0
2267;Totaal particulier huishouden;Totaal;Meppel;2018;15175.0
2268;Totaal particulier huishouden;Totaal;Meppel;2019;15425.0
2269;Totaal particulier huishouden;Totaal;Meppel;2020;15715.0
2270;Totaal particulier huishouden;Totaal;Meppel;2021;15970.0
2271;Totaal particulier huishouden;Totaal;Meppel;2022;16235.0
2272;Totaal particulier huishouden;Totaal;Middelburg (Z.);2015;22405.0
2273;Totaal particulier huishouden;Totaal;Middelburg (Z.);2016;22585.0
2274;Totaal particulier huishouden;Totaal;Middelburg (Z.);2017;22705.0
2275;Totaal particulier huishouden;Totaal;Middelburg (Z.);2018;22965.0
2276;Totaal particulier huishouden;Totaal;Middelburg (Z.);2019;23050.0
2277;Totaal particulier huishouden;Totaal;Middelburg (Z.);2020;23220.0
2278;Totaal particulier huishouden;Totaal;Middelburg (Z.);2021;23425.0
2279;Totaal particulier huishouden;Totaal;Middelburg (Z.);2022;23925.0
2280;Totaal particulier huishouden;Totaal;Midden-Delfland;2015;7555.0
2281;Totaal particulier huishouden;Totaal;Midden-Delfland;2016;7620.0
2282;Totaal particulier huishouden;Totaal;Midden-Delfland;2017;7760.0
2283;Totaal particulier huishouden;Totaal;Midden-Delfland;2018;7815.0
2284;Totaal particulier huishouden;Totaal;Midden-Delfland;2019;7830.0
2285;Totaal particulier huishouden;Totaal;Midden-Delfland;2020;7905.0
2286;Totaal particulier huishouden;Totaal;Midden-Delfland;2021;7995.0
2287;Totaal particulier huishouden;Totaal;Midden-Delfland;2022;8010.0
2288;Totaal particulier huishouden;Totaal;Midden-Drenthe;2015;14135.0
2289;Totaal particulier huishouden;Totaal;Midden-Drenthe;2016;14180.0
2290;Totaal particulier huishouden;Totaal;Midden-Drenthe;2017;14325.0
2291;Totaal particulier huishouden;Totaal;Midden-Drenthe;2018;14380.0
2292;Totaal particulier huishouden;Totaal;Midden-Drenthe;2019;14485.0
2293;Totaal particulier huishouden;Totaal;Midden-Drenthe;2020;14610.0
2294;Totaal particulier huishouden;Totaal;Midden-Drenthe;2021;14705.0
2295;Totaal particulier huishouden;Totaal;Midden-Drenthe;2022;14860.0
2296;Totaal particulier huishouden;Totaal;Midden-Groningen;2015;
2297;Totaal particulier huishouden;Totaal;Midden-Groningen;2016;
2298;Totaal particulier huishouden;Totaal;Midden-Groningen;2017;
2299;Totaal particulier huishouden;Totaal;Midden-Groningen;2018;27655.0
2300;Totaal particulier huishouden;Totaal;Midden-Groningen;2019;27750.0
2301;Totaal particulier huishouden;Totaal;Midden-Groningen;2020;27845.0
2302;Totaal particulier huishouden;Totaal;Midden-Groningen;2021;28110.0
2303;Totaal particulier huishouden;Totaal;Midden-Groningen;2022;28540.0
2304;Totaal particulier huishouden;Totaal;Mill en Sint Hubert;2015;4390.0
2305;Totaal particulier huishouden;Totaal;Mill en Sint Hubert;2016;4450.0
2306;Totaal particulier huishouden;Totaal;Mill en Sint Hubert;2017;4490.0
2307;Totaal particulier huishouden;Totaal;Mill en Sint Hubert;2018;4535.0
2308;Totaal particulier huishouden;Totaal;Mill en Sint Hubert;2019;4560.0
2309;Totaal particulier huishouden;Totaal;Mill en Sint Hubert;2020;4645.0
2310;Totaal particulier huishouden;Totaal;Mill en Sint Hubert;2021;4680.0
2311;Totaal particulier huishouden;Totaal;Mill en Sint Hubert;2022;
2312;Totaal particulier huishouden;Totaal;Moerdijk;2015;15730.0
2313;Totaal particulier huishouden;Totaal;Moerdijk;2016;15920.0
2314;Totaal particulier huishouden;Totaal;Moerdijk;2017;16035.0
2315;Totaal particulier huishouden;Totaal;Moerdijk;2018;16135.0
2316;Totaal particulier huishouden;Totaal;Moerdijk;2019;16335.0
2317;Totaal particulier huishouden;Totaal;Moerdijk;2020;16435.0
2318;Totaal particulier huishouden;Totaal;Moerdijk;2021;16525.0
2319;Totaal particulier huishouden;Totaal;Moerdijk;2022;16715.0
2320;Totaal particulier huishouden;Totaal;Molenlanden;2015;
2321;Totaal particulier huishouden;Totaal;Molenlanden;2016;
2322;Totaal particulier huishouden;Totaal;Molenlanden;2017;
2323;Totaal particulier huishouden;Totaal;Molenlanden;2018;
2324;Totaal particulier huishouden;Totaal;Molenlanden;2019;16795.0
2325;Totaal particulier huishouden;Totaal;Molenlanden;2020;16950.0
2326;Totaal particulier huishouden;Totaal;Molenlanden;2021;17275.0
2327;Totaal particulier huishouden;Totaal;Molenlanden;2022;17480.0
2328;Totaal particulier huishouden;Totaal;Molenwaard;2015;10635.0
2329;Totaal particulier huishouden;Totaal;Molenwaard;2016;10755.0
2330;Totaal particulier huishouden;Totaal;Molenwaard;2017;10835.0
2331;Totaal particulier huishouden;Totaal;Molenwaard;2018;10930.0
2332;Totaal particulier huishouden;Totaal;Molenwaard;2019;
2333;Totaal particulier huishouden;Totaal;Molenwaard;2020;
2334;Totaal particulier huishouden;Totaal;Molenwaard;2021;
2335;Totaal particulier huishouden;Totaal;Molenwaard;2022;
2336;Totaal particulier huishouden;Totaal;Montferland;2015;15020.0
2337;Totaal particulier huishouden;Totaal;Montferland;2016;15155.0
2338;Totaal particulier huishouden;Totaal;Montferland;2017;15355.0
2339;Totaal particulier huishouden;Totaal;Montferland;2018;15585.0
2340;Totaal particulier huishouden;Totaal;Montferland;2019;15675.0
2341;Totaal particulier huishouden;Totaal;Montferland;2020;15735.0
2342;Totaal particulier huishouden;Totaal;Montferland;2021;15935.0
2343;Totaal particulier huishouden;Totaal;Montferland;2022;16205.0
2344;Totaal particulier huishouden;Totaal;Montfoort;2015;5495.0
2345;Totaal particulier huishouden;Totaal;Montfoort;2016;5550.0
2346;Totaal particulier huishouden;Totaal;Montfoort;2017;5595.0
2347;Totaal particulier huishouden;Totaal;Montfoort;2018;5660.0
2348;Totaal particulier huishouden;Totaal;Montfoort;2019;5650.0
2349;Totaal particulier huishouden;Totaal;Montfoort;2020;5680.0
2350;Totaal particulier huishouden;Totaal;Montfoort;2021;5700.0
2351;Totaal particulier huishouden;Totaal;Montfoort;2022;5775.0
2352;Totaal particulier huishouden;Totaal;Mook en Middelaar;2015;3445.0
2353;Totaal particulier huishouden;Totaal;Mook en Middelaar;2016;3460.0
2354;Totaal particulier huishouden;Totaal;Mook en Middelaar;2017;3500.0
2355;Totaal particulier huishouden;Totaal;Mook en Middelaar;2018;3545.0
2356;Totaal particulier huishouden;Totaal;Mook en Middelaar;2019;3545.0
2357;Totaal particulier huishouden;Totaal;Mook en Middelaar;2020;3585.0
2358;Totaal particulier huishouden;Totaal;Mook en Middelaar;2021;3640.0
2359;Totaal particulier huishouden;Totaal;Mook en Middelaar;2022;3685.0
2360;Totaal particulier huishouden;Totaal;Muiden;2015;2750.0
2361;Totaal particulier huishouden;Totaal;Muiden;2016;
2362;Totaal particulier huishouden;Totaal;Muiden;2017;
2363;Totaal particulier huishouden;Totaal;Muiden;2018;
2364;Totaal particulier huishouden;Totaal;Muiden;2019;
2365;Totaal particulier huishouden;Totaal;Muiden;2020;
2366;Totaal particulier huishouden;Totaal;Muiden;2021;
2367;Totaal particulier huishouden;Totaal;Muiden;2022;
2368;Totaal particulier huishouden;Totaal;Naarden;2015;7450.0
2369;Totaal particulier huishouden;Totaal;Naarden;2016;
2370;Totaal particulier huishouden;Totaal;Naarden;2017;
2371;Totaal particulier huishouden;Totaal;Naarden;2018;
2372;Totaal particulier huishouden;Totaal;Naarden;2019;
2373;Totaal particulier huishouden;Totaal;Naarden;2020;
2374;Totaal particulier huishouden;Totaal;Naarden;2021;
2375;Totaal particulier huishouden;Totaal;Naarden;2022;
2376;Totaal particulier huishouden;Totaal;Neder-Betuwe;2015;8410.0
2377;Totaal particulier huishouden;Totaal;Neder-Betuwe;2016;8545.0
2378;Totaal particulier huishouden;Totaal;Neder-Betuwe;2017;8670.0
2379;Totaal particulier huishouden;Totaal;Neder-Betuwe;2018;8940.0
2380;Totaal particulier huishouden;Totaal;Neder-Betuwe;2019;9145.0
2381;Totaal particulier huishouden;Totaal;Neder-Betuwe;2020;9265.0
2382;Totaal particulier huishouden;Totaal;Neder-Betuwe;2021;9465.0
2383;Totaal particulier huishouden;Totaal;Neder-Betuwe;2022;9595.0
2384;Totaal particulier huishouden;Totaal;Nederweert;2015;7060.0
2385;Totaal particulier huishouden;Totaal;Nederweert;2016;7125.0
2386;Totaal particulier huishouden;Totaal;Nederweert;2017;7255.0
2387;Totaal particulier huishouden;Totaal;Nederweert;2018;7255.0
2388;Totaal particulier huishouden;Totaal;Nederweert;2019;7310.0
2389;Totaal particulier huishouden;Totaal;Nederweert;2020;7415.0
2390;Totaal particulier huishouden;Totaal;Nederweert;2021;7490.0
2391;Totaal particulier huishouden;Totaal;Nederweert;2022;7615.0
2392;Totaal particulier huishouden;Totaal;Neerijnen;2015;4660.0
2393;Totaal particulier huishouden;Totaal;Neerijnen;2016;4750.0
2394;Totaal particulier huishouden;Totaal;Neerijnen;2017;4785.0
2395;Totaal particulier huishouden;Totaal;Neerijnen;2018;4855.0
2396;Totaal particulier huishouden;Totaal;Neerijnen;2019;
2397;Totaal particulier huishouden;Totaal;Neerijnen;2020;
2398;Totaal particulier huishouden;Totaal;Neerijnen;2021;
2399;Totaal particulier huishouden;Totaal;Neerijnen;2022;
2400;Totaal particulier huishouden;Totaal;Nieuwegein;2015;28065.0
2401;Totaal particulier huishouden;Totaal;Nieuwegein;2016;28275.0
2402;Totaal particulier huishouden;Totaal;Nieuwegein;2017;28605.0
2403;Totaal particulier huishouden;Totaal;Nieuwegein;2018;28985.0
2404;Totaal particulier huishouden;Totaal;Nieuwegein;2019;29325.0
2405;Totaal particulier huishouden;Totaal;Nieuwegein;2020;29550.0
2406;Totaal particulier huishouden;Totaal;Nieuwegein;2021;30120.0
2407;Totaal particulier huishouden;Totaal;Nieuwegein;2022;30500.0
2408;Totaal particulier huishouden;Totaal;Nieuwkoop;2015;11040.0
2409;Totaal particulier huishouden;Totaal;Nieuwkoop;2016;11280.0
2410;Totaal particulier huishouden;Totaal;Nieuwkoop;2017;11510.0
2411;Totaal particulier huishouden;Totaal;Nieuwkoop;2018;11685.0
2412;Totaal particulier huishouden;Totaal;Nieuwkoop;2019;11805.0
2413;Totaal particulier huishouden;Totaal;Nieuwkoop;2020;12030.0
2414;Totaal particulier huishouden;Totaal;Nieuwkoop;2021;12100.0
2415;Totaal particulier huishouden;Totaal;Nieuwkoop;2022;12220.0
2416;Totaal particulier huishouden;Totaal;Nijkerk;2015;16590.0
2417;Totaal particulier huishouden;Totaal;Nijkerk;2016;16795.0
2418;Totaal particulier huishouden;Totaal;Nijkerk;2017;16950.0
2419;Totaal particulier huishouden;Totaal;Nijkerk;2018;17345.0
2420;Totaal particulier huishouden;Totaal;Nijkerk;2019;17450.0
2421;Totaal particulier huishouden;Totaal;Nijkerk;2020;17610.0
2422;Totaal particulier huishouden;Totaal;Nijkerk;2021;18015.0
2423;Totaal particulier huishouden;Totaal;Nijkerk;2022;18370.0
2424;Totaal particulier huishouden;Totaal;Nijmegen;2015;93725.0
2425;Totaal particulier huishouden;Totaal;Nijmegen;2016;95080.0
2426;Totaal particulier huishouden;Totaal;Nijmegen;2017;96185.0
2427;Totaal particulier huishouden;Totaal;Nijmegen;2018;96570.0
2428;Totaal particulier huishouden;Totaal;Nijmegen;2019;96640.0
2429;Totaal particulier huishouden;Totaal;Nijmegen;2020;95995.0
2430;Totaal particulier huishouden;Totaal;Nijmegen;2021;97400.0
2431;Totaal particulier huishouden;Totaal;Nijmegen;2022;99480.0
2432;Totaal particulier huishouden;Totaal;Nissewaard;2015;38500.0
2433;Totaal particulier huishouden;Totaal;Nissewaard;2016;38690.0
2434;Totaal particulier huishouden;Totaal;Nissewaard;2017;38945.0
2435;Totaal particulier huishouden;Totaal;Nissewaard;2018;38555.0
2436;Totaal particulier huishouden;Totaal;Nissewaard;2019;38585.0
2437;Totaal particulier huishouden;Totaal;Nissewaard;2020;38735.0
2438;Totaal particulier huishouden;Totaal;Nissewaard;2021;39140.0
2439;Totaal particulier huishouden;Totaal;Nissewaard;2022;39350.0
2440;Totaal particulier huishouden;Totaal;Noardeast-Fryslân;2015;
2441;Totaal particulier huishouden;Totaal;Noardeast-Fryslân;2016;
2442;Totaal particulier huishouden;Totaal;Noardeast-Fryslân;2017;
2443;Totaal particulier huishouden;Totaal;Noardeast-Fryslân;2018;
2444;Totaal particulier huishouden;Totaal;Noardeast-Fryslân;2019;19440.0
2445;Totaal particulier huishouden;Totaal;Noardeast-Fryslân;2020;19675.0
2446;Totaal particulier huishouden;Totaal;Noardeast-Fryslân;2021;19815.0
2447;Totaal particulier huishouden;Totaal;Noardeast-Fryslân;2022;20005.0
2448;Totaal particulier huishouden;Totaal;Noord-Beveland;2015;3490.0
2449;Totaal particulier huishouden;Totaal;Noord-Beveland;2016;3490.0
2450;Totaal particulier huishouden;Totaal;Noord-Beveland;2017;3510.0
2451;Totaal particulier huishouden;Totaal;Noord-Beveland;2018;3515.0
2452;Totaal particulier huishouden;Totaal;Noord-Beveland;2019;3590.0
2453;Totaal particulier huishouden;Totaal;Noord-Beveland;2020;3705.0
2454;Totaal particulier huishouden;Totaal;Noord-Beveland;2021;3750.0
2455;Totaal particulier huishouden;Totaal;Noord-Beveland;2022;3860.0
2456;Totaal particulier huishouden;Totaal;Noordenveld;2015;13670.0
2457;Totaal particulier huishouden;Totaal;Noordenveld;2016;13790.0
2458;Totaal particulier huishouden;Totaal;Noordenveld;2017;13820.0
2459;Totaal particulier huishouden;Totaal;Noordenveld;2018;13870.0
2460;Totaal particulier huishouden;Totaal;Noordenveld;2019;13910.0
2461;Totaal particulier huishouden;Totaal;Noordenveld;2020;13950.0
2462;Totaal particulier huishouden;Totaal;Noordenveld;2021;14020.0
2463;Totaal particulier huishouden;Totaal;Noordenveld;2022;14235.0
2464;Totaal particulier huishouden;Totaal;Noordoostpolder;2015;18795.0
2465;Totaal particulier huishouden;Totaal;Noordoostpolder;2016;18890.0
2466;Totaal particulier huishouden;Totaal;Noordoostpolder;2017;19070.0
2467;Totaal particulier huishouden;Totaal;Noordoostpolder;2018;19295.0
2468;Totaal particulier huishouden;Totaal;Noordoostpolder;2019;19420.0
2469;Totaal particulier huishouden;Totaal;Noordoostpolder;2020;19600.0
2470;Totaal particulier huishouden;Totaal;Noordoostpolder;2021;19900.0
2471;Totaal particulier huishouden;Totaal;Noordoostpolder;2022;20980.0
2472;Totaal particulier huishouden;Totaal;Noordwijk;2015;11645.0
2473;Totaal particulier huishouden;Totaal;Noordwijk;2016;11695.0
2474;Totaal particulier huishouden;Totaal;Noordwijk;2017;11825.0
2475;Totaal particulier huishouden;Totaal;Noordwijk;2018;11945.0
2476;Totaal particulier huishouden;Totaal;Noordwijk;2019;19680.0
2477;Totaal particulier huishouden;Totaal;Noordwijk;2020;19870.0
2478;Totaal particulier huishouden;Totaal;Noordwijk;2021;20175.0
2479;Totaal particulier huishouden;Totaal;Noordwijk;2022;20605.0
2480;Totaal particulier huishouden;Totaal;Noordwijkerhout;2015;6895.0
2481;Totaal particulier huishouden;Totaal;Noordwijkerhout;2016;7095.0
2482;Totaal particulier huishouden;Totaal;Noordwijkerhout;2017;7330.0
2483;Totaal particulier huishouden;Totaal;Noordwijkerhout;2018;7360.0
2484;Totaal particulier huishouden;Totaal;Noordwijkerhout;2019;
2485;Totaal particulier huishouden;Totaal;Noordwijkerhout;2020;
2486;Totaal particulier huishouden;Totaal;Noordwijkerhout;2021;
2487;Totaal particulier huishouden;Totaal;Noordwijkerhout;2022;
2488;Totaal particulier huishouden;Totaal;Nuenen, Gerwen en Nederwetten;2015;9915.0
2489;Totaal particulier huishouden;Totaal;Nuenen, Gerwen en Nederwetten;2016;9965.0
2490;Totaal particulier huishouden;Totaal;Nuenen, Gerwen en Nederwetten;2017;9990.0
2491;Totaal particulier huishouden;Totaal;Nuenen, Gerwen en Nederwetten;2018;10085.0
2492;Totaal particulier huishouden;Totaal;Nuenen, Gerwen en Nederwetten;2019;10145.0
2493;Totaal particulier huishouden;Totaal;Nuenen, Gerwen en Nederwetten;2020;10290.0
2494;Totaal particulier huishouden;Totaal;Nuenen, Gerwen en Nederwetten;2021;10355.0
2495;Totaal particulier huishouden;Totaal;Nuenen, Gerwen en Nederwetten;2022;10480.0
2496;Totaal particulier huishouden;Totaal;Nunspeet;2015;10415.0
2497;Totaal particulier huishouden;Totaal;Nunspeet;2016;10495.0
2498;Totaal particulier huishouden;Totaal;Nunspeet;2017;10615.0
2499;Totaal particulier huishouden;Totaal;Nunspeet;2018;10755.0
2500;Totaal particulier huishouden;Totaal;Nunspeet;2019;10935.0
2501;Totaal particulier huishouden;Totaal;Nunspeet;2020;11080.0
2502;Totaal particulier huishouden;Totaal;Nunspeet;2021;11180.0
2503;Totaal particulier huishouden;Totaal;Nunspeet;2022;11380.0
2504;Totaal particulier huishouden;Totaal;Nuth;2015;6840.0
2505;Totaal particulier huishouden;Totaal;Nuth;2016;6860.0
2506;Totaal particulier huishouden;Totaal;Nuth;2017;6870.0
2507;Totaal particulier huishouden;Totaal;Nuth;2018;6945.0
2508;Totaal particulier huishouden;Totaal;Nuth;2019;
2509;Totaal particulier huishouden;Totaal;Nuth;2020;
2510;Totaal particulier huishouden;Totaal;Nuth;2021;
2511;Totaal particulier huishouden;Totaal;Nuth;2022;
2512;Totaal particulier huishouden;Totaal;Oegstgeest;2015;10160.0
2513;Totaal particulier huishouden;Totaal;Oegstgeest;2016;10345.0
2514;Totaal particulier huishouden;Totaal;Oegstgeest;2017;10435.0
2515;Totaal particulier huishouden;Totaal;Oegstgeest;2018;10655.0
2516;Totaal particulier huishouden;Totaal;Oegstgeest;2019;10775.0
2517;Totaal particulier huishouden;Totaal;Oegstgeest;2020;10910.0
2518;Totaal particulier huishouden;Totaal;Oegstgeest;2021;11015.0
2519;Totaal particulier huishouden;Totaal;Oegstgeest;2022;11115.0
2520;Totaal particulier huishouden;Totaal;Oirschot;2015;7370.0
2521;Totaal particulier huishouden;Totaal;Oirschot;2016;7470.0
2522;Totaal particulier huishouden;Totaal;Oirschot;2017;7525.0
2523;Totaal particulier huishouden;Totaal;Oirschot;2018;7610.0
2524;Totaal particulier huishouden;Totaal;Oirschot;2019;7715.0
2525;Totaal particulier huishouden;Totaal;Oirschot;2020;7835.0
2526;Totaal particulier huishouden;Totaal;Oirschot;2021;7980.0
2527;Totaal particulier huishouden;Totaal;Oirschot;2022;8080.0
2528;Totaal particulier huishouden;Totaal;Oisterwijk;2015;10850.0
2529;Totaal particulier huishouden;Totaal;Oisterwijk;2016;11030.0
2530;Totaal particulier huishouden;Totaal;Oisterwijk;2017;11130.0
2531;Totaal particulier huishouden;Totaal;Oisterwijk;2018;11160.0
2532;Totaal particulier huishouden;Totaal;Oisterwijk;2019;11255.0
2533;Totaal particulier huishouden;Totaal;Oisterwijk;2020;11490.0
2534;Totaal particulier huishouden;Totaal;Oisterwijk;2021;14135.0
2535;Totaal particulier huishouden;Totaal;Oisterwijk;2022;14340.0
2536;Totaal particulier huishouden;Totaal;Oldambt;2015;17865.0
2537;Totaal particulier huishouden;Totaal;Oldambt;2016;17930.0
2538;Totaal particulier huishouden;Totaal;Oldambt;2017;17965.0
2539;Totaal particulier huishouden;Totaal;Oldambt;2018;18020.0
2540;Totaal particulier huishouden;Totaal;Oldambt;2019;18105.0
2541;Totaal particulier huishouden;Totaal;Oldambt;2020;18195.0
2542;Totaal particulier huishouden;Totaal;Oldambt;2021;18430.0
2543;Totaal particulier huishouden;Totaal;Oldambt;2022;18750.0
2544;Totaal particulier huishouden;Totaal;Oldebroek;2015;8905.0
2545;Totaal particulier huishouden;Totaal;Oldebroek;2016;9025.0
2546;Totaal particulier huishouden;Totaal;Oldebroek;2017;9135.0
2547;Totaal particulier huishouden;Totaal;Oldebroek;2018;9160.0
2548;Totaal particulier huishouden;Totaal;Oldebroek;2019;9155.0
2549;Totaal particulier huishouden;Totaal;Oldebroek;2020;9240.0
2550;Totaal particulier huishouden;Totaal;Oldebroek;2021;9385.0
2551;Totaal particulier huishouden;Totaal;Oldebroek;2022;9555.0
2552;Totaal particulier huishouden;Totaal;Oldenzaal;2015;13825.0
2553;Totaal particulier huishouden;Totaal;Oldenzaal;2016;13905.0
2554;Totaal particulier huishouden;Totaal;Oldenzaal;2017;13920.0
2555;Totaal particulier huishouden;Totaal;Oldenzaal;2018;13955.0
2556;Totaal particulier huishouden;Totaal;Oldenzaal;2019;14035.0
