ID;RegioS;AutochtonenAllochtonen;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
411;Enschede (SG);Herkomst: Nederland;164.8;16.7
412;Enschede (SG);Herkomst: Niet-Nederland;38.3;15.1
413;Enschede (SG);Herkomst: Westers land;23.5;16.1
414;Enschede (SG);Herkomst: Niet-westers land;14.8;13.4
415;Apeldoorn (SG);Herkomst (land);145.3;17.4
416;Apeldoorn (SG);Herkomst: Nederland;128.1;17.6
417;Apeldoorn (SG);Herkomst: Niet-Nederland;17.2;16.4
418;Apeldoorn (SG);Herkomst: Westers land;11.3;17.6
419;Apeldoorn (SG);Herkomst: Niet-westers land;5.9;14.2
420;Arnhem (SG);Herkomst (land);233.2;17.6
421;Arnhem (SG);Herkomst: Nederland;195.7;17.9
422;Arnhem (SG);Herkomst: Niet-Nederland;37.6;16.1
423;Arnhem (SG);Herkomst: Westers land;23.5;17.5
424;Arnhem (SG);Herkomst: Niet-westers land;14.1;13.6
425;Nijmegen (SG);Herkomst (land);185.7;17.3
426;Nijmegen (SG);Herkomst: Nederland;156.9;17.5
427;Nijmegen (SG);Herkomst: Niet-Nederland;28.8;16.3
428;Nijmegen (SG);Herkomst: Westers land;18.9;17.3
429;Nijmegen (SG);Herkomst: Niet-westers land;9.9;14.3
430;Amersfoort (SG);Herkomst (land);175.1;19.1
431;Amersfoort (SG);Herkomst: Nederland;149.2;19.3
432;Amersfoort (SG);Herkomst: Niet-Nederland;25.9;17.6
433;Amersfoort (SG);Herkomst: Westers land;14.0;19.7
434;Amersfoort (SG);Herkomst: Niet-westers land;11.9;15.1
435;Utrecht (SG);Herkomst (land);379.5;19.0
436;Utrecht (SG);Herkomst: Nederland;306.8;19.4
437;Utrecht (SG);Herkomst: Niet-Nederland;72.7;17.0
438;Utrecht (SG);Herkomst: Westers land;34.9;19.3
439;Utrecht (SG);Herkomst: Niet-westers land;37.8;14.8
440;Amsterdam (SG);Herkomst (land);944.1;18.7
441;Amsterdam (SG);Herkomst: Nederland;664.3;19.2
442;Amsterdam (SG);Herkomst: Niet-Nederland;279.7;17.4
443;Amsterdam (SG);Herkomst: Westers land;111.0;20.2
444;Amsterdam (SG);Herkomst: Niet-westers land;168.7;15.6
445;Haarlem (SG);Herkomst (land);278.1;19.1
446;Haarlem (SG);Herkomst: Nederland;236.3;19.3
447;Haarlem (SG);Herkomst: Niet-Nederland;41.9;18.0
448;Haarlem (SG);Herkomst: Westers land;26.3;19.9
449;Haarlem (SG);Herkomst: Niet-westers land;15.6;14.8
450;Leiden (SG);Herkomst (land);218.0;19.2
451;Leiden (SG);Herkomst: Nederland;188.0;19.2
452;Leiden (SG);Herkomst: Niet-Nederland;30.0;19.4
453;Leiden (SG);Herkomst: Westers land;18.4;21.7
454;Leiden (SG);Herkomst: Niet-westers land;11.5;15.6
455;'s-Gravenhage (SG);Herkomst (land);643.1;18.8
456;'s-Gravenhage (SG);Herkomst: Nederland;478.1;19.1
457;'s-Gravenhage (SG);Herkomst: Niet-Nederland;165.0;18.0
458;'s-Gravenhage (SG);Herkomst: Westers land;71.3;21.7
459;'s-Gravenhage (SG);Herkomst: Niet-westers land;93.7;15.3
460;Rotterdam (SG);Herkomst (land);772.8;17.7
461;Rotterdam (SG);Herkomst: Nederland;573.1;18.3
462;Rotterdam (SG);Herkomst: Niet-Nederland;199.6;16.0
463;Rotterdam (SG);Herkomst: Westers land;70.2;18.2
464;Rotterdam (SG);Herkomst: Niet-westers land;129.5;14.8
465;Dordrecht (SG);Herkomst (land);188.5;17.8
466;Dordrecht (SG);Herkomst: Nederland;160.0;18.1
467;Dordrecht (SG);Herkomst: Niet-Nederland;28.5;16.0
468;Dordrecht (SG);Herkomst: Westers land;14.8;17.7
469;Dordrecht (SG);Herkomst: Niet-westers land;13.7;14.3
470;Breda (SG);Herkomst (land);207.6;17.8
471;Breda (SG);Herkomst: Nederland;177.7;18.0
472;Breda (SG);Herkomst: Niet-Nederland;29.9;16.4
473;Breda (SG);Herkomst: Westers land;18.6;17.6
474;Breda (SG);Herkomst: Niet-westers land;11.3;14.4
475;Tilburg (SG);Herkomst (land);194.6;17.0
476;Tilburg (SG);Herkomst: Nederland;166.3;17.2
477;Tilburg (SG);Herkomst: Niet-Nederland;28.3;15.6
478;Tilburg (SG);Herkomst: Westers land;15.0;16.8
479;Tilburg (SG);Herkomst: Niet-westers land;13.3;14.2
480;'s-Hertogenbosch (SG);Herkomst (land);127.1;18.2
481;'s-Hertogenbosch (SG);Herkomst: Nederland;110.1;18.4
482;'s-Hertogenbosch (SG);Herkomst: Niet-Nederland;17.0;16.8
483;'s-Hertogenbosch (SG);Herkomst: Westers land;10.3;18.6
484;'s-Hertogenbosch (SG);Herkomst: Niet-westers land;6.7;14.1
485;Eindhoven (SG);Herkomst (land);273.0;18.1
486;Eindhoven (SG);Herkomst: Nederland;227.7;18.4
487;Eindhoven (SG);Herkomst: Niet-Nederland;45.4;16.8
488;Eindhoven (SG);Herkomst: Westers land;27.4;18.0
489;Eindhoven (SG);Herkomst: Niet-westers land;18.0;14.8
490;Geleen/Sittard (SG);Herkomst (land);104.0;17.3
491;Geleen/Sittard (SG);Herkomst: Nederland;85.0;17.6
492;Geleen/Sittard (SG);Herkomst: Niet-Nederland;19.1;15.9
493;Geleen/Sittard (SG);Herkomst: Westers land;16.2;16.3
494;Geleen/Sittard (SG);Herkomst: Niet-westers land;2.9;13.6
495;Heerlen (SG);Herkomst (land);175.1;16.2
496;Heerlen (SG);Herkomst: Nederland;132.8;16.5
497;Heerlen (SG);Herkomst: Niet-Nederland;42.3;15.3
498;Heerlen (SG);Herkomst: Westers land;37.6;15.6
499;Heerlen (SG);Herkomst: Niet-westers land;4.8;13.2
500;Maastricht (SG);Herkomst (land);124.0;17.0
501;Maastricht (SG);Herkomst: Nederland;104.3;17.2
502;Maastricht (SG);Herkomst: Niet-Nederland;19.7;15.8
503;Maastricht (SG);Herkomst: Westers land;15.8;16.5
504;Maastricht (SG);Herkomst: Niet-westers land;3.9;13.1
505;Aa en Hunze;Herkomst (land);17.2;17.7
506;Aa en Hunze;Herkomst: Nederland;16.5;17.6
507;Aa en Hunze;Herkomst: Niet-Nederland;0.7;19.9
508;Aa en Hunze;Herkomst: Westers land;0.6;21.2
509;Aa en Hunze;Herkomst: Niet-westers land;;
510;Aalburg;Herkomst (land);7.3;17.9
511;Aalburg;Herkomst: Nederland;7.1;17.9
512;Aalburg;Herkomst: Niet-Nederland;;
513;Aalburg;Herkomst: Westers land;;
514;Aalburg;Herkomst: Niet-westers land;;
515;Aalsmeer;Herkomst (land);15.9;19.2
516;Aalsmeer;Herkomst: Nederland;14.4;19.2
517;Aalsmeer;Herkomst: Niet-Nederland;1.5;19.1
518;Aalsmeer;Herkomst: Westers land;1.1;20.4
519;Aalsmeer;Herkomst: Niet-westers land;0.4;15.6
520;Aalten;Herkomst (land);18.0;16.1
521;Aalten;Herkomst: Nederland;16.2;16.2
522;Aalten;Herkomst: Niet-Nederland;1.8;15.1
523;Aalten;Herkomst: Westers land;1.5;15.5
524;Aalten;Herkomst: Niet-westers land;0.3;13.4
525;Abcoude;Herkomst (land);5.6;24.3
526;Abcoude;Herkomst: Nederland;4.9;23.9
527;Abcoude;Herkomst: Niet-Nederland;0.7;27.5
528;Abcoude;Herkomst: Westers land;0.5;29.1
529;Abcoude;Herkomst: Niet-westers land;;
530;Achtkarspelen;Herkomst (land);18.0;15.5
531;Achtkarspelen;Herkomst: Nederland;17.6;15.6
532;Achtkarspelen;Herkomst: Niet-Nederland;0.4;12.6
533;Achtkarspelen;Herkomst: Westers land;0.3;12.7
534;Achtkarspelen;Herkomst: Niet-westers land;;
535;Alblasserdam;Herkomst (land);11.7;17.1
536;Alblasserdam;Herkomst: Nederland;10.4;17.2
537;Alblasserdam;Herkomst: Niet-Nederland;1.4;15.7
538;Alblasserdam;Herkomst: Westers land;0.9;16.7
539;Alblasserdam;Herkomst: Niet-westers land;0.5;13.9
540;Albrandswaard;Herkomst (land);13.6;20.4
541;Albrandswaard;Herkomst: Nederland;12.0;20.6
542;Albrandswaard;Herkomst: Niet-Nederland;1.6;19.1
543;Albrandswaard;Herkomst: Westers land;1.0;20.8
544;Albrandswaard;Herkomst: Niet-westers land;0.7;16.6
545;Alkemade;Herkomst (land);9.6;17.5
546;Alkemade;Herkomst: Nederland;9.1;17.4
547;Alkemade;Herkomst: Niet-Nederland;0.5;18.3
548;Alkemade;Herkomst: Westers land;0.3;21.7
549;Alkemade;Herkomst: Niet-westers land;;
550;Alkmaar;Herkomst (land);64.6;17.3
551;Alkmaar;Herkomst: Nederland;53.2;17.6
552;Alkmaar;Herkomst: Niet-Nederland;11.4;15.9
553;Alkmaar;Herkomst: Westers land;6.0;17.3
554;Alkmaar;Herkomst: Niet-westers land;5.4;14.2
555;Almelo;Herkomst (land);47.5;16.0
556;Almelo;Herkomst: Nederland;38.0;16.4
557;Almelo;Herkomst: Niet-Nederland;9.5;14.6
558;Almelo;Herkomst: Westers land;4.9;16.3
559;Almelo;Herkomst: Niet-westers land;4.5;12.8
560;Almere;Herkomst (land);107.8;17.9
561;Almere;Herkomst: Nederland;77.5;18.3
562;Almere;Herkomst: Niet-Nederland;30.3;16.8
563;Almere;Herkomst: Westers land;10.3;18.5
564;Almere;Herkomst: Niet-westers land;20.0;16.0
565;Alphen aan den Rijn;Herkomst (land);47.2;18.7
566;Alphen aan den Rijn;Herkomst: Nederland;39.6;19.0
567;Alphen aan den Rijn;Herkomst: Niet-Nederland;7.7;17.3
568;Alphen aan den Rijn;Herkomst: Westers land;4.4;19.1
569;Alphen aan den Rijn;Herkomst: Niet-westers land;3.2;14.7
570;Alphen-Chaam;Herkomst (land);6.4;17.2
571;Alphen-Chaam;Herkomst: Nederland;5.6;17.3
572;Alphen-Chaam;Herkomst: Niet-Nederland;0.8;16.1
573;Alphen-Chaam;Herkomst: Westers land;0.7;16.2
574;Alphen-Chaam;Herkomst: Niet-westers land;;
575;Ambt Montfort;Herkomst (land);7.3;16.7
576;Ambt Montfort;Herkomst: Nederland;6.4;16.9
577;Ambt Montfort;Herkomst: Niet-Nederland;0.9;15.4
578;Ambt Montfort;Herkomst: Westers land;0.9;15.6
579;Ambt Montfort;Herkomst: Niet-westers land;;
580;Ameland;Herkomst (land);2.4;15.9
581;Ameland;Herkomst: Nederland;2.3;15.9
582;Ameland;Herkomst: Niet-Nederland;;
583;Ameland;Herkomst: Westers land;;
584;Ameland;Herkomst: Niet-westers land;;
585;Amerongen;Herkomst (land);4.6;19.1
586;Amerongen;Herkomst: Nederland;4.2;18.6
587;Amerongen;Herkomst: Niet-Nederland;0.4;24.2
588;Amerongen;Herkomst: Westers land;0.4;25.6
589;Amerongen;Herkomst: Niet-westers land;;
590;Amersfoort;Herkomst (land);88.3;19.0
591;Amersfoort;Herkomst: Nederland;71.9;19.4
592;Amersfoort;Herkomst: Niet-Nederland;16.4;17.5
593;Amersfoort;Herkomst: Westers land;8.1;20.0
594;Amersfoort;Herkomst: Niet-westers land;8.3;15.0
595;Amstelveen;Herkomst (land);53.1;22.1
596;Amstelveen;Herkomst: Nederland;40.7;21.7
597;Amstelveen;Herkomst: Niet-Nederland;12.4;23.4
598;Amstelveen;Herkomst: Westers land;8.2;25.3
599;Amstelveen;Herkomst: Niet-westers land;4.2;19.9
600;Amsterdam;Herkomst (land);472.9;18.6
601;Amsterdam;Herkomst: Nederland;290.3;19.5
602;Amsterdam;Herkomst: Niet-Nederland;182.6;17.1
603;Amsterdam;Herkomst: Westers land;64.7;20.3
604;Amsterdam;Herkomst: Niet-westers land;117.9;15.4
605;Andijk;Herkomst (land);4.2;16.8
606;Andijk;Herkomst: Nederland;4.0;16.7
607;Andijk;Herkomst: Niet-Nederland;0.3;17.5
608;Andijk;Herkomst: Westers land;;
609;Andijk;Herkomst: Niet-westers land;;
610;Anna Paulowna;Herkomst (land);9.0;15.9
611;Anna Paulowna;Herkomst: Nederland;8.4;15.8
612;Anna Paulowna;Herkomst: Niet-Nederland;0.6;16.3
613;Anna Paulowna;Herkomst: Westers land;0.5;16.2
614;Anna Paulowna;Herkomst: Niet-westers land;;
615;Apeldoorn;Herkomst (land);106.8;17.6
616;Apeldoorn;Herkomst: Nederland;92.9;17.7
617;Apeldoorn;Herkomst: Niet-Nederland;13.8;16.4
618;Apeldoorn;Herkomst: Westers land;8.9;17.6
619;Apeldoorn;Herkomst: Niet-westers land;5.0;14.2
620;Appingedam;Herkomst (land);8.5;16.0
621;Appingedam;Herkomst: Nederland;7.6;16.1
622;Appingedam;Herkomst: Niet-Nederland;0.9;14.9
623;Appingedam;Herkomst: Westers land;0.6;15.9
624;Appingedam;Herkomst: Niet-westers land;0.2;12.2
625;Arcen en Velden;Herkomst (land);6.1;16.1
626;Arcen en Velden;Herkomst: Nederland;5.3;15.9
627;Arcen en Velden;Herkomst: Niet-Nederland;0.8;17.4
628;Arcen en Velden;Herkomst: Westers land;0.8;17.6
629;Arcen en Velden;Herkomst: Niet-westers land;;
630;Arnhem;Herkomst (land);95.3;16.9
631;Arnhem;Herkomst: Nederland;72.5;17.5
632;Arnhem;Herkomst: Niet-Nederland;22.8;15.0
633;Arnhem;Herkomst: Westers land;11.7;16.7
634;Arnhem;Herkomst: Niet-westers land;11.1;13.3
635;Assen;Herkomst (land);41.8;17.1
636;Assen;Herkomst: Nederland;36.9;17.3
637;Assen;Herkomst: Niet-Nederland;5.0;15.7
638;Assen;Herkomst: Westers land;3.5;16.4
639;Assen;Herkomst: Niet-westers land;1.4;14.0
640;Asten;Herkomst (land);10.9;17.3
641;Asten;Herkomst: Nederland;10.2;17.5
642;Asten;Herkomst: Niet-Nederland;0.6;15.2
643;Asten;Herkomst: Westers land;0.5;16.5
644;Asten;Herkomst: Niet-westers land;;
645;Baarle-Nassau;Herkomst (land);4.6;16.3
646;Baarle-Nassau;Herkomst: Nederland;3.5;16.7
647;Baarle-Nassau;Herkomst: Niet-Nederland;1.1;15.3
648;Baarle-Nassau;Herkomst: Westers land;1.1;15.3
649;Baarle-Nassau;Herkomst: Niet-westers land;;
650;Baarn;Herkomst (land);16.8;19.7
651;Baarn;Herkomst: Nederland;14.5;19.7
652;Baarn;Herkomst: Niet-Nederland;2.3;20.0
653;Baarn;Herkomst: Westers land;1.6;22.1
654;Baarn;Herkomst: Niet-westers land;0.7;15.4
655;Barendrecht;Herkomst (land);25.5;19.7
656;Barendrecht;Herkomst: Nederland;22.4;19.9
657;Barendrecht;Herkomst: Niet-Nederland;3.1;18.6
658;Barendrecht;Herkomst: Westers land;1.8;20.2
659;Barendrecht;Herkomst: Niet-westers land;1.3;16.4
660;Barneveld;Herkomst (land);30.2;17.6
661;Barneveld;Herkomst: Nederland;28.2;17.8
662;Barneveld;Herkomst: Niet-Nederland;2.0;15.7
663;Barneveld;Herkomst: Westers land;1.4;17.1
664;Barneveld;Herkomst: Niet-westers land;0.6;12.8
665;Bedum;Herkomst (land);7.0;16.8
666;Bedum;Herkomst: Nederland;6.7;16.8
667;Bedum;Herkomst: Niet-Nederland;0.3;16.3
668;Bedum;Herkomst: Westers land;0.3;16.3
669;Bedum;Herkomst: Niet-westers land;;
670;Beek (L.);Herkomst (land);11.4;18.0
671;Beek (L.);Herkomst: Nederland;9.8;18.2
672;Beek (L.);Herkomst: Niet-Nederland;1.5;16.8
673;Beek (L.);Herkomst: Westers land;1.3;17.3
674;Beek (L.);Herkomst: Niet-westers land;0.2;13.7
675;Beemster;Herkomst (land);5.8;18.4
676;Beemster;Herkomst: Nederland;5.4;18.1
677;Beemster;Herkomst: Niet-Nederland;0.4;21.0
678;Beemster;Herkomst: Westers land;0.3;22.3
679;Beemster;Herkomst: Niet-westers land;;
680;Beesel;Herkomst (land);8.9;16.3
681;Beesel;Herkomst: Nederland;7.7;16.5
682;Beesel;Herkomst: Niet-Nederland;1.2;15.2
683;Beesel;Herkomst: Westers land;1.0;15.3
684;Beesel;Herkomst: Niet-westers land;0.2;14.8
685;Bellingwedde;Herkomst (land);6.4;15.5
686;Bellingwedde;Herkomst: Nederland;5.9;15.6
687;Bellingwedde;Herkomst: Niet-Nederland;0.5;14.5
688;Bellingwedde;Herkomst: Westers land;0.5;14.8
689;Bellingwedde;Herkomst: Niet-westers land;;
690;Bennebroek;Herkomst (land);3.6;22.9
691;Bennebroek;Herkomst: Nederland;3.1;22.7
692;Bennebroek;Herkomst: Niet-Nederland;0.5;24.3
693;Bennebroek;Herkomst: Westers land;0.4;25.1
694;Bennebroek;Herkomst: Niet-westers land;;
695;Bergambacht;Herkomst (land);5.9;19.4
696;Bergambacht;Herkomst: Nederland;5.7;19.5
697;Bergambacht;Herkomst: Niet-Nederland;0.3;17.7
698;Bergambacht;Herkomst: Westers land;0.2;18.8
699;Bergambacht;Herkomst: Niet-westers land;;
700;Bergeijk;Herkomst (land);12.1;17.3
701;Bergeijk;Herkomst: Nederland;11.1;17.4
702;Bergeijk;Herkomst: Niet-Nederland;1.0;16.0
703;Bergeijk;Herkomst: Westers land;0.9;16.3
704;Bergeijk;Herkomst: Niet-westers land;;
705;Bergen (L.);Herkomst (land);9.0;15.9
706;Bergen (L.);Herkomst: Nederland;7.5;15.9
707;Bergen (L.);Herkomst: Niet-Nederland;1.5;15.8
708;Bergen (L.);Herkomst: Westers land;1.4;15.8
709;Bergen (L.);Herkomst: Niet-westers land;;
710;Bergen (NH.);Herkomst (land);21.6;19.9
711;Bergen (NH.);Herkomst: Nederland;19.8;19.8
712;Bergen (NH.);Herkomst: Niet-Nederland;1.8;21.3
713;Bergen (NH.);Herkomst: Westers land;1.5;22.0
714;Bergen (NH.);Herkomst: Niet-westers land;0.3;17.6
715;Bergen op Zoom;Herkomst (land);43.8;17.4
716;Bergen op Zoom;Herkomst: Nederland;36.7;17.7
717;Bergen op Zoom;Herkomst: Niet-Nederland;7.2;16.0
718;Bergen op Zoom;Herkomst: Westers land;3.7;17.9
719;Bergen op Zoom;Herkomst: Niet-westers land;3.4;13.9
720;Bergschenhoek;Herkomst (land);9.9;20.5
721;Bergschenhoek;Herkomst: Nederland;8.8;20.4
722;Bergschenhoek;Herkomst: Niet-Nederland;1.1;21.2
723;Bergschenhoek;Herkomst: Westers land;0.7;23.4
724;Bergschenhoek;Herkomst: Niet-westers land;0.4;17.8
725;Berkel en Rodenrijs;Herkomst (land);11.8;19.0
726;Berkel en Rodenrijs;Herkomst: Nederland;10.7;19.0
727;Berkel en Rodenrijs;Herkomst: Niet-Nederland;1.1;18.9
728;Berkel en Rodenrijs;Herkomst: Westers land;0.7;21.1
729;Berkel en Rodenrijs;Herkomst: Niet-westers land;0.4;14.9
730;Berkelland;Herkomst (land);30.7;16.3
731;Berkelland;Herkomst: Nederland;28.7;16.3
732;Berkelland;Herkomst: Niet-Nederland;2.0;16.0
733;Berkelland;Herkomst: Westers land;1.6;16.6
734;Berkelland;Herkomst: Niet-westers land;0.4;13.6
735;Bernheze;Herkomst (land);19.3;17.5
736;Bernheze;Herkomst: Nederland;18.4;17.5
737;Bernheze;Herkomst: Niet-Nederland;1.0;17.3
738;Bernheze;Herkomst: Westers land;0.8;18.3
739;Bernheze;Herkomst: Niet-westers land;;
740;Bernisse;Herkomst (land);8.3;19.1
741;Bernisse;Herkomst: Nederland;7.7;19.1
742;Bernisse;Herkomst: Niet-Nederland;0.6;18.3
743;Bernisse;Herkomst: Westers land;0.5;18.8
744;Bernisse;Herkomst: Niet-westers land;;
745;Best;Herkomst (land);19.1;18.4
746;Best;Herkomst: Nederland;17.0;18.5
747;Best;Herkomst: Niet-Nederland;2.2;17.1
748;Best;Herkomst: Westers land;1.5;18.3
749;Best;Herkomst: Niet-westers land;0.7;14.4
750;Beuningen;Herkomst (land);16.6;17.8
751;Beuningen;Herkomst: Nederland;15.0;17.8
752;Beuningen;Herkomst: Niet-Nederland;1.7;17.0
753;Beuningen;Herkomst: Westers land;1.3;17.2
754;Beuningen;Herkomst: Niet-westers land;0.4;16.2
755;Beverwijk;Herkomst (land);25.8;17.5
756;Beverwijk;Herkomst: Nederland;21.4;17.6
757;Beverwijk;Herkomst: Niet-Nederland;4.4;16.6
758;Beverwijk;Herkomst: Westers land;2.7;17.7
759;Beverwijk;Herkomst: Niet-westers land;1.6;14.8
760;Binnenmaas;Herkomst (land);13.1;19.6
761;Binnenmaas;Herkomst: Nederland;12.2;19.6
762;Binnenmaas;Herkomst: Niet-Nederland;0.9;19.0
763;Binnenmaas;Herkomst: Westers land;0.7;20.4
764;Binnenmaas;Herkomst: Niet-westers land;0.2;15.1
765;Bladel;Herkomst (land);12.7;17.4
766;Bladel;Herkomst: Nederland;11.7;17.5
767;Bladel;Herkomst: Niet-Nederland;1.0;15.8
768;Bladel;Herkomst: Westers land;0.8;16.2
769;Bladel;Herkomst: Niet-westers land;;
770;Blaricum;Herkomst (land);6.0;26.9
771;Blaricum;Herkomst: Nederland;5.1;26.5
772;Blaricum;Herkomst: Niet-Nederland;0.9;28.8
773;Blaricum;Herkomst: Westers land;0.7;31.8
774;Blaricum;Herkomst: Niet-westers land;;
775;Bleiswijk;Herkomst (land);6.4;19.7
776;Bleiswijk;Herkomst: Nederland;5.8;19.8
777;Bleiswijk;Herkomst: Niet-Nederland;0.6;19.5
778;Bleiswijk;Herkomst: Westers land;0.4;20.9
779;Bleiswijk;Herkomst: Niet-westers land;0.2;16.7
780;Bloemendaal;Herkomst (land);10.9;28.0
781;Bloemendaal;Herkomst: Nederland;9.3;28.2
782;Bloemendaal;Herkomst: Niet-Nederland;1.7;26.8
783;Bloemendaal;Herkomst: Westers land;1.4;27.1
784;Bloemendaal;Herkomst: Niet-westers land;0.2;24.7
785;Boarnsterhim;Herkomst (land);12.5;16.5
786;Boarnsterhim;Herkomst: Nederland;12.0;16.5
787;Boarnsterhim;Herkomst: Niet-Nederland;0.5;16.6
788;Boarnsterhim;Herkomst: Westers land;0.4;17.1
789;Boarnsterhim;Herkomst: Niet-westers land;;
790;Bodegraven;Herkomst (land);12.4;18.9
791;Bodegraven;Herkomst: Nederland;11.3;19.0
792;Bodegraven;Herkomst: Niet-Nederland;1.1;18.2
793;Bodegraven;Herkomst: Westers land;0.7;20.6
794;Bodegraven;Herkomst: Niet-westers land;0.4;14.5
795;Boekel;Herkomst (land);6.2;16.2
796;Boekel;Herkomst: Nederland;5.9;16.2
797;Boekel;Herkomst: Niet-Nederland;0.2;15.4
798;Boekel;Herkomst: Westers land;;
799;Boekel;Herkomst: Niet-westers land;;
800;Bolsward;Herkomst (land);6.3;16.1
801;Bolsward;Herkomst: Nederland;5.9;16.2
802;Bolsward;Herkomst: Niet-Nederland;0.5;15.1
803;Bolsward;Herkomst: Westers land;0.3;16.7
804;Bolsward;Herkomst: Niet-westers land;;
805;Borger-Odoorn;Herkomst (land);17.4;16.0
806;Borger-Odoorn;Herkomst: Nederland;16.7;16.0
807;Borger-Odoorn;Herkomst: Niet-Nederland;0.7;14.9
808;Borger-Odoorn;Herkomst: Westers land;0.6;15.7
809;Borger-Odoorn;Herkomst: Niet-westers land;;
810;Borne;Herkomst (land);13.4;17.6
811;Borne;Herkomst: Nederland;12.1;17.9
812;Borne;Herkomst: Niet-Nederland;1.3;15.8
813;Borne;Herkomst: Westers land;1.0;16.8
814;Borne;Herkomst: Niet-westers land;0.3;12.9
815;Borsele;Herkomst (land);14.6;17.6
816;Borsele;Herkomst: Nederland;13.7;17.7
817;Borsele;Herkomst: Niet-Nederland;0.9;16.7
818;Borsele;Herkomst: Westers land;0.8;17.0
819;Borsele;Herkomst: Niet-westers land;;
820;Boskoop;Herkomst (land);9.8;18.6
821;Boskoop;Herkomst: Nederland;8.9;18.8
822;Boskoop;Herkomst: Niet-Nederland;0.9;16.5
823;Boskoop;Herkomst: Westers land;0.5;18.0
824;Boskoop;Herkomst: Niet-westers land;0.5;14.9
825;Boxmeer;Herkomst (land);19.6;17.2
826;Boxmeer;Herkomst: Nederland;17.9;17.3
827;Boxmeer;Herkomst: Niet-Nederland;1.7;16.5
828;Boxmeer;Herkomst: Westers land;1.4;17.1
829;Boxmeer;Herkomst: Niet-westers land;0.3;13.9
830;Boxtel;Herkomst (land);19.8;17.7
831;Boxtel;Herkomst: Nederland;17.7;17.9
832;Boxtel;Herkomst: Niet-Nederland;2.1;15.6
833;Boxtel;Herkomst: Westers land;1.2;16.8
834;Boxtel;Herkomst: Niet-westers land;0.9;14.0
835;Breda;Herkomst (land);113.7;17.9
836;Breda;Herkomst: Nederland;94.5;18.2
837;Breda;Herkomst: Niet-Nederland;19.2;16.3
838;Breda;Herkomst: Westers land;11.3;17.6
839;Breda;Herkomst: Niet-westers land;7.9;14.5
840;Breukelen;Herkomst (land);9.3;19.9
841;Breukelen;Herkomst: Nederland;8.4;20.2
842;Breukelen;Herkomst: Niet-Nederland;1.0;18.1
843;Breukelen;Herkomst: Westers land;0.7;18.5
844;Breukelen;Herkomst: Niet-westers land;0.2;17.0
845;Brielle;Herkomst (land);10.7;19.3
846;Brielle;Herkomst: Nederland;9.6;19.4
847;Brielle;Herkomst: Niet-Nederland;1.1;18.2
848;Brielle;Herkomst: Westers land;0.9;19.9
849;Brielle;Herkomst: Niet-westers land;0.2;10.6
850;Bronckhorst;Herkomst (land);25.4;17.1
851;Bronckhorst;Herkomst: Nederland;24.2;17.1
852;Bronckhorst;Herkomst: Niet-Nederland;1.1;18.4
853;Bronckhorst;Herkomst: Westers land;0.9;19.0
854;Bronckhorst;Herkomst: Niet-westers land;;
855;Brummen;Herkomst (land);14.4;18.1
856;Brummen;Herkomst: Nederland;13.0;18.1
857;Brummen;Herkomst: Niet-Nederland;1.3;17.3
858;Brummen;Herkomst: Westers land;0.9;18.1
859;Brummen;Herkomst: Niet-westers land;0.5;15.9
860;Brunssum;Herkomst (land);20.2;15.9
861;Brunssum;Herkomst: Nederland;15.2;16.0
862;Brunssum;Herkomst: Niet-Nederland;5.0;15.5
863;Brunssum;Herkomst: Westers land;4.5;15.7
864;Brunssum;Herkomst: Niet-westers land;0.5;13.5
865;Bunnik;Herkomst (land);9.5;21.2
866;Bunnik;Herkomst: Nederland;8.6;21.2
867;Bunnik;Herkomst: Niet-Nederland;0.8;22.0
868;Bunnik;Herkomst: Westers land;0.6;23.5
869;Bunnik;Herkomst: Niet-westers land;0.2;17.8
870;Bunschoten;Herkomst (land);12.3;17.0
871;Bunschoten;Herkomst: Nederland;11.7;17.0
872;Bunschoten;Herkomst: Niet-Nederland;0.6;17.1
873;Bunschoten;Herkomst: Westers land;0.3;18.5
874;Bunschoten;Herkomst: Niet-westers land;0.3;15.7
875;Buren;Herkomst (land);16.6;18.4
876;Buren;Herkomst: Nederland;15.7;18.3
877;Buren;Herkomst: Niet-Nederland;0.9;19.8
878;Buren;Herkomst: Westers land;0.8;20.2
879;Buren;Herkomst: Niet-westers land;;
880;Bussum;Herkomst (land);20.9;22.8
881;Bussum;Herkomst: Nederland;17.5;22.8
882;Bussum;Herkomst: Niet-Nederland;3.4;22.8
883;Bussum;Herkomst: Westers land;2.6;24.9
884;Bussum;Herkomst: Niet-westers land;0.8;15.8
885;Capelle aan den IJssel;Herkomst (land);43.8;18.9
886;Capelle aan den IJssel;Herkomst: Nederland;34.0;19.2
887;Capelle aan den IJssel;Herkomst: Niet-Nederland;9.8;17.8
888;Capelle aan den IJssel;Herkomst: Westers land;4.8;18.9
889;Capelle aan den IJssel;Herkomst: Niet-westers land;5.0;16.7
890;Castricum;Herkomst (land);23.8;20.0
891;Castricum;Herkomst: Nederland;22.0;20.1
892;Castricum;Herkomst: Niet-Nederland;1.8;18.7
893;Castricum;Herkomst: Westers land;1.4;19.6
894;Castricum;Herkomst: Niet-westers land;0.4;15.2
895;Coevorden;Herkomst (land);24.3;16.0
