ID;Leeftijd;Perioden;Mannen_1;Vrouwen_2;Mannen_3;Vrouwen_4
0;0 jaar;2010;78.81827;82.7089;0.00374;0.00329
1;0 jaar;2011;79.01768;82.86293;0.00369;0.00325
2;0 jaar;2012;79.21043;83.01865;0.00365;0.00321
3;0 jaar;2013;79.40025;83.17105;0.00361;0.00317
4;0 jaar;2014;79.5909;83.31647;0.00356;0.00313
5;0 jaar;2015;79.78045;83.45225;0.00352;0.00309
6;0 jaar;2016;79.96714;83.58149;0.00347;0.00306
7;0 jaar;2017;80.14801;83.70552;0.00343;0.00303
8;0 jaar;2018;80.32162;83.82568;0.00338;0.003
9;0 jaar;2019;80.48596;83.93888;0.00334;0.00297
10;0 jaar;2020;80.6381;84.04605;0.0033;0.00295
11;0 jaar;2021;80.77918;84.14775;0.00326;0.00293
12;0 jaar;2022;80.91032;84.24451;0.00322;0.0029
13;0 jaar;2023;81.03261;84.33686;0.00318;0.00288
14;0 jaar;2024;81.1471;84.42535;0.00315;0.00287
15;0 jaar;2025;81.25483;84.51049;0.00311;0.00285
16;0 jaar;2026;81.3568;84.59281;0.00308;0.00283
17;0 jaar;2027;81.45401;84.67281;0.00304;0.00281
18;0 jaar;2028;81.54744;84.75101;0.00301;0.0028
19;0 jaar;2029;81.63803;84.82793;0.00298;0.00278
20;0 jaar;2030;81.72675;84.90405;0.00294;0.00277
21;0 jaar;2031;81.81453;84.97988;0.00291;0.00276
22;0 jaar;2032;81.9023;85.05592;0.00288;0.00274
23;0 jaar;2033;81.99095;85.13265;0.00285;0.00273
24;0 jaar;2034;82.0814;85.21056;0.00282;0.00271
25;0 jaar;2035;82.17464;85.29037;0.00279;0.0027
26;0 jaar;2036;82.27074;85.37224;0.00276;0.00268
27;0 jaar;2037;82.3692;85.45588;0.00273;0.00267
28;0 jaar;2038;82.46953;85.54098;0.00269;0.00265
29;0 jaar;2039;82.57125;85.62724;0.00266;0.00263
30;0 jaar;2040;82.67387;85.71438;0.00263;0.00262
31;0 jaar;2041;82.77693;85.8021;0.0026;0.0026
