ID;SITC;LandenGroepen;Perioden;Invoerwaarde_1;Uitvoerwaarde_2;Handelsbalans_3;Dekkingspercentage_4;JaarmutatieInvoer_5;JaarmutatieUitvoer_6
22;Totaal goederen;Totaal landen(groepen);1997 oktober;14585933.0;15853536.0;1267603.0;108.7;11.3;15.2
23;Totaal goederen;Totaal landen(groepen);1997 november;13647047.0;14847325.0;1200278.0;108.8;10.3;10.2
24;Totaal goederen;Totaal landen(groepen);1997 december;13472532.0;14957282.0;1484750.0;111.0;11.2;12.2
25;Totaal goederen;Totaal landen(groepen);1997;157437451.0;171420944.0;13983493.0;108.9;12.5;11.5
26;Totaal goederen;Totaal landen(groepen);1998 januari;13639758.0;14496956.0;857198.0;106.3;9.5;7.0
27;Totaal goederen;Totaal landen(groepen);1998 februari;13669069.0;14692127.0;1023058.0;107.5;10.4;9.5
28;Totaal goederen;Totaal landen(groepen);1998 maart;15301786.0;16550253.0;1248467.0;108.2;17.3;16.6
29;Totaal goederen;Totaal landen(groepen);1998 april;14034879.0;14946840.0;911961.0;106.5;6.1;5.4
30;Totaal goederen;Totaal landen(groepen);1998 mei;13460010.0;14461790.0;1001780.0;107.4;6.7;5.4
31;Totaal goederen;Totaal landen(groepen);1998 juni;14730640.0;15439779.0;709139.0;104.8;10.8;6.5
32;Totaal goederen;Totaal landen(groepen);1998 juli;13704379.0;15022717.0;1318338.0;109.6;5.5;8.2
33;Totaal goederen;Totaal landen(groepen);1998 augustus;12228241.0;12940393.0;712152.0;105.8;4.9;0.7
34;Totaal goederen;Totaal landen(groepen);1998 september;14587154.0;15838917.0;1251763.0;108.6;3.7;2.4
35;Totaal goederen;Totaal landen(groepen);1998 oktober;14594899.0;15781971.0;1187072.0;108.1;0.1;-0.5
36;Totaal goederen;Totaal landen(groepen);1998 november;14426846.0;15356519.0;929673.0;106.4;5.7;3.4
37;Totaal goederen;Totaal landen(groepen);1998 december;14066782.0;15195512.0;1128730.0;108.0;4.4;1.6
38;Totaal goederen;Totaal landen(groepen);1998;168445222.0;180724579.0;12279357.0;107.3;7.0;5.4
39;Totaal goederen;Totaal landen(groepen);1999 januari;13194343.0;13812449.0;618106.0;104.7;-3.3;-4.7
40;Totaal goederen;Totaal landen(groepen);1999 februari;13314750.0;13876507.0;561757.0;104.2;-2.6;-5.6
41;Totaal goederen;Totaal landen(groepen);1999 maart;15939159.0;17089490.0;1150331.0;107.2;4.2;3.3
42;Totaal goederen;Totaal landen(groepen);1999 april;14225915.0;14870358.0;644443.0;104.5;1.4;-0.5
43;Totaal goederen;Totaal landen(groepen);1999 mei;14003855.0;14489293.0;485438.0;103.5;4.0;0.2
44;Totaal goederen;Totaal landen(groepen);1999 juni;15202482.0;16150281.0;947799.0;106.2;3.2;4.6
45;Totaal goederen;Totaal landen(groepen);1999 juli;14416188.0;14834112.0;417924.0;102.9;5.2;-1.3
46;Totaal goederen;Totaal landen(groepen);1999 augustus;13481732.0;14005831.0;524099.0;103.9;10.3;8.2
47;Totaal goederen;Totaal landen(groepen);1999 september;16002715.0;16993106.0;990391.0;106.2;9.7;7.3
48;Totaal goederen;Totaal landen(groepen);1999 oktober;15644277.0;16961107.0;1316830.0;108.4;7.2;7.5
49;Totaal goederen;Totaal landen(groepen);1999 november;16624451.0;17776613.0;1152162.0;106.9;15.2;15.8
50;Totaal goederen;Totaal landen(groepen);1999 december;16668673.0;17738925.0;1070252.0;106.4;18.5;16.7
51;Totaal goederen;Totaal landen(groepen);1999;178719318.0;188598774.0;9879456.0;105.5;6.1;4.4
52;Totaal goederen;Totaal landen(groepen);2000 januari;15465301.0;16302464.0;837163.0;105.4;17.2;18.0
53;Totaal goederen;Totaal landen(groepen);2000 februari;16815165.0;17828760.0;1013595.0;106.0;26.3;28.5
54;Totaal goederen;Totaal landen(groepen);2000 maart;18675054.0;20352626.0;1677572.0;109.0;17.2;19.1
55;Totaal goederen;Totaal landen(groepen);2000 april;16453516.0;17370820.0;917304.0;105.6;15.7;16.8
56;Totaal goederen;Totaal landen(groepen);2000 mei;18396873.0;19897327.0;1500454.0;108.2;31.4;37.3
57;Totaal goederen;Totaal landen(groepen);2000 juni;17940600.0;19042515.0;1101915.0;106.1;18.0;17.9
58;Totaal goederen;Totaal landen(groepen);2000 juli;16719356.0;17914578.0;1195222.0;107.1;16.0;20.8
59;Totaal goederen;Totaal landen(groepen);2000 augustus;16766634.0;18720209.0;1953575.0;111.7;24.4;33.7
60;Totaal goederen;Totaal landen(groepen);2000 september;18890781.0;20694568.0;1803787.0;109.5;18.0;21.8
61;Totaal goederen;Totaal landen(groepen);2000 oktober;20021808.0;21273751.0;1251943.0;106.3;28.0;25.4
62;Totaal goederen;Totaal landen(groepen);2000 november;20805766.0;22151670.0;1345904.0;106.5;25.2;24.6
63;Totaal goederen;Totaal landen(groepen);2000 december;19105562.0;20304377.0;1198815.0;106.3;14.6;14.5
64;Totaal goederen;Totaal landen(groepen);2000;216057252.0;231854393.0;15797141.0;107.3;20.9;22.9
65;Totaal goederen;Totaal landen(groepen);2001 januari;19266567.0;20616685.0;1350118.0;107.0;24.6;26.5
66;Totaal goederen;Totaal landen(groepen);2001 februari;17995231.0;19869156.0;1873925.0;110.4;7.0;11.4
67;Totaal goederen;Totaal landen(groepen);2001 maart;20224184.0;22492961.0;2268777.0;111.2;8.3;10.5
68;Totaal goederen;Totaal landen(groepen);2001 april;17747567.0;19371052.0;1623485.0;109.1;7.9;11.5
69;Totaal goederen;Totaal landen(groepen);2001 mei;19055059.0;21032739.0;1977680.0;110.4;3.6;5.7
70;Totaal goederen;Totaal landen(groepen);2001 juni;18889980.0;21007261.0;2117281.0;111.2;5.3;10.3
71;Totaal goederen;Totaal landen(groepen);2001 juli;17790923.0;18878173.0;1087250.0;106.1;6.4;5.4
72;Totaal goederen;Totaal landen(groepen);2001 augustus;17012668.0;18461022.0;1448354.0;108.5;1.5;-1.4
73;Totaal goederen;Totaal landen(groepen);2001 september;17386099.0;19710035.0;2323936.0;113.4;-8.0;-4.8
74;Totaal goederen;Totaal landen(groepen);2001 oktober;18449505.0;20701146.0;2251641.0;112.2;-7.9;-2.7
75;Totaal goederen;Totaal landen(groepen);2001 november;18128506.0;20287324.0;2158818.0;111.9;-12.9;-8.4
76;Totaal goederen;Totaal landen(groepen);2001 december;16383296.0;18911494.0;2528198.0;115.4;-14.2;-6.9
77;Totaal goederen;Totaal landen(groepen);2001;218329585.0;241339048.0;23009463.0;110.5;1.1;4.1
78;Totaal goederen;Totaal landen(groepen);2002 januari;16647236.0;18341456.0;1694220.0;110.2;-13.6;-11.0
79;Totaal goederen;Totaal landen(groepen);2002 februari;16157351.0;18364442.0;2207091.0;113.7;-10.2;-7.6
80;Totaal goederen;Totaal landen(groepen);2002 maart;18179940.0;20783167.0;2603227.0;114.3;-10.1;-7.6
81;Totaal goederen;Totaal landen(groepen);2002 april;17650007.0;18939159.0;1289152.0;107.3;-0.5;-2.2
82;Totaal goederen;Totaal landen(groepen);2002 mei;17127086.0;19665900.0;2538814.0;114.8;-10.1;-6.5
83;Totaal goederen;Totaal landen(groepen);2002 juni;17123843.0;19600430.0;2476587.0;114.5;-9.3;-6.7
84;Totaal goederen;Totaal landen(groepen);2002 juli;16508002.0;18771291.0;2263289.0;113.7;-7.2;-0.6
85;Totaal goederen;Totaal landen(groepen);2002 augustus;15786613.0;17808828.0;2022215.0;112.8;-7.2;-3.5
86;Totaal goederen;Totaal landen(groepen);2002 september;17507600.0;20393123.0;2885523.0;116.5;0.7;3.5
87;Totaal goederen;Totaal landen(groepen);2002 oktober;18677105.0;20820139.0;2143034.0;111.5;1.2;0.6
88;Totaal goederen;Totaal landen(groepen);2002 november;17512911.0;20096517.0;2583606.0;114.8;-3.4;-0.9
89;Totaal goederen;Totaal landen(groepen);2002 december;16697176.0;19119252.0;2422076.0;114.5;1.9;1.1
90;Totaal goederen;Totaal landen(groepen);2002;205574870.0;232703704.0;27128834.0;113.2;-5.8;-3.6
91;Totaal goederen;Totaal landen(groepen);2003 januari;17502845.0;19788203.0;2285358.0;113.1;5.1;7.9
92;Totaal goederen;Totaal landen(groepen);2003 februari;17135990.0;19420583.0;2284593.0;113.3;6.1;5.8
93;Totaal goederen;Totaal landen(groepen);2003 maart;18499843.0;21024850.0;2525007.0;113.6;1.8;1.2
94;Totaal goederen;Totaal landen(groepen);2003 april;16934106.0;18803350.0;1869244.0;111.0;-4.1;-0.7
95;Totaal goederen;Totaal landen(groepen);2003 mei;16567257.0;18882153.0;2314896.0;114.0;-3.3;-4.0
96;Totaal goederen;Totaal landen(groepen);2003 juni;16267355.0;18783149.0;2515794.0;115.5;-5.0;-4.2
97;Totaal goederen;Totaal landen(groepen);2003 juli;16624427.0;18613174.0;1988747.0;112.0;0.7;-0.8
98;Totaal goederen;Totaal landen(groepen);2003 augustus;15130132.0;16784383.0;1654251.0;110.9;-4.2;-5.8
99;Totaal goederen;Totaal landen(groepen);2003 september;17532093.0;20795077.0;3262984.0;118.6;0.1;2.0
100;Totaal goederen;Totaal landen(groepen);2003 oktober;18897046.0;21561045.0;2663999.0;114.1;1.2;3.6
101;Totaal goederen;Totaal landen(groepen);2003 november;17638960.0;19996486.0;2357526.0;113.4;0.7;-0.5
102;Totaal goederen;Totaal landen(groepen);2003 december;18136733.0;19713638.0;1576905.0;108.7;8.6;3.1
103;Totaal goederen;Totaal landen(groepen);2003;206866787.0;234166091.0;27299304.0;113.2;0.6;0.6
104;Totaal goederen;Totaal landen(groepen);2004 januari;16972836.0;19122621.0;2149785.0;112.7;;
105;Totaal goederen;Totaal landen(groepen);2004 februari;17344419.0;19318056.0;1973637.0;111.4;;
106;Totaal goederen;Totaal landen(groepen);2004 maart;20237556.0;22769361.0;2531805.0;112.5;;
107;Totaal goederen;Totaal landen(groepen);2004 april;18221754.0;20358091.0;2136336.0;111.7;;
108;Totaal goederen;Totaal landen(groepen);2004 mei;17822195.0;19725068.0;1902873.0;110.7;;
109;Totaal goederen;Totaal landen(groepen);2004 juni;19684313.0;22388886.0;2704573.0;113.7;;
110;Totaal goederen;Totaal landen(groepen);2004 juli;18391871.0;20812761.0;2420890.0;113.2;;
111;Totaal goederen;Totaal landen(groepen);2004 augustus;18186299.0;19594324.0;1408025.0;107.7;;
112;Totaal goederen;Totaal landen(groepen);2004 september;19897270.0;23210081.0;3312811.0;116.6;;
113;Totaal goederen;Totaal landen(groepen);2004 oktober;20189490.0;22835597.0;2646107.0;113.1;;
114;Totaal goederen;Totaal landen(groepen);2004 november;20739453.0;23139223.0;2399770.0;111.6;;
115;Totaal goederen;Totaal landen(groepen);2004 december;20557599.0;22422577.0;1864978.0;109.1;;
116;Totaal goederen;Totaal landen(groepen);2004;228245057.0;255696645.0;27451589.0;112.0;;
117;Totaal goederen;Totaal landen(groepen);2005 januari;18715492.0;21100899.0;2385407.0;112.7;10.3;10.3
118;Totaal goederen;Totaal landen(groepen);2005 februari;18703818.0;21272971.0;2569153.0;113.7;7.8;10.1
119;Totaal goederen;Totaal landen(groepen);2005 maart;21076733.0;24218213.0;3141480.0;114.9;4.1;6.4
120;Totaal goederen;Totaal landen(groepen);2005 april;20290968.0;23129248.0;2838280.0;114.0;11.4;13.6
121;Totaal goederen;Totaal landen(groepen);2005 mei;19338541.0;22232582.0;2894041.0;115.0;8.5;12.7
122;Totaal goederen;Totaal landen(groepen);2005 juni;20868597.0;23709550.0;2840953.0;113.6;6.0;5.9
123;Totaal goederen;Totaal landen(groepen);2005 juli;20149883.0;22156482.0;2006599.0;110.0;9.6;6.5
124;Totaal goederen;Totaal landen(groepen);2005 augustus;20408745.0;22315977.0;1907232.0;109.3;12.2;13.9
125;Totaal goederen;Totaal landen(groepen);2005 september;22331074.0;25426688.0;3095614.0;113.9;12.2;9.6
126;Totaal goederen;Totaal landen(groepen);2005 oktober;22284299.0;24916709.0;2632410.0;111.8;10.4;9.1
127;Totaal goederen;Totaal landen(groepen);2005 november;23045147.0;25914417.0;2869270.0;112.5;11.1;12.0
128;Totaal goederen;Totaal landen(groepen);2005 december;22635319.0;24913670.0;2278351.0;110.1;10.1;11.1
129;Totaal goederen;Totaal landen(groepen);2005;249848615.0;281307407.0;31458792.0;112.6;9.5;10.0
130;Totaal goederen;Totaal landen(groepen);2006 januari;22776195.0;24921756.0;2145561.0;109.4;21.7;18.1
131;Totaal goederen;Totaal landen(groepen);2006 februari;21509706.0;24702372.0;3192666.0;114.8;15.0;16.1
132;Totaal goederen;Totaal landen(groepen);2006 maart;25392847.0;29255921.0;3863074.0;115.2;20.5;20.8
133;Totaal goederen;Totaal landen(groepen);2006 april;22442364.0;24908761.0;2466397.0;111.0;10.6;7.7
134;Totaal goederen;Totaal landen(groepen);2006 mei;24215287.0;26421087.0;2205800.0;109.1;25.2;18.8
135;Totaal goederen;Totaal landen(groepen);2006 juni;24103725.0;27202848.0;3099123.0;112.9;15.5;14.7
136;Totaal goederen;Totaal landen(groepen);2006 juli;22782535.0;24362257.0;1579722.0;106.9;13.1;10.0
137;Totaal goederen;Totaal landen(groepen);2006 augustus;23178303.0;25404615.0;2226312.0;109.6;13.6;13.8
138;Totaal goederen;Totaal landen(groepen);2006 september;24147800.0;27461019.0;3313219.0;113.7;8.1;8.0
139;Totaal goederen;Totaal landen(groepen);2006 oktober;25645268.0;28187462.0;2542194.0;109.9;15.1;13.1
140;Totaal goederen;Totaal landen(groepen);2006 november;25550722.0;29212384.0;3661662.0;114.3;10.9;12.7
141;Totaal goederen;Totaal landen(groepen);2006 december;23628555.0;26920628.0;3292073.0;113.9;4.4;8.1
142;Totaal goederen;Totaal landen(groepen);2006;285373308.0;318961110.0;33587802.0;111.8;14.2;13.4
143;Totaal goederen;Totaal landen(groepen);2007 januari;24469590.0;27369699.0;2900109.0;111.9;7.4;9.8
144;Totaal goederen;Totaal landen(groepen);2007 februari;23763628.0;26723958.0;2960330.0;112.5;10.5;8.2
145;Totaal goederen;Totaal landen(groepen);2007 maart;26469944.0;30758681.0;4288737.0;116.2;4.2;5.1
146;Totaal goederen;Totaal landen(groepen);2007 april;24262517.0;26723012.0;2460495.0;110.1;8.1;7.3
147;Totaal goederen;Totaal landen(groepen);2007 mei;26003576.0;28336250.0;2332673.0;109.0;7.4;7.2
148;Totaal goederen;Totaal landen(groepen);2007 juni;25730157.0;29257426.0;3527268.0;113.7;6.7;7.6
149;Totaal goederen;Totaal landen(groepen);2007 juli;25094765.0;27865022.0;2770257.0;111.0;10.1;14.4
150;Totaal goederen;Totaal landen(groepen);2007 augustus;24879893.0;27639574.0;2759681.0;111.1;7.3;8.8
151;Totaal goederen;Totaal landen(groepen);2007 september;25436931.0;29306472.0;3869541.0;115.2;5.3;6.7
152;Totaal goederen;Totaal landen(groepen);2007 oktober;27745489.0;31916977.0;4171488.0;115.0;8.2;13.2
153;Totaal goederen;Totaal landen(groepen);2007 november;28232843.0;32910902.0;4678059.0;116.6;10.5;12.7
154;Totaal goederen;Totaal landen(groepen);2007 december;25189452.0;28702224.0;3512772.0;113.9;6.6;6.6
155;Totaal goederen;Totaal landen(groepen);2007;307278784.0;347510195.0;40231411.0;113.1;7.7;9.0
156;Totaal goederen;Totaal landen(groepen);2008 januari;28099547.0;31024727.0;2925180.0;110.4;;
157;Totaal goederen;Totaal landen(groepen);2008 februari;27899694.0;31068191.0;3168497.0;111.4;;
158;Totaal goederen;Totaal landen(groepen);2008 maart;28077725.0;31618684.0;3540959.0;112.6;;
159;Totaal goederen;Totaal landen(groepen);2008 april;28478877.0;32019599.0;3540723.0;112.4;;
160;Totaal goederen;Totaal landen(groepen);2008 mei;28155890.0;30466953.0;2311063.0;108.2;;
161;Totaal goederen;Totaal landen(groepen);2008 juni;29218846.0;31960390.0;2741543.0;109.4;;
162;Totaal goederen;Totaal landen(groepen);2008 juli;28781756.0;31389239.0;2607483.0;109.1;;
163;Totaal goederen;Totaal landen(groepen);2008 augustus;27078353.0;28862561.0;1784209.0;106.6;;
164;Totaal goederen;Totaal landen(groepen);2008 september;30031195.0;33143393.0;3112198.0;110.4;;
165;Totaal goederen;Totaal landen(groepen);2008 oktober;29578699.0;33350298.0;3771599.0;112.8;;
166;Totaal goederen;Totaal landen(groepen);2008 november;26531542.0;29079262.0;2547720.0;109.6;;
167;Totaal goederen;Totaal landen(groepen);2008 december;23994792.0;26505484.0;2510691.0;110.5;;
168;Totaal goederen;Totaal landen(groepen);2008;335926917.0;370488781.0;34561864.0;110.3;;
169;Totaal goederen;Totaal landen(groepen);2009 januari;22066864.0;24974984.0;2908120.0;113.2;-21.5;-19.5
170;Totaal goederen;Totaal landen(groepen);2009 februari;21817733.0;24643641.0;2825908.0;113.0;-21.8;-20.7
171;Totaal goederen;Totaal landen(groepen);2009 maart;23786694.0;26626182.0;2839487.0;111.9;-15.3;-15.8
172;Totaal goederen;Totaal landen(groepen);2009 april;21550722.0;23976754.0;2426032.0;111.3;-24.3;-25.1
173;Totaal goederen;Totaal landen(groepen);2009 mei;21309460.0;23898135.0;2588675.0;112.1;-24.3;-21.6
174;Totaal goederen;Totaal landen(groepen);2009 juni;22394704.0;25582955.0;3188251.0;114.2;-23.4;-20.0
175;Totaal goederen;Totaal landen(groepen);2009 juli;22906005.0;25974227.0;3068222.0;113.4;-20.4;-17.3
176;Totaal goederen;Totaal landen(groepen);2009 augustus;21430131.0;23529477.0;2099346.0;109.8;-20.9;-18.5
177;Totaal goederen;Totaal landen(groepen);2009 september;23492043.0;27490712.0;3998669.0;117.0;-21.8;-17.1
178;Totaal goederen;Totaal landen(groepen);2009 oktober;24143502.0;28053377.0;3909875.0;116.2;-18.4;-15.9
179;Totaal goederen;Totaal landen(groepen);2009 november;24437866.0;27912808.0;3474942.0;114.2;-7.9;-4.0
180;Totaal goederen;Totaal landen(groepen);2009 december;24689304.0;26705942.0;2016638.0;108.2;2.9;0.8
181;Totaal goederen;Totaal landen(groepen);2009;274025029.0;309369194.0;35344165.0;112.9;-18.4;-16.5
182;Totaal goederen;Totaal landen(groepen);2010 januari;24569215.0;26788302.0;2219087.0;109.0;11.3;7.3
183;Totaal goederen;Totaal landen(groepen);2010 februari;23754062.0;27599687.0;3845625.0;116.2;8.9;12.0
184;Totaal goederen;Totaal landen(groepen);2010 maart;28472649.0;32769917.0;4297268.0;115.1;19.7;23.1
185;Totaal goederen;Totaal landen(groepen);2010 april;27050980.0;29622683.0;2571703.0;109.5;25.5;23.5
186;Totaal goederen;Totaal landen(groepen);2010 mei;27081159.0;29299625.0;2218466.0;108.2;27.1;22.6
187;Totaal goederen;Totaal landen(groepen);2010 juni;29634575.0;32152298.0;2517724.0;108.5;32.3;25.7
188;Totaal goederen;Totaal landen(groepen);2010 juli;27715311.0;30699539.0;2984228.0;110.8;21.0;18.2
189;Totaal goederen;Totaal landen(groepen);2010 augustus;26372545.0;29462516.0;3089971.0;111.7;23.1;25.2
190;Totaal goederen;Totaal landen(groepen);2010 september;28008797.0;32708553.0;4699755.0;116.8;19.2;19.0
191;Totaal goederen;Totaal landen(groepen);2010 oktober;29471972.0;32822926.0;3350955.0;111.4;22.1;17.0
192;Totaal goederen;Totaal landen(groepen);2010 november;30005323.0;34072654.0;4067330.0;113.6;22.8;22.1
193;Totaal goederen;Totaal landen(groepen);2010 december;29776961.0;33550513.0;3773551.0;112.7;20.6;25.6
194;Totaal goederen;Totaal landen(groepen);2010;331913549.0;371549213.0;39635664.0;111.9;21.1;20.1
195;Totaal goederen;Totaal landen(groepen);2011 januari;28886499.0;32168245.0;3281746.0;111.4;17.6;20.1
196;Totaal goederen;Totaal landen(groepen);2011 februari;28548946.0;32832709.0;4283763.0;115.0;20.2;19.0
197;Totaal goederen;Totaal landen(groepen);2011 maart;33347678.0;37340813.0;3993135.0;112.0;17.1;13.9
198;Totaal goederen;Totaal landen(groepen);2011 april;29017319.0;33746804.0;4729486.0;116.3;7.3;13.9
199;Totaal goederen;Totaal landen(groepen);2011 mei;30923797.0;34481916.0;3558119.0;111.5;14.2;17.7
200;Totaal goederen;Totaal landen(groepen);2011 juni;30434643.0;33308904.0;2874261.0;109.4;2.7;3.6
201;Totaal goederen;Totaal landen(groepen);2011 juli;29430893.0;33057424.0;3626530.0;112.3;6.2;7.7
202;Totaal goederen;Totaal landen(groepen);2011 augustus;30290242.0;32808861.0;2518619.0;108.3;14.9;11.4
203;Totaal goederen;Totaal landen(groepen);2011 september;31286062.0;35316115.0;4030052.0;112.9;11.7;8.0
204;Totaal goederen;Totaal landen(groepen);2011 oktober;30622479.0;33989138.0;3366659.0;111.0;3.9;3.6
205;Totaal goederen;Totaal landen(groepen);2011 november;31741813.0;35799234.0;4057420.0;112.8;5.8;5.1
206;Totaal goederen;Totaal landen(groepen);2011 december;30391208.0;34508044.0;4116836.0;113.5;2.1;2.9
207;Totaal goederen;Totaal landen(groepen);2011;364921580.0;409358207.0;44436627.0;112.2;9.9;10.2
208;Totaal goederen;Totaal landen(groepen);2012 januari;30739723.0;34646257.0;3906535.0;112.7;6.4;7.7
209;Totaal goederen;Totaal landen(groepen);2012 februari;32085796.0;35203354.0;3117558.0;109.7;12.4;7.2
210;Totaal goederen;Totaal landen(groepen);2012 maart;33947220.0;38084100.0;4136880.0;112.2;1.8;2.0
211;Totaal goederen;Totaal landen(groepen);2012 april;31312485.0;35004921.0;3692436.0;111.8;7.9;3.7
212;Totaal goederen;Totaal landen(groepen);2012 mei;33239306.0;36734133.0;3494827.0;110.5;7.5;6.5
213;Totaal goederen;Totaal landen(groepen);2012 juni;32361755.0;35716272.0;3354517.0;110.4;6.3;7.2
214;Totaal goederen;Totaal landen(groepen);2012 juli;32170288.0;34543188.0;2372900.0;107.4;9.3;4.5
215;Totaal goederen;Totaal landen(groepen);2012 augustus;32665079.0;34339775.0;1674696.0;105.1;7.8;4.7
216;Totaal goederen;Totaal landen(groepen);2012 september;31411563.0;35093694.0;3682132.0;111.7;0.4;-0.6
217;Totaal goederen;Totaal landen(groepen);2012 oktober;34890588.0;38730133.0;3839545.0;111.0;13.9;13.9
218;Totaal goederen;Totaal landen(groepen);2012 november;33919201.0;37805478.0;3886277.0;111.5;6.9;5.6
219;Totaal goederen;Totaal landen(groepen);2012 december;30705975.0;33815286.0;3109311.0;110.1;1.0;-2.0
220;Totaal goederen;Totaal landen(groepen);2012 ;389448980.0;429716592.0;40267612.0;110.3;6.7;5.0
221;Totaal goederen;Totaal landen(groepen);2013 januari;32846268.0;36486055.0;3639787.0;111.1;6.9;5.3
222;Totaal goederen;Totaal landen(groepen);2013 februari;31368075.0;34960115.0;3592039.0;111.5;-2.2;-0.7
223;Totaal goederen;Totaal landen(groepen);2013 maart;33130144.0;38053903.0;4923760.0;114.9;-2.4;-0.1
224;Totaal goederen;Totaal landen(groepen);2013 april;31664888.0;35282969.0;3618081.0;111.4;1.1;0.8
225;Totaal goederen;Totaal landen(groepen);2013 mei;33138881.0;37361106.0;4222225.0;112.7;-0.3;1.7
226;Totaal goederen;Totaal landen(groepen);2013 juni;32200984.0;35536235.0;3335251.0;110.4;-0.5;-0.5
227;Totaal goederen;Totaal landen(groepen);2013 juli;32229699.0;36102722.0;3873023.0;112.0;0.2;4.5
228;Totaal goederen;Totaal landen(groepen);2013 augustus;30287254.0;33885542.0;3598288.0;111.9;-7.3;-1.3
229;Totaal goederen;Totaal landen(groepen);2013 september;31918369.0;35415873.0;3497504.0;111.0;1.6;0.9
230;Totaal goederen;Totaal landen(groepen);2013 oktober;33853193.0;38053084.0;4199891.0;112.4;-3.0;-1.7
231;Totaal goederen;Totaal landen(groepen);2013 november;32232455.0;37181170.0;4948715.0;115.4;-5.0;-1.7
232;Totaal goederen;Totaal landen(groepen);2013 december;31484455.0;34787238.0;3302783.0;110.5;2.5;2.9
233;Totaal goederen;Totaal landen(groepen);2013;386354665.0;433106011.0;46751347.0;112.1;-0.8;0.8
234;Totaal goederen;Totaal landen(groepen);2014 januari;31901613.0;36074302.0;4172689.0;113.1;-2.9;-1.1
235;Totaal goederen;Totaal landen(groepen);2014 februari;30259768.0;34965859.0;4706091.0;115.6;-3.5;0.0
236;Totaal goederen;Totaal landen(groepen);2014 maart;32823052.0;37482409.0;4659358.0;114.2;-0.9;-1.5
237;Totaal goederen;Totaal landen(groepen);2014 april;32018345.0;36108816.0;4090471.0;112.8;1.1;2.3
238;Totaal goederen;Totaal landen(groepen);2014 mei;32100334.0;35519958.0;3419624.0;110.7;-3.1;-4.9
239;Totaal goederen;Totaal landen(groepen);2014 juni;31951558.0;36123022.0;4171464.0;113.1;-0.8;1.7
240;Totaal goederen;Totaal landen(groepen);2014 juli;33273934.0;36256492.0;2982558.0;109.0;3.2;0.4
241;Totaal goederen;Totaal landen(groepen);2014 augustus;29490765.0;32456324.0;2965559.0;110.1;-2.6;-4.2
242;Totaal goederen;Totaal landen(groepen);2014 september;32751389.0;37748367.0;4996978.0;115.3;2.6;6.6
243;Totaal goederen;Totaal landen(groepen);2014 oktober;33643285.0;38461439.0;4818154.0;114.3;-0.6;1.1
244;Totaal goederen;Totaal landen(groepen);2014 november;31225781.0;36343557.0;5117775.0;116.4;-3.1;-2.3
245;Totaal goederen;Totaal landen(groepen);2014 december;30976427.0;35864909.0;4888482.0;115.8;-1.6;3.1
