ID;Landbouwmethode;RegioS;Perioden;AantalLandbouwbedrijvenTotaal_1;Oppervlakte_2;AantalBedrijven_3;Oppervlakte_4;AantalBedrijven_5;Oppervlakte_6;AantalBedrijven_7;Oppervlakte_8;AantalBedrijven_9;Oppervlakte_10;AantalBedrijven_11;Oppervlakte_12;AantalBedrijven_13;AantalDieren_14;AantalBedrijven_15;AantalDieren_16;AantalBedrijven_17;AantalDieren_18;AantalBedrijven_19;AantalDieren_20;AantalBedrijven_21;AantalDieren_22;AantalBedrijven_23
141;Totaal landbouw;Oostelijk Veehouderijgebied (LG);2012;12787;3385984;2607;389507;718;1123702;171;26050135;11977;19554713;11412;6495422;7646;817622;7736;96725;1611;75277;679;2742523;1692;13062613;371
142;Totaal landbouw;Oostelijk Veehouderijgebied (LG);2013;12526;3567780;2776;385795;697;1131651;164;25827395;11717;19391686;11153;6435709;7524;849857;7526;95048;1570;80768;664;2774772;1576;13653564;361
143;Totaal landbouw;Oostelijk Veehouderijgebied (LG);2014;12227;3273954;2493;381715;678;1080740;149;26018626;11479;19782296;10842;6236330;7648;869349;7390;90454;1549;81952;636;2768462;1447;14986014;355
144;Totaal landbouw;Oostelijk Veehouderijgebied (LG);2015;12036;3093275;2411;400877;688;1034200;140;26341337;11368;20283382;10653;6057955;7763;883141;7181;94468;1475;86659;596;2814676;1362;15465374;351
145;Totaal landbouw;Oostelijk Veehouderijgebied (LG);2016;10507;3131158;2349;393544;713;993603;121;25771704;9961;20059593;9352;5712111;7357;899565;6651;71109;1043;95381;496;2746437;1227;14842695;324
146;Totaal landbouw;Oostelijk Veehouderijgebied (LG);2017;10338;3190294;2420;418752;754;996331;110;25522038;9791;19860748;9214;5661290;7193;859568;6537;70856;1033;102727;516;2695023;1177;14375653;311
147;Totaal landbouw;Centraal Veehouderijgebied (LG);2011;3953;228209;329;72575;181;318709;54;5412802;3617;4283218;3472;1129584;1910;491701;2535;45373;721;30016;268;758901;759;11766680;399
148;Totaal landbouw;Centraal Veehouderijgebied (LG);2012;3887;181240;299;72756;189;218397;46;5329746;3545;4215597;3400;1114149;1856;486977;2467;41177;761;32584;284;735851;686;11466749;372
149;Totaal landbouw;Centraal Veehouderijgebied (LG);2013;3777;197441;318;73326;184;254717;43;5314144;3467;4191102;3312;1123042;1841;507906;2393;45303;766;33044;276;725281;625;11550384;371
150;Totaal landbouw;Centraal Veehouderijgebied (LG);2014;3669;192153;324;67925;179;237085;39;5307327;3374;4215815;3232;1091512;1836;504103;2336;42069;747;36524;273;710588;574;12394113;371
151;Totaal landbouw;Centraal Veehouderijgebied (LG);2015;3580;176175;306;74157;164;232690;30;5300778;3327;4251016;3156;1049762;1850;500452;2248;42544;739;41617;262;705366;559;12316007;363
152;Totaal landbouw;Centraal Veehouderijgebied (LG);2016;2991;188413;274;73005;165;215825;24;4971661;2766;4026058;2619;945603;1666;531588;2011;33715;564;43771;220;650451;475;11976425;352
153;Totaal landbouw;Centraal Veehouderijgebied (LG);2017;2948;206462;270;75685;173;218509;26;4938780;2724;4016335;2606;922445;1603;524007;1966;34674;567;50234;214;632224;444;12241799;351
154;Totaal landbouw;IJsselmeerpolders (LG);2011;2209;7598223;1694;803056;539;2705637;85;2167234;866;1582283;752;584951;459;71826;399;15481;135;4601;48;71213;46;2622000;77
155;Totaal landbouw;IJsselmeerpolders (LG);2012;2461;7772338;1772;1052854;654;2934744;93;2612176;1033;1931387;901;680789;508;82391;475;19924;209;7896;64;70277;45;2497039;72
156;Totaal landbouw;IJsselmeerpolders (LG);2013;2455;7897816;1785;1043129;679;3158885;89;2614684;1031;1978428;904;636256;504;86858;473;20581;200;8590;68;65298;41;3028189;74
157;Totaal landbouw;IJsselmeerpolders (LG);2014;2408;7750286;1731;1069953;677;3178893;77;2747027;1088;2072355;912;674672;572;90744;468;18089;203;9154;69;73846;41;3272030;71
158;Totaal landbouw;IJsselmeerpolders (LG);2015;2389;7639978;1706;1142457;724;3795628;83;3026427;1265;2246577;1064;779850;659;96456;467;21243;207;10506;69;57544;40;3520406;77
159;Totaal landbouw;IJsselmeerpolders (LG);2016;2277;7499716;1690;1183975;729;4565371;79;2968993;1164;2303498;1004;665495;575;100319;453;18783;171;12061;66;53797;35;3501650;75
160;Totaal landbouw;IJsselmeerpolders (LG);2017;2278;7602657;1686;1193276;756;4743281;84;2880877;1164;2236467;1006;644410;558;94445;457;18182;176;12787;65;49036;31;3426461;74
161;Totaal landbouw;Westelijk Holland (LG);2011;7377;2470558;1133;2275281;2535;57740484;2860;6571813;3091;6023486;3003;548327;603;138303;1567;144615;1520;8633;322;64800;84;818231;69
162;Totaal landbouw;Westelijk Holland (LG);2012;6712;2023102;960;1896883;2220;56423429;2638;6043349;2827;5580157;2751;463192;541;126398;1434;130919;1394;5761;277;52450;76;697921;56
163;Totaal landbouw;Westelijk Holland (LG);2013;6455;2061198;997;1892160;2114;55024884;2470;6035237;2799;5610704;2714;424533;527;130103;1397;131560;1351;5764;259;55149;70;650378;57
164;Totaal landbouw;Westelijk Holland (LG);2014;6224;1965746;960;1871553;1998;53144155;2280;6369134;2810;5910057;2737;459077;549;142169;1444;126414;1363;6357;270;65318;77;786249;56
165;Totaal landbouw;Westelijk Holland (LG);2015;5860;1906948;932;1972825;1906;52296078;2136;6406208;2750;5956710;2681;449498;553;144224;1396;122508;1272;6717;241;65997;69;768929;54
166;Totaal landbouw;Westelijk Holland (LG);2016;5158;1860606;867;1983044;1774;51289610;1967;6121571;2346;5704947;2283;416624;517;146822;1274;104884;1036;6837;185;63458;62;1010445;42
167;Totaal landbouw;Westelijk Holland (LG);2017;4905;1890944;820;1977790;1701;49307185;1757;6055724;2300;5631816;2249;423908;510;140117;1265;106038;1020;7294;177;64530;56;725761;37
168;Totaal landbouw;Waterland en Droogmakerijen (LG);2011;1009;310333;122;55614;64;314879;28;2658458;912;2534790;903;123668;156;52118;562;57190;565;3859;111;3025;13;96924;9
169;Totaal landbouw;Waterland en Droogmakerijen (LG);2012;1002;298248;127;58528;71;289004;26;2701618;904;2574286;901;127332;151;52515;557;51458;551;2975;103;3054;13;105910;10
170;Totaal landbouw;Waterland en Droogmakerijen (LG);2013;978;301295;130;60296;66;297549;25;2672177;882;2558399;879;113778;134;53369;544;48696;548;3046;95;3254;15;168376;9
171;Totaal landbouw;Waterland en Droogmakerijen (LG);2014;966;283871;112;60128;59;299700;24;2702500;872;2596006;865;106494;132;54934;527;45967;543;3129;82;3520;13;185856;11
172;Totaal landbouw;Waterland en Droogmakerijen (LG);2015;933;261022;102;60452;58;266084;23;2741866;843;2644654;833;97212;127;56800;512;42102;506;4217;91;5246;13;17578;13
173;Totaal landbouw;Waterland en Droogmakerijen (LG);2016;730;250531;89;65804;59;264499;22;2574570;660;2480005;653;94565;119;58417;460;34390;393;4697;69;4875;7;188195;10
174;Totaal landbouw;Waterland en Droogmakerijen (LG);2017;724;240877;85;68625;62;235960;18;2541644;657;2447221;651;94423;117;56480;462;33227;386;5260;62;4729;6;187448;9
175;Totaal landbouw;Hollands/Utrechts Weidegebied (LG);2011;3713;105973;163;135282;361;1150050;118;9015220;3383;8432147;3369;583073;804;237886;2559;109794;1690;20417;325;183747;246;1008381;55
176;Totaal landbouw;Hollands/Utrechts Weidegebied (LG);2012;3656;104567;171;128816;339;1122814;116;8902749;3334;8365157;3319;537592;735;237374;2491;101870;1690;19614;304;171653;225;1052621;52
177;Totaal landbouw;Hollands/Utrechts Weidegebied (LG);2013;3593;105103;175;125421;314;1103043;110;8859784;3287;8336636;3276;523148;691;240929;2441;96971;1659;18583;290;172724;201;877316;46
178;Totaal landbouw;Hollands/Utrechts Weidegebied (LG);2014;3390;86487;151;119314;275;970488;93;8560746;3107;8082683;3094;478063;658;238766;2328;85419;1522;20750;285;163264;174;940783;36
179;Totaal landbouw;Hollands/Utrechts Weidegebied (LG);2015;3294;79427;136;118952;263;898043;84;8581200;3029;8119252;3015;461948;663;242249;2254;85288;1456;21101;284;185275;164;966375;43
180;Totaal landbouw;Hollands/Utrechts Weidegebied (LG);2016;2760;83107;143;124312;294;729233;67;8356035;2540;7866153;2527;489882;686;244660;2084;66272;1139;22692;227;179993;143;1164140;32
181;Totaal landbouw;Hollands/Utrechts Weidegebied (LG);2017;2719;81163;123;122081;300;639316;55;8173245;2511;7655000;2500;518245;713;234156;2062;64963;1137;24278;230;193364;132;1169929;33
182;Totaal landbouw;Rivierengebied (LG);2011;3895;1171203;828;797802;1204;7013421;473;6198204;2727;5170649;2619;1027555;1276;171690;1563;69478;769;31658;198;322790;269;3396005;94
183;Totaal landbouw;Rivierengebied (LG);2012;3808;1128877;791;798159;1148;6712458;453;6057089;2702;5053186;2599;1003903;1230;168971;1506;69821;776;35301;195;260715;241;3183595;89
184;Totaal landbouw;Rivierengebied (LG);2013;3741;1202948;830;793058;1104;6627784;427;6044011;2661;5031054;2561;1012957;1227;173722;1485;66626;773;36815;186;254064;224;3662861;98
185;Totaal landbouw;Rivierengebied (LG);2014;3620;1064329;689;829280;1074;6511477;391;6060862;2619;5004454;2516;1056408;1249;173624;1447;61277;758;40346;181;241365;208;4116391;94
186;Totaal landbouw;Rivierengebied (LG);2015;3640;1046016;729;859343;1073;5809053;346;6415446;2701;5283384;2566;1132062;1356;184004;1441;62249;725;47728;186;340727;229;4470482;92
187;Totaal landbouw;Rivierengebied (LG);2016;3057;964004;670;858557;1033;5603014;315;6080727;2235;5022358;2124;1058369;1244;184272;1309;48636;555;50182;157;339872;210;4246709;86
188;Totaal landbouw;Rivierengebied (LG);2017;3014;974098;641;867167;1024;4861066;277;6079629;2223;5022550;2112;1057079;1243;176229;1284;51125;539;55414;157;312824;192;3840241;82
189;Totaal landbouw;Zuidwestelijk Akkerbouwgebied (LG);2011;5110;13843368;3811;1049246;1074;6631370;255;4438741;3108;3461323;2929;977418;1033;86300;966;70680;747;5978;158;112961;82;2553866;77
190;Totaal landbouw;Zuidwestelijk Akkerbouwgebied (LG);2012;5027;13658203;3727;1000466;1028;6455863;243;4502773;3081;3481369;2911;1021404;1033;85464;949;69447;717;6212;140;127888;74;2514687;77
191;Totaal landbouw;Zuidwestelijk Akkerbouwgebied (LG);2013;4989;13798902;3715;1016577;1029;6078318;228;4410230;3113;3367742;2929;1042488;1075;87824;923;67666;716;6421;147;135246;70;2426785;68
192;Totaal landbouw;Zuidwestelijk Akkerbouwgebied (LG);2014;4873;13671816;3654;989378;1000;5768281;212;4540636;3085;3470059;2872;1070577;1110;91288;908;64399;701;6970;139;123877;68;2432756;75
193;Totaal landbouw;Zuidwestelijk Akkerbouwgebied (LG);2015;4774;13424156;3576;1046846;1084;5744047;198;4621766;3266;3540425;3033;1081341;1246;92077;879;65662;668;7492;123;110336;59;2762621;68
194;Totaal landbouw;Zuidwestelijk Akkerbouwgebied (LG);2016;4368;13359628;3407;1038171;1023;6286649;193;4336135;2973;3277752;2755;1058383;1141;95278;804;61832;559;9412;110;118337;58;2436064;67
195;Totaal landbouw;Zuidwestelijk Akkerbouwgebied (LG);2017;4334;13209352;3324;1081108;1050;6567945;191;4419508;2974;3369741;2785;1049767;1130;92260;802;63323;551;11073;105;114205;60;2637982;64
196;Totaal landbouw;Zuidwest-Brabant (LG);2011;1900;948164;625;550882;788;3716704;298;1927087;1263;1360190;1142;566897;679;62245;555;8973;117;7205;39;248249;107;1242060;30
197;Totaal landbouw;Zuidwest-Brabant (LG);2012;1823;950400;610;531212;751;3569254;284;1954731;1223;1366494;1090;588237;672;59986;525;8520;99;6404;43;231460;100;1256561;26
198;Totaal landbouw;Zuidwest-Brabant (LG);2013;1782;936121;620;524406;719;3493287;267;1941540;1211;1328828;1071;612712;683;61338;515;7713;101;6415;41;226781;96;1251856;24
199;Totaal landbouw;Zuidwest-Brabant (LG);2014;1700;936955;596;517397;694;3435536;241;1933538;1180;1353058;1056;580480;683;61857;515;7971;96;7134;42;229091;87;1486410;21
200;Totaal landbouw;Zuidwest-Brabant (LG);2015;1665;924044;591;528156;679;3461714;236;1935040;1186;1373383;1058;561657;716;60192;486;8158;91;8072;46;246437;89;1510325;24
201;Totaal landbouw;Zuidwest-Brabant (LG);2016;1455;926478;573;535096;653;3492871;215;1755246;1004;1265986;900;489260;637;63924;447;5846;62;7496;40;245764;86;1392802;21
202;Totaal landbouw;Zuidwest-Brabant (LG);2017;1436;936866;554;540415;638;3867520;210;1717827;1019;1219122;911;498705;622;59408;434;4766;63;9502;36;242341;82;1551395;18
203;Totaal landbouw;Zuidelijk Veehouderijgebied (LG);2011;13015;5899182;4891;2168831;2609;16986873;877;16084596;10393;10176569;9254;5908027;6567;652947;4629;82892;1094;150532;452;7210703;2608;37967059;666
204;Totaal landbouw;Zuidelijk Veehouderijgebied (LG);2012;12660;5678126;4705;2142160;2520;16187256;823;16097460;10124;10051575;8942;6045885;6550;645780;4442;79909;1090;154501;461;7202528;2389;38117719;627
205;Totaal landbouw;Zuidelijk Veehouderijgebied (LG);2013;12420;5751235;4748;2169644;2507;16575103;778;16009222;9933;9730036;8722;6279186;6571;661148;4328;80298;1073;161686;454;7162136;2241;39116172;598
206;Totaal landbouw;Zuidelijk Veehouderijgebied (LG);2014;12054;5530206;4595;2214390;2472;16044586;723;15990325;9752;9751847;8498;6238478;6568;669910;4234;73404;1035;165744;439;7212551;2083;40230929;591
207;Totaal landbouw;Zuidelijk Veehouderijgebied (LG);2015;11692;5279791;4517;2248807;2533;14342941;676;16017945;9635;9725016;8328;6292929;6776;671382;4066;75660;991;178475;406;7429589;1998;41328087;589
208;Totaal landbouw;Zuidelijk Veehouderijgebied (LG);2016;10340;5411345;4474;2285800;2496;15180414;665;14933484;8475;9204803;7352;5728681;6181;691914;3742;62571;717;187395;377;7432372;1916;41753252;576
209;Totaal landbouw;Zuidelijk Veehouderijgebied (LG);2017;10249;5553888;4420;2274849;2494;14930156;599;14778051;8434;9074167;7360;5703884;6115;675566;3710;61950;700;191025;371;7475267;1847;41821636;571
210;Totaal landbouw;Zuid-Limburg (LG);2011;1177;1226188;680;142606;248;32090;12;1517981;964;1129980;909;388001;510;37789;459;10218;100;2157;21;23634;25;206169;16
211;Totaal landbouw;Zuid-Limburg (LG);2012;1156;1193341;662;138616;224;23530;10;1505135;946;1115067;886;390068;514;36844;437;10467;114;2217;27;22325;21;192762;14
212;Totaal landbouw;Zuid-Limburg (LG);2013;1122;1226906;675;134504;222;23530;12;1452237;911;1069174;849;383063;495;37140;425;10249;110;1952;28;19266;19;187877;17
213;Totaal landbouw;Zuid-Limburg (LG);2014;1090;1225750;652;136141;217;26640;11;1476977;901;1109597;831;367380;513;38005;414;9959;104;1939;28;17453;17;175244;15
214;Totaal landbouw;Zuid-Limburg (LG);2015;1095;1198815;629;136123;226;18315;10;1484144;916;1086091;836;398053;539;38537;404;11278;108;1996;33;20362;20;176914;12
215;Totaal landbouw;Zuid-Limburg (LG);2016;970;1217710;608;164441;343;24935;10;1375402;791;1024367;740;351035;486;39546;375;9818;77;1896;28;19925;16;278940;12
216;Totaal landbouw;Zuid-Limburg (LG);2017;957;1185664;583;161187;362;26785;8;1388074;800;1019040;736;369034;512;38326;373;10315;78;2398;30;17598;16;274756;11
217;Biologische landbouw;Nederland;2011;1400;1025726;517;187022;364;1175781;94;3517321;1036;3291400;989;225921;225;49405;507;20008;180;25160;113;57487;99;1832940;180
218;Biologische landbouw;Nederland;2012;1448;1010909;559;193226;368;1268430;99;3626333;1094;3396202;1039;230131;232;51382;529;19760;177;26277;117;60458;116;2212109;206
219;Biologische landbouw;Nederland;2013;1440;1084306;573;206002;400;1297356;103;3636157;1086;3426060;1037;210097;222;53704;531;18820;181;30737;115;63588;120;2229598;202
220;Biologische landbouw;Nederland;2014;1412;1026191;554;226296;404;1169091;104;3662140;1084;3445329;1036;216811;221;53603;513;14478;170;29737;113;68914;119;2405015;204
221;Biologische landbouw;Nederland;2015;1368;1031444;521;250148;363;1134501;95;3745466;1099;3525870;1053;219596;253;59033;509;12930;162;32449;107;69261;118;2754428;215
222;Biologische landbouw;Nederland;2016;1442;1047694;546;270366;400;1289754;93;3909530;1163;3686676;1107;222854;246;69752;554;13014;158;36435;103;73570;125;3055788;225
223;Biologische landbouw;Nederland;2017;1604;1087229;563;295593;447;1247276;101;4243301;1288;4010454;1232;232847;276;78152;644;13746;168;44779;121;91340;154;3310872;237
224;Biologische landbouw;Noord-Nederland (LD);2011;283;133052;76;20832;54;203430;14;1202197;236;1183751;231;18446;25;15629;149;9018;57;6225;36;1888;16;122128;18
225;Biologische landbouw;Noord-Nederland (LD);2012;297;139056;86;20470;51;145650;13;1236793;255;1218257;249;18536;23;16673;161;9058;54;5685;40;2103;20;174299;22
226;Biologische landbouw;Noord-Nederland (LD);2013;292;134386;80;22555;54;147880;14;1240468;248;1220582;242;19886;22;17014;159;8010;56;7947;37;1987;20;240677;23
227;Biologische landbouw;Noord-Nederland (LD);2014;269;121542;73;22571;53;173447;13;1206792;236;1195700;232;11092;22;15673;147;5887;53;7853;35;2702;14;236585;25
228;Biologische landbouw;Noord-Nederland (LD);2015;286;117828;71;27643;52;254480;14;1206790;256;1183076;253;23714;38;18978;160;5499;53;8240;35;2610;15;326623;30
229;Biologische landbouw;Noord-Nederland (LD);2016;294;125347;73;25956;53;258960;11;1310476;265;1283569;261;26907;34;23099;172;5703;46;9174;34;2635;10;268167;24
230;Biologische landbouw;Noord-Nederland (LD);2017;324;136932;77;28735;56;104080;11;1415848;284;1387432;282;28416;40;26458;202;6241;45;9837;36;3661;12;323870;24
231;Biologische landbouw;Oost-Nederland (LD);2011;542;612111;245;94109;142;112613;20;1073207;390;944824;362;128383;117;15633;159;3202;28;8203;24;33041;43;1070429;99
232;Biologische landbouw;Oost-Nederland (LD);2012;569;594696;263;94952;149;147145;22;1124397;423;988251;390;136146;116;16182;162;3429;30;9347;28;32363;50;1320929;119
233;Biologische landbouw;Oost-Nederland (LD);2013;567;660850;269;101792;161;175300;26;1138955;426;1019980;395;118975;115;17482;172;3625;36;9920;32;35137;52;1188593;105
234;Biologische landbouw;Oost-Nederland (LD);2014;579;621660;265;116558;165;174028;26;1176108;441;1044884;411;131224;117;18969;178;3156;35;9594;34;40051;54;1401218;111
235;Biologische landbouw;Oost-Nederland (LD);2015;567;643966;258;134787;153;164787;25;1194662;452;1072720;423;121942;125;19899;169;2638;32;10680;31;39492;55;1552293;117
236;Biologische landbouw;Oost-Nederland (LD);2016;598;654244;272;140359;171;163075;22;1246618;475;1126056;443;120562;124;22172;177;2703;32;11493;29;43760;65;1929585;131
237;Biologische landbouw;Oost-Nederland (LD);2017;677;690176;292;154539;190;110598;25;1360212;541;1230458;509;129754;133;24387;200;2556;33;14734;35;56120;88;2046627;141
238;Biologische landbouw;West-Nederland (LD);2011;359;155808;99;42389;95;565889;38;813920;267;764691;254;49229;48;12297;137;7094;80;6327;38;4808;24;492234;42
239;Biologische landbouw;West-Nederland (LD);2012;373;150096;112;43943;96;642725;41;848508;282;793558;267;54950;57;12710;145;6835;80;7135;37;6269;29;545628;45
240;Biologische landbouw;West-Nederland (LD);2013;368;152488;115;43829;107;623056;40;840398;276;798380;265;42018;46;13161;138;6755;80;7989;35;6048;26;591654;51
241;Biologische landbouw;West-Nederland (LD);2014;354;151759;108;46847;102;552016;42;859628;263;813901;253;45727;43;12945;130;5221;73;7257;30;6128;25;562660;46
242;Biologische landbouw;West-Nederland (LD);2015;328;152595;92;49528;91;467753;39;949786;256;907500;246;42286;48;13809;124;4550;67;8542;29;6954;24;635968;46
243;Biologische landbouw;West-Nederland (LD);2016;347;152206;90;58177;100;455658;37;962327;273;918136;259;44191;44;17598;147;4382;71;10720;29;7078;24;604116;48
244;Biologische landbouw;West-Nederland (LD);2017;382;148662;87;60628;115;605687;38;1040140;297;999434;281;40706;45;19468;170;4716;80;15145;39;10379;27;633484;46
245;Biologische landbouw;Zuid-Nederland (LD);2011;216;124755;97;29692;73;293849;22;427997;143;398134;142;29863;35;5846;62;694;15;4405;15;17750;16;148149;21
246;Biologische landbouw;Zuid-Nederland (LD);2012;209;127061;98;33861;72;332910;23;416635;134;396136;133;20499;36;5817;61;438;13;4110;12;19723;17;171253;20
247;Biologische landbouw;Zuid-Nederland (LD);2013;213;136582;109;37826;78;351120;23;416336;136;387118;135;29218;39;6047;62;430;9;4881;11;20416;22;208674;23
248;Biologische landbouw;Zuid-Nederland (LD);2014;210;131230;108;40320;84;269600;23;419612;144;390844;140;28768;39;6016;58;214;9;5033;14;20033;26;204552;22
249;Biologische landbouw;Zuid-Nederland (LD);2015;187;117055;100;38190;67;247481;17;394228;135;362574;131;31654;42;6347;56;243;10;4987;12;20205;24;239544;22
250;Biologische landbouw;Zuid-Nederland (LD);2016;203;115897;111;45874;76;412061;23;390109;150;358915;144;31194;44;6883;58;226;9;5048;11;20097;26;253920;22
251;Biologische landbouw;Zuid-Nederland (LD);2017;221;111459;107;51691;86;426911;27;427101;166;393130;160;33971;58;7839;72;233;10;5063;11;21180;27;306891;26
252;Biologische landbouw;Groningen (PV);2011;83;54587;29;5158;17;32660;5;375422;68;365937;64;9485;11;4598;39;2323;14;2957;13;1045;9;40359;4
253;Biologische landbouw;Groningen (PV);2012;94;64181;31;4574;14;29970;5;393999;81;383280;76;10719;10;4720;47;3092;14;2281;14;1250;11;62183;6
254;Biologische landbouw;Groningen (PV);2013;88;61057;25;4193;13;31960;5;287903;72;275820;67;12083;9;3972;42;2178;15;3819;13;1218;9;123707;9
255;Biologische landbouw;Groningen (PV);2014;82;50240;23;5403;14;56987;5;380401;72;375618;69;4783;7;3973;39;2282;15;4057;11;1215;8;114340;9
256;Biologische landbouw;Groningen (PV);2015;81;56073;21;7155;12;57150;4;326104;73;319254;71;6850;10;4128;38;2039;13;4069;13;1029;6;148195;9
257;Biologische landbouw;Groningen (PV);2016;76;48378;21;5153;13;58700;3;314952;68;308974;66;5978;8;4283;38;2699;12;4171;10;1152;5;117480;8
258;Biologische landbouw;Groningen (PV);2017;81;55513;22;6889;15;61300;4;303659;72;297738;71;5921;11;4949;43;2789;9;4333;10;1194;5;132734;8
259;Biologische landbouw;Friesland (PV);2011;130;33585;19;11833;21;84620;3;527358;118;523650;118;3708;6;7633;83;2242;31;2561;18;7;3;45575;6
260;Biologische landbouw;Friesland (PV);2012;134;32193;26;11961;20;84180;4;556605;121;553815;121;2790;7;8105;84;2194;31;2579;20;11;4;65956;8
261;Biologische landbouw;Friesland (PV);2013;133;33849;22;13501;21;83780;3;577181;123;575758;123;1423;4;8632;86;2051;31;3327;19;9;4;38009;5
262;Biologische landbouw;Friesland (PV);2014;122;34172;21;12927;21;83730;3;558449;115;557559;115;890;4;8207;80;2014;30;3168;19;6;2;41569;5
263;Biologische landbouw;Friesland (PV);2015;131;29874;23;14968;20;74690;2;602442;124;597168;124;5274;11;10282;88;1836;31;3406;18;7;3;42844;8
264;Biologische landbouw;Friesland (PV);2016;145;32397;20;14448;19;74620;1;645370;133;638796;132;6574;12;13087;99;2004;27;3500;18;1;1;51091;6
265;Biologische landbouw;Friesland (PV);2017;155;30924;19;14607;18;0;0;713532;139;709043;139;4489;12;14619;113;2397;29;3726;19;1038;2;52719;6
266;Biologische landbouw;Drenthe (PV);2011;70;44880;28;3841;16;86150;6;299417;50;294164;49;5253;8;3398;27;4453;12;707;5;836;4;36194;8
267;Biologische landbouw;Drenthe (PV);2012;69;42682;29;3935;17;31500;4;286189;53;281162;52;5027;6;3848;30;3772;9;825;6;842;5;46160;8
268;Biologische landbouw;Drenthe (PV);2013;71;39480;33;4861;20;32140;6;375384;53;369004;52;6380;9;4410;31;3781;10;801;5;760;7;78961;9
269;Biologische landbouw;Drenthe (PV);2014;65;37130;29;4241;18;32730;5;267942;49;262523;48;5419;11;3493;28;1591;8;628;5;1481;4;80676;11
270;Biologische landbouw;Drenthe (PV);2015;74;31881;27;5520;20;122640;8;278244;59;266654;58;11590;17;4568;34;1624;9;765;4;1574;6;135584;13
271;Biologische landbouw;Drenthe (PV);2016;73;44572;32;6355;21;125640;7;350154;64;335799;63;14355;14;5729;35;1000;7;1503;6;1482;4;99596;10
272;Biologische landbouw;Drenthe (PV);2017;88;50495;36;7239;23;42780;7;398657;73;380651;72;18006;17;6890;46;1055;7;1778;7;1429;5;138417;10
273;Biologische landbouw;Overijssel (PV);2011;132;45147;48;3618;18;5290;5;356336;115;338058;113;18278;28;5555;55;2480;15;5839;12;16248;17;103780;14
274;Biologische landbouw;Overijssel (PV);2012;135;47681;46;3476;14;37555;5;387353;119;372723;119;14630;24;6089;60;2548;13;6462;15;16255;18;180728;18
275;Biologische landbouw;Overijssel (PV);2013;141;49519;51;2684;14;63190;7;407503;127;391689;125;15814;28;6662;64;2520;14;6710;17;17383;18;173136;17
276;Biologische landbouw;Overijssel (PV);2014;137;42841;47;3745;14;63190;7;405541;123;391187;123;14354;27;7234;65;2089;15;6604;15;17449;21;195552;16
277;Biologische landbouw;Overijssel (PV);2015;137;35127;36;3568;14;63295;7;410212;118;396082;117;14130;27;7729;63;1766;13;6772;13;16647;17;240146;17
278;Biologische landbouw;Overijssel (PV);2016;140;35613;43;3409;16;62575;6;416084;121;401460;118;14624;27;8598;68;1844;12;6929;12;17442;22;282055;19
279;Biologische landbouw;Overijssel (PV);2017;161;36185;44;4470;23;62873;7;473071;136;457869;135;15202;33;9774;81;1538;13;7011;11;23993;31;297293;23
280;Biologische landbouw;Flevoland (PV);2011;141;482586;110;69952;66;91100;4;198175;72;114762;48;83413;42;1614;16;357;3;9;1;8;2;126032;6
281;Biologische landbouw;Flevoland (PV);2012;143;461408;111;67926;67;91100;4;195335;76;102972;47;92363;44;1584;15;421;3;13;2;7;3;128120;7
282;Biologische landbouw;Flevoland (PV);2013;147;515013;113;74357;75;91100;4;207364;77;128221;50;79143;42;1841;16;317;3;3;2;4;1;128615;6
283;Biologische landbouw;Flevoland (PV);2014;156;491824;120;87532;82;91100;4;236391;90;146060;60;90331;48;2058;17;386;3;5;2;715;2;124655;8
284;Biologische landbouw;Flevoland (PV);2015;160;522126;133;109351;80;84300;4;242375;108;159450;81;82925;52;2360;18;214;5;4;1;767;4;134397;10
285;Biologische landbouw;Flevoland (PV);2016;171;536641;140;113089;87;84477;4;288923;119;206462;93;82461;57;2773;21;358;4;3;1;866;2;183762;10
286;Biologische landbouw;Flevoland (PV);2017;195;565216;153;123642;96;31500;4;314815;139;223064;110;91751;60;3442;25;523;6;3;1;652;4;224941;11
287;Biologische landbouw;Gelderland (PV);2011;269;84378;87;20539;58;16223;11;518696;203;492004;201;26692;47;8464;88;365;10;2355;11;16785;24;840617;79
288;Biologische landbouw;Gelderland (PV);2012;291;85607;106;23550;68;18490;13;541709;228;512556;224;29153;48;8509;87;460;14;2872;11;16101;29;1012081;94
289;Biologische landbouw;Gelderland (PV);2013;279;96318;105;24751;72;21010;15;524088;222;500070;220;24018;45;8979;92;788;19;3207;13;17750;33;886842;82
290;Biologische landbouw;Gelderland (PV);2014;286;86995;98;25281;69;19738;15;534176;228;507637;228;26539;42;9677;96;681;17;2985;17;21887;31;1081011;87
291;Biologische landbouw;Gelderland (PV);2015;270;86713;89;21868;59;17192;14;542075;226;517188;225;24887;46;9810;88;658;14;3904;17;22078;34;1177750;90
292;Biologische landbouw;Gelderland (PV);2016;287;81990;89;23861;68;16023;12;541611;235;518134;232;23477;40;10801;88;501;16;4561;16;25452;41;1463768;102
293;Biologische landbouw;Gelderland (PV);2017;321;88775;95;26427;71;16225;14;572326;266;549525;264;22801;40;11171;94;495;14;7720;23;31475;53;1524393;107
294;Biologische landbouw;Utrecht (PV);2011;93;13306;13;5153;21;106154;5;198009;78;192413;77;5596;10;3644;41;400;11;1999;10;3152;10;357740;25
