ID;MechanischeBestrijding;TeeltsectorenEnGewassen;Perioden;AantalBedrijven_1;PercentageBedrijven_2;GrootteOppervlakte_3;PercentageOppervlakte_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16
296;Handmatige onkruidbestrijding;Broccoli;2012;81.0;55.8;359;19.9;0.0;0.0;0.0;2.1;15.5;11.4;18.6;14.0;16.7;0.0;28.7;0.0
297;Handmatige onkruidbestrijding;Broccoli;2016;46.0;37.5;790;44.1;0.0;0.0;0.0;13.9;35.2;34.8;28.4;33.1;28.4;0.0;0.0;0.0
298;Handmatige onkruidbestrijding;Bruine bonen;2012;133.0;47.5;763;47.8;0.0;0.0;2.1;0.0;6.7;22.5;18.0;8.6;5.4;0.0;0.0;0.0
299;Handmatige onkruidbestrijding;Bruine bonen;2016;71.0;39.5;326;39.7;0.0;0.0;0.0;5.2;0.2;40.3;14.5;16.0;5.3;0.0;0.0;0.0
300;Handmatige onkruidbestrijding;Chrysanten onder glas;2012;43.0;22.3;39;7.8;4.6;0.0;2.4;7.1;0.0;7.3;7.5;6.5;0.1;0.0;6.3;6.3
301;Handmatige onkruidbestrijding;Chrysanten onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
302;Handmatige onkruidbestrijding;Cichorei;2012;289.0;67.4;1632;56.0;0.0;0.0;5.2;5.0;12.2;35.3;38.1;21.4;3.7;14.4;0.0;0.0
303;Handmatige onkruidbestrijding;Cichorei;2016;312.0;58.0;2112;54.4;0.0;0.0;0.0;9.8;23.3;41.9;3.6;16.0;2.2;0.0;0.0;0.0
304;Handmatige onkruidbestrijding;Totaal consumptieaardappelen;2012;714.0;11.4;3300;4.9;0.0;0.0;0.0;0.0;0.0;0.3;2.0;0.0;2.6;5.5;0.0;0.0
305;Handmatige onkruidbestrijding;Totaal consumptieaardappelen;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
306;Handmatige onkruidbestrijding;Doperwten;2012;22.0;5.3;86;2.5;0.0;0.0;0.0;0.0;0.8;0.6;1.0;1.0;0.0;0.0;0.0;0.0
307;Handmatige onkruidbestrijding;Doperwten;2016;17.0;3.7;143;4.3;0.0;0.0;0.0;0.0;0.0;3.7;0.0;0.0;0.0;0.0;0.0;0.0
308;Handmatige onkruidbestrijding;Fresia's onder glas;2012;10.0;11.7;11;11.0;0.0;9.8;9.8;9.7;9.7;0.0;0.0;0.0;11.2;0.0;0.0;0.0
309;Handmatige onkruidbestrijding;Fresia's onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
310;Handmatige onkruidbestrijding;Gerst, zomer;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
311;Handmatige onkruidbestrijding;Gerst, zomer;2016;81.0;2.7;385;1.5;0.0;0.0;1.1;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0
312;Handmatige onkruidbestrijding;Gerbera's onder glas;2012;4.0;6.4;9;5.2;0.0;0.0;0.0;5.2;5.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
313;Handmatige onkruidbestrijding;Gerbera's onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
314;Handmatige onkruidbestrijding;Gladiolen;2012;91.0;53.0;203;18.3;0.0;0.0;0.0;0.0;5.1;4.7;22.7;17.7;0.0;0.0;0.0;0.0
315;Handmatige onkruidbestrijding;Gladiolen;2016;8.0;5.2;78;8.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.1;0.0;0.0
316;Handmatige onkruidbestrijding;Graszaden;2012;134.0;9.0;843;6.2;0.0;0.0;2.2;1.0;7.0;4.4;1.2;0.0;1.6;0.0;0.0;0.0
317;Handmatige onkruidbestrijding;Graszaden;2016;192.0;17.4;1548;15.5;0.0;0.0;2.6;15.1;9.1;6.9;2.1;2.1;2.1;0.0;0.0;0.0
318;Handmatige onkruidbestrijding;Hyacinten;2012;40.0;24.6;531;36.7;0.0;0.0;0.0;16.6;13.6;15.7;0.0;0.0;0.0;0.0;0.0;0.0
319;Handmatige onkruidbestrijding;Hyacinten;2016;12.0;8.0;96;6.5;0.0;0.0;0.0;1.9;0.0;4.4;2.6;0.0;0.0;0.0;0.0;0.0
320;Handmatige onkruidbestrijding;Irissen;2012;2.0;2.4;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
321;Handmatige onkruidbestrijding;Irissen;2016;9.0;14.6;36;13.1;0.0;0.0;0.0;0.0;11.0;6.3;1.8;0.0;0.0;0.0;0.0;0.0
322;Handmatige onkruidbestrijding;Komkommers;2012;22.0;8.9;11;1.8;0.0;0.0;1.6;1.6;0.0;0.0;2.3;0.0;0.0;0.0;0.0;0.0
323;Handmatige onkruidbestrijding;Komkommers;2016;3.0;1.4;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
324;Handmatige onkruidbestrijding;Totaal koolzaad;2012;20.0;6.7;105;5.0;0.0;0.0;9.6;0.6;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
325;Handmatige onkruidbestrijding;Totaal koolzaad;2016;24.0;11.2;86;5.0;0.0;0.0;8.5;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
326;Handmatige onkruidbestrijding;Laan- en parkbomen;2012;192.0;37.0;678;14.9;0.0;0.0;0.0;0.4;6.7;7.7;8.1;11.4;3.3;1.3;0.0;0.0
327;Handmatige onkruidbestrijding;Laan- en parkbomen;2016;186.0;38.8;1253;27.6;2.0;2.0;4.5;12.7;19.3;20.9;15.4;20.3;13.7;0.8;0.0;0.0
328;Handmatige onkruidbestrijding;Lelies (bloem) onder glas;2012;48.0;33.9;48;24.6;14.3;0.0;8.8;9.1;14.3;9.1;0.0;0.0;9.6;10.1;9.1;9.1
329;Handmatige onkruidbestrijding;Lelies (bloem) onder glas;2016;17.0;20.1;15;11.1;0.0;0.0;0.4;2.4;1.9;1.9;0.0;0.9;0.0;9.1;9.1;9.1
330;Handmatige onkruidbestrijding;Lelies (bol);2012;101.0;32.1;720;14.1;0.0;0.0;0.0;6.5;0.0;1.6;0.0;8.8;0.0;0.0;0.0;0.0
331;Handmatige onkruidbestrijding;Lelies (bol);2016;99.0;23.9;1959;32.3;0.0;0.0;0.0;3.7;8.3;3.7;6.1;16.2;26.3;0.0;0.0;0.0
332;Handmatige onkruidbestrijding;Maïs, snijmaïs;2012;1509.0;5.9;4979;2.1;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;2.6;0.0;0.0;0.0
333;Handmatige onkruidbestrijding;Maïs, snijmaïs;2016;253.0;1.0;1469;0.7;0.0;0.0;0.0;0.0;0.0;0.9;0.0;0.5;0.0;0.0;0.0;0.0
334;Handmatige onkruidbestrijding;Narcissen;2012;64.0;18.2;66;3.7;0.0;0.0;0.1;0.2;0.9;1.6;0.0;0.0;0.0;0.0;0.0;0.0
335;Handmatige onkruidbestrijding;Narcissen;2016;19.0;7.5;95;5.9;0.0;0.0;0.0;5.4;5.0;5.5;0.3;0.3;0.0;0.0;0.0;0.0
336;Handmatige onkruidbestrijding;Orchideeën onder glas;2012;50.0;36.5;76;35.8;38.9;14.9;27.5;40.8;28.7;40.8;29.2;29.2;29.2;22.6;22.6;22.6
337;Handmatige onkruidbestrijding;Orchideeën onder glas;2016;20.0;21.9;20;12.4;4.1;0.0;0.0;7.1;3.9;8.7;7.0;7.0;6.2;3.9;7.2;3.9
338;Handmatige onkruidbestrijding;Totaal paprika's;2012;34.0;11.9;150;11.4;1.2;2.7;1.2;7.6;4.0;2.5;3.9;2.2;1.1;4.7;2.1;1.2
339;Handmatige onkruidbestrijding;Totaal paprika's;2016;0.0;;0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
340;Handmatige onkruidbestrijding;Peren;2012;156.0;10.2;559;6.8;0.0;0.0;0.0;6.9;4.5;5.0;0.5;0.0;0.0;0.0;0.0;0.0
341;Handmatige onkruidbestrijding;Peren;2016;82.0;6.3;190;2.0;0.0;0.0;1.3;0.4;1.8;0.4;0.5;0.5;0.5;0.4;0.0;0.0
342;Handmatige onkruidbestrijding;Perkplanten onder glas;2012;129.0;30.8;71;15.8;12.7;12.7;5.6;7.7;3.5;4.3;7.7;1.5;0.0;2.0;4.1;0.0
343;Handmatige onkruidbestrijding;Perkplanten onder glas;2016;52.0;19.4;27;8.2;1.7;1.5;2.0;5.7;3.4;1.7;1.7;1.7;2.0;0.0;0.0;0.0
344;Handmatige onkruidbestrijding;Totaal pootaardappelen;2012;141.0;5.9;3640;9.3;0.0;0.0;1.4;2.7;2.0;1.2;1.4;0.0;0.0;0.0;0.0;0.0
345;Handmatige onkruidbestrijding;Totaal pootaardappelen;2016;47.0;2.1;259;0.6;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0
346;Handmatige onkruidbestrijding;Poot- en plantuien;2012;73.0;9.7;309;5.3;0.0;0.0;0.8;0.0;4.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
347;Handmatige onkruidbestrijding;Poot- en plantuien;2016;175.0;16.6;906;11.4;0.0;0.0;0.0;4.7;8.6;2.4;0.0;0.0;0.0;0.0;0.0;0.0
348;Handmatige onkruidbestrijding;Potplanten, voor de bloei onder glas;2012;65.0;14.0;112;12.9;11.5;0.0;2.2;1.7;0.4;0.0;0.0;0.0;0.0;0.3;0.0;0.0
349;Handmatige onkruidbestrijding;Potplanten, voor de bloei onder glas;2016;10.0;2.7;2;0.2;0.2;0.2;0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.1
350;Handmatige onkruidbestrijding;Prei;2012;172.0;40.1;928;38.2;0.0;0.0;1.2;0.2;5.7;20.7;19.4;30.0;16.0;3.5;0.0;0.0
351;Handmatige onkruidbestrijding;Prei;2016;99.0;35.2;530;24.5;0.0;0.0;0.0;1.7;7.3;11.9;11.7;12.2;11.0;1.3;0.0;0.0
352;Handmatige onkruidbestrijding;Rozenstruiken;2012;99.0;74.3;362;73.2;0.0;0.0;18.6;10.8;25.0;42.8;38.4;47.2;9.8;6.8;0.0;0.0
353;Handmatige onkruidbestrijding;Rozenstruiken;2016;65.0;49.4;147;35.0;0.0;0.0;0.0;10.9;9.4;13.0;19.1;18.5;2.4;1.4;0.0;0.0
354;Handmatige onkruidbestrijding;Rozen onder glas;2012;9.0;5.0;20;4.9;4.2;4.2;4.2;4.2;5.5;4.2;4.6;4.6;0.0;5.3;5.3;5.3
355;Handmatige onkruidbestrijding;Rozen onder glas;2016;7.0;7.2;1;0.5;0.4;0.4;0.4;0.6;0.2;0.2;0.2;0.2;0.2;0.0;0.0;0.0
356;Handmatige onkruidbestrijding;Schorseneren;2012;96.0;70.8;624;70.9;0.0;0.0;0.0;0.6;13.6;81.1;80.5;75.9;12.9;0.0;0.0;0.0
357;Handmatige onkruidbestrijding;Schorseneren;2016;38.0;46.3;173;37.5;0.0;0.0;0.0;0.0;9.7;42.1;12.2;29.1;12.2;3.6;0.0;0.0
358;Handmatige onkruidbestrijding;Sierconiferen;2012;599.0;69.1;1722;56.1;0.0;4.1;4.7;28.1;27.4;38.6;40.5;39.8;33.8;20.8;1.9;2.2
359;Handmatige onkruidbestrijding;Sierconiferen;2016;412.0;49.1;1542;50.5;0.0;1.3;5.2;16.1;28.1;29.7;26.7;23.0;21.7;6.9;0.9;0.2
360;Handmatige onkruidbestrijding;Totaal sluitkool;2012;323.0;65.9;1786;68.2;0.0;1.8;2.8;8.7;14.8;28.0;38.8;18.9;6.0;0.0;0.0;0.0
361;Handmatige onkruidbestrijding;Totaal sluitkool;2016;167.0;43.5;1196;42.8;0.0;0.0;0.0;8.5;16.3;26.1;12.1;13.2;2.2;0.2;0.0;0.0
362;Handmatige onkruidbestrijding;Spruitkool;2012;179.0;77.1;1847;68.2;0.0;0.0;0.0;0.0;0.0;41.0;14.6;2.8;0.0;0.0;0.0;0.0
363;Handmatige onkruidbestrijding;Spruitkool;2016;42.0;20.4;642;24.6;0.0;0.0;0.0;0.0;6.2;18.2;8.3;0.0;0.0;0.0;0.0;0.0
364;Handmatige onkruidbestrijding;Stamsperziebonen;2012;151.0;42.0;487;20.4;0.0;0.0;0.0;0.7;0.7;9.1;7.4;7.4;1.5;0.0;0.0;0.0
365;Handmatige onkruidbestrijding;Stamsperziebonen;2016;83.0;24.3;618;25.9;0.0;0.0;0.0;0.0;1.8;10.3;7.1;25.6;5.2;0.0;0.0;0.0
366;Handmatige onkruidbestrijding;Suikerbieten;2012;1313.0;15.7;9817;13.5;0.0;0.0;0.0;0.2;1.8;2.3;6.6;8.9;3.0;0.0;0.0;0.0
367;Handmatige onkruidbestrijding;Suikerbieten;2016;971.0;12.4;8589;12.1;0.0;0.0;0.0;1.8;5.8;8.7;4.7;1.8;0.1;0.0;0.0;0.0
368;Handmatige onkruidbestrijding;Tarwe, winter;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
369;Handmatige onkruidbestrijding;Tarwe, winter;2016;32.0;0.4;346;0.3;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
370;Handmatige onkruidbestrijding;Tarwe, zomer;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
371;Handmatige onkruidbestrijding;Tarwe, zomer;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
372;Handmatige onkruidbestrijding;Totaal tomaten;2012;1.0;0.4;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
373;Handmatige onkruidbestrijding;Totaal tomaten;2016;15.0;5.4;133;7.8;0.0;5.2;2.6;2.0;2.0;2.0;6.0;3.5;6.0;0.0;2.1;0.0
374;Handmatige onkruidbestrijding;Tulpen open grond;2012;5.0;0.6;167;1.5;0.0;0.0;0.0;0.0;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0
375;Handmatige onkruidbestrijding;Tulpen open grond;2016;98.0;11.1;1035;7.8;0.0;0.0;3.2;2.4;3.5;4.5;2.5;0.0;0.0;0.0;0.0;0.0
376;Handmatige onkruidbestrijding;Vaste planten;2012;492.0;82.2;991;70.9;2.1;2.2;18.0;27.6;50.3;34.4;76.1;63.5;61.2;37.8;15.0;5.2
377;Handmatige onkruidbestrijding;Vaste planten;2016;397.0;75.6;1248;72.2;0.4;0.1;6.1;36.9;41.7;52.7;59.0;55.6;43.8;31.8;1.5;0.7
378;Handmatige onkruidbestrijding;Vlas;2012;16.0;5.9;99;4.8;0.0;0.0;0.0;1.5;4.7;1.5;1.0;0.0;1.0;0.0;0.0;0.0
379;Handmatige onkruidbestrijding;Vlas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
380;Handmatige onkruidbestrijding;Vruchtbomen;2012;112.0;56.9;673;47.5;0.0;0.0;1.8;1.9;17.4;11.6;9.5;50.9;2.2;0.0;0.0;0.0
381;Handmatige onkruidbestrijding;Vruchtbomen;2016;113.0;52.0;696;42.5;0.0;0.0;4.7;17.9;30.9;22.9;27.7;27.3;23.2;2.5;2.4;0.0
382;Handmatige onkruidbestrijding;Winterpeen;2012;230.0;25.7;1590;25.8;0.0;0.0;0.0;0.0;12.4;22.1;14.9;6.1;5.7;0.0;0.0;0.0
383;Handmatige onkruidbestrijding;Winterpeen;2016;219.0;23.9;1468;22.1;0.0;0.0;0.0;0.0;16.2;11.7;1.5;4.5;1.3;0.3;0.0;0.0
384;Handmatige onkruidbestrijding;Witlofwortel;2012;323.0;69.7;1885;56.2;0.0;0.0;4.6;2.4;11.0;27.9;43.3;20.8;5.4;6.1;0.0;0.0
385;Handmatige onkruidbestrijding;Witlofwortel;2016;168.0;40.4;1165;40.2;0.0;0.0;0.0;0.9;10.9;31.5;22.3;13.7;5.0;4.6;0.0;0.0
386;Handmatige onkruidbestrijding;Zaai-uien;2012;502.0;18.1;4006;19.1;0.0;0.0;0.0;0.0;2.1;14.5;23.5;3.1;0.0;3.3;0.0;0.0
387;Handmatige onkruidbestrijding;Zaai-uien;2016;527.0;17.1;4143;16.5;0.0;0.0;0.0;0.0;7.3;14.2;10.8;5.5;0.0;0.0;0.0;0.0
388;Handmatige onkruidbestrijding;Zetmeelaardappelen;2012;21.0;1.4;302;0.7;0.0;0.0;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0
389;Handmatige onkruidbestrijding;Zetmeelaardappelen;2016;32.0;2.0;401;0.9;0.0;0.0;0.0;0.0;0.2;0.7;0.2;0.0;0.0;0.0;0.0;0.0
390;Overige onkruidbestrijding;Totaal gewassen/teeltsectoren;2012;;;39713;5.1;0.0;0.0;0.2;0.7;1.8;2.8;0.5;0.2;0.2;0.2;0.1;0.0
391;Overige onkruidbestrijding;Totaal gewassen/teeltsectoren;2016;;;50865;6.9;0.1;0.0;0.3;1.0;2.5;3.6;0.8;0.4;0.3;0.2;0.1;0.1
392;Overige onkruidbestrijding;Totaal akkerbouw;2012;;;32177;4.7;0.0;0.0;0.1;0.7;1.8;2.8;0.1;0.0;0.1;0.0;0.0;0.0
393;Overige onkruidbestrijding;Totaal akkerbouw;2016;;;41852;6.5;0.0;0.0;0.0;0.9;2.5;3.5;0.4;0.1;0.0;0.0;0.0;0.0
394;Overige onkruidbestrijding;Totaal bloembollen en -knollen;2012;;;137;0.7;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0
395;Overige onkruidbestrijding;Totaal bloembollen en -knollen;2016;;;694;3.0;0.9;0.1;2.9;0.0;0.0;0.0;0.0;0.2;0.0;0.8;0.1;0.1
396;Overige onkruidbestrijding;Bloemkw. onder glas (totaal);2012;;;7;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
397;Overige onkruidbestrijding;Bloemkw. onder glas (totaal);2016;;;14;0.5;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.3;0.3;0.0;0.0;0.0
398;Overige onkruidbestrijding;Totaal boomkwekerij en vaste planten;2012;;;1882;11.4;1.3;0.7;3.6;2.1;2.1;3.4;4.3;1.5;3.6;1.9;0.5;0.4
399;Overige onkruidbestrijding;Totaal boomkwekerij en vaste planten;2016;;;2018;11.9;0.4;0.3;1.6;3.9;4.9;5.5;6.5;5.5;5.9;3.7;1.8;0.8
400;Overige onkruidbestrijding;Totaal champignons;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
401;Overige onkruidbestrijding;Totaal champignons;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
402;Overige onkruidbestrijding;Fruit open grond (totaal);2012;;;795;4.9;0.0;0.0;0.2;0.0;3.2;3.6;4.5;4.2;0.5;0.2;0.0;0.0
403;Overige onkruidbestrijding;Fruit open grond (totaal);2016;;;733;4.4;0.0;0.0;5.1;0.6;1.0;1.0;0.2;0.3;1.1;1.1;0.4;0.4
404;Overige onkruidbestrijding;Totaal glasgroenten;2012;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
405;Overige onkruidbestrijding;Totaal glasgroenten;2016;;;37;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4
406;Overige onkruidbestrijding;Totaal tuinbouwgroenten;2012;;;4713;13.5;0.0;0.1;1.5;2.1;3.7;5.1;3.5;2.4;1.1;1.6;1.6;0.2
407;Overige onkruidbestrijding;Totaal tuinbouwgroenten;2016;;;5516;15.6;1.4;0.0;1.6;1.9;4.1;7.5;5.6;4.3;2.5;1.8;1.2;1.9
408;Overige onkruidbestrijding;Aardbeien, onder glas;2012;5.0;1.8;1;0.3;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
409;Overige onkruidbestrijding;Aardbeien, onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
410;Overige onkruidbestrijding;Aardbeien, productie;2012;109.0;25.5;142;9.5;0.0;0.0;0.0;1.3;8.7;0.3;7.0;0.0;0.0;0.0;0.0;0.0
411;Overige onkruidbestrijding;Aardbeien, productie;2016;42.0;12.5;47;3.5;0.0;0.8;0.0;0.1;0.1;2.0;0.2;0.2;0.0;0.0;0.0;0.0
412;Overige onkruidbestrijding;Appels;2012;109.0;7.8;285;3.6;0.0;0.0;0.0;0.0;0.2;2.7;2.9;3.0;0.9;0.4;0.0;0.0
413;Overige onkruidbestrijding;Appels;2016;78.0;7.2;313;4.3;0.0;0.0;4.0;0.9;1.1;1.1;0.2;0.4;1.1;1.1;0.8;0.8
414;Overige onkruidbestrijding;Totaal asperges;2012;237.0;33.1;1200;41.5;0.0;1.0;8.0;18.9;3.2;17.2;2.0;0.0;0.0;0.0;0.0;2.4
415;Overige onkruidbestrijding;Totaal asperges;2016;174.0;27.0;1050;27.7;13.2;0.0;15.0;6.1;3.9;7.1;1.6;0.0;0.0;0.2;1.6;7.7
416;Overige onkruidbestrijding;Bladplanten onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
417;Overige onkruidbestrijding;Bladplanten onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
418;Overige onkruidbestrijding;Bloemkool;2012;34.0;11.4;300;13.4;0.0;0.0;5.6;0.8;2.9;6.9;11.2;2.6;0.0;0.0;0.0;0.0
419;Overige onkruidbestrijding;Bloemkool;2016;15.0;7.3;161;7.6;0.0;0.0;0.0;7.3;8.7;8.7;2.4;0.2;0.9;0.0;0.0;0.0
420;Overige onkruidbestrijding;Totaal bloemkwekerijgewassen;2012;210.0;15.6;284;9.8;2.0;0.0;0.9;6.3;5.2;2.5;0.6;1.6;0.3;0.1;0.0;0.0
421;Overige onkruidbestrijding;Totaal bloemkwekerijgewassen;2016;103.0;9.8;298;10.8;0.2;0.5;0.0;3.2;3.2;2.6;5.7;5.1;6.4;1.9;0.4;0.2
422;Overige onkruidbestrijding;Bos- en haagplantsoen;2012;85.0;12.7;232;8.7;0.0;0.0;1.6;1.3;1.2;1.2;3.6;1.9;4.9;3.9;2.2;0.0
423;Overige onkruidbestrijding;Bos- en haagplantsoen;2016;42.0;7.6;302;10.5;0.0;0.0;6.6;6.2;6.4;6.4;6.2;6.2;6.2;4.7;4.6;0.9
424;Overige onkruidbestrijding;Bos- en waspeen;2012;19.0;4.4;73;3.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
425;Overige onkruidbestrijding;Bos- en waspeen;2016;12.0;2.4;12;0.4;0.0;0.0;0.0;0.0;0.0;0.6;0.5;0.5;0.0;0.0;0.0;0.0
426;Overige onkruidbestrijding;Broccoli;2012;32.0;21.9;91;5.1;0.0;0.0;0.0;0.0;3.1;3.1;3.6;0.0;0.0;0.0;0.0;0.0
427;Overige onkruidbestrijding;Broccoli;2016;30.0;24.4;793;44.3;0.0;0.0;0.0;13.5;21.9;21.0;6.6;30.7;30.8;0.1;0.0;0.0
428;Overige onkruidbestrijding;Bruine bonen;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
429;Overige onkruidbestrijding;Bruine bonen;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
430;Overige onkruidbestrijding;Chrysanten onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
431;Overige onkruidbestrijding;Chrysanten onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
432;Overige onkruidbestrijding;Cichorei;2012;23.0;5.3;183;6.3;0.0;0.0;5.2;0.0;0.0;2.4;0.0;3.4;0.0;8.5;0.0;0.0
433;Overige onkruidbestrijding;Cichorei;2016;11.0;2.1;42;1.1;0.0;0.0;0.0;0.0;0.0;1.1;0.0;0.0;0.0;0.0;0.0;0.0
434;Overige onkruidbestrijding;Totaal consumptieaardappelen;2012;1325.0;21.1;5280;7.8;0.0;0.0;0.3;4.9;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
435;Overige onkruidbestrijding;Totaal consumptieaardappelen;2016;478.0;7.0;5037;6.9;0.0;0.0;0.2;1.7;4.3;2.7;0.0;0.0;0.0;0.0;0.0;0.0
436;Overige onkruidbestrijding;Doperwten;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
437;Overige onkruidbestrijding;Doperwten;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
438;Overige onkruidbestrijding;Fresia's onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
439;Overige onkruidbestrijding;Fresia's onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
440;Overige onkruidbestrijding;Gerst, zomer;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
441;Overige onkruidbestrijding;Gerst, zomer;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
442;Overige onkruidbestrijding;Gerbera's onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
443;Overige onkruidbestrijding;Gerbera's onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
444;Overige onkruidbestrijding;Gladiolen;2012;6.0;3.5;12;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3;0.0;0.0;0.0;0.0
445;Overige onkruidbestrijding;Gladiolen;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
446;Overige onkruidbestrijding;Graszaden;2012;14.0;0.9;98;0.7;0.0;0.0;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0
447;Overige onkruidbestrijding;Graszaden;2016;41.0;3.7;186;1.9;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2;0.0
448;Overige onkruidbestrijding;Hyacinten;2012;6.0;3.6;94;6.5;0.0;0.0;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
