ID;RegioS;Perioden;TotaalBrandmeldingen_1;Buitenbrand_2;TotaalBinnenbranden_3;GroteEnMiddelgroteBrand_4;KleineBinnenbrand_5;Schoorsteenbrand_6;TotaalLozeAlarmmeldingen_7;ViaBrandmeldinstallatie_8;OverigeLozeAlarmmeldingen_9;TotaalHulpverleningsmeldingen_10;HulpverleningInGebouwen_11;HulpverleningAndersDanInGebouwen_12;LozeAlarmmeldingen_13
37;Noord-Nederland (LD);1993;5430.0;1988.0;1072.0;145.0;927.0;261.0;2109.0;1616.0;493.0;2835.0;669.0;1966.0;200.0
38;Noord-Nederland (LD);1994;5647.0;2085.0;1116.0;157.0;959.0;258.0;2188.0;1716.0;472.0;2852.0;690.0;1979.0;183.0
39;Noord-Nederland (LD);1995;6250.0;2510.0;1269.0;173.0;1096.0;277.0;2194.0;1708.0;486.0;2749.0;649.0;1904.0;196.0
40;Noord-Nederland (LD);1996;7918.0;3790.0;1313.0;164.0;1149.0;302.0;2513.0;1885.0;628.0;2643.0;577.0;1827.0;239.0
41;Noord-Nederland (LD);1997;6980.0;2764.0;1302.0;165.0;1137.0;196.0;2718.0;2103.0;615.0;2668.0;606.0;1839.0;223.0
42;Noord-Nederland (LD);1998;6535.0;2385.0;1294.0;134.0;1160.0;200.0;2656.0;2169.0;487.0;3104.0;675.0;2205.0;224.0
43;Noord-Nederland (LD);1999;6716.0;2818.0;1215.0;140.0;1075.0;219.0;2464.0;1920.0;544.0;2720.0;611.0;1894.0;215.0
44;Noord-Nederland (LD);2000;6744.0;2463.0;1164.0;126.0;1038.0;174.0;2943.0;2030.0;913.0;3419.0;646.0;2412.0;361.0
45;Noord-Nederland (LD);2001;6824.0;2371.0;1234.0;162.0;1072.0;205.0;3014.0;2353.0;661.0;3144.0;612.0;2194.0;338.0
46;Noord-Nederland (LD);2002;7310.0;2562.0;1296.0;177.0;1119.0;217.0;3235.0;2597.0;638.0;3960.0;944.0;2641.0;375.0
47;Noord-Nederland (LD);2003;8721.0;3895.0;1304.0;212.0;1092.0;231.0;3291.0;2507.0;784.0;2991.0;611.0;2090.0;290.0
48;Noord-Nederland (LD);2004;7407.0;2739.0;1057.0;172.0;885.0;241.0;3370.0;2778.0;592.0;3112.0;661.0;2226.0;225.0
49;Noord-Nederland (LD);2005;7704.0;2591.0;1122.0;208.0;914.0;204.0;3787.0;3252.0;535.0;3170.0;601.0;2357.0;212.0
50;Noord-Nederland (LD);2006;9989.0;3403.0;1268.0;234.0;1034.0;231.0;5087.0;4286.0;801.0;3231.0;739.0;2207.0;285.0
51;Noord-Nederland (LD);2007;8253.0;2522.0;1178.0;199.0;979.0;200.0;4353.0;3770.0;583.0;3298.0;805.0;2270.0;223.0
52;Noord-Nederland (LD);2008;;;;;;;;;;;;;
53;Noord-Nederland (LD);2009;9440.0;2977.0;1073.0;210.0;863.0;394.0;4996.0;4381.0;615.0;3078.0;967.0;1839.0;272.0
54;Noord-Nederland (LD);2010;9024.0;2513.0;1122.0;362.0;760.0;366.0;5023.0;4200.0;823.0;3283.0;1009.0;2028.0;246.0
55;Noord-Nederland (LD);2011;9478.0;2461.0;1106.0;196.0;910.0;348.0;5563.0;4694.0;869.0;3026.0;864.0;2041.0;121.0
56;Noord-Nederland (LD);2012;8355.0;1653.0;1487.0;220.0;1267.0;304.0;4911.0;4217.0;694.0;3224.0;1006.0;1992.0;226.0
57;Noord-Nederland (LD);2013;7866.0;1965.0;1293.0;239.0;1054.0;221.0;4387.0;3190.0;1197.0;3234.0;1096.0;1913.0;225.0
58;Oost-Nederland (LD);1985;9570.0;3515.0;1988.0;314.0;1674.0;1324.0;2743.0;1830.0;913.0;3650.0;1405.0;2084.0;161.0
59;Oost-Nederland (LD);1986;10867.0;4772.0;1890.0;339.0;1551.0;1213.0;2992.0;1937.0;1055.0;4772.0;1790.0;2783.0;199.0
60;Oost-Nederland (LD);1987;10879.0;4231.0;2062.0;333.0;1729.0;1070.0;3516.0;2463.0;1053.0;4387.0;1883.0;2355.0;149.0
61;Oost-Nederland (LD);1988;10392.0;3984.0;1980.0;313.0;1667.0;830.0;3598.0;2650.0;948.0;3948.0;1452.0;2376.0;120.0
62;Oost-Nederland (LD);1989;12840.0;5606.0;2274.0;298.0;1976.0;763.0;4197.0;2995.0;1202.0;4888.0;1783.0;2864.0;241.0
63;Oost-Nederland (LD);1990;12126.0;4918.0;2112.0;332.0;1780.0;690.0;4406.0;3172.0;1234.0;5907.0;1953.0;3591.0;363.0
64;Oost-Nederland (LD);1991;14408.0;5868.0;2215.0;367.0;1848.0;917.0;5408.0;3979.0;1429.0;5702.0;1806.0;3494.0;402.0
65;Oost-Nederland (LD);1992;13760.0;5658.0;2323.0;356.0;1967.0;645.0;5134.0;3896.0;1238.0;6147.0;1895.0;3786.0;466.0
66;Oost-Nederland (LD);1993;13607.0;5135.0;2282.0;338.0;1944.0;666.0;5524.0;4052.0;1472.0;6464.0;1923.0;3931.0;610.0
67;Oost-Nederland (LD);1994;13582.0;5185.0;2299.0;283.0;2016.0;613.0;5485.0;4167.0;1318.0;5786.0;1650.0;3677.0;459.0
68;Oost-Nederland (LD);1995;15307.0;6008.0;2421.0;303.0;2118.0;644.0;6234.0;4706.0;1528.0;6217.0;1720.0;4038.0;459.0
69;Oost-Nederland (LD);1996;17899.0;7668.0;2565.0;405.0;2160.0;740.0;6926.0;5186.0;1740.0;5801.0;1610.0;3660.0;531.0
70;Oost-Nederland (LD);1997;16383.0;5852.0;2626.0;320.0;2306.0;530.0;7375.0;5770.0;1605.0;7114.0;2277.0;4140.0;697.0
71;Oost-Nederland (LD);1998;16458.0;5218.0;2586.0;305.0;2281.0;561.0;8093.0;6678.0;1415.0;8133.0;2224.0;5137.0;772.0
72;Oost-Nederland (LD);1999;17941.0;6472.0;2585.0;308.0;2277.0;485.0;8399.0;6719.0;1680.0;7293.0;1921.0;4676.0;696.0
73;Oost-Nederland (LD);2000;18157.0;5512.0;2582.0;328.0;2254.0;478.0;9585.0;7302.0;2283.0;8163.0;1705.0;5375.0;1083.0
74;Oost-Nederland (LD);2001;17475.0;5470.0;2554.0;368.0;2186.0;469.0;8982.0;7436.0;1546.0;8054.0;1829.0;5271.0;954.0
75;Oost-Nederland (LD);2002;18089.0;5959.0;2722.0;494.0;2228.0;543.0;8865.0;7333.0;1532.0;9564.0;2438.0;6237.0;889.0
76;Oost-Nederland (LD);2003;21613.0;8228.0;2748.0;504.0;2244.0;505.0;10132.0;8076.0;2056.0;7353.0;1813.0;4853.0;687.0
77;Oost-Nederland (LD);2004;19005.0;5433.0;2492.0;435.0;2057.0;462.0;10618.0;8728.0;1890.0;7909.0;1798.0;5390.0;721.0
78;Oost-Nederland (LD);2005;21791.0;5472.0;2588.0;488.0;2100.0;459.0;13272.0;11631.0;1641.0;7376.0;1644.0;5032.0;700.0
79;Oost-Nederland (LD);2006;23555.0;6675.0;2677.0;499.0;2178.0;522.0;13681.0;12109.0;1572.0;7673.0;1891.0;5061.0;721.0
80;Oost-Nederland (LD);2007;21565.0;5977.0;3330.0;562.0;2768.0;417.0;11841.0;10538.0;1303.0;8975.0;2462.0;5941.0;572.0
81;Oost-Nederland (LD);2008;21910.0;5550.0;2711.0;631.0;2080.0;477.0;13172.0;11818.0;1354.0;8439.0;2586.0;5313.0;540.0
82;Oost-Nederland (LD);2009;;;;;;;;;;;;;
83;Oost-Nederland (LD);2010;19922.0;4517.0;3078.0;581.0;2497.0;529.0;11798.0;10115.0;1683.0;7145.0;2348.0;4363.0;434.0
84;Oost-Nederland (LD);2011;21273.0;4587.0;2501.0;371.0;2130.0;445.0;13740.0;11995.0;1745.0;6329.0;1893.0;3973.0;463.0
85;Oost-Nederland (LD);2012;18935.0;3775.0;2167.0;382.0;1785.0;420.0;12573.0;11035.0;1538.0;6778.0;1721.0;4324.0;733.0
86;Oost-Nederland (LD);2013;16861.0;3714.0;2051.0;362.0;1689.0;500.0;10596.0;8650.0;1946.0;7825.0;2001.0;5065.0;759.0
87;West-Nederland (LD);1985;28450.0;11338.0;6568.0;692.0;5876.0;1476.0;9068.0;6273.0;2795.0;17267.0;9369.0;6980.0;918.0
88;West-Nederland (LD);1986;30875.0;13383.0;6341.0;673.0;5668.0;1396.0;9755.0;6713.0;3042.0;17531.0;9265.0;7508.0;758.0
89;West-Nederland (LD);1987;31246.0;12616.0;6466.0;658.0;5808.0;1235.0;10929.0;7648.0;3281.0;18235.0;10384.0;7157.0;694.0
90;West-Nederland (LD);1988;30105.0;11663.0;6110.0;626.0;5484.0;920.0;11412.0;8467.0;2945.0;14236.0;7657.0;5993.0;586.0
91;West-Nederland (LD);1989;33034.0;13861.0;6112.0;468.0;5644.0;857.0;12204.0;8829.0;3375.0;17868.0;9320.0;6971.0;1577.0
92;West-Nederland (LD);1990;35895.0;14033.0;6910.0;599.0;6311.0;810.0;14142.0;10510.0;3632.0;18744.0;9537.0;7458.0;1749.0
93;West-Nederland (LD);1991;38015.0;14360.0;7235.0;719.0;6516.0;905.0;15515.0;11607.0;3908.0;18052.0;9492.0;7237.0;1323.0
94;West-Nederland (LD);1992;38343.0;14635.0;6848.0;641.0;6207.0;763.0;16097.0;12236.0;3861.0;17863.0;8681.0;7834.0;1348.0
95;West-Nederland (LD);1993;40186.0;14951.0;7141.0;623.0;6518.0;757.0;17337.0;12973.0;4362.0;19957.0;9916.0;8314.0;1727.0
96;West-Nederland (LD);1994;41818.0;14256.0;7103.0;523.0;6580.0;704.0;19755.0;15525.0;4230.0;19023.0;8970.0;7899.0;2154.0
97;West-Nederland (LD);1995;43341.0;14640.0;7345.0;527.0;6818.0;706.0;20650.0;16072.0;4578.0;20799.0;9136.0;8880.0;2783.0
98;West-Nederland (LD);1996;48828.0;17949.0;8529.0;675.0;7854.0;885.0;21465.0;15178.0;6287.0;22434.0;10474.0;8943.0;3017.0
99;West-Nederland (LD);1997;49116.0;17141.0;8221.0;604.0;7617.0;618.0;23136.0;16878.0;6258.0;25907.0;12766.0;9887.0;3254.0
100;West-Nederland (LD);1998;45423.0;14707.0;7701.0;668.0;7033.0;592.0;22423.0;17538.0;4885.0;25935.0;11493.0;10881.0;3561.0
101;West-Nederland (LD);1999;47167.0;16795.0;7442.0;700.0;6742.0;579.0;22351.0;17047.0;5304.0;22469.0;9987.0;9099.0;3383.0
102;West-Nederland (LD);2000;47884.0;16197.0;7436.0;744.0;6692.0;631.0;23620.0;17777.0;5843.0;25863.0;10397.0;10956.0;4510.0
103;West-Nederland (LD);2001;49287.0;16471.0;7713.0;856.0;6857.0;640.0;24463.0;19492.0;4971.0;27071.0;12723.0;10215.0;4133.0
104;West-Nederland (LD);2002;52825.0;15960.0;7404.0;864.0;6540.0;644.0;28817.0;23899.0;4918.0;32649.0;15024.0;13592.0;4033.0
105;West-Nederland (LD);2003;53718.0;17820.0;7137.0;943.0;6194.0;580.0;28181.0;23096.0;5085.0;23553.0;10631.0;9765.0;3157.0
106;West-Nederland (LD);2004;51234.0;14506.0;6965.0;847.0;6118.0;588.0;29175.0;22657.0;6518.0;26603.0;11758.0;11258.0;3587.0
107;West-Nederland (LD);2005;51938.0;14614.0;6977.0;826.0;6151.0;487.0;29860.0;23457.0;6403.0;24145.0;11198.0;9310.0;3637.0
108;West-Nederland (LD);2006;56604.0;16688.0;7798.0;954.0;6844.0;583.0;31535.0;25651.0;5884.0;27070.0;12676.0;10605.0;3789.0
109;West-Nederland (LD);2007;56442.0;15962.0;7706.0;972.0;6734.0;578.0;32196.0;27203.0;4993.0;32358.0;14477.0;14009.0;3872.0
110;West-Nederland (LD);2008;;;;;;;;;;;;;
111;West-Nederland (LD);2009;;;;;;;;;;;;;
112;West-Nederland (LD);2010;52189.0;11948.0;8852.0;1114.0;7738.0;625.0;30764.0;22958.0;7806.0;29699.0;17263.0;8938.0;3498.0
113;West-Nederland (LD);2011;51776.0;12517.0;8422.0;903.0;7519.0;527.0;30310.0;24725.0;5585.0;30369.0;15466.0;12683.0;2220.0
114;West-Nederland (LD);2012;47087.0;9612.0;7778.0;749.0;7029.0;577.0;29120.0;24145.0;4975.0;28563.0;12304.0;14253.0;2006.0
115;West-Nederland (LD);2013;44725.0;9288.0;8348.0;579.0;7769.0;550.0;26539.0;9147.0;17392.0;33027.0;22500.0;9193.0;1334.0
116;Zuid-Nederland (LD);1985;10709.0;3856.0;2351.0;336.0;2015.0;1172.0;3330.0;2212.0;1118.0;6111.0;2901.0;2892.0;318.0
117;Zuid-Nederland (LD);1986;12824.0;5802.0;2301.0;351.0;1950.0;1148.0;3573.0;2231.0;1342.0;7352.0;3517.0;3489.0;346.0
118;Zuid-Nederland (LD);1987;11984.0;4725.0;2364.0;357.0;2007.0;992.0;3903.0;2687.0;1216.0;6360.0;3074.0;3042.0;244.0
119;Zuid-Nederland (LD);1988;11359.0;4301.0;2334.0;307.0;2027.0;774.0;3950.0;2775.0;1175.0;5882.0;2539.0;3130.0;213.0
120;Zuid-Nederland (LD);1989;13037.0;5979.0;2298.0;266.0;2032.0;681.0;4079.0;2925.0;1154.0;6694.0;2964.0;3377.0;353.0
121;Zuid-Nederland (LD);1990;13441.0;6101.0;2454.0;301.0;2153.0;644.0;4242.0;2929.0;1313.0;9438.0;4203.0;4714.0;521.0
122;Zuid-Nederland (LD);1991;14318.0;6032.0;2617.0;350.0;2267.0;733.0;4936.0;3493.0;1443.0;6904.0;3090.0;3335.0;479.0
123;Zuid-Nederland (LD);1992;13230.0;5281.0;2578.0;385.0;2193.0;598.0;4773.0;3520.0;1253.0;8647.0;3757.0;4249.0;641.0
124;Zuid-Nederland (LD);1993;14606.0;5930.0;2684.0;360.0;2324.0;653.0;5339.0;3851.0;1488.0;9270.0;4273.0;4276.0;721.0
125;Zuid-Nederland (LD);1994;15316.0;6158.0;2662.0;305.0;2357.0;600.0;5896.0;4444.0;1452.0;7344.0;2596.0;4091.0;657.0
126;Zuid-Nederland (LD);1995;16208.0;7126.0;2599.0;312.0;2287.0;567.0;5916.0;4259.0;1657.0;8048.0;2519.0;4808.0;721.0
127;Zuid-Nederland (LD);1996;17649.0;8001.0;2850.0;367.0;2483.0;613.0;6185.0;4342.0;1843.0;8072.0;2489.0;4809.0;774.0
128;Zuid-Nederland (LD);1997;17368.0;6896.0;2892.0;343.0;2549.0;449.0;7131.0;5192.0;1939.0;8691.0;2960.0;4833.0;898.0
129;Zuid-Nederland (LD);1998;17090.0;5489.0;2787.0;305.0;2482.0;460.0;8354.0;6756.0;1598.0;9287.0;2996.0;5532.0;759.0
130;Zuid-Nederland (LD);1999;17072.0;6398.0;2685.0;331.0;2354.0;388.0;7601.0;5891.0;1710.0;7546.0;2253.0;4672.0;621.0
131;Zuid-Nederland (LD);2000;18954.0;6254.0;2728.0;323.0;2405.0;380.0;9592.0;6922.0;2670.0;9044.0;2254.0;5688.0;1102.0
132;Zuid-Nederland (LD);2001;18695.0;6201.0;2776.0;379.0;2397.0;390.0;9328.0;7587.0;1741.0;7607.0;2012.0;4718.0;877.0
133;Zuid-Nederland (LD);2002;18753.0;6010.0;2770.0;379.0;2391.0;420.0;9553.0;7989.0;1564.0;9536.0;2597.0;6069.0;870.0
134;Zuid-Nederland (LD);2003;21253.0;8354.0;2739.0;467.0;2272.0;412.0;9748.0;7852.0;1896.0;7166.0;1816.0;4672.0;678.0
135;Zuid-Nederland (LD);2004;18805.0;5623.0;2526.0;418.0;2108.0;406.0;10250.0;8472.0;1778.0;7732.0;1890.0;5179.0;663.0
136;Zuid-Nederland (LD);2005;19977.0;5870.0;2460.0;395.0;2065.0;355.0;11292.0;9442.0;1850.0;7577.0;1850.0;4931.0;796.0
137;Zuid-Nederland (LD);2006;22678.0;6992.0;2529.0;422.0;2107.0;404.0;12753.0;10713.0;2040.0;7736.0;1993.0;4829.0;914.0
138;Zuid-Nederland (LD);2007;21886.0;6519.0;2587.0;479.0;2108.0;351.0;12429.0;10619.0;1810.0;10422.0;2547.0;6931.0;944.0
139;Zuid-Nederland (LD);2008;22579.0;5994.0;2798.0;502.0;2296.0;461.0;13326.0;11589.0;1737.0;8813.0;2593.0;5508.0;712.0
140;Zuid-Nederland (LD);2009;22688.0;6272.0;2501.0;600.0;1901.0;493.0;13422.0;11159.0;2263.0;8170.0;2830.0;4609.0;731.0
141;Zuid-Nederland (LD);2010;22035.0;5392.0;2511.0;637.0;1874.0;578.0;13554.0;10826.0;2728.0;8449.0;2659.0;5081.0;709.0
142;Zuid-Nederland (LD);2011;24654.0;6087.0;2449.0;523.0;1926.0;486.0;15632.0;12679.0;2953.0;8586.0;2823.0;5126.0;637.0
143;Zuid-Nederland (LD);2012;21271.0;4653.0;2949.0;433.0;2516.0;440.0;13229.0;10206.0;3023.0;7978.0;2744.0;4664.0;570.0
144;Zuid-Nederland (LD);2013;17429.0;4434.0;2634.0;379.0;2255.0;449.0;9912.0;6841.0;3071.0;8098.0;2768.0;4847.0;483.0
145;Groningen (PV);1985;1724.0;619.0;467.0;101.0;366.0;144.0;494.0;287.0;207.0;1130.0;322.0;788.0;20.0
146;Groningen (PV);1986;1741.0;733.0;447.0;73.0;374.0;120.0;441.0;235.0;206.0;1189.0;410.0;754.0;25.0
147;Groningen (PV);1987;1527.0;625.0;393.0;77.0;316.0;105.0;404.0;237.0;167.0;1370.0;496.0;853.0;21.0
148;Groningen (PV);1988;1479.0;596.0;399.0;84.0;315.0;100.0;384.0;236.0;148.0;978.0;283.0;670.0;25.0
149;Groningen (PV);1989;1714.0;800.0;437.0;58.0;379.0;71.0;406.0;235.0;171.0;1108.0;327.0;716.0;65.0
150;Groningen (PV);1990;1682.0;752.0;430.0;73.0;357.0;87.0;413.0;252.0;161.0;1152.0;380.0;716.0;56.0
151;Groningen (PV);1991;1816.0;839.0;456.0;83.0;373.0;72.0;449.0;254.0;195.0;1152.0;301.0;801.0;50.0
152;Groningen (PV);1992;1714.0;877.0;370.0;89.0;281.0;57.0;410.0;228.0;182.0;1060.0;290.0;732.0;38.0
153;Groningen (PV);1993;1538.0;699.0;348.0;30.0;318.0;59.0;432.0;252.0;180.0;1222.0;385.0;758.0;79.0
154;Groningen (PV);1994;1681.0;758.0;436.0;40.0;396.0;69.0;418.0;260.0;158.0;1090.0;348.0;677.0;65.0
155;Groningen (PV);1995;2057.0;932.0;499.0;54.0;445.0;68.0;558.0;382.0;176.0;1040.0;330.0;637.0;73.0
156;Groningen (PV);1996;2478.0;1326.0;487.0;33.0;454.0;84.0;581.0;375.0;206.0;1035.0;325.0;602.0;108.0
157;Groningen (PV);1997;1998.0;967.0;436.0;36.0;400.0;49.0;546.0;369.0;177.0;953.0;327.0;533.0;93.0
158;Groningen (PV);1998;1927.0;906.0;466.0;45.0;421.0;48.0;507.0;316.0;191.0;1077.0;332.0;652.0;93.0
159;Groningen (PV);1999;2064.0;1002.0;439.0;44.0;395.0;68.0;555.0;353.0;202.0;1022.0;333.0;613.0;76.0
160;Groningen (PV);2000;2025.0;887.0;426.0;38.0;388.0;56.0;656.0;402.0;254.0;1116.0;308.0;685.0;123.0
161;Groningen (PV);2001;2368.0;923.0;476.0;44.0;432.0;57.0;912.0;675.0;237.0;1128.0;302.0;691.0;135.0
162;Groningen (PV);2002;2420.0;978.0;450.0;54.0;396.0;56.0;936.0;707.0;229.0;1444.0;440.0;843.0;161.0
163;Groningen (PV);2003;3007.0;1441.0;446.0;61.0;385.0;52.0;1068.0;774.0;294.0;1065.0;295.0;669.0;101.0
164;Groningen (PV);2004;2373.0;1004.0;372.0;51.0;321.0;71.0;926.0;684.0;242.0;1070.0;300.0;705.0;65.0
165;Groningen (PV);2005;2332.0;787.0;372.0;62.0;310.0;50.0;1123.0;925.0;198.0;978.0;252.0;670.0;56.0
166;Groningen (PV);2006;3858.0;1281.0;481.0;89.0;392.0;82.0;2014.0;1727.0;287.0;1067.0;332.0;686.0;49.0
167;Groningen (PV);2007;2562.0;835.0;438.0;73.0;365.0;43.0;1246.0;1005.0;241.0;935.0;387.0;507.0;41.0
168;Groningen (PV);2008;3234.0;1006.0;499.0;102.0;397.0;64.0;1665.0;1459.0;206.0;1126.0;366.0;718.0;42.0
169;Groningen (PV);2009;3137.0;959.0;481.0;95.0;386.0;86.0;1611.0;1350.0;261.0;1009.0;347.0;561.0;101.0
170;Groningen (PV);2010;2769.0;651.0;435.0;135.0;300.0;77.0;1606.0;1275.0;331.0;1101.0;317.0;667.0;117.0
171;Groningen (PV);2011;3185.0;745.0;385.0;72.0;313.0;72.0;1983.0;1517.0;466.0;1135.0;340.0;722.0;73.0
172;Groningen (PV);2012;2138.0;558.0;381.0;73.0;308.0;65.0;1134.0;785.0;349.0;999.0;260.0;590.0;149.0
173;Groningen (PV);2013;2136.0;630.0;378.0;75.0;303.0;55.0;1073.0;328.0;745.0;1110.0;334.0;624.0;152.0
174;Friesland (PV);1985;1468.0;527.0;405.0;67.0;338.0;245.0;291.0;179.0;112.0;456.0;107.0;338.0;11.0
175;Friesland (PV);1986;1587.0;719.0;402.0;71.0;331.0;196.0;270.0;166.0;104.0;494.0;107.0;362.0;25.0
176;Friesland (PV);1987;1633.0;718.0;389.0;77.0;312.0;185.0;341.0;208.0;133.0;602.0;130.0;446.0;26.0
177;Friesland (PV);1988;1548.0;677.0;348.0;60.0;288.0;152.0;371.0;250.0;121.0;537.0;117.0;404.0;16.0
178;Friesland (PV);1989;1710.0;839.0;367.0;58.0;309.0;129.0;375.0;238.0;137.0;624.0;95.0;505.0;24.0
179;Friesland (PV);1990;1744.0;785.0;391.0;65.0;326.0;140.0;428.0;296.0;132.0;727.0;158.0;534.0;35.0
