ID;Brandstofsoort;LeeftijdVoertuig;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6;TotaalGemiddeldJaarkilometrage_7;GemiddeldJaarkilometrageInNederland_8;GemiddeldJaarkilometrageInBuitenland_9;NederlandseBestelautoSInGebruik_10
238;Totaal;6 jaar;2011;1122.6;1077.7;44.9;1122.6;1077.7;44.9;18818.0;18065.0;753.0;59654.0
239;Totaal;6 jaar;2012;1062.0;1019.5;42.5;1062.0;1019.5;42.5;18667.0;17920.0;747.0;56891.0
240;Totaal;6 jaar;2013;1370.0;1315.2;54.8;1370.0;1315.2;54.8;19083.0;18319.0;763.0;71792.0
241;Totaal;6 jaar;2014;1456.7;1398.5;58.3;1456.7;1398.5;58.3;19474.0;18695.0;779.0;74803.0
242;Totaal;6 jaar;2015;915.8;879.1;36.6;915.8;879.1;36.6;19780.0;18989.0;791.0;46298.0
243;Totaal;6 jaar;2016;961.5;920.2;41.3;961.5;920.2;41.3;20007.0;19147.0;860.0;48060.0
244;Totaal;6 jaar;2017;1175.6;1125.0;50.6;1175.6;1125.0;50.6;20113.0;19248.0;865.0;58449.0
245;Totaal;6 jaar;2018;1107.7;1062.3;45.4;1107.7;1062.3;45.4;19643.0;18838.0;805.0;56390.0
246;Totaal;6 jaar;2019;1006.7;964.4;42.3;1006.7;964.4;42.3;19208.0;18401.0;807.0;52411.0
247;Totaal;6 jaar;2020;1017.7;976.0;41.7;1017.7;976.0;41.7;18614.0;17851.0;763.0;54672.0
248;Totaal;7 jaar;1990;311.0;302.0;9.0;315.0;302.0;13.0;;;;
249;Totaal;7 jaar;1991;378.0;367.0;11.0;383.0;367.0;15.0;;;;
250;Totaal;7 jaar;1992;522.0;507.0;15.0;528.0;507.0;21.0;;;;
251;Totaal;7 jaar;1993;570.0;552.0;17.0;575.0;552.0;23.0;;;;
252;Totaal;7 jaar;1994;533.0;517.0;17.0;538.0;517.0;22.0;;;;
253;Totaal;7 jaar;1995;493.0;477.0;16.0;497.0;477.0;20.0;;;;
254;Totaal;7 jaar;1996;469.0;453.0;16.0;472.0;453.0;19.0;;;;
255;Totaal;7 jaar;1997;458.0;442.0;16.0;460.0;442.0;18.0;;;;
256;Totaal;7 jaar;1998;450.0;433.0;16.0;451.0;433.0;18.0;;;;
257;Totaal;7 jaar;1999;440.0;423.0;17.0;441.0;423.0;18.0;;;;
258;Totaal;7 jaar;2000;423.0;406.0;16.0;423.0;406.0;17.0;;;;
259;Totaal;7 jaar;2001;388.4;372.9;15.5;388.4;372.9;15.5;15439.0;14821.0;618.0;25160.0
260;Totaal;7 jaar;2002;558.0;535.7;22.3;558.0;535.7;22.3;15652.0;15026.0;626.0;35650.0
261;Totaal;7 jaar;2003;970.3;931.5;38.8;970.3;931.5;38.8;16236.0;15587.0;649.0;59761.0
262;Totaal;7 jaar;2004;1234.0;1184.6;49.4;1234.0;1184.6;49.4;16505.0;15844.0;660.0;74766.0
263;Totaal;7 jaar;2005;1531.7;1470.5;61.3;1531.7;1470.5;61.3;16331.0;15678.0;653.0;93791.0
264;Totaal;7 jaar;2006;1413.7;1357.1;56.5;1413.7;1357.1;56.5;16096.0;15452.0;644.0;87827.0
265;Totaal;7 jaar;2007;1297.8;1245.9;51.9;1297.8;1245.9;51.9;17362.0;16668.0;694.0;74750.0
266;Totaal;7 jaar;2008;1197.3;1149.4;47.9;1197.3;1149.4;47.9;17523.0;16822.0;701.0;68330.0
267;Totaal;7 jaar;2009;1097.5;1053.6;43.9;1097.5;1053.6;43.9;16767.0;16096.0;671.0;65458.0
268;Totaal;7 jaar;2010;1113.3;1068.8;44.5;1113.3;1068.8;44.5;17378.0;16683.0;695.0;64063.0
269;Totaal;7 jaar;2011;1316.3;1263.6;52.7;1316.3;1263.6;52.7;17706.0;16997.0;708.0;74343.0
270;Totaal;7 jaar;2012;962.0;923.5;38.5;962.0;923.5;38.5;17546.0;16844.0;702.0;54826.0
271;Totaal;7 jaar;2013;913.6;877.1;36.5;913.6;877.1;36.5;17564.0;16861.0;703.0;52016.0
272;Totaal;7 jaar;2014;1240.4;1190.8;49.6;1240.4;1190.8;49.6;18615.0;17871.0;745.0;66633.0
273;Totaal;7 jaar;2015;1351.3;1297.3;54.1;1351.3;1297.3;54.1;18990.0;18230.0;760.0;71160.0
274;Totaal;7 jaar;2016;858.3;821.4;36.9;858.3;821.4;36.9;18865.0;18053.0;811.0;45497.0
275;Totaal;7 jaar;2017;889.8;851.6;38.3;889.8;851.6;38.3;18904.0;18091.0;813.0;47071.0
276;Totaal;7 jaar;2018;1078.8;1034.6;44.2;1078.8;1034.6;44.2;18865.0;18091.0;773.0;57187.0
277;Totaal;7 jaar;2019;1000.9;958.8;42.0;1000.9;958.8;42.0;18234.0;17468.0;766.0;54891.0
278;Totaal;7 jaar;2020;894.1;857.4;36.7;894.1;857.4;36.7;17680.0;16955.0;725.0;50570.0
279;Totaal;8 jaar;1990;273.0;266.0;8.0;277.0;266.0;11.0;;;;
280;Totaal;8 jaar;1991;248.0;240.0;7.0;250.0;240.0;10.0;;;;
281;Totaal;8 jaar;1992;328.0;318.0;10.0;331.0;318.0;13.0;;;;
282;Totaal;8 jaar;1993;357.0;347.0;11.0;361.0;347.0;14.0;;;;
283;Totaal;8 jaar;1994;386.0;374.0;12.0;389.0;374.0;16.0;;;;
284;Totaal;8 jaar;1995;412.0;399.0;14.0;415.0;399.0;17.0;;;;
285;Totaal;8 jaar;1996;454.0;438.0;15.0;457.0;438.0;18.0;;;;
286;Totaal;8 jaar;1997;516.0;497.0;18.0;518.0;497.0;21.0;;;;
287;Totaal;8 jaar;1998;593.0;571.0;22.0;595.0;571.0;24.0;;;;
288;Totaal;8 jaar;1999;685.0;659.0;26.0;687.0;659.0;27.0;;;;
289;Totaal;8 jaar;2000;788.0;757.0;31.0;789.0;757.0;32.0;;;;
290;Totaal;8 jaar;2001;882.3;847.0;35.3;882.3;847.0;35.3;13845.0;13291.0;554.0;63727.0
291;Totaal;8 jaar;2002;346.0;332.1;13.8;346.0;332.1;13.8;14069.0;13506.0;563.0;24590.0
292;Totaal;8 jaar;2003;500.4;480.4;20.0;500.4;480.4;20.0;14629.0;14043.0;585.0;34208.0
293;Totaal;8 jaar;2004;828.2;795.0;33.1;828.2;795.0;33.1;15295.0;14683.0;612.0;54146.0
294;Totaal;8 jaar;2005;1065.4;1022.8;42.6;1065.4;1022.8;42.6;15103.0;14499.0;604.0;70543.0
295;Totaal;8 jaar;2006;1287.4;1235.9;51.5;1287.4;1235.9;51.5;15726.0;15097.0;629.0;81863.0
296;Totaal;8 jaar;2007;1225.6;1176.6;49.0;1225.6;1176.6;49.0;16012.0;15372.0;640.0;76539.0
297;Totaal;8 jaar;2008;1154.1;1108.0;46.2;1154.1;1108.0;46.2;16444.0;15786.0;658.0;70186.0
298;Totaal;8 jaar;2009;992.9;953.2;39.7;992.9;953.2;39.7;15936.0;15298.0;637.0;62306.0
299;Totaal;8 jaar;2010;1008.1;967.8;40.3;1008.1;967.8;40.3;16114.0;15470.0;645.0;62560.0
300;Totaal;8 jaar;2011;1022.4;981.5;40.9;1022.4;981.5;40.9;16901.0;16225.0;676.0;60492.0
301;Totaal;8 jaar;2012;1153.8;1107.7;46.2;1153.8;1107.7;46.2;16798.0;16126.0;672.0;68688.0
302;Totaal;8 jaar;2013;835.3;801.9;33.4;835.3;801.9;33.4;16687.0;16020.0;667.0;50056.0
303;Totaal;8 jaar;2014;823.3;790.4;32.9;823.3;790.4;32.9;17232.0;16542.0;689.0;47778.0
304;Totaal;8 jaar;2015;1145.1;1099.3;45.8;1145.1;1099.3;45.8;18205.0;17476.0;728.0;62902.0
305;Totaal;8 jaar;2016;1258.5;1204.3;54.1;1258.5;1204.3;54.1;18132.0;17352.0;780.0;69407.0
306;Totaal;8 jaar;2017;792.0;758.0;34.1;792.0;758.0;34.1;17865.0;17097.0;768.0;44334.0
307;Totaal;8 jaar;2018;814.0;780.6;33.4;814.0;780.6;33.4;17736.0;17009.0;727.0;45893.0
308;Totaal;8 jaar;2019;969.1;928.4;40.7;969.1;928.4;40.7;17488.0;16754.0;735.0;55415.0
309;Totaal;8 jaar;2020;877.1;841.1;36.0;877.1;841.1;36.0;16752.0;16065.0;687.0;52357.0
310;Totaal;9 jaar of ouder;1990;671.0;652.0;19.0;680.0;652.0;29.0;;;;
311;Totaal;9 jaar of ouder;1991;627.0;609.0;19.0;636.0;609.0;26.0;;;;
312;Totaal;9 jaar of ouder;1992;678.0;657.0;20.0;685.0;657.0;28.0;;;;
313;Totaal;9 jaar of ouder;1993;733.0;710.0;23.0;741.0;710.0;30.0;;;;
314;Totaal;9 jaar of ouder;1994;832.0;804.0;28.0;839.0;804.0;34.0;;;;
315;Totaal;9 jaar of ouder;1995;925.0;894.0;31.0;933.0;894.0;36.0;;;;
316;Totaal;9 jaar of ouder;1996;1055.0;1018.0;35.0;1061.0;1018.0;42.0;;;;
317;Totaal;9 jaar of ouder;1997;1234.0;1190.0;43.0;1241.0;1190.0;50.0;;;;
318;Totaal;9 jaar of ouder;1998;1457.0;1403.0;52.0;1462.0;1403.0;59.0;;;;
319;Totaal;9 jaar of ouder;1999;1723.0;1659.0;66.0;1728.0;1659.0;70.0;;;;
320;Totaal;9 jaar of ouder;2000;2023.0;1944.0;79.0;2026.0;1944.0;82.0;;;;
321;Totaal;9 jaar of ouder;2001;2305.7;2213.5;92.2;2305.7;2213.5;92.2;11818.0;11345.0;473.0;195106.0
322;Totaal;9 jaar of ouder;2002;2532.4;2431.1;101.3;2532.4;2431.1;101.3;11115.0;10670.0;445.0;227838.0
323;Totaal;9 jaar of ouder;2003;2387.6;2292.1;95.5;2387.6;2292.1;95.5;10850.0;10416.0;434.0;220048.0
324;Totaal;9 jaar of ouder;2004;2508.2;2407.9;100.3;2508.2;2407.9;100.3;11206.0;10758.0;448.0;223831.0
325;Totaal;9 jaar of ouder;2005;2664.4;2557.9;106.6;2664.4;2557.9;106.6;11013.0;10572.0;441.0;241940.0
326;Totaal;9 jaar of ouder;2006;2833.3;2720.0;113.3;2833.3;2720.0;113.3;11160.0;10713.0;446.0;253887.0
327;Totaal;9 jaar of ouder;2007;3432.9;3295.5;137.3;3432.9;3295.5;137.3;11979.0;11500.0;479.0;286575.0
328;Totaal;9 jaar of ouder;2008;3842.6;3688.9;153.7;3842.6;3688.9;153.7;12051.0;11569.0;482.0;318860.0
329;Totaal;9 jaar of ouder;2009;4175.5;4008.4;167.0;4175.5;4008.4;167.0;12054.0;11572.0;482.0;346391.0
330;Totaal;9 jaar of ouder;2010;4416.1;4239.4;176.6;4416.1;4239.4;176.6;12107.0;11623.0;484.0;364749.0
331;Totaal;9 jaar of ouder;2011;4659.2;4472.8;186.4;4659.2;4472.8;186.4;12334.0;11841.0;493.0;377744.0
332;Totaal;9 jaar of ouder;2012;4774.9;4583.9;191.0;4774.9;4583.9;191.0;12401.0;11905.0;496.0;385051.0
333;Totaal;9 jaar of ouder;2013;5105.8;4901.6;204.2;5105.8;4901.6;204.2;12734.0;12224.0;509.0;400974.0
334;Totaal;9 jaar of ouder;2014;5246.5;5036.7;209.9;5246.5;5036.7;209.9;13024.0;12503.0;521.0;402828.0
335;Totaal;9 jaar of ouder;2015;5341.1;5127.5;213.6;5341.1;5127.5;213.6;13181.0;12654.0;527.0;405198.0
336;Totaal;9 jaar of ouder;2016;5764.1;5516.2;247.9;5764.1;5516.2;247.9;13404.0;12828.0;576.0;430022.0
337;Totaal;9 jaar of ouder;2017;6153.8;5889.2;264.6;6153.8;5889.2;264.6;13425.0;12848.0;577.0;458369.0
338;Totaal;9 jaar of ouder;2018;5997.4;5751.5;245.9;5997.4;5751.5;245.9;13057.0;12522.0;535.0;459310.0
339;Totaal;9 jaar of ouder;2019;5765.4;5523.2;242.1;5765.4;5523.2;242.1;12561.0;12033.0;528.0;459007.0
340;Totaal;9 jaar of ouder;2020;5555.6;5327.8;227.8;5555.6;5327.8;227.8;11908.0;11420.0;488.0;466526.0
341;Benzine;Totaal;1990;1785.0;1736.0;50.0;1808.0;1736.0;72.0;;;;
342;Benzine;Totaal;1991;1741.0;1691.0;50.0;1761.0;1691.0;71.0;;;;
343;Benzine;Totaal;1992;1745.0;1693.0;52.0;1764.0;1693.0;71.0;;;;
344;Benzine;Totaal;1993;1762.0;1709.0;54.0;1780.0;1709.0;71.0;;;;
345;Benzine;Totaal;1994;1605.0;1554.0;51.0;1619.0;1554.0;65.0;;;;
346;Benzine;Totaal;1995;1437.0;1389.0;47.0;1448.0;1389.0;58.0;;;;
347;Benzine;Totaal;1996;1312.0;1267.0;45.0;1320.0;1267.0;53.0;;;;
348;Benzine;Totaal;1997;1217.0;1174.0;43.0;1223.0;1174.0;49.0;;;;
349;Benzine;Totaal;1998;1120.0;1079.0;41.0;1124.0;1079.0;45.0;;;;
350;Benzine;Totaal;1999;1002.0;964.0;38.0;1005.0;964.0;40.0;;;;
351;Benzine;Totaal;2000;851.0;817.0;33.0;852.0;817.0;34.0;;;;
352;Benzine;Totaal;2001;643.6;617.8;25.7;643.6;617.8;25.7;7882.0;7567.0;315.0;81652.0
353;Benzine;Totaal;2002;547.8;525.9;21.9;547.8;525.9;21.9;7454.0;7156.0;298.0;73491.0
354;Benzine;Totaal;2003;476.3;457.2;19.1;476.3;457.2;19.1;7199.0;6911.0;288.0;66162.0
355;Benzine;Totaal;2004;476.2;457.1;19.0;476.2;457.1;19.0;7892.0;7577.0;316.0;60334.0
356;Benzine;Totaal;2005;407.9;391.5;16.3;407.9;391.5;16.3;7493.0;7193.0;300.0;54431.0
357;Benzine;Totaal;2006;337.9;324.4;13.5;337.9;324.4;13.5;6983.0;6704.0;279.0;48387.0
358;Benzine;Totaal;2007;295.3;283.5;11.8;295.3;283.5;11.8;6746.0;6476.0;270.0;43777.0
359;Benzine;Totaal;2008;264.2;253.6;10.6;264.2;253.6;10.6;6498.0;6238.0;260.0;40653.0
360;Benzine;Totaal;2009;254.1;244.0;10.2;254.1;244.0;10.2;6760.0;6489.0;270.0;37595.0
361;Benzine;Totaal;2010;234.1;224.7;9.4;234.1;224.7;9.4;6648.0;6383.0;266.0;35205.0
362;Benzine;Totaal;2011;206.7;198.4;8.3;206.7;198.4;8.3;6244.0;5994.0;250.0;33104.0
363;Benzine;Totaal;2012;174.4;167.4;7.0;174.4;167.4;7.0;5647.0;5421.0;226.0;30887.0
364;Benzine;Totaal;2013;167.2;160.5;6.7;167.2;160.5;6.7;5719.0;5490.0;229.0;29236.0
365;Benzine;Totaal;2014;162.8;156.3;6.5;162.8;156.3;6.5;5741.0;5511.0;230.0;28363.0
366;Benzine;Totaal;2015;152.4;146.3;6.1;152.4;146.3;6.1;5577.0;5354.0;223.0;27330.0
367;Benzine;Totaal;2016;156.7;149.9;6.7;156.7;149.9;6.7;5634.0;5392.0;242.0;27805.0
368;Benzine;Totaal;2017;167.0;159.8;7.2;167.0;159.8;7.2;5819.0;5569.0;250.0;28695.0
369;Benzine;Totaal;2018;177.3;170.1;7.3;177.3;170.1;7.3;5913.0;5671.0;242.0;29992.0
370;Benzine;Totaal;2019;193.8;185.7;8.1;193.8;185.7;8.1;6164.0;5905.0;259.0;31444.0
371;Benzine;Totaal;2020;195.2;187.2;8.0;195.2;187.2;8.0;5946.0;5702.0;244.0;32827.0
372;Benzine;0 jaar;1990;114.0;111.0;3.0;116.0;111.0;5.0;;;;
373;Benzine;0 jaar;1991;161.0;157.0;5.0;163.0;157.0;7.0;;;;
374;Benzine;0 jaar;1992;178.0;173.0;5.0;180.0;173.0;7.0;;;;
375;Benzine;0 jaar;1993;180.0;174.0;5.0;181.0;174.0;7.0;;;;
376;Benzine;0 jaar;1994;159.0;154.0;5.0;160.0;154.0;6.0;;;;
377;Benzine;0 jaar;1995;137.0;133.0;5.0;138.0;133.0;6.0;;;;
378;Benzine;0 jaar;1996;119.0;115.0;4.0;120.0;115.0;5.0;;;;
379;Benzine;0 jaar;1997;104.0;100.0;4.0;104.0;100.0;4.0;;;;
380;Benzine;0 jaar;1998;86.0;83.0;3.0;87.0;83.0;3.0;;;;
381;Benzine;0 jaar;1999;66.0;63.0;2.0;66.0;63.0;3.0;;;;
382;Benzine;0 jaar;2000;40.0;38.0;2.0;40.0;38.0;2.0;;;;
383;Benzine;0 jaar;2001;8.5;8.1;0.3;8.5;8.1;0.3;7252.0;6962.0;290.0;1169.0
384;Benzine;0 jaar;2002;6.9;6.6;0.3;6.9;6.6;0.3;7574.0;7271.0;303.0;914.0
385;Benzine;0 jaar;2003;7.7;7.4;0.3;7.7;7.4;0.3;8313.0;7980.0;333.0;924.0
386;Benzine;0 jaar;2004;5.8;5.5;0.2;5.8;5.5;0.2;6850.0;6576.0;274.0;840.0
387;Benzine;0 jaar;2005;6.3;6.0;0.3;6.3;6.0;0.3;8131.0;7806.0;325.0;773.0
388;Benzine;0 jaar;2006;4.6;4.4;0.2;4.6;4.4;0.2;7378.0;7083.0;295.0;621.0
389;Benzine;0 jaar;2007;3.0;2.9;0.1;3.0;2.9;0.1;5320.0;5107.0;213.0;559.0
390;Benzine;0 jaar;2008;4.4;4.3;0.2;4.4;4.3;0.2;5768.0;5537.0;231.0;769.0
391;Benzine;0 jaar;2009;4.9;4.7;0.2;4.9;4.7;0.2;7910.0;7594.0;316.0;614.0
392;Benzine;0 jaar;2010;3.5;3.3;0.1;3.5;3.3;0.1;6325.0;6072.0;253.0;551.0
393;Benzine;0 jaar;2011;3.8;3.6;0.2;3.8;3.6;0.2;7457.0;7158.0;298.0;505.0
394;Benzine;0 jaar;2012;2.9;2.7;0.1;2.9;2.7;0.1;7890.0;7574.0;316.0;363.0
395;Benzine;0 jaar;2013;2.3;2.2;0.1;2.3;2.2;0.1;6737.0;6468.0;269.0;347.0
396;Benzine;0 jaar;2014;2.8;2.7;0.1;2.8;2.7;0.1;6498.0;6238.0;260.0;436.0
397;Benzine;0 jaar;2015;3.4;3.3;0.1;3.4;3.3;0.1;7018.0;6737.0;281.0;486.0
398;Benzine;0 jaar;2016;4.5;4.3;0.2;4.5;4.3;0.2;6745.0;6455.0;290.0;670.0
399;Benzine;0 jaar;2017;5.7;5.4;0.2;5.7;5.4;0.2;7057.0;6754.0;303.0;806.0
400;Benzine;0 jaar;2018;7.9;7.6;0.3;7.9;7.6;0.3;7235.0;6939.0;297.0;1095.0
401;Benzine;0 jaar;2019;11.0;10.6;0.5;11.0;10.6;0.5;8550.0;8191.0;359.0;1291.0
402;Benzine;0 jaar;2020;6.0;5.8;0.2;6.0;5.8;0.2;7887.0;7563.0;323.0;761.0
403;Benzine;1 jaar;1990;145.0;141.0;4.0;147.0;141.0;6.0;;;;
404;Benzine;1 jaar;1991;189.0;184.0;5.0;191.0;184.0;8.0;;;;
405;Benzine;1 jaar;1992;207.0;201.0;6.0;210.0;201.0;8.0;;;;
406;Benzine;1 jaar;1993;209.0;203.0;6.0;212.0;203.0;8.0;;;;
407;Benzine;1 jaar;1994;186.0;180.0;6.0;188.0;180.0;8.0;;;;
408;Benzine;1 jaar;1995;162.0;156.0;5.0;163.0;156.0;7.0;;;;
409;Benzine;1 jaar;1996;142.0;137.0;5.0;142.0;137.0;6.0;;;;
410;Benzine;1 jaar;1997;124.0;120.0;4.0;125.0;120.0;5.0;;;;
411;Benzine;1 jaar;1998;105.0;101.0;4.0;106.0;101.0;4.0;;;;
412;Benzine;1 jaar;1999;83.0;79.0;3.0;83.0;79.0;3.0;;;;
413;Benzine;1 jaar;2000;54.0;52.0;2.0;54.0;52.0;2.0;;;;
414;Benzine;1 jaar;2001;19.4;18.6;0.8;19.4;18.6;0.8;12988.0;12468.0;520.0;1491.0
415;Benzine;1 jaar;2002;14.3;13.8;0.6;14.3;13.8;0.6;13089.0;12565.0;524.0;1094.0
416;Benzine;1 jaar;2003;11.9;11.4;0.5;11.9;11.4;0.5;13125.0;12600.0;525.0;906.0
417;Benzine;1 jaar;2004;12.8;12.2;0.5;12.8;12.2;0.5;13399.0;12863.0;536.0;952.0
418;Benzine;1 jaar;2005;10.1;9.7;0.4;10.1;9.7;0.4;12380.0;11885.0;495.0;819.0
419;Benzine;1 jaar;2006;8.4;8.0;0.3;8.4;8.0;0.3;11381.0;10926.0;455.0;736.0
420;Benzine;1 jaar;2007;8.4;8.0;0.3;8.4;8.0;0.3;13303.0;12771.0;532.0;629.0
421;Benzine;1 jaar;2008;6.3;6.1;0.3;6.3;6.1;0.3;11344.0;10890.0;454.0;558.0
422;Benzine;1 jaar;2009;9.6;9.2;0.4;9.6;9.2;0.4;13006.0;12486.0;520.0;736.0
423;Benzine;1 jaar;2010;8.5;8.2;0.3;8.5;8.2;0.3;14312.0;13740.0;572.0;594.0
424;Benzine;1 jaar;2011;6.9;6.7;0.3;6.9;6.7;0.3;12486.0;11987.0;499.0;555.0
425;Benzine;1 jaar;2012;6.4;6.1;0.3;6.4;6.1;0.3;13252.0;12722.0;530.0;483.0
426;Benzine;1 jaar;2013;4.6;4.4;0.2;4.6;4.4;0.2;13541.0;12999.0;542.0;341.0
427;Benzine;1 jaar;2014;4.5;4.3;0.2;4.5;4.3;0.2;13198.0;12670.0;528.0;340.0
428;Benzine;1 jaar;2015;4.9;4.7;0.2;4.9;4.7;0.2;12110.0;11626.0;484.0;406.0
429;Benzine;1 jaar;2016;5.0;4.8;0.2;5.0;4.8;0.2;11826.0;11318.0;509.0;425.0
430;Benzine;1 jaar;2017;8.2;7.8;0.4;8.2;7.8;0.4;13476.0;12896.0;579.0;609.0
431;Benzine;1 jaar;2018;9.8;9.4;0.4;9.8;9.4;0.4;13448.0;12896.0;551.0;730.0
432;Benzine;1 jaar;2019;17.1;16.4;0.7;17.1;16.4;0.7;15217.0;14578.0;639.0;1125.0
433;Benzine;1 jaar;2020;17.1;16.4;0.7;17.1;16.4;0.7;13999.0;13425.0;574.0;1222.0
434;Benzine;2 jaar;1990;195.0;190.0;5.0;198.0;190.0;8.0;;;;
435;Benzine;2 jaar;1991;151.0;147.0;4.0;153.0;147.0;6.0;;;;
436;Benzine;2 jaar;1992;177.0;172.0;5.0;179.0;172.0;7.0;;;;
437;Benzine;2 jaar;1993;179.0;174.0;5.0;181.0;174.0;7.0;;;;
438;Benzine;2 jaar;1994;160.0;155.0;5.0;162.0;155.0;6.0;;;;
439;Benzine;2 jaar;1995;141.0;136.0;5.0;142.0;136.0;6.0;;;;
440;Benzine;2 jaar;1996;125.0;121.0;4.0;126.0;121.0;5.0;;;;
441;Benzine;2 jaar;1997;112.0;108.0;4.0;113.0;108.0;5.0;;;;
442;Benzine;2 jaar;1998;98.0;95.0;4.0;99.0;95.0;4.0;;;;
443;Benzine;2 jaar;1999;81.0;78.0;3.0;82.0;78.0;3.0;;;;
444;Benzine;2 jaar;2000;60.0;58.0;2.0;60.0;58.0;2.0;;;;
445;Benzine;2 jaar;2001;33.4;32.1;1.3;33.4;32.1;1.3;13130.0;12605.0;525.0;2544.0
446;Benzine;2 jaar;2002;18.1;17.3;0.7;18.1;17.3;0.7;12653.0;12147.0;506.0;1428.0
447;Benzine;2 jaar;2003;13.5;13.0;0.5;13.5;13.0;0.5;12549.0;12047.0;502.0;1079.0
448;Benzine;2 jaar;2004;12.0;11.5;0.5;12.0;11.5;0.5;12653.0;12147.0;506.0;946.0
449;Benzine;2 jaar;2005;12.2;11.7;0.5;12.2;11.7;0.5;13092.0;12568.0;524.0;934.0
450;Benzine;2 jaar;2006;9.2;8.8;0.4;9.2;8.8;0.4;11424.0;10967.0;457.0;806.0
451;Benzine;2 jaar;2007;8.2;7.9;0.3;8.2;7.9;0.3;10813.0;10381.0;433.0;761.0
452;Benzine;2 jaar;2008;7.9;7.6;0.3;7.9;7.6;0.3;12059.0;11577.0;482.0;655.0
453;Benzine;2 jaar;2009;5.9;5.7;0.2;5.9;5.7;0.2;10499.0;10079.0;420.0;561.0
454;Benzine;2 jaar;2010;9.5;9.1;0.4;9.5;9.1;0.4;13006.0;12486.0;520.0;728.0
455;Benzine;2 jaar;2011;7.6;7.3;0.3;7.6;7.3;0.3;12643.0;12137.0;506.0;605.0
456;Benzine;2 jaar;2012;6.5;6.3;0.3;6.5;6.3;0.3;11993.0;11513.0;480.0;546.0
457;Benzine;2 jaar;2013;5.6;5.4;0.2;5.6;5.4;0.2;11769.0;11298.0;471.0;474.0
458;Benzine;2 jaar;2014;4.2;4.1;0.2;4.2;4.1;0.2;12313.0;11820.0;493.0;344.0
459;Benzine;2 jaar;2015;4.0;3.8;0.2;4.0;3.8;0.2;12371.0;11876.0;495.0;320.0
460;Benzine;2 jaar;2016;5.3;5.0;0.2;5.3;5.0;0.2;11879.0;11368.0;511.0;443.0
461;Benzine;2 jaar;2017;5.2;5.0;0.2;5.2;5.0;0.2;10680.0;10220.0;459.0;486.0
462;Benzine;2 jaar;2018;7.4;7.1;0.3;7.4;7.1;0.3;11720.0;11240.0;481.0;632.0
463;Benzine;2 jaar;2019;8.7;8.3;0.4;8.7;8.3;0.4;12298.0;11782.0;517.0;705.0
464;Benzine;2 jaar;2020;11.4;11.0;0.5;11.4;11.0;0.5;13282.0;12737.0;545.0;861.0
465;Benzine;3 jaar;1990;307.0;298.0;9.0;311.0;298.0;12.0;;;;
466;Benzine;3 jaar;1991;160.0;156.0;5.0;162.0;156.0;6.0;;;;
467;Benzine;3 jaar;1992;133.0;129.0;4.0;134.0;129.0;5.0;;;;
468;Benzine;3 jaar;1993;134.0;130.0;4.0;135.0;130.0;5.0;;;;
469;Benzine;3 jaar;1994;121.0;117.0;4.0;122.0;117.0;5.0;;;;
470;Benzine;3 jaar;1995;106.0;103.0;3.0;107.0;103.0;4.0;;;;
471;Benzine;3 jaar;1996;95.0;92.0;3.0;95.0;92.0;4.0;;;;
472;Benzine;3 jaar;1997;85.0;82.0;3.0;86.0;82.0;3.0;;;;
473;Benzine;3 jaar;1998;75.0;73.0;3.0;76.0;73.0;3.0;;;;
474;Benzine;3 jaar;1999;63.0;61.0;2.0;64.0;61.0;3.0;;;;
475;Benzine;3 jaar;2000;48.0;46.0;2.0;48.0;46.0;2.0;;;;
476;Benzine;3 jaar;2001;28.8;27.6;1.2;28.8;27.6;1.2;12633.0;12128.0;505.0;2279.0
477;Benzine;3 jaar;2002;29.0;27.9;1.2;29.0;27.9;1.2;12059.0;11577.0;482.0;2407.0
478;Benzine;3 jaar;2003;16.9;16.3;0.7;16.9;16.3;0.7;11639.0;11173.0;466.0;1456.0
479;Benzine;3 jaar;2004;12.1;11.7;0.5;12.1;11.7;0.5;11686.0;11218.0;467.0;1039.0
480;Benzine;3 jaar;2005;11.1;10.7;0.4;11.1;10.7;0.4;12135.0;11649.0;485.0;917.0
481;Benzine;3 jaar;2006;10.7;10.3;0.4;10.7;10.3;0.4;11893.0;11417.0;476.0;902.0
482;Benzine;3 jaar;2007;8.8;8.4;0.4;8.8;8.4;0.4;10817.0;10385.0;433.0;812.0
483;Benzine;3 jaar;2008;8.4;8.1;0.3;8.4;8.1;0.3;10438.0;10021.0;418.0;804.0
484;Benzine;3 jaar;2009;7.4;7.1;0.3;7.4;7.1;0.3;11236.0;10786.0;449.0;657.0
485;Benzine;3 jaar;2010;5.8;5.6;0.2;5.8;5.6;0.2;10482.0;10063.0;419.0;557.0
486;Benzine;3 jaar;2011;7.7;7.4;0.3;7.7;7.4;0.3;10737.0;10308.0;429.0;718.0
487;Benzine;3 jaar;2012;7.1;6.8;0.3;7.1;6.8;0.3;11864.0;11390.0;475.0;597.0
488;Benzine;3 jaar;2013;6.4;6.2;0.3;6.4;6.2;0.3;11986.0;11507.0;479.0;537.0
