ID;RegioSSituatie2013;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5
753;Zuidwest-Overijssel (CR);2038;74.5;26.9;43.1;4.1;0.4
754;Zuidwest-Overijssel (CR);2039;74.5;27.1;42.9;4.1;0.4
755;Zuidwest-Overijssel (CR);2040;74.6;27.2;42.9;4.1;0.4
756;Twente (CR);2014;272.7;93.7;161.4;16.2;1.5
757;Twente (CR);2015;274.4;95.1;161.6;16.2;1.5
758;Twente (CR);2016;276.1;96.1;162.3;16.2;1.5
759;Twente (CR);2017;277.9;97.4;162.7;16.3;1.5
760;Twente (CR);2018;279.4;98.4;163.1;16.4;1.5
761;Twente (CR);2019;281.0;99.5;163.6;16.4;1.5
762;Twente (CR);2020;282.5;100.7;163.9;16.4;1.5
763;Twente (CR);2021;283.8;101.8;164.1;16.4;1.5
764;Twente (CR);2022;285.2;102.9;164.4;16.3;1.5
765;Twente (CR);2023;286.3;104.0;164.5;16.2;1.5
766;Twente (CR);2024;287.4;105.1;164.5;16.3;1.5
767;Twente (CR);2025;288.6;106.2;164.7;16.2;1.5
768;Twente (CR);2026;289.5;107.1;164.7;16.1;1.5
769;Twente (CR);2027;290.1;107.9;164.7;15.9;1.5
770;Twente (CR);2028;290.6;108.8;164.5;15.8;1.5
771;Twente (CR);2029;291.6;109.8;164.6;15.7;1.5
772;Twente (CR);2030;292.5;110.9;164.5;15.6;1.5
773;Twente (CR);2031;293.2;111.8;164.3;15.6;1.6
774;Twente (CR);2032;293.6;112.4;164.1;15.6;1.5
775;Twente (CR);2033;294.1;113.1;163.9;15.6;1.5
776;Twente (CR);2034;294.4;113.8;163.6;15.5;1.5
777;Twente (CR);2035;294.7;114.2;163.4;15.6;1.6
778;Twente (CR);2036;294.8;114.9;162.8;15.6;1.5
779;Twente (CR);2037;294.9;115.5;162.3;15.5;1.5
780;Twente (CR);2038;295.0;115.9;162.1;15.5;1.5
781;Twente (CR);2039;295.0;116.4;161.6;15.5;1.5
782;Twente (CR);2040;295.1;116.9;161.1;15.6;1.5
783;Veluwe (CR);2014;281.5;94.9;169.6;15.6;1.4
784;Veluwe (CR);2015;284.5;96.8;170.4;15.8;1.5
785;Veluwe (CR);2016;287.1;98.6;171.2;15.9;1.5
786;Veluwe (CR);2017;289.6;99.9;172.2;16.0;1.5
787;Veluwe (CR);2018;291.7;101.2;173.0;16.0;1.5
788;Veluwe (CR);2019;293.9;102.7;173.6;16.0;1.6
789;Veluwe (CR);2020;296.1;104.0;174.4;16.0;1.6
790;Veluwe (CR);2021;297.8;105.3;174.8;16.1;1.6
791;Veluwe (CR);2022;299.5;106.7;175.2;16.1;1.6
792;Veluwe (CR);2023;301.0;107.8;175.6;16.0;1.6
793;Veluwe (CR);2024;302.5;109.2;175.7;16.0;1.6
794;Veluwe (CR);2025;303.8;110.3;175.9;16.0;1.6
795;Veluwe (CR);2026;305.0;111.3;176.0;16.0;1.6
796;Veluwe (CR);2027;306.0;112.5;176.0;15.9;1.6
797;Veluwe (CR);2028;306.7;113.4;175.9;15.8;1.6
798;Veluwe (CR);2029;307.4;114.2;175.8;15.7;1.7
799;Veluwe (CR);2030;308.3;115.3;175.8;15.7;1.7
800;Veluwe (CR);2031;308.9;115.9;175.6;15.6;1.7
801;Veluwe (CR);2032;309.5;116.6;175.7;15.6;1.6
802;Veluwe (CR);2033;309.9;117.4;175.5;15.4;1.7
803;Veluwe (CR);2034;310.3;118.3;175.0;15.4;1.7
804;Veluwe (CR);2035;310.8;119.0;174.9;15.3;1.6
805;Veluwe (CR);2036;311.4;119.6;174.9;15.3;1.6
806;Veluwe (CR);2037;311.9;120.3;174.6;15.3;1.6
807;Veluwe (CR);2038;312.3;121.2;174.2;15.3;1.6
808;Veluwe (CR);2039;312.8;122.0;174.0;15.3;1.6
809;Veluwe (CR);2040;312.7;122.4;173.5;15.2;1.6
810;Achterhoek (CR);2014;171.8;53.1;107.7;10.1;1.0
811;Achterhoek (CR);2015;172.9;54.1;107.5;10.3;1.0
812;Achterhoek (CR);2016;173.7;54.8;107.5;10.3;1.1
813;Achterhoek (CR);2017;174.3;55.4;107.4;10.4;1.1
814;Achterhoek (CR);2018;174.8;55.9;107.3;10.4;1.1
815;Achterhoek (CR);2019;175.2;56.4;107.2;10.5;1.1
816;Achterhoek (CR);2020;175.7;56.9;107.0;10.5;1.2
817;Achterhoek (CR);2021;176.0;57.5;106.9;10.6;1.1
818;Achterhoek (CR);2022;176.4;58.1;106.6;10.6;1.1
819;Achterhoek (CR);2023;176.9;58.7;106.4;10.6;1.2
820;Achterhoek (CR);2024;177.4;59.2;106.3;10.7;1.2
821;Achterhoek (CR);2025;177.7;59.7;106.1;10.7;1.2
822;Achterhoek (CR);2026;178.2;60.3;105.9;10.8;1.2
823;Achterhoek (CR);2027;178.6;60.9;105.7;10.7;1.2
824;Achterhoek (CR);2028;179.0;61.5;105.6;10.7;1.2
825;Achterhoek (CR);2029;178.8;61.6;105.3;10.6;1.3
826;Achterhoek (CR);2030;178.0;61.2;104.9;10.5;1.2
827;Achterhoek (CR);2031;177.2;61.1;104.5;10.4;1.2
828;Achterhoek (CR);2032;176.4;60.9;104.0;10.3;1.2
829;Achterhoek (CR);2033;175.4;60.6;103.4;10.2;1.2
830;Achterhoek (CR);2034;174.5;60.5;102.7;10.0;1.2
831;Achterhoek (CR);2035;173.4;60.3;102.0;9.9;1.2
832;Achterhoek (CR);2036;172.6;60.2;101.3;9.9;1.2
833;Achterhoek (CR);2037;171.7;60.0;100.6;9.9;1.2
834;Achterhoek (CR);2038;170.8;59.9;99.9;9.8;1.2
835;Achterhoek (CR);2039;170.1;59.6;99.5;9.8;1.2
836;Achterhoek (CR);2040;169.3;59.5;98.8;9.8;1.1
837;Arnhem/Nijmegen (CR);2014;341.4;140.7;175.7;22.9;2.0
838;Arnhem/Nijmegen (CR);2015;344.8;143.8;175.9;23.1;2.0
839;Arnhem/Nijmegen (CR);2016;347.6;146.2;176.3;23.1;2.0
840;Arnhem/Nijmegen (CR);2017;350.4;148.4;176.9;23.1;2.0
841;Arnhem/Nijmegen (CR);2018;353.0;150.6;177.4;23.0;2.0
842;Arnhem/Nijmegen (CR);2019;355.6;152.7;177.9;23.0;2.1
843;Arnhem/Nijmegen (CR);2020;358.0;154.8;178.2;22.9;2.1
844;Arnhem/Nijmegen (CR);2021;360.1;156.8;178.3;22.9;2.1
845;Arnhem/Nijmegen (CR);2022;362.0;158.6;178.4;22.8;2.1
846;Arnhem/Nijmegen (CR);2023;363.8;160.2;178.7;22.8;2.1
847;Arnhem/Nijmegen (CR);2024;365.4;161.6;179.1;22.7;2.1
848;Arnhem/Nijmegen (CR);2025;366.8;163.1;179.1;22.6;2.0
849;Arnhem/Nijmegen (CR);2026;368.1;164.6;179.0;22.4;2.0
850;Arnhem/Nijmegen (CR);2027;369.1;165.9;178.8;22.3;2.0
851;Arnhem/Nijmegen (CR);2028;370.0;167.3;178.5;22.1;2.0
852;Arnhem/Nijmegen (CR);2029;371.4;169.0;178.4;22.0;2.0
853;Arnhem/Nijmegen (CR);2030;373.0;170.6;178.5;21.9;2.0
854;Arnhem/Nijmegen (CR);2031;374.4;172.2;178.4;21.8;2.1
855;Arnhem/Nijmegen (CR);2032;375.5;173.6;178.2;21.7;2.1
856;Arnhem/Nijmegen (CR);2033;376.7;174.9;178.1;21.6;2.1
857;Arnhem/Nijmegen (CR);2034;377.7;176.2;177.8;21.6;2.1
858;Arnhem/Nijmegen (CR);2035;378.7;177.2;177.6;21.7;2.1
859;Arnhem/Nijmegen (CR);2036;379.6;178.2;177.6;21.7;2.1
860;Arnhem/Nijmegen (CR);2037;380.1;179.1;177.2;21.6;2.1
861;Arnhem/Nijmegen (CR);2038;380.5;179.6;177.1;21.7;2.1
862;Arnhem/Nijmegen (CR);2039;380.7;180.1;176.7;21.6;2.2
863;Arnhem/Nijmegen (CR);2040;380.8;180.6;176.4;21.6;2.2
864;Zuidwest-Gelderland (CR);2014;95.1;26.6;62.2;5.8;0.6
865;Zuidwest-Gelderland (CR);2015;95.8;27.2;62.3;5.8;0.6
866;Zuidwest-Gelderland (CR);2016;96.6;27.7;62.4;5.8;0.7
867;Zuidwest-Gelderland (CR);2017;97.5;28.3;62.7;5.8;0.7
868;Zuidwest-Gelderland (CR);2018;98.3;28.7;63.0;5.9;0.7
869;Zuidwest-Gelderland (CR);2019;99.1;29.2;63.3;5.9;0.7
870;Zuidwest-Gelderland (CR);2020;100.0;29.7;63.7;5.9;0.7
871;Zuidwest-Gelderland (CR);2021;100.8;30.3;63.9;6.0;0.7
872;Zuidwest-Gelderland (CR);2022;101.6;30.7;64.1;6.0;0.7
873;Zuidwest-Gelderland (CR);2023;102.4;31.3;64.3;6.0;0.8
874;Zuidwest-Gelderland (CR);2024;103.2;31.8;64.7;6.0;0.8
875;Zuidwest-Gelderland (CR);2025;103.8;32.1;64.9;6.0;0.8
876;Zuidwest-Gelderland (CR);2026;104.4;32.6;65.1;6.0;0.8
877;Zuidwest-Gelderland (CR);2027;105.0;33.1;65.1;5.9;0.8
878;Zuidwest-Gelderland (CR);2028;105.5;33.4;65.4;5.9;0.8
879;Zuidwest-Gelderland (CR);2029;106.0;33.8;65.6;5.9;0.8
880;Zuidwest-Gelderland (CR);2030;106.4;34.1;65.7;5.8;0.8
881;Zuidwest-Gelderland (CR);2031;106.8;34.3;65.8;5.9;0.8
882;Zuidwest-Gelderland (CR);2032;107.3;34.7;65.9;5.9;0.8
883;Zuidwest-Gelderland (CR);2033;107.7;34.8;66.2;5.9;0.8
884;Zuidwest-Gelderland (CR);2034;108.1;34.9;66.4;5.9;0.8
885;Zuidwest-Gelderland (CR);2035;108.4;35.1;66.6;5.9;0.9
886;Zuidwest-Gelderland (CR);2036;108.7;35.3;66.6;5.9;0.8
887;Zuidwest-Gelderland (CR);2037;108.9;35.4;66.7;5.9;0.8
888;Zuidwest-Gelderland (CR);2038;109.0;35.4;66.7;5.9;0.9
889;Zuidwest-Gelderland (CR);2039;109.1;35.4;66.8;6.0;0.8
890;Zuidwest-Gelderland (CR);2040;109.1;35.4;66.8;6.0;0.8
891;Utrecht (CR);2014;566.9;223.5;304.2;36.3;3.0
892;Utrecht (CR);2015;573.2;227.8;305.6;36.8;3.0
893;Utrecht (CR);2016;578.6;231.2;307.3;37.2;3.0
894;Utrecht (CR);2017;584.4;234.9;309.1;37.4;3.0
895;Utrecht (CR);2018;590.1;238.3;311.1;37.6;3.0
896;Utrecht (CR);2019;595.7;242.0;312.8;37.8;3.1
897;Utrecht (CR);2020;601.3;245.9;314.2;38.0;3.1
898;Utrecht (CR);2021;607.0;249.9;315.8;38.2;3.1
899;Utrecht (CR);2022;612.7;254.1;317.2;38.3;3.1
900;Utrecht (CR);2023;617.9;257.6;318.8;38.3;3.1
901;Utrecht (CR);2024;623.0;260.8;320.6;38.4;3.2
902;Utrecht (CR);2025;628.0;264.3;322.0;38.5;3.2
903;Utrecht (CR);2026;632.7;267.7;323.2;38.5;3.3
904;Utrecht (CR);2027;637.3;271.1;324.4;38.5;3.3
905;Utrecht (CR);2028;641.6;274.4;325.4;38.5;3.3
906;Utrecht (CR);2029;645.4;277.5;326.2;38.5;3.3
907;Utrecht (CR);2030;648.9;280.1;327.0;38.4;3.4
908;Utrecht (CR);2031;652.0;282.6;327.7;38.4;3.4
909;Utrecht (CR);2032;654.8;285.1;328.1;38.3;3.3
910;Utrecht (CR);2033;657.3;287.1;328.5;38.3;3.3
911;Utrecht (CR);2034;659.5;288.9;329.0;38.3;3.4
912;Utrecht (CR);2035;661.3;290.7;329.0;38.3;3.4
913;Utrecht (CR);2036;663.1;292.2;329.1;38.4;3.4
914;Utrecht (CR);2037;664.9;293.7;329.4;38.4;3.4
915;Utrecht (CR);2038;666.7;295.9;329.0;38.5;3.4
916;Utrecht (CR);2039;668.5;297.6;328.9;38.6;3.4
917;Utrecht (CR);2040;670.3;299.3;328.9;38.7;3.4
918;Kop van Noord-Holland (CR);2014;162.2;52.2;98.0;11.2;0.8
919;Kop van Noord-Holland (CR);2015;163.2;52.6;98.3;11.4;0.9
920;Kop van Noord-Holland (CR);2016;164.1;53.2;98.5;11.4;1.0
921;Kop van Noord-Holland (CR);2017;165.0;53.7;98.8;11.4;1.0
922;Kop van Noord-Holland (CR);2018;166.0;54.3;99.2;11.4;1.1
923;Kop van Noord-Holland (CR);2019;166.9;55.0;99.4;11.4;1.1
924;Kop van Noord-Holland (CR);2020;167.8;55.7;99.5;11.4;1.1
925;Kop van Noord-Holland (CR);2021;168.7;56.6;99.6;11.4;1.2
926;Kop van Noord-Holland (CR);2022;169.6;57.3;99.8;11.3;1.2
927;Kop van Noord-Holland (CR);2023;170.3;58.1;99.7;11.3;1.1
928;Kop van Noord-Holland (CR);2024;171.1;58.9;99.8;11.2;1.1
929;Kop van Noord-Holland (CR);2025;171.8;59.6;99.8;11.2;1.2
930;Kop van Noord-Holland (CR);2026;172.5;60.4;99.7;11.2;1.2
931;Kop van Noord-Holland (CR);2027;173.2;61.1;99.7;11.2;1.2
932;Kop van Noord-Holland (CR);2028;173.6;61.7;99.5;11.2;1.2
933;Kop van Noord-Holland (CR);2029;174.1;62.4;99.4;11.1;1.2
934;Kop van Noord-Holland (CR);2030;174.5;63.2;99.1;11.0;1.2
935;Kop van Noord-Holland (CR);2031;174.9;63.8;98.9;11.0;1.2
936;Kop van Noord-Holland (CR);2032;175.2;64.2;98.8;11.0;1.2
937;Kop van Noord-Holland (CR);2033;175.5;65.0;98.4;10.9;1.2
938;Kop van Noord-Holland (CR);2034;175.7;65.4;98.2;10.9;1.2
939;Kop van Noord-Holland (CR);2035;176.0;65.8;98.0;10.9;1.3
940;Kop van Noord-Holland (CR);2036;176.3;66.2;97.8;11.0;1.3
941;Kop van Noord-Holland (CR);2037;176.5;66.6;97.5;11.0;1.3
942;Kop van Noord-Holland (CR);2038;176.7;67.0;97.3;11.0;1.3
943;Kop van Noord-Holland (CR);2039;176.7;67.3;97.1;11.0;1.3
944;Kop van Noord-Holland (CR);2040;176.6;67.3;97.0;11.1;1.3
945;Alkmaar en omgeving (CR);2014;103.9;37.0;59.4;7.0;0.5
946;Alkmaar en omgeving (CR);2015;104.7;37.8;59.5;6.9;0.5
947;Alkmaar en omgeving (CR);2016;105.6;38.5;59.8;6.8;0.5
948;Alkmaar en omgeving (CR);2017;106.5;39.2;60.0;6.8;0.5
949;Alkmaar en omgeving (CR);2018;107.3;39.9;60.1;6.8;0.5
950;Alkmaar en omgeving (CR);2019;108.2;40.7;60.2;6.8;0.5
951;Alkmaar en omgeving (CR);2020;109.0;41.5;60.3;6.8;0.5
952;Alkmaar en omgeving (CR);2021;109.8;42.2;60.3;6.7;0.5
953;Alkmaar en omgeving (CR);2022;110.6;43.0;60.3;6.7;0.5
954;Alkmaar en omgeving (CR);2023;111.4;43.9;60.3;6.7;0.6
955;Alkmaar en omgeving (CR);2024;112.1;44.4;60.5;6.7;0.5
956;Alkmaar en omgeving (CR);2025;112.7;44.9;60.6;6.6;0.5
957;Alkmaar en omgeving (CR);2026;113.4;45.6;60.5;6.6;0.5
958;Alkmaar en omgeving (CR);2027;113.9;46.4;60.4;6.6;0.6
959;Alkmaar en omgeving (CR);2028;114.5;47.0;60.5;6.5;0.6
960;Alkmaar en omgeving (CR);2029;115.0;47.6;60.4;6.5;0.5
961;Alkmaar en omgeving (CR);2030;115.4;48.2;60.2;6.5;0.6
962;Alkmaar en omgeving (CR);2031;115.8;48.8;60.0;6.4;0.6
963;Alkmaar en omgeving (CR);2032;116.2;49.4;59.8;6.4;0.6
964;Alkmaar en omgeving (CR);2033;116.4;49.8;59.6;6.4;0.6
965;Alkmaar en omgeving (CR);2034;116.6;50.3;59.5;6.3;0.6
966;Alkmaar en omgeving (CR);2035;116.8;50.6;59.4;6.3;0.6
967;Alkmaar en omgeving (CR);2036;116.9;50.9;59.2;6.2;0.6
968;Alkmaar en omgeving (CR);2037;117.2;51.3;59.0;6.2;0.6
969;Alkmaar en omgeving (CR);2038;117.2;51.4;59.0;6.2;0.6
970;Alkmaar en omgeving (CR);2039;117.2;51.5;58.9;6.2;0.6
971;Alkmaar en omgeving (CR);2040;117.3;51.7;58.8;6.2;0.6
972;IJmond (CR);2014;85.9;29.6;50.0;5.8;0.4
973;IJmond (CR);2015;86.5;30.2;50.1;5.8;0.4
974;IJmond (CR);2016;87.2;30.8;50.2;5.7;0.5
975;IJmond (CR);2017;87.7;31.3;50.4;5.6;0.4
976;IJmond (CR);2018;88.2;31.8;50.4;5.6;0.4
977;IJmond (CR);2019;88.7;32.1;50.6;5.6;0.4
978;IJmond (CR);2020;89.2;32.7;50.5;5.5;0.5
979;IJmond (CR);2021;89.7;33.2;50.6;5.4;0.5
980;IJmond (CR);2022;90.2;33.8;50.5;5.4;0.5
981;IJmond (CR);2023;90.6;34.3;50.4;5.4;0.5
982;IJmond (CR);2024;91.0;34.8;50.4;5.4;0.5
983;IJmond (CR);2025;91.5;35.2;50.4;5.3;0.5
984;IJmond (CR);2026;91.9;35.6;50.5;5.3;0.5
985;IJmond (CR);2027;92.2;36.1;50.4;5.3;0.5
986;IJmond (CR);2028;92.6;36.6;50.3;5.2;0.5
987;IJmond (CR);2029;92.9;37.0;50.2;5.1;0.5
988;IJmond (CR);2030;93.1;37.4;50.1;5.1;0.5
989;IJmond (CR);2031;93.2;37.7;50.0;5.1;0.5
990;IJmond (CR);2032;93.5;38.1;49.9;5.1;0.5
991;IJmond (CR);2033;93.7;38.4;49.8;5.1;0.5
992;IJmond (CR);2034;93.9;38.6;49.6;5.1;0.5
993;IJmond (CR);2035;94.0;38.7;49.7;5.1;0.5
994;IJmond (CR);2036;94.2;39.0;49.5;5.2;0.5
995;IJmond (CR);2037;94.3;39.3;49.3;5.2;0.5
996;IJmond (CR);2038;94.5;39.7;49.1;5.2;0.5
997;IJmond (CR);2039;94.6;40.0;48.9;5.2;0.5
998;IJmond (CR);2040;94.6;40.1;48.8;5.3;0.5
999;Agglomeratie Haarlem (CR);2014;106.7;44.5;54.0;7.7;0.5
1000;Agglomeratie Haarlem (CR);2015;107.8;44.9;54.6;7.8;0.5
1001;Agglomeratie Haarlem (CR);2016;108.5;45.0;55.2;7.8;0.5
1002;Agglomeratie Haarlem (CR);2017;109.3;45.4;55.6;7.8;0.5
1003;Agglomeratie Haarlem (CR);2018;110.2;45.8;56.1;7.8;0.5
1004;Agglomeratie Haarlem (CR);2019;111.1;46.2;56.5;7.9;0.5
1005;Agglomeratie Haarlem (CR);2020;112.0;46.7;56.9;7.9;0.5
1006;Agglomeratie Haarlem (CR);2021;112.9;47.2;57.2;7.9;0.6
1007;Agglomeratie Haarlem (CR);2022;113.7;47.6;57.6;8.0;0.5
1008;Agglomeratie Haarlem (CR);2023;114.4;48.1;57.7;8.0;0.5
1009;Agglomeratie Haarlem (CR);2024;115.2;48.7;57.8;8.1;0.5
1010;Agglomeratie Haarlem (CR);2025;115.8;49.2;58.0;8.1;0.5
1011;Agglomeratie Haarlem (CR);2026;116.5;49.8;58.0;8.2;0.5
1012;Agglomeratie Haarlem (CR);2027;117.2;50.4;58.1;8.1;0.5
1013;Agglomeratie Haarlem (CR);2028;117.8;50.8;58.3;8.1;0.5
1014;Agglomeratie Haarlem (CR);2029;118.3;51.2;58.3;8.2;0.6
1015;Agglomeratie Haarlem (CR);2030;118.8;51.8;58.3;8.2;0.6
1016;Agglomeratie Haarlem (CR);2031;119.3;52.1;58.4;8.2;0.5
1017;Agglomeratie Haarlem (CR);2032;119.6;52.4;58.4;8.2;0.6
1018;Agglomeratie Haarlem (CR);2033;119.9;52.8;58.3;8.3;0.6
1019;Agglomeratie Haarlem (CR);2034;120.3;53.2;58.4;8.2;0.6
1020;Agglomeratie Haarlem (CR);2035;120.7;53.5;58.3;8.2;0.6
1021;Agglomeratie Haarlem (CR);2036;120.9;53.8;58.3;8.2;0.6
1022;Agglomeratie Haarlem (CR);2037;121.2;54.2;58.2;8.2;0.6
1023;Agglomeratie Haarlem (CR);2038;121.3;54.3;58.1;8.3;0.6
1024;Agglomeratie Haarlem (CR);2039;121.5;54.6;58.0;8.3;0.6
1025;Agglomeratie Haarlem (CR);2040;121.6;54.8;57.9;8.3;0.6
1026;Zaanstreek (CR);2014;73.8;25.3;41.5;6.6;0.3
1027;Zaanstreek (CR);2015;74.5;25.8;41.6;6.7;0.3
1028;Zaanstreek (CR);2016;75.1;26.2;41.8;6.8;0.3
1029;Zaanstreek (CR);2017;75.8;26.5;42.1;6.9;0.3
1030;Zaanstreek (CR);2018;76.5;27.0;42.2;7.0;0.3
1031;Zaanstreek (CR);2019;77.2;27.6;42.3;7.0;0.3
1032;Zaanstreek (CR);2020;77.9;28.2;42.4;7.0;0.3
1033;Zaanstreek (CR);2021;78.6;28.8;42.4;7.0;0.3
1034;Zaanstreek (CR);2022;79.2;29.4;42.5;7.0;0.3
1035;Zaanstreek (CR);2023;79.8;29.8;42.6;7.1;0.3
1036;Zaanstreek (CR);2024;80.5;30.5;42.7;7.0;0.3
1037;Zaanstreek (CR);2025;81.1;31.0;42.8;6.9;0.3
1038;Zaanstreek (CR);2026;81.7;31.6;42.8;6.9;0.3
1039;Zaanstreek (CR);2027;82.2;32.3;42.8;6.8;0.3
1040;Zaanstreek (CR);2028;82.8;32.9;42.7;6.8;0.3
1041;Zaanstreek (CR);2029;83.3;33.5;42.7;6.8;0.3
1042;Zaanstreek (CR);2030;83.7;34.0;42.6;6.8;0.3
1043;Zaanstreek (CR);2031;84.1;34.4;42.6;6.7;0.3
1044;Zaanstreek (CR);2032;84.5;34.7;42.7;6.7;0.3
1045;Zaanstreek (CR);2033;84.9;35.2;42.7;6.7;0.3
1046;Zaanstreek (CR);2034;85.1;35.7;42.5;6.6;0.3
1047;Zaanstreek (CR);2035;85.4;36.0;42.6;6.6;0.3
1048;Zaanstreek (CR);2036;85.7;36.3;42.4;6.5;0.3
1049;Zaanstreek (CR);2037;85.8;36.7;42.3;6.5;0.3
1050;Zaanstreek (CR);2038;86.0;37.0;42.3;6.4;0.3
1051;Zaanstreek (CR);2039;86.1;37.2;42.1;6.4;0.3
1052;Zaanstreek (CR);2040;86.1;37.4;42.1;6.3;0.3
1053;Groot-Amsterdam (CR);2014;652.7;314.6;277.2;56.6;4.3
1054;Groot-Amsterdam (CR);2015;657.6;318.5;278.3;56.9;3.9
1055;Groot-Amsterdam (CR);2016;663.2;322.4;280.1;56.8;3.9
1056;Groot-Amsterdam (CR);2017;669.4;326.6;282.2;56.8;3.8
1057;Groot-Amsterdam (CR);2018;675.8;330.8;284.5;56.8;3.7
1058;Groot-Amsterdam (CR);2019;682.1;334.9;286.5;56.9;3.8
1059;Groot-Amsterdam (CR);2020;688.2;338.9;288.4;57.2;3.8
1060;Groot-Amsterdam (CR);2021;694.2;342.7;290.4;57.3;3.8
1061;Groot-Amsterdam (CR);2022;699.9;346.1;292.5;57.5;3.8
1062;Groot-Amsterdam (CR);2023;705.4;349.7;294.3;57.5;3.8
1063;Groot-Amsterdam (CR);2024;710.8;353.3;295.9;57.7;3.9
1064;Groot-Amsterdam (CR);2025;716.2;356.9;297.4;57.9;3.9
1065;Groot-Amsterdam (CR);2026;721.4;360.8;298.6;58.0;3.9
1066;Groot-Amsterdam (CR);2027;726.3;364.3;300.0;58.1;3.9
1067;Groot-Amsterdam (CR);2028;731.4;368.2;300.9;58.3;4.0
1068;Groot-Amsterdam (CR);2029;736.1;371.9;301.9;58.3;4.0
1069;Groot-Amsterdam (CR);2030;740.5;375.4;302.6;58.4;4.0
1070;Groot-Amsterdam (CR);2031;744.9;378.8;303.5;58.6;4.2
1071;Groot-Amsterdam (CR);2032;749.0;382.3;303.9;58.7;4.1
1072;Groot-Amsterdam (CR);2033;752.7;385.4;304.3;58.8;4.2
1073;Groot-Amsterdam (CR);2034;756.1;388.1;305.0;58.9;4.2
1074;Groot-Amsterdam (CR);2035;759.5;391.3;305.2;58.9;4.1
1075;Groot-Amsterdam (CR);2036;762.5;394.1;305.2;59.1;4.1
1076;Groot-Amsterdam (CR);2037;765.5;396.5;305.6;59.2;4.2
1077;Groot-Amsterdam (CR);2038;768.5;399.1;305.8;59.3;4.2
1078;Groot-Amsterdam (CR);2039;771.2;401.7;305.8;59.5;4.2
1079;Groot-Amsterdam (CR);2040;774.0;404.3;305.9;59.5;4.3
1080;Het Gooi en Vechtstreek (CR);2014;112.4;42.4;61.4;8.0;0.6
1081;Het Gooi en Vechtstreek (CR);2015;113.4;42.7;61.9;8.1;0.7
1082;Het Gooi en Vechtstreek (CR);2016;114.5;43.1;62.5;8.2;0.7
1083;Het Gooi en Vechtstreek (CR);2017;115.4;43.6;62.9;8.3;0.7
1084;Het Gooi en Vechtstreek (CR);2018;116.5;44.1;63.3;8.4;0.7
1085;Het Gooi en Vechtstreek (CR);2019;117.5;44.7;63.7;8.4;0.7
1086;Het Gooi en Vechtstreek (CR);2020;118.4;45.2;63.9;8.5;0.7
1087;Het Gooi en Vechtstreek (CR);2021;119.2;45.7;64.3;8.5;0.7
1088;Het Gooi en Vechtstreek (CR);2022;120.1;46.5;64.4;8.5;0.7
1089;Het Gooi en Vechtstreek (CR);2023;120.9;47.2;64.5;8.5;0.8
1090;Het Gooi en Vechtstreek (CR);2024;121.7;48.0;64.5;8.5;0.8
1091;Het Gooi en Vechtstreek (CR);2025;122.3;48.6;64.4;8.5;0.8
1092;Het Gooi en Vechtstreek (CR);2026;123.0;49.2;64.5;8.5;0.8
1093;Het Gooi en Vechtstreek (CR);2027;123.6;49.9;64.5;8.4;0.8
1094;Het Gooi en Vechtstreek (CR);2028;124.2;50.4;64.6;8.5;0.8
1095;Het Gooi en Vechtstreek (CR);2029;124.7;50.9;64.6;8.5;0.7
1096;Het Gooi en Vechtstreek (CR);2030;125.0;51.3;64.5;8.5;0.7
1097;Het Gooi en Vechtstreek (CR);2031;125.5;51.7;64.5;8.5;0.8
1098;Het Gooi en Vechtstreek (CR);2032;125.8;52.2;64.4;8.5;0.8
1099;Het Gooi en Vechtstreek (CR);2033;126.1;52.6;64.2;8.4;0.8
1100;Het Gooi en Vechtstreek (CR);2034;126.4;53.0;64.1;8.5;0.8
1101;Het Gooi en Vechtstreek (CR);2035;126.5;53.2;63.9;8.5;0.8
1102;Het Gooi en Vechtstreek (CR);2036;126.8;53.7;63.7;8.6;0.8
1103;Het Gooi en Vechtstreek (CR);2037;127.0;54.0;63.6;8.6;0.8
1104;Het Gooi en Vechtstreek (CR);2038;127.2;54.2;63.4;8.7;0.9
1105;Het Gooi en Vechtstreek (CR);2039;127.2;54.5;63.2;8.7;0.8
1106;Het Gooi en Vechtstreek (CR);2040;127.2;54.6;63.1;8.8;0.8
1107;Agglomeratie Leiden en Bollenstreek (CR);2014;186.8;71.9;102.1;11.7;1.1
1108;Agglomeratie Leiden en Bollenstreek (CR);2015;188.5;73.0;102.5;11.9;1.2
1109;Agglomeratie Leiden en Bollenstreek (CR);2016;190.3;73.9;103.0;12.1;1.2
1110;Agglomeratie Leiden en Bollenstreek (CR);2017;192.1;74.9;103.6;12.3;1.3
1111;Agglomeratie Leiden en Bollenstreek (CR);2018;194.0;76.2;104.1;12.4;1.3
1112;Agglomeratie Leiden en Bollenstreek (CR);2019;195.9;77.3;104.7;12.6;1.3
1113;Agglomeratie Leiden en Bollenstreek (CR);2020;197.7;78.5;105.2;12.7;1.3
1114;Agglomeratie Leiden en Bollenstreek (CR);2021;199.3;79.6;105.6;12.8;1.3
1115;Agglomeratie Leiden en Bollenstreek (CR);2022;200.9;80.6;106.1;12.9;1.3
