ID;TypeInrichting;Verblijfstitel;Geslacht;Periode;TotaalGedetineerdenOp1Januari_1;TotaalInstroom_2;UitVrijeMaatschappijOfPolitiecel_3;DoorOverplaatsing_4;VeranderingVerblijfstitelInstroom_5;TotaalUitstroom_6;DoorOntslagUitDeInrichting_7;DoorOverplaatsing_8;VeranderingVerblijfstitelUitstroom_9;TotaalGedetineerdenOp31December_10;GemiddeldAantalGedetineerdenPerDag_11;TotaalAanwezigGedurendeHetJaar_12;TotaalAanwezigPer100000Inwoners_13
101;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Vrouwen;1997;22.0;159.0;16.0;143.0;0.0;180.0;163.0;17.0;0.0;1.0;;;
102;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Vrouwen;1998;38.0;346.0;20.0;344.0;1.0;363.0;19.0;344.0;6.0;35.0;;;
103;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Vrouwen;1999;37.0;487.0;29.0;458.0;1.0;419.0;376.0;43.0;6.0;106.0;;;
104;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Vrouwen;2000;105.0;521.0;29.0;492.0;3.0;555.0;475.0;80.0;3.0;71.0;;;
105;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Totaal geslacht;1994;110.0;216.0;145.0;71.0;239.0;391.0;124.0;267.0;38.0;136.0;;;
106;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Totaal geslacht;1995;136.0;562.0;160.0;116.0;362.0;777.0;372.0;405.0;65.0;234.0;;;
107;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Totaal geslacht;1996;234.0;612.0;445.0;165.0;495.0;919.0;535.0;384.0;101.0;321.0;;;
108;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Totaal geslacht;1997;359.0;491.0;335.0;156.0;912.0;1210.0;719.0;491.0;24.0;533.0;;;
109;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Totaal geslacht;1998;315.0;642.0;457.0;185.0;709.0;1162.0;977.0;185.0;81.0;352.0;;;
110;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Totaal geslacht;1999;303.0;869.0;667.0;202.0;709.0;1753.0;1312.0;441.0;81.0;307.0;;;
111;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Totaal geslacht;2000;372.0;881.0;685.0;196.0;1209.0;2003.0;1534.0;469.0;204.0;398.0;;;
112;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Mannen;1994;106.0;204.0;140.0;64.0;224.0;370.0;120.0;250.0;36.0;128.0;;;
113;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Mannen;1995;128.0;550.0;140.0;111.0;350.0;747.0;355.0;392.0;59.0;225.0;;;
114;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Mannen;1996;225.0;589.0;426.0;163.0;471.0;883.0;510.0;373.0;98.0;305.0;;;
115;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Mannen;1997;345.0;478.0;325.0;153.0;891.0;1180.0;696.0;484.0;19.0;520.0;;;
116;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Mannen;1998;300.0;629.0;448.0;181.0;688.0;1129.0;948.0;181.0;80.0;336.0;;;
117;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Mannen;1999;292.0;830.0;637.0;193.0;688.0;1676.0;1251.0;425.0;80.0;290.0;;;
118;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Mannen;2000;351.0;845.0;657.0;188.0;1154.0;1915.0;1475.0;440.0;166.0;360.0;;;
119;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Vrouwen;1994;4.0;12.0;5.0;7.0;15.0;21.0;4.0;17.0;2.0;8.0;;;
120;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Vrouwen;1995;8.0;12.0;20.0;5.0;12.0;30.0;17.0;13.0;6.0;9.0;;;
121;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Vrouwen;1996;9.0;23.0;19.0;2.0;24.0;36.0;25.0;11.0;3.0;16.0;;;
122;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Vrouwen;1997;14.0;13.0;10.0;3.0;21.0;30.0;23.0;7.0;5.0;13.0;;;
123;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Vrouwen;1998;15.0;13.0;9.0;4.0;21.0;33.0;29.0;4.0;1.0;16.0;;;
124;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Vrouwen;1999;11.0;39.0;30.0;9.0;21.0;77.0;61.0;16.0;1.0;17.0;;;
125;Totaal excl. de bijzondere inrichtingen;Overige verblijfstitels;Vrouwen;2000;21.0;36.0;28.0;8.0;55.0;88.0;59.0;29.0;38.0;38.0;;;
126;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Totaal geslacht;1994;7813.0;35539.0;23858.0;11681.0;;34770.0;;;;8577.0;8393.0;;
127;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Totaal geslacht;1995;8577.0;36576.0;24155.0;12421.0;;35099.0;;;;10054.0;9646.0;;
128;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Totaal geslacht;1996;10054.0;44931.0;28878.0;16053.0;;43396.0;;;;11591.0;11059.0;;
129;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Totaal geslacht;1997;10308.0;45921.0;29539.0;16382.0;;45730.0;;;;10561.0;11745.0;;
130;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Totaal geslacht;1998;11656.0;47970.0;29058.0;18912.0;;48297.0;;;;11329.0;11775.0;;
131;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Totaal geslacht;1999;11408.0;50063.0;31269.0;18794.0;;49879.0;;;;11592.0;11673.0;;
132;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Totaal geslacht;2000;11737.0;50450.0;31920.0;18530.0;;50653.0;;;;11753.0;11844.0;;
133;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Mannen;1994;7445.0;33701.0;22605.0;11096.0;;32965.0;;;;8175.0;;;
134;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Mannen;1995;8175.0;34805.0;22965.0;11840.0;;33346.0;;;;9632.0;;;
135;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Mannen;1996;9632.0;43266.0;27801.0;15465.0;;41757.0;;;;11139.0;;;
136;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Mannen;1997;9928.0;44269.0;28463.0;15806.0;;44081.0;;;;10167.0;;;
137;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Mannen;1998;11169.0;45666.0;27558.0;18108.0;;46075.0;;;;10760.0;;;
138;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Mannen;1999;10824.0;46654.0;28950.0;17704.0;;46545.0;;;;10933.0;;;
139;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Mannen;2000;11076.0;47118.0;29569.0;17549.0;;47280.0;;;;11114.0;;;
140;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Vrouwen;1994;368.0;1838.0;1253.0;585.0;;1805.0;;;;402.0;;;
141;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Vrouwen;1995;402.0;1771.0;1190.0;581.0;;1753.0;;;;422.0;;;
142;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Vrouwen;1996;422.0;1665.0;1077.0;588.0;;1639.0;;;;452.0;;;
143;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Vrouwen;1997;380.0;1652.0;1076.0;576.0;;1649.0;;;;394.0;;;
144;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Vrouwen;1998;487.0;2304.0;1500.0;804.0;;2222.0;;;;569.0;;;
145;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Vrouwen;1999;584.0;3409.0;2319.0;1090.0;;3334.0;;;;659.0;;;
146;Totaal incl. de bijzondere inrichtingen;Totaal verblijfstitels;Vrouwen;2000;661.0;3332.0;2351.0;981.0;;3373.0;;;;639.0;;;
147;Totaal incl. de bijzondere inrichtingen;Voorlopige hechtenis;Totaal geslacht;1994;;;;;;;;;;;2790.0;;
148;Totaal incl. de bijzondere inrichtingen;Voorlopige hechtenis;Totaal geslacht;1995;;;;;;;;;;;3135.0;;
149;Totaal incl. de bijzondere inrichtingen;Voorlopige hechtenis;Totaal geslacht;1996;;;;;;;;;;;3629.0;;
150;Totaal incl. de bijzondere inrichtingen;Voorlopige hechtenis;Totaal geslacht;1997;;;;;;;;;;;3997.0;;
