ID;TypeInrichting;Verblijfstitel;Geslacht;Periode;TotaalGedetineerdenOp1Januari_1;TotaalInstroom_2;UitVrijeMaatschappijOfPolitiecel_3;DoorOverplaatsing_4;VeranderingVerblijfstitelInstroom_5;TotaalUitstroom_6;DoorOntslagUitDeInrichting_7;DoorOverplaatsing_8;VeranderingVerblijfstitelUitstroom_9;TotaalGedetineerdenOp31December_10;GemiddeldAantalGedetineerdenPerDag_11;TotaalAanwezigGedurendeHetJaar_12;TotaalAanwezigPer100000Inwoners_13
0;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Totaal geslacht;1994;7717.0;35133.0;23826.0;11307.0;6787.0;34378.0;22714.0;11664.0;6792.0;8467.0;;31543.0;295.0
1;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Totaal geslacht;1995;8467.0;35712.0;24056.0;11656.0;6865.0;34255.0;22784.0;11471.0;6857.0;9921.0;;32523.0;291.0
2;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Totaal geslacht;1996;9921.0;43731.0;28835.0;14896.0;8831.0;42215.0;28501.0;13714.0;8831.0;11436.0;;38756.0;346.0
3;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Totaal geslacht;1997;10142.0;44389.0;29333.0;15056.0;11252.0;44196.0;30792.0;13404.0;11251.0;10397.0;;40836.0;362.0
4;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Totaal geslacht;1998;11500.0;46307.0;28698.0;17609.0;11477.0;46632.0;29023.0;17609.0;11477.0;11177.0;;40198.0;356.0
5;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Totaal geslacht;1999;11164.0;48877.0;31087.0;17790.0;11477.0;48668.0;35402.0;13266.0;11477.0;11405.0;;42251.0;372.0
6;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Totaal geslacht;2000;11527.0;49076.0;31683.0;17393.0;12961.0;49204.0;35969.0;13235.0;12961.0;11513.0;;43210.0;379.0
7;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Mannen;1994;7350.0;33314.0;22574.0;10740.0;6517.0;32590.0;21450.0;11140.0;6523.0;8068.0;;29924.0;537.0
8;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Mannen;1995;8068.0;33983.0;22867.0;11116.0;6519.0;32545.0;21532.0;11013.0;6511.0;9501.0;;30935.0;548.0
9;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Mannen;1996;9501.0;42115.0;27763.0;14352.0;8417.0;40619.0;27345.0;13274.0;8417.0;10995.0;;37264.0;657.0
10;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Mannen;1997;9771.0;42809.0;28285.0;14524.0;10913.0;42622.0;29628.0;12994.0;10913.0;10009.0;;39344.0;692.0
11;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Mannen;1998;11017.0;44099.0;27245.0;16854.0;10973.0;44511.0;27657.0;16854.0;10973.0;10607.0;;38262.0;670.0
12;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Mannen;1999;10580.0;45538.0;28796.0;16742.0;10973.0;45393.0;32782.0;12611.0;10973.0;10755.0;;39376.0;686.0
13;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Mannen;2000;10869.0;45812.0;29359.0;16453.0;12250.0;45905.0;33230.0;12675.0;12250.0;10884.0;;40228.0;698.0
14;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Vrouwen;1994;367.0;1819.0;1252.0;567.0;270.0;1788.0;1264.0;524.0;269.0;399.0;;1619.0;29.0
15;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Vrouwen;1995;399.0;1729.0;1189.0;540.0;346.0;1710.0;1252.0;458.0;346.0;420.0;;1588.0;29.0
16;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Vrouwen;1996;420.0;1616.0;1072.0;544.0;414.0;1596.0;1156.0;440.0;414.0;441.0;;1492.0;27.0
17;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Vrouwen;1997;371.0;1580.0;1048.0;532.0;339.0;1574.0;1164.0;410.0;338.0;388.0;;1492.0;26.0
18;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Vrouwen;1998;483.0;2208.0;1453.0;755.0;504.0;2121.0;1366.0;755.0;504.0;570.0;;1936.0;35.0
19;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Vrouwen;1999;584.0;3339.0;2291.0;1048.0;504.0;3275.0;2620.0;655.0;504.0;650.0;;2875.0;51.0
20;Totaal excl. de bijzondere inrichtingen;Totaal verblijfstitels;Vrouwen;2000;658.0;3264.0;2324.0;940.0;711.0;3299.0;2739.0;560.0;711.0;629.0;;2982.0;53.0
21;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Totaal geslacht;1994;2741.0;13557.0;9920.0;3639.0;139.0;8217.0;4455.0;3762.0;5345.0;2877.0;;;
22;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Totaal geslacht;1995;2877.0;13228.0;10330.0;2897.0;155.0;7314.0;4233.0;3081.0;5632.0;3290.0;;;
23;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Totaal geslacht;1996;3290.0;15344.0;12753.0;2590.0;149.0;7672.0;4960.0;2712.0;7138.0;3971.0;;;
24;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Totaal geslacht;1997;3821.0;16845.0;14067.0;2778.0;147.0;8444.0;5592.0;2852.0;8211.0;4158.0;;;
25;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Totaal geslacht;1998;4087.0;18523.0;15389.0;3134.0;172.0;9878.0;6744.0;3134.0;8064.0;4390.0;;;
26;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Totaal geslacht;1999;4137.0;19709.0;16183.0;3526.0;172.0;11136.0;7665.0;3471.0;8064.0;4564.0;;;
27;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Totaal geslacht;2000;4551.0;21535.0;17664.0;3871.0;149.0;12077.0;8043.0;4034.0;8739.0;4929.0;;;
28;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Mannen;1994;2598.0;12882.0;9387.0;3496.0;132.0;7790.0;4176.0;3614.0;5087.0;2736.0;;;
29;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Mannen;1995;2736.0;12579.0;9779.0;2799.0;152.0;6927.0;3953.0;2974.0;5401.0;3114.0;;;
30;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Mannen;1996;3114.0;14757.0;12262.0;2494.0;143.0;7326.0;4715.0;2611.0;6867.0;3819.0;;;
31;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Mannen;1997;3670.0;16292.0;13568.0;2724.0;144.0;8153.0;5355.0;2798.0;7949.0;4004.0;;;
32;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Mannen;1998;3942.0;17708.0;14648.0;3060.0;164.0;9438.0;6378.0;3060.0;7744.0;4186.0;;;
33;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Mannen;1999;3925.0;18537.0;15150.0;3387.0;164.0;10470.0;7140.0;3330.0;7744.0;4345.0;;;
34;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Mannen;2000;4337.0;20410.0;16625.0;3785.0;144.0;11484.0;7541.0;3943.0;8273.0;4669.0;;;
35;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Vrouwen;1994;143.0;675.0;533.0;143.0;7.0;427.0;279.0;148.0;258.0;141.0;;;
36;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Vrouwen;1995;141.0;649.0;551.0;98.0;3.0;387.0;280.0;107.0;231.0;176.0;;;
37;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Vrouwen;1996;176.0;587.0;491.0;96.0;6.0;346.0;245.0;101.0;271.0;152.0;;;
38;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Vrouwen;1997;151.0;553.0;499.0;54.0;3.0;291.0;237.0;54.0;262.0;154.0;;;
39;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Vrouwen;1998;145.0;815.0;741.0;74.0;8.0;440.0;366.0;74.0;320.0;204.0;;;
40;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Vrouwen;1999;212.0;1172.0;1033.0;139.0;8.0;666.0;525.0;141.0;320.0;219.0;;;
41;Totaal excl. de bijzondere inrichtingen;Voorlopige hechtenis;Vrouwen;2000;214.0;1125.0;1039.0;86.0;5.0;593.0;502.0;91.0;466.0;260.0;;;
42;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Totaal geslacht;1994;4615.0;12845.0;5843.0;7002.0;5372.0;16566.0;9618.0;6948.0;1194.0;4912.0;;;
43;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Totaal geslacht;1995;4912.0;15262.0;7854.0;7408.0;5606.0;19235.0;12009.0;7226.0;829.0;5702.0;;;
44;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Totaal geslacht;1996;5702.0;18446.0;8873.0;9572.0;7273.0;24300.0;14803.0;9497.0;999.0;6123.0;;;
45;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Totaal geslacht;1997;6281.0;17883.0;8357.0;9526.0;7814.0;23810.0;14448.0;9362.0;2234.0;5934.0;;;
46;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Totaal geslacht;1998;6053.0;18161.0;8672.0;9489.0;7979.0;24442.0;14953.0;9489.0;2656.0;5559.0;;;
47;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Totaal geslacht;1999;5628.0;18159.0;9289.0;8870.0;7979.0;23989.0;15229.0;8760.0;2656.0;5222.0;;;
48;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Totaal geslacht;2000;5307.0;17163.0;9108.0;8055.0;8527.0;23473.0;15336.0;8137.0;3083.0;4895.0;;;
49;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Mannen;1994;4248.0;12090.0;5432.0;6658.0;5117.0;15649.0;9049.0;6600.0;1129.0;4678.0;;;
50;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Mannen;1995;4678.0;14491.0;7395.0;7096.0;5377.0;18251.0;11333.0;6918.0;801.0;5480.0;;;
51;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Mannen;1996;5480.0;17753.0;8495.0;9258.0;7000.0;23408.0;14229.0;9179.0;949.0;5877.0;;;
52;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Mannen;1997;6029.0;17137.0;7940.0;9197.0;7538.0;22926.0;13893.0;9033.0;2119.0;5659.0;;;
53;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Mannen;1998;5776.0;17260.0;8099.0;9161.0;7642.0;23374.0;14213.0;9161.0;2512.0;5252.0;;;
54;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Mannen;1999;5312.0;16870.0;8418.0;8452.0;7642.0;22432.0;14102.0;8330.0;2512.0;4924.0;;;
55;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Mannen;2000;4999.0;15961.0;8258.0;7703.0;8072.0;21946.0;14167.0;7779.0;2883.0;4645.0;;;
56;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Vrouwen;1994;367.0;755.0;411.0;344.0;255.0;917.0;569.0;348.0;65.0;234.0;;;
57;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Vrouwen;1995;234.0;771.0;459.0;312.0;229.0;984.0;676.0;308.0;28.0;222.0;;;
58;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Vrouwen;1996;222.0;693.0;378.0;314.0;273.0;892.0;574.0;318.0;50.0;246.0;;;
59;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Vrouwen;1997;252.0;746.0;417.0;329.0;276.0;884.0;555.0;329.0;115.0;275.0;;;
60;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Vrouwen;1998;277.0;901.0;573.0;328.0;337.0;1068.0;740.0;328.0;144.0;307.0;;;
61;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Vrouwen;1999;316.0;1289.0;871.0;418.0;337.0;1557.0;1127.0;430.0;144.0;298.0;;;
62;Totaal excl. de bijzondere inrichtingen;Gevangenisstraf;Vrouwen;2000;308.0;1202.0;850.0;352.0;455.0;1527.0;1169.0;358.0;200.0;250.0;;;
63;Totaal excl. de bijzondere inrichtingen;Hechtenis;Totaal geslacht;1994;159.0;4538.0;4340.0;199.0;1082.0;5510.0;5398.0;112.0;217.0;51.0;;;
64;Totaal excl. de bijzondere inrichtingen;Hechtenis;Totaal geslacht;1995;51.0;2229.0;2121.0;108.0;667.0;2700.0;2656.0;44.0;173.0;74.0;;;
65;Totaal excl. de bijzondere inrichtingen;Hechtenis;Totaal geslacht;1996;74.0;3890.0;3755.0;134.0;819.0;4152.0;4048.0;104.0;443.0;186.0;;;
66;Totaal excl. de bijzondere inrichtingen;Hechtenis;Totaal geslacht;1997;186.0;3917.0;3801.0;116.0;2417.0;5531.0;5410.0;121.0;781.0;208.0;;;
67;Totaal excl. de bijzondere inrichtingen;Hechtenis;Totaal geslacht;1998;208.0;3902.0;3756.0;146.0;2559.0;5975.0;5829.0;146.0;578.0;199.0;;;
68;Totaal excl. de bijzondere inrichtingen;Hechtenis;Totaal geslacht;1999;196.0;3894.0;3729.0;165.0;2559.0;6437.0;6272.0;165.0;578.0;225.0;;;
69;Totaal excl. de bijzondere inrichtingen;Hechtenis;Totaal geslacht;2000;217.0;3928.0;3761.0;167.0;3005.0;6086.0;5905.0;181.0;885.0;217.0;;;
70;Totaal excl. de bijzondere inrichtingen;Hechtenis;Mannen;1994;154.0;4327.0;4133.0;195.0;1021.0;5246.0;5138.0;108.0;206.0;49.0;;;
71;Totaal excl. de bijzondere inrichtingen;Hechtenis;Mannen;1995;49.0;2096.0;1989.0;107.0;641.0;2547.0;2504.0;43.0;169.0;70.0;;;
72;Totaal excl. de bijzondere inrichtingen;Hechtenis;Mannen;1996;70.0;3719.0;3589.0;129.0;776.0;3959.0;3860.0;99.0;423.0;181.0;;;
73;Totaal excl. de bijzondere inrichtingen;Hechtenis;Mannen;1997;181.0;3808.0;3695.0;113.0;2303.0;5342.0;5224.0;118.0;749.0;201.0;;;
74;Totaal excl. de bijzondere inrichtingen;Hechtenis;Mannen;1998;200.0;3787.0;3646.0;141.0;2422.0;5758.0;5617.0;141.0;545.0;191.0;;;
75;Totaal excl. de bijzondere inrichtingen;Hechtenis;Mannen;1999;188.0;3542.0;3401.0;141.0;2422.0;5881.0;5741.0;140.0;545.0;215.0;;;
76;Totaal excl. de bijzondere inrichtingen;Hechtenis;Mannen;2000;207.0;3548.0;3383.0;165.0;2812.0;5550.0;5371.0;179.0;847.0;207.0;;;
77;Totaal excl. de bijzondere inrichtingen;Hechtenis;Vrouwen;1994;5.0;211.0;207.0;4.0;61.0;264.0;260.0;4.0;11.0;2.0;;;
78;Totaal excl. de bijzondere inrichtingen;Hechtenis;Vrouwen;1995;2.0;133.0;132.0;1.0;26.0;153.0;152.0;1.0;4.0;4.0;;;
79;Totaal excl. de bijzondere inrichtingen;Hechtenis;Vrouwen;1996;4.0;171.0;166.0;5.0;43.0;193.0;188.0;5.0;20.0;5.0;;;
80;Totaal excl. de bijzondere inrichtingen;Hechtenis;Vrouwen;1997;5.0;109.0;106.0;3.0;114.0;189.0;186.0;3.0;32.0;7.0;;;
81;Totaal excl. de bijzondere inrichtingen;Hechtenis;Vrouwen;1998;8.0;115.0;110.0;5.0;137.0;217.0;212.0;5.0;33.0;8.0;;;
82;Totaal excl. de bijzondere inrichtingen;Hechtenis;Vrouwen;1999;8.0;352.0;328.0;24.0;137.0;556.0;531.0;25.0;33.0;10.0;;;
83;Totaal excl. de bijzondere inrichtingen;Hechtenis;Vrouwen;2000;10.0;380.0;378.0;2.0;193.0;536.0;534.0;2.0;38.0;10.0;;;
84;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Totaal geslacht;1994;254.0;3975.0;3578.0;396.0;25.0;3695.0;3120.0;575.0;67.0;491.0;;;
85;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Totaal geslacht;1995;491.0;4418.0;3578.0;1127.0;0.0;4229.0;3514.0;715.0;82.0;621.0;;;
86;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Totaal geslacht;1996;621.0;5442.0;3008.0;2433.0;27.0;5173.0;4156.0;1017.0;82.0;835.0;;;
87;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Totaal geslacht;1997;856.0;5253.0;2773.0;2480.0;37.0;5201.0;4623.0;578.0;77.0;868.0;;;
88;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Totaal geslacht;1998;837.0;5034.0;397.0;4655.0;58.0;5175.0;520.0;4655.0;98.0;677.0;;;
89;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Totaal geslacht;1999;900.0;5546.0;519.0;5027.0;58.0;5353.0;4924.0;429.0;98.0;1087.0;;;
90;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Totaal geslacht;2000;1080.0;5569.0;465.0;5104.0;71.0;5565.0;5151.0;414.0;84.0;1074.0;;;
91;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Mannen;1994;244.0;3810.0;3482.0;327.0;24.0;3535.0;2967.0;568.0;65.0;477.0;;;
92;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Mannen;1995;477.0;4267.0;3482.0;1003.0;0.0;4073.0;3387.0;686.0;81.0;612.0;;;
93;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Mannen;1996;612.0;5298.0;2990.0;2307.0;27.0;5044.0;4032.0;1012.0;80.0;813.0;;;
94;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Mannen;1997;834.0;5094.0;2757.0;2337.0;37.0;5021.0;4460.0;561.0;77.0;867.0;;;
95;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Mannen;1998;799.0;4688.0;377.0;4311.0;57.0;4812.0;501.0;4311.0;92.0;642.0;;;
96;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Mannen;1999;863.0;5059.0;490.0;4569.0;57.0;4934.0;4548.0;386.0;92.0;981.0;;;
97;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Mannen;2000;975.0;5048.0;436.0;4612.0;68.0;5010.0;4676.0;334.0;81.0;1003.0;;;
98;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Vrouwen;1994;10.0;165.0;96.0;69.0;1.0;160.0;153.0;7.0;2.0;14.0;;;
99;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Vrouwen;1995;14.0;151.0;96.0;124.0;0.0;156.0;127.0;29.0;1.0;9.0;;;
100;Totaal excl. de bijzondere inrichtingen;Vreemdelingen;Vrouwen;1996;9.0;144.0;18.0;126.0;0.0;129.0;124.0;5.0;2.0;22.0;;;
