ID;Geslacht;Arbeidsmarktpositie;Peilmoment;Studiekenmerken;Persoonskenmerken;Perioden;UitstromersHoTotaal_1;UitstromersHoZonderDiploma_2;UitstromersHoMetDiploma_3
1470;Mannen en vrouwen;0;1;Vooropleiding: Overig;1;2012/'13;240.0;230.0;
1471;Mannen en vrouwen;0;1;Vooropleiding: Overig;1;2013/'14;170.0;170.0;
1472;Mannen en vrouwen;0;1;Vooropleiding: Overig;2;2006/'07;2120.0;1250.0;860.0
1473;Mannen en vrouwen;0;1;Vooropleiding: Overig;2;2007/'08;2000.0;1170.0;840.0
1474;Mannen en vrouwen;0;1;Vooropleiding: Overig;2;2008/'09;1970.0;1100.0;870.0
1475;Mannen en vrouwen;0;1;Vooropleiding: Overig;2;2009/'10;2400.0;1330.0;1070.0
1476;Mannen en vrouwen;0;1;Vooropleiding: Overig;2;2010/'11;2660.0;1380.0;1280.0
1477;Mannen en vrouwen;0;1;Vooropleiding: Overig;2;2011/'12;2560.0;1380.0;1180.0
1478;Mannen en vrouwen;0;1;Vooropleiding: Overig;2;2012/'13;2790.0;1520.0;1270.0
1479;Mannen en vrouwen;0;1;Vooropleiding: Overig;2;2013/'14;2560.0;1330.0;1230.0
1480;Mannen en vrouwen;0;1;Vooropleiding: Overig;3;2006/'07;4980.0;1920.0;3060.0
1481;Mannen en vrouwen;0;1;Vooropleiding: Overig;3;2007/'08;5240.0;2010.0;3230.0
1482;Mannen en vrouwen;0;1;Vooropleiding: Overig;3;2008/'09;4810.0;1660.0;3150.0
1483;Mannen en vrouwen;0;1;Vooropleiding: Overig;3;2009/'10;5700.0;1980.0;3720.0
1484;Mannen en vrouwen;0;1;Vooropleiding: Overig;3;2010/'11;5950.0;2010.0;3940.0
1485;Mannen en vrouwen;0;1;Vooropleiding: Overig;3;2011/'12;5220.0;1560.0;3660.0
1486;Mannen en vrouwen;0;1;Vooropleiding: Overig;3;2012/'13;5160.0;1570.0;3580.0
1487;Mannen en vrouwen;0;1;Vooropleiding: Overig;3;2013/'14;5240.0;1600.0;3650.0
1488;Mannen en vrouwen;0;1;Vooropleiding: Overig;4;2006/'07;2210.0;930.0;1290.0
1489;Mannen en vrouwen;0;1;Vooropleiding: Overig;4;2007/'08;2350.0;980.0;1370.0
1490;Mannen en vrouwen;0;1;Vooropleiding: Overig;4;2008/'09;2390.0;990.0;1400.0
1491;Mannen en vrouwen;0;1;Vooropleiding: Overig;4;2009/'10;3270.0;1260.0;2010.0
1492;Mannen en vrouwen;0;1;Vooropleiding: Overig;4;2010/'11;4400.0;1690.0;2710.0
1493;Mannen en vrouwen;0;1;Vooropleiding: Overig;4;2011/'12;3750.0;1480.0;2270.0
1494;Mannen en vrouwen;0;1;Vooropleiding: Overig;4;2012/'13;2070.0;820.0;1260.0
1495;Mannen en vrouwen;0;1;Vooropleiding: Overig;4;2013/'14;1980.0;740.0;1240.0
1496;Mannen en vrouwen;0;1;Vooropleiding: Overig;5;2006/'07;3420.0;1490.0;1930.0
1497;Mannen en vrouwen;0;1;Vooropleiding: Overig;5;2007/'08;3470.0;1590.0;1880.0
1498;Mannen en vrouwen;0;1;Vooropleiding: Overig;5;2008/'09;3250.0;1470.0;1770.0
1499;Mannen en vrouwen;0;1;Vooropleiding: Overig;5;2009/'10;3560.0;1550.0;2010.0
1500;Mannen en vrouwen;0;1;Vooropleiding: Overig;5;2010/'11;4400.0;2010.0;2390.0
1501;Mannen en vrouwen;0;1;Vooropleiding: Overig;5;2011/'12;3740.0;1670.0;2070.0
1502;Mannen en vrouwen;0;1;Vooropleiding: Overig;5;2012/'13;2730.0;1110.0;1620.0
1503;Mannen en vrouwen;0;1;Vooropleiding: Overig;5;2013/'14;2580.0;1100.0;1470.0
1504;Mannen en vrouwen;0;1;Vooropleiding: Overig;6;2006/'07;6100.0;2570.0;3530.0
1505;Mannen en vrouwen;0;1;Vooropleiding: Overig;6;2007/'08;5700.0;2350.0;3350.0
1506;Mannen en vrouwen;0;1;Vooropleiding: Overig;6;2008/'09;5320.0;2230.0;3100.0
1507;Mannen en vrouwen;0;1;Vooropleiding: Overig;6;2009/'10;5370.0;2410.0;2960.0
1508;Mannen en vrouwen;0;1;Vooropleiding: Overig;6;2010/'11;5910.0;2560.0;3350.0
1509;Mannen en vrouwen;0;1;Vooropleiding: Overig;6;2011/'12;5200.0;2110.0;3090.0
1510;Mannen en vrouwen;0;1;Vooropleiding: Overig;6;2012/'13;3980.0;1580.0;2400.0
1511;Mannen en vrouwen;0;1;Vooropleiding: Overig;6;2013/'14;3260.0;1370.0;1890.0
1512;Mannen en vrouwen;0;1;Vooropleiding: Overig;7;2006/'07;10110.0;4450.0;5660.0
1513;Mannen en vrouwen;0;1;Vooropleiding: Overig;7;2007/'08;9640.0;4380.0;5270.0
1514;Mannen en vrouwen;0;1;Vooropleiding: Overig;7;2008/'09;8750.0;3870.0;4880.0
1515;Mannen en vrouwen;0;1;Vooropleiding: Overig;7;2009/'10;10320.0;4510.0;5810.0
1516;Mannen en vrouwen;0;1;Vooropleiding: Overig;7;2010/'11;12140.0;5040.0;7100.0
1517;Mannen en vrouwen;0;1;Vooropleiding: Overig;7;2011/'12;8850.0;3720.0;5130.0
1518;Mannen en vrouwen;0;1;Vooropleiding: Overig;7;2012/'13;6070.0;2700.0;3370.0
1519;Mannen en vrouwen;0;1;Vooropleiding: Overig;7;2013/'14;5210.0;2300.0;2910.0
1520;Mannen en vrouwen;0;1;Vooropleiding: Overig;8;2006/'07;4820.0;2300.0;2510.0
1521;Mannen en vrouwen;0;1;Vooropleiding: Overig;8;2007/'08;4930.0;2240.0;2690.0
1522;Mannen en vrouwen;0;1;Vooropleiding: Overig;8;2008/'09;4730.0;2160.0;2570.0
1523;Mannen en vrouwen;0;1;Vooropleiding: Overig;8;2009/'10;5110.0;2400.0;2710.0
1524;Mannen en vrouwen;0;1;Vooropleiding: Overig;8;2010/'11;5660.0;2700.0;2960.0
1525;Mannen en vrouwen;0;1;Vooropleiding: Overig;8;2011/'12;5500.0;2490.0;3000.0
1526;Mannen en vrouwen;0;1;Vooropleiding: Overig;8;2012/'13;4640.0;1970.0;2670.0
1527;Mannen en vrouwen;0;1;Vooropleiding: Overig;8;2013/'14;4700.0;2090.0;2610.0
1528;Mannen en vrouwen;0;1;Vooropleiding: Overig;9;2006/'07;3990.0;1480.0;2510.0
1529;Mannen en vrouwen;0;1;Vooropleiding: Overig;9;2007/'08;4280.0;1570.0;2710.0
1530;Mannen en vrouwen;0;1;Vooropleiding: Overig;9;2008/'09;4340.0;1510.0;2830.0
1531;Mannen en vrouwen;0;1;Vooropleiding: Overig;9;2009/'10;5000.0;1750.0;3250.0
1532;Mannen en vrouwen;0;1;Vooropleiding: Overig;9;2010/'11;5670.0;2060.0;3610.0
1533;Mannen en vrouwen;0;1;Vooropleiding: Overig;9;2011/'12;6270.0;2150.0;4120.0
1534;Mannen en vrouwen;0;1;Vooropleiding: Overig;9;2012/'13;6260.0;2160.0;4100.0
1535;Mannen en vrouwen;0;1;Vooropleiding: Overig;9;2013/'14;5880.0;1910.0;3970.0
1536;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Nederlands;2006/'07;14090.0;6640.0;7450.0
1537;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Nederlands;2007/'08;13620.0;6520.0;7100.0
1538;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Nederlands;2008/'09;12440.0;5860.0;6590.0
1539;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Nederlands;2009/'10;14510.0;6830.0;7670.0
1540;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Nederlands;2010/'11;17010.0;7780.0;9220.0
1541;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Nederlands;2011/'12;13050.0;6070.0;6980.0
1542;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Nederlands;2012/'13;9160.0;4370.0;4800.0
1543;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Nederlands;2013/'14;8320.0;4070.0;4250.0
1544;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: EER;2006/'07;1820.0;540.0;1290.0
1545;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: EER;2007/'08;2060.0;640.0;1430.0
1546;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: EER;2008/'09;2230.0;680.0;1550.0
1547;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: EER;2009/'10;2790.0;880.0;1910.0
1548;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: EER;2010/'11;3260.0;1080.0;2190.0
1549;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: EER;2011/'12;4180.0;1310.0;2870.0
1550;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: EER;2012/'13;4610.0;1490.0;3120.0
1551;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: EER;2013/'14;4310.0;1290.0;3020.0
1552;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Overig;2006/'07;3000.0;1050.0;1950.0
1553;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Overig;2007/'08;3170.0;1030.0;2140.0
1554;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Overig;2008/'09;3150.0;1000.0;2150.0
1555;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Overig;2009/'10;3130.0;940.0;2190.0
1556;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Overig;2010/'11;3190.0;940.0;2250.0
1557;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Overig;2011/'12;3400.0;990.0;2410.0
1558;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Overig;2012/'13;3200.0;990.0;2210.0
1559;Mannen en vrouwen;0;1;Vooropleiding: Overig;Nationaliteit: Overig;2013/'14;3160.0;950.0;2220.0
1560;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;0;2006/'07;35920.0;0.0;35920.0
1561;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;0;2007/'08;35810.0;0.0;35810.0
1562;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;0;2008/'09;35160.0;0.0;35160.0
1563;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;0;2009/'10;35730.0;0.0;35730.0
1564;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;0;2010/'11;37250.0;0.0;37250.0
1565;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;0;2011/'12;40340.0;0.0;40340.0
1566;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;0;2012/'13;38070.0;0.0;38070.0
1567;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;0;2013/'14;36030.0;0.0;36030.0
1568;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;1;2006/'07;;0.0;
1569;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;1;2007/'08;;0.0;
1570;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;1;2008/'09;;0.0;
1571;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;1;2009/'10;;0.0;
1572;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;1;2010/'11;;0.0;
1573;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;1;2011/'12;10.0;0.0;10.0
1574;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;1;2012/'13;10.0;0.0;10.0
1575;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;1;2013/'14;10.0;0.0;10.0
1576;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;2;2006/'07;16200.0;0.0;16200.0
1577;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;2;2007/'08;16470.0;0.0;16470.0
1578;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;2;2008/'09;15820.0;0.0;15820.0
1579;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;2;2009/'10;16310.0;0.0;16310.0
1580;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;2;2010/'11;17090.0;0.0;17090.0
1581;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;2;2011/'12;18810.0;0.0;18810.0
1582;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;2;2012/'13;18380.0;0.0;18380.0
1583;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;2;2013/'14;17450.0;0.0;17450.0
1584;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;3;2006/'07;11750.0;0.0;11750.0
1585;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;3;2007/'08;11860.0;0.0;11860.0
1586;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;3;2008/'09;11910.0;0.0;11910.0
1587;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;3;2009/'10;12340.0;0.0;12340.0
1588;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;3;2010/'11;12780.0;0.0;12780.0
1589;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;3;2011/'12;14090.0;0.0;14090.0
1590;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;3;2012/'13;13230.0;0.0;13230.0
1591;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;3;2013/'14;12620.0;0.0;12620.0
1592;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;4;2006/'07;1830.0;0.0;1830.0
1593;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;4;2007/'08;1840.0;0.0;1840.0
1594;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;4;2008/'09;1920.0;0.0;1920.0
1595;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;4;2009/'10;1950.0;0.0;1950.0
1596;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;4;2010/'11;2150.0;0.0;2150.0
1597;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;4;2011/'12;2270.0;0.0;2270.0
1598;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;4;2012/'13;2180.0;0.0;2180.0
1599;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;4;2013/'14;2100.0;0.0;2100.0
1600;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;5;2006/'07;2310.0;0.0;2310.0
1601;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;5;2007/'08;2130.0;0.0;2130.0
1602;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;5;2008/'09;2170.0;0.0;2170.0
1603;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;5;2009/'10;2100.0;0.0;2100.0
1604;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;5;2010/'11;2110.0;0.0;2110.0
1605;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;5;2011/'12;2160.0;0.0;2160.0
1606;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;5;2012/'13;1930.0;0.0;1930.0
1607;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;5;2013/'14;1760.0;0.0;1760.0
1608;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;6;2006/'07;3820.0;0.0;3820.0
1609;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;6;2007/'08;3500.0;0.0;3500.0
1610;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;6;2008/'09;3340.0;0.0;3340.0
1611;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;6;2009/'10;3030.0;0.0;3030.0
1612;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;6;2010/'11;3110.0;0.0;3110.0
1613;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;6;2011/'12;2980.0;0.0;2980.0
1614;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;6;2012/'13;2340.0;0.0;2340.0
1615;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;6;2013/'14;2100.0;0.0;2100.0
1616;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;7;2006/'07;29010.0;0.0;29010.0
1617;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;7;2007/'08;28700.0;0.0;28700.0
1618;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;7;2008/'09;27940.0;0.0;27940.0
1619;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;7;2009/'10;28040.0;0.0;28040.0
1620;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;7;2010/'11;29040.0;0.0;29040.0
1621;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;7;2011/'12;31060.0;0.0;31060.0
1622;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;7;2012/'13;29140.0;0.0;29140.0
1623;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;7;2013/'14;27490.0;0.0;27490.0
1624;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;8;2006/'07;3530.0;0.0;3530.0
1625;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;8;2007/'08;3600.0;0.0;3600.0
1626;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;8;2008/'09;3630.0;0.0;3630.0
1627;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;8;2009/'10;3810.0;0.0;3810.0
1628;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;8;2010/'11;4010.0;0.0;4010.0
1629;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;8;2011/'12;4450.0;0.0;4450.0
1630;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;8;2012/'13;4020.0;0.0;4020.0
1631;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;8;2013/'14;3870.0;0.0;3870.0
1632;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;9;2006/'07;3370.0;0.0;3370.0
1633;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;9;2007/'08;3510.0;0.0;3510.0
1634;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;9;2008/'09;3590.0;0.0;3590.0
1635;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;9;2009/'10;3870.0;0.0;3870.0
1636;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;9;2010/'11;4200.0;0.0;4200.0
1637;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;9;2011/'12;4830.0;0.0;4830.0
1638;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;9;2012/'13;4900.0;0.0;4900.0
1639;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;9;2013/'14;4670.0;0.0;4670.0
1640;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Nederlands;2006/'07;33260.0;0.0;33260.0
1641;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Nederlands;2007/'08;32940.0;0.0;32940.0
1642;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Nederlands;2008/'09;32170.0;0.0;32170.0
1643;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Nederlands;2009/'10;32330.0;0.0;32330.0
1644;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Nederlands;2010/'11;33530.0;0.0;33530.0
1645;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Nederlands;2011/'12;35850.0;0.0;35850.0
1646;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Nederlands;2012/'13;33520.0;0.0;33520.0
1647;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Nederlands;2013/'14;31660.0;0.0;31660.0
1648;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: EER;2006/'07;1040.0;0.0;1040.0
1649;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: EER;2007/'08;1200.0;0.0;1200.0
1650;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: EER;2008/'09;1260.0;0.0;1260.0
1651;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: EER;2009/'10;1570.0;0.0;1570.0
1652;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: EER;2010/'11;1790.0;0.0;1790.0
1653;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: EER;2011/'12;2370.0;0.0;2370.0
1654;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: EER;2012/'13;2610.0;0.0;2610.0
1655;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: EER;2013/'14;2470.0;0.0;2470.0
1656;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Overig;2006/'07;1610.0;0.0;1610.0
1657;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Overig;2007/'08;1670.0;0.0;1670.0
1658;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Overig;2008/'09;1730.0;0.0;1730.0
1659;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Overig;2009/'10;1830.0;0.0;1830.0
1660;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Overig;2010/'11;1930.0;0.0;1930.0
1661;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Overig;2011/'12;2120.0;0.0;2120.0
1662;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Overig;2012/'13;1930.0;0.0;1930.0
1663;Mannen en vrouwen;0;1;Studieduur: 4 jaar of korter;Nationaliteit: Overig;2013/'14;1910.0;0.0;1910.0
1664;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;0;2006/'07;32990.0;0.0;32990.0
1665;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;0;2007/'08;33250.0;0.0;33250.0
1666;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;0;2008/'09;33970.0;0.0;33970.0
1667;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;0;2009/'10;35370.0;0.0;35370.0
1668;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;0;2010/'11;38320.0;0.0;38320.0
1669;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;0;2011/'12;43310.0;0.0;43310.0
1670;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;0;2012/'13;38540.0;0.0;38540.0
1671;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;0;2013/'14;42510.0;0.0;42510.0
1672;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;1;2006/'07;0.0;0.0;0.0
1673;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;1;2007/'08;0.0;0.0;0.0
1674;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;1;2008/'09;0.0;0.0;0.0
1675;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;1;2009/'10;0.0;0.0;0.0
1676;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;1;2010/'11;0.0;0.0;0.0
1677;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;1;2011/'12;0.0;0.0;0.0
1678;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;1;2012/'13;0.0;0.0;0.0
1679;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;1;2013/'14;0.0;0.0;0.0
1680;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;2;2006/'07;7340.0;0.0;7340.0
1681;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;2;2007/'08;7910.0;0.0;7910.0
1682;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;2;2008/'09;8090.0;0.0;8090.0
1683;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;2;2009/'10;8410.0;0.0;8410.0
1684;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;2;2010/'11;9040.0;0.0;9040.0
1685;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;2;2011/'12;10440.0;0.0;10440.0
1686;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;2;2012/'13;10350.0;0.0;10350.0
1687;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;2;2013/'14;11290.0;0.0;11290.0
1688;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;3;2006/'07;19000.0;0.0;19000.0
1689;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;3;2007/'08;18620.0;0.0;18620.0
1690;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;3;2008/'09;19150.0;0.0;19150.0
1691;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;3;2009/'10;20140.0;0.0;20140.0
1692;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;3;2010/'11;21980.0;0.0;21980.0
1693;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;3;2011/'12;25060.0;0.0;25060.0
1694;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;3;2012/'13;22060.0;0.0;22060.0
1695;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;3;2013/'14;24740.0;0.0;24740.0
1696;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;4;2006/'07;2810.0;0.0;2810.0
1697;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;4;2007/'08;2960.0;0.0;2960.0
1698;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;4;2008/'09;2970.0;0.0;2970.0
1699;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;4;2009/'10;3040.0;0.0;3040.0
1700;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;4;2010/'11;3180.0;0.0;3180.0
1701;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;4;2011/'12;3480.0;0.0;3480.0
1702;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;4;2012/'13;2690.0;0.0;2690.0
1703;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;4;2013/'14;3040.0;0.0;3040.0
1704;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;5;2006/'07;2280.0;0.0;2280.0
1705;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;5;2007/'08;2210.0;0.0;2210.0
1706;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;5;2008/'09;2190.0;0.0;2190.0
1707;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;5;2009/'10;2170.0;0.0;2170.0
1708;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;5;2010/'11;2320.0;0.0;2320.0
1709;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;5;2011/'12;2380.0;0.0;2380.0
1710;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;5;2012/'13;1940.0;0.0;1940.0
1711;Mannen en vrouwen;0;1;Studieduur: 5 tot en met 7 jaar;5;2013/'14;1930.0;0.0;1930.0
