ID;Sales;SBI2008;Periods;WeightFactor_1;IndexNumbers_2;MonthOnMonthDevelopment_3;YearOnYearDevelopment_4
8699;Total sales;26 Manufacture of electronic products;2010 March;4937;106.1;0.2;-1.9
8700;Total sales;26 Manufacture of electronic products;2010 April;4937;106.6;0.5;-1.2
8701;Total sales;26 Manufacture of electronic products;2010 May;4937;107.7;1.1;0.4
8702;Total sales;26 Manufacture of electronic products;2010 June;4937;108.0;0.3;1.0
8703;Total sales;26 Manufacture of electronic products;2010 July;4937;108.3;0.2;1.5
8704;Total sales;26 Manufacture of electronic products;2010 August;4937;108.1;-0.1;1.4
8705;Total sales;26 Manufacture of electronic products;2010 September;4937;110.1;1.8;3.4
8706;Total sales;26 Manufacture of electronic products;2010 October;4937;109.2;-0.8;4.3
8707;Total sales;26 Manufacture of electronic products;2010 November;4937;109.4;0.1;4.4
8708;Total sales;26 Manufacture of electronic products;2010 December;4937;109.9;0.4;4.7
8709;Total sales;26 Manufacture of electronic products;2010;4937;107.9;;1.1
8710;Total sales;26 Manufacture of electronic products;2011 January;4937;109.4;-0.4;3.9
8711;Total sales;26 Manufacture of electronic products;2011 February;4937;109.8;0.3;3.7
8712;Total sales;26 Manufacture of electronic products;2011 March;4937;109.6;-0.2;3.3
8713;Total sales;26 Manufacture of electronic products;2011 April;4937;109.3;-0.2;2.6
8714;Total sales;26 Manufacture of electronic products;2011 May;4937;109.4;0.1;1.6
8715;Total sales;26 Manufacture of electronic products;2011 June;4937;109.7;0.2;1.6
8716;Total sales;26 Manufacture of electronic products;2011 July;4937;109.8;0.1;1.4
8717;Total sales;26 Manufacture of electronic products;2011 August;4937;109.7;0.0;1.5
8718;Total sales;26 Manufacture of electronic products;2011 September;4937;110.2;0.4;0.1
8719;Total sales;26 Manufacture of electronic products;2011 October;4937;110.3;0.1;1.0
8720;Total sales;26 Manufacture of electronic products;2011 November;4937;110.4;0.1;1.0
8721;Total sales;26 Manufacture of electronic products;2011 December;4937;110.7;0.3;0.8
8722;Total sales;26 Manufacture of electronic products;2011;4937;109.9;;1.9
8723;Total sales;26 Manufacture of electronic products;2012 January;4937;112.3;1.4;2.6
8724;Total sales;26 Manufacture of electronic products;2012 February;4937;112.1;-0.1;2.1
8725;Total sales;26 Manufacture of electronic products;2012 March;4937;112.1;0.0;2.3
8726;Total sales;26 Manufacture of electronic products;2012 April;4937;111.8;-0.3;2.3
8727;Total sales;26 Manufacture of electronic products;2012 May;4937;112.0;0.2;2.3
8728;Total sales;26 Manufacture of electronic products;2012 June;4937;112.2;0.2;2.3
8729;Total sales;26 Manufacture of electronic products;2012 July;4937;113.2;0.9;3.1
8730;Total sales;26 Manufacture of electronic products;2012 August;4937;113.2;0.0;3.1
8731;Total sales;26 Manufacture of electronic products;2012 September;4937;113.0;-0.2;2.5
8732;Total sales;26 Manufacture of electronic products;2012 October;4937;112.5;-0.4;2.0
8733;Total sales;26 Manufacture of electronic products;2012 November;4937;112.6;0.1;1.9
8734;Total sales;26 Manufacture of electronic products;2012 December;4937;112.5;-0.1;1.6
8735;Total sales;26 Manufacture of electronic products;2012;4937;112.5;;2.3
8736;Total sales;27 Manufacture of electric equipment;1981 January;0;76.5;;
8737;Total sales;27 Manufacture of electric equipment;1981 February;0;77.3;1.1;
8738;Total sales;27 Manufacture of electric equipment;1981 March ;0;77.4;0.1;
8739;Total sales;27 Manufacture of electric equipment;1981 April;0;77.7;0.4;
8740;Total sales;27 Manufacture of electric equipment;1981 May;0;77.9;0.3;
8741;Total sales;27 Manufacture of electric equipment;1981 June;0;78.0;0.1;
8742;Total sales;27 Manufacture of electric equipment;1981 July;0;78.7;0.9;
8743;Total sales;27 Manufacture of electric equipment;1981 August;0;78.9;0.3;
8744;Total sales;27 Manufacture of electric equipment;1981 September;0;79.1;0.3;
8745;Total sales;27 Manufacture of electric equipment;1981 October;0;79.2;0.1;
8746;Total sales;27 Manufacture of electric equipment;1981 November;0;79.3;0.2;
8747;Total sales;27 Manufacture of electric equipment;1981 December;0;79.5;0.2;
8748;Total sales;27 Manufacture of electric equipment;1981;0;78.3;;
8749;Total sales;27 Manufacture of electric equipment;1982 January;0;80.5;1.4;5.3
8750;Total sales;27 Manufacture of electric equipment;1982 February;0;80.7;0.2;4.4
8751;Total sales;27 Manufacture of electric equipment;1982 March ;0;80.7;0.0;4.3
8752;Total sales;27 Manufacture of electric equipment;1982 April;0;81.1;0.5;4.4
8753;Total sales;27 Manufacture of electric equipment;1982 May;0;81.0;-0.1;4.0
8754;Total sales;27 Manufacture of electric equipment;1982 June;0;81.1;0.1;4.0
8755;Total sales;27 Manufacture of electric equipment;1982 July;0;81.9;1.1;4.1
8756;Total sales;27 Manufacture of electric equipment;1982 August;0;82.0;0.1;3.9
8757;Total sales;27 Manufacture of electric equipment;1982 September;0;82.0;0.0;3.7
8758;Total sales;27 Manufacture of electric equipment;1982 October;0;82.2;0.3;3.9
8759;Total sales;27 Manufacture of electric equipment;1982 November;0;82.3;0.1;3.7
8760;Total sales;27 Manufacture of electric equipment;1982 December;0;82.3;0.0;3.6
8761;Total sales;27 Manufacture of electric equipment;1982;0;81.5;;4.1
8762;Total sales;27 Manufacture of electric equipment;1983 January;0;83.3;1.2;3.4
8763;Total sales;27 Manufacture of electric equipment;1983 February;0;83.0;-0.4;2.8
8764;Total sales;27 Manufacture of electric equipment;1983 March ;0;83.1;0.2;3.0
8765;Total sales;27 Manufacture of electric equipment;1983 April;0;83.3;0.3;2.8
8766;Total sales;27 Manufacture of electric equipment;1983 May;0;83.5;0.2;3.1
8767;Total sales;27 Manufacture of electric equipment;1983 June;0;83.6;0.1;3.1
8768;Total sales;27 Manufacture of electric equipment;1983 July;0;83.6;0.0;2.1
8769;Total sales;27 Manufacture of electric equipment;1983 August;0;83.7;0.1;2.1
8770;Total sales;27 Manufacture of electric equipment;1983 September;0;83.7;0.0;2.0
8771;Total sales;27 Manufacture of electric equipment;1983 October;0;83.7;0.0;1.8
8772;Total sales;27 Manufacture of electric equipment;1983 November;0;83.9;0.2;1.9
8773;Total sales;27 Manufacture of electric equipment;1983 December;0;84.1;0.3;2.2
8774;Total sales;27 Manufacture of electric equipment;1983;0;83.5;;2.5
8775;Total sales;27 Manufacture of electric equipment;1984 January;0;84.2;0.1;1.1
8776;Total sales;27 Manufacture of electric equipment;1984 February;0;84.3;0.1;1.6
8777;Total sales;27 Manufacture of electric equipment;1984 March ;0;84.3;0.0;1.4
8778;Total sales;27 Manufacture of electric equipment;1984 April;0;84.5;0.3;1.4
8779;Total sales;27 Manufacture of electric equipment;1984 May;0;84.6;0.2;1.3
8780;Total sales;27 Manufacture of electric equipment;1984 June;0;84.6;0.0;1.2
8781;Total sales;27 Manufacture of electric equipment;1984 July;0;85.2;0.7;1.9
8782;Total sales;27 Manufacture of electric equipment;1984 August;0;85.3;0.1;1.9
8783;Total sales;27 Manufacture of electric equipment;1984 September;0;85.5;0.2;2.2
8784;Total sales;27 Manufacture of electric equipment;1984 October;0;85.6;0.1;2.3
8785;Total sales;27 Manufacture of electric equipment;1984 November;0;85.5;-0.1;2.0
8786;Total sales;27 Manufacture of electric equipment;1984 December;0;85.7;0.2;1.9
8787;Total sales;27 Manufacture of electric equipment;1984;0;84.9;;1.7
8788;Total sales;27 Manufacture of electric equipment;1985 January;0;86.4;0.8;2.7
8789;Total sales;27 Manufacture of electric equipment;1985 February;0;86.6;0.2;2.8
8790;Total sales;27 Manufacture of electric equipment;1985 March ;0;86.9;0.3;3.1
8791;Total sales;27 Manufacture of electric equipment;1985 April;0;86.8;0.0;2.8
8792;Total sales;27 Manufacture of electric equipment;1985 May;0;87.0;0.2;2.8
8793;Total sales;27 Manufacture of electric equipment;1985 June;0;86.9;-0.1;2.7
8794;Total sales;27 Manufacture of electric equipment;1985 July;0;87.1;0.2;2.2
8795;Total sales;27 Manufacture of electric equipment;1985 August;0;87.1;0.0;2.1
8796;Total sales;27 Manufacture of electric equipment;1985 September;0;87.1;0.1;1.9
8797;Total sales;27 Manufacture of electric equipment;1985 October;0;87.8;0.8;2.5
8798;Total sales;27 Manufacture of electric equipment;1985 November;0;87.7;-0.1;2.5
8799;Total sales;27 Manufacture of electric equipment;1985 December;0;87.7;0.0;2.3
8800;Total sales;27 Manufacture of electric equipment;1985;0;87.1;;2.5
8801;Total sales;27 Manufacture of electric equipment;1986 January;0;87.8;0.1;1.6
8802;Total sales;27 Manufacture of electric equipment;1986 February;0;87.7;-0.1;1.3
8803;Total sales;27 Manufacture of electric equipment;1986 March ;0;87.7;0.0;1.0
8804;Total sales;27 Manufacture of electric equipment;1986 April;0;87.5;-0.3;0.7
8805;Total sales;27 Manufacture of electric equipment;1986 May;0;87.4;0.0;0.5
8806;Total sales;27 Manufacture of electric equipment;1986 June;0;87.3;-0.1;0.5
8807;Total sales;27 Manufacture of electric equipment;1986 July;0;87.2;-0.1;0.2
8808;Total sales;27 Manufacture of electric equipment;1986 August;0;87.2;0.0;0.2
8809;Total sales;27 Manufacture of electric equipment;1986 September;0;87.1;-0.1;0.0
8810;Total sales;27 Manufacture of electric equipment;1986 October;0;86.3;-1.0;-1.7
8811;Total sales;27 Manufacture of electric equipment;1986 November;0;86.2;-0.1;-1.8
8812;Total sales;27 Manufacture of electric equipment;1986 December;0;86.2;0.0;-1.7
8813;Total sales;27 Manufacture of electric equipment;1986;0;87.1;;0.1
8814;Total sales;27 Manufacture of electric equipment;1987 January;0;86.0;-0.2;-2.0
8815;Total sales;27 Manufacture of electric equipment;1987 February;0;85.9;-0.1;-2.0
8816;Total sales;27 Manufacture of electric equipment;1987 March ;0;85.9;0.0;-2.0
8817;Total sales;27 Manufacture of electric equipment;1987 April;0;85.9;-0.1;-1.8
8818;Total sales;27 Manufacture of electric equipment;1987 May;0;85.9;0.1;-1.7
8819;Total sales;27 Manufacture of electric equipment;1987 June;0;86.0;0.0;-1.6
8820;Total sales;27 Manufacture of electric equipment;1987 July;0;85.9;0.0;-1.5
8821;Total sales;27 Manufacture of electric equipment;1987 August;0;85.9;0.0;-1.5
8822;Total sales;27 Manufacture of electric equipment;1987 September;0;85.8;-0.2;-1.6
8823;Total sales;27 Manufacture of electric equipment;1987 October;0;85.9;0.1;-0.4
8824;Total sales;27 Manufacture of electric equipment;1987 November;0;86.0;0.1;-0.2
8825;Total sales;27 Manufacture of electric equipment;1987 December;0;86.0;0.1;-0.2
8826;Total sales;27 Manufacture of electric equipment;1987;0;85.9;;-1.4
8827;Total sales;27 Manufacture of electric equipment;1988 January;0;86.2;0.2;0.2
8828;Total sales;27 Manufacture of electric equipment;1988 February;0;86.1;0.0;0.2
8829;Total sales;27 Manufacture of electric equipment;1988 March ;0;86.1;0.0;0.2
8830;Total sales;27 Manufacture of electric equipment;1988 April;0;86.2;0.2;0.4
8831;Total sales;27 Manufacture of electric equipment;1988 May;0;86.4;0.1;0.5
8832;Total sales;27 Manufacture of electric equipment;1988 June;0;86.6;0.3;0.8
8833;Total sales;27 Manufacture of electric equipment;1988 July;0;86.9;0.3;1.1
8834;Total sales;27 Manufacture of electric equipment;1988 August;0;86.9;0.0;1.1
8835;Total sales;27 Manufacture of electric equipment;1988 September;0;87.0;0.1;1.4
8836;Total sales;27 Manufacture of electric equipment;1988 October;0;87.3;0.3;1.6
8837;Total sales;27 Manufacture of electric equipment;1988 November;0;87.3;0.0;1.5
8838;Total sales;27 Manufacture of electric equipment;1988 December;0;87.5;0.2;1.7
8839;Total sales;27 Manufacture of electric equipment;1988;0;86.7;;0.9
8840;Total sales;27 Manufacture of electric equipment;1989 January;0;87.6;0.1;1.7
8841;Total sales;27 Manufacture of electric equipment;1989 February;0;87.3;-0.3;1.4
8842;Total sales;27 Manufacture of electric equipment;1989 March ;0;87.3;0.0;1.4
8843;Total sales;27 Manufacture of electric equipment;1989 April;0;87.5;0.3;1.5
8844;Total sales;27 Manufacture of electric equipment;1989 May;0;87.6;0.0;1.4
8845;Total sales;27 Manufacture of electric equipment;1989 June;0;87.4;-0.1;0.9
8846;Total sales;27 Manufacture of electric equipment;1989 July;0;87.4;-0.1;0.5
8847;Total sales;27 Manufacture of electric equipment;1989 August;0;87.3;0.0;0.5
8848;Total sales;27 Manufacture of electric equipment;1989 September;0;87.3;0.0;0.4
8849;Total sales;27 Manufacture of electric equipment;1989 October;0;87.2;-0.2;-0.1
8850;Total sales;27 Manufacture of electric equipment;1989 November;0;87.0;-0.1;-0.3
8851;Total sales;27 Manufacture of electric equipment;1989 December;0;86.8;-0.2;-0.7
8852;Total sales;27 Manufacture of electric equipment;1989;0;87.3;;0.7
8853;Total sales;27 Manufacture of electric equipment;1990 January;0;86.7;-0.1;-1.0
8854;Total sales;27 Manufacture of electric equipment;1990 February;0;86.6;-0.2;-0.9
8855;Total sales;27 Manufacture of electric equipment;1990 March ;0;86.7;0.2;-0.7
8856;Total sales;27 Manufacture of electric equipment;1990 April;0;86.6;-0.1;-1.0
8857;Total sales;27 Manufacture of electric equipment;1990 May;0;86.9;0.3;-0.8
8858;Total sales;27 Manufacture of electric equipment;1990 June;0;87.0;0.1;-0.5
8859;Total sales;27 Manufacture of electric equipment;1990 July;0;87.2;0.3;-0.2
8860;Total sales;27 Manufacture of electric equipment;1990 August;0;87.1;-0.1;-0.3
8861;Total sales;27 Manufacture of electric equipment;1990 September;0;87.1;0.0;-0.3
8862;Total sales;27 Manufacture of electric equipment;1990 October;0;87.0;-0.1;-0.1
8863;Total sales;27 Manufacture of electric equipment;1990 November;0;86.8;-0.3;-0.3
8864;Total sales;27 Manufacture of electric equipment;1990 December;0;86.7;-0.2;-0.2
8865;Total sales;27 Manufacture of electric equipment;1990;0;86.9;;-0.5
8866;Total sales;27 Manufacture of electric equipment;1991 January;0;87.4;0.9;0.8
8867;Total sales;27 Manufacture of electric equipment;1991 February;0;87.3;-0.1;0.9
8868;Total sales;27 Manufacture of electric equipment;1991 March ;0;87.6;0.3;1.0
8869;Total sales;27 Manufacture of electric equipment;1991 April;0;88.3;0.8;1.9
8870;Total sales;27 Manufacture of electric equipment;1991 May;0;88.3;0.0;1.6
8871;Total sales;27 Manufacture of electric equipment;1991 June;0;88.1;-0.2;1.3
8872;Total sales;27 Manufacture of electric equipment;1991 July;0;88.4;0.4;1.4
8873;Total sales;27 Manufacture of electric equipment;1991 August;0;88.4;-0.1;1.5
8874;Total sales;27 Manufacture of electric equipment;1991 September;0;88.5;0.1;1.5
8875;Total sales;27 Manufacture of electric equipment;1991 October;0;88.5;0.1;1.7
8876;Total sales;27 Manufacture of electric equipment;1991 November;0;88.5;-0.1;1.9
8877;Total sales;27 Manufacture of electric equipment;1991 December;0;88.3;-0.2;1.8
8878;Total sales;27 Manufacture of electric equipment;1991;0;88.1;;1.4
8879;Total sales;27 Manufacture of electric equipment;1992 January;0;88.9;0.8;1.7
8880;Total sales;27 Manufacture of electric equipment;1992 February;0;88.9;0.0;1.9
8881;Total sales;27 Manufacture of electric equipment;1992 March ;0;89.2;0.3;1.8
8882;Total sales;27 Manufacture of electric equipment;1992 April;0;89.4;0.2;1.2
8883;Total sales;27 Manufacture of electric equipment;1992 May;0;89.4;0.0;1.3
8884;Total sales;27 Manufacture of electric equipment;1992 June;0;89.6;0.2;1.7
8885;Total sales;27 Manufacture of electric equipment;1992 July;0;89.5;-0.1;1.2
8886;Total sales;27 Manufacture of electric equipment;1992 August;0;89.5;0.0;1.2
8887;Total sales;27 Manufacture of electric equipment;1992 September;0;89.4;-0.1;1.1
8888;Total sales;27 Manufacture of electric equipment;1992 October;0;89.4;-0.1;1.0
8889;Total sales;27 Manufacture of electric equipment;1992 November;0;89.4;0.1;1.1
8890;Total sales;27 Manufacture of electric equipment;1992 December;0;89.4;0.0;1.3
8891;Total sales;27 Manufacture of electric equipment;1992;0;89.3;;1.4
8892;Total sales;27 Manufacture of electric equipment;1993 January;0;89.9;0.6;1.1
8893;Total sales;27 Manufacture of electric equipment;1993 February;0;90.1;0.2;1.3
8894;Total sales;27 Manufacture of electric equipment;1993 March ;0;89.7;-0.5;0.5
8895;Total sales;27 Manufacture of electric equipment;1993 April;0;89.6;-0.1;0.2
8896;Total sales;27 Manufacture of electric equipment;1993 May;0;89.3;-0.3;-0.1
8897;Total sales;27 Manufacture of electric equipment;1993 June;0;89.4;0.1;-0.2
8898;Total sales;27 Manufacture of electric equipment;1993 July;0;89.4;0.0;-0.1
8899;Total sales;27 Manufacture of electric equipment;1993 August;0;89.1;-0.4;-0.5
8900;Total sales;27 Manufacture of electric equipment;1993 September;0;88.9;-0.2;-0.6
