ID;Generatie;HerkomstgroeperingVrouw;Huwelijksjaar;TotaalMannen_1;Autochtoon_2;TotaalNietWesters_3;Marokko_4;NederlandseAntillenAruba_5;Suriname_6;Turkije_7;OverigeNietWesters_8;Westers_9
14;Totaal echtparen;Nederlandse Antillen + Aruba;2005 (Nog geen jaar getrouwd);445.0;212.0;190.0;3.0;156.0;19.0;2.0;10.0;43.0
15;Totaal echtparen;Suriname;2003 (Twee jaar getrouwd);1401.0;434.0;903.0;14.0;16.0;802.0;13.0;58.0;64.0
16;Totaal echtparen;Suriname;2004 (Eén jaar getrouwd);1316.0;471.0;776.0;11.0;19.0;689.0;8.0;49.0;69.0
17;Totaal echtparen;Suriname;2005 (Nog geen jaar getrouwd);1093.0;449.0;573.0;13.0;21.0;503.0;7.0;29.0;71.0
18;Totaal echtparen;Turkije;2003 (Twee jaar getrouwd);2561.0;126.0;2375.0;4.0;1.0;8.0;2339.0;23.0;60.0
19;Totaal echtparen;Turkije;2004 (Eén jaar getrouwd);1852.0;119.0;1675.0;2.0;0.0;4.0;1648.0;21.0;58.0
20;Totaal echtparen;Turkije;2005 (Nog geen jaar getrouwd);922.0;124.0;764.0;8.0;0.0;6.0;731.0;19.0;34.0
21;Totaal echtparen;Overige niet-westers;2003 (Twee jaar getrouwd);4041.0;1603.0;2169.0;27.0;24.0;57.0;21.0;2040.0;269.0
22;Totaal echtparen;Overige niet-westers;2004 (Eén jaar getrouwd);3498.0;1601.0;1648.0;19.0;31.0;44.0;25.0;1529.0;249.0
23;Totaal echtparen;Overige niet-westers;2005 (Nog geen jaar getrouwd);2566.0;1375.0;971.0;17.0;26.0;33.0;13.0;882.0;220.0
24;Totaal echtparen;Westers;2003 (Twee jaar getrouwd);8436.0;5826.0;528.0;70.0;34.0;69.0;127.0;228.0;2082.0
25;Totaal echtparen;Westers;2004 (Eén jaar getrouwd);7826.0;5480.0;493.0;68.0;46.0;79.0;84.0;216.0;1853.0
26;Totaal echtparen;Westers;2005 (Nog geen jaar getrouwd);7182.0;5158.0;419.0;58.0;42.0;52.0;89.0;178.0;1605.0
27;Beiden autochtoon;Totaal vrouwen;2003 (Twee jaar getrouwd);50573.0;50573.0;;;;;;;
28;Beiden autochtoon;Totaal vrouwen;2004 (Eén jaar getrouwd);47756.0;47756.0;;;;;;;
29;Beiden autochtoon;Totaal vrouwen;2005 (Nog geen jaar getrouwd);46493.0;46493.0;;;;;;;
30;Beiden autochtoon;Autochtoon;2003 (Twee jaar getrouwd);50573.0;50573.0;;;;;;;
31;Beiden autochtoon;Autochtoon;2004 (Eén jaar getrouwd);47756.0;47756.0;;;;;;;
32;Beiden autochtoon;Autochtoon;2005 (Nog geen jaar getrouwd);46493.0;46493.0;;;;;;;
33;Beiden autochtoon;Totaal niet-westers;2003 (Twee jaar getrouwd);;;;;;;;;
34;Beiden autochtoon;Totaal niet-westers;2004 (Eén jaar getrouwd);;;;;;;;;
35;Beiden autochtoon;Totaal niet-westers;2005 (Nog geen jaar getrouwd);;;;;;;;;
36;Beiden autochtoon;Marokko;2003 (Twee jaar getrouwd);;;;;;;;;
37;Beiden autochtoon;Marokko;2004 (Eén jaar getrouwd);;;;;;;;;
38;Beiden autochtoon;Marokko;2005 (Nog geen jaar getrouwd);;;;;;;;;
39;Beiden autochtoon;Nederlandse Antillen + Aruba;2003 (Twee jaar getrouwd);;;;;;;;;
40;Beiden autochtoon;Nederlandse Antillen + Aruba;2004 (Eén jaar getrouwd);;;;;;;;;
41;Beiden autochtoon;Nederlandse Antillen + Aruba;2005 (Nog geen jaar getrouwd);;;;;;;;;
42;Beiden autochtoon;Suriname;2003 (Twee jaar getrouwd);;;;;;;;;
43;Beiden autochtoon;Suriname;2004 (Eén jaar getrouwd);;;;;;;;;
44;Beiden autochtoon;Suriname;2005 (Nog geen jaar getrouwd);;;;;;;;;
45;Beiden autochtoon;Turkije;2003 (Twee jaar getrouwd);;;;;;;;;
46;Beiden autochtoon;Turkije;2004 (Eén jaar getrouwd);;;;;;;;;
47;Beiden autochtoon;Turkije;2005 (Nog geen jaar getrouwd);;;;;;;;;
48;Beiden autochtoon;Overige niet-westers;2003 (Twee jaar getrouwd);;;;;;;;;
49;Beiden autochtoon;Overige niet-westers;2004 (Eén jaar getrouwd);;;;;;;;;
50;Beiden autochtoon;Overige niet-westers;2005 (Nog geen jaar getrouwd);;;;;;;;;
51;Beiden autochtoon;Westers;2003 (Twee jaar getrouwd);;;;;;;;;
52;Beiden autochtoon;Westers;2004 (Eén jaar getrouwd);;;;;;;;;
53;Beiden autochtoon;Westers;2005 (Nog geen jaar getrouwd);;;;;;;;;
54;Beiden 1e generatie allochtoon;Totaal vrouwen;2003 (Twee jaar getrouwd);7252.0;;5766.0;1486.0;177.0;706.0;1182.0;2215.0;1486.0
55;Beiden 1e generatie allochtoon;Totaal vrouwen;2004 (Eén jaar getrouwd);5471.0;;4167.0;902.0;169.0;544.0;853.0;1699.0;1304.0
56;Beiden 1e generatie allochtoon;Totaal vrouwen;2005 (Nog geen jaar getrouwd);3301.0;;2236.0;360.0;192.0;360.0;317.0;1007.0;1065.0
57;Beiden 1e generatie allochtoon;Autochtoon;2003 (Twee jaar getrouwd);;;;;;;;;
58;Beiden 1e generatie allochtoon;Autochtoon;2004 (Eén jaar getrouwd);;;;;;;;;
59;Beiden 1e generatie allochtoon;Autochtoon;2005 (Nog geen jaar getrouwd);;;;;;;;;
60;Beiden 1e generatie allochtoon;Totaal niet-westers;2003 (Twee jaar getrouwd);5650.0;;5452.0;1439.0;165.0;675.0;1123.0;2050.0;198.0
61;Beiden 1e generatie allochtoon;Totaal niet-westers;2004 (Eén jaar getrouwd);4056.0;;3886.0;862.0;150.0;520.0;815.0;1539.0;170.0
62;Beiden 1e generatie allochtoon;Totaal niet-westers;2005 (Nog geen jaar getrouwd);2161.0;;2017.0;331.0;175.0;345.0;272.0;894.0;144.0
63;Beiden 1e generatie allochtoon;Marokko;2003 (Twee jaar getrouwd);1518.0;;1506.0;1408.0;2.0;11.0;7.0;78.0;12.0
64;Beiden 1e generatie allochtoon;Marokko;2004 (Eén jaar getrouwd);929.0;;922.0;847.0;2.0;10.0;6.0;57.0;7.0
65;Beiden 1e generatie allochtoon;Marokko;2005 (Nog geen jaar getrouwd);365.0;;361.0;318.0;2.0;2.0;2.0;37.0;4.0
66;Beiden 1e generatie allochtoon;Nederlandse Antillen + Aruba;2003 (Twee jaar getrouwd);183.0;;174.0;6.0;136.0;11.0;4.0;17.0;9.0
67;Beiden 1e generatie allochtoon;Nederlandse Antillen + Aruba;2004 (Eén jaar getrouwd);155.0;;151.0;2.0;118.0;10.0;5.0;16.0;4.0
68;Beiden 1e generatie allochtoon;Nederlandse Antillen + Aruba;2005 (Nog geen jaar getrouwd);175.0;;163.0;1.0;144.0;8.0;1.0;9.0;12.0
69;Beiden 1e generatie allochtoon;Suriname;2003 (Twee jaar getrouwd);688.0;;671.0;8.0;6.0;614.0;10.0;33.0;17.0
70;Beiden 1e generatie allochtoon;Suriname;2004 (Eén jaar getrouwd);536.0;;521.0;6.0;8.0;477.0;4.0;26.0;15.0
71;Beiden 1e generatie allochtoon;Suriname;2005 (Nog geen jaar getrouwd);363.0;;346.0;4.0;9.0;310.0;3.0;20.0;17.0
72;Beiden 1e generatie allochtoon;Turkije;2003 (Twee jaar getrouwd);1122.0;;1102.0;1.0;0.0;2.0;1088.0;11.0;20.0
73;Beiden 1e generatie allochtoon;Turkije;2004 (Eén jaar getrouwd);819.0;;793.0;1.0;0.0;0.0;782.0;10.0;26.0
74;Beiden 1e generatie allochtoon;Turkije;2005 (Nog geen jaar getrouwd);287.0;;273.0;1.0;0.0;3.0;260.0;9.0;14.0
75;Beiden 1e generatie allochtoon;Overige niet-westers;2003 (Twee jaar getrouwd);2139.0;;1999.0;16.0;21.0;37.0;14.0;1911.0;140.0
76;Beiden 1e generatie allochtoon;Overige niet-westers;2004 (Eén jaar getrouwd);1617.0;;1499.0;6.0;22.0;23.0;18.0;1430.0;118.0
77;Beiden 1e generatie allochtoon;Overige niet-westers;2005 (Nog geen jaar getrouwd);971.0;;874.0;7.0;20.0;22.0;6.0;819.0;97.0
78;Beiden 1e generatie allochtoon;Westers;2003 (Twee jaar getrouwd);1602.0;;314.0;47.0;12.0;31.0;59.0;165.0;1288.0
79;Beiden 1e generatie allochtoon;Westers;2004 (Eén jaar getrouwd);1415.0;;281.0;40.0;19.0;24.0;38.0;160.0;1134.0
80;Beiden 1e generatie allochtoon;Westers;2005 (Nog geen jaar getrouwd);1140.0;;219.0;29.0;17.0;15.0;45.0;113.0;921.0
81;Man 1e, vrouw 2e generatie allochtoon;Totaal vrouwen;2003 (Twee jaar getrouwd);1515.0;;1324.0;425.0;23.0;95.0;636.0;145.0;191.0
82;Man 1e, vrouw 2e generatie allochtoon;Totaal vrouwen;2004 (Eén jaar getrouwd);1179.0;;1007.0;352.0;37.0;121.0;387.0;110.0;172.0
83;Man 1e, vrouw 2e generatie allochtoon;Totaal vrouwen;2005 (Nog geen jaar getrouwd);740.0;;589.0;232.0;25.0;97.0;166.0;69.0;151.0
84;Man 1e, vrouw 2e generatie allochtoon;Autochtoon;2003 (Twee jaar getrouwd);;;;;;;;;
85;Man 1e, vrouw 2e generatie allochtoon;Autochtoon;2004 (Eén jaar getrouwd);;;;;;;;;
86;Man 1e, vrouw 2e generatie allochtoon;Autochtoon;2005 (Nog geen jaar getrouwd);;;;;;;;;
87;Man 1e, vrouw 2e generatie allochtoon;Totaal niet-westers;2003 (Twee jaar getrouwd);1261.0;;1221.0;411.0;17.0;79.0;612.0;102.0;40.0
88;Man 1e, vrouw 2e generatie allochtoon;Totaal niet-westers;2004 (Eén jaar getrouwd);942.0;;902.0;339.0;27.0;99.0;368.0;69.0;40.0
89;Man 1e, vrouw 2e generatie allochtoon;Totaal niet-westers;2005 (Nog geen jaar getrouwd);527.0;;503.0;219.0;16.0;79.0;154.0;35.0;24.0
90;Man 1e, vrouw 2e generatie allochtoon;Marokko;2003 (Twee jaar getrouwd);413.0;;408.0;398.0;0.0;0.0;2.0;8.0;5.0
91;Man 1e, vrouw 2e generatie allochtoon;Marokko;2004 (Eén jaar getrouwd);351.0;;342.0;331.0;0.0;2.0;1.0;8.0;9.0
92;Man 1e, vrouw 2e generatie allochtoon;Marokko;2005 (Nog geen jaar getrouwd);228.0;;222.0;206.0;0.0;3.0;3.0;10.0;6.0
93;Man 1e, vrouw 2e generatie allochtoon;Nederlandse Antillen + Aruba;2003 (Twee jaar getrouwd);16.0;;14.0;0.0;8.0;2.0;1.0;3.0;2.0
94;Man 1e, vrouw 2e generatie allochtoon;Nederlandse Antillen + Aruba;2004 (Eén jaar getrouwd);22.0;;20.0;0.0;14.0;3.0;0.0;3.0;2.0
95;Man 1e, vrouw 2e generatie allochtoon;Nederlandse Antillen + Aruba;2005 (Nog geen jaar getrouwd);13.0;;11.0;1.0;7.0;3.0;0.0;0.0;2.0
96;Man 1e, vrouw 2e generatie allochtoon;Suriname;2003 (Twee jaar getrouwd);105.0;;102.0;4.0;7.0;73.0;3.0;15.0;3.0
97;Man 1e, vrouw 2e generatie allochtoon;Suriname;2004 (Eén jaar getrouwd);125.0;;119.0;3.0;8.0;90.0;3.0;15.0;6.0
98;Man 1e, vrouw 2e generatie allochtoon;Suriname;2005 (Nog geen jaar getrouwd);86.0;;81.0;4.0;6.0;69.0;1.0;1.0;5.0
99;Man 1e, vrouw 2e generatie allochtoon;Turkije;2003 (Twee jaar getrouwd);634.0;;618.0;2.0;1.0;0.0;604.0;11.0;16.0
100;Man 1e, vrouw 2e generatie allochtoon;Turkije;2004 (Eén jaar getrouwd);386.0;;374.0;0.0;0.0;1.0;363.0;10.0;12.0
101;Man 1e, vrouw 2e generatie allochtoon;Turkije;2005 (Nog geen jaar getrouwd);168.0;;161.0;3.0;0.0;1.0;149.0;8.0;7.0
102;Man 1e, vrouw 2e generatie allochtoon;Overige niet-westers;2003 (Twee jaar getrouwd);93.0;;79.0;7.0;1.0;4.0;2.0;65.0;14.0
103;Man 1e, vrouw 2e generatie allochtoon;Overige niet-westers;2004 (Eén jaar getrouwd);58.0;;47.0;5.0;5.0;3.0;1.0;33.0;11.0
104;Man 1e, vrouw 2e generatie allochtoon;Overige niet-westers;2005 (Nog geen jaar getrouwd);32.0;;28.0;5.0;3.0;3.0;1.0;16.0;4.0
105;Man 1e, vrouw 2e generatie allochtoon;Westers;2003 (Twee jaar getrouwd);254.0;;103.0;14.0;6.0;16.0;24.0;43.0;151.0
106;Man 1e, vrouw 2e generatie allochtoon;Westers;2004 (Eén jaar getrouwd);237.0;;105.0;13.0;10.0;22.0;19.0;41.0;132.0
107;Man 1e, vrouw 2e generatie allochtoon;Westers;2005 (Nog geen jaar getrouwd);213.0;;86.0;13.0;9.0;18.0;12.0;34.0;127.0
108;Man 2e, vrouw 1e generatie allochtoon;Totaal vrouwen;2003 (Twee jaar getrouwd);1246.0;;775.0;152.0;16.0;95.0;443.0;69.0;471.0
109;Man 2e, vrouw 1e generatie allochtoon;Totaal vrouwen;2004 (Eén jaar getrouwd);1009.0;;533.0;119.0;21.0;72.0;259.0;62.0;476.0
110;Man 2e, vrouw 1e generatie allochtoon;Totaal vrouwen;2005 (Nog geen jaar getrouwd);713.0;;299.0;61.0;19.0;62.0;102.0;55.0;414.0
111;Man 2e, vrouw 1e generatie allochtoon;Autochtoon;2003 (Twee jaar getrouwd);;;;;;;;;
112;Man 2e, vrouw 1e generatie allochtoon;Autochtoon;2004 (Eén jaar getrouwd);;;;;;;;;
113;Man 2e, vrouw 1e generatie allochtoon;Autochtoon;2005 (Nog geen jaar getrouwd);;;;;;;;;
114;Man 2e, vrouw 1e generatie allochtoon;Totaal niet-westers;2003 (Twee jaar getrouwd);864.0;;703.0;147.0;9.0;86.0;406.0;55.0;161.0
115;Man 2e, vrouw 1e generatie allochtoon;Totaal niet-westers;2004 (Eén jaar getrouwd);647.0;;471.0;109.0;14.0;60.0;236.0;52.0;176.0
116;Man 2e, vrouw 1e generatie allochtoon;Totaal niet-westers;2005 (Nog geen jaar getrouwd);389.0;;229.0;50.0;10.0;54.0;78.0;37.0;160.0
117;Man 2e, vrouw 1e generatie allochtoon;Marokko;2003 (Twee jaar getrouwd);155.0;;146.0;142.0;1.0;2.0;0.0;1.0;9.0
118;Man 2e, vrouw 1e generatie allochtoon;Marokko;2004 (Eén jaar getrouwd);130.0;;112.0;107.0;2.0;1.0;1.0;1.0;18.0
119;Man 2e, vrouw 1e generatie allochtoon;Marokko;2005 (Nog geen jaar getrouwd);57.0;;52.0;48.0;0.0;2.0;0.0;2.0;5.0
120;Man 2e, vrouw 1e generatie allochtoon;Nederlandse Antillen + Aruba;2003 (Twee jaar getrouwd);16.0;;8.0;1.0;3.0;2.0;0.0;2.0;8.0
121;Man 2e, vrouw 1e generatie allochtoon;Nederlandse Antillen + Aruba;2004 (Eén jaar getrouwd);30.0;;13.0;0.0;6.0;6.0;0.0;1.0;17.0
122;Man 2e, vrouw 1e generatie allochtoon;Nederlandse Antillen + Aruba;2005 (Nog geen jaar getrouwd);21.0;;8.0;0.0;4.0;3.0;0.0;1.0;13.0
123;Man 2e, vrouw 1e generatie allochtoon;Suriname;2003 (Twee jaar getrouwd);102.0;;75.0;2.0;3.0;65.0;0.0;5.0;27.0
124;Man 2e, vrouw 1e generatie allochtoon;Suriname;2004 (Eén jaar getrouwd);79.0;;55.0;0.0;2.0;48.0;0.0;5.0;24.0
125;Man 2e, vrouw 1e generatie allochtoon;Suriname;2005 (Nog geen jaar getrouwd);87.0;;55.0;1.0;4.0;46.0;0.0;4.0;32.0
126;Man 2e, vrouw 1e generatie allochtoon;Turkije;2003 (Twee jaar getrouwd);417.0;;405.0;0.0;0.0;2.0;403.0;0.0;12.0
127;Man 2e, vrouw 1e generatie allochtoon;Turkije;2004 (Eén jaar getrouwd);243.0;;231.0;0.0;0.0;1.0;230.0;0.0;12.0
128;Man 2e, vrouw 1e generatie allochtoon;Turkije;2005 (Nog geen jaar getrouwd);80.0;;73.0;0.0;0.0;0.0;73.0;0.0;7.0
129;Man 2e, vrouw 1e generatie allochtoon;Overige niet-westers;2003 (Twee jaar getrouwd);174.0;;69.0;2.0;2.0;15.0;3.0;47.0;105.0
130;Man 2e, vrouw 1e generatie allochtoon;Overige niet-westers;2004 (Eén jaar getrouwd);165.0;;60.0;2.0;4.0;4.0;5.0;45.0;105.0
131;Man 2e, vrouw 1e generatie allochtoon;Overige niet-westers;2005 (Nog geen jaar getrouwd);144.0;;41.0;1.0;2.0;3.0;5.0;30.0;103.0
132;Man 2e, vrouw 1e generatie allochtoon;Westers;2003 (Twee jaar getrouwd);382.0;;72.0;5.0;7.0;9.0;37.0;14.0;310.0
133;Man 2e, vrouw 1e generatie allochtoon;Westers;2004 (Eén jaar getrouwd);362.0;;62.0;10.0;7.0;12.0;23.0;10.0;300.0
134;Man 2e, vrouw 1e generatie allochtoon;Westers;2005 (Nog geen jaar getrouwd);324.0;;70.0;11.0;9.0;8.0;24.0;18.0;254.0
135;Man 1e gen. allochtoon, vrouw autochtoon;Totaal vrouwen;2003 (Twee jaar getrouwd);2339.0;;1170.0;153.0;97.0;155.0;211.0;554.0;1169.0
136;Man 1e gen. allochtoon, vrouw autochtoon;Totaal vrouwen;2004 (Eén jaar getrouwd);1983.0;;981.0;114.0;89.0;137.0;168.0;473.0;1002.0
137;Man 1e gen. allochtoon, vrouw autochtoon;Totaal vrouwen;2005 (Nog geen jaar getrouwd);1750.0;;775.0;84.0;88.0;132.0;89.0;382.0;975.0
138;Man 1e gen. allochtoon, vrouw autochtoon;Autochtoon;2003 (Twee jaar getrouwd);2339.0;;1170.0;153.0;97.0;155.0;211.0;554.0;1169.0
139;Man 1e gen. allochtoon, vrouw autochtoon;Autochtoon;2004 (Eén jaar getrouwd);1983.0;;981.0;114.0;89.0;137.0;168.0;473.0;1002.0
140;Man 1e gen. allochtoon, vrouw autochtoon;Autochtoon;2005 (Nog geen jaar getrouwd);1750.0;;775.0;84.0;88.0;132.0;89.0;382.0;975.0
141;Man 1e gen. allochtoon, vrouw autochtoon;Totaal niet-westers;2003 (Twee jaar getrouwd);;;;;;;;;
142;Man 1e gen. allochtoon, vrouw autochtoon;Totaal niet-westers;2004 (Eén jaar getrouwd);;;;;;;;;
143;Man 1e gen. allochtoon, vrouw autochtoon;Totaal niet-westers;2005 (Nog geen jaar getrouwd);;;;;;;;;
144;Man 1e gen. allochtoon, vrouw autochtoon;Marokko;2003 (Twee jaar getrouwd);;;;;;;;;
145;Man 1e gen. allochtoon, vrouw autochtoon;Marokko;2004 (Eén jaar getrouwd);;;;;;;;;
146;Man 1e gen. allochtoon, vrouw autochtoon;Marokko;2005 (Nog geen jaar getrouwd);;;;;;;;;
147;Man 1e gen. allochtoon, vrouw autochtoon;Nederlandse Antillen + Aruba;2003 (Twee jaar getrouwd);;;;;;;;;
148;Man 1e gen. allochtoon, vrouw autochtoon;Nederlandse Antillen + Aruba;2004 (Eén jaar getrouwd);;;;;;;;;
149;Man 1e gen. allochtoon, vrouw autochtoon;Nederlandse Antillen + Aruba;2005 (Nog geen jaar getrouwd);;;;;;;;;
150;Man 1e gen. allochtoon, vrouw autochtoon;Suriname;2003 (Twee jaar getrouwd);;;;;;;;;
151;Man 1e gen. allochtoon, vrouw autochtoon;Suriname;2004 (Eén jaar getrouwd);;;;;;;;;
152;Man 1e gen. allochtoon, vrouw autochtoon;Suriname;2005 (Nog geen jaar getrouwd);;;;;;;;;
153;Man 1e gen. allochtoon, vrouw autochtoon;Turkije;2003 (Twee jaar getrouwd);;;;;;;;;
154;Man 1e gen. allochtoon, vrouw autochtoon;Turkije;2004 (Eén jaar getrouwd);;;;;;;;;
155;Man 1e gen. allochtoon, vrouw autochtoon;Turkije;2005 (Nog geen jaar getrouwd);;;;;;;;;
156;Man 1e gen. allochtoon, vrouw autochtoon;Overige niet-westers;2003 (Twee jaar getrouwd);;;;;;;;;
157;Man 1e gen. allochtoon, vrouw autochtoon;Overige niet-westers;2004 (Eén jaar getrouwd);;;;;;;;;
158;Man 1e gen. allochtoon, vrouw autochtoon;Overige niet-westers;2005 (Nog geen jaar getrouwd);;;;;;;;;
159;Man 1e gen. allochtoon, vrouw autochtoon;Westers;2003 (Twee jaar getrouwd);;;;;;;;;
160;Man 1e gen. allochtoon, vrouw autochtoon;Westers;2004 (Eén jaar getrouwd);;;;;;;;;
161;Man 1e gen. allochtoon, vrouw autochtoon;Westers;2005 (Nog geen jaar getrouwd);;;;;;;;;
162;Man autochtoon, vrouw 1e gen. allochtoon;Totaal vrouwen;2003 (Twee jaar getrouwd);5060.0;5060.0;;;;;;;
163;Man autochtoon, vrouw 1e gen. allochtoon;Totaal vrouwen;2004 (Eén jaar getrouwd);4823.0;4823.0;;;;;;;
164;Man autochtoon, vrouw 1e gen. allochtoon;Totaal vrouwen;2005 (Nog geen jaar getrouwd);4331.0;4331.0;;;;;;;
165;Man autochtoon, vrouw 1e gen. allochtoon;Autochtoon;2003 (Twee jaar getrouwd);;;;;;;;;
166;Man autochtoon, vrouw 1e gen. allochtoon;Autochtoon;2004 (Eén jaar getrouwd);;;;;;;;;
167;Man autochtoon, vrouw 1e gen. allochtoon;Autochtoon;2005 (Nog geen jaar getrouwd);;;;;;;;;
168;Man autochtoon, vrouw 1e gen. allochtoon;Totaal niet-westers;2003 (Twee jaar getrouwd);2096.0;2096.0;;;;;;;
169;Man autochtoon, vrouw 1e gen. allochtoon;Totaal niet-westers;2004 (Eén jaar getrouwd);2054.0;2054.0;;;;;;;
170;Man autochtoon, vrouw 1e gen. allochtoon;Totaal niet-westers;2005 (Nog geen jaar getrouwd);1782.0;1782.0;;;;;;;
171;Man autochtoon, vrouw 1e gen. allochtoon;Marokko;2003 (Twee jaar getrouwd);121.0;121.0;;;;;;;
172;Man autochtoon, vrouw 1e gen. allochtoon;Marokko;2004 (Eén jaar getrouwd);105.0;105.0;;;;;;;
173;Man autochtoon, vrouw 1e gen. allochtoon;Marokko;2005 (Nog geen jaar getrouwd);74.0;74.0;;;;;;;
174;Man autochtoon, vrouw 1e gen. allochtoon;Nederlandse Antillen + Aruba;2003 (Twee jaar getrouwd);114.0;114.0;;;;;;;
175;Man autochtoon, vrouw 1e gen. allochtoon;Nederlandse Antillen + Aruba;2004 (Eén jaar getrouwd);134.0;134.0;;;;;;;
176;Man autochtoon, vrouw 1e gen. allochtoon;Nederlandse Antillen + Aruba;2005 (Nog geen jaar getrouwd);111.0;111.0;;;;;;;
177;Man autochtoon, vrouw 1e gen. allochtoon;Suriname;2003 (Twee jaar getrouwd);302.0;302.0;;;;;;;
178;Man autochtoon, vrouw 1e gen. allochtoon;Suriname;2004 (Eén jaar getrouwd);294.0;294.0;;;;;;;
179;Man autochtoon, vrouw 1e gen. allochtoon;Suriname;2005 (Nog geen jaar getrouwd);273.0;273.0;;;;;;;
180;Man autochtoon, vrouw 1e gen. allochtoon;Turkije;2003 (Twee jaar getrouwd);81.0;81.0;;;;;;;
181;Man autochtoon, vrouw 1e gen. allochtoon;Turkije;2004 (Eén jaar getrouwd);73.0;73.0;;;;;;;
182;Man autochtoon, vrouw 1e gen. allochtoon;Turkije;2005 (Nog geen jaar getrouwd);76.0;76.0;;;;;;;
183;Man autochtoon, vrouw 1e gen. allochtoon;Overige niet-westers;2003 (Twee jaar getrouwd);1478.0;1478.0;;;;;;;
184;Man autochtoon, vrouw 1e gen. allochtoon;Overige niet-westers;2004 (Eén jaar getrouwd);1448.0;1448.0;;;;;;;
185;Man autochtoon, vrouw 1e gen. allochtoon;Overige niet-westers;2005 (Nog geen jaar getrouwd);1248.0;1248.0;;;;;;;
186;Man autochtoon, vrouw 1e gen. allochtoon;Westers;2003 (Twee jaar getrouwd);2964.0;2964.0;;;;;;;
187;Man autochtoon, vrouw 1e gen. allochtoon;Westers;2004 (Eén jaar getrouwd);2769.0;2769.0;;;;;;;
188;Man autochtoon, vrouw 1e gen. allochtoon;Westers;2005 (Nog geen jaar getrouwd);2549.0;2549.0;;;;;;;
189;Man 2e gen. allochtoon, vrouw autochtoon;Totaal vrouwen;2003 (Twee jaar getrouwd);3227.0;;367.0;40.0;79.0;122.0;49.0;77.0;2860.0
190;Man 2e gen. allochtoon, vrouw autochtoon;Totaal vrouwen;2004 (Eén jaar getrouwd);3032.0;;351.0;39.0;86.0;118.0;46.0;62.0;2681.0
191;Man 2e gen. allochtoon, vrouw autochtoon;Totaal vrouwen;2005 (Nog geen jaar getrouwd);2926.0;;383.0;33.0;102.0;126.0;37.0;85.0;2543.0
192;Man 2e gen. allochtoon, vrouw autochtoon;Autochtoon;2003 (Twee jaar getrouwd);3227.0;;367.0;40.0;79.0;122.0;49.0;77.0;2860.0
193;Man 2e gen. allochtoon, vrouw autochtoon;Autochtoon;2004 (Eén jaar getrouwd);3032.0;;351.0;39.0;86.0;118.0;46.0;62.0;2681.0
194;Man 2e gen. allochtoon, vrouw autochtoon;Autochtoon;2005 (Nog geen jaar getrouwd);2926.0;;383.0;33.0;102.0;126.0;37.0;85.0;2543.0
195;Man 2e gen. allochtoon, vrouw autochtoon;Totaal niet-westers;2003 (Twee jaar getrouwd);;;;;;;;;
196;Man 2e gen. allochtoon, vrouw autochtoon;Totaal niet-westers;2004 (Eén jaar getrouwd);;;;;;;;;
