ID;Productcode;Perioden;Verkoopwaarde_1;Hoeveelheid_2
73;811125000;2009;0.0;0.0
74;811125000;2010;0.0;0.0
75;811125000;2011;0.0;0.0
76;811125000;2012;0.0;0.0
77;811125000;2013;0.0;0.0
78;811129000;2008;0.0;0.0
79;811129000;2009;0.0;0.0
80;811129000;2010;0.0;0.0
81;811129000;2011;0.0;0.0
82;811129000;2012;0.0;0.0
83;811129000;2013;0.0;0.0
84;811203000;2008;0.0;0.0
85;811203000;2009;0.0;0.0
86;811203000;2010;0.0;0.0
87;811203000;2011;0.0;0.0
88;811203000;2012;0.0;0.0
89;811203000;2013;0.0;0.0
90;811205000;2008;0.0;0.0
91;811205000;2009;0.0;0.0
92;811205000;2010;0.0;0.0
93;811205000;2011;0.0;0.0
94;811205000;2012;0.0;0.0
95;811205000;2013;0.0;0.0
96;811301000;2008;0.0;0.0
97;811301000;2009;0.0;0.0
98;811301000;2010;;
99;811301000;2011;0.0;0.0
100;811301000;2012;0.0;0.0
101;811301000;2013;0.0;0.0
102;811303000;2008;0.0;0.0
103;811303000;2009;0.0;0.0
104;811303000;2010;0.0;0.0
105;811303000;2011;0.0;0.0
106;811303000;2012;0.0;0.0
107;811303000;2013;0.0;0.0
108;811400000;2008;0.0;0.0
109;811400000;2009;0.0;0.0
110;811400000;2010;0.0;0.0
111;811400000;2011;0.0;0.0
112;811400000;2012;0.0;0.0
113;811400000;2013;0.0;0.0
114;812115000;2008;98.0;11120.0
115;812115000;2009;84.0;10477.0
116;812115000;2010;73.0;10236.0
117;812115000;2011;91.0;11088.0
118;812115000;2012;86.0;14781.0
119;812115000;2013;81.0;11182.0
120;812119000;2008;42.0;5160.0
121;812119000;2009;26.0;3890.0
122;812119000;2010;21.0;3066.0
123;812119000;2011;21.0;3863.0
124;812119000;2012;15.0;2520.0
125;812119000;2013;11.0;960.0
126;812121000;2008;47.0;4232.0
127;812121000;2009;41.0;3355.0
128;812121000;2010;21.0;1651.0
129;812121000;2011;26.0;2131.0
130;812121000;2012;21.0;1942.0
131;812121000;2013;14.0;1292.0
132;812123000;2008;;
133;812123000;2009;;
134;812123000;2010;;
135;812123000;2011;;4650.0
136;812123000;2012;;
137;812123000;2013;;
138;812125000;2008;0.0;0.0
139;812125000;2009;0.0;0.0
140;812125000;2010;0.0;0.0
141;812125000;2011;0.0;0.0
142;812125000;2012;0.0;0.0
143;812125000;2013;0.0;0.0
144;812129000;2008;;
145;812129000;2009;0.0;0.0
146;812129000;2010;;
147;812129000;2011;0.0;0.0
148;812129000;2012;0.0;0.0
149;812129000;2013;;
150;812130000;2008;0.0;0.0
151;812130000;2009;0.0;0.0
152;812130000;2010;0.0;0.0
153;812130000;2011;0.0;0.0
154;812130000;2012;0.0;0.0
155;812130000;2013;0.0;0.0
156;812214000;2008;;
157;812214000;2009;;
158;812214000;2010;;
159;812214000;2011;;
160;812214000;2012;0.0;0.0
161;812214000;2013;0.0;0.0
162;812216000;2008;;
163;812216000;2009;;
164;812216000;2010;;
165;812216000;2011;;
166;812216000;2012;;
167;812216000;2013;;
168;812221000;2008;;
169;812221000;2009;;
170;812221000;2010;;
171;812221000;2011;;
172;812221000;2012;0.0;0.0
173;812221000;2013;0.0;0.0
174;812223000;2008;0.0;0.0
175;812223000;2009;0.0;0.0
176;812223000;2010;0.0;0.0
177;812223000;2011;0.0;0.0
178;812223000;2012;0.0;0.0
179;812223000;2013;0.0;0.0
180;812225000;2008;;
181;812225000;2009;;
182;812225000;2010;;
183;812225000;2011;;
184;812225000;2012;;
185;812225000;2013;;
186;891110000;2008;0.0;0.0
187;891110000;2009;0.0;0.0
188;891110000;2010;0.0;0.0
189;891110000;2011;;
190;891110000;2012;;
191;891110000;2013;0.0;0.0
192;891120000;2008;0.0;0.0
193;891120000;2009;0.0;0.0
194;891120000;2010;0.0;0.0
195;891120000;2011;0.0;0.0
196;891120000;2012;0.0;0.0
197;891120000;2013;0.0;0.0
198;891190000;2008;145.0;2148.0
199;891190000;2009;;
200;891190000;2010;;
201;891190000;2011;;
202;891190000;2012;;
203;891190000;2013;;
204;893100000;2008;256.0;
205;893100000;2009;;
206;893100000;2010;;
207;893100000;2011;;
208;893100000;2012;;
209;893100000;2013;;
210;899100000;2008;0.0;0.0
211;899100000;2009;0.0;0.0
212;899100000;2010;0.0;0.0
213;899100000;2011;0.0;0.0
214;899100000;2012;0.0;0.0
215;899100000;2013;0.0;0.0
216;899210000;2008;0.0;0.0
217;899210000;2009;0.0;0.0
218;899210000;2010;0.0;0.0
219;899210000;2011;0.0;0.0
220;899210000;2012;0.0;0.0
221;899210000;2013;0.0;0.0
222;899220000;2008;0.0;0.0
223;899220000;2009;0.0;0.0
224;899220000;2010;0.0;0.0
225;899220000;2011;0.0;0.0
226;899220000;2012;0.0;0.0
227;899220000;2013;0.0;0.0
228;899290000;2008;110.0;
229;899290000;2009;67.0;132.0
230;899290000;2010;105.0;209.0
231;899290000;2011;140.0;409.0
232;899290000;2012;151.0;329.0
233;899290000;2013;;176.0
234;10.11.11.40 [mln kg] Kalfs- en..;2008;551.0;148.0
235;10.11.11.40 [mln kg] Kalfs- en..;2009;568.0;150.0
236;10.11.11.40 [mln kg] Kalfs- en..;2010;594.0;166.0
237;10.11.11.40 [mln kg] Kalfs- en..;2011;680.0;169.0
238;10.11.11.40 [mln kg] Kalfs- en..;2012;717.0;178.0
239;10.11.11.40 [mln kg] Kalfs- en..;2013;588.0;238.0
240;10.11.11.90 [mln kg] Kalfs- en..;2008;950.0;220.0
241;10.11.11.90 [mln kg] Kalfs- en..;2009;994.0;282.0
242;10.11.11.90 [mln kg] Kalfs- en..;2010;736.0;173.0
243;10.11.11.90 [mln kg] Kalfs- en..;2011;808.0;188.0
244;10.11.11.90 [mln kg] Kalfs- en..;2012;803.0;186.0
245;10.11.11.90 [mln kg] Kalfs- en..;2013;918.0;179.0
246;10.11.12.30 [mln kg] Varkensvlees,..;2008;442.0;277.0
247;10.11.12.30 [mln kg] Varkensvlees,..;2009;500.0;290.0
248;10.11.12.30 [mln kg] Varkensvlees,..;2010;566.0;329.0
249;10.11.12.30 [mln kg] Varkensvlees,..;2011;680.0;315.0
250;10.11.12.30 [mln kg] Varkensvlees,..;2012;801.0;337.0
251;10.11.12.30 [mln kg] Varkensvlees,..;2013;827.0;754.0
252;10.11.12.50 [mln kg] Varkenshammen,..;2008;;
253;10.11.12.50 [mln kg] Varkenshammen,..;2009;;
254;10.11.12.50 [mln kg] Varkenshammen,..;2010;;
255;10.11.12.50 [mln kg] Varkenshammen,..;2011;;
256;10.11.12.50 [mln kg] Varkenshammen,..;2012;;
257;10.11.12.50 [mln kg] Varkenshammen,..;2013;;
258;10.11.12.90 [mln kg] Varkensvlees,..;2008;;
259;10.11.12.90 [mln kg] Varkensvlees,..;2009;;
260;10.11.12.90 [mln kg] Varkensvlees,..;2010;;
261;10.11.12.90 [mln kg] Varkensvlees,..;2011;;
262;10.11.12.90 [mln kg] Varkensvlees,..;2012;638.0;283.0
263;10.11.12.90 [mln kg] Varkensvlees,..;2013;684.0;308.0
264;10.11.13.00 [1 000 kg] Lams- of..;2008;;
265;10.11.13.00 [1 000 kg] Lams- of..;2009;;
266;10.11.13.00 [1 000 kg] Lams- of..;2010;;
267;10.11.13.00 [1 000 kg] Lams- of..;2011;;
268;10.11.13.00 [1 000 kg] Lams- of..;2012;;
269;10.11.13.00 [1 000 kg] Lams- of..;2013;2.0;
270;10.11.14.00 [1 000 kg] Vlees van geite..;2008;;
271;10.11.14.00 [1 000 kg] Vlees van geite..;2009;;
272;10.11.14.00 [1 000 kg] Vlees van geite..;2010;;
273;10.11.14.00 [1 000 kg] Vlees van geite..;2011;;
274;10.11.14.00 [1 000 kg] Vlees van geite..;2012;;
275;10.11.14.00 [1 000 kg] Vlees van geite..;2013;;
276;10.11.15.00 [1 000 kg] Vlees van paard..;2008;;
277;10.11.15.00 [1 000 kg] Vlees van paard..;2009;;
278;10.11.15.00 [1 000 kg] Vlees van paard..;2010;;
279;10.11.15.00 [1 000 kg] Vlees van paard..;2011;;
280;10.11.15.00 [1 000 kg] Vlees van paard..;2012;;
281;10.11.15.00 [1 000 kg] Vlees van paard..;2013;;
282;10.11.20.00 [mln kg] Eetbare..;2008;82.0;73.0
283;10.11.20.00 [mln kg] Eetbare..;2009;74.0;68.0
284;10.11.20.00 [mln kg] Eetbare..;2010;78.0;64.0
285;10.11.20.00 [mln kg] Eetbare..;2011;117.0;106.0
286;10.11.20.00 [mln kg] Eetbare..;2012;117.0;116.0
287;10.11.20.00 [mln kg] Eetbare..;2013;98.0;85.0
288;10.11.31.00 [mln kg] Kalfs- en..;2008;51.0;15.0
289;10.11.31.00 [mln kg] Kalfs- en..;2009;44.0;14.0
290;10.11.31.00 [mln kg] Kalfs- en..;2010;50.0;17.0
291;10.11.31.00 [mln kg] Kalfs- en..;2011;64.0;21.0
292;10.11.31.00 [mln kg] Kalfs- en..;2012;49.0;16.0
293;10.11.31.00 [mln kg] Kalfs- en..;2013;73.0;23.0
294;10.11.32.30 Varkensvlees,..;2008;0.0;0.0
295;10.11.32.30 Varkensvlees,..;2009;0.0;0.0
296;10.11.32.30 Varkensvlees,..;2010;0.0;0.0
297;10.11.32.30 Varkensvlees,..;2011;0.0;0.0
298;10.11.32.30 Varkensvlees,..;2012;0.0;0.0
299;10.11.32.30 Varkensvlees,..;2013;0.0;0.0
300;10.11.32.50 [mln kg] Varkenshammen,..;2008;;
301;10.11.32.50 [mln kg] Varkenshammen,..;2009;;
302;10.11.32.50 [mln kg] Varkenshammen,..;2010;;
303;10.11.32.50 [mln kg] Varkenshammen,..;2011;;
304;10.11.32.50 [mln kg] Varkenshammen,..;2012;;
305;10.11.32.50 [mln kg] Varkenshammen,..;2013;;
306;10.11.32.90 [mln kg] Varkensvlees,..;2008;;131.0
307;10.11.32.90 [mln kg] Varkensvlees,..;2009;;137.0
308;10.11.32.90 [mln kg] Varkensvlees,..;2010;;148.0
309;10.11.32.90 [mln kg] Varkensvlees,..;2011;;198.0
310;10.11.32.90 [mln kg] Varkensvlees,..;2012;;185.0
311;10.11.32.90 [mln kg] Varkensvlees,..;2013;;186.0
312;10.11.33.00 [1 000 kg] Lams- of..;2008;;
313;10.11.33.00 [1 000 kg] Lams- of..;2009;;
314;10.11.33.00 [1 000 kg] Lams- of..;2010;;
315;10.11.33.00 [1 000 kg] Lams- of..;2011;;
316;10.11.33.00 [1 000 kg] Lams- of..;2012;;
317;10.11.33.00 [1 000 kg] Lams- of..;2013;;
318;10.11.34.00 [1 000 kg] Vlees van geite..;2008;;
319;10.11.34.00 [1 000 kg] Vlees van geite..;2009;0.0;0.0
320;10.11.34.00 [1 000 kg] Vlees van geite..;2010;0.0;0.0
321;10.11.34.00 [1 000 kg] Vlees van geite..;2011;0.0;0.0
322;10.11.34.00 [1 000 kg] Vlees van geite..;2012;0.0;0.0
323;10.11.34.00 [1 000 kg] Vlees van geite..;2013;0.0;0.0
324;10.11.35.00 Vlees van paarden en..;2008;0.0;0.0
325;10.11.35.00 Vlees van paarden en..;2009;0.0;0.0
326;10.11.35.00 Vlees van paarden en..;2010;0.0;0.0
327;10.11.35.00 Vlees van paarden en..;2011;0.0;0.0
328;10.11.35.00 Vlees van paarden en..;2012;0.0;0.0
329;10.11.35.00 Vlees van paarden en..;2013;0.0;0.0
330;10.11.39.10 [mln kg] Eetbare..;2008;;
331;10.11.39.10 [mln kg] Eetbare..;2009;;
332;10.11.39.10 [mln kg] Eetbare..;2010;;
333;10.11.39.10 [mln kg] Eetbare..;2011;;
334;10.11.39.10 [mln kg] Eetbare..;2012;;
335;10.11.39.10 [mln kg] Eetbare..;2013;;
336;10.11.39.30 [1 000 kg] Vlees en..;2008;;
337;10.11.39.30 [1 000 kg] Vlees en..;2009;;
338;10.11.39.30 [1 000 kg] Vlees en..;2010;;
339;10.11.39.30 [1 000 kg] Vlees en..;2011;;
340;10.11.39.30 [1 000 kg] Vlees en..;2012;;
341;10.11.39.30 [1 000 kg] Vlees en..;2013;;
342;10.11.41.00 Vette wol, niet..;2008;0.0;0.0
343;10.11.41.00 Vette wol, niet..;2009;0.0;0.0
344;10.11.41.00 Vette wol, niet..;2010;0.0;0.0
345;10.11.41.00 Vette wol, niet..;2011;0.0;0.0
346;10.11.41.00 Vette wol, niet..;2012;0.0;0.0
347;10.11.41.00 Vette wol, niet..;2013;0.0;0.0
348;10.11.42.00 [mln st] Gehele huiden..;2008;46.0;9.0
349;10.11.42.00 [mln st] Gehele huiden..;2009;49.0;10.0
350;10.11.42.00 [mln st] Gehele huiden..;2010;68.0;11.0
351;10.11.42.00 [mln st] Gehele huiden..;2011;82.0;11.0
352;10.11.42.00 [mln st] Gehele huiden..;2012;83.0;12.0
353;10.11.42.00 [mln st] Gehele huiden..;2013;121.0;19.0
354;10.11.43.00 [1 000 kg] Huiden en velle..;2008;;
355;10.11.43.00 [1 000 kg] Huiden en velle..;2009;;
356;10.11.43.00 [1 000 kg] Huiden en velle..;2010;;
357;10.11.43.00 [1 000 kg] Huiden en velle..;2011;;
358;10.11.43.00 [1 000 kg] Huiden en velle..;2012;;
359;10.11.43.00 [1 000 kg] Huiden en velle..;2013;;
360;10.11.44.00 Huiden en..;2008;0.0;0.0
361;10.11.44.00 Huiden en..;2009;0.0;0.0
362;10.11.44.00 Huiden en..;2010;0.0;0.0
363;10.11.44.00 Huiden en..;2011;0.0;0.0
364;10.11.44.00 Huiden en..;2012;;
365;10.11.44.00 Huiden en..;2013;0.0;0.0
366;10.11.45.00 Huiden en..;2008;0.0;0.0
367;10.11.45.00 Huiden en..;2009;0.0;0.0
368;10.11.45.00 Huiden en..;2010;0.0;0.0
369;10.11.45.00 Huiden en..;2011;0.0;0.0
370;10.11.45.00 Huiden en..;2012;0.0;0.0
371;10.11.45.00 Huiden en..;2013;0.0;0.0
372;10.11.50.40 [mln kg] Vet spek en..;2008;43.0;133.0
373;10.11.50.40 [mln kg] Vet spek en..;2009;;
374;10.11.50.40 [mln kg] Vet spek en..;2010;;
375;10.11.50.40 [mln kg] Vet spek en..;2011;;
376;10.11.50.40 [mln kg] Vet spek en..;2012;;
377;10.11.50.40 [mln kg] Vet spek en..;2013;;
378;10.11.50.60 [mln kg] Reuzel en ander..;2008;98.0;155.0
379;10.11.50.60 [mln kg] Reuzel en ander..;2009;85.0;141.0
380;10.11.50.60 [mln kg] Reuzel en ander..;2010;92.0;146.0
381;10.11.50.60 [mln kg] Reuzel en ander..;2011;77.0;97.0
382;10.11.50.60 [mln kg] Reuzel en ander..;2012;107.0;125.0
383;10.11.50.60 [mln kg] Reuzel en ander..;2013;92.0;121.0
384;10.11.50.70 [mln kg] Vet van runderen,..;2008;;53.0
385;10.11.50.70 [mln kg] Vet van runderen,..;2009;;46.0
386;10.11.50.70 [mln kg] Vet van runderen,..;2010;13.0;31.0
387;10.11.50.70 [mln kg] Vet van runderen,..;2011;17.0;30.0
388;10.11.50.70 [mln kg] Vet van runderen,..;2012;28.0;42.0
389;10.11.50.70 [mln kg] Vet van runderen,..;2013;27.0;40.0
390;10.11.60.30 [mln kg] Darmen, blazen en..;2008;17.0;
391;10.11.60.30 [mln kg] Darmen, blazen en..;2009;68.0;
392;10.11.60.30 [mln kg] Darmen, blazen en..;2010;;
393;10.11.60.30 [mln kg] Darmen, blazen en..;2011;;175.0
394;10.11.60.30 [mln kg] Darmen, blazen en..;2012;;
395;10.11.60.30 [mln kg] Darmen, blazen en..;2013;;75.0
396;10.11.60.90 [mln kg] Slachtafvallen..;2008;;103.0
397;10.11.60.90 [mln kg] Slachtafvallen..;2009;;108.0
398;10.11.60.90 [mln kg] Slachtafvallen..;2010;;107.0
399;10.11.60.90 [mln kg] Slachtafvallen..;2011;3.0;
400;10.11.60.90 [mln kg] Slachtafvallen..;2012;4.0;
401;10.11.60.90 [mln kg] Slachtafvallen..;2013;11.0;77.0
402;10.12.10.10 [mln kg] Kippen en hanen,..;2008;193.0;120.0
403;10.12.10.10 [mln kg] Kippen en hanen,..;2009;84.0;49.0
404;10.12.10.10 [mln kg] Kippen en hanen,..;2010;80.0;42.0
405;10.12.10.10 [mln kg] Kippen en hanen,..;2011;77.0;39.0
406;10.12.10.10 [mln kg] Kippen en hanen,..;2012;100.0;51.0
407;10.12.10.10 [mln kg] Kippen en hanen,..;2013;98.0;50.0
408;10.12.10.20 Kalkoenen, niet..;2008;0.0;0.0
409;10.12.10.20 Kalkoenen, niet..;2009;0.0;0.0
410;10.12.10.20 Kalkoenen, niet..;2010;0.0;0.0
411;10.12.10.20 Kalkoenen, niet..;2011;0.0;0.0
412;10.12.10.20 Kalkoenen, niet..;2012;0.0;0.0
413;10.12.10.20 Kalkoenen, niet..;2013;0.0;0.0
414;10.12.10.30 [mln kg] Eenden, ganzen..;2008;;
415;10.12.10.30 [mln kg] Eenden, ganzen..;2009;;
416;10.12.10.30 [mln kg] Eenden, ganzen..;2010;;
417;10.12.10.30 [mln kg] Eenden, ganzen..;2011;;
418;10.12.10.30 [mln kg] Eenden, ganzen..;2012;;
419;10.12.10.30 [mln kg] Eenden, ganzen..;2013;;
420;10.12.10.40 Vette levers..;2008;0.0;0.0
421;10.12.10.40 Vette levers..;2009;0.0;0.0
422;10.12.10.40 Vette levers..;2010;0.0;0.0
423;10.12.10.40 Vette levers..;2011;0.0;0.0
424;10.12.10.40 Vette levers..;2012;0.0;0.0
425;10.12.10.40 Vette levers..;2013;0.0;0.0
426;10.12.10.50 [mln kg] Hanen en kippen,..;2008;1122.0;541.0
427;10.12.10.50 [mln kg] Hanen en kippen,..;2009;1306.0;723.0
428;10.12.10.50 [mln kg] Hanen en kippen,..;2010;1437.0;786.0
429;10.12.10.50 [mln kg] Hanen en kippen,..;2011;1699.0;862.0
430;10.12.10.50 [mln kg] Hanen en kippen,..;2012;1809.0;865.0
431;10.12.10.50 [mln kg] Hanen en kippen,..;2013;2163.0;974.0
432;10.12.10.60 Kalkoenen, delen..;2008;0.0;0.0
433;10.12.10.60 Kalkoenen, delen..;2009;0.0;0.0
434;10.12.10.60 Kalkoenen, delen..;2010;0.0;0.0
435;10.12.10.60 Kalkoenen, delen..;2011;0.0;0.0
436;10.12.10.60 Kalkoenen, delen..;2012;0.0;0.0
437;10.12.10.60 Kalkoenen, delen..;2013;;
438;10.12.10.70 Eenden, ganzen..;2008;0.0;0.0
439;10.12.10.70 Eenden, ganzen..;2009;;
440;10.12.10.70 Eenden, ganzen..;2010;;
441;10.12.10.70 Eenden, ganzen..;2011;;
442;10.12.10.70 Eenden, ganzen..;2012;;
443;10.12.10.70 Eenden, ganzen..;2013;;
444;10.12.20.13 [mln kg] Kippen en hanen,..;2008;29.0;19.0
445;10.12.20.13 [mln kg] Kippen en hanen,..;2009;21.0;15.0
446;10.12.20.13 [mln kg] Kippen en hanen,..;2010;20.0;14.0
447;10.12.20.13 [mln kg] Kippen en hanen,..;2011;18.0;12.0
448;10.12.20.13 [mln kg] Kippen en hanen,..;2012;25.0;16.0
449;10.12.20.13 [mln kg] Kippen en hanen,..;2013;31.0;19.0
450;10.12.20.15 Kalkoenen, niet..;2008;0.0;0.0
451;10.12.20.15 Kalkoenen, niet..;2009;0.0;0.0
452;10.12.20.15 Kalkoenen, niet..;2010;0.0;0.0
453;10.12.20.15 Kalkoenen, niet..;2011;0.0;0.0
454;10.12.20.15 Kalkoenen, niet..;2012;0.0;0.0
455;10.12.20.15 Kalkoenen, niet..;2013;0.0;0.0
456;10.12.20.17 [mln kg] Eenden, ganzen en..;2008;;
457;10.12.20.17 [mln kg] Eenden, ganzen en..;2009;;
458;10.12.20.17 [mln kg] Eenden, ganzen en..;2010;;
459;10.12.20.17 [mln kg] Eenden, ganzen en..;2011;;
460;10.12.20.17 [mln kg] Eenden, ganzen en..;2012;;
461;10.12.20.17 [mln kg] Eenden, ganzen en..;2013;;
462;10.12.20.53 [mln kg] Kippen of hanen,..;2008;290.0;138.0
463;10.12.20.53 [mln kg] Kippen of hanen,..;2009;272.0;165.0
464;10.12.20.53 [mln kg] Kippen of hanen,..;2010;270.0;180.0
465;10.12.20.53 [mln kg] Kippen of hanen,..;2011;266.0;175.0
466;10.12.20.53 [mln kg] Kippen of hanen,..;2012;298.0;179.0
467;10.12.20.53 [mln kg] Kippen of hanen,..;2013;352.0;230.0
468;10.12.20.55 Kalkoenen,..;2008;0.0;0.0
469;10.12.20.55 Kalkoenen,..;2009;;
470;10.12.20.55 Kalkoenen,..;2010;0.0;0.0
471;10.12.20.55 Kalkoenen,..;2011;0.0;0.0
472;10.12.20.55 Kalkoenen,..;2012;0.0;0.0
473;10.12.20.55 Kalkoenen,..;2013;;
474;10.12.20.57 [mln kg] Ganzen, eenden en..;2008;;
475;10.12.20.57 [mln kg] Ganzen, eenden en..;2009;10.0;5.0
476;10.12.20.57 [mln kg] Ganzen, eenden en..;2010;;
477;10.12.20.57 [mln kg] Ganzen, eenden en..;2011;;
478;10.12.20.57 [mln kg] Ganzen, eenden en..;2012;;
479;10.12.20.57 [mln kg] Ganzen, eenden en..;2013;;
480;10.12.20.80 [mln kg] Levers van..;2008;1.0;2.0
481;10.12.20.80 [mln kg] Levers van..;2009;1.0;2.0
482;10.12.20.80 [mln kg] Levers van..;2010;1.0;2.0
483;10.12.20.80 [mln kg] Levers van..;2011;;
484;10.12.20.80 [mln kg] Levers van..;2012;;
485;10.12.20.80 [mln kg] Levers van..;2013;;
486;10.12.30.00 [mln kg] Vet van..;2008;;
487;10.12.30.00 [mln kg] Vet van..;2009;;
488;10.12.30.00 [mln kg] Vet van..;2010;;
489;10.12.30.00 [mln kg] Vet van..;2011;;
490;10.12.30.00 [mln kg] Vet van..;2012;;
491;10.12.30.00 [mln kg] Vet van..;2013;;
492;10.12.40.20 [mln kg] Slachtafvallen en..;2008;12.0;93.0
493;10.12.40.20 [mln kg] Slachtafvallen en..;2009;15.0;112.0
494;10.12.40.20 [mln kg] Slachtafvallen en..;2010;22.0;125.0
495;10.12.40.20 [mln kg] Slachtafvallen en..;2011;30.0;146.0
496;10.12.40.20 [mln kg] Slachtafvallen en..;2012;33.0;173.0
497;10.12.40.20 [mln kg] Slachtafvallen en..;2013;39.0;205.0
498;10.12.40.50 [mln kg] Slachtafvallen..;2008;;
499;10.12.40.50 [mln kg] Slachtafvallen..;2009;;
500;10.12.40.50 [mln kg] Slachtafvallen..;2010;;
501;10.12.40.50 [mln kg] Slachtafvallen..;2011;;
502;10.12.40.50 [mln kg] Slachtafvallen..;2012;;
503;10.12.40.50 [mln kg] Slachtafvallen..;2013;;
504;10.12.50.00 [kg] Vogelhuiden en..;2008;;
505;10.12.50.00 [kg] Vogelhuiden en..;2009;0.0;0.0
506;10.12.50.00 [kg] Vogelhuiden en..;2010;0.0;0.0
507;10.12.50.00 [kg] Vogelhuiden en..;2011;0.0;0.0
508;10.12.50.00 [kg] Vogelhuiden en..;2012;0.0;0.0
509;10.12.50.00 [kg] Vogelhuiden en..;2013;;
510;10.13.11.20 [mln kg] Hammen en..;2008;84.0;15.0
511;10.13.11.20 [mln kg] Hammen en..;2009;90.0;16.0
512;10.13.11.20 [mln kg] Hammen en..;2010;89.0;16.0
513;10.13.11.20 [mln kg] Hammen en..;2011;98.0;17.0
514;10.13.11.20 [mln kg] Hammen en..;2012;112.0;18.0
515;10.13.11.20 [mln kg] Hammen en..;2013;111.0;19.0
516;10.13.11.50 [mln kg] Buiken van..;2008;;
517;10.13.11.50 [mln kg] Buiken van..;2009;;
518;10.13.11.50 [mln kg] Buiken van..;2010;;
519;10.13.11.50 [mln kg] Buiken van..;2011;;
520;10.13.11.50 [mln kg] Buiken van..;2012;;
521;10.13.11.50 [mln kg] Buiken van..;2013;;
522;10.13.11.80 [mln kg] Varkensvlees,..;2008;149.0;39.0
523;10.13.11.80 [mln kg] Varkensvlees,..;2009;95.0;29.0
524;10.13.11.80 [mln kg] Varkensvlees,..;2010;88.0;27.0
525;10.13.11.80 [mln kg] Varkensvlees,..;2011;72.0;21.0
526;10.13.11.80 [mln kg] Varkensvlees,..;2012;88.0;44.0
527;10.13.11.80 [mln kg] Varkensvlees,..;2013;168.0;88.0
528;10.13.12.00 [mln kg] Rundvlees,..;2008;56.0;5.0
529;10.13.12.00 [mln kg] Rundvlees,..;2009;56.0;5.0
530;10.13.12.00 [mln kg] Rundvlees,..;2010;60.0;5.0
531;10.13.12.00 [mln kg] Rundvlees,..;2011;66.0;6.0
532;10.13.12.00 [mln kg] Rundvlees,..;2012;64.0;6.0
533;10.13.12.00 [mln kg] Rundvlees,..;2013;88.0;11.0
534;10.13.13.00 [mln kg] Vlees,..;2008;;
535;10.13.13.00 [mln kg] Vlees,..;2009;;
536;10.13.13.00 [mln kg] Vlees,..;2010;12.0;2.0
537;10.13.13.00 [mln kg] Vlees,..;2011;36.0;8.0
538;10.13.13.00 [mln kg] Vlees,..;2012;50.0;
539;10.13.13.00 [mln kg] Vlees,..;2013;25.0;
540;10.13.14.30 [mln kg] Leverworst en..;2008;33.0;15.0
541;10.13.14.30 [mln kg] Leverworst en..;2009;29.0;14.0
542;10.13.14.30 [mln kg] Leverworst en..;2010;32.0;14.0
543;10.13.14.30 [mln kg] Leverworst en..;2011;44.0;20.0
