ID;BalansstandenEnTransacties;VorderingenEnSchulden;Sectoren;Perioden;Totaal_1;MonetairGoudEnBijzTrekkingsrechten_2;TotaalChartaalGeldEnDepositoS_3;ChartaalGeld_4;GiraleDepositoS_5;TotaalSpaartegoedenEnOvgDepositoS_6;Spaartegoeden_7;OverigeDepositoS_8;TotaalEffectenMUVAandelen_9;KortlopendeWaardepapieren_10;Obligaties_11;FinancieleDerivaten_12;TotaalLeningen_13;KortlopendeLeningen_14;LanglopendeLeningen_15;AandelenEnOverigeDeelnemingen_16;TotaalVerzekeringstechVoorzieningen_17;VoorzieningPensioenEnLevensverz_18;OverigeVerzekeringstechVoorzieningen_19;HandelskredEnTransitPosten_20
1943;Financiële transacties;Vorderingen;Financiële instellingen;2008;161102.0;-129.0;-68668.0;448.0;-26066.0;-43050.0;0.0;-43050.0;62305.0;-1107.0;49279.0;14133.0;89676.0;8275.0;81401.0;80095.0;2050.0;0.0;2050.0;-4227.0
1944;Financiële transacties;Vorderingen;Financiële instellingen;2009 1e kwartaal;77385.0;30.0;-25405.0;-905.0;1221.0;-25721.0;0.0;-25721.0;17322.0;5077.0;20742.0;-8497.0;35197.0;-3116.0;38313.0;37574.0;837.0;0.0;837.0;11830.0
1945;Financiële transacties;Vorderingen;Financiële instellingen;2009 2e kwartaal;66800.0;-103.0;-22158.0;59.0;10710.0;-32927.0;0.0;-32927.0;32114.0;4438.0;37778.0;-10102.0;-51559.0;42546.0;-94105.0;98415.0;-215.0;0.0;-215.0;10306.0
1946;Financiële transacties;Vorderingen;Financiële instellingen;2009 3e kwartaal;53974.0;-20.0;-15217.0;13.0;-11562.0;-3668.0;0.0;-3668.0;-5171.0;2655.0;-397.0;-7429.0;-3800.0;-19053.0;15253.0;80100.0;-477.0;0.0;-477.0;-1441.0
1947;Financiële transacties;Vorderingen;Financiële instellingen;2009 4e kwartaal;67494.0;1.0;1885.0;337.0;1897.0;-349.0;0.0;-349.0;-8572.0;-10329.0;6407.0;-4650.0;678.0;24252.0;-23574.0;67685.0;-465.0;0.0;-465.0;6282.0
1948;Financiële transacties;Vorderingen;Financiële instellingen;2009;265653.0;-92.0;-60895.0;-496.0;2266.0;-62665.0;0.0;-62665.0;35693.0;1841.0;64530.0;-30678.0;-19484.0;44629.0;-64113.0;283774.0;-320.0;0.0;-320.0;26977.0
1949;Financiële transacties;Vorderingen;Financiële instellingen;2010 1e kwartaal;29744.0;1.0;33242.0;-183.0;26122.0;7303.0;0.0;7303.0;20593.0;5638.0;6078.0;8877.0;-14719.0;-1773.0;-12946.0;5436.0;514.0;0.0;514.0;-15323.0
1950;Financiële transacties;Vorderingen;Financiële instellingen;2010 2e kwartaal;61494.0;1.0;-18529.0;-112.0;-16210.0;-2207.0;0.0;-2207.0;-11367.0;-8241.0;-14272.0;11146.0;56358.0;18624.0;37734.0;18673.0;-151.0;0.0;-151.0;16509.0
1951;Financiële transacties;Vorderingen;Financiële instellingen;2010 3e kwartaal;45851.0;1.0;13264.0;65.0;3931.0;9268.0;0.0;9268.0;10697.0;2808.0;9892.0;-2003.0;13557.0;-13257.0;26814.0;11223.0;-50.0;0.0;-50.0;-2841.0
1952;Financiële transacties;Vorderingen;Financiële instellingen;2010 4e kwartaal;-50939.0;-20.0;-55158.0;46.0;-11056.0;-44148.0;0.0;-44148.0;-10035.0;-955.0;397.0;-9477.0;78979.0;25174.0;53805.0;-45011.0;-234.0;0.0;-234.0;-19460.0
1953;Financiële transacties;Vorderingen;Financiële instellingen;2010;86150.0;-17.0;-27181.0;-184.0;2787.0;-29784.0;0.0;-29784.0;9888.0;-750.0;2095.0;8543.0;134175.0;28768.0;105407.0;-9679.0;79.0;0.0;79.0;-21115.0
1954;Financiële transacties;Vorderingen;Financiële instellingen;2011 1e kwartaal;82345.0;1.0;17657.0;109.0;1606.0;15942.0;0.0;15942.0;-15972.0;452.0;-13542.0;-2882.0;50029.0;57471.0;-7442.0;37618.0;1833.0;0.0;1833.0;-8821.0
1955;Financiële transacties;Vorderingen;Financiële instellingen;2011 2e kwartaal;63186.0;-71.0;15265.0;-53.0;3964.0;11354.0;0.0;11354.0;-3361.0;1566.0;2636.0;-7563.0;31022.0;20196.0;10826.0;18544.0;134.0;0.0;134.0;1653.0
1956;Financiële transacties;Vorderingen;Financiële instellingen;2011 3e kwartaal;183176.0;-74.0;60817.0;75.0;-3920.0;64662.0;0.0;64662.0;9129.0;-2653.0;3011.0;8771.0;92335.0;76978.0;15357.0;29773.0;28.0;0.0;28.0;-8832.0
1957;Financiële transacties;Vorderingen;Financiële instellingen;2011 4e kwartaal;7917.0;-74.0;-18967.0;997.0;-2048.0;-17916.0;0.0;-17916.0;16455.0;-2705.0;12886.0;6274.0;41306.0;56100.0;-14794.0;-19378.0;-126.0;0.0;-126.0;-11299.0
1958;Financiële transacties;Vorderingen;Financiële instellingen;2011;336624.0;-218.0;74772.0;1128.0;-398.0;74042.0;0.0;74042.0;6251.0;-3340.0;4991.0;4600.0;214692.0;210745.0;3947.0;66557.0;1869.0;0.0;1869.0;-27299.0
1959;Financiële transacties;Vorderingen;Financiële instellingen;2012 1e kwartaal;118607.0;-63.0;23994.0;-1309.0;-114.0;25417.0;0.0;25417.0;12640.0;2556.0;9562.0;522.0;30379.0;35918.0;-5539.0;33955.0;44.0;0.0;44.0;17658.0
1960;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2001 1e kwartaal;;;;;;;;;;;;;;;;;;;;
1961;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2001 2e kwartaal;;;;;;;;;;;;;;;;;;;;
1962;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2001 3e kwartaal;;;;;;;;;;;;;;;;;;;;
1963;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2001 4e kwartaal;;;;;;;;;;;;;;;;;;;;
1964;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2001;;;;;;;;;;;;;;;;;;;;
1965;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2002 1e kwartaal;;;;;;;;;;;;;;;;;;;;
1966;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2002 2e kwartaal;;;;;;;;;;;;;;;;;;;;
1967;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2002 3e kwartaal;;;;;;;;;;;;;;;;;;;;
1968;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2002 4e kwartaal;;;;;;;;;;;;;;;;;;;;
1969;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2002;;;;;;;;;;;;;;;;;;;;
1970;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2003 1e kwartaal;;;;;;;;;;;;;;;;;;;;
1971;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2003 2e kwartaal;;;;;;;;;;;;;;;;;;;;
1972;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2003 3e kwartaal;;;;;;;;;;;;;;;;;;;;
1973;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2003 4e kwartaal;;;;;;;;;;;;;;;;;;;;
1974;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2003;;;;;;;;;;;;;;;;;;;;
1975;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2004 1e kwartaal;;;;;;;;;;;;;;;;;;;;
1976;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2004 2e kwartaal;;;;;;;;;;;;;;;;;;;;
1977;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2004 3e kwartaal;;;;;;;;;;;;;;;;;;;;
1978;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2004 4e kwartaal;;;;;;;;;;;;;;;;;;;;
1979;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2004;;;;;;;;;;;;;;;;;;;;
1980;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2005 1e kwartaal;92504.0;-575.0;46629.0;9.0;17923.0;28697.0;0.0;28697.0;4748.0;1899.0;3181.0;-332.0;22644.0;16227.0;6417.0;7302.0;0.0;0.0;0.0;11756.0
1981;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2005 2e kwartaal;37397.0;-3.0;-1404.0;53.0;27639.0;-29096.0;0.0;-29096.0;-2294.0;815.0;-2857.0;-252.0;20178.0;8519.0;11659.0;1284.0;0.0;0.0;0.0;19636.0
1982;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2005 3e kwartaal;38004.0;0.0;27412.0;-67.0;-3367.0;30846.0;0.0;30846.0;-335.0;-2467.0;964.0;1168.0;20900.0;6769.0;14131.0;1989.0;0.0;0.0;0.0;-11962.0
1983;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2005 4e kwartaal;5256.0;-362.0;-35216.0;251.0;-21977.0;-13490.0;0.0;-13490.0;10705.0;492.0;9602.0;611.0;24659.0;-6410.0;31069.0;-941.0;0.0;0.0;0.0;6411.0
1984;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2005;173161.0;-940.0;37421.0;246.0;20218.0;16957.0;0.0;16957.0;12824.0;739.0;10890.0;1195.0;88381.0;25105.0;63276.0;9634.0;0.0;0.0;0.0;25841.0
1985;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2006 1e kwartaal;88970.0;-561.0;82945.0;-203.0;51828.0;31320.0;0.0;31320.0;6745.0;-766.0;6713.0;798.0;26894.0;24408.0;2486.0;6446.0;0.0;0.0;0.0;-33499.0
1986;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2006 2e kwartaal;4287.0;-23.0;-26508.0;18.0;-14130.0;-12396.0;0.0;-12396.0;8218.0;-2377.0;10198.0;397.0;14472.0;-5226.0;19698.0;-636.0;0.0;0.0;0.0;8764.0
1987;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2006 3e kwartaal;47936.0;59.0;26002.0;19.0;9432.0;16551.0;0.0;16551.0;6334.0;3720.0;1317.0;1297.0;10680.0;10094.0;586.0;3744.0;0.0;0.0;0.0;1117.0
1988;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2006 4e kwartaal;51896.0;-268.0;27952.0;346.0;29410.0;-1804.0;0.0;-1804.0;2672.0;-2976.0;5925.0;-277.0;25465.0;222.0;25243.0;-99.0;0.0;0.0;0.0;-3826.0
1989;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2006;193089.0;-793.0;110391.0;180.0;76540.0;33671.0;0.0;33671.0;23969.0;-2399.0;24153.0;2215.0;77511.0;29498.0;48013.0;9455.0;0.0;0.0;0.0;-27444.0
1990;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2007 1e kwartaal;117773.0;26.0;78184.0;-464.0;41099.0;37549.0;0.0;37549.0;4911.0;2040.0;1387.0;1484.0;31506.0;35772.0;-4266.0;-3974.0;0.0;0.0;0.0;7120.0
1991;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2007 2e kwartaal;74293.0;20.0;14863.0;1717.0;-19837.0;32983.0;0.0;32983.0;35405.0;2780.0;31568.0;1057.0;8382.0;6827.0;1555.0;14000.0;0.0;0.0;0.0;1623.0
1992;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2007 3e kwartaal;53260.0;2.0;9915.0;-1718.0;21322.0;-9689.0;0.0;-9689.0;17370.0;2217.0;14706.0;447.0;14193.0;1644.0;12549.0;15125.0;0.0;0.0;0.0;-3345.0
1993;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2007 4e kwartaal;111933.0;-270.0;21418.0;318.0;-9548.0;30648.0;0.0;30648.0;48967.0;-5927.0;56284.0;-1390.0;28605.0;5722.0;22883.0;15277.0;0.0;0.0;0.0;-2064.0
1994;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2007;357259.0;-222.0;124380.0;-147.0;33036.0;91491.0;0.0;91491.0;106653.0;1110.0;103945.0;1598.0;82686.0;49965.0;32721.0;40428.0;0.0;0.0;0.0;3334.0
1995;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2008 1e kwartaal;37019.0;-108.0;14358.0;-425.0;4452.0;10331.0;0.0;10331.0;945.0;-1888.0;-3678.0;6511.0;21081.0;1150.0;19931.0;-707.0;0.0;0.0;0.0;1450.0
1996;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2008 2e kwartaal;79987.0;-1.0;8362.0;-43.0;61290.0;-52885.0;0.0;-52885.0;33435.0;987.0;25911.0;6537.0;48626.0;49456.0;-830.0;-7476.0;0.0;0.0;0.0;-2959.0
1997;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2008 3e kwartaal;47330.0;145.0;11054.0;78.0;-33872.0;44848.0;0.0;44848.0;5610.0;-433.0;-4314.0;10357.0;35754.0;15228.0;20526.0;-8051.0;0.0;0.0;0.0;2818.0
1998;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2008 4e kwartaal;-199205.0;-165.0;-96798.0;837.0;-65206.0;-32429.0;0.0;-32429.0;26922.0;-3748.0;45842.0;-15172.0;-115100.0;-77948.0;-37152.0;-8253.0;0.0;0.0;0.0;-5811.0
1999;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2008;-34869.0;-129.0;-63024.0;447.0;-33336.0;-30135.0;0.0;-30135.0;66912.0;-5082.0;63761.0;8233.0;-9639.0;-12114.0;2475.0;-24487.0;0.0;0.0;0.0;-4502.0
2000;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2009 1e kwartaal;12376.0;30.0;-32882.0;-908.0;-1716.0;-30258.0;0.0;-30258.0;9158.0;-2740.0;14338.0;-2440.0;20923.0;3143.0;17780.0;829.0;0.0;0.0;0.0;14318.0
2001;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2009 2e kwartaal;44115.0;-103.0;-20590.0;55.0;5949.0;-26594.0;0.0;-26594.0;42512.0;6341.0;36320.0;-149.0;18811.0;27678.0;-8867.0;3231.0;0.0;0.0;0.0;254.0
2002;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2009 3e kwartaal;-29213.0;-20.0;-4640.0;8.0;-13241.0;8593.0;0.0;8593.0;-312.0;5893.0;-7076.0;871.0;-27949.0;-30022.0;2073.0;1443.0;0.0;0.0;0.0;2265.0
2003;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2009 4e kwartaal;24204.0;1.0;-5181.0;335.0;-2204.0;-3312.0;0.0;-3312.0;550.0;-8271.0;6014.0;2807.0;24559.0;21110.0;3449.0;-1619.0;0.0;0.0;0.0;5894.0
2004;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2009;51482.0;-92.0;-63293.0;-510.0;-11212.0;-51571.0;0.0;-51571.0;51908.0;1223.0;49596.0;1089.0;36344.0;21909.0;14435.0;3884.0;0.0;0.0;0.0;22731.0
2005;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2010 1e kwartaal;39413.0;1.0;22327.0;-213.0;13545.0;8995.0;0.0;8995.0;20344.0;4807.0;11568.0;3969.0;12231.0;4303.0;7928.0;1126.0;0.0;0.0;0.0;-16616.0
2006;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2010 2e kwartaal;16347.0;1.0;-10488.0;-141.0;-13906.0;3559.0;0.0;3559.0;-27926.0;-9306.0;-13148.0;-5472.0;32430.0;14662.0;17768.0;1665.0;0.0;0.0;0.0;20665.0
2007;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2010 3e kwartaal;468.0;1.0;-3892.0;35.0;219.0;-4146.0;0.0;-4146.0;12201.0;1836.0;6365.0;4000.0;-11550.0;-15257.0;3707.0;-68.0;0.0;0.0;0.0;3776.0
2008;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2010 4e kwartaal;-20318.0;-20.0;-32806.0;17.0;-6654.0;-26169.0;0.0;-26169.0;3984.0;-1550.0;-1930.0;7464.0;30661.0;-3856.0;34517.0;-667.0;0.0;0.0;0.0;-21470.0
2009;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2010;35910.0;-17.0;-24859.0;-302.0;-6796.0;-17761.0;0.0;-17761.0;8603.0;-4213.0;2855.0;9961.0;63772.0;-148.0;63920.0;2056.0;0.0;0.0;0.0;-13645.0
2010;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2011 1e kwartaal;39010.0;1.0;22996.0;109.0;2195.0;20692.0;0.0;20692.0;-29340.0;445.0;-30255.0;470.0;50621.0;14507.0;36114.0;1074.0;0.0;0.0;0.0;-6342.0
2011;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2011 2e kwartaal;49485.0;-71.0;19822.0;-53.0;4284.0;15591.0;0.0;15591.0;2347.0;888.0;-4355.0;5814.0;20409.0;11494.0;8915.0;2126.0;0.0;0.0;0.0;4852.0
2012;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2011 3e kwartaal;127704.0;-74.0;38069.0;75.0;-7756.0;45750.0;0.0;45750.0;6851.0;-2789.0;4789.0;4851.0;89237.0;76041.0;13196.0;2226.0;0.0;0.0;0.0;-8605.0
2013;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2011 4e kwartaal;21201.0;-74.0;-5997.0;997.0;-1237.0;-5757.0;0.0;-5757.0;-1904.0;-2924.0;3252.0;-2232.0;27876.0;55220.0;-27344.0;432.0;0.0;0.0;0.0;868.0
2014;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2011;237400.0;-218.0;74890.0;1128.0;-2514.0;76276.0;0.0;76276.0;-22046.0;-4380.0;-26569.0;8903.0;188143.0;157262.0;30881.0;5858.0;0.0;0.0;0.0;-9227.0
2015;Financiële transacties;Vorderingen;Monetaire financiële instellingen;2012 1e kwartaal;87916.0;-63.0;40878.0;-1309.0;713.0;41474.0;0.0;41474.0;-3591.0;2064.0;-4536.0;-1119.0;36889.0;23459.0;13430.0;2847.0;0.0;0.0;0.0;10956.0
2016;Financiële transacties;Vorderingen;Overige financiële instellingen;2001 1e kwartaal;;;;;;;;;;;;;;;;;;;;
2017;Financiële transacties;Vorderingen;Overige financiële instellingen;2001 2e kwartaal;;;;;;;;;;;;;;;;;;;;
2018;Financiële transacties;Vorderingen;Overige financiële instellingen;2001 3e kwartaal;;;;;;;;;;;;;;;;;;;;
2019;Financiële transacties;Vorderingen;Overige financiële instellingen;2001 4e kwartaal;;;;;;;;;;;;;;;;;;;;
2020;Financiële transacties;Vorderingen;Overige financiële instellingen;2001;;;;;;;;;;;;;;;;;;;;
2021;Financiële transacties;Vorderingen;Overige financiële instellingen;2002 1e kwartaal;;;;;;;;;;;;;;;;;;;;
2022;Financiële transacties;Vorderingen;Overige financiële instellingen;2002 2e kwartaal;;;;;;;;;;;;;;;;;;;;
2023;Financiële transacties;Vorderingen;Overige financiële instellingen;2002 3e kwartaal;;;;;;;;;;;;;;;;;;;;
2024;Financiële transacties;Vorderingen;Overige financiële instellingen;2002 4e kwartaal;;;;;;;;;;;;;;;;;;;;
2025;Financiële transacties;Vorderingen;Overige financiële instellingen;2002;;;;;;;;;;;;;;;;;;;;
2026;Financiële transacties;Vorderingen;Overige financiële instellingen;2003 1e kwartaal;;;;;;;;;;;;;;;;;;;;
2027;Financiële transacties;Vorderingen;Overige financiële instellingen;2003 2e kwartaal;;;;;;;;;;;;;;;;;;;;
2028;Financiële transacties;Vorderingen;Overige financiële instellingen;2003 3e kwartaal;;;;;;;;;;;;;;;;;;;;
2029;Financiële transacties;Vorderingen;Overige financiële instellingen;2003 4e kwartaal;;;;;;;;;;;;;;;;;;;;
2030;Financiële transacties;Vorderingen;Overige financiële instellingen;2003;;;;;;;;;;;;;;;;;;;;
2031;Financiële transacties;Vorderingen;Overige financiële instellingen;2004 1e kwartaal;;;;;;;;;;;;;;;;;;;;
2032;Financiële transacties;Vorderingen;Overige financiële instellingen;2004 2e kwartaal;;;;;;;;;;;;;;;;;;;;
2033;Financiële transacties;Vorderingen;Overige financiële instellingen;2004 3e kwartaal;;;;;;;;;;;;;;;;;;;;
2034;Financiële transacties;Vorderingen;Overige financiële instellingen;2004 4e kwartaal;;;;;;;;;;;;;;;;;;;;
2035;Financiële transacties;Vorderingen;Overige financiële instellingen;2004;;;;;;;;;;;;;;;;;;;;
2036;Financiële transacties;Vorderingen;Overige financiële instellingen;2005 1e kwartaal;6562.0;0.0;7131.0;0.0;1296.0;5835.0;0.0;5835.0;1275.0;-87.0;1058.0;304.0;-5058.0;-4265.0;-793.0;1683.0;0.0;0.0;0.0;1531.0
2037;Financiële transacties;Vorderingen;Overige financiële instellingen;2005 2e kwartaal;24934.0;0.0;3596.0;1.0;376.0;3219.0;0.0;3219.0;0.0;-88.0;-3507.0;3595.0;3617.0;-2932.0;6549.0;15594.0;0.0;0.0;0.0;2127.0
2038;Financiële transacties;Vorderingen;Overige financiële instellingen;2005 3e kwartaal;24606.0;0.0;9660.0;-1.0;845.0;8816.0;0.0;8816.0;3634.0;-75.0;4295.0;-586.0;8082.0;-3723.0;11805.0;3524.0;0.0;0.0;0.0;-294.0
2039;Financiële transacties;Vorderingen;Overige financiële instellingen;2005 4e kwartaal;60896.0;0.0;15711.0;2.0;-329.0;16038.0;0.0;16038.0;2433.0;-60.0;5947.0;-3454.0;31889.0;2699.0;29190.0;10750.0;0.0;0.0;0.0;113.0
2040;Financiële transacties;Vorderingen;Overige financiële instellingen;2005;116998.0;0.0;36098.0;2.0;2188.0;33908.0;0.0;33908.0;7342.0;-310.0;7793.0;-141.0;38530.0;-8221.0;46751.0;31551.0;0.0;0.0;0.0;3477.0
2041;Financiële transacties;Vorderingen;Overige financiële instellingen;2006 1e kwartaal;33521.0;0.0;3163.0;-2.0;715.0;2450.0;0.0;2450.0;782.0;-12.0;366.0;428.0;6024.0;-762.0;6786.0;24668.0;0.0;0.0;0.0;-1116.0
2042;Financiële transacties;Vorderingen;Overige financiële instellingen;2006 2e kwartaal;153446.0;0.0;-2882.0;0.0;50.0;-2932.0;0.0;-2932.0;3059.0;-8.0;-1061.0;4128.0;38840.0;24449.0;14391.0;111803.0;0.0;0.0;0.0;2626.0
2043;Financiële transacties;Vorderingen;Overige financiële instellingen;2006 3e kwartaal;79013.0;0.0;7206.0;0.0;-970.0;8176.0;0.0;8176.0;-7400.0;-2.0;-3558.0;-3840.0;31542.0;21151.0;10391.0;42103.0;0.0;0.0;0.0;5562.0
2044;Financiële transacties;Vorderingen;Overige financiële instellingen;2006 4e kwartaal;61439.0;0.0;3638.0;6.0;-946.0;4578.0;0.0;4578.0;-1991.0;-5.0;-579.0;-1407.0;46800.0;11285.0;35515.0;14140.0;0.0;0.0;0.0;-1148.0
2045;Financiële transacties;Vorderingen;Overige financiële instellingen;2006;327419.0;0.0;11125.0;4.0;-1151.0;12272.0;0.0;12272.0;-5550.0;-27.0;-4832.0;-691.0;123206.0;56123.0;67083.0;192714.0;0.0;0.0;0.0;5924.0
2046;Financiële transacties;Vorderingen;Overige financiële instellingen;2007 1e kwartaal;74164.0;0.0;4220.0;-6.0;919.0;3307.0;0.0;3307.0;-1862.0;-55.0;-2799.0;992.0;44390.0;1445.0;42945.0;26768.0;0.0;0.0;0.0;648.0
2047;Financiële transacties;Vorderingen;Overige financiële instellingen;2007 2e kwartaal;75540.0;0.0;2700.0;-5.0;410.0;2295.0;0.0;2295.0;2112.0;0.0;-6918.0;9030.0;23540.0;-3773.0;27313.0;47673.0;0.0;0.0;0.0;-485.0
2048;Financiële transacties;Vorderingen;Overige financiële instellingen;2007 3e kwartaal;118075.0;0.0;23173.0;-5.0;-576.0;23754.0;0.0;23754.0;-7822.0;0.0;-139.0;-7683.0;133382.0;1679.0;131703.0;-29579.0;0.0;0.0;0.0;-1079.0
2049;Financiële transacties;Vorderingen;Overige financiële instellingen;2007 4e kwartaal;227377.0;0.0;2950.0;-6.0;809.0;2147.0;0.0;2147.0;18619.0;0.0;1041.0;17578.0;105411.0;16007.0;89404.0;101319.0;0.0;0.0;0.0;-922.0
2050;Financiële transacties;Vorderingen;Overige financiële instellingen;2007;495156.0;0.0;33043.0;-22.0;1562.0;31503.0;0.0;31503.0;11047.0;-55.0;-8815.0;19917.0;306723.0;15358.0;291365.0;146181.0;0.0;0.0;0.0;-1838.0
2051;Financiële transacties;Vorderingen;Overige financiële instellingen;2008 1e kwartaal;45214.0;0.0;16360.0;0.0;1199.0;15161.0;0.0;15161.0;9894.0;0.0;84.0;9810.0;9397.0;374.0;9023.0;7801.0;0.0;0.0;0.0;1762.0
2052;Financiële transacties;Vorderingen;Overige financiële instellingen;2008 2e kwartaal;57423.0;0.0;-21290.0;0.0;1986.0;-23276.0;0.0;-23276.0;-5214.0;0.0;-2612.0;-2602.0;53964.0;4524.0;49440.0;31991.0;0.0;0.0;0.0;-2028.0
2053;Financiële transacties;Vorderingen;Overige financiële instellingen;2008 3e kwartaal;17230.0;0.0;-19524.0;0.0;-3635.0;-15889.0;0.0;-15889.0;-7335.0;0.0;-5072.0;-2263.0;10806.0;3675.0;7131.0;32592.0;0.0;0.0;0.0;691.0
2054;Financiële transacties;Vorderingen;Overige financiële instellingen;2008 4e kwartaal;6535.0;0.0;13289.0;1.0;1121.0;12167.0;0.0;12167.0;-18704.0;89.0;-3369.0;-15424.0;6400.0;-10736.0;17136.0;3368.0;0.0;0.0;0.0;2182.0
2055;Financiële transacties;Vorderingen;Overige financiële instellingen;2008;126402.0;0.0;-11165.0;1.0;671.0;-11837.0;0.0;-11837.0;-21359.0;89.0;-10969.0;-10479.0;80567.0;-2163.0;82730.0;75752.0;0.0;0.0;0.0;2607.0
2056;Financiële transacties;Vorderingen;Overige financiële instellingen;2009 1e kwartaal;62388.0;0.0;17982.0;3.0;8673.0;9306.0;0.0;9306.0;-5087.0;-2.0;-5815.0;730.0;23089.0;2540.0;20549.0;27281.0;0.0;0.0;0.0;-877.0
2057;Financiële transacties;Vorderingen;Overige financiële instellingen;2009 2e kwartaal;19058.0;0.0;-2395.0;4.0;6092.0;-8491.0;0.0;-8491.0;64830.0;90.0;72151.0;-7411.0;-72691.0;13165.0;-85856.0;22131.0;0.0;0.0;0.0;7183.0
2058;Financiële transacties;Vorderingen;Overige financiële instellingen;2009 3e kwartaal;77972.0;0.0;-8346.0;5.0;2144.0;-10495.0;0.0;-10495.0;16011.0;161.0;18708.0;-2858.0;26560.0;12237.0;14323.0;47862.0;0.0;0.0;0.0;-4115.0
2059;Financiële transacties;Vorderingen;Overige financiële instellingen;2009 4e kwartaal;42459.0;0.0;4750.0;2.0;4219.0;529.0;0.0;529.0;-600.0;174.0;1000.0;-1774.0;-21845.0;5063.0;-26908.0;55854.0;0.0;0.0;0.0;4300.0
2060;Financiële transacties;Vorderingen;Overige financiële instellingen;2009;201877.0;0.0;11991.0;14.0;21128.0;-9151.0;0.0;-9151.0;75154.0;423.0;86044.0;-11313.0;-44887.0;33005.0;-77892.0;153128.0;0.0;0.0;0.0;6491.0
2061;Financiële transacties;Vorderingen;Overige financiële instellingen;2010 1e kwartaal;-18402.0;0.0;10382.0;30.0;12457.0;-2105.0;0.0;-2105.0;1725.0;915.0;-2075.0;2885.0;-30328.0;-5910.0;-24418.0;243.0;0.0;0.0;0.0;-424.0
2062;Financiële transacties;Vorderingen;Overige financiële instellingen;2010 2e kwartaal;42536.0;0.0;-6991.0;29.0;-3199.0;-3821.0;0.0;-3821.0;3014.0;788.0;-3956.0;6182.0;20717.0;822.0;19895.0;27182.0;0.0;0.0;0.0;-1386.0
2063;Financiële transacties;Vorderingen;Overige financiële instellingen;2010 3e kwartaal;34499.0;0.0;6051.0;30.0;-372.0;6393.0;0.0;6393.0;-400.0;890.0;2286.0;-3576.0;23448.0;2598.0;20850.0;8148.0;0.0;0.0;0.0;-2748.0
2064;Financiële transacties;Vorderingen;Overige financiële instellingen;2010 4e kwartaal;-19701.0;0.0;-10289.0;29.0;-933.0;-9385.0;0.0;-9385.0;-7021.0;907.0;-1273.0;-6655.0;36510.0;16279.0;20231.0;-36977.0;0.0;0.0;0.0;-1924.0
