ID;Leeftijd;Perioden;Mannen_1;Vrouwen_2;Mannen_3;Vrouwen_4
0;0 jaar;2006;77.6358;81.692;0.00448;0.00412
1;0 jaar;2007;77.8117;81.75448;0.00441;0.00407
2;0 jaar;2008;77.95891;81.81173;0.00435;0.00402
3;0 jaar;2009;78.10688;81.86871;0.0043;0.00397
4;0 jaar;2010;78.24795;81.92054;0.00433;0.00392
5;0 jaar;2011;78.39903;81.97214;0.0042;0.00388
6;0 jaar;2012;78.54029;82.03331;0.00415;0.00383
7;0 jaar;2013;78.67651;82.09427;0.00409;0.00378
8;0 jaar;2014;78.80636;82.15502;0.00404;0.00373
9;0 jaar;2015;78.92857;82.21561;0.00399;0.00368
10;0 jaar;2016;79.04191;82.27604;0.00395;0.00363
11;0 jaar;2017;79.17511;82.33634;0.00389;0.00359
12;0 jaar;2018;79.29688;82.39654;0.00383;0.00354
13;0 jaar;2019;79.4078;82.45668;0.00377;0.0035
14;0 jaar;2020;79.50988;82.51681;0.00371;0.00346
15;0 jaar;2021;79.60406;82.57689;0.00366;0.00342
16;0 jaar;2022;79.69125;82.6369;0.0036;0.00337
17;0 jaar;2023;79.77232;82.69681;0.00355;0.00333
18;0 jaar;2024;79.84812;82.75659;0.0035;0.00329
19;0 jaar;2025;79.91946;82.8162;0.00345;0.00325
20;0 jaar;2026;79.98718;82.87561;0.00339;0.00322
21;0 jaar;2027;80.05207;82.9348;0.00334;0.00318
22;0 jaar;2028;80.11493;82.99372;0.00329;0.00314
23;0 jaar;2029;80.17658;83.05234;0.00325;0.0031
24;0 jaar;2030;80.23779;83.11062;0.0032;0.00307
25;0 jaar;2031;80.29936;83.16853;0.00315;0.00303
26;0 jaar;2032;80.36207;83.22601;0.0031;0.00299
27;0 jaar;2033;80.42668;83.28304;0.00306;0.00296
28;0 jaar;2034;80.49396;83.33956;0.00301;0.00292
29;0 jaar;2035;80.56217;83.39555;0.00297;0.00289
30;0 jaar;2036;80.62913;83.45105;0.00292;0.00285
31;0 jaar;2037;80.69493;83.50605;0.00288;0.00282
32;0 jaar;2038;80.75965;83.56058;0.00283;0.00278
33;0 jaar;2039;80.82339;83.61465;0.00279;0.00275
34;0 jaar;2040;80.88624;83.66826;0.00275;0.00272
35;0 jaar;2041;80.94829;83.72145;0.00271;0.00268
36;0 jaar;2042;81.00965;83.77423;0.00267;0.00265
37;0 jaar;2043;81.07041;83.82663;0.00263;0.00262
38;0 jaar;2044;81.13069;83.87868;0.00259;0.00259
39;0 jaar;2045;81.19059;83.93041;0.00255;0.00255
40;0 jaar;2046;81.25023;83.98187;0.00251;0.00252
41;0 jaar;2047;81.30972;84.03308;0.00247;0.00249
42;0 jaar;2048;81.36918;84.08411;0.00243;0.00246
43;0 jaar;2049;81.42873;84.13499;0.0024;0.00243
44;0 jaar;2050;81.48851;84.18579;0.00236;0.0024
45;0,5 jaar;2006;77.48371;81.52927;0.00063;0.00056
46;0,5 jaar;2007;77.65511;81.58766;0.00061;0.00054
47;0,5 jaar;2008;77.79877;81.641;0.00059;0.00052
48;0,5 jaar;2009;77.94322;81.69411;0.00057;0.00049
49;0,5 jaar;2010;78.08692;81.74223;0.00055;0.00047
50;0,5 jaar;2011;78.22838;81.79017;0.00053;0.00045
51;0,5 jaar;2012;78.36618;81.84744;0.00051;0.00044
52;0,5 jaar;2013;78.49894;81.90456;0.00049;0.00042
53;0,5 jaar;2014;78.62536;81.96155;0.00047;0.0004
54;0,5 jaar;2015;78.74415;82.01843;0.00045;0.00038
55;0,5 jaar;2016;78.85408;82.07522;0.00044;0.00037
56;0,5 jaar;2017;78.98307;82.13197;0.00042;0.00036
57;0,5 jaar;2018;79.10065;82.18868;0.00041;0.00034
58;0,5 jaar;2019;79.20742;82.24542;0.00039;0.00033
59;0,5 jaar;2020;79.30538;82.30222;0.00038;0.00032
60;0,5 jaar;2021;79.39548;82.35903;0.00037;0.00031
61;0,5 jaar;2022;79.47862;82.41584;0.00036;0.0003
62;0,5 jaar;2023;79.55568;82.47259;0.00035;0.0003
63;0,5 jaar;2024;79.62751;82.52927;0.00034;0.00029
64;0,5 jaar;2025;79.69493;82.58582;0.00033;0.00028
65;0,5 jaar;2026;79.75877;82.64223;0.00032;0.00028
66;0,5 jaar;2027;79.81983;82.69844;0.00031;0.00027
67;0,5 jaar;2028;79.87891;82.75441;0.0003;0.00026
68;0,5 jaar;2029;79.93681;82.81012;0.00029;0.00026
69;0,5 jaar;2030;79.99433;82.86552;0.00029;0.00025
70;0,5 jaar;2031;80.05226;82.92056;0.00028;0.00025
71;0,5 jaar;2032;80.11138;82.97521;0.00027;0.00024
72;0,5 jaar;2033;80.17245;83.02941;0.00026;0.00024
73;0,5 jaar;2034;80.23624;83.08312;0.00026;0.00023
74;0,5 jaar;2035;80.30101;83.13632;0.00025;0.00022
75;0,5 jaar;2036;80.36457;83.18905;0.00024;0.00022
76;0,5 jaar;2037;80.42702;83.24132;0.00023;0.00021
77;0,5 jaar;2038;80.48843;83.29314;0.00023;0.00021
78;0,5 jaar;2039;80.54891;83.34452;0.00022;0.0002
79;0,5 jaar;2040;80.60853;83.39548;0.00021;0.00019
80;0,5 jaar;2041;80.6674;83.44604;0.00021;0.00019
81;0,5 jaar;2042;80.72562;83.49621;0.0002;0.00018
82;0,5 jaar;2043;80.78328;83.54603;0.00019;0.00018
83;0,5 jaar;2044;80.84048;83.59552;0.00019;0.00017
84;0,5 jaar;2045;80.89735;83.64472;0.00018;0.00017
85;0,5 jaar;2046;80.95398;83.69366;0.00018;0.00016
86;0,5 jaar;2047;81.0105;83.7424;0.00017;0.00016
87;0,5 jaar;2048;81.06702;83.79096;0.00017;0.00015
88;0,5 jaar;2049;81.12367;83.83941;0.00016;0.00015
89;0,5 jaar;2050;81.18056;83.88779;0.00016;0.00014
90;1,5 jaar;2006;76.53257;80.57459;0.00037;0.00032
91;1,5 jaar;2007;76.70221;80.63122;0.00036;0.00031
92;1,5 jaar;2008;76.84426;80.68284;0.00035;0.0003
93;1,5 jaar;2009;76.98712;80.73426;0.00034;0.00029
94;1,5 jaar;2010;77.12928;80.78077;0.00033;0.00028
95;1,5 jaar;2011;77.26923;80.82714;0.00032;0.00027
96;1,5 jaar;2012;77.40558;80.88288;0.00031;0.00026
97;1,5 jaar;2013;77.53695;80.93854;0.0003;0.00025
98;1,5 jaar;2014;77.66203;80.99415;0.00029;0.00024
99;1,5 jaar;2015;77.77956;81.04973;0.00028;0.00024
100;1,5 jaar;2016;77.88828;81.10533;0.00027;0.00023
101;1,5 jaar;2017;78.01606;81.16096;0.00026;0.00022
102;1,5 jaar;2018;78.13253;81.21667;0.00026;0.00022
103;1,5 jaar;2019;78.23826;81.27251;0.00025;0.00021
104;1,5 jaar;2020;78.33525;81.32849;0.00024;0.00021
105;1,5 jaar;2021;78.42445;81.38456;0.00024;0.0002
106;1,5 jaar;2022;78.50675;81.44069;0.00023;0.0002
107;1,5 jaar;2023;78.58301;81.49682;0.00023;0.00019
108;1,5 jaar;2024;78.65409;81.55292;0.00022;0.00019
109;1,5 jaar;2025;78.72081;81.60895;0.00021;0.00018
110;1,5 jaar;2026;78.78396;81.66484;0.00021;0.00018
111;1,5 jaar;2027;78.84437;81.72058;0.0002;0.00018
112;1,5 jaar;2028;78.90282;81.77609;0.0002;0.00017
113;1,5 jaar;2029;78.96012;81.83135;0.0002;0.00017
114;1,5 jaar;2030;79.01704;81.88631;0.00019;0.00017
115;1,5 jaar;2031;79.07438;81.9409;0.00019;0.00016
116;1,5 jaar;2032;79.13292;81.9951;0.00018;0.00016
117;1,5 jaar;2033;79.19341;82.04884;0.00018;0.00016
118;1,5 jaar;2034;79.25662;82.10206;0.00017;0.00015
119;1,5 jaar;2035;79.32081;82.15478;0.00017;0.00015
120;1,5 jaar;2036;79.3838;82.20702;0.00017;0.00015
121;1,5 jaar;2037;79.4457;82.25881;0.00016;0.00014
122;1,5 jaar;2038;79.50657;82.31016;0.00016;0.00014
123;1,5 jaar;2039;79.56652;82.36108;0.00015;0.00014
124;1,5 jaar;2040;79.62563;82.41158;0.00015;0.00014
125;1,5 jaar;2041;79.684;82.46168;0.00015;0.00013
126;1,5 jaar;2042;79.74173;82.51141;0.00014;0.00013
127;1,5 jaar;2043;79.79891;82.5608;0.00014;0.00013
128;1,5 jaar;2044;79.85565;82.60987;0.00014;0.00012
129;1,5 jaar;2045;79.91207;82.65866;0.00013;0.00012
130;1,5 jaar;2046;79.96827;82.7072;0.00013;0.00012
131;1,5 jaar;2047;80.02436;82.75555;0.00013;0.00012
132;1,5 jaar;2048;80.08048;82.80374;0.00012;0.00011
133;1,5 jaar;2049;80.13673;82.85183;0.00012;0.00011
134;1,5 jaar;2050;80.19324;82.89987;0.00012;0.00011
135;2,5 jaar;2006;75.56064;79.60032;0.00028;0.00025
136;2,5 jaar;2007;75.72944;79.6561;0.00027;0.00024
137;2,5 jaar;2008;75.87073;79.70691;0.00026;0.00023
138;2,5 jaar;2009;76.01285;79.75753;0.00025;0.00022
139;2,5 jaar;2010;76.15428;79.80327;0.00025;0.00022
140;2,5 jaar;2011;76.29353;79.84891;0.00024;0.00021
141;2,5 jaar;2012;76.42919;79.90392;0.00024;0.0002
142;2,5 jaar;2013;76.5599;79.95889;0.00023;0.0002
143;2,5 jaar;2014;76.68435;80.01383;0.00022;0.00019
144;2,5 jaar;2015;76.80127;80.0688;0.00022;0.00019
145;2,5 jaar;2016;76.90943;80.12381;0.00021;0.00018
146;2,5 jaar;2017;77.03661;80.17891;0.00021;0.00018
147;2,5 jaar;2018;77.15251;80.23413;0.0002;0.00017
148;2,5 jaar;2019;77.25771;80.28952;0.0002;0.00017
149;2,5 jaar;2020;77.3542;80.34508;0.00019;0.00017
150;2,5 jaar;2021;77.44293;80.40076;0.00019;0.00016
151;2,5 jaar;2022;77.52478;80.45653;0.00018;0.00016
152;2,5 jaar;2023;77.60062;80.51233;0.00018;0.00016
153;2,5 jaar;2024;77.67129;80.56812;0.00018;0.00015
154;2,5 jaar;2025;77.73761;80.62385;0.00017;0.00015
155;2,5 jaar;2026;77.80039;80.67946;0.00017;0.00015
156;2,5 jaar;2027;77.86043;80.73492;0.00016;0.00014
157;2,5 jaar;2028;77.91853;80.79018;0.00016;0.00014
158;2,5 jaar;2029;77.97549;80.84518;0.00016;0.00014
159;2,5 jaar;2030;78.03207;80.89988;0.00015;0.00014
160;2,5 jaar;2031;78.08908;80.95423;0.00015;0.00013
161;2,5 jaar;2032;78.14729;81.00818;0.00015;0.00013
162;2,5 jaar;2033;78.20747;81.06166;0.00014;0.00013
163;2,5 jaar;2034;78.27035;81.11463;0.00014;0.00013
164;2,5 jaar;2035;78.33422;81.16709;0.00014;0.00012
165;2,5 jaar;2036;78.39691;81.21908;0.00014;0.00012
166;2,5 jaar;2037;78.4585;81.27062;0.00013;0.00012
167;2,5 jaar;2038;78.51909;81.32172;0.00013;0.00012
168;2,5 jaar;2039;78.57875;81.3724;0.00013;0.00012
169;2,5 jaar;2040;78.63758;81.42266;0.00012;0.00011
170;2,5 jaar;2041;78.69567;81.47253;0.00012;0.00011
171;2,5 jaar;2042;78.75313;81.52204;0.00012;0.00011
172;2,5 jaar;2043;78.81006;81.5712;0.00012;0.00011
173;2,5 jaar;2044;78.86655;81.62006;0.00011;0.0001
174;2,5 jaar;2045;78.92272;81.66863;0.00011;0.0001
175;2,5 jaar;2046;78.97867;81.71697;0.00011;0.0001
176;2,5 jaar;2047;79.03454;81.76512;0.00011;0.0001
177;2,5 jaar;2048;79.09042;81.81312;0.0001;0.0001
178;2,5 jaar;2049;79.14645;81.86102;0.0001;0.0001
179;2,5 jaar;2050;79.20274;81.90887;0.0001;9e-05
180;3,5 jaar;2006;74.5814;78.61972;0.00017;0.00014
181;3,5 jaar;2007;74.74965;78.67494;0.00017;0.00014
182;3,5 jaar;2008;74.89045;78.7252;0.00016;0.00013
183;3,5 jaar;2009;75.0321;78.77529;0.00016;0.00013
184;3,5 jaar;2010;75.17306;78.82052;0.00016;0.00013
185;3,5 jaar;2011;75.31185;78.86566;0.00015;0.00012
186;3,5 jaar;2012;75.44707;78.92019;0.00015;0.00012
187;3,5 jaar;2013;75.57736;78.97469;0.00015;0.00012
188;3,5 jaar;2014;75.7014;79.02919;0.00014;0.00011
189;3,5 jaar;2015;75.81792;79.08373;0.00014;0.00011
190;3,5 jaar;2016;75.9257;79.13836;0.00014;0.00011
191;3,5 jaar;2017;76.05247;79.19309;0.00013;0.00011
192;3,5 jaar;2018;76.16799;79.24796;0.00013;0.0001
193;3,5 jaar;2019;76.27283;79.30303;0.00013;0.0001
194;3,5 jaar;2020;76.36897;79.35829;0.00012;0.0001
195;3,5 jaar;2021;76.45736;79.4137;0.00012;0.0001
196;3,5 jaar;2022;76.5389;79.46921;0.00012;0.0001
197;3,5 jaar;2023;76.61443;79.52477;0.00012;9e-05
198;3,5 jaar;2024;76.68481;79.58032;0.00011;9e-05
199;3,5 jaar;2025;76.75084;79.63582;0.00011;9e-05
200;3,5 jaar;2026;76.81335;79.69123;0.00011;9e-05
201;3,5 jaar;2027;76.87313;79.74648;0.00011;9e-05
202;3,5 jaar;2028;76.93097;79.80154;0.0001;9e-05
203;3,5 jaar;2029;76.98767;79.85635;0.0001;8e-05
204;3,5 jaar;2030;77.04401;79.91086;0.0001;8e-05
205;3,5 jaar;2031;77.10078;79.96502;0.0001;8e-05
206;3,5 jaar;2032;77.15875;80.01878;0.0001;8e-05
207;3,5 jaar;2033;77.21869;80.07208;9e-05;8e-05
208;3,5 jaar;2034;77.28134;80.12486;9e-05;8e-05
209;3,5 jaar;2035;77.34499;80.17712;9e-05;8e-05
210;3,5 jaar;2036;77.40745;80.22893;9e-05;7e-05
211;3,5 jaar;2037;77.46883;80.2803;9e-05;7e-05
