ID;ProvincialeHeffingen;RegioS;Perioden;ProvincialeHeffingenInMlnEuro_1
3141;Heffing nazorg stortplaatsen;Limburg (PV);2005;1.1
3142;Heffing nazorg stortplaatsen;Limburg (PV);2006;0.7
3143;Heffing nazorg stortplaatsen;Limburg (PV);2007;0.7
3144;Heffing nazorg stortplaatsen;Limburg (PV);2008;0.8
3145;Heffing nazorg stortplaatsen;Limburg (PV);2009;0.0
3146;Heffing nazorg stortplaatsen;Limburg (PV);2010;0.7
3147;Heffing nazorg stortplaatsen;Limburg (PV);2011;0.7
3148;Heffing nazorg stortplaatsen;Limburg (PV);2012;0.7
3149;Heffing nazorg stortplaatsen;Limburg (PV);2013;0.7
3150;Heffing nazorg stortplaatsen;Limburg (PV);2014;0.0
3151;Heffing nazorg stortplaatsen;Limburg (PV);2015;0.0
3152;Heffing nazorg stortplaatsen;Limburg (PV);2016;0.0
3153;Heffing nazorg stortplaatsen;Limburg (PV);2017;0.0
3154;Heffing nazorg stortplaatsen;Limburg (PV);2018;0.0
3155;Heffing nazorg stortplaatsen;Limburg (PV);2019;0.0
3156;Heffing nazorg stortplaatsen;Limburg (PV);2020;0.0
3157;Heffing nazorg stortplaatsen;Limburg (PV);2021;0.0
3158;Heffing nazorg stortplaatsen;Limburg (PV);2022;0.0
3159;Heffing nazorg stortplaatsen;Limburg (PV);2023;0.0
3160;Heffing nazorg stortplaatsen;Limburg (PV);2024;0.0
3161;Heffing nazorg stortplaatsen;Limburg (PV);2025;0.0
3162;Leges milieubeheer;Nederland;1995;
3163;Leges milieubeheer;Nederland;1996;
3164;Leges milieubeheer;Nederland;1997;
3165;Leges milieubeheer;Nederland;1998;
3166;Leges milieubeheer;Nederland;1999;
3167;Leges milieubeheer;Nederland;2000;2.6
3168;Leges milieubeheer;Nederland;2001;2.8
3169;Leges milieubeheer;Nederland;2002;2.8
3170;Leges milieubeheer;Nederland;2003;3.5
3171;Leges milieubeheer;Nederland;2004;3.1
3172;Leges milieubeheer;Nederland;2005;3.5
3173;Leges milieubeheer;Nederland;2006;3.1
3174;Leges milieubeheer;Nederland;2007;3.4
3175;Leges milieubeheer;Nederland;2008;3.8
3176;Leges milieubeheer;Nederland;2009;3.2
3177;Leges milieubeheer;Nederland;2010;2.8
3178;Leges milieubeheer;Nederland;2011;9.2
3179;Leges milieubeheer;Nederland;2012;9.1
3180;Leges milieubeheer;Nederland;2013;9.5
3181;Leges milieubeheer;Nederland;2014;10.5
3182;Leges milieubeheer;Nederland;2015;12.6
3183;Leges milieubeheer;Nederland;2016;8.2
3184;Leges milieubeheer;Nederland;2017;9.0
3185;Leges milieubeheer;Nederland;2018;8.3
3186;Leges milieubeheer;Nederland;2019;8.6
3187;Leges milieubeheer;Nederland;2020;10.1
3188;Leges milieubeheer;Nederland;2021;9.2
3189;Leges milieubeheer;Nederland;2022;8.7
3190;Leges milieubeheer;Nederland;2023;13.7
3191;Leges milieubeheer;Nederland;2024;17.7
3192;Leges milieubeheer;Nederland;2025;19.5
3193;Leges milieubeheer;Noord-Nederland (LD);1995;
3194;Leges milieubeheer;Noord-Nederland (LD);1996;
3195;Leges milieubeheer;Noord-Nederland (LD);1997;
3196;Leges milieubeheer;Noord-Nederland (LD);1998;
3197;Leges milieubeheer;Noord-Nederland (LD);1999;
3198;Leges milieubeheer;Noord-Nederland (LD);2000;0.1
3199;Leges milieubeheer;Noord-Nederland (LD);2001;0.3
3200;Leges milieubeheer;Noord-Nederland (LD);2002;0.3
3201;Leges milieubeheer;Noord-Nederland (LD);2003;0.3
3202;Leges milieubeheer;Noord-Nederland (LD);2004;0.4
3203;Leges milieubeheer;Noord-Nederland (LD);2005;0.8
3204;Leges milieubeheer;Noord-Nederland (LD);2006;0.4
3205;Leges milieubeheer;Noord-Nederland (LD);2007;0.3
3206;Leges milieubeheer;Noord-Nederland (LD);2008;0.3
3207;Leges milieubeheer;Noord-Nederland (LD);2009;0.2
3208;Leges milieubeheer;Noord-Nederland (LD);2010;0.3
3209;Leges milieubeheer;Noord-Nederland (LD);2011;0.4
3210;Leges milieubeheer;Noord-Nederland (LD);2012;0.8
3211;Leges milieubeheer;Noord-Nederland (LD);2013;0.8
3212;Leges milieubeheer;Noord-Nederland (LD);2014;0.6
3213;Leges milieubeheer;Noord-Nederland (LD);2015;1.1
3214;Leges milieubeheer;Noord-Nederland (LD);2016;0.9
3215;Leges milieubeheer;Noord-Nederland (LD);2017;1.1
3216;Leges milieubeheer;Noord-Nederland (LD);2018;1.2
3217;Leges milieubeheer;Noord-Nederland (LD);2019;1.3
3218;Leges milieubeheer;Noord-Nederland (LD);2020;1.3
3219;Leges milieubeheer;Noord-Nederland (LD);2021;1.0
3220;Leges milieubeheer;Noord-Nederland (LD);2022;1.0
3221;Leges milieubeheer;Noord-Nederland (LD);2023;1.4
3222;Leges milieubeheer;Noord-Nederland (LD);2024;1.4
3223;Leges milieubeheer;Noord-Nederland (LD);2025;1.6
3224;Leges milieubeheer;Oost-Nederland (LD);1995;
3225;Leges milieubeheer;Oost-Nederland (LD);1996;
3226;Leges milieubeheer;Oost-Nederland (LD);1997;
3227;Leges milieubeheer;Oost-Nederland (LD);1998;
3228;Leges milieubeheer;Oost-Nederland (LD);1999;
3229;Leges milieubeheer;Oost-Nederland (LD);2000;0.7
3230;Leges milieubeheer;Oost-Nederland (LD);2001;0.7
3231;Leges milieubeheer;Oost-Nederland (LD);2002;0.8
3232;Leges milieubeheer;Oost-Nederland (LD);2003;1.0
3233;Leges milieubeheer;Oost-Nederland (LD);2004;0.9
3234;Leges milieubeheer;Oost-Nederland (LD);2005;1.0
3235;Leges milieubeheer;Oost-Nederland (LD);2006;1.0
3236;Leges milieubeheer;Oost-Nederland (LD);2007;1.0
3237;Leges milieubeheer;Oost-Nederland (LD);2008;1.1
3238;Leges milieubeheer;Oost-Nederland (LD);2009;1.1
3239;Leges milieubeheer;Oost-Nederland (LD);2010;1.1
3240;Leges milieubeheer;Oost-Nederland (LD);2011;1.0
3241;Leges milieubeheer;Oost-Nederland (LD);2012;0.7
3242;Leges milieubeheer;Oost-Nederland (LD);2013;0.7
3243;Leges milieubeheer;Oost-Nederland (LD);2014;0.6
3244;Leges milieubeheer;Oost-Nederland (LD);2015;1.2
3245;Leges milieubeheer;Oost-Nederland (LD);2016;0.6
3246;Leges milieubeheer;Oost-Nederland (LD);2017;0.5
3247;Leges milieubeheer;Oost-Nederland (LD);2018;0.5
3248;Leges milieubeheer;Oost-Nederland (LD);2019;0.6
3249;Leges milieubeheer;Oost-Nederland (LD);2020;0.8
3250;Leges milieubeheer;Oost-Nederland (LD);2021;0.7
3251;Leges milieubeheer;Oost-Nederland (LD);2022;0.8
3252;Leges milieubeheer;Oost-Nederland (LD);2023;1.7
3253;Leges milieubeheer;Oost-Nederland (LD);2024;2.0
3254;Leges milieubeheer;Oost-Nederland (LD);2025;2.3
3255;Leges milieubeheer;West-Nederland (LD);1995;
3256;Leges milieubeheer;West-Nederland (LD);1996;
3257;Leges milieubeheer;West-Nederland (LD);1997;
3258;Leges milieubeheer;West-Nederland (LD);1998;
3259;Leges milieubeheer;West-Nederland (LD);1999;
3260;Leges milieubeheer;West-Nederland (LD);2000;0.5
3261;Leges milieubeheer;West-Nederland (LD);2001;0.6
3262;Leges milieubeheer;West-Nederland (LD);2002;0.4
3263;Leges milieubeheer;West-Nederland (LD);2003;0.4
3264;Leges milieubeheer;West-Nederland (LD);2004;0.9
3265;Leges milieubeheer;West-Nederland (LD);2005;0.8
3266;Leges milieubeheer;West-Nederland (LD);2006;0.6
3267;Leges milieubeheer;West-Nederland (LD);2007;0.9
3268;Leges milieubeheer;West-Nederland (LD);2008;1.3
3269;Leges milieubeheer;West-Nederland (LD);2009;1.1
3270;Leges milieubeheer;West-Nederland (LD);2010;0.8
3271;Leges milieubeheer;West-Nederland (LD);2011;5.6
3272;Leges milieubeheer;West-Nederland (LD);2012;4.8
3273;Leges milieubeheer;West-Nederland (LD);2013;5.2
3274;Leges milieubeheer;West-Nederland (LD);2014;4.3
3275;Leges milieubeheer;West-Nederland (LD);2015;4.6
3276;Leges milieubeheer;West-Nederland (LD);2016;3.0
3277;Leges milieubeheer;West-Nederland (LD);2017;4.7
3278;Leges milieubeheer;West-Nederland (LD);2018;4.5
3279;Leges milieubeheer;West-Nederland (LD);2019;4.6
3280;Leges milieubeheer;West-Nederland (LD);2020;5.5
3281;Leges milieubeheer;West-Nederland (LD);2021;5.5
3282;Leges milieubeheer;West-Nederland (LD);2022;5.0
3283;Leges milieubeheer;West-Nederland (LD);2023;5.6
3284;Leges milieubeheer;West-Nederland (LD);2024;9.8
3285;Leges milieubeheer;West-Nederland (LD);2025;10.7
3286;Leges milieubeheer;Zuid-Nederland (LD);1995;
3287;Leges milieubeheer;Zuid-Nederland (LD);1996;
3288;Leges milieubeheer;Zuid-Nederland (LD);1997;
3289;Leges milieubeheer;Zuid-Nederland (LD);1998;
3290;Leges milieubeheer;Zuid-Nederland (LD);1999;
3291;Leges milieubeheer;Zuid-Nederland (LD);2000;1.2
3292;Leges milieubeheer;Zuid-Nederland (LD);2001;1.2
3293;Leges milieubeheer;Zuid-Nederland (LD);2002;1.3
3294;Leges milieubeheer;Zuid-Nederland (LD);2003;1.8
3295;Leges milieubeheer;Zuid-Nederland (LD);2004;0.9
3296;Leges milieubeheer;Zuid-Nederland (LD);2005;0.9
3297;Leges milieubeheer;Zuid-Nederland (LD);2006;1.1
3298;Leges milieubeheer;Zuid-Nederland (LD);2007;1.2
3299;Leges milieubeheer;Zuid-Nederland (LD);2008;1.1
3300;Leges milieubeheer;Zuid-Nederland (LD);2009;0.7
3301;Leges milieubeheer;Zuid-Nederland (LD);2010;0.6
3302;Leges milieubeheer;Zuid-Nederland (LD);2011;2.2
3303;Leges milieubeheer;Zuid-Nederland (LD);2012;2.8
3304;Leges milieubeheer;Zuid-Nederland (LD);2013;2.8
3305;Leges milieubeheer;Zuid-Nederland (LD);2014;5.0
3306;Leges milieubeheer;Zuid-Nederland (LD);2015;5.7
3307;Leges milieubeheer;Zuid-Nederland (LD);2016;3.7
3308;Leges milieubeheer;Zuid-Nederland (LD);2017;2.7
3309;Leges milieubeheer;Zuid-Nederland (LD);2018;2.0
3310;Leges milieubeheer;Zuid-Nederland (LD);2019;2.2
3311;Leges milieubeheer;Zuid-Nederland (LD);2020;2.5
3312;Leges milieubeheer;Zuid-Nederland (LD);2021;2.0
3313;Leges milieubeheer;Zuid-Nederland (LD);2022;1.9
3314;Leges milieubeheer;Zuid-Nederland (LD);2023;5.0
3315;Leges milieubeheer;Zuid-Nederland (LD);2024;4.5
3316;Leges milieubeheer;Zuid-Nederland (LD);2025;4.8
3317;Leges milieubeheer;Groningen (PV);1995;
3318;Leges milieubeheer;Groningen (PV);1996;
3319;Leges milieubeheer;Groningen (PV);1997;
3320;Leges milieubeheer;Groningen (PV);1998;
3321;Leges milieubeheer;Groningen (PV);1999;
3322;Leges milieubeheer;Groningen (PV);2000;0.1
3323;Leges milieubeheer;Groningen (PV);2001;0.1
3324;Leges milieubeheer;Groningen (PV);2002;0.1
3325;Leges milieubeheer;Groningen (PV);2003;0.1
3326;Leges milieubeheer;Groningen (PV);2004;0.2
3327;Leges milieubeheer;Groningen (PV);2005;0.2
3328;Leges milieubeheer;Groningen (PV);2006;0.2
3329;Leges milieubeheer;Groningen (PV);2007;0.2
3330;Leges milieubeheer;Groningen (PV);2008;0.2
3331;Leges milieubeheer;Groningen (PV);2009;0.1
3332;Leges milieubeheer;Groningen (PV);2010;0.1
3333;Leges milieubeheer;Groningen (PV);2011;0.1
3334;Leges milieubeheer;Groningen (PV);2012;0.1
3335;Leges milieubeheer;Groningen (PV);2013;0.1
3336;Leges milieubeheer;Groningen (PV);2014;0.1
3337;Leges milieubeheer;Groningen (PV);2015;0.6
3338;Leges milieubeheer;Groningen (PV);2016;0.6
3339;Leges milieubeheer;Groningen (PV);2017;0.6
3340;Leges milieubeheer;Groningen (PV);2018;0.7
3341;Leges milieubeheer;Groningen (PV);2019;0.8
3342;Leges milieubeheer;Groningen (PV);2020;0.8
3343;Leges milieubeheer;Groningen (PV);2021;0.6
3344;Leges milieubeheer;Groningen (PV);2022;0.6
3345;Leges milieubeheer;Groningen (PV);2023;0.9
3346;Leges milieubeheer;Groningen (PV);2024;1.0
3347;Leges milieubeheer;Groningen (PV);2025;1.0
3348;Leges milieubeheer;Fryslân (PV);1995;
3349;Leges milieubeheer;Fryslân (PV);1996;
3350;Leges milieubeheer;Fryslân (PV);1997;
3351;Leges milieubeheer;Fryslân (PV);1998;
3352;Leges milieubeheer;Fryslân (PV);1999;
3353;Leges milieubeheer;Fryslân (PV);2000;0.0
3354;Leges milieubeheer;Fryslân (PV);2001;0.1
3355;Leges milieubeheer;Fryslân (PV);2002;0.1
3356;Leges milieubeheer;Fryslân (PV);2003;0.1
3357;Leges milieubeheer;Fryslân (PV);2004;0.1
3358;Leges milieubeheer;Fryslân (PV);2005;0.1
3359;Leges milieubeheer;Fryslân (PV);2006;0.1
3360;Leges milieubeheer;Fryslân (PV);2007;0.1
3361;Leges milieubeheer;Fryslân (PV);2008;0.1
3362;Leges milieubeheer;Fryslân (PV);2009;0.1
3363;Leges milieubeheer;Fryslân (PV);2010;0.1
3364;Leges milieubeheer;Fryslân (PV);2011;0.1
3365;Leges milieubeheer;Fryslân (PV);2012;0.5
3366;Leges milieubeheer;Fryslân (PV);2013;0.5
3367;Leges milieubeheer;Fryslân (PV);2014;0.3
3368;Leges milieubeheer;Fryslân (PV);2015;0.3
3369;Leges milieubeheer;Fryslân (PV);2016;0.3
3370;Leges milieubeheer;Fryslân (PV);2017;0.3
3371;Leges milieubeheer;Fryslân (PV);2018;0.3
3372;Leges milieubeheer;Fryslân (PV);2019;0.3
3373;Leges milieubeheer;Fryslân (PV);2020;0.3
3374;Leges milieubeheer;Fryslân (PV);2021;0.2
3375;Leges milieubeheer;Fryslân (PV);2022;0.2
3376;Leges milieubeheer;Fryslân (PV);2023;0.2
3377;Leges milieubeheer;Fryslân (PV);2024;0.2
3378;Leges milieubeheer;Fryslân (PV);2025;0.4
3379;Leges milieubeheer;Drenthe (PV);1995;
3380;Leges milieubeheer;Drenthe (PV);1996;
3381;Leges milieubeheer;Drenthe (PV);1997;
3382;Leges milieubeheer;Drenthe (PV);1998;
3383;Leges milieubeheer;Drenthe (PV);1999;
3384;Leges milieubeheer;Drenthe (PV);2000;0.0
3385;Leges milieubeheer;Drenthe (PV);2001;0.1
3386;Leges milieubeheer;Drenthe (PV);2002;0.1
3387;Leges milieubeheer;Drenthe (PV);2003;0.1
3388;Leges milieubeheer;Drenthe (PV);2004;0.1
3389;Leges milieubeheer;Drenthe (PV);2005;0.5
3390;Leges milieubeheer;Drenthe (PV);2006;0.1
3391;Leges milieubeheer;Drenthe (PV);2007;0.0
3392;Leges milieubeheer;Drenthe (PV);2008;0.0
3393;Leges milieubeheer;Drenthe (PV);2009;0.0
3394;Leges milieubeheer;Drenthe (PV);2010;0.1
3395;Leges milieubeheer;Drenthe (PV);2011;0.2
3396;Leges milieubeheer;Drenthe (PV);2012;0.2
3397;Leges milieubeheer;Drenthe (PV);2013;0.2
3398;Leges milieubeheer;Drenthe (PV);2014;0.2
3399;Leges milieubeheer;Drenthe (PV);2015;0.2
3400;Leges milieubeheer;Drenthe (PV);2016;0.1
3401;Leges milieubeheer;Drenthe (PV);2017;0.3
3402;Leges milieubeheer;Drenthe (PV);2018;0.3
3403;Leges milieubeheer;Drenthe (PV);2019;0.3
3404;Leges milieubeheer;Drenthe (PV);2020;0.3
3405;Leges milieubeheer;Drenthe (PV);2021;0.3
3406;Leges milieubeheer;Drenthe (PV);2022;0.3
3407;Leges milieubeheer;Drenthe (PV);2023;0.3
3408;Leges milieubeheer;Drenthe (PV);2024;0.3
3409;Leges milieubeheer;Drenthe (PV);2025;0.3
3410;Leges milieubeheer;Overijssel (PV);1995;
3411;Leges milieubeheer;Overijssel (PV);1996;
3412;Leges milieubeheer;Overijssel (PV);1997;
3413;Leges milieubeheer;Overijssel (PV);1998;
3414;Leges milieubeheer;Overijssel (PV);1999;
3415;Leges milieubeheer;Overijssel (PV);2000;0.2
3416;Leges milieubeheer;Overijssel (PV);2001;0.2
3417;Leges milieubeheer;Overijssel (PV);2002;0.2
3418;Leges milieubeheer;Overijssel (PV);2003;0.2
3419;Leges milieubeheer;Overijssel (PV);2004;0.2
3420;Leges milieubeheer;Overijssel (PV);2005;0.2
3421;Leges milieubeheer;Overijssel (PV);2006;0.2
3422;Leges milieubeheer;Overijssel (PV);2007;0.2
3423;Leges milieubeheer;Overijssel (PV);2008;0.2
3424;Leges milieubeheer;Overijssel (PV);2009;0.2
3425;Leges milieubeheer;Overijssel (PV);2010;0.2
3426;Leges milieubeheer;Overijssel (PV);2011;0.1
3427;Leges milieubeheer;Overijssel (PV);2012;0.1
3428;Leges milieubeheer;Overijssel (PV);2013;0.2
3429;Leges milieubeheer;Overijssel (PV);2014;0.2
3430;Leges milieubeheer;Overijssel (PV);2015;0.1
3431;Leges milieubeheer;Overijssel (PV);2016;0.2
3432;Leges milieubeheer;Overijssel (PV);2017;0.2
3433;Leges milieubeheer;Overijssel (PV);2018;0.2
3434;Leges milieubeheer;Overijssel (PV);2019;0.2
3435;Leges milieubeheer;Overijssel (PV);2020;0.2
3436;Leges milieubeheer;Overijssel (PV);2021;0.2
3437;Leges milieubeheer;Overijssel (PV);2022;0.2
3438;Leges milieubeheer;Overijssel (PV);2023;0.2
3439;Leges milieubeheer;Overijssel (PV);2024;0.5
3440;Leges milieubeheer;Overijssel (PV);2025;0.8
3441;Leges milieubeheer;Flevoland (PV);1995;
3442;Leges milieubeheer;Flevoland (PV);1996;
3443;Leges milieubeheer;Flevoland (PV);1997;
3444;Leges milieubeheer;Flevoland (PV);1998;
3445;Leges milieubeheer;Flevoland (PV);1999;
3446;Leges milieubeheer;Flevoland (PV);2000;0.0
3447;Leges milieubeheer;Flevoland (PV);2001;0.0
3448;Leges milieubeheer;Flevoland (PV);2002;0.0
3449;Leges milieubeheer;Flevoland (PV);2003;0.0
3450;Leges milieubeheer;Flevoland (PV);2004;0.0
3451;Leges milieubeheer;Flevoland (PV);2005;0.1
3452;Leges milieubeheer;Flevoland (PV);2006;0.1
3453;Leges milieubeheer;Flevoland (PV);2007;0.1
3454;Leges milieubeheer;Flevoland (PV);2008;0.1
3455;Leges milieubeheer;Flevoland (PV);2009;0.2
3456;Leges milieubeheer;Flevoland (PV);2010;0.2
3457;Leges milieubeheer;Flevoland (PV);2011;0.2
3458;Leges milieubeheer;Flevoland (PV);2012;0.1
3459;Leges milieubeheer;Flevoland (PV);2013;0.0
3460;Leges milieubeheer;Flevoland (PV);2014;0.0
3461;Leges milieubeheer;Flevoland (PV);2015;0.0
3462;Leges milieubeheer;Flevoland (PV);2016;0.0
3463;Leges milieubeheer;Flevoland (PV);2017;0.0
3464;Leges milieubeheer;Flevoland (PV);2018;0.0
3465;Leges milieubeheer;Flevoland (PV);2019;0.0
3466;Leges milieubeheer;Flevoland (PV);2020;0.0
3467;Leges milieubeheer;Flevoland (PV);2021;0.0
3468;Leges milieubeheer;Flevoland (PV);2022;0.0
3469;Leges milieubeheer;Flevoland (PV);2023;0.0
3470;Leges milieubeheer;Flevoland (PV);2024;0.0
3471;Leges milieubeheer;Flevoland (PV);2025;0.0
3472;Leges milieubeheer;Gelderland (PV);1995;
3473;Leges milieubeheer;Gelderland (PV);1996;
3474;Leges milieubeheer;Gelderland (PV);1997;
3475;Leges milieubeheer;Gelderland (PV);1998;
3476;Leges milieubeheer;Gelderland (PV);1999;
3477;Leges milieubeheer;Gelderland (PV);2000;0.5
3478;Leges milieubeheer;Gelderland (PV);2001;0.5
3479;Leges milieubeheer;Gelderland (PV);2002;0.6
3480;Leges milieubeheer;Gelderland (PV);2003;0.8
3481;Leges milieubeheer;Gelderland (PV);2004;0.7
3482;Leges milieubeheer;Gelderland (PV);2005;0.7
3483;Leges milieubeheer;Gelderland (PV);2006;0.7
3484;Leges milieubeheer;Gelderland (PV);2007;0.7
3485;Leges milieubeheer;Gelderland (PV);2008;0.8
3486;Leges milieubeheer;Gelderland (PV);2009;0.7
3487;Leges milieubeheer;Gelderland (PV);2010;0.7
3488;Leges milieubeheer;Gelderland (PV);2011;0.7
3489;Leges milieubeheer;Gelderland (PV);2012;0.5
3490;Leges milieubeheer;Gelderland (PV);2013;0.5
3491;Leges milieubeheer;Gelderland (PV);2014;0.5
3492;Leges milieubeheer;Gelderland (PV);2015;1.1
3493;Leges milieubeheer;Gelderland (PV);2016;0.4
3494;Leges milieubeheer;Gelderland (PV);2017;0.3
3495;Leges milieubeheer;Gelderland (PV);2018;0.3
3496;Leges milieubeheer;Gelderland (PV);2019;0.4
3497;Leges milieubeheer;Gelderland (PV);2020;0.6
3498;Leges milieubeheer;Gelderland (PV);2021;0.5
3499;Leges milieubeheer;Gelderland (PV);2022;0.6
3500;Leges milieubeheer;Gelderland (PV);2023;1.5
3501;Leges milieubeheer;Gelderland (PV);2024;1.4
3502;Leges milieubeheer;Gelderland (PV);2025;1.5
3503;Leges milieubeheer;Utrecht (PV);1995;
3504;Leges milieubeheer;Utrecht (PV);1996;
3505;Leges milieubeheer;Utrecht (PV);1997;
3506;Leges milieubeheer;Utrecht (PV);1998;
3507;Leges milieubeheer;Utrecht (PV);1999;
3508;Leges milieubeheer;Utrecht (PV);2000;0.3
3509;Leges milieubeheer;Utrecht (PV);2001;0.2
3510;Leges milieubeheer;Utrecht (PV);2002;0.2
3511;Leges milieubeheer;Utrecht (PV);2003;0.2
3512;Leges milieubeheer;Utrecht (PV);2004;0.4
3513;Leges milieubeheer;Utrecht (PV);2005;0.3
3514;Leges milieubeheer;Utrecht (PV);2006;0.3
3515;Leges milieubeheer;Utrecht (PV);2007;0.4
3516;Leges milieubeheer;Utrecht (PV);2008;0.4
3517;Leges milieubeheer;Utrecht (PV);2009;0.3
3518;Leges milieubeheer;Utrecht (PV);2010;0.2
3519;Leges milieubeheer;Utrecht (PV);2011;0.2
3520;Leges milieubeheer;Utrecht (PV);2012;0.3
3521;Leges milieubeheer;Utrecht (PV);2013;0.2
3522;Leges milieubeheer;Utrecht (PV);2014;0.2
3523;Leges milieubeheer;Utrecht (PV);2015;0.2
3524;Leges milieubeheer;Utrecht (PV);2016;0.2
3525;Leges milieubeheer;Utrecht (PV);2017;0.2
3526;Leges milieubeheer;Utrecht (PV);2018;0.2
3527;Leges milieubeheer;Utrecht (PV);2019;0.1
3528;Leges milieubeheer;Utrecht (PV);2020;0.1
3529;Leges milieubeheer;Utrecht (PV);2021;0.2
3530;Leges milieubeheer;Utrecht (PV);2022;0.1
3531;Leges milieubeheer;Utrecht (PV);2023;0.1
3532;Leges milieubeheer;Utrecht (PV);2024;0.1
3533;Leges milieubeheer;Utrecht (PV);2025;0.1
3534;Leges milieubeheer;Noord-Holland (PV);1995;
3535;Leges milieubeheer;Noord-Holland (PV);1996;
3536;Leges milieubeheer;Noord-Holland (PV);1997;
3537;Leges milieubeheer;Noord-Holland (PV);1998;
3538;Leges milieubeheer;Noord-Holland (PV);1999;
3539;Leges milieubeheer;Noord-Holland (PV);2000;0.2
3540;Leges milieubeheer;Noord-Holland (PV);2001;0.3
3541;Leges milieubeheer;Noord-Holland (PV);2002;0.2
3542;Leges milieubeheer;Noord-Holland (PV);2003;0.2
3543;Leges milieubeheer;Noord-Holland (PV);2004;0.2
3544;Leges milieubeheer;Noord-Holland (PV);2005;0.2
3545;Leges milieubeheer;Noord-Holland (PV);2006;0.2
3546;Leges milieubeheer;Noord-Holland (PV);2007;0.2
3547;Leges milieubeheer;Noord-Holland (PV);2008;0.2
3548;Leges milieubeheer;Noord-Holland (PV);2009;0.3
3549;Leges milieubeheer;Noord-Holland (PV);2010;0.3
3550;Leges milieubeheer;Noord-Holland (PV);2011;1.4
3551;Leges milieubeheer;Noord-Holland (PV);2012;1.6
3552;Leges milieubeheer;Noord-Holland (PV);2013;2.0
3553;Leges milieubeheer;Noord-Holland (PV);2014;0.6
3554;Leges milieubeheer;Noord-Holland (PV);2015;0.6
3555;Leges milieubeheer;Noord-Holland (PV);2016;0.6
3556;Leges milieubeheer;Noord-Holland (PV);2017;1.3
3557;Leges milieubeheer;Noord-Holland (PV);2018;1.1
3558;Leges milieubeheer;Noord-Holland (PV);2019;1.1
3559;Leges milieubeheer;Noord-Holland (PV);2020;2.1
3560;Leges milieubeheer;Noord-Holland (PV);2021;2.0
3561;Leges milieubeheer;Noord-Holland (PV);2022;1.3
3562;Leges milieubeheer;Noord-Holland (PV);2023;1.9
3563;Leges milieubeheer;Noord-Holland (PV);2024;2.1
3564;Leges milieubeheer;Noord-Holland (PV);2025;2.5
3565;Leges milieubeheer;Zuid-Holland (PV);1995;
3566;Leges milieubeheer;Zuid-Holland (PV);1996;
3567;Leges milieubeheer;Zuid-Holland (PV);1997;
3568;Leges milieubeheer;Zuid-Holland (PV);1998;
3569;Leges milieubeheer;Zuid-Holland (PV);1999;
3570;Leges milieubeheer;Zuid-Holland (PV);2000;0.0
3571;Leges milieubeheer;Zuid-Holland (PV);2001;0.0
3572;Leges milieubeheer;Zuid-Holland (PV);2002;0.0
3573;Leges milieubeheer;Zuid-Holland (PV);2003;0.0
3574;Leges milieubeheer;Zuid-Holland (PV);2004;0.3
3575;Leges milieubeheer;Zuid-Holland (PV);2005;0.3
3576;Leges milieubeheer;Zuid-Holland (PV);2006;0.1
3577;Leges milieubeheer;Zuid-Holland (PV);2007;0.3
3578;Leges milieubeheer;Zuid-Holland (PV);2008;0.7
3579;Leges milieubeheer;Zuid-Holland (PV);2009;0.5
3580;Leges milieubeheer;Zuid-Holland (PV);2010;0.3
3581;Leges milieubeheer;Zuid-Holland (PV);2011;3.4
3582;Leges milieubeheer;Zuid-Holland (PV);2012;2.8
3583;Leges milieubeheer;Zuid-Holland (PV);2013;2.9
3584;Leges milieubeheer;Zuid-Holland (PV);2014;3.4
3585;Leges milieubeheer;Zuid-Holland (PV);2015;3.7
3586;Leges milieubeheer;Zuid-Holland (PV);2016;2.1
3587;Leges milieubeheer;Zuid-Holland (PV);2017;3.2
3588;Leges milieubeheer;Zuid-Holland (PV);2018;3.2
3589;Leges milieubeheer;Zuid-Holland (PV);2019;3.2
3590;Leges milieubeheer;Zuid-Holland (PV);2020;3.2
3591;Leges milieubeheer;Zuid-Holland (PV);2021;3.2
3592;Leges milieubeheer;Zuid-Holland (PV);2022;3.2
3593;Leges milieubeheer;Zuid-Holland (PV);2023;3.2
3594;Leges milieubeheer;Zuid-Holland (PV);2024;7.2
3595;Leges milieubeheer;Zuid-Holland (PV);2025;7.2
3596;Leges milieubeheer;Zeeland (PV);1995;
3597;Leges milieubeheer;Zeeland (PV);1996;
3598;Leges milieubeheer;Zeeland (PV);1997;
3599;Leges milieubeheer;Zeeland (PV);1998;
3600;Leges milieubeheer;Zeeland (PV);1999;
3601;Leges milieubeheer;Zeeland (PV);2000;0.0
3602;Leges milieubeheer;Zeeland (PV);2001;0.1
3603;Leges milieubeheer;Zeeland (PV);2002;0.0
3604;Leges milieubeheer;Zeeland (PV);2003;0.0
3605;Leges milieubeheer;Zeeland (PV);2004;0.0
3606;Leges milieubeheer;Zeeland (PV);2005;0.0
3607;Leges milieubeheer;Zeeland (PV);2006;0.0
3608;Leges milieubeheer;Zeeland (PV);2007;0.0
3609;Leges milieubeheer;Zeeland (PV);2008;0.0
3610;Leges milieubeheer;Zeeland (PV);2009;0.0
3611;Leges milieubeheer;Zeeland (PV);2010;0.0
3612;Leges milieubeheer;Zeeland (PV);2011;0.6
3613;Leges milieubeheer;Zeeland (PV);2012;0.1
