ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;Perioden;AlleStijgers_1;NormaleStijgers_2;SnelleStijgers_3;BedrijvenMetOmzetStabiel_4;AlleDalers_5;NormaleDalers_6;SnelleDalers_7
190;Totaal 1 of meer werkzame personen;06 Winning van aardolie en aardgas;2024 1e kwartaal;28.0;0.0;28.0;11.0;61.0;0.0;61.0
191;Totaal 1 of meer werkzame personen;06 Winning van aardolie en aardgas;2024 2e kwartaal;39.0;11.0;28.0;6.0;56.0;22.0;33.0
192;Totaal 1 of meer werkzame personen;06 Winning van aardolie en aardgas;2024 3e kwartaal;50.0;11.0;39.0;6.0;44.0;17.0;28.0
193;Totaal 1 of meer werkzame personen;06 Winning van aardolie en aardgas;2024 4e kwartaal;25.0;0.0;25.0;6.0;69.0;25.0;44.0
194;Totaal 1 of meer werkzame personen;06 Winning van aardolie en aardgas;2024;;;;;;;
195;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2012 1e kwartaal;45.0;26.0;20.0;0.0;55.0;17.0;37.0
196;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2012 2e kwartaal;40.0;15.0;25.0;1.0;58.0;30.0;29.0
197;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2012 3e kwartaal;46.0;14.0;32.0;0.0;54.0;27.0;27.0
198;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2012 4e kwartaal;46.0;17.0;29.0;0.0;54.0;24.0;29.0
199;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2012;39.0;22.0;17.0;0.0;61.0;39.0;22.0
200;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2013 1e kwartaal;34.0;13.0;20.0;0.0;66.0;31.0;35.0
201;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2013 2e kwartaal;40.0;22.0;17.0;2.0;58.0;31.0;27.0
202;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2013 3e kwartaal;41.0;20.0;21.0;2.0;57.0;22.0;35.0
203;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2013 4e kwartaal;44.0;23.0;21.0;4.0;53.0;33.0;19.0
204;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2013;38.0;27.0;11.0;0.0;62.0;35.0;27.0
205;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2014 1e kwartaal;66.0;24.0;42.0;0.0;34.0;18.0;16.0
206;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2014 2e kwartaal;42.0;16.0;26.0;1.0;57.0;38.0;18.0
207;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2014 3e kwartaal;50.0;21.0;29.0;0.0;50.0;33.0;17.0
208;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2014 4e kwartaal;67.0;42.0;24.0;1.0;32.0;15.0;17.0
209;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2014;63.0;37.0;26.0;2.0;35.0;20.0;15.0
210;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2015 1e kwartaal;40.0;21.0;19.0;1.0;59.0;36.0;22.0
211;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2015 2e kwartaal;38.0;19.0;19.0;1.0;61.0;35.0;26.0
212;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2015 3e kwartaal;46.0;26.0;20.0;2.0;51.0;29.0;23.0
213;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2015 4e kwartaal;40.0;20.0;21.0;2.0;57.0;32.0;26.0
214;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2015;43.0;25.0;18.0;2.0;55.0;35.0;20.0
215;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2016 1e kwartaal;61.0;42.0;19.0;1.0;38.0;18.0;19.0
216;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2016 2e kwartaal;60.0;32.0;28.0;6.0;35.0;22.0;12.0
217;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2016 3e kwartaal;49.0;22.0;27.0;5.0;45.0;33.0;12.0
218;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2016 4e kwartaal;56.0;24.0;32.0;3.0;42.0;29.0;12.0
219;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2016;55.0;29.0;26.0;4.0;41.0;24.0;18.0
220;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2017 1e kwartaal;56.0;27.0;29.0;6.0;39.0;24.0;14.0
221;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2017 2e kwartaal;56.0;32.0;24.0;4.0;40.0;28.0;12.0
222;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2017 3e kwartaal;57.0;29.0;28.0;4.0;39.0;26.0;13.0
223;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2017 4e kwartaal;63.0;34.0;29.0;4.0;33.0;24.0;9.0
224;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2017;65.0;49.0;16.0;7.0;28.0;19.0;9.0
225;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2018 1e kwartaal;49.0;20.0;28.0;3.0;49.0;30.0;19.0
226;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2018 2e kwartaal;68.0;40.0;29.0;1.0;30.0;14.0;16.0
227;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2018 3e kwartaal;61.0;38.0;24.0;1.0;38.0;18.0;19.0
228;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2018 4e kwartaal;67.0;25.0;42.0;1.0;32.0;16.0;15.0
229;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2018;70.0;49.0;21.0;3.0;28.0;16.0;12.0
230;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2019 1e kwartaal;64.0;22.0;42.0;1.0;35.0;19.0;16.0
231;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2019 2e kwartaal;58.0;33.0;25.0;3.0;39.0;24.0;15.0
232;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2019 3e kwartaal;57.0;36.0;21.0;1.0;42.0;27.0;15.0
233;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2019 4e kwartaal;41.0;30.0;11.0;1.0;57.0;31.0;26.0
234;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2019;54.0;35.0;19.0;0.0;46.0;24.0;22.0
235;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2020 1e kwartaal;40.0;31.0;9.0;2.0;58.0;40.0;18.0
236;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2020 2e kwartaal;38.0;21.0;17.0;8.0;55.0;32.0;23.0
237;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2020 3e kwartaal;52.0;33.0;18.0;0.0;48.0;29.0;20.0
238;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2020 4e kwartaal;59.0;34.0;25.0;3.0;38.0;17.0;21.0
239;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2020;42.0;23.0;19.0;7.0;51.0;32.0;19.0
240;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2021 1e kwartaal;57.0;38.0;19.0;9.0;34.0;15.0;19.0
241;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2021 2e kwartaal;67.0;36.0;30.0;3.0;30.0;19.0;12.0
242;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2021 3e kwartaal;61.0;33.0;29.0;0.0;39.0;21.0;17.0
243;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2021 4e kwartaal;68.0;39.0;29.0;0.0;32.0;21.0;11.0
244;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2021;65.0;41.0;24.0;1.0;33.0;21.0;12.0
245;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2022 1e kwartaal;74.0;41.0;33.0;1.0;24.0;14.0;10.0
246;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2022 2e kwartaal;68.0;38.0;31.0;0.0;32.0;19.0;12.0
247;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2022 3e kwartaal;59.0;36.0;23.0;1.0;40.0;23.0;17.0
248;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2022 4e kwartaal;62.0;28.0;34.0;1.0;37.0;21.0;16.0
249;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2022;66.0;39.0;27.0;3.0;31.0;17.0;14.0
250;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2023 1e kwartaal;55.0;30.0;24.0;0.0;45.0;23.0;23.0
251;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2023 2e kwartaal;42.0;27.0;15.0;3.0;55.0;30.0;25.0
252;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2023 3e kwartaal;40.0;18.0;22.0;0.0;60.0;34.0;25.0
253;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2023 4e kwartaal;20.0;8.0;12.0;2.0;79.0;55.0;24.0
254;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2023;41.0;30.0;10.0;0.0;59.0;39.0;20.0
255;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2024 1e kwartaal;28.0;15.0;13.0;0.0;72.0;36.0;36.0
256;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2024 2e kwartaal;52.0;28.0;23.0;3.0;45.0;23.0;22.0
257;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2024 3e kwartaal;52.0;31.0;20.0;2.0;47.0;17.0;30.0
258;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2024 4e kwartaal;62.0;34.0;28.0;0.0;38.0;17.0;22.0
259;Totaal 1 of meer werkzame personen;08 Delfstoffenwinning (geen olie en gas);2024;;;;;;;
260;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2012 1e kwartaal;50.0;9.0;41.0;6.0;44.0;17.0;28.0
261;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2012 2e kwartaal;63.0;15.0;48.0;2.0;35.0;9.0;26.0
262;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2012 3e kwartaal;72.0;16.0;57.0;2.0;26.0;2.0;24.0
263;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2012 4e kwartaal;58.0;13.0;45.0;2.0;40.0;12.0;28.0
264;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2012;59.0;14.0;45.0;1.0;39.0;19.0;20.0
265;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2013 1e kwartaal;58.0;22.0;36.0;0.0;42.0;17.0;25.0
266;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2013 2e kwartaal;50.0;18.0;32.0;0.0;50.0;17.0;33.0
267;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2013 3e kwartaal;61.0;18.0;42.0;0.0;39.0;12.0;28.0
268;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2013 4e kwartaal;48.0;11.0;37.0;0.0;52.0;11.0;41.0
269;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2013;64.0;29.0;36.0;0.0;36.0;14.0;21.0
270;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2014 1e kwartaal;57.0;15.0;43.0;1.0;42.0;20.0;21.0
271;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2014 2e kwartaal;62.0;20.0;41.0;2.0;36.0;12.0;24.0
272;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2014 3e kwartaal;48.0;15.0;33.0;2.0;49.0;20.0;29.0
273;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2014 4e kwartaal;56.0;20.0;36.0;1.0;43.0;12.0;31.0
274;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2014;61.0;27.0;35.0;2.0;37.0;16.0;21.0
275;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2015 1e kwartaal;40.0;16.0;24.0;3.0;57.0;16.0;40.0
276;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2015 2e kwartaal;41.0;9.0;31.0;2.0;57.0;19.0;39.0
277;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2015 3e kwartaal;45.0;14.0;31.0;1.0;54.0;18.0;37.0
278;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2015 4e kwartaal;41.0;8.0;32.0;4.0;56.0;13.0;43.0
279;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2015;41.0;11.0;30.0;3.0;56.0;18.0;38.0
280;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2016 1e kwartaal;45.0;16.0;29.0;0.0;55.0;13.0;42.0
281;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2016 2e kwartaal;39.0;9.0;30.0;0.0;61.0;17.0;44.0
282;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2016 3e kwartaal;43.0;17.0;27.0;0.0;57.0;12.0;45.0
283;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2016 4e kwartaal;33.0;6.0;27.0;2.0;65.0;15.0;50.0
284;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2016;36.0;16.0;20.0;0.0;64.0;22.0;42.0
285;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2017 1e kwartaal;36.0;10.0;26.0;2.0;62.0;13.0;49.0
286;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2017 2e kwartaal;36.0;5.0;31.0;3.0;61.0;21.0;41.0
287;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2017 3e kwartaal;39.0;6.0;34.0;3.0;58.0;18.0;40.0
288;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2017 4e kwartaal;47.0;12.0;35.0;2.0;51.0;19.0;32.0
289;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2017;50.0;24.0;26.0;1.0;50.0;18.0;32.0
290;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2018 1e kwartaal;50.0;17.0;34.0;5.0;45.0;17.0;28.0
291;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2018 2e kwartaal;51.0;14.0;37.0;2.0;47.0;18.0;29.0
292;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2018 3e kwartaal;46.0;7.0;39.0;2.0;53.0;15.0;38.0
293;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2018 4e kwartaal;51.0;15.0;37.0;3.0;46.0;12.0;34.0
294;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2018;56.0;16.0;40.0;1.0;43.0;17.0;27.0
295;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2019 1e kwartaal;45.0;12.0;33.0;3.0;52.0;13.0;39.0
296;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2019 2e kwartaal;48.0;11.0;38.0;4.0;48.0;16.0;32.0
297;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2019 3e kwartaal;56.0;16.0;40.0;1.0;43.0;10.0;33.0
298;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2019 4e kwartaal;47.0;15.0;33.0;0.0;53.0;22.0;31.0
299;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2019;49.0;16.0;32.0;1.0;51.0;20.0;31.0
300;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2020 1e kwartaal;47.0;12.0;35.0;1.0;52.0;21.0;31.0
301;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2020 2e kwartaal;42.0;13.0;29.0;0.0;58.0;19.0;38.0
302;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2020 3e kwartaal;37.0;11.0;26.0;2.0;61.0;17.0;44.0
303;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2020 4e kwartaal;53.0;23.0;30.0;1.0;47.0;12.0;35.0
304;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2020;51.0;15.0;36.0;2.0;47.0;15.0;32.0
305;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2021 1e kwartaal;48.0;13.0;34.0;0.0;52.0;10.0;42.0
306;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2021 2e kwartaal;62.0;13.0;49.0;0.0;38.0;16.0;22.0
307;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2021 3e kwartaal;51.0;15.0;35.0;1.0;49.0;18.0;31.0
308;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2021 4e kwartaal;62.0;16.0;46.0;0.0;38.0;16.0;22.0
309;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2021;62.0;19.0;44.0;0.0;37.0;17.0;20.0
310;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2022 1e kwartaal;68.0;11.0;56.0;1.0;32.0;12.0;19.0
311;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2022 2e kwartaal;63.0;17.0;46.0;0.0;37.0;16.0;21.0
312;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2022 3e kwartaal;58.0;14.0;44.0;2.0;41.0;13.0;27.0
313;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2022 4e kwartaal;66.0;21.0;45.0;1.0;33.0;12.0;21.0
314;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2022;73.0;21.0;52.0;1.0;26.0;15.0;11.0
315;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2023 1e kwartaal;60.0;19.0;41.0;1.0;39.0;12.0;27.0
316;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2023 2e kwartaal;51.0;18.0;33.0;1.0;48.0;16.0;32.0
317;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2023 3e kwartaal;59.0;18.0;41.0;0.0;41.0;16.0;25.0
318;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2023 4e kwartaal;60.0;22.0;38.0;0.0;39.0;16.0;24.0
319;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2023;58.0;22.0;36.0;2.0;40.0;20.0;20.0
320;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2024 1e kwartaal;53.0;20.0;34.0;0.0;46.0;23.0;23.0
321;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2024 2e kwartaal;64.0;24.0;39.0;1.0;35.0;14.0;21.0
322;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2024 3e kwartaal;57.0;18.0;39.0;1.0;42.0;13.0;29.0
323;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2024 4e kwartaal;50.0;17.0;33.0;1.0;49.0;24.0;25.0
324;Totaal 1 of meer werkzame personen;09 Dienstverlening delfstoffenwinning;2024;;;;;;;
325;Totaal 1 of meer werkzame personen;C Industrie;2012 1e kwartaal;48.0;20.0;28.0;2.0;50.0;22.0;28.0
326;Totaal 1 of meer werkzame personen;C Industrie;2012 2e kwartaal;44.0;18.0;25.0;2.0;54.0;25.0;30.0
327;Totaal 1 of meer werkzame personen;C Industrie;2012 3e kwartaal;47.0;19.0;28.0;2.0;52.0;24.0;28.0
328;Totaal 1 of meer werkzame personen;C Industrie;2012 4e kwartaal;41.0;17.0;24.0;1.0;58.0;25.0;33.0
329;Totaal 1 of meer werkzame personen;C Industrie;2012;41.0;22.0;19.0;2.0;56.0;31.0;25.0
330;Totaal 1 of meer werkzame personen;C Industrie;2013 1e kwartaal;40.0;17.0;23.0;2.0;58.0;25.0;33.0
331;Totaal 1 of meer werkzame personen;C Industrie;2013 2e kwartaal;43.0;18.0;25.0;2.0;55.0;25.0;30.0
332;Totaal 1 of meer werkzame personen;C Industrie;2013 3e kwartaal;45.0;19.0;26.0;2.0;54.0;23.0;31.0
333;Totaal 1 of meer werkzame personen;C Industrie;2013 4e kwartaal;52.0;20.0;32.0;2.0;46.0;21.0;25.0
334;Totaal 1 of meer werkzame personen;C Industrie;2013;43.0;23.0;21.0;2.0;55.0;30.0;24.0
335;Totaal 1 of meer werkzame personen;C Industrie;2014 1e kwartaal;54.0;21.0;33.0;2.0;44.0;21.0;23.0
336;Totaal 1 of meer werkzame personen;C Industrie;2014 2e kwartaal;53.0;22.0;31.0;2.0;45.0;21.0;25.0
337;Totaal 1 of meer werkzame personen;C Industrie;2014 3e kwartaal;51.0;21.0;30.0;2.0;48.0;22.0;26.0
338;Totaal 1 of meer werkzame personen;C Industrie;2014 4e kwartaal;52.0;21.0;31.0;2.0;47.0;21.0;25.0
339;Totaal 1 of meer werkzame personen;C Industrie;2014;53.0;27.0;26.0;2.0;45.0;25.0;20.0
340;Totaal 1 of meer werkzame personen;C Industrie;2015 1e kwartaal;52.0;20.0;31.0;2.0;47.0;22.0;25.0
341;Totaal 1 of meer werkzame personen;C Industrie;2015 2e kwartaal;54.0;21.0;32.0;2.0;45.0;21.0;24.0
342;Totaal 1 of meer werkzame personen;C Industrie;2015 3e kwartaal;52.0;20.0;32.0;2.0;46.0;21.0;25.0
343;Totaal 1 of meer werkzame personen;C Industrie;2015 4e kwartaal;54.0;22.0;32.0;2.0;44.0;20.0;24.0
344;Totaal 1 of meer werkzame personen;C Industrie;2015;55.0;27.0;28.0;2.0;43.0;24.0;19.0
345;Totaal 1 of meer werkzame personen;C Industrie;2016 1e kwartaal;54.0;22.0;32.0;2.0;44.0;20.0;24.0
346;Totaal 1 of meer werkzame personen;C Industrie;2016 2e kwartaal;52.0;22.0;31.0;2.0;46.0;22.0;24.0
347;Totaal 1 of meer werkzame personen;C Industrie;2016 3e kwartaal;53.0;21.0;32.0;2.0;45.0;21.0;24.0
348;Totaal 1 of meer werkzame personen;C Industrie;2016 4e kwartaal;54.0;21.0;32.0;2.0;45.0;21.0;24.0
349;Totaal 1 of meer werkzame personen;C Industrie;2016;55.0;28.0;27.0;2.0;43.0;24.0;19.0
350;Totaal 1 of meer werkzame personen;C Industrie;2017 1e kwartaal;54.0;21.0;33.0;2.0;44.0;20.0;24.0
351;Totaal 1 of meer werkzame personen;C Industrie;2017 2e kwartaal;54.0;22.0;32.0;2.0;45.0;21.0;24.0
352;Totaal 1 of meer werkzame personen;C Industrie;2017 3e kwartaal;55.0;21.0;34.0;2.0;43.0;20.0;24.0
353;Totaal 1 of meer werkzame personen;C Industrie;2017 4e kwartaal;55.0;22.0;33.0;2.0;44.0;21.0;23.0
354;Totaal 1 of meer werkzame personen;C Industrie;2017;56.0;28.0;28.0;2.0;42.0;23.0;18.0
355;Totaal 1 of meer werkzame personen;C Industrie;2018 1e kwartaal;55.0;22.0;33.0;2.0;43.0;20.0;23.0
356;Totaal 1 of meer werkzame personen;C Industrie;2018 2e kwartaal;55.0;22.0;33.0;2.0;43.0;21.0;22.0
357;Totaal 1 of meer werkzame personen;C Industrie;2018 3e kwartaal;53.0;20.0;33.0;2.0;45.0;21.0;24.0
358;Totaal 1 of meer werkzame personen;C Industrie;2018 4e kwartaal;56.0;22.0;34.0;2.0;42.0;20.0;23.0
359;Totaal 1 of meer werkzame personen;C Industrie;2018;57.0;28.0;29.0;2.0;41.0;23.0;18.0
360;Totaal 1 of meer werkzame personen;C Industrie;2019 1e kwartaal;53.0;21.0;32.0;2.0;45.0;21.0;24.0
361;Totaal 1 of meer werkzame personen;C Industrie;2019 2e kwartaal;54.0;22.0;32.0;2.0;45.0;21.0;24.0
362;Totaal 1 of meer werkzame personen;C Industrie;2019 3e kwartaal;53.0;21.0;33.0;2.0;45.0;20.0;25.0
363;Totaal 1 of meer werkzame personen;C Industrie;2019 4e kwartaal;50.0;20.0;30.0;2.0;48.0;22.0;26.0
364;Totaal 1 of meer werkzame personen;C Industrie;2019;54.0;27.0;27.0;2.0;44.0;25.0;19.0
365;Totaal 1 of meer werkzame personen;C Industrie;2020 1e kwartaal;52.0;22.0;30.0;2.0;46.0;21.0;25.0
366;Totaal 1 of meer werkzame personen;C Industrie;2020 2e kwartaal;39.0;15.0;24.0;1.0;59.0;22.0;38.0
367;Totaal 1 of meer werkzame personen;C Industrie;2020 3e kwartaal;49.0;19.0;30.0;1.0;49.0;21.0;28.0
368;Totaal 1 of meer werkzame personen;C Industrie;2020 4e kwartaal;51.0;21.0;31.0;2.0;47.0;21.0;26.0
369;Totaal 1 of meer werkzame personen;C Industrie;2020;48.0;23.0;24.0;2.0;50.0;26.0;25.0
370;Totaal 1 of meer werkzame personen;C Industrie;2021 1e kwartaal;51.0;20.0;31.0;2.0;48.0;19.0;29.0
371;Totaal 1 of meer werkzame personen;C Industrie;2021 2e kwartaal;67.0;20.0;47.0;1.0;31.0;14.0;17.0
372;Totaal 1 of meer werkzame personen;C Industrie;2021 3e kwartaal;60.0;22.0;38.0;1.0;38.0;17.0;21.0
373;Totaal 1 of meer werkzame personen;C Industrie;2021 4e kwartaal;63.0;23.0;40.0;2.0;35.0;16.0;19.0
374;Totaal 1 of meer werkzame personen;C Industrie;2021;65.0;30.0;36.0;2.0;33.0;18.0;15.0
375;Totaal 1 of meer werkzame personen;C Industrie;2022 1e kwartaal;62.0;22.0;40.0;1.0;36.0;16.0;20.0
376;Totaal 1 of meer werkzame personen;C Industrie;2022 2e kwartaal;60.0;22.0;38.0;1.0;39.0;18.0;21.0
377;Totaal 1 of meer werkzame personen;C Industrie;2022 3e kwartaal;57.0;22.0;36.0;2.0;41.0;19.0;22.0
378;Totaal 1 of meer werkzame personen;C Industrie;2022 4e kwartaal;57.0;23.0;34.0;1.0;42.0;19.0;22.0
379;Totaal 1 of meer werkzame personen;C Industrie;2022;63.0;29.0;34.0;2.0;36.0;19.0;16.0
