ID;WijkenEnBuurten;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;Werkloosheidsuitkering_5;Bijstandsuitkering_6;Arbeidsongeschiktheidsuitkering_7;AOWUitkering_8;Werkloosheidsuitkering_9;Bijstandsuitkering_10;Arbeidsongeschiktheidsuitkering_11;AOWUitkering_12;InwonersVanaf15Jaar_13;InwonersVanaf15JrTotAOWLeeftijd_14;InwonersVanafDeAOWLeeftijd_15
0;Totaal;2023 maart;                                        ;        ;NL00      ;;138530.0;399990.0;798790.0;3545620.0;;;;;;;
1;Totaal;2023 juni;                                        ;        ;NL00      ;;128420.0;399270.0;792630.0;3563240.0;;;;;;;
2;Totaal;2023 september;                                        ;        ;NL00      ;;137850.0;397870.0;794200.0;3582820.0;;;;;;;
3;Totaal;2023 december;                                        ;        ;NL00      ;;144860.0;400460.0;795190.0;3598550.0;;;;;;;
4;Nederland;2023 maart;                                        ;        ;NL01      ;;136620.0;399840.0;772160.0;3206580.0;1.0;3.0;5.0;21.0;15113270.0;11891190.0;3222080.0
5;Nederland;2023 juni;                                        ;        ;NL01      ;;126890.0;399140.0;766040.0;3226310.0;1.0;3.0;5.0;21.0;15141650.0;11899230.0;3242420.0
6;Nederland;2023 september;                                        ;        ;NL01      ;;136120.0;397720.0;767390.0;3245030.0;1.0;3.0;5.0;21.0;15202110.0;11940630.0;3261490.0
7;Nederland;2023 december;                                        ;        ;NL01      ;;141950.0;400280.0;768100.0;3256970.0;1.0;3.0;5.0;21.0;15227800.0;11954030.0;3273760.0
8;Buitenland;2023 maart;                                        ;        ;NL98      ;;1910.0;160.0;26630.0;339050.0;;;;;;;
9;Buitenland;2023 juni;                                        ;        ;NL98      ;;1530.0;130.0;26590.0;336930.0;;;;;;;
10;Buitenland;2023 september;                                        ;        ;NL98      ;;1740.0;160.0;26810.0;337790.0;;;;;;;
11;Buitenland;2023 december;                                        ;        ;NL98      ;;2910.0;180.0;27090.0;341590.0;;;;;;;
12;Aa en Hunze;2023 maart;Aa en Hunze                             ;Gemeente;GM1680    ;1.0;180.0;330.0;1120.0;6410.0;1.0;2.0;5.0;29.0;22270.0;15850.0;6430.0
13;Aa en Hunze;2023 juni;Aa en Hunze                             ;Gemeente;GM1680    ;1.0;150.0;330.0;1110.0;6450.0;1.0;2.0;5.0;29.0;22240.0;15770.0;6470.0
