ID;LandVanNationaliteit;Geslacht;Leeftijd;Perioden;TotaalAsielverzoeken_1;EersteAsielverzoeken_2;VolgendeAsielverzoeken_3
397;Iran;Totaal mannen en vrouwen;18 jaar of ouder;2008;350;270;90
398;Iran;Totaal mannen en vrouwen;18 jaar of ouder;2009;480;400;70
399;Iran;Totaal mannen en vrouwen;18 jaar of ouder;2010;720;650;70
400;Iran;Mannen;Alle leeftijden;2007;260;140;110
401;Iran;Mannen;Alle leeftijden;2008;280;210;70
402;Iran;Mannen;Alle leeftijden;2009;400;350;50
403;Iran;Mannen;Alle leeftijden;2010;530;480;60
404;Iran;Mannen;Jonger dan 15 jaar;2007;20;10;10
405;Iran;Mannen;Jonger dan 15 jaar;2008;30;20;10
406;Iran;Mannen;Jonger dan 15 jaar;2009;40;30;0
407;Iran;Mannen;Jonger dan 15 jaar;2010;50;50;0
408;Iran;Mannen;15 tot 18 jaar;2007;10;10;10
409;Iran;Mannen;15 tot 18 jaar;2008;10;10;0
410;Iran;Mannen;15 tot 18 jaar;2009;30;30;0
411;Iran;Mannen;15 tot 18 jaar;2010;30;30;0
412;Iran;Mannen;18 jaar of ouder;2007;230;130;100
413;Iran;Mannen;18 jaar of ouder;2008;240;180;60
414;Iran;Mannen;18 jaar of ouder;2009;340;290;50
415;Iran;Mannen;18 jaar of ouder;2010;450;400;50
416;Iran;Vrouwen;Alle leeftijden;2007;100;60;40
417;Iran;Vrouwen;Alle leeftijden;2008;140;110;30
418;Iran;Vrouwen;Alle leeftijden;2009;190;160;30
419;Iran;Vrouwen;Alle leeftijden;2010;340;310;30
420;Iran;Vrouwen;Jonger dan 15 jaar;2007;20;10;10
421;Iran;Vrouwen;Jonger dan 15 jaar;2008;30;30;0
422;Iran;Vrouwen;Jonger dan 15 jaar;2009;40;30;10
423;Iran;Vrouwen;Jonger dan 15 jaar;2010;60;50;10
424;Iran;Vrouwen;15 tot 18 jaar;2007;10;0;0
425;Iran;Vrouwen;15 tot 18 jaar;2008;0;0;0
426;Iran;Vrouwen;15 tot 18 jaar;2009;10;10;0
427;Iran;Vrouwen;15 tot 18 jaar;2010;10;10;0
428;Iran;Vrouwen;18 jaar of ouder;2007;80;40;30
429;Iran;Vrouwen;18 jaar of ouder;2008;110;90;20
430;Iran;Vrouwen;18 jaar of ouder;2009;140;120;20
431;Iran;Vrouwen;18 jaar of ouder;2010;270;250;20
432;27;Totaal mannen en vrouwen;Alle leeftijden;2007;0;0;0
433;27;Totaal mannen en vrouwen;Alle leeftijden;2008;0;0;0
434;27;Totaal mannen en vrouwen;Alle leeftijden;2009;0;0;0
435;27;Totaal mannen en vrouwen;Alle leeftijden;2010;390;390;0
436;27;Totaal mannen en vrouwen;Jonger dan 15 jaar;2007;0;0;0
437;27;Totaal mannen en vrouwen;Jonger dan 15 jaar;2008;0;0;0
438;27;Totaal mannen en vrouwen;Jonger dan 15 jaar;2009;0;0;0
439;27;Totaal mannen en vrouwen;Jonger dan 15 jaar;2010;130;130;0
440;27;Totaal mannen en vrouwen;15 tot 18 jaar;2007;0;0;0
441;27;Totaal mannen en vrouwen;15 tot 18 jaar;2008;0;0;0
442;27;Totaal mannen en vrouwen;15 tot 18 jaar;2009;0;0;0
443;27;Totaal mannen en vrouwen;15 tot 18 jaar;2010;20;20;0
444;27;Totaal mannen en vrouwen;18 jaar of ouder;2007;0;0;0
445;27;Totaal mannen en vrouwen;18 jaar of ouder;2008;0;0;0
446;27;Totaal mannen en vrouwen;18 jaar of ouder;2009;0;0;0
447;27;Totaal mannen en vrouwen;18 jaar of ouder;2010;240;240;0
448;27;Mannen;Alle leeftijden;2007;0;0;0
449;27;Mannen;Alle leeftijden;2008;0;0;0
450;27;Mannen;Alle leeftijden;2009;0;0;0
451;27;Mannen;Alle leeftijden;2010;200;200;0
452;27;Mannen;Jonger dan 15 jaar;2007;0;0;0
453;27;Mannen;Jonger dan 15 jaar;2008;0;0;0
454;27;Mannen;Jonger dan 15 jaar;2009;0;0;0
455;27;Mannen;Jonger dan 15 jaar;2010;60;60;0
456;27;Mannen;15 tot 18 jaar;2007;0;0;0
457;27;Mannen;15 tot 18 jaar;2008;0;0;0
458;27;Mannen;15 tot 18 jaar;2009;0;0;0
459;27;Mannen;15 tot 18 jaar;2010;10;10;0
460;27;Mannen;18 jaar of ouder;2007;0;0;0
461;27;Mannen;18 jaar of ouder;2008;0;0;0
462;27;Mannen;18 jaar of ouder;2009;0;0;0
463;27;Mannen;18 jaar of ouder;2010;130;130;0
464;27;Vrouwen;Alle leeftijden;2007;0;0;0
465;27;Vrouwen;Alle leeftijden;2008;0;0;0
466;27;Vrouwen;Alle leeftijden;2009;0;0;0
467;27;Vrouwen;Alle leeftijden;2010;190;190;0
468;27;Vrouwen;Jonger dan 15 jaar;2007;0;0;0
469;27;Vrouwen;Jonger dan 15 jaar;2008;0;0;0
470;27;Vrouwen;Jonger dan 15 jaar;2009;0;0;0
471;27;Vrouwen;Jonger dan 15 jaar;2010;70;70;0
472;27;Vrouwen;15 tot 18 jaar;2007;0;0;0
473;27;Vrouwen;15 tot 18 jaar;2008;0;0;0
474;27;Vrouwen;15 tot 18 jaar;2009;0;0;0
475;27;Vrouwen;15 tot 18 jaar;2010;10;10;0
476;27;Vrouwen;18 jaar of ouder;2007;0;0;0
477;27;Vrouwen;18 jaar of ouder;2008;0;0;0
478;27;Vrouwen;18 jaar of ouder;2009;0;0;0
479;27;Vrouwen;18 jaar of ouder;2010;110;110;0
480;Nigeria;Totaal mannen en vrouwen;Alle leeftijden;2007;210;180;30
481;Nigeria;Totaal mannen en vrouwen;Alle leeftijden;2008;120;100;20
482;Nigeria;Totaal mannen en vrouwen;Alle leeftijden;2009;170;150;20
483;Nigeria;Totaal mannen en vrouwen;Alle leeftijden;2010;190;170;20
484;Nigeria;Totaal mannen en vrouwen;Jonger dan 15 jaar;2007;20;10;10
485;Nigeria;Totaal mannen en vrouwen;Jonger dan 15 jaar;2008;10;10;0
486;Nigeria;Totaal mannen en vrouwen;Jonger dan 15 jaar;2009;20;20;0
487;Nigeria;Totaal mannen en vrouwen;Jonger dan 15 jaar;2010;20;20;0
488;Nigeria;Totaal mannen en vrouwen;15 tot 18 jaar;2007;40;40;0
489;Nigeria;Totaal mannen en vrouwen;15 tot 18 jaar;2008;10;10;0
490;Nigeria;Totaal mannen en vrouwen;15 tot 18 jaar;2009;10;10;0
491;Nigeria;Totaal mannen en vrouwen;15 tot 18 jaar;2010;20;20;0
492;Nigeria;Totaal mannen en vrouwen;18 jaar of ouder;2007;150;130;20
493;Nigeria;Totaal mannen en vrouwen;18 jaar of ouder;2008;90;80;10
494;Nigeria;Totaal mannen en vrouwen;18 jaar of ouder;2009;140;120;20
495;Nigeria;Totaal mannen en vrouwen;18 jaar of ouder;2010;150;130;20
496;Nigeria;Mannen;Alle leeftijden;2007;140;130;20
497;Nigeria;Mannen;Alle leeftijden;2008;70;60;10
498;Nigeria;Mannen;Alle leeftijden;2009;110;100;10
499;Nigeria;Mannen;Alle leeftijden;2010;140;130;10
500;Nigeria;Mannen;Jonger dan 15 jaar;2007;10;10;10
501;Nigeria;Mannen;Jonger dan 15 jaar;2008;10;10;0
502;Nigeria;Mannen;Jonger dan 15 jaar;2009;10;10;0
503;Nigeria;Mannen;Jonger dan 15 jaar;2010;10;10;0
504;Nigeria;Mannen;15 tot 18 jaar;2007;20;20;0
505;Nigeria;Mannen;15 tot 18 jaar;2008;10;0;0
506;Nigeria;Mannen;15 tot 18 jaar;2009;10;10;0
507;Nigeria;Mannen;15 tot 18 jaar;2010;10;10;0
508;Nigeria;Mannen;18 jaar of ouder;2007;110;100;10
509;Nigeria;Mannen;18 jaar of ouder;2008;60;50;10
510;Nigeria;Mannen;18 jaar of ouder;2009;90;80;10
511;Nigeria;Mannen;18 jaar of ouder;2010;110;100;10
512;Nigeria;Vrouwen;Alle leeftijden;2007;70;60;10
513;Nigeria;Vrouwen;Alle leeftijden;2008;40;40;10
514;Nigeria;Vrouwen;Alle leeftijden;2009;60;50;10
515;Nigeria;Vrouwen;Alle leeftijden;2010;50;50;10
516;Nigeria;Vrouwen;Jonger dan 15 jaar;2007;10;10;0
517;Nigeria;Vrouwen;Jonger dan 15 jaar;2008;10;0;0
518;Nigeria;Vrouwen;Jonger dan 15 jaar;2009;10;10;0
519;Nigeria;Vrouwen;Jonger dan 15 jaar;2010;10;10;0
520;Nigeria;Vrouwen;15 tot 18 jaar;2007;30;20;0
521;Nigeria;Vrouwen;15 tot 18 jaar;2008;10;10;0
522;Nigeria;Vrouwen;15 tot 18 jaar;2009;0;0;0
523;Nigeria;Vrouwen;15 tot 18 jaar;2010;10;10;0
524;Nigeria;Vrouwen;18 jaar of ouder;2007;40;30;10
525;Nigeria;Vrouwen;18 jaar of ouder;2008;30;30;10
526;Nigeria;Vrouwen;18 jaar of ouder;2009;50;40;0
527;Nigeria;Vrouwen;18 jaar of ouder;2010;40;30;10
528;Sierra Leone;Totaal mannen en vrouwen;Alle leeftijden;2007;230;130;90
529;Sierra Leone;Totaal mannen en vrouwen;Alle leeftijden;2008;230;130;100
530;Sierra Leone;Totaal mannen en vrouwen;Alle leeftijden;2009;190;120;70
531;Sierra Leone;Totaal mannen en vrouwen;Alle leeftijden;2010;140;120;20
532;Sierra Leone;Totaal mannen en vrouwen;Jonger dan 15 jaar;2007;60;40;20
533;Sierra Leone;Totaal mannen en vrouwen;Jonger dan 15 jaar;2008;40;30;10
534;Sierra Leone;Totaal mannen en vrouwen;Jonger dan 15 jaar;2009;40;30;10
535;Sierra Leone;Totaal mannen en vrouwen;Jonger dan 15 jaar;2010;30;30;0
536;Sierra Leone;Totaal mannen en vrouwen;15 tot 18 jaar;2007;20;20;0
537;Sierra Leone;Totaal mannen en vrouwen;15 tot 18 jaar;2008;10;10;0
538;Sierra Leone;Totaal mannen en vrouwen;15 tot 18 jaar;2009;20;20;0
539;Sierra Leone;Totaal mannen en vrouwen;15 tot 18 jaar;2010;10;10;0
540;Sierra Leone;Totaal mannen en vrouwen;18 jaar of ouder;2007;150;80;80
541;Sierra Leone;Totaal mannen en vrouwen;18 jaar of ouder;2008;180;90;90
542;Sierra Leone;Totaal mannen en vrouwen;18 jaar of ouder;2009;130;70;60
543;Sierra Leone;Totaal mannen en vrouwen;18 jaar of ouder;2010;100;80;20
544;Sierra Leone;Mannen;Alle leeftijden;2007;120;60;60
545;Sierra Leone;Mannen;Alle leeftijden;2008;150;70;80
546;Sierra Leone;Mannen;Alle leeftijden;2009;100;60;40
547;Sierra Leone;Mannen;Alle leeftijden;2010;70;50;20
548;Sierra Leone;Mannen;Jonger dan 15 jaar;2007;20;20;10
549;Sierra Leone;Mannen;Jonger dan 15 jaar;2008;20;10;10
550;Sierra Leone;Mannen;Jonger dan 15 jaar;2009;10;10;0
551;Sierra Leone;Mannen;Jonger dan 15 jaar;2010;20;10;0
552;Sierra Leone;Mannen;15 tot 18 jaar;2007;10;10;0
553;Sierra Leone;Mannen;15 tot 18 jaar;2008;10;10;0
554;Sierra Leone;Mannen;15 tot 18 jaar;2009;10;10;0
555;Sierra Leone;Mannen;15 tot 18 jaar;2010;0;0;0
556;Sierra Leone;Mannen;18 jaar of ouder;2007;90;40;50
557;Sierra Leone;Mannen;18 jaar of ouder;2008;120;60;70
558;Sierra Leone;Mannen;18 jaar of ouder;2009;80;40;40
559;Sierra Leone;Mannen;18 jaar of ouder;2010;50;40;10
560;Sierra Leone;Vrouwen;Alle leeftijden;2007;110;80;40
561;Sierra Leone;Vrouwen;Alle leeftijden;2008;80;50;20
562;Sierra Leone;Vrouwen;Alle leeftijden;2009;90;60;20
563;Sierra Leone;Vrouwen;Alle leeftijden;2010;70;70;10
564;Sierra Leone;Vrouwen;Jonger dan 15 jaar;2007;40;30;10
565;Sierra Leone;Vrouwen;Jonger dan 15 jaar;2008;20;10;0
566;Sierra Leone;Vrouwen;Jonger dan 15 jaar;2009;30;20;0
567;Sierra Leone;Vrouwen;Jonger dan 15 jaar;2010;20;20;0
568;Sierra Leone;Vrouwen;15 tot 18 jaar;2007;10;10;0
569;Sierra Leone;Vrouwen;15 tot 18 jaar;2008;10;10;0
570;Sierra Leone;Vrouwen;15 tot 18 jaar;2009;10;10;0
571;Sierra Leone;Vrouwen;15 tot 18 jaar;2010;10;10;0
572;Sierra Leone;Vrouwen;18 jaar of ouder;2007;70;40;30
573;Sierra Leone;Vrouwen;18 jaar of ouder;2008;50;30;20
574;Sierra Leone;Vrouwen;18 jaar of ouder;2009;50;30;20
575;Sierra Leone;Vrouwen;18 jaar of ouder;2010;50;40;10
576;Somalië;Totaal mannen en vrouwen;Alle leeftijden;2007;2010;1900;110
577;Somalië;Totaal mannen en vrouwen;Alle leeftijden;2008;3960;3840;120
578;Somalië;Totaal mannen en vrouwen;Alle leeftijden;2009;6030;5890;140
579;Somalië;Totaal mannen en vrouwen;Alle leeftijden;2010;3670;3370;300
580;Somalië;Totaal mannen en vrouwen;Jonger dan 15 jaar;2007;300;300;10
581;Somalië;Totaal mannen en vrouwen;Jonger dan 15 jaar;2008;940;920;20
582;Somalië;Totaal mannen en vrouwen;Jonger dan 15 jaar;2009;1270;1260;10
583;Somalië;Totaal mannen en vrouwen;Jonger dan 15 jaar;2010;1750;1730;20
584;Somalië;Totaal mannen en vrouwen;15 tot 18 jaar;2007;120;110;0
585;Somalië;Totaal mannen en vrouwen;15 tot 18 jaar;2008;290;290;0
586;Somalië;Totaal mannen en vrouwen;15 tot 18 jaar;2009;570;560;10
587;Somalië;Totaal mannen en vrouwen;15 tot 18 jaar;2010;370;370;0
588;Somalië;Totaal mannen en vrouwen;18 jaar of ouder;2007;1590;1490;100
589;Somalië;Totaal mannen en vrouwen;18 jaar of ouder;2008;2730;2640;100
590;Somalië;Totaal mannen en vrouwen;18 jaar of ouder;2009;4190;4070;130
591;Somalië;Totaal mannen en vrouwen;18 jaar of ouder;2010;1540;1270;280
592;Somalië;Mannen;Alle leeftijden;2007;1260;1190;80
593;Somalië;Mannen;Alle leeftijden;2008;2270;2200;70
594;Somalië;Mannen;Alle leeftijden;2009;3970;3870;100
595;Somalië;Mannen;Alle leeftijden;2010;1820;1620;200
596;Somalië;Mannen;Jonger dan 15 jaar;2007;170;160;0
597;Somalië;Mannen;Jonger dan 15 jaar;2008;490;480;10
598;Somalië;Mannen;Jonger dan 15 jaar;2009;650;650;0
599;Somalië;Mannen;Jonger dan 15 jaar;2010;880;870;10
600;Somalië;Mannen;15 tot 18 jaar;2007;80;80;0
601;Somalië;Mannen;15 tot 18 jaar;2008;190;190;0
602;Somalië;Mannen;15 tot 18 jaar;2009;400;400;10
603;Somalië;Mannen;15 tot 18 jaar;2010;220;220;0
604;Somalië;Mannen;18 jaar of ouder;2007;1020;950;70
605;Somalië;Mannen;18 jaar of ouder;2008;1590;1530;60
606;Somalië;Mannen;18 jaar of ouder;2009;2910;2820;90
607;Somalië;Mannen;18 jaar of ouder;2010;730;530;190
608;Somalië;Vrouwen;Alle leeftijden;2007;740;710;30
609;Somalië;Vrouwen;Alle leeftijden;2008;1690;1640;50
610;Somalië;Vrouwen;Alle leeftijden;2009;2060;2020;40
611;Somalië;Vrouwen;Alle leeftijden;2010;1850;1750;100
612;Somalië;Vrouwen;Jonger dan 15 jaar;2007;140;130;10
613;Somalië;Vrouwen;Jonger dan 15 jaar;2008;450;440;10
614;Somalië;Vrouwen;Jonger dan 15 jaar;2009;610;610;10
615;Somalië;Vrouwen;Jonger dan 15 jaar;2010;880;870;10
616;Somalië;Vrouwen;15 tot 18 jaar;2007;40;40;0
617;Somalië;Vrouwen;15 tot 18 jaar;2008;100;100;0
618;Somalië;Vrouwen;15 tot 18 jaar;2009;170;170;0
619;Somalië;Vrouwen;15 tot 18 jaar;2010;150;150;0
620;Somalië;Vrouwen;18 jaar of ouder;2007;570;540;30
621;Somalië;Vrouwen;18 jaar of ouder;2008;1140;1110;30
622;Somalië;Vrouwen;18 jaar of ouder;2009;1280;1250;30
623;Somalië;Vrouwen;18 jaar of ouder;2010;820;740;80
624;Sri Lanka;Totaal mannen en vrouwen;Alle leeftijden;2007;160;100;50
625;Sri Lanka;Totaal mannen en vrouwen;Alle leeftijden;2008;230;220;10
626;Sri Lanka;Totaal mannen en vrouwen;Alle leeftijden;2009;220;190;30
627;Sri Lanka;Totaal mannen en vrouwen;Alle leeftijden;2010;240;200;40
628;Sri Lanka;Totaal mannen en vrouwen;Jonger dan 15 jaar;2007;10;10;10
629;Sri Lanka;Totaal mannen en vrouwen;Jonger dan 15 jaar;2008;10;10;0
630;Sri Lanka;Totaal mannen en vrouwen;Jonger dan 15 jaar;2009;30;30;0
631;Sri Lanka;Totaal mannen en vrouwen;Jonger dan 15 jaar;2010;40;40;0
632;Sri Lanka;Totaal mannen en vrouwen;15 tot 18 jaar;2007;0;0;0
633;Sri Lanka;Totaal mannen en vrouwen;15 tot 18 jaar;2008;10;10;0
634;Sri Lanka;Totaal mannen en vrouwen;15 tot 18 jaar;2009;10;10;0
635;Sri Lanka;Totaal mannen en vrouwen;15 tot 18 jaar;2010;20;20;0
636;Sri Lanka;Totaal mannen en vrouwen;18 jaar of ouder;2007;140;100;50
637;Sri Lanka;Totaal mannen en vrouwen;18 jaar of ouder;2008;210;200;10
638;Sri Lanka;Totaal mannen en vrouwen;18 jaar of ouder;2009;180;150;20
639;Sri Lanka;Totaal mannen en vrouwen;18 jaar of ouder;2010;180;150;40
640;Sri Lanka;Mannen;Alle leeftijden;2007;130;90;40
641;Sri Lanka;Mannen;Alle leeftijden;2008;180;170;10
642;Sri Lanka;Mannen;Alle leeftijden;2009;150;130;20
643;Sri Lanka;Mannen;Alle leeftijden;2010;170;140;40
644;Sri Lanka;Mannen;Jonger dan 15 jaar;2007;10;0;10
645;Sri Lanka;Mannen;Jonger dan 15 jaar;2008;10;10;0
646;Sri Lanka;Mannen;Jonger dan 15 jaar;2009;20;20;0
647;Sri Lanka;Mannen;Jonger dan 15 jaar;2010;20;20;0
648;Sri Lanka;Mannen;15 tot 18 jaar;2007;0;0;0
649;Sri Lanka;Mannen;15 tot 18 jaar;2008;0;0;0
650;Sri Lanka;Mannen;15 tot 18 jaar;2009;10;10;0
651;Sri Lanka;Mannen;15 tot 18 jaar;2010;10;10;0
652;Sri Lanka;Mannen;18 jaar of ouder;2007;120;80;40
653;Sri Lanka;Mannen;18 jaar of ouder;2008;170;160;10
654;Sri Lanka;Mannen;18 jaar of ouder;2009;130;110;20
655;Sri Lanka;Mannen;18 jaar of ouder;2010;140;110;30
656;Sri Lanka;Vrouwen;Alle leeftijden;2007;30;20;10
657;Sri Lanka;Vrouwen;Alle leeftijden;2008;50;50;0
658;Sri Lanka;Vrouwen;Alle leeftijden;2009;70;60;0
659;Sri Lanka;Vrouwen;Alle leeftijden;2010;70;60;0
660;Sri Lanka;Vrouwen;Jonger dan 15 jaar;2007;10;10;0
661;Sri Lanka;Vrouwen;Jonger dan 15 jaar;2008;10;10;0
662;Sri Lanka;Vrouwen;Jonger dan 15 jaar;2009;20;20;0
663;Sri Lanka;Vrouwen;Jonger dan 15 jaar;2010;10;10;0
664;Sri Lanka;Vrouwen;15 tot 18 jaar;2007;0;0;0
665;Sri Lanka;Vrouwen;15 tot 18 jaar;2008;0;0;0
666;Sri Lanka;Vrouwen;15 tot 18 jaar;2009;0;0;0
667;Sri Lanka;Vrouwen;15 tot 18 jaar;2010;10;10;0
668;Sri Lanka;Vrouwen;18 jaar of ouder;2007;20;10;10
669;Sri Lanka;Vrouwen;18 jaar of ouder;2008;40;40;0
670;Sri Lanka;Vrouwen;18 jaar of ouder;2009;50;50;0
671;Sri Lanka;Vrouwen;18 jaar of ouder;2010;40;40;0
672;Sudan;Totaal mannen en vrouwen;Alle leeftijden;2007;100;70;30
673;Sudan;Totaal mannen en vrouwen;Alle leeftijden;2008;100;50;50
674;Sudan;Totaal mannen en vrouwen;Alle leeftijden;2009;140;120;20
675;Sudan;Totaal mannen en vrouwen;Alle leeftijden;2010;190;170;20
676;Sudan;Totaal mannen en vrouwen;Jonger dan 15 jaar;2007;20;10;10
677;Sudan;Totaal mannen en vrouwen;Jonger dan 15 jaar;2008;10;0;0
678;Sudan;Totaal mannen en vrouwen;Jonger dan 15 jaar;2009;10;10;0
679;Sudan;Totaal mannen en vrouwen;Jonger dan 15 jaar;2010;20;20;0
680;Sudan;Totaal mannen en vrouwen;15 tot 18 jaar;2007;10;0;0
681;Sudan;Totaal mannen en vrouwen;15 tot 18 jaar;2008;10;10;0
682;Sudan;Totaal mannen en vrouwen;15 tot 18 jaar;2009;10;10;0
683;Sudan;Totaal mannen en vrouwen;15 tot 18 jaar;2010;10;10;0
684;Sudan;Totaal mannen en vrouwen;18 jaar of ouder;2007;80;50;20
685;Sudan;Totaal mannen en vrouwen;18 jaar of ouder;2008;90;40;40
686;Sudan;Totaal mannen en vrouwen;18 jaar of ouder;2009;120;100;20
687;Sudan;Totaal mannen en vrouwen;18 jaar of ouder;2010;150;130;20
688;Sudan;Mannen;Alle leeftijden;2007;60;30;20
689;Sudan;Mannen;Alle leeftijden;2008;70;40;30
690;Sudan;Mannen;Alle leeftijden;2009;110;100;20
691;Sudan;Mannen;Alle leeftijden;2010;150;130;20
692;Sudan;Mannen;Jonger dan 15 jaar;2007;10;10;0
693;Sudan;Mannen;Jonger dan 15 jaar;2008;0;0;0
694;Sudan;Mannen;Jonger dan 15 jaar;2009;10;0;0
695;Sudan;Mannen;Jonger dan 15 jaar;2010;10;10;0
696;Sudan;Mannen;15 tot 18 jaar;2007;10;0;0
697;Sudan;Mannen;15 tot 18 jaar;2008;10;10;0
698;Sudan;Mannen;15 tot 18 jaar;2009;10;10;0
699;Sudan;Mannen;15 tot 18 jaar;2010;10;10;0
700;Sudan;Mannen;18 jaar of ouder;2007;40;30;20
701;Sudan;Mannen;18 jaar of ouder;2008;60;30;30
702;Sudan;Mannen;18 jaar of ouder;2009;100;80;20
703;Sudan;Mannen;18 jaar of ouder;2010;120;100;20
704;Sudan;Vrouwen;Alle leeftijden;2007;40;30;10
705;Sudan;Vrouwen;Alle leeftijden;2008;30;10;10
706;Sudan;Vrouwen;Alle leeftijden;2009;30;20;0
707;Sudan;Vrouwen;Alle leeftijden;2010;40;40;0
708;Sudan;Vrouwen;Jonger dan 15 jaar;2007;10;10;10
709;Sudan;Vrouwen;Jonger dan 15 jaar;2008;0;0;0
710;Sudan;Vrouwen;Jonger dan 15 jaar;2009;10;10;0
711;Sudan;Vrouwen;Jonger dan 15 jaar;2010;10;10;0
712;Sudan;Vrouwen;15 tot 18 jaar;2007;0;0;0
713;Sudan;Vrouwen;15 tot 18 jaar;2008;0;0;0
714;Sudan;Vrouwen;15 tot 18 jaar;2009;0;0;0
715;Sudan;Vrouwen;15 tot 18 jaar;2010;0;0;0
716;Sudan;Vrouwen;18 jaar of ouder;2007;30;30;10
717;Sudan;Vrouwen;18 jaar of ouder;2008;20;10;10
718;Sudan;Vrouwen;18 jaar of ouder;2009;20;20;0
719;Sudan;Vrouwen;18 jaar of ouder;2010;30;30;0
720;34;Totaal mannen en vrouwen;Alle leeftijden;2007;150;100;40
721;34;Totaal mannen en vrouwen;Alle leeftijden;2008;110;70;40
722;34;Totaal mannen en vrouwen;Alle leeftijden;2009;90;70;20
723;34;Totaal mannen en vrouwen;Alle leeftijden;2010;100;90;10
724;34;Totaal mannen en vrouwen;Jonger dan 15 jaar;2007;20;10;10
725;34;Totaal mannen en vrouwen;Jonger dan 15 jaar;2008;10;10;10
726;34;Totaal mannen en vrouwen;Jonger dan 15 jaar;2009;10;10;0
727;34;Totaal mannen en vrouwen;Jonger dan 15 jaar;2010;20;20;0
728;34;Totaal mannen en vrouwen;15 tot 18 jaar;2007;0;0;0
729;34;Totaal mannen en vrouwen;15 tot 18 jaar;2008;0;0;0
730;34;Totaal mannen en vrouwen;15 tot 18 jaar;2009;0;0;0
731;34;Totaal mannen en vrouwen;15 tot 18 jaar;2010;0;0;0
732;34;Totaal mannen en vrouwen;18 jaar of ouder;2007;130;90;40
733;34;Totaal mannen en vrouwen;18 jaar of ouder;2008;100;70;40
734;34;Totaal mannen en vrouwen;18 jaar of ouder;2009;80;60;20
735;34;Totaal mannen en vrouwen;18 jaar of ouder;2010;90;70;10
736;34;Mannen;Alle leeftijden;2007;110;80;30
737;34;Mannen;Alle leeftijden;2008;100;60;40
738;34;Mannen;Alle leeftijden;2009;70;60;10
739;34;Mannen;Alle leeftijden;2010;80;70;10
740;34;Mannen;Jonger dan 15 jaar;2007;10;0;10
741;34;Mannen;Jonger dan 15 jaar;2008;0;0;0
742;34;Mannen;Jonger dan 15 jaar;2009;10;10;0
743;34;Mannen;Jonger dan 15 jaar;2010;10;10;0
744;34;Mannen;15 tot 18 jaar;2007;0;0;0
745;34;Mannen;15 tot 18 jaar;2008;0;0;0
746;34;Mannen;15 tot 18 jaar;2009;0;0;0
747;34;Mannen;15 tot 18 jaar;2010;0;0;0
748;34;Mannen;18 jaar of ouder;2007;100;70;30
749;34;Mannen;18 jaar of ouder;2008;90;60;30
750;34;Mannen;18 jaar of ouder;2009;60;50;10
751;34;Mannen;18 jaar of ouder;2010;70;60;10
752;34;Vrouwen;Alle leeftijden;2007;40;30;10
753;34;Vrouwen;Alle leeftijden;2008;10;10;10
754;34;Vrouwen;Alle leeftijden;2009;20;10;0
755;34;Vrouwen;Alle leeftijden;2010;30;20;0
756;34;Vrouwen;Jonger dan 15 jaar;2007;10;10;0
757;34;Vrouwen;Jonger dan 15 jaar;2008;10;0;0
758;34;Vrouwen;Jonger dan 15 jaar;2009;0;0;0
759;34;Vrouwen;Jonger dan 15 jaar;2010;10;10;0
760;34;Vrouwen;15 tot 18 jaar;2007;0;0;0
761;34;Vrouwen;15 tot 18 jaar;2008;0;0;0
762;34;Vrouwen;15 tot 18 jaar;2009;0;0;0
763;34;Vrouwen;15 tot 18 jaar;2010;0;0;0
764;34;Vrouwen;18 jaar of ouder;2007;30;20;10
765;34;Vrouwen;18 jaar of ouder;2008;10;0;10
766;34;Vrouwen;18 jaar of ouder;2009;10;10;0
767;34;Vrouwen;18 jaar of ouder;2010;20;20;0
768;57;Totaal mannen en vrouwen;Alle leeftijden;2007;560;350;210
769;57;Totaal mannen en vrouwen;Alle leeftijden;2008;530;350;180
770;57;Totaal mannen en vrouwen;Alle leeftijden;2009;700;590;110
771;57;Totaal mannen en vrouwen;Alle leeftijden;2010;740;600;140
772;57;Totaal mannen en vrouwen;Jonger dan 15 jaar;2007;380;230;150
773;57;Totaal mannen en vrouwen;Jonger dan 15 jaar;2008;320;200;120
774;57;Totaal mannen en vrouwen;Jonger dan 15 jaar;2009;460;380;80
775;57;Totaal mannen en vrouwen;Jonger dan 15 jaar;2010;460;360;100
776;57;Totaal mannen en vrouwen;15 tot 18 jaar;2007;20;10;0
777;57;Totaal mannen en vrouwen;15 tot 18 jaar;2008;10;10;0
778;57;Totaal mannen en vrouwen;15 tot 18 jaar;2009;30;30;0
779;57;Totaal mannen en vrouwen;15 tot 18 jaar;2010;20;20;0
780;57;Totaal mannen en vrouwen;18 jaar of ouder;2007;160;110;60
781;57;Totaal mannen en vrouwen;18 jaar of ouder;2008;200;140;60
782;57;Totaal mannen en vrouwen;18 jaar of ouder;2009;220;180;30
783;57;Totaal mannen en vrouwen;18 jaar of ouder;2010;260;220;40
784;57;Mannen;Alle leeftijden;2007;320;210;110
785;57;Mannen;Alle leeftijden;2008;310;210;100
786;57;Mannen;Alle leeftijden;2009;410;340;70
787;57;Mannen;Alle leeftijden;2010;430;360;70
788;57;Mannen;Jonger dan 15 jaar;2007;190;120;70
789;57;Mannen;Jonger dan 15 jaar;2008;150;90;60
