ID;Geslacht;Leeftijd;Perioden;Sterftekans_1;LevendenTafelbevolking_2;OverledenenTafelbevolking_3;PeriodeLevensverwachting_4
85;Totaal mannen en vrouwen;1 jaar;2056;6e-05;99946;6;87.61
86;Totaal mannen en vrouwen;1 jaar;2057;6e-05;99948;6;87.74
87;Totaal mannen en vrouwen;1 jaar;2058;6e-05;99951;6;87.87
88;Totaal mannen en vrouwen;1 jaar;2059;6e-05;99953;6;88.0
89;Totaal mannen en vrouwen;1 jaar;2060;5e-05;99955;5;88.13
90;Totaal mannen en vrouwen;2 jaar;2016;0.00019;99655;19;80.37
91;Totaal mannen en vrouwen;2 jaar;2017;0.00018;99671;18;80.58
92;Totaal mannen en vrouwen;2 jaar;2018;0.00017;99686;17;80.79
93;Totaal mannen en vrouwen;2 jaar;2019;0.00017;99700;17;80.98
94;Totaal mannen en vrouwen;2 jaar;2020;0.00016;99713;16;81.17
95;Totaal mannen en vrouwen;2 jaar;2021;0.00015;99726;15;81.36
96;Totaal mannen en vrouwen;2 jaar;2022;0.00015;99738;15;81.55
97;Totaal mannen en vrouwen;2 jaar;2023;0.00014;99749;14;81.7
98;Totaal mannen en vrouwen;2 jaar;2024;0.00013;99760;13;81.86
99;Totaal mannen en vrouwen;2 jaar;2025;0.00013;99770;13;82.01
100;Totaal mannen en vrouwen;2 jaar;2026;0.00012;99779;12;82.17
101;Totaal mannen en vrouwen;2 jaar;2027;0.00012;99789;12;82.33
102;Totaal mannen en vrouwen;2 jaar;2028;0.00011;99797;11;82.49
103;Totaal mannen en vrouwen;2 jaar;2029;0.00011;99806;11;82.65
104;Totaal mannen en vrouwen;2 jaar;2030;0.00011;99814;11;82.8
105;Totaal mannen en vrouwen;2 jaar;2031;0.0001;99822;10;82.96
106;Totaal mannen en vrouwen;2 jaar;2032;0.0001;99829;10;83.12
107;Totaal mannen en vrouwen;2 jaar;2033;9e-05;99837;9;83.28
108;Totaal mannen en vrouwen;2 jaar;2034;9e-05;99843;9;83.44
109;Totaal mannen en vrouwen;2 jaar;2035;9e-05;99850;9;83.6
110;Totaal mannen en vrouwen;2 jaar;2036;8e-05;99856;8;83.76
111;Totaal mannen en vrouwen;2 jaar;2037;8e-05;99862;8;83.91
112;Totaal mannen en vrouwen;2 jaar;2038;8e-05;99868;8;84.07
113;Totaal mannen en vrouwen;2 jaar;2039;7e-05;99874;7;84.22
114;Totaal mannen en vrouwen;2 jaar;2040;7e-05;99879;7;84.37
115;Totaal mannen en vrouwen;2 jaar;2041;7e-05;99884;7;84.52
116;Totaal mannen en vrouwen;2 jaar;2042;7e-05;99889;7;84.67
117;Totaal mannen en vrouwen;2 jaar;2043;6e-05;99894;6;84.82
118;Totaal mannen en vrouwen;2 jaar;2044;6e-05;99898;6;84.96
119;Totaal mannen en vrouwen;2 jaar;2045;6e-05;99903;6;85.11
120;Totaal mannen en vrouwen;2 jaar;2046;6e-05;99907;6;85.25
121;Totaal mannen en vrouwen;2 jaar;2047;5e-05;99911;5;85.4
122;Totaal mannen en vrouwen;2 jaar;2048;5e-05;99915;5;85.54
123;Totaal mannen en vrouwen;2 jaar;2049;5e-05;99918;5;85.68
124;Totaal mannen en vrouwen;2 jaar;2050;5e-05;99922;5;85.82
125;Totaal mannen en vrouwen;2 jaar;2051;5e-05;99925;5;85.95
126;Totaal mannen en vrouwen;2 jaar;2052;4e-05;99928;4;86.09
127;Totaal mannen en vrouwen;2 jaar;2053;4e-05;99931;4;86.22
128;Totaal mannen en vrouwen;2 jaar;2054;4e-05;99934;4;86.36
129;Totaal mannen en vrouwen;2 jaar;2055;4e-05;99937;4;86.49
130;Totaal mannen en vrouwen;2 jaar;2056;4e-05;99940;4;86.62
131;Totaal mannen en vrouwen;2 jaar;2057;4e-05;99942;4;86.75
132;Totaal mannen en vrouwen;2 jaar;2058;3e-05;99945;3;86.88
133;Totaal mannen en vrouwen;2 jaar;2059;3e-05;99947;3;87.0
134;Totaal mannen en vrouwen;2 jaar;2060;3e-05;99949;3;87.13
135;Totaal mannen en vrouwen;3 jaar;2016;0.00011;99637;11;79.39
136;Totaal mannen en vrouwen;3 jaar;2017;0.00011;99653;11;79.6
137;Totaal mannen en vrouwen;3 jaar;2018;0.0001;99668;10;79.8
138;Totaal mannen en vrouwen;3 jaar;2019;0.0001;99683;10;79.99
139;Totaal mannen en vrouwen;3 jaar;2020;9e-05;99697;9;80.18
140;Totaal mannen en vrouwen;3 jaar;2021;9e-05;99711;9;80.37
141;Totaal mannen en vrouwen;3 jaar;2022;9e-05;99724;9;80.56
142;Totaal mannen en vrouwen;3 jaar;2023;8e-05;99735;8;80.71
143;Totaal mannen en vrouwen;3 jaar;2024;8e-05;99746;8;80.87
144;Totaal mannen en vrouwen;3 jaar;2025;8e-05;99757;8;81.02
145;Totaal mannen en vrouwen;3 jaar;2026;7e-05;99767;7;81.18
146;Totaal mannen en vrouwen;3 jaar;2027;7e-05;99777;7;81.34
147;Totaal mannen en vrouwen;3 jaar;2028;7e-05;99786;7;81.5
148;Totaal mannen en vrouwen;3 jaar;2029;7e-05;99795;7;81.65
149;Totaal mannen en vrouwen;3 jaar;2030;6e-05;99804;6;81.81
150;Totaal mannen en vrouwen;3 jaar;2031;6e-05;99812;6;81.97
151;Totaal mannen en vrouwen;3 jaar;2032;6e-05;99820;6;82.13
152;Totaal mannen en vrouwen;3 jaar;2033;6e-05;99827;6;82.29
153;Totaal mannen en vrouwen;3 jaar;2034;5e-05;99834;5;82.45
154;Totaal mannen en vrouwen;3 jaar;2035;5e-05;99841;5;82.6
155;Totaal mannen en vrouwen;3 jaar;2036;5e-05;99848;5;82.76
156;Totaal mannen en vrouwen;3 jaar;2037;5e-05;99854;5;82.92
157;Totaal mannen en vrouwen;3 jaar;2038;5e-05;99861;5;83.07
158;Totaal mannen en vrouwen;3 jaar;2039;4e-05;99866;4;83.23
159;Totaal mannen en vrouwen;3 jaar;2040;4e-05;99872;4;83.38
160;Totaal mannen en vrouwen;3 jaar;2041;4e-05;99877;4;83.53
161;Totaal mannen en vrouwen;3 jaar;2042;4e-05;99883;4;83.68
162;Totaal mannen en vrouwen;3 jaar;2043;4e-05;99888;4;83.82
163;Totaal mannen en vrouwen;3 jaar;2044;4e-05;99892;4;83.97
164;Totaal mannen en vrouwen;3 jaar;2045;3e-05;99897;3;84.11
165;Totaal mannen en vrouwen;3 jaar;2046;3e-05;99901;3;84.26
166;Totaal mannen en vrouwen;3 jaar;2047;3e-05;99905;3;84.4
167;Totaal mannen en vrouwen;3 jaar;2048;3e-05;99909;3;84.54
168;Totaal mannen en vrouwen;3 jaar;2049;3e-05;99913;3;84.68
169;Totaal mannen en vrouwen;3 jaar;2050;3e-05;99917;3;84.82
170;Totaal mannen en vrouwen;3 jaar;2051;3e-05;99921;3;84.96
171;Totaal mannen en vrouwen;3 jaar;2052;3e-05;99924;3;85.09
172;Totaal mannen en vrouwen;3 jaar;2053;3e-05;99927;3;85.23
173;Totaal mannen en vrouwen;3 jaar;2054;2e-05;99930;2;85.36
174;Totaal mannen en vrouwen;3 jaar;2055;2e-05;99933;2;85.49
175;Totaal mannen en vrouwen;3 jaar;2056;2e-05;99936;2;85.62
176;Totaal mannen en vrouwen;3 jaar;2057;2e-05;99939;2;85.75
177;Totaal mannen en vrouwen;3 jaar;2058;2e-05;99941;2;85.88
178;Totaal mannen en vrouwen;3 jaar;2059;2e-05;99944;2;86.01
179;Totaal mannen en vrouwen;3 jaar;2060;2e-05;99946;2;86.13
180;Totaal mannen en vrouwen;4 jaar;2016;9e-05;99625;9;78.4
181;Totaal mannen en vrouwen;4 jaar;2017;8e-05;99642;8;78.61
182;Totaal mannen en vrouwen;4 jaar;2018;8e-05;99658;8;78.81
183;Totaal mannen en vrouwen;4 jaar;2019;8e-05;99673;8;79.0
184;Totaal mannen en vrouwen;4 jaar;2020;7e-05;99688;7;79.19
185;Totaal mannen en vrouwen;4 jaar;2021;7e-05;99702;7;79.38
186;Totaal mannen en vrouwen;4 jaar;2022;7e-05;99715;7;79.56
187;Totaal mannen en vrouwen;4 jaar;2023;6e-05;99727;6;79.72
188;Totaal mannen en vrouwen;4 jaar;2024;6e-05;99738;6;79.87
189;Totaal mannen en vrouwen;4 jaar;2025;6e-05;99749;6;80.03
190;Totaal mannen en vrouwen;4 jaar;2026;6e-05;99760;6;80.19
191;Totaal mannen en vrouwen;4 jaar;2027;5e-05;99770;5;80.34
192;Totaal mannen en vrouwen;4 jaar;2028;5e-05;99779;5;80.5
193;Totaal mannen en vrouwen;4 jaar;2029;5e-05;99788;5;80.66
194;Totaal mannen en vrouwen;4 jaar;2030;5e-05;99797;5;80.82
195;Totaal mannen en vrouwen;4 jaar;2031;5e-05;99806;5;80.98
196;Totaal mannen en vrouwen;4 jaar;2032;4e-05;99814;4;81.13
197;Totaal mannen en vrouwen;4 jaar;2033;4e-05;99822;4;81.29
198;Totaal mannen en vrouwen;4 jaar;2034;4e-05;99829;4;81.45
199;Totaal mannen en vrouwen;4 jaar;2035;4e-05;99836;4;81.61
200;Totaal mannen en vrouwen;4 jaar;2036;4e-05;99843;4;81.77
201;Totaal mannen en vrouwen;4 jaar;2037;4e-05;99850;4;81.92
202;Totaal mannen en vrouwen;4 jaar;2038;3e-05;99856;3;82.08
203;Totaal mannen en vrouwen;4 jaar;2039;3e-05;99862;3;82.23
204;Totaal mannen en vrouwen;4 jaar;2040;3e-05;99868;3;82.38
205;Totaal mannen en vrouwen;4 jaar;2041;3e-05;99873;3;82.53
206;Totaal mannen en vrouwen;4 jaar;2042;3e-05;99879;3;82.68
207;Totaal mannen en vrouwen;4 jaar;2043;3e-05;99884;3;82.83
208;Totaal mannen en vrouwen;4 jaar;2044;3e-05;99889;3;82.97
209;Totaal mannen en vrouwen;4 jaar;2045;3e-05;99893;3;83.12
210;Totaal mannen en vrouwen;4 jaar;2046;3e-05;99898;3;83.26
211;Totaal mannen en vrouwen;4 jaar;2047;2e-05;99902;2;83.4
212;Totaal mannen en vrouwen;4 jaar;2048;2e-05;99906;2;83.54
213;Totaal mannen en vrouwen;4 jaar;2049;2e-05;99910;2;83.68
214;Totaal mannen en vrouwen;4 jaar;2050;2e-05;99914;2;83.82
215;Totaal mannen en vrouwen;4 jaar;2051;2e-05;99918;2;83.96
216;Totaal mannen en vrouwen;4 jaar;2052;2e-05;99921;2;84.09
217;Totaal mannen en vrouwen;4 jaar;2053;2e-05;99925;2;84.23
218;Totaal mannen en vrouwen;4 jaar;2054;2e-05;99928;2;84.36
219;Totaal mannen en vrouwen;4 jaar;2055;2e-05;99931;2;84.49
220;Totaal mannen en vrouwen;4 jaar;2056;2e-05;99934;2;84.62
221;Totaal mannen en vrouwen;4 jaar;2057;2e-05;99937;2;84.75
222;Totaal mannen en vrouwen;4 jaar;2058;2e-05;99939;2;84.88
223;Totaal mannen en vrouwen;4 jaar;2059;1e-05;99942;1;85.01
224;Totaal mannen en vrouwen;4 jaar;2060;1e-05;99944;1;85.13
225;Totaal mannen en vrouwen;5 jaar;2016;8e-05;99617;8;77.41
226;Totaal mannen en vrouwen;5 jaar;2017;7e-05;99634;7;77.61
227;Totaal mannen en vrouwen;5 jaar;2018;7e-05;99650;7;77.81
228;Totaal mannen en vrouwen;5 jaar;2019;7e-05;99666;7;78.01
229;Totaal mannen en vrouwen;5 jaar;2020;7e-05;99681;7;78.2
230;Totaal mannen en vrouwen;5 jaar;2021;6e-05;99695;6;78.38
231;Totaal mannen en vrouwen;5 jaar;2022;6e-05;99709;6;78.57
232;Totaal mannen en vrouwen;5 jaar;2023;6e-05;99721;6;78.72
233;Totaal mannen en vrouwen;5 jaar;2024;6e-05;99732;6;78.88
234;Totaal mannen en vrouwen;5 jaar;2025;5e-05;99743;5;79.03
235;Totaal mannen en vrouwen;5 jaar;2026;5e-05;99754;5;79.19
236;Totaal mannen en vrouwen;5 jaar;2027;5e-05;99764;5;79.35
237;Totaal mannen en vrouwen;5 jaar;2028;5e-05;99774;5;79.51
238;Totaal mannen en vrouwen;5 jaar;2029;5e-05;99783;4;79.66
239;Totaal mannen en vrouwen;5 jaar;2030;4e-05;99792;4;79.82
240;Totaal mannen en vrouwen;5 jaar;2031;4e-05;99801;4;79.98
241;Totaal mannen en vrouwen;5 jaar;2032;4e-05;99809;4;80.14
242;Totaal mannen en vrouwen;5 jaar;2033;4e-05;99817;4;80.3
243;Totaal mannen en vrouwen;5 jaar;2034;4e-05;99825;4;80.45
244;Totaal mannen en vrouwen;5 jaar;2035;4e-05;99832;4;80.61
245;Totaal mannen en vrouwen;5 jaar;2036;3e-05;99839;3;80.77
246;Totaal mannen en vrouwen;5 jaar;2037;3e-05;99846;3;80.93
247;Totaal mannen en vrouwen;5 jaar;2038;3e-05;99853;3;81.08
248;Totaal mannen en vrouwen;5 jaar;2039;3e-05;99859;3;81.23
249;Totaal mannen en vrouwen;5 jaar;2040;3e-05;99865;3;81.38
250;Totaal mannen en vrouwen;5 jaar;2041;3e-05;99870;3;81.53
251;Totaal mannen en vrouwen;5 jaar;2042;3e-05;99876;3;81.68
252;Totaal mannen en vrouwen;5 jaar;2043;3e-05;99881;3;81.83
253;Totaal mannen en vrouwen;5 jaar;2044;2e-05;99886;2;81.98
254;Totaal mannen en vrouwen;5 jaar;2045;2e-05;99891;2;82.12
255;Totaal mannen en vrouwen;5 jaar;2046;2e-05;99895;2;82.26
256;Totaal mannen en vrouwen;5 jaar;2047;2e-05;99900;2;82.41
257;Totaal mannen en vrouwen;5 jaar;2048;2e-05;99904;2;82.55
258;Totaal mannen en vrouwen;5 jaar;2049;2e-05;99908;2;82.69
259;Totaal mannen en vrouwen;5 jaar;2050;2e-05;99912;2;82.82
260;Totaal mannen en vrouwen;5 jaar;2051;2e-05;99916;2;82.96
261;Totaal mannen en vrouwen;5 jaar;2052;2e-05;99919;2;83.1
262;Totaal mannen en vrouwen;5 jaar;2053;2e-05;99923;2;83.23
263;Totaal mannen en vrouwen;5 jaar;2054;2e-05;99926;2;83.36
264;Totaal mannen en vrouwen;5 jaar;2055;2e-05;99929;2;83.5
265;Totaal mannen en vrouwen;5 jaar;2056;2e-05;99932;1;83.63
266;Totaal mannen en vrouwen;5 jaar;2057;1e-05;99935;1;83.76
267;Totaal mannen en vrouwen;5 jaar;2058;1e-05;99938;1;83.88
268;Totaal mannen en vrouwen;5 jaar;2059;1e-05;99940;1;84.01
269;Totaal mannen en vrouwen;5 jaar;2060;1e-05;99943;1;84.14
270;Totaal mannen en vrouwen;6 jaar;2016;7e-05;99609;7;76.41
271;Totaal mannen en vrouwen;6 jaar;2017;7e-05;99626;7;76.62
272;Totaal mannen en vrouwen;6 jaar;2018;7e-05;99643;7;76.82
273;Totaal mannen en vrouwen;6 jaar;2019;6e-05;99659;6;77.01
274;Totaal mannen en vrouwen;6 jaar;2020;6e-05;99674;6;77.2
275;Totaal mannen en vrouwen;6 jaar;2021;6e-05;99689;6;77.39
276;Totaal mannen en vrouwen;6 jaar;2022;6e-05;99703;5;77.57
277;Totaal mannen en vrouwen;6 jaar;2023;5e-05;99715;5;77.73
278;Totaal mannen en vrouwen;6 jaar;2024;5e-05;99727;5;77.88
279;Totaal mannen en vrouwen;6 jaar;2025;5e-05;99738;5;78.04
280;Totaal mannen en vrouwen;6 jaar;2026;5e-05;99749;5;78.2
281;Totaal mannen en vrouwen;6 jaar;2027;4e-05;99759;4;78.35
282;Totaal mannen en vrouwen;6 jaar;2028;4e-05;99769;4;78.51
283;Totaal mannen en vrouwen;6 jaar;2029;4e-05;99779;4;78.67
284;Totaal mannen en vrouwen;6 jaar;2030;4e-05;99788;4;78.83
285;Totaal mannen en vrouwen;6 jaar;2031;4e-05;99797;4;78.98
286;Totaal mannen en vrouwen;6 jaar;2032;4e-05;99805;4;79.14
287;Totaal mannen en vrouwen;6 jaar;2033;4e-05;99814;4;79.3
288;Totaal mannen en vrouwen;6 jaar;2034;3e-05;99821;3;79.46
289;Totaal mannen en vrouwen;6 jaar;2035;3e-05;99829;3;79.62
290;Totaal mannen en vrouwen;6 jaar;2036;3e-05;99836;3;79.77
291;Totaal mannen en vrouwen;6 jaar;2037;3e-05;99843;3;79.93
292;Totaal mannen en vrouwen;6 jaar;2038;3e-05;99849;3;80.08
293;Totaal mannen en vrouwen;6 jaar;2039;3e-05;99856;3;80.23
294;Totaal mannen en vrouwen;6 jaar;2040;3e-05;99862;3;80.39
295;Totaal mannen en vrouwen;6 jaar;2041;3e-05;99868;3;80.54
296;Totaal mannen en vrouwen;6 jaar;2042;2e-05;99873;2;80.68
297;Totaal mannen en vrouwen;6 jaar;2043;2e-05;99878;2;80.83
298;Totaal mannen en vrouwen;6 jaar;2044;2e-05;99884;2;80.98
299;Totaal mannen en vrouwen;6 jaar;2045;2e-05;99888;2;81.12
300;Totaal mannen en vrouwen;6 jaar;2046;2e-05;99893;2;81.27
301;Totaal mannen en vrouwen;6 jaar;2047;2e-05;99898;2;81.41
302;Totaal mannen en vrouwen;6 jaar;2048;2e-05;99902;2;81.55
303;Totaal mannen en vrouwen;6 jaar;2049;2e-05;99906;2;81.69
304;Totaal mannen en vrouwen;6 jaar;2050;2e-05;99910;2;81.83
305;Totaal mannen en vrouwen;6 jaar;2051;2e-05;99914;2;81.96
306;Totaal mannen en vrouwen;6 jaar;2052;2e-05;99918;2;82.1
307;Totaal mannen en vrouwen;6 jaar;2053;2e-05;99921;2;82.23
308;Totaal mannen en vrouwen;6 jaar;2054;1e-05;99924;1;82.37
309;Totaal mannen en vrouwen;6 jaar;2055;1e-05;99928;1;82.5
310;Totaal mannen en vrouwen;6 jaar;2056;1e-05;99931;1;82.63
311;Totaal mannen en vrouwen;6 jaar;2057;1e-05;99934;1;82.76
312;Totaal mannen en vrouwen;6 jaar;2058;1e-05;99936;1;82.88
313;Totaal mannen en vrouwen;6 jaar;2059;1e-05;99939;1;83.01
314;Totaal mannen en vrouwen;6 jaar;2060;1e-05;99942;1;83.14
315;Totaal mannen en vrouwen;7 jaar;2016;7e-05;99602;7;75.42
316;Totaal mannen en vrouwen;7 jaar;2017;7e-05;99620;7;75.62
317;Totaal mannen en vrouwen;7 jaar;2018;6e-05;99636;6;75.82
318;Totaal mannen en vrouwen;7 jaar;2019;6e-05;99653;6;76.02
319;Totaal mannen en vrouwen;7 jaar;2020;6e-05;99668;6;76.21
320;Totaal mannen en vrouwen;7 jaar;2021;6e-05;99683;6;76.39
321;Totaal mannen en vrouwen;7 jaar;2022;5e-05;99697;5;76.58
322;Totaal mannen en vrouwen;7 jaar;2023;5e-05;99710;5;76.73
323;Totaal mannen en vrouwen;7 jaar;2024;5e-05;99722;5;76.89
324;Totaal mannen en vrouwen;7 jaar;2025;5e-05;99733;5;77.04
325;Totaal mannen en vrouwen;7 jaar;2026;5e-05;99744;5;77.2
326;Totaal mannen en vrouwen;7 jaar;2027;4e-05;99755;4;77.36
327;Totaal mannen en vrouwen;7 jaar;2028;4e-05;99765;4;77.51
328;Totaal mannen en vrouwen;7 jaar;2029;4e-05;99775;4;77.67
329;Totaal mannen en vrouwen;7 jaar;2030;4e-05;99784;4;77.83
330;Totaal mannen en vrouwen;7 jaar;2031;4e-05;99793;4;77.99
331;Totaal mannen en vrouwen;7 jaar;2032;4e-05;99802;4;78.14
332;Totaal mannen en vrouwen;7 jaar;2033;3e-05;99810;3;78.3
333;Totaal mannen en vrouwen;7 jaar;2034;3e-05;99818;3;78.46
334;Totaal mannen en vrouwen;7 jaar;2035;3e-05;99826;3;78.62
335;Totaal mannen en vrouwen;7 jaar;2036;3e-05;99833;3;78.77
336;Totaal mannen en vrouwen;7 jaar;2037;3e-05;99840;3;78.93
337;Totaal mannen en vrouwen;7 jaar;2038;3e-05;99847;3;79.08
338;Totaal mannen en vrouwen;7 jaar;2039;3e-05;99853;3;79.24
339;Totaal mannen en vrouwen;7 jaar;2040;3e-05;99859;3;79.39
340;Totaal mannen en vrouwen;7 jaar;2041;2e-05;99865;2;79.54
341;Totaal mannen en vrouwen;7 jaar;2042;2e-05;99871;2;79.69
342;Totaal mannen en vrouwen;7 jaar;2043;2e-05;99876;2;79.83
343;Totaal mannen en vrouwen;7 jaar;2044;2e-05;99881;2;79.98
344;Totaal mannen en vrouwen;7 jaar;2045;2e-05;99886;2;80.12
345;Totaal mannen en vrouwen;7 jaar;2046;2e-05;99891;2;80.27
346;Totaal mannen en vrouwen;7 jaar;2047;2e-05;99896;2;80.41
347;Totaal mannen en vrouwen;7 jaar;2048;2e-05;99900;2;80.55
348;Totaal mannen en vrouwen;7 jaar;2049;2e-05;99904;2;80.69
349;Totaal mannen en vrouwen;7 jaar;2050;2e-05;99908;2;80.83
350;Totaal mannen en vrouwen;7 jaar;2051;2e-05;99912;2;80.96
351;Totaal mannen en vrouwen;7 jaar;2052;2e-05;99916;2;81.1
352;Totaal mannen en vrouwen;7 jaar;2053;2e-05;99919;2;81.23
353;Totaal mannen en vrouwen;7 jaar;2054;1e-05;99923;1;81.37
354;Totaal mannen en vrouwen;7 jaar;2055;1e-05;99926;1;81.5
