ID;Bedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
4315;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 2e kwartaal;75.2;8.6
4316;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 juli;80.0;5.9
4317;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 augustus;52.3;10.8
4318;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 september;77.2;0.6
4319;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 3e kwartaal;69.8;5.0
4320;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 oktober;84.4;9.7
4321;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 november;88.6;10.4
4322;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 december;89.1;2.5
4323;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017 4e kwartaal;87.4;7.4
4324;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2017;72.7;7.3
4325;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 januari;51.1;18.5
4326;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 februari;64.1;10.8
4327;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 maart;76.9;3.3
4328;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 1e kwartaal;64.0;9.5
4329;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 april;76.5;12.4
4330;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 mei;82.3;9.2
4331;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 juni;88.6;7.8
4332;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 2e kwartaal;82.5;9.7
4333;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 juli;85.4;6.7
4334;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 augustus;59.2;13.2
4335;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 september;83.9;8.7
4336;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 3e kwartaal;76.2;9.1
4337;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 oktober;94.3;11.7
4338;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 november;92.9;4.8
4339;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 december;96.2;8.0
4340;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018 4e kwartaal;94.5;8.1
4341;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2018;79.3;9.0
4342;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 januari;55.6;8.9
4343;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 februari;71.1;10.8
4344;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 maart;81.6;6.1
4345;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 1e kwartaal;69.4;8.4
4346;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 april;85.5;11.7
4347;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 mei;93.1;13.2
4348;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 juni;88.0;-0.6
4349;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 2e kwartaal;88.9;7.8
4350;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 juli ;93.4;9.5
4351;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 augustus;61.0;3.0
4352;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 september;89.4;6.5
4353;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 3e kwartaal;81.3;6.7
4354;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 oktober;95.7;1.5
4355;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 november;95.8;3.1
4356;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 december;96.5;0.3
4357;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019 4e kwartaal;96.0;1.6
4358;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2019;83.9;5.8
4359;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 januari;65.9;18.5
4360;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 februari;77.8;9.5
4361;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 maart;93.4;14.6
4362;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 1e kwartaal ;79.0;13.9
4363;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 april;84.9;-0.7
4364;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 mei;86.7;-6.9
4365;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 juni;99.2;12.7
4366;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 2e kwartaal ;90.3;1.6
4367;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 juli;95.3;1.9
4368;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 augustus;66.1;8.4
4369;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 september;97.5;9.1
4370;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 3e kwartaal ;86.3;6.2
4371;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 oktober;100.8;5.4
4372;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 november;102.9;7.4
4373;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 december;104.3;8.0
4374;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 4e kwartaal ;102.7;7.0
4375;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2020 ;89.6;6.8
4376;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 januari;68.2;3.5
4377;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 februari;80.3;3.2
4378;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 maart;104.9;12.2
4379;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 1e kwartaal;84.4;6.8
4380;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 april;100.4;18.2
4381;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 mei;97.8;12.8
4382;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 juni;113.6;14.5
4383;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 2e kwartaal;103.9;15.2
4384;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 juli;108.2;13.6
4385;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 augustus;69.6;5.2
4386;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 september;108.2;11.0
4387;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 3e kwartaal;95.3;10.5
4388;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 oktober;109.6;8.7
4389;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 november;117.5;14.2
4390;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 december;121.8;16.8
4391;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021 4e kwartaal;116.3;13.3
4392;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2021;100.0;11.7
4393;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 januari;72.6;6.5
4394;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 februari;92.2;14.9
4395;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 maart;115.3;10.0
4396;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 1e kwartaal;93.4;10.6
4397;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 april;108.1;7.7
4398;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 mei;113.7;16.2
4399;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 juni;123.2;8.4
4400;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 2e kwartaal;115.0;10.6
4401;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 juli;121.0;11.8
4402;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 augustus;74.9;7.7
4403;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 september;113.5;4.9
4404;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 3e kwartaal;103.1;8.2
4405;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 oktober;120.2;9.7
4406;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 november;128.6;9.5
4407;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 december;132.9;9.1
4408;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022 4e kwartaal;127.2;9.4
4409;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2022;109.7;9.7
4410;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 januari;80.5;10.9
4411;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 februari;101.9;10.5
4412;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 maart;122.3;6.1
4413;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 1e kwartaal;101.6;8.8
4414;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 april;108.1;0.0
4415;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 mei;122.3;7.6
4416;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 juni;135.6;10.0
4417;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 2e kwartaal;122.0;6.1
4418;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 juli;126.9;4.9
4419;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 augustus;80.1;7.0
4420;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 september;121.9;7.4
4421;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 3e kwartaal;109.6;6.3
4422;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 oktober;130.4;8.5
4423;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 november;131.0;1.9
4424;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 december;132.2;-0.5
4425;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023 4e kwartaal;131.2;3.1
4426;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2023;116.1;5.9
4427;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 januari;84.0;4.4
4428;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 februari;109.2;7.1
4429;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 maart;124.6;1.9
4430;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 1e kwartaal;105.9;4.3
4431;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 april;125.8;16.4
4432;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 mei;129.5;5.9
4433;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 juni;130.2;-3.9
4434;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 2e kwartaal;128.5;5.3
4435;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 juli;134.9;6.3
4436;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 augustus;90.0;12.3
4437;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 september;129.3;6.1
4438;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 3e kwartaal;118.1;7.7
4439;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 oktober;141.2;8.3
4440;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 november;142.7;8.9
4441;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 december;142.4;7.7
4442;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024 4e kwartaal;142.1;8.3
4443;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2024;123.6;6.5
4444;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2025 januari;99.0;17.8
4445;Totaal 1 of meer werkzame personen;433 Afwerkingsbedrijven (bouw);2025 februari;117.4;7.5
4446;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 januari;30.9;-4.4
4447;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 februari;41.2;0.1
4448;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 maart;48.5;-4.3
4449;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 1e kwartaal;40.2;-2.9
4450;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 april;52.6;3.6
4451;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 mei;51.1;5.7
4452;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 juni;64.0;13.6
4453;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 2e kwartaal;55.9;7.9
4454;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 juli;52.3;3.5
4455;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 augustus;35.0;10.6
4456;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 september;59.8;12.4
4457;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 3e kwartaal;49.0;8.7
4458;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 oktober;57.2;2.8
4459;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 november;61.9;9.8
4460;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 december;68.5;12.7
4461;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005 4e kwartaal;62.6;8.6
4462;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2005;51.9;6.0
4463;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 januari;33.8;9.7
4464;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 februari;45.4;10.2
4465;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 maart;58.1;19.7
4466;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 1e kwartaal;45.8;13.9
4467;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 april;52.9;0.6
4468;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 mei;60.6;18.5
4469;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 juni;67.4;5.3
4470;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 2e kwartaal;60.3;7.9
4471;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 juli;53.2;1.6
4472;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 augustus;38.6;10.5
4473;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 september;66.0;10.5
4474;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 3e kwartaal;52.6;7.3
4475;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 oktober;67.4;17.8
4476;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 november;69.2;11.8
4477;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 december;77.2;12.6
4478;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006 4e kwartaal;71.3;13.9
4479;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2006;57.5;10.7
4480;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 januari;37.7;11.4
4481;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 februari;53.7;18.4
4482;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 maart;65.7;13.2
4483;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 1e kwartaal;52.4;14.5
4484;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 april;62.3;17.8
4485;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 mei;64.7;6.9
4486;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 juni;75.7;12.3
4487;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 2e kwartaal;67.6;12.1
4488;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 juli;61.9;16.4
4489;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 augustus;44.3;14.6
4490;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 september;69.7;5.6
4491;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 3e kwartaal;58.6;11.4
4492;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 oktober;74.6;10.7
4493;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 november;75.6;9.1
4494;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 december;77.0;-0.2
4495;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007 4e kwartaal;75.7;6.3
4496;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2007;63.6;10.6
4497;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 januari;48.3;28.1
4498;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 februari;67.0;24.8
4499;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 maart;73.3;11.5
4500;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 1e kwartaal;62.9;20.0
4501;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 april;78.0;25.1
4502;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 mei;74.1;14.4
4503;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 juni;85.9;13.5
4504;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 2e kwartaal;79.3;17.3
4505;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 juli;71.9;16.2
4506;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 augustus;52.1;17.7
4507;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 september;85.4;22.5
4508;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 3e kwartaal;69.8;19.1
4509;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 oktober;87.5;17.3
4510;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 november;81.4;7.8
4511;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 december;88.2;14.6
4512;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008 4e kwartaal;85.7;13.2
4513;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2008;74.4;17.1
4514;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 januari;50.0;3.5
4515;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 februari;68.0;1.5
4516;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 maart;84.3;15.0
4517;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 1e kwartaal;67.4;7.3
4518;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 april;82.4;5.7
4519;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 mei;78.1;5.5
4520;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 juni;87.4;1.8
4521;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 2e kwartaal;82.6;4.2
4522;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 juli;77.3;7.5
4523;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 augustus;44.7;-14.3
4524;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 september;84.9;-0.6
4525;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 3e kwartaal;68.9;-1.2
4526;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 oktober;84.7;-3.2
4527;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 november;77.6;-4.7
4528;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 december;73.7;-16.5
4529;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009 4e kwartaal;78.7;-8.2
4530;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2009;74.4;0.0
4531;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 januari;31.2;-37.6
4532;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 februari;42.9;-36.9
4533;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 maart;68.6;-18.6
4534;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 1e kwartaal;47.6;-29.4
4535;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 april;67.5;-18.1
4536;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 mei;64.9;-17.0
4537;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 juni;74.6;-14.7
4538;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 2e kwartaal;69.0;-16.5
4539;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 juli;66.3;-14.2
4540;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 augustus;42.5;-4.8
4541;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 september;71.6;-15.6
4542;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 3e kwartaal;60.1;-12.8
4543;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 oktober;73.1;-13.7
4544;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 november;73.4;-5.5
4545;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 december;64.3;-12.7
4546;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010 4e kwartaal;70.3;-10.7
4547;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2010;61.7;-17.0
4548;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 januari;40.5;29.9
4549;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 februari;57.6;34.2
4550;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 maart;71.0;3.5
4551;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 1e kwartaal;56.4;18.5
4552;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 april;71.1;5.4
4553;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 mei;76.0;17.1
4554;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 juni;71.0;-4.8
4555;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 2e kwartaal;72.7;5.4
4556;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 juli;66.3;0.1
4557;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 augustus;45.7;7.4
4558;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 september;75.0;4.7
4559;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 3e kwartaal;62.3;3.6
4560;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 oktober;70.2;-4.0
4561;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 november;74.6;1.7
4562;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 december;75.5;17.4
4563;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011 4e kwartaal;73.5;4.5
4564;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2011;66.2;7.2
4565;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2012 januari;36.0;-11.2
4566;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2012 februari;41.6;-27.8
4567;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2012 maart;60.6;-14.8
4568;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2012 1e kwartaal;46.1;-18.3
4569;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2012 april;54.2;-23.8
4570;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2012 mei;57.7;-24.0
4571;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2012 juni;63.2;-11.0
4572;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2012 2e kwartaal;58.4;-19.7
4573;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2012 juli;55.5;-16.3
4574;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2012 augustus;41.7;-8.7
4575;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2012 september;62.8;-16.2
4576;Totaal 1 of meer werkzame personen;439 Overige gespecialiseerde bouw;2012 3e kwartaal;53.3;-14.4
