ID;Donorregistratie;RegioS;Perioden;DonorregisterVastgelegdeKeuze_1
2779;Toestemming met donatiebeperkingen;Het Hogeland;2023;4
2780;Toestemming met donatiebeperkingen;Hollands Kroon;2022;4
2781;Toestemming met donatiebeperkingen;Hollands Kroon;2023;4
2782;Toestemming met donatiebeperkingen;Hoogeveen;2022;4
2783;Toestemming met donatiebeperkingen;Hoogeveen;2023;4
2784;Toestemming met donatiebeperkingen;Hoorn;2022;5
2785;Toestemming met donatiebeperkingen;Hoorn;2023;5
2786;Toestemming met donatiebeperkingen;Horst aan de Maas;2022;4
2787;Toestemming met donatiebeperkingen;Horst aan de Maas;2023;4
2788;Toestemming met donatiebeperkingen;Houten;2022;4
2789;Toestemming met donatiebeperkingen;Houten;2023;4
2790;Toestemming met donatiebeperkingen;Huizen;2022;3
2791;Toestemming met donatiebeperkingen;Huizen;2023;3
2792;Toestemming met donatiebeperkingen;Hulst;2022;2
2793;Toestemming met donatiebeperkingen;Hulst;2023;2
2794;Toestemming met donatiebeperkingen;IJsselstein;2022;3
2795;Toestemming met donatiebeperkingen;IJsselstein;2023;3
2796;Toestemming met donatiebeperkingen;Kaag en Braassem;2022;2
2797;Toestemming met donatiebeperkingen;Kaag en Braassem;2023;2
2798;Toestemming met donatiebeperkingen;Kampen;2022;4
2799;Toestemming met donatiebeperkingen;Kampen;2023;4
2800;Toestemming met donatiebeperkingen;Kapelle;2022;1
2801;Toestemming met donatiebeperkingen;Kapelle;2023;1
2802;Toestemming met donatiebeperkingen;Katwijk;2022;5
2803;Toestemming met donatiebeperkingen;Katwijk;2023;5
2804;Toestemming met donatiebeperkingen;Kerkrade;2022;2
2805;Toestemming met donatiebeperkingen;Kerkrade;2023;2
2806;Toestemming met donatiebeperkingen;Koggenland;2022;2
2807;Toestemming met donatiebeperkingen;Koggenland;2023;2
2808;Toestemming met donatiebeperkingen;Krimpen aan den IJssel;2022;2
2809;Toestemming met donatiebeperkingen;Krimpen aan den IJssel;2023;2
2810;Toestemming met donatiebeperkingen;Krimpenerwaard;2022;4
2811;Toestemming met donatiebeperkingen;Krimpenerwaard;2023;5
2812;Toestemming met donatiebeperkingen;Laarbeek;2022;2
2813;Toestemming met donatiebeperkingen;Laarbeek;2023;2
2814;Toestemming met donatiebeperkingen;Land van Cuijk;2022;7
2815;Toestemming met donatiebeperkingen;Land van Cuijk;2023;8
2816;Toestemming met donatiebeperkingen;Landgraaf;2022;2
2817;Toestemming met donatiebeperkingen;Landgraaf;2023;2
2818;Toestemming met donatiebeperkingen;Landsmeer;2022;1
2819;Toestemming met donatiebeperkingen;Landsmeer;2023;1
2820;Toestemming met donatiebeperkingen;Lansingerland;2022;5
2821;Toestemming met donatiebeperkingen;Lansingerland;2023;5
2822;Toestemming met donatiebeperkingen;Laren (NH.);2022;1
2823;Toestemming met donatiebeperkingen;Laren (NH.);2023;1
2824;Toestemming met donatiebeperkingen;Leeuwarden;2022;10
2825;Toestemming met donatiebeperkingen;Leeuwarden;2023;10
2826;Toestemming met donatiebeperkingen;Leiden;2022;10
2827;Toestemming met donatiebeperkingen;Leiden;2023;10
2828;Toestemming met donatiebeperkingen;Leiderdorp;2022;2
2829;Toestemming met donatiebeperkingen;Leiderdorp;2023;2
2830;Toestemming met donatiebeperkingen;Leidschendam-Voorburg;2022;5
2831;Toestemming met donatiebeperkingen;Leidschendam-Voorburg;2023;5
2832;Toestemming met donatiebeperkingen;Lelystad;2022;5
2833;Toestemming met donatiebeperkingen;Lelystad;2023;5
2834;Toestemming met donatiebeperkingen;Leudal;2022;2
2835;Toestemming met donatiebeperkingen;Leudal;2023;3
2836;Toestemming met donatiebeperkingen;Leusden;2022;3
2837;Toestemming met donatiebeperkingen;Leusden;2023;3
2838;Toestemming met donatiebeperkingen;Lingewaard;2022;4
2839;Toestemming met donatiebeperkingen;Lingewaard;2023;4
2840;Toestemming met donatiebeperkingen;Lisse;2022;2
2841;Toestemming met donatiebeperkingen;Lisse;2023;2
2842;Toestemming met donatiebeperkingen;Lochem;2022;3
2843;Toestemming met donatiebeperkingen;Lochem;2023;3
2844;Toestemming met donatiebeperkingen;Loon op Zand;2022;2
2845;Toestemming met donatiebeperkingen;Loon op Zand;2023;2
2846;Toestemming met donatiebeperkingen;Lopik;2022;1
2847;Toestemming met donatiebeperkingen;Lopik;2023;1
2848;Toestemming met donatiebeperkingen;Losser;2022;2
2849;Toestemming met donatiebeperkingen;Losser;2023;2
2850;Toestemming met donatiebeperkingen;Maasdriel;2022;2
2851;Toestemming met donatiebeperkingen;Maasdriel;2023;2
2852;Toestemming met donatiebeperkingen;Maasgouw;2022;2
2853;Toestemming met donatiebeperkingen;Maasgouw;2023;2
2854;Toestemming met donatiebeperkingen;Maashorst;2022;5
2855;Toestemming met donatiebeperkingen;Maashorst;2023;5
2856;Toestemming met donatiebeperkingen;Maassluis;2022;2
2857;Toestemming met donatiebeperkingen;Maassluis;2023;2
2858;Toestemming met donatiebeperkingen;Maastricht;2022;8
2859;Toestemming met donatiebeperkingen;Maastricht;2023;7
2860;Toestemming met donatiebeperkingen;Medemblik;2022;3
2861;Toestemming met donatiebeperkingen;Medemblik;2023;3
2862;Toestemming met donatiebeperkingen;Meerssen;2022;1
2863;Toestemming met donatiebeperkingen;Meerssen;2023;1
2864;Toestemming met donatiebeperkingen;Meierijstad;2022;7
2865;Toestemming met donatiebeperkingen;Meierijstad;2023;7
2866;Toestemming met donatiebeperkingen;Meppel;2022;3
2867;Toestemming met donatiebeperkingen;Meppel;2023;3
2868;Toestemming met donatiebeperkingen;Middelburg (Z.);2022;4
2869;Toestemming met donatiebeperkingen;Middelburg (Z.);2023;4
2870;Toestemming met donatiebeperkingen;Midden-Delfland;2022;2
2871;Toestemming met donatiebeperkingen;Midden-Delfland;2023;2
2872;Toestemming met donatiebeperkingen;Midden-Drenthe;2022;3
2873;Toestemming met donatiebeperkingen;Midden-Drenthe;2023;3
2874;Toestemming met donatiebeperkingen;Midden-Groningen;2022;4
2875;Toestemming met donatiebeperkingen;Midden-Groningen;2023;4
2876;Toestemming met donatiebeperkingen;Moerdijk;2022;3
2877;Toestemming met donatiebeperkingen;Moerdijk;2023;3
2878;Toestemming met donatiebeperkingen;Molenlanden;2022;3
2879;Toestemming met donatiebeperkingen;Molenlanden;2023;3
2880;Toestemming met donatiebeperkingen;Montferland;2022;3
2881;Toestemming met donatiebeperkingen;Montferland;2023;3
2882;Toestemming met donatiebeperkingen;Montfoort;2022;1
2883;Toestemming met donatiebeperkingen;Montfoort;2023;1
2884;Toestemming met donatiebeperkingen;Mook en Middelaar;2022;1
2885;Toestemming met donatiebeperkingen;Mook en Middelaar;2023;1
2886;Toestemming met donatiebeperkingen;Neder-Betuwe;2022;1
2887;Toestemming met donatiebeperkingen;Neder-Betuwe;2023;1
2888;Toestemming met donatiebeperkingen;Nederweert;2022;1
2889;Toestemming met donatiebeperkingen;Nederweert;2023;1
2890;Toestemming met donatiebeperkingen;Nieuwegein;2022;5
2891;Toestemming met donatiebeperkingen;Nieuwegein;2023;5
2892;Toestemming met donatiebeperkingen;Nieuwkoop;2022;2
2893;Toestemming met donatiebeperkingen;Nieuwkoop;2023;2
2894;Toestemming met donatiebeperkingen;Nijkerk;2022;4
2895;Toestemming met donatiebeperkingen;Nijkerk;2023;4
2896;Toestemming met donatiebeperkingen;Nijmegen;2022;18
2897;Toestemming met donatiebeperkingen;Nijmegen;2023;18
2898;Toestemming met donatiebeperkingen;Nissewaard;2022;6
2899;Toestemming met donatiebeperkingen;Nissewaard;2023;6
2900;Toestemming met donatiebeperkingen;Noardeast-Fryslân;2022;3
2901;Toestemming met donatiebeperkingen;Noardeast-Fryslân;2023;3
2902;Toestemming met donatiebeperkingen;Noord-Beveland;2022;1
2903;Toestemming met donatiebeperkingen;Noord-Beveland;2023;1
2904;Toestemming met donatiebeperkingen;Noordenveld;2022;3
2905;Toestemming met donatiebeperkingen;Noordenveld;2023;3
2906;Toestemming met donatiebeperkingen;Noordoostpolder;2022;4
2907;Toestemming met donatiebeperkingen;Noordoostpolder;2023;4
2908;Toestemming met donatiebeperkingen;Noordwijk;2022;3
2909;Toestemming met donatiebeperkingen;Noordwijk;2023;3
2910;Toestemming met donatiebeperkingen;Nuenen, Gerwen en Nederwetten;2022;2
2911;Toestemming met donatiebeperkingen;Nuenen, Gerwen en Nederwetten;2023;2
2912;Toestemming met donatiebeperkingen;Nunspeet;2022;2
2913;Toestemming met donatiebeperkingen;Nunspeet;2023;2
2914;Toestemming met donatiebeperkingen;Oegstgeest;2022;2
2915;Toestemming met donatiebeperkingen;Oegstgeest;2023;2
2916;Toestemming met donatiebeperkingen;Oirschot;2022;1
2917;Toestemming met donatiebeperkingen;Oirschot;2023;2
2918;Toestemming met donatiebeperkingen;Oisterwijk;2022;3
2919;Toestemming met donatiebeperkingen;Oisterwijk;2023;3
2920;Toestemming met donatiebeperkingen;Oldambt;2022;3
2921;Toestemming met donatiebeperkingen;Oldambt;2023;3
2922;Toestemming met donatiebeperkingen;Oldebroek;2022;2
2923;Toestemming met donatiebeperkingen;Oldebroek;2023;2
2924;Toestemming met donatiebeperkingen;Oldenzaal;2022;3
2925;Toestemming met donatiebeperkingen;Oldenzaal;2023;3
2926;Toestemming met donatiebeperkingen;Olst-Wijhe;2022;2
2927;Toestemming met donatiebeperkingen;Olst-Wijhe;2023;2
2928;Toestemming met donatiebeperkingen;Ommen;2022;2
2929;Toestemming met donatiebeperkingen;Ommen;2023;2
2930;Toestemming met donatiebeperkingen;Oost Gelre;2022;3
2931;Toestemming met donatiebeperkingen;Oost Gelre;2023;3
2932;Toestemming met donatiebeperkingen;Oosterhout;2022;4
2933;Toestemming met donatiebeperkingen;Oosterhout;2023;5
2934;Toestemming met donatiebeperkingen;Ooststellingwerf;2022;2
2935;Toestemming met donatiebeperkingen;Ooststellingwerf;2023;2
2936;Toestemming met donatiebeperkingen;Oostzaan;2022;1
2937;Toestemming met donatiebeperkingen;Oostzaan;2023;1
2938;Toestemming met donatiebeperkingen;Opmeer;2022;1
2939;Toestemming met donatiebeperkingen;Opmeer;2023;1
2940;Toestemming met donatiebeperkingen;Opsterland;2022;2
2941;Toestemming met donatiebeperkingen;Opsterland;2023;2
2942;Toestemming met donatiebeperkingen;Oss;2022;7
2943;Toestemming met donatiebeperkingen;Oss;2023;7
2944;Toestemming met donatiebeperkingen;Oude IJsselstreek;2022;3
2945;Toestemming met donatiebeperkingen;Oude IJsselstreek;2023;3
2946;Toestemming met donatiebeperkingen;Ouder-Amstel;2022;1
2947;Toestemming met donatiebeperkingen;Ouder-Amstel;2023;1
2948;Toestemming met donatiebeperkingen;Oudewater;2022;1
2949;Toestemming met donatiebeperkingen;Oudewater;2023;1
2950;Toestemming met donatiebeperkingen;Overbetuwe;2022;4
2951;Toestemming met donatiebeperkingen;Overbetuwe;2023;4
2952;Toestemming met donatiebeperkingen;Papendrecht;2022;2
2953;Toestemming met donatiebeperkingen;Papendrecht;2023;2
2954;Toestemming met donatiebeperkingen;Peel en Maas;2022;4
2955;Toestemming met donatiebeperkingen;Peel en Maas;2023;4
2956;Toestemming met donatiebeperkingen;Pekela;2022;1
2957;Toestemming met donatiebeperkingen;Pekela;2023;1
2958;Toestemming met donatiebeperkingen;Pijnacker-Nootdorp;2022;4
2959;Toestemming met donatiebeperkingen;Pijnacker-Nootdorp;2023;4
2960;Toestemming met donatiebeperkingen;Purmerend;2022;6
2961;Toestemming met donatiebeperkingen;Purmerend;2023;7
2962;Toestemming met donatiebeperkingen;Putten;2022;2
2963;Toestemming met donatiebeperkingen;Putten;2023;2
2964;Toestemming met donatiebeperkingen;Raalte;2022;4
2965;Toestemming met donatiebeperkingen;Raalte;2023;4
2966;Toestemming met donatiebeperkingen;Reimerswaal;2022;1
2967;Toestemming met donatiebeperkingen;Reimerswaal;2023;1
2968;Toestemming met donatiebeperkingen;Renkum;2022;2
2969;Toestemming met donatiebeperkingen;Renkum;2023;2
2970;Toestemming met donatiebeperkingen;Renswoude;2022;0
2971;Toestemming met donatiebeperkingen;Renswoude;2023;0
2972;Toestemming met donatiebeperkingen;Reusel-De Mierden;2022;1
2973;Toestemming met donatiebeperkingen;Reusel-De Mierden;2023;1
2974;Toestemming met donatiebeperkingen;Rheden;2022;3
2975;Toestemming met donatiebeperkingen;Rheden;2023;3
2976;Toestemming met donatiebeperkingen;Rhenen;2022;1
2977;Toestemming met donatiebeperkingen;Rhenen;2023;1
2978;Toestemming met donatiebeperkingen;Ridderkerk;2022;3
2979;Toestemming met donatiebeperkingen;Ridderkerk;2023;3
2980;Toestemming met donatiebeperkingen;Rijssen-Holten;2022;3
2981;Toestemming met donatiebeperkingen;Rijssen-Holten;2023;3
2982;Toestemming met donatiebeperkingen;Rijswijk (ZH.);2022;3
2983;Toestemming met donatiebeperkingen;Rijswijk (ZH.);2023;4
2984;Toestemming met donatiebeperkingen;Roerdalen;2022;1
2985;Toestemming met donatiebeperkingen;Roerdalen;2023;1
2986;Toestemming met donatiebeperkingen;Roermond;2022;4
2987;Toestemming met donatiebeperkingen;Roermond;2023;4
2988;Toestemming met donatiebeperkingen;De Ronde Venen;2022;4
2989;Toestemming met donatiebeperkingen;De Ronde Venen;2023;4
2990;Toestemming met donatiebeperkingen;Roosendaal;2022;5
2991;Toestemming met donatiebeperkingen;Roosendaal;2023;5
2992;Toestemming met donatiebeperkingen;Rotterdam;2022;34
2993;Toestemming met donatiebeperkingen;Rotterdam;2023;34
2994;Toestemming met donatiebeperkingen;Rozendaal;2022;0
2995;Toestemming met donatiebeperkingen;Rozendaal;2023;0
2996;Toestemming met donatiebeperkingen;Rucphen;2022;2
2997;Toestemming met donatiebeperkingen;Rucphen;2023;2
2998;Toestemming met donatiebeperkingen;Schagen;2022;4
2999;Toestemming met donatiebeperkingen;Schagen;2023;4
3000;Toestemming met donatiebeperkingen;Scherpenzeel;2022;1
3001;Toestemming met donatiebeperkingen;Scherpenzeel;2023;1
3002;Toestemming met donatiebeperkingen;Schiedam;2022;4
3003;Toestemming met donatiebeperkingen;Schiedam;2023;4
3004;Toestemming met donatiebeperkingen;Schiermonnikoog;2022;0
3005;Toestemming met donatiebeperkingen;Schiermonnikoog;2023;0
3006;Toestemming met donatiebeperkingen;Schouwen-Duiveland;2022;2
3007;Toestemming met donatiebeperkingen;Schouwen-Duiveland;2023;3
3008;Toestemming met donatiebeperkingen;Simpelveld;2022;1
3009;Toestemming met donatiebeperkingen;Simpelveld;2023;1
3010;Toestemming met donatiebeperkingen;Sint-Michielsgestel;2022;2
3011;Toestemming met donatiebeperkingen;Sint-Michielsgestel;2023;3
3012;Toestemming met donatiebeperkingen;Sittard-Geleen;2022;6
3013;Toestemming met donatiebeperkingen;Sittard-Geleen;2023;6
3014;Toestemming met donatiebeperkingen;Sliedrecht;2022;2
3015;Toestemming met donatiebeperkingen;Sliedrecht;2023;2
3016;Toestemming met donatiebeperkingen;Sluis;2022;2
3017;Toestemming met donatiebeperkingen;Sluis;2023;2
3018;Toestemming met donatiebeperkingen;Smallingerland;2022;4
3019;Toestemming met donatiebeperkingen;Smallingerland;2023;4
3020;Toestemming met donatiebeperkingen;Soest;2022;4
3021;Toestemming met donatiebeperkingen;Soest;2023;4
3022;Toestemming met donatiebeperkingen;Someren;2022;2
3023;Toestemming met donatiebeperkingen;Someren;2023;2
3024;Toestemming met donatiebeperkingen;Son en Breugel;2022;1
3025;Toestemming met donatiebeperkingen;Son en Breugel;2023;2
3026;Toestemming met donatiebeperkingen;Stadskanaal;2022;2
3027;Toestemming met donatiebeperkingen;Stadskanaal;2023;2
3028;Toestemming met donatiebeperkingen;Staphorst;2022;1
3029;Toestemming met donatiebeperkingen;Staphorst;2023;1
3030;Toestemming met donatiebeperkingen;Stede Broec;2022;2
3031;Toestemming met donatiebeperkingen;Stede Broec;2023;2
3032;Toestemming met donatiebeperkingen;Steenbergen;2022;2
3033;Toestemming met donatiebeperkingen;Steenbergen;2023;2
3034;Toestemming met donatiebeperkingen;Steenwijkerland;2022;4
3035;Toestemming met donatiebeperkingen;Steenwijkerland;2023;4
3036;Toestemming met donatiebeperkingen;Stein (L.);2022;2
3037;Toestemming met donatiebeperkingen;Stein (L.);2023;2
3038;Toestemming met donatiebeperkingen;Stichtse Vecht;2022;5
3039;Toestemming met donatiebeperkingen;Stichtse Vecht;2023;5
3040;Toestemming met donatiebeperkingen;Súdwest-Fryslân;2022;7
3041;Toestemming met donatiebeperkingen;Súdwest-Fryslân;2023;7
3042;Toestemming met donatiebeperkingen;Terneuzen;2022;4
3043;Toestemming met donatiebeperkingen;Terneuzen;2023;4
3044;Toestemming met donatiebeperkingen;Terschelling;2022;0
3045;Toestemming met donatiebeperkingen;Terschelling;2023;0
3046;Toestemming met donatiebeperkingen;Texel;2022;1
3047;Toestemming met donatiebeperkingen;Texel;2023;1
3048;Toestemming met donatiebeperkingen;Teylingen;2022;3
3049;Toestemming met donatiebeperkingen;Teylingen;2023;3
3050;Toestemming met donatiebeperkingen;Tholen;2022;2
3051;Toestemming met donatiebeperkingen;Tholen;2023;2
3052;Toestemming met donatiebeperkingen;Tiel;2022;3
3053;Toestemming met donatiebeperkingen;Tiel;2023;3
3054;Toestemming met donatiebeperkingen;Tilburg;2022;17
3055;Toestemming met donatiebeperkingen;Tilburg;2023;17
3056;Toestemming met donatiebeperkingen;Tubbergen;2022;2
3057;Toestemming met donatiebeperkingen;Tubbergen;2023;2
3058;Toestemming met donatiebeperkingen;Twenterand;2022;2
3059;Toestemming met donatiebeperkingen;Twenterand;2023;2
3060;Toestemming met donatiebeperkingen;Tynaarlo;2022;3
3061;Toestemming met donatiebeperkingen;Tynaarlo;2023;3
3062;Toestemming met donatiebeperkingen;Tytsjerksteradiel;2022;3
3063;Toestemming met donatiebeperkingen;Tytsjerksteradiel;2023;3
3064;Toestemming met donatiebeperkingen;Uitgeest;2022;1
3065;Toestemming met donatiebeperkingen;Uitgeest;2023;1
3066;Toestemming met donatiebeperkingen;Uithoorn;2022;2
3067;Toestemming met donatiebeperkingen;Uithoorn;2023;2
3068;Toestemming met donatiebeperkingen;Urk;2022;1
3069;Toestemming met donatiebeperkingen;Urk;2023;1
3070;Toestemming met donatiebeperkingen;Utrecht (gemeente);2022;33
3071;Toestemming met donatiebeperkingen;Utrecht (gemeente);2023;32
3072;Toestemming met donatiebeperkingen;Utrechtse Heuvelrug;2022;4
3073;Toestemming met donatiebeperkingen;Utrechtse Heuvelrug;2023;4
3074;Toestemming met donatiebeperkingen;Vaals;2022;0
3075;Toestemming met donatiebeperkingen;Vaals;2023;0
3076;Toestemming met donatiebeperkingen;Valkenburg aan de Geul;2022;1
3077;Toestemming met donatiebeperkingen;Valkenburg aan de Geul;2023;1
3078;Toestemming met donatiebeperkingen;Valkenswaard;2022;2
3079;Toestemming met donatiebeperkingen;Valkenswaard;2023;2
3080;Toestemming met donatiebeperkingen;Veendam;2022;2
3081;Toestemming met donatiebeperkingen;Veendam;2023;2
3082;Toestemming met donatiebeperkingen;Veenendaal;2022;5
3083;Toestemming met donatiebeperkingen;Veenendaal;2023;5
3084;Toestemming met donatiebeperkingen;Veere;2022;2
3085;Toestemming met donatiebeperkingen;Veere;2023;2
3086;Toestemming met donatiebeperkingen;Veldhoven;2022;3
3087;Toestemming met donatiebeperkingen;Veldhoven;2023;3
3088;Toestemming met donatiebeperkingen;Velsen;2022;5
3089;Toestemming met donatiebeperkingen;Velsen;2023;5
3090;Toestemming met donatiebeperkingen;Venlo;2022;6
3091;Toestemming met donatiebeperkingen;Venlo;2023;6
3092;Toestemming met donatiebeperkingen;Venray;2022;3
3093;Toestemming met donatiebeperkingen;Venray;2023;3
3094;Toestemming met donatiebeperkingen;Vijfheerenlanden;2022;4
3095;Toestemming met donatiebeperkingen;Vijfheerenlanden;2023;4
3096;Toestemming met donatiebeperkingen;Vlaardingen;2022;4
3097;Toestemming met donatiebeperkingen;Vlaardingen;2023;4
3098;Toestemming met donatiebeperkingen;Vlieland;2022;0
3099;Toestemming met donatiebeperkingen;Vlieland;2023;0
3100;Toestemming met donatiebeperkingen;Vlissingen;2022;3
3101;Toestemming met donatiebeperkingen;Vlissingen;2023;3
3102;Toestemming met donatiebeperkingen;Voerendaal;2022;1
3103;Toestemming met donatiebeperkingen;Voerendaal;2023;1
3104;Toestemming met donatiebeperkingen;Voorne aan Zee;2022;5
3105;Toestemming met donatiebeperkingen;Voorne aan Zee;2023;5
3106;Toestemming met donatiebeperkingen;Voorschoten;2022;2
3107;Toestemming met donatiebeperkingen;Voorschoten;2023;2
3108;Toestemming met donatiebeperkingen;Voorst;2022;2
3109;Toestemming met donatiebeperkingen;Voorst;2023;2
3110;Toestemming met donatiebeperkingen;Vught;2022;3
3111;Toestemming met donatiebeperkingen;Vught;2023;3
3112;Toestemming met donatiebeperkingen;Waadhoeke;2022;4
3113;Toestemming met donatiebeperkingen;Waadhoeke;2023;4
3114;Toestemming met donatiebeperkingen;Waalre;2022;1
3115;Toestemming met donatiebeperkingen;Waalre;2023;1
3116;Toestemming met donatiebeperkingen;Waalwijk;2022;4
3117;Toestemming met donatiebeperkingen;Waalwijk;2023;4
3118;Toestemming met donatiebeperkingen;Waddinxveen;2022;2
3119;Toestemming met donatiebeperkingen;Waddinxveen;2023;3
3120;Toestemming met donatiebeperkingen;Wageningen;2022;3
3121;Toestemming met donatiebeperkingen;Wageningen;2023;3
3122;Toestemming met donatiebeperkingen;Wassenaar;2022;1
3123;Toestemming met donatiebeperkingen;Wassenaar;2023;1
3124;Toestemming met donatiebeperkingen;Waterland;2022;1
3125;Toestemming met donatiebeperkingen;Waterland;2023;1
3126;Toestemming met donatiebeperkingen;Weert;2022;3
3127;Toestemming met donatiebeperkingen;Weert;2023;3
3128;Toestemming met donatiebeperkingen;West Betuwe;2022;4
3129;Toestemming met donatiebeperkingen;West Betuwe;2023;4
3130;Toestemming met donatiebeperkingen;West Maas en Waal;2022;2
3131;Toestemming met donatiebeperkingen;West Maas en Waal;2023;2
3132;Toestemming met donatiebeperkingen;Westerkwartier;2022;5
3133;Toestemming met donatiebeperkingen;Westerkwartier;2023;5
3134;Toestemming met donatiebeperkingen;Westerveld;2022;1
3135;Toestemming met donatiebeperkingen;Westerveld;2023;1
3136;Toestemming met donatiebeperkingen;Westervoort;2022;1
3137;Toestemming met donatiebeperkingen;Westervoort;2023;1
3138;Toestemming met donatiebeperkingen;Westerwolde;2022;2
3139;Toestemming met donatiebeperkingen;Westerwolde;2023;2
3140;Toestemming met donatiebeperkingen;Westland;2022;9
3141;Toestemming met donatiebeperkingen;Westland;2023;9
3142;Toestemming met donatiebeperkingen;Weststellingwerf;2022;2
3143;Toestemming met donatiebeperkingen;Weststellingwerf;2023;2
3144;Toestemming met donatiebeperkingen;Wierden;2022;2
3145;Toestemming met donatiebeperkingen;Wierden;2023;2
3146;Toestemming met donatiebeperkingen;Wijchen;2022;4
3147;Toestemming met donatiebeperkingen;Wijchen;2023;4
3148;Toestemming met donatiebeperkingen;Wijdemeren;2022;2
3149;Toestemming met donatiebeperkingen;Wijdemeren;2023;2
3150;Toestemming met donatiebeperkingen;Wijk bij Duurstede;2022;2
3151;Toestemming met donatiebeperkingen;Wijk bij Duurstede;2023;2
3152;Toestemming met donatiebeperkingen;Winterswijk;2022;2
3153;Toestemming met donatiebeperkingen;Winterswijk;2023;2
3154;Toestemming met donatiebeperkingen;Woensdrecht;2022;1
3155;Toestemming met donatiebeperkingen;Woensdrecht;2023;1
3156;Toestemming met donatiebeperkingen;Woerden;2022;5
3157;Toestemming met donatiebeperkingen;Woerden;2023;5
3158;Toestemming met donatiebeperkingen;De Wolden;2022;2
3159;Toestemming met donatiebeperkingen;De Wolden;2023;2
3160;Toestemming met donatiebeperkingen;Wormerland;2022;1
3161;Toestemming met donatiebeperkingen;Wormerland;2023;1
3162;Toestemming met donatiebeperkingen;Woudenberg;2022;1
3163;Toestemming met donatiebeperkingen;Woudenberg;2023;1
3164;Toestemming met donatiebeperkingen;Zaanstad;2022;10
3165;Toestemming met donatiebeperkingen;Zaanstad;2023;10
3166;Toestemming met donatiebeperkingen;Zaltbommel;2022;2
3167;Toestemming met donatiebeperkingen;Zaltbommel;2023;2
3168;Toestemming met donatiebeperkingen;Zandvoort;2022;1
3169;Toestemming met donatiebeperkingen;Zandvoort;2023;1
3170;Toestemming met donatiebeperkingen;Zeewolde;2022;2
3171;Toestemming met donatiebeperkingen;Zeewolde;2023;2
3172;Toestemming met donatiebeperkingen;Zeist;2022;5
3173;Toestemming met donatiebeperkingen;Zeist;2023;5
3174;Toestemming met donatiebeperkingen;Zevenaar;2022;4
3175;Toestemming met donatiebeperkingen;Zevenaar;2023;4
3176;Toestemming met donatiebeperkingen;Zoetermeer;2022;8
3177;Toestemming met donatiebeperkingen;Zoetermeer;2023;8
3178;Toestemming met donatiebeperkingen;Zoeterwoude;2022;1
3179;Toestemming met donatiebeperkingen;Zoeterwoude;2023;1
3180;Toestemming met donatiebeperkingen;Zuidplas;2022;4
3181;Toestemming met donatiebeperkingen;Zuidplas;2023;4
3182;Toestemming met donatiebeperkingen;Zundert;2022;2
3183;Toestemming met donatiebeperkingen;Zundert;2023;2
3184;Toestemming met donatiebeperkingen;Zutphen;2022;4
3185;Toestemming met donatiebeperkingen;Zutphen;2023;4
3186;Toestemming met donatiebeperkingen;Zwartewaterland;2022;2
3187;Toestemming met donatiebeperkingen;Zwartewaterland;2023;2
3188;Toestemming met donatiebeperkingen;Zwijndrecht;2022;3
3189;Toestemming met donatiebeperkingen;Zwijndrecht;2023;3
3190;Toestemming met donatiebeperkingen;Zwolle;2022;12
3191;Toestemming met donatiebeperkingen;Zwolle;2023;13
3192;Geen toestemming;Nederland;2022;4373
3193;Geen toestemming;Nederland;2023;4351
3194;Geen toestemming;Noord-Nederland (LD);2022;436
3195;Geen toestemming;Noord-Nederland (LD);2023;434
3196;Geen toestemming;Oost-Nederland (LD);2022;898
3197;Geen toestemming;Oost-Nederland (LD);2023;896
3198;Geen toestemming;West-Nederland (LD);2022;2168
3199;Geen toestemming;West-Nederland (LD);2023;2156
3200;Geen toestemming;Zuid-Nederland (LD);2022;870
3201;Geen toestemming;Zuid-Nederland (LD);2023;865
3202;Geen toestemming;Groningen (PV);2022;146
3203;Geen toestemming;Groningen (PV);2023;145
3204;Geen toestemming;Fryslân (PV);2022;166
3205;Geen toestemming;Fryslân (PV);2023;165
3206;Geen toestemming;Drenthe (PV);2022;124
3207;Geen toestemming;Drenthe (PV);2023;124
3208;Geen toestemming;Overijssel (PV);2022;265
3209;Geen toestemming;Overijssel (PV);2023;264
3210;Geen toestemming;Flevoland (PV);2022;115
3211;Geen toestemming;Flevoland (PV);2023;115
3212;Geen toestemming;Gelderland (PV);2022;519
3213;Geen toestemming;Gelderland (PV);2023;517
3214;Geen toestemming;Utrecht (PV);2022;326
3215;Geen toestemming;Utrecht (PV);2023;325
3216;Geen toestemming;Noord-Holland (PV);2022;718
3217;Geen toestemming;Noord-Holland (PV);2023;713
3218;Geen toestemming;Zuid-Holland (PV);2022;1023
3219;Geen toestemming;Zuid-Holland (PV);2023;1018
3220;Geen toestemming;Zeeland (PV);2022;102
3221;Geen toestemming;Zeeland (PV);2023;101
3222;Geen toestemming;Noord-Brabant (PV);2022;579
3223;Geen toestemming;Noord-Brabant (PV);2023;576
3224;Geen toestemming;Limburg (PV);2022;291
3225;Geen toestemming;Limburg (PV);2023;288
3226;Geen toestemming;Oost-Groningen (CR);2022;41
3227;Geen toestemming;Oost-Groningen (CR);2023;40
3228;Geen toestemming;Delfzijl en omgeving (CR);2022;13
3229;Geen toestemming;Delfzijl en omgeving (CR);2023;13
3230;Geen toestemming;Overig Groningen (CR);2022;92
