ID;Leeftijd;Perioden;TotaalAantalHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;k_2Personen_4;k_3Personen_5;k_4Personen_6;k_5OfMeerPersonen_7
0;Totaal over alle leeftijden;2009;7302484;2607426;4695058;2395712;902581;972424;424341
1;Totaal over alle leeftijden;2010;7354720;2639631;4715089;2417942;904778;972091;420278
2;Totaal over alle leeftijden;2011;7406579;2673525;4733054;2440007;907479;970102;415466
3;Totaal over alle leeftijden;2012;7459603;2709668;4749935;2462011;910595;967089;410240
4;Totaal over alle leeftijden;2013;7513502;2747495;4766007;2483926;913637;963551;404893
5;Totaal over alle leeftijden;2014;7566819;2784943;4781876;2504512;917595;960394;399375
6;Totaal over alle leeftijden;2015;7618874;2822316;4796558;2524626;921113;957006;393813
7;Totaal over alle leeftijden;2016;7669571;2859706;4809865;2543605;924761;953408;388091
8;Totaal over alle leeftijden;2017;7719161;2896958;4822203;2560855;928802;950089;382457
9;Totaal over alle leeftijden;2018;7767375;2934322;4833053;2576455;932803;946735;377060
10;Totaal over alle leeftijden;2019;7814464;2971802;4842662;2590298;937175;943248;371941
11;Totaal over alle leeftijden;2020;7860148;3009204;4850944;2602673;941862;939203;367206
12;Totaal over alle leeftijden;2021;7904307;3046285;4858022;2613482;946106;935187;363247
13;Totaal over alle leeftijden;2022;7946796;3082718;4864078;2621939;949703;931852;360584
14;Totaal over alle leeftijden;2023;7987155;3118534;4868621;2628807;951469;929474;358871
15;Totaal over alle leeftijden;2024;8025181;3153269;4871912;2633833;952091;927771;358217
16;Totaal over alle leeftijden;2025;8060523;3187236;4873287;2636735;951120;927310;358122
17;Totaal over alle leeftijden;2026;8093106;3220102;4873004;2637354;949243;927881;358526
18;Totaal over alle leeftijden;2027;8123176;3252134;4871042;2635730;947143;929028;359141
19;Totaal over alle leeftijden;2028;8150412;3283034;4867378;2631563;944591;931027;360197
20;Totaal over alle leeftijden;2029;8174582;3312431;4862151;2625053;942184;933504;361410
21;Totaal over alle leeftijden;2030;8195689;3340254;4855435;2616216;940185;936323;362711
22;Totaal over alle leeftijden;2031;8213738;3366674;4847064;2605562;937606;939553;364343
23;Totaal over alle leeftijden;2032;8229038;3391339;4837699;2593067;935464;943018;366150
24;Totaal over alle leeftijden;2033;8241626;3414686;4826940;2579333;933215;946471;367921
25;Totaal over alle leeftijden;2034;8251759;3436505;4815254;2564659;931208;949730;369657
26;Totaal over alle leeftijden;2035;8259578;3456765;4802813;2549133;929306;952963;371411
27;Totaal over alle leeftijden;2036;8265354;3475512;4789842;2533061;927708;955940;373133
28;Totaal over alle leeftijden;2037;8269223;3492699;4776524;2516584;926675;958572;374693
29;Totaal over alle leeftijden;2038;8271493;3508488;4763005;2500264;926416;960481;375844
30;Totaal over alle leeftijden;2039;8272339;3522924;4749415;2484133;926679;961875;376728
31;Totaal over alle leeftijden;2040;8271998;3536076;4735922;2468434;927386;962746;377356
32;Totaal over alle leeftijden;2041;8270647;3548058;4722589;2453181;928494;963167;377747
33;Totaal over alle leeftijden;2042;8268418;3558909;4709509;2438512;929973;963160;377864
34;Totaal over alle leeftijden;2043;8265485;3568684;4696801;2424627;931760;962689;377725
35;Totaal over alle leeftijden;2044;8261932;3577429;4684503;2411470;933470;962042;377521
36;Totaal over alle leeftijden;2045;8257798;3585086;4672712;2399129;935281;961160;377142
37;Totaal over alle leeftijden;2046;8253078;3591668;4661410;2387539;937108;960120;376643
38;Totaal over alle leeftijden;2047;8247820;3597191;4650629;2376744;938977;958908;376000
39;Totaal over alle leeftijden;2048;8242056;3601621;4640435;2366758;940785;957585;375307
40;Totaal over alle leeftijden;2049;8235833;3604954;4630879;2357560;942391;956272;374656
41;Totaal over alle leeftijden;2050;8229146;3607141;4622005;2349164;943957;954939;373945
42;100;2009;400582;299576;101006;75661;18412;4746;2187
43;100;2010;405137;303169;101968;76126;18762;4847;2233
44;100;2011;409656;306713;102943;76610;19086;4966;2281
45;100;2012;412897;309372;103525;76752;19361;5080;2332
46;100;2013;415800;311709;104091;76955;19593;5170;2373
47;100;2014;418755;313614;105141;77666;19805;5255;2415
48;100;2015;420677;314581;106096;78408;19928;5314;2446
49;100;2016;418841;313238;105603;77872;19904;5356;2471
50;100;2017;417249;312245;105004;77263;19855;5392;2494
51;100;2018;416903;312298;104605;76798;19848;5437;2522
52;100;2019;417943;313382;104561;76630;19886;5492;2553
53;100;2020;418898;314503;104395;76346;19919;5545;2585
54;100;2021;422162;316992;105170;76879;20053;5615;2623
55;100;2022;425546;319446;106100;77540;20211;5687;2662
56;100;2023;428114;320925;107189;78396;20332;5759;2702
57;100;2024;427088;319841;107247;78416;20309;5796;2726
58;100;2025;424261;317454;106807;78034;20210;5818;2745
59;100;2026;418305;312964;105341;76808;19966;5814;2753
60;100;2027;412803;308900;103903;75605;19724;5811;2763
61;100;2028;407062;304835;102227;74185;19465;5806;2771
62;100;2029;400830;300579;100251;72509;19185;5786;2771
63;100;2030;396656;297704;98952;71390;18991;5789;2782
64;100;2031;394493;296165;98328;70828;18884;5813;2803
65;100;2032;393042;295123;97919;70442;18806;5842;2829
66;100;2033;392921;294834;98087;70560;18780;5886;2861
67;100;2034;390732;293315;97417;69943;18682;5909;2883
68;100;2035;390036;292828;97208;69715;18640;5943;2910
69;100;2036;390504;293117;97387;69806;18651;5988;2942
70;100;2037;391437;293726;97711;70014;18685;6036;2976
71;100;2038;392748;294599;98149;70315;18739;6086;3009
72;100;2039;394261;295621;98640;70655;18804;6138;3043
73;100;2040;396214;296941;99273;71117;18888;6191;3077
74;100;2041;398330;298367;99963;71624;18983;6245;3111
75;100;2042;400518;299826;100692;72166;19083;6298;3145
76;100;2043;402676;301271;101405;72697;19182;6350;3176
77;100;2044;404743;302633;102110;73225;19278;6400;3207
78;100;2045;406684;303891;102793;73737;19369;6450;3237
79;100;2046;408397;304987;103410;74204;19447;6495;3264
80;100;2047;409862;305908;103954;74614;19515;6536;3289
81;100;2048;411109;306670;104439;74979;19575;6573;3312
82;100;2049;412118;307270;104848;75290;19622;6605;3331
83;100;2050;412921;307716;105205;75560;19662;6634;3349
84;101;2009;1072245;460519;611726;318036;149358;107724;36608
85;101;2010;1071346;462580;608766;317907;147741;107074;36044
86;101;2011;1074624;465579;609045;318358;147478;107288;35921
87;101;2012;1080748;469891;610857;319035;148068;107759;35995
88;101;2013;1089483;475286;614197;320335;149137;108579;36146
89;101;2014;1096708;479766;616942;320887;150371;109373;36311
90;101;2015;1105624;484809;620815;321943;151948;110400;36524
91;101;2016;1115120;490783;624337;322703;153487;111389;36758
92;101;2017;1126685;497050;629635;324743;155253;112557;37082
93;101;2018;1139932;503314;636618;328004;157061;114037;37516
94;101;2019;1153173;509030;644143;331803;158747;115587;38006
95;101;2020;1163976;513625;650351;334738;160170;116977;38466
96;101;2021;1171030;515887;655143;336792;161193;118239;38919
97;101;2022;1174985;516854;658131;337688;161906;119228;39309
98;101;2023;1177869;517772;660097;338010;162393;120035;39659
99;101;2024;1183829;520489;663340;339734;162850;120752;40004
100;101;2025;1189506;523317;666189;341353;163191;121324;40321
101;101;2026;1192658;525996;666662;341071;163468;121599;40524
102;101;2027;1194762;527884;666878;340571;163736;121852;40719
103;101;2028;1197193;529617;667576;340394;163986;122223;40973
104;101;2029;1199920;531162;668758;340645;164185;122662;41266
105;101;2030;1199108;530635;668473;339756;164106;123057;41554
106;101;2031;1197971;529196;668775;339610;163772;123510;41883
107;101;2032;1195323;527050;668273;339193;163112;123804;42164
108;101;2033;1190582;523887;666695;338418;162077;123832;42368
109;101;2034;1184088;520849;663239;336620;160778;123420;42421
110;101;2035;1175017;516676;658341;333972;159274;122725;42370
111;101;2036;1162728;511255;651473;329907;157658;121716;42192
112;101;2037;1151641;506382;645259;326371;156191;120697;42000
113;101;2038;1141339;501932;639407;322974;154945;119693;41795
114;101;2039;1131883;497936;633947;319646;153885;118803;41613
115;101;2040;1125969;495177;630792;317978;153224;118115;41475
116;101;2041;1123316;493679;629637;317705;152923;117626;41383
117;101;2042;1122178;492825;629353;317933;152833;117262;41325
118;101;2043;1123381;492822;630559;319231;152958;117059;41311
119;101;2044;1122611;492293;630318;319118;153061;116846;41293
120;101;2045;1124250;492671;631579;320046;153389;116813;41331
121;101;2046;1127688;493717;633971;321727;153886;116938;41420
122;101;2047;1131897;495074;636823;323646;154458;117171;41548
123;101;2048;1136629;496632;639997;325719;155074;117501;41703
124;101;2049;1141575;498268;643307;327822;155711;117895;41879
125;101;2050;1146865;500013;646852;330072;156339;118359;42082
126;102;2009;1454328;351930;1102398;240344;238712;425766;197576
127;102;2010;1420813;347243;1073570;234060;231557;415905;192048
128;102;2011;1385178;342224;1042954;227269;224173;405379;186133
129;102;2012;1352437;338069;1014368;221331;217119;395497;180421
130;102;2013;1319633;333625;986008;215071;210404;385908;174625
131;102;2014;1288007;329854;958153;209398;203783;376241;168731
132;102;2015;1249339;323953;925386;201583;196324;365360;162119
133;102;2016;1218408;319603;898805;195994;190456;356032;156323
134;102;2017;1191987;315695;876292;190132;185780;348652;151728
135;102;2018;1170557;311823;858734;184082;182270;343918;148464
136;102;2019;1158604;309760;848844;179669;180370;341998;146807
137;102;2020;1153645;309190;844455;177152;179429;341919;145955
138;102;2021;1155131;310156;844975;176044;179531;343416;145984
139;102;2022;1160147;311860;848287;175920;180187;345669;146511
140;102;2023;1168241;314288;853953;176753;180922;348758;147520
141;102;2024;1174630;316046;858584;176404;181573;351959;148648
142;102;2025;1182790;318264;864526;176701;182429;355466;149930
143;102;2026;1192402;321003;871399;178028;183144;358966;151261
144;102;2027;1203661;324206;879455;180317;184054;362427;152657
145;102;2028;1216556;327932;888624;183486;185178;365876;154084
146;102;2029;1229398;331684;897714;186882;186419;369010;155403
147;102;2030;1240083;334872;905211;189563;187479;371640;156529
148;102;2031;1246667;336733;909934;190462;188283;373737;157452
149;102;2032;1250595;337681;912914;190399;188789;375491;158235
150;102;2033;1253469;338487;914982;189851;189219;377001;158911
151;102;2034;1260151;340483;919668;191731;189793;378536;159608
152;102;2035;1266645;342451;924194;193975;190114;379841;160264
153;102;2036;1270705;343814;926891;195406;190041;380677;160767
154;102;2037;1273286;344595;928691;196638;189728;381156;161169
155;102;2038;1276036;345366;930670;198510;189410;381300;161450
156;102;2039;1278930;346142;932788;201057;189116;381057;161558
157;102;2040;1277768;345644;932124;201933;188531;380232;161428
158;102;2041;1276166;344958;931208;203006;187971;379096;161135
159;102;2042;1273355;343967;929388;203819;187375;377578;160616
160;102;2043;1268350;342332;926018;203820;186626;375684;159888
161;102;2044;1262384;340526;921858;203689;185691;373478;159000
162;102;2045;1253568;337812;915756;202091;184658;371041;157966
163;102;2046;1241382;334006;907376;198669;183416;368448;156843
164;102;2047;1230381;330507;899874;195524;182358;366153;155839
165;102;2048;1220140;327190;892950;192332;181438;364198;154982
166;102;2049;1210727;324076;886651;189089;180651;362610;154301
167;102;2050;1204750;321945;882805;187104;180181;361640;153880
168;103;2009;1436183;333489;1102694;320264;268061;352819;161550
169;103;2010;1458940;340823;1118117;323455;272647;359304;162711
170;103;2011;1477945;347439;1130506;326533;276554;364244;163175
171;103;2012;1489878;352367;1137511;328028;279225;367374;162884
172;103;2013;1499095;356473;1142622;329041;281339;369667;162575
173;103;2014;1506343;359753;1146590;328801;283346;372287;162156
174;103;2015;1516919;363822;1153097;329363;285536;375799;162399
175;103;2016;1522193;367099;1155094;328741;286831;377832;161690
176;103;2017;1518011;368180;1149831;325845;286544;377664;159778
177;103;2018;1505105;367823;1137282;321037;284916;374650;156679
178;103;2019;1479178;364221;1114957;312604;281617;368582;152154
179;103;2020;1447246;359494;1087752;302589;277416;360490;147257
180;103;2021;1413160;354571;1058589;292165;272467;351534;142423
181;103;2022;1381589;350448;1031141;282823;266792;343132;138394
182;103;2023;1349437;345775;1003662;273206;260169;335320;134967
183;103;2024;1318230;341287;976943;263907;252306;328278;132452
184;103;2025;1280031;333996;946035;251521;242803;321592;130119
185;103;2026;1249247;328048;921199;241521;234331;316813;128534
186;103;2027;1222866;322622;900244;232096;227519;313325;127304
187;103;2028;1201285;317572;883713;223429;222336;311346;126602
188;103;2029;1189121;314739;874382;217511;219575;310930;126366
189;103;2030;1183895;313421;870474;214026;218246;311671;126531
190;103;2031;1185200;313745;871455;212570;218177;313552;127156
191;103;2032;1190092;314911;875181;212406;218777;315948;128050
192;103;2033;1198128;316975;881153;213401;219920;318758;129074
193;103;2034;1204536;318419;886117;213465;221111;321463;130078
194;103;2035;1212719;320315;892404;214262;222602;324361;131179
195;103;2036;1222328;322500;899828;215912;224163;327381;132372
196;103;2037;1233658;325232;908426;218572;226091;330281;133482
197;103;2038;1246681;328782;917899;222302;228405;332815;134377
198;103;2039;1259683;332506;927177;226387;230694;334967;135129
199;103;2040;1270595;335584;935011;229843;232672;336730;135766
200;103;2041;1277368;337404;939964;231641;234159;337949;136215
201;103;2042;1281393;338247;943146;232468;235209;338892;136577
