ID;Geslacht;Leeftijd;Herkomstgroepering;Cijfersoort;Perioden;TotaalOpnamen_1;TotaalOpnamenPer1000Inwoners_2;Dagopnamen_3;DagopnamenPer1000Inwoners_4;KlinischeOpnamen_5;KlinOpnamenPer1000Inwoners_6;VerpleegdagenVanKlinischeOpnamen_7;VerpleegdagenPer1000Inwoners_8;GemiddeldeVerpleegduurPerKlinOpname_9
2449;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;1996;14532.0;264.0;3591.0;65.2;10942.0;198.8;122698.0;2228.9;11.2
2450;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;1997;15351.0;271.5;4346.0;76.9;11004.0;194.6;118597.0;2097.3;10.8
2451;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;1998;15558.0;267.2;4710.0;80.9;10848.0;186.3;117921.0;2025.5;10.9
2452;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;1999;15552.0;259.1;5201.0;86.6;10351.0;172.4;107743.0;1795.0;10.4
2453;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;2000;16483.0;265.6;6032.0;97.2;10451.0;168.4;105998.0;1707.8;10.1
2454;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;2001;17485.0;271.3;6974.0;108.2;10511.0;163.1;104109.0;1615.1;9.9
2455;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;2002;19217.0;287.2;8158.0;121.9;11058.0;165.3;102961.0;1538.8;9.3
2456;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;2003;21428.0;308.4;9469.0;136.3;11959.0;172.1;105457.0;1518.0;8.8
2457;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;2004;24368.0;336.9;11326.0;156.6;13042.0;180.3;106825.0;1476.9;8.2
2458;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;2005;25977.0;345.9;12335.0;164.3;13642.0;181.7;106882.0;1423.3;7.8
2459;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;2006;27808.0;360.2;13659.0;176.9;14149.0;183.3;107448.0;1391.9;7.6
2460;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;2007;29459.0;375.0;14694.0;187.1;14765.0;188.0;107602.0;1369.9;7.3
2461;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;2008;30912.0;392.2;15871.0;201.4;15041.0;190.8;105089.0;1333.4;7.0
2462;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;2009;32757.0;419.6;17379.0;222.6;15378.0;197.0;103986.0;1332.0;6.8
2463;Totaal mannen en vrouwen;65 tot 70 jaar;Westers totaal (exclusief autochtonen);Aantallen;2010;33615.0;436.8;18295.0;237.7;15320.0;199.1;99043.0;1287.1;6.5
2464;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;1995;2062.0;238.1;470.0;54.3;1592.0;183.8;18064.0;2086.0;11.3
2465;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;1996;2194.0;231.8;421.0;44.5;1773.0;187.3;20021.0;2115.7;11.3
2466;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;1997;2452.0;234.7;555.0;53.1;1898.0;181.7;21432.0;2051.5;11.3
2467;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;1998;2738.0;231.1;662.0;55.9;2076.0;175.2;24783.0;2091.3;11.9
2468;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;1999;3032.0;225.6;819.0;61.0;2213.0;164.7;26307.0;1958.1;11.9
2469;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;2000;3574.0;236.8;1222.0;80.9;2353.0;155.8;27013.0;1789.4;11.5
2470;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;2001;4480.0;262.5;1889.0;110.7;2591.0;151.8;27556.0;1614.7;10.6
2471;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;2002;5525.0;286.9;2289.0;118.9;3236.0;168.1;31375.0;1629.4;9.7
2472;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;2003;6507.0;303.3;2723.0;126.9;3784.0;176.4;35614.0;1659.7;9.4
2473;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;2004;7346.0;310.2;3199.0;135.1;4147.0;175.1;35953.0;1518.1;8.7
2474;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;2005;8995.0;342.2;4061.0;154.5;4934.0;187.7;41611.0;1583.2;8.4
2475;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;2006;10125.0;356.1;4756.0;167.2;5369.0;188.8;42776.0;1504.3;8.0
2476;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;2007;11766.0;391.2;5591.0;185.9;6175.0;205.3;46239.0;1537.3;7.5
2477;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;2008;13523.0;428.9;6587.0;208.9;6935.0;220.0;48651.0;1543.1;7.0
2478;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;2009;13589.0;415.6;6970.0;213.2;6619.0;202.4;47071.0;1439.6;7.1
2479;Totaal mannen en vrouwen;65 tot 70 jaar;Niet-westers totaal;Aantallen;2010;15405.0;455.4;8369.0;247.4;7035.0;208.0;48005.0;1419.0;6.8
2480;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;1995;246.0;226.3;95.0;87.5;151.0;138.9;1758.0;1618.6;11.7
2481;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;1996;199.0;148.2;64.0;47.5;135.0;100.7;984.0;734.2;7.3
2482;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;1997;205.0;131.1;17.0;11.2;188.0;119.9;2056.0;1314.1;11.0
2483;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;1998;235.0;123.7;29.0;15.0;207.0;108.7;4212.0;2215.3;20.4
2484;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;1999;281.0;119.6;73.0;30.9;209.0;88.7;4363.0;1855.5;20.9
2485;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;2000;435.0;151.1;118.0;41.0;317.0;110.1;4194.0;1457.1;13.2
2486;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;2001;512.0;142.6;210.0;58.5;302.0;84.0;3161.0;879.4;10.5
2487;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;2002;795.0;181.2;233.0;53.0;563.0;128.1;4129.0;940.2;7.3
2488;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;2003;1243.0;239.4;473.0;91.1;770.0;148.3;7431.0;1430.9;9.7
2489;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;2004;1510.0;255.7;717.0;121.4;794.0;134.4;7040.0;1191.8;8.9
2490;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;2005;1759.0;261.7;898.0;133.7;861.0;128.0;7238.0;1076.9;8.4
2491;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;2006;1651.0;225.9;752.0;102.9;899.0;123.0;6298.0;861.8;7.0
2492;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;2007;2205.0;290.4;1004.0;132.3;1201.0;158.1;8653.0;1139.3;7.2
2493;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;2008;2879.0;368.2;1245.0;159.2;1634.0;209.0;9819.0;1255.6;6.0
2494;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;2009;2441.0;310.2;1255.0;159.5;1186.0;150.7;8562.0;1088.1;7.2
2495;Totaal mannen en vrouwen;65 tot 70 jaar;Marokko;Aantallen;2010;2549.0;336.5;1450.0;191.4;1099.0;145.1;7404.0;977.5;6.7
2496;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;1995;274.0;212.0;32.0;24.4;242.0;187.6;2598.0;2014.3;10.7
2497;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;1996;300.0;195.5;29.0;18.8;271.0;176.7;2713.0;1767.5;10.0
2498;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;1997;394.0;214.3;105.0;56.8;290.0;157.5;3183.0;1730.4;11.0
2499;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;1998;532.0;226.9;137.0;58.6;395.0;168.3;3835.0;1635.9;9.7
2500;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;1999;687.0;237.3;128.0;44.3;559.0;193.0;6016.0;2078.4;10.8
2501;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;2000;820.0;244.3;204.0;60.7;616.0;183.5;6736.0;2006.3;10.9
2502;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;2001;970.0;250.0;340.0;87.5;631.0;162.5;6864.0;1768.3;10.9
2503;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;2002;1274.0;281.6;424.0;93.8;850.0;187.8;7496.0;1656.5;8.8
2504;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;2003;1641.0;316.1;571.0;110.0;1070.0;206.1;10030.0;1931.7;9.4
2505;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;2004;1882.0;318.6;664.0;112.5;1218.0;206.1;10258.0;1736.1;8.4
2506;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;2005;2500.0;364.0;960.0;139.8;1540.0;224.2;13105.0;1908.2;8.5
2507;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;2006;2917.0;377.9;1225.0;158.8;1691.0;219.1;14095.0;1826.3;8.3
2508;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;2007;3421.0;415.3;1511.0;183.4;1910.0;231.9;14233.0;1727.8;7.5
2509;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;2008;3760.0;445.4;1605.0;190.2;2154.0;255.2;14280.0;1691.5;6.6
2510;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;2009;3783.0;449.0;1723.0;204.6;2059.0;244.5;13772.0;1634.6;6.7
2511;Totaal mannen en vrouwen;65 tot 70 jaar;Turkije;Aantallen;2010;3893.0;465.6;1927.0;230.5;1965.0;235.0;13116.0;1568.8;6.7
2512;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;1995;988.0;271.9;210.0;57.9;777.0;214.0;9111.0;2507.7;11.7
2513;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;1996;1100.0;294.4;214.0;57.3;886.0;237.1;10844.0;2903.4;12.2
2514;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;1997;1188.0;303.1;297.0;75.9;890.0;227.2;10235.0;2611.9;11.5
2515;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;1998;1223.0;293.7;303.0;72.8;920.0;220.9;10676.0;2563.9;11.6
2516;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;1999;1259.0;286.9;373.0;85.1;885.0;201.8;9980.0;2275.2;11.3
2517;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;2000;1310.0;281.0;483.0;103.6;827.0;177.4;9530.0;2043.9;11.5
2518;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;2001;1802.0;363.5;816.0;164.6;986.0;198.8;10464.0;2111.1;10.6
2519;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;2002;2042.0;388.9;1047.0;199.4;995.0;189.5;10870.0;2070.7;10.9
2520;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;2003;2105.0;377.6;1008.0;180.8;1097.0;196.8;10358.0;1857.8;9.4
2521;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;2004;2309.0;390.3;1095.0;185.1;1214.0;205.2;11271.0;1905.5;9.3
2522;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;2005;2601.0;417.0;1185.0;189.9;1417.0;227.1;11755.0;1884.2;8.3
2523;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;2006;3166.0;480.7;1584.0;240.4;1583.0;240.2;12436.0;1887.8;7.9
2524;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;2007;3322.0;474.2;1679.0;239.6;1643.0;234.5;12351.0;1762.6;7.5
2525;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;2008;3845.0;519.5;2060.0;278.4;1785.0;241.1;14321.0;1934.9;8.0
2526;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;2009;3996.0;512.8;2170.0;278.5;1826.0;234.3;12918.0;1657.7;7.1
2527;Totaal mannen en vrouwen;65 tot 70 jaar;Suriname;Aantallen;2010;4511.0;539.1;2507.0;299.7;2004.0;239.5;13645.0;1630.8;6.8
2528;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;1995;194.0;308.9;59.0;94.5;135.0;214.4;1493.0;2371.8;11.1
2529;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;1996;153.0;223.6;32.0;47.5;120.0;176.1;1391.0;2040.1;11.6
2530;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;1997;189.0;249.9;33.0;43.7;156.0;206.2;1544.0;2042.6;9.9
2531;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;1998;193.0;227.8;43.0;50.4;150.0;177.3;1729.0;2040.6;11.5
2532;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;1999;245.0;256.1;73.0;76.4;172.0;179.8;2153.0;2250.2;12.5
2533;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2000;342.0;326.2;142.0;135.6;200.0;190.6;2633.0;2507.5;13.2
2534;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2001;375.0;322.9;192.0;165.7;182.0;157.2;2478.0;2135.1;13.6
2535;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2002;402.0;312.7;161.0;125.5;240.0;187.1;3279.0;2552.1;13.6
2536;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2003;469.0;345.0;216.0;158.9;253.0;186.1;2517.0;1850.0;9.9
2537;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2004;420.0;295.2;188.0;132.4;232.0;162.8;1875.0;1317.5;8.1
2538;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2005;557.0;363.1;286.0;186.2;271.0;176.9;2454.0;1599.8;9.0
2539;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2006;665.0;403.0;353.0;214.2;311.0;188.8;2975.0;1803.3;9.6
2540;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2007;790.0;439.3;417.0;232.1;373.0;207.3;2963.0;1647.9;8.0
2541;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2008;943.0;470.9;514.0;256.7;429.0;214.2;3415.0;1705.5;8.0
2542;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2009;1020.0;454.6;499.0;222.4;521.0;232.2;4299.0;1915.7;8.3
2543;Totaal mannen en vrouwen;65 tot 70 jaar;(voormalig) Nederlandse Antillen + Aruba;Aantallen;2010;1319.0;519.6;720.0;283.6;599.0;236.0;4307.0;1696.9;7.2
2544;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;1995;361.0;178.5;74.0;36.7;287.0;141.8;3104.0;1535.9;10.8
2545;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;1996;443.0;204.1;82.0;37.9;361.0;166.2;4088.0;1883.6;11.3
2546;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;1997;476.0;201.2;102.0;43.1;374.0;158.1;4414.0;1863.6;11.8
2547;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;1998;555.0;214.0;150.0;58.0;405.0;156.0;4331.0;1669.8;10.7
2548;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;1999;560.0;196.7;172.0;60.4;388.0;136.3;3794.0;1333.3;9.8
2549;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;2000;667.0;211.8;274.0;87.2;392.0;124.6;3920.0;1245.3;10.0
2550;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;2001;821.0;236.4;331.0;95.3;490.0;141.1;4589.0;1321.8;9.4
2551;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;2002;1012.0;265.9;424.0;111.4;588.0;154.5;5602.0;1472.0;9.5
2552;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;2003;1048.0;253.4;454.0;109.8;594.0;143.6;5278.0;1276.1;8.9
2553;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;2004;1224.0;270.3;534.0;117.9;690.0;152.4;5510.0;1216.5;8.0
2554;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;2005;1578.0;320.7;732.0;148.7;846.0;172.0;7058.0;1434.3;8.3
2555;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;2006;1726.0;333.7;841.0;162.5;885.0;171.2;6971.0;1347.8;7.9
2556;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;2007;2028.0;372.7;979.0;180.0;1049.0;192.7;8040.0;1477.8;7.7
2557;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;2008;2096.0;357.5;1163.0;198.4;933.0;159.1;6816.0;1162.6;7.3
2558;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;2009;2349.0;368.8;1322.0;207.7;1026.0;161.1;7521.0;1181.0;7.3
2559;Totaal mannen en vrouwen;65 tot 70 jaar;Overig niet-westers;Aantallen;2010;3134.0;448.4;1765.0;252.5;1369.0;195.9;9533.0;1364.0;7.0
2560;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;1995;478896.0;336.5;76583.0;53.8;402312.0;282.7;5325145.0;3742.2;13.2
2561;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;1996;499712.0;346.5;94080.0;65.2;405632.0;281.3;5442351.0;3773.7;13.4
2562;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;1997;519133.0;355.5;115924.0;79.4;403209.0;276.1;5382596.0;3686.0;13.3
2563;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;1998;526112.0;355.6;131441.0;88.8;394671.0;266.8;5267121.0;3560.2;13.3
2564;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;1999;536514.0;357.9;150862.0;100.7;385652.0;257.3;5043533.0;3364.9;13.1
2565;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;2000;545019.0;358.7;172808.0;113.7;372211.0;245.0;4796034.0;3156.7;12.9
2566;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;2001;569254.0;369.5;200515.0;130.1;368738.0;239.3;4677617.0;3035.9;12.7
2567;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;2002;618080.0;396.0;232827.0;149.2;385253.0;246.8;4542566.0;2910.5;11.8
2568;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;2003;668686.0;423.4;260719.0;165.1;407968.0;258.3;4524287.0;2864.8;11.1
2569;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;2004;722058.0;451.4;289825.0;181.2;432233.0;270.2;4433224.0;2771.5;10.3
2570;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;2005;778195.0;479.5;322871.0;199.0;455324.0;280.6;4471867.0;2755.6;9.8
2571;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;2006;830473.0;504.0;359240.0;218.0;471233.0;286.0;4468528.0;2712.0;9.5
2572;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;2007;883895.0;527.7;394978.0;235.8;488917.0;291.9;4430362.0;2644.8;9.1
2573;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;2008;946417.0;554.5;437693.0;256.5;508724.0;298.1;4392386.0;2573.6;8.6
2574;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;2009;1006057.0;577.1;476206.0;273.2;529851.0;303.9;4313470.0;2474.4;8.1
2575;Totaal mannen en vrouwen;70 jaar en ouder;Bevolking totaal;Aantallen;2010;1068574.0;599.2;517789.0;290.3;550784.0;308.8;4240798.0;2378.0;7.7
2576;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;1995;442266.0;338.2;70574.0;54.0;371692.0;284.2;4913286.0;3756.7;13.2
2577;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;1996;460631.0;348.0;86550.0;65.4;374080.0;282.6;5010499.0;3785.2;13.4
2578;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;1997;477764.0;356.9;106306.0;79.4;371458.0;277.5;4952166.0;3699.4;13.3
2579;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;1998;484269.0;357.6;120910.0;89.3;363359.0;268.3;4839373.0;3573.6;13.3
2580;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;1999;492245.0;359.4;138014.0;100.8;354231.0;258.6;4625283.0;3376.6;13.1
2581;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;2000;499430.0;360.4;157614.0;113.7;341816.0;246.7;4397911.0;3173.5;12.9
2582;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;2001;520902.0;371.4;183196.0;130.6;337706.0;240.8;4275796.0;3048.9;12.7
2583;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;2002;564607.0;398.3;212458.0;149.9;352148.0;248.4;4147970.0;2926.4;11.8
2584;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;2003;608568.0;425.4;236599.0;165.4;371969.0;260.0;4123503.0;2882.5;11.1
2585;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;2004;654625.0;453.1;261983.0;181.3;392642.0;271.7;4031773.0;2790.4;10.3
2586;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;2005;704667.0;482.2;291896.0;199.7;412771.0;282.5;4055793.0;2775.4;9.8
2587;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;2006;748780.0;506.5;323225.0;218.6;425555.0;287.8;4036710.0;2730.5;9.5
2588;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;2007;792340.0;529.2;353638.0;236.2;438702.0;293.0;3971730.0;2652.5;9.1
2589;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;2008;845637.0;556.4;390793.0;257.1;454844.0;299.3;3923138.0;2581.5;8.6
2590;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;2009;895631.0;579.3;424314.0;274.5;471317.0;304.9;3829779.0;2477.3;8.1
2591;Totaal mannen en vrouwen;70 jaar en ouder;Autochtoon;Aantallen;2010;945478.0;600.5;458606.0;291.3;486871.0;309.2;3742921.0;2377.1;7.7
2592;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;1995;36629.0;318.1;6009.0;52.2;30620.0;265.9;411859.0;3577.0;13.5
2593;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;1996;39082.0;329.9;7530.0;63.6;31552.0;266.3;431852.0;3645.4;13.7
2594;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;1997;41369.0;340.1;9618.0;79.1;31751.0;261.0;430429.0;3538.3;13.6
2595;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;1998;41844.0;334.1;10531.0;84.1;31313.0;250.0;427748.0;3414.9;13.7
2596;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;1999;44269.0;343.0;12848.0;99.5;31422.0;243.5;418250.0;3240.7;13.3
2597;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;2000;45589.0;341.5;15194.0;113.8;30395.0;227.7;398123.0;2982.0;13.1
2598;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;2001;48351.0;349.4;17320.0;125.2;31032.0;224.3;401821.0;2904.1;12.9
2599;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;2002;53474.0;373.2;20369.0;142.1;33105.0;231.0;394596.0;2753.6;11.9
2600;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;2003;60118.0;404.2;24120.0;162.2;35998.0;242.0;400784.0;2694.7;11.1
2601;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;2004;67433.0;435.9;27842.0;180.0;39591.0;255.9;401450.0;2595.3;10.1
2602;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;2005;73528.0;455.2;30975.0;191.8;42553.0;263.5;416073.0;2576.0;9.8
2603;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;2006;81693.0;482.6;36015.0;212.7;45678.0;269.8;431818.0;2550.8;9.5
2604;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;2007;91554.0;515.1;41339.0;232.6;50215.0;282.5;458632.0;2580.3;9.1
2605;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;2008;100780.0;538.9;46899.0;250.8;53880.0;288.1;469248.0;2509.4;8.7
2606;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;2009;110426.0;559.9;51891.0;263.1;58534.0;296.8;483691.0;2452.3;8.3
2607;Totaal mannen en vrouwen;70 jaar en ouder;Allochtoon totaal;Aantallen;2010;123096.0;589.6;59183.0;283.5;63913.0;306.1;497876.0;2384.7;7.8
