ID;Populatie;Vervoerwijzen;Motieven;RegioS;Perioden;VerplaatsingenPerPersoonPerDag_1;AfgelegdeAfstandPerVerplaatsing_2;AfstandPerPersoonPerDag_3;ReisduurPerVerplaatsing_4;ReisduurPerPersoonPerDag_5
0;6000050;100000;2030160;Nederland;2010;2.77;10.94;30.31;22.57;62.54
1;6000050;100000;2030160;Nederland;2011;2.67;11.5;30.69;22.98;61.33
2;6000050;100000;2030160;Nederland;2012;2.68;10.96;29.39;22.54;60.45
3;6000050;100000;2030160;Nederland;2013;2.68;11.38;30.49;22.83;61.18
4;6000050;100000;2030160;Nederland;2014;2.69;11.41;30.74;23.3;62.74
5;6000050;100000;2030160;Noord-Nederland (LD);2010;2.71;12.7;34.45;23.18;62.85
6;6000050;100000;2030160;Noord-Nederland (LD);2011;2.6;12.89;33.49;22.91;59.55
7;6000050;100000;2030160;Noord-Nederland (LD);2012;2.64;12.18;32.14;22.7;59.9
8;6000050;100000;2030160;Noord-Nederland (LD);2013;2.65;12.66;33.56;22.2;58.85
9;6000050;100000;2030160;Noord-Nederland (LD);2014;2.62;12.91;33.85;23.94;62.79
10;6000050;100000;2030160;Oost-Nederland (LD);2010;2.86;11.47;32.78;22.24;63.54
11;6000050;100000;2030160;Oost-Nederland (LD);2011;2.72;11.75;31.96;21.97;59.75
12;6000050;100000;2030160;Oost-Nederland (LD);2012;2.7;11.05;29.82;21.62;58.35
13;6000050;100000;2030160;Oost-Nederland (LD);2013;2.72;11.39;30.96;21.81;59.31
14;6000050;100000;2030160;Oost-Nederland (LD);2014;2.7;12.08;32.62;22.84;61.66
15;6000050;100000;2030160;West-Nederland (LD);2010;2.73;10.46;28.6;23.06;63.04
16;6000050;100000;2030160;West-Nederland (LD);2011;2.64;11.12;29.4;24.02;63.52
17;6000050;100000;2030160;West-Nederland (LD);2012;2.68;10.8;28.93;23.33;62.5
18;6000050;100000;2030160;West-Nederland (LD);2013;2.65;11.06;29.28;23.77;62.95
19;6000050;100000;2030160;West-Nederland (LD);2014;2.68;11.07;29.64;24.15;64.68
20;6000050;100000;2030160;Zuid-Nederland (LD);2010;2.79;10.6;29.62;21.58;60.29
21;6000050;100000;2030160;Zuid-Nederland (LD);2011;2.7;11.43;30.92;21.79;58.93
22;6000050;100000;2030160;Zuid-Nederland (LD);2012;2.69;10.65;28.65;21.66;58.29
23;6000050;100000;2030160;Zuid-Nederland (LD);2013;2.73;11.46;31.25;22.09;60.25
24;6000050;100000;2030160;Zuid-Nederland (LD);2014;2.75;10.84;29.82;21.63;59.5
25;6000050;100000;2030160;Groningen (PV);2010;2.75;12.99;35.75;23.79;65.47
26;6000050;100000;2030160;Groningen (PV);2011;2.68;13.35;35.85;23.68;63.57
27;6000050;100000;2030160;Groningen (PV);2012;2.62;12.58;33.01;23.43;61.51
28;6000050;100000;2030160;Groningen (PV);2013;2.62;12.17;31.84;22.06;57.71
29;6000050;100000;2030160;Groningen (PV);2014;2.65;12.13;32.12;23.32;61.76
30;6000050;100000;2030160;Friesland (PV);2010;2.64;12.25;32.36;23.3;61.58
31;6000050;100000;2030160;Friesland (PV);2011;2.5;12.12;30.31;22.12;55.31
32;6000050;100000;2030160;Friesland (PV);2012;2.66;11.64;30.98;22.36;59.48
