ID;Geslacht;KenmerkenVanPersonen;TypeMaatwerkarrangement;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
7443;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalsmeer;1e halfjaar 2018;;
7444;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalsmeer;2e halfjaar 2018;;
7445;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalsmeer;2018;;
7446;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalsmeer;1e halfjaar 2019;;
7447;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalsmeer;2e halfjaar 2019;;
7448;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalsmeer;2019;;
7449;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalsmeer;1e halfjaar 2020;;
7450;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalsmeer;2e halfjaar 2020;;
7451;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalsmeer;2020;;
7452;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;1e halfjaar 2015;;
7453;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;2e halfjaar 2015;;
7454;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;2015;;
7455;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;1e halfjaar 2016;;
7456;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;2e halfjaar 2016;;
7457;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;2016;;
7458;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;1e halfjaar 2017;1465.0;54.0
7459;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;2e halfjaar 2017;1460.0;54.0
7460;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;2017;1585.0;59.0
7461;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;1e halfjaar 2018;1445.0;54.0
7462;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;2e halfjaar 2018;1440.0;53.0
7463;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;2018;1565.0;58.0
7464;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;1e halfjaar 2019;1530.0;57.0
7465;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;2e halfjaar 2019;1635.0;61.0
7466;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;2019;1745.0;65.0
7467;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;1e halfjaar 2020;2010.0;74.0
7468;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;2e halfjaar 2020;2010.0;74.0
7469;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Aalten;2020;2140.0;79.0
7470;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;1e halfjaar 2015;;
7471;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;2e halfjaar 2015;;
7472;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;2015;;
7473;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;1e halfjaar 2016;;
7474;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;2e halfjaar 2016;;
7475;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;2016;;
7476;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;1e halfjaar 2017;1505.0;54.0
7477;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;2e halfjaar 2017;1555.0;56.0
7478;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;2017;1680.0;60.0
7479;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;1e halfjaar 2018;1630.0;58.0
7480;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;2e halfjaar 2018;1635.0;59.0
7481;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;2018;1790.0;64.0
7482;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;1e halfjaar 2019;1725.0;62.0
7483;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;2e halfjaar 2019;1790.0;64.0
7484;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;2019;1930.0;69.0
7485;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;1e halfjaar 2020;1775.0;64.0
7486;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;2e halfjaar 2020;1770.0;64.0
7487;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Achtkarspelen;2020;1935.0;70.0
7488;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;1e halfjaar 2015;;
7489;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;2e halfjaar 2015;;
7490;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;2015;;
7491;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;1e halfjaar 2016;;
7492;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;2e halfjaar 2016;;
7493;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;2016;;
7494;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;1e halfjaar 2017;;
7495;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;2e halfjaar 2017;1115.0;56.0
7496;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;2017;;
7497;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;1e halfjaar 2018;1125.0;56.0
7498;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;2e halfjaar 2018;1145.0;57.0
7499;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;2018;1210.0;60.0
7500;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;1e halfjaar 2019;1195.0;60.0
7501;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;2e halfjaar 2019;1195.0;60.0
7502;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;2019;1290.0;64.0
7503;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;1e halfjaar 2020;1225.0;61.0
7504;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;2e halfjaar 2020;1260.0;62.0
7505;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alblasserdam;2020;1340.0;66.0
7506;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;1e halfjaar 2015;;
7507;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2e halfjaar 2015;;
7508;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2015;;
7509;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;1e halfjaar 2016;;
7510;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2e halfjaar 2016;;
7511;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2016;;
7512;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;1e halfjaar 2017;1180.0;47.0
7513;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2e halfjaar 2017;1175.0;47.0
7514;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2017;1255.0;50.0
7515;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;1e halfjaar 2018;1180.0;47.0
7516;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2e halfjaar 2018;1180.0;47.0
7517;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2018;1265.0;50.0
7518;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;1e halfjaar 2019;1265.0;50.0
7519;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2e halfjaar 2019;1300.0;51.0
7520;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2019;1375.0;54.0
7521;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;1e halfjaar 2020;1330.0;52.0
7522;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2e halfjaar 2020;1335.0;52.0
7523;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2020;1440.0;56.0
7524;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;1e halfjaar 2015;;
7525;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2e halfjaar 2015;;
7526;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2015;;
7527;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;1e halfjaar 2016;;
7528;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2e halfjaar 2016;;
7529;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2016;;
7530;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;1e halfjaar 2017;5530.0;51.0
7531;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2e halfjaar 2017;5705.0;53.0
7532;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2017;6080.0;56.0
7533;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;1e halfjaar 2018;5840.0;54.0
7534;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2e halfjaar 2018;6050.0;56.0
7535;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2018;6460.0;60.0
7536;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;1e halfjaar 2019;6175.0;57.0
7537;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2e halfjaar 2019;6485.0;60.0
7538;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2019;6855.0;63.0
7539;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;1e halfjaar 2020;6550.0;60.0
7540;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2e halfjaar 2020;6585.0;60.0
7541;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2020;7065.0;65.0
7542;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;1e halfjaar 2015;;
7543;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2e halfjaar 2015;;
7544;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2015;;
7545;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;1e halfjaar 2016;;
7546;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2e halfjaar 2016;;
7547;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2016;;
7548;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;1e halfjaar 2017;3970.0;55.0
7549;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2e halfjaar 2017;3795.0;52.0
7550;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2017;4280.0;59.0
7551;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;1e halfjaar 2018;3895.0;54.0
7552;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2e halfjaar 2018;3950.0;54.0
7553;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2018;4285.0;59.0
7554;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;1e halfjaar 2019;4115.0;56.0
7555;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2e halfjaar 2019;4160.0;57.0
7556;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2019;4570.0;63.0
7557;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;1e halfjaar 2020;4740.0;65.0
7558;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2e halfjaar 2020;4850.0;66.0
7559;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2020;5240.0;72.0
7560;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;1e halfjaar 2015;;
7561;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2e halfjaar 2015;;
7562;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2015;;
7563;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;1e halfjaar 2016;;
7564;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2e halfjaar 2016;;
7565;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2016;;
7566;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;1e halfjaar 2017;8915.0;44.0
7567;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2e halfjaar 2017;9060.0;45.0
7568;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2017;9620.0;48.0
7569;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;1e halfjaar 2018;9295.0;46.0
7570;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2e halfjaar 2018;9250.0;45.0
7571;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2018;10090.0;49.0
7572;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;1e halfjaar 2019;9770.0;47.0
7573;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2e halfjaar 2019;10180.0;49.0
7574;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2019;10680.0;51.0
7575;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;1e halfjaar 2020;10310.0;49.0
7576;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2e halfjaar 2020;10515.0;50.0
7577;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2020;11120.0;52.0
7578;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;1e halfjaar 2015;;
7579;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2e halfjaar 2015;;
7580;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2015;;
7581;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;1e halfjaar 2016;;
7582;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2e halfjaar 2016;;
7583;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2016;;
7584;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;1e halfjaar 2017;3445.0;32.0
7585;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2e halfjaar 2017;3435.0;32.0
7586;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2017;3705.0;34.0
7587;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;1e halfjaar 2018;3420.0;31.0
7588;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2e halfjaar 2018;3455.0;32.0
7589;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2018;3720.0;34.0
7590;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;1e halfjaar 2019;3540.0;32.0
7591;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2e halfjaar 2019;3690.0;33.0
7592;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2019;3965.0;36.0
7593;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;1e halfjaar 2020;3695.0;33.0
7594;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2e halfjaar 2020;3780.0;34.0
7595;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2020;4085.0;37.0
7596;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;1e halfjaar 2015;;
7597;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2e halfjaar 2015;;
7598;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2015;;
7599;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;1e halfjaar 2016;;
7600;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2e halfjaar 2016;;
7601;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2016;;
7602;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;1e halfjaar 2017;275.0;27.0
7603;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2e halfjaar 2017;295.0;29.0
7604;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2017;330.0;33.0
7605;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;1e halfjaar 2018;320.0;32.0
7606;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2e halfjaar 2018;340.0;34.0
7607;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2018;360.0;36.0
7608;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;1e halfjaar 2019;410.0;40.0
7609;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2e halfjaar 2019;440.0;43.0
7610;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2019;475.0;47.0
7611;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;1e halfjaar 2020;475.0;47.0
7612;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2e halfjaar 2020;495.0;49.0
7613;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2020;540.0;53.0
7614;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;1e halfjaar 2015;;
7615;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2e halfjaar 2015;;
7616;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2015;;
7617;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;1e halfjaar 2016;;
7618;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2e halfjaar 2016;;
7619;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2016;;
7620;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;1e halfjaar 2017;;
7621;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2e halfjaar 2017;;
7622;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2017;;
7623;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;1e halfjaar 2018;;
7624;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2e halfjaar 2018;;
7625;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2018;;
7626;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;1e halfjaar 2019;2660.0;48.0
7627;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2e halfjaar 2019;2845.0;51.0
7628;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2019;2995.0;54.0
7629;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;1e halfjaar 2020;2995.0;54.0
7630;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2e halfjaar 2020;3085.0;55.0
7631;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2020;3290.0;59.0
7632;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;1e halfjaar 2015;;
7633;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2e halfjaar 2015;;
7634;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2015;;
7635;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;1e halfjaar 2016;;
7636;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2e halfjaar 2016;;
7637;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2016;;
7638;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;1e halfjaar 2017;190.0;52.0
7639;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2e halfjaar 2017;195.0;54.0
7640;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2017;205.0;56.0
7641;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;1e halfjaar 2018;195.0;53.0
7642;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2e halfjaar 2018;190.0;52.0
7643;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2018;215.0;59.0
7644;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;1e halfjaar 2019;180.0;49.0
7645;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2e halfjaar 2019;195.0;53.0
7646;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2019;200.0;55.0
7647;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;1e halfjaar 2020;215.0;58.0
7648;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2e halfjaar 2020;220.0;59.0
7649;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2020;235.0;63.0
7650;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;1e halfjaar 2015;;
7651;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2e halfjaar 2015;;
7652;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2015;;
7653;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;1e halfjaar 2016;;
7654;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2e halfjaar 2016;;
7655;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2016;;
7656;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;1e halfjaar 2017;8560.0;55.0
7657;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2e halfjaar 2017;8720.0;56.0
7658;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2017;9525.0;62.0
7659;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;1e halfjaar 2018;8865.0;57.0
7660;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2e halfjaar 2018;8930.0;58.0
7661;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2018;9745.0;63.0
7662;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;1e halfjaar 2019;8560.0;55.0
7663;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2e halfjaar 2019;8735.0;56.0
7664;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2019;9585.0;61.0
