ID;Geslacht;Leeftijd;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;TotaalJeugdhulpInNatura_2;TotaalJeugdhulpZonderVerblijf_3;UitgevoerdDoorHetWijkOfBuurtteam_4;TotaalNietUitgevoerd_5;AmbulanteJeugdhulpOpLocatieAanbieder_6;DaghulpOpLocatieVanDeAanbieder_7;JeugdhulpInHetNetwerkVanDeJongere_8;TotaalJeugdhulpMetVerblijf_9;Pleegzorg_10;Gezinsgericht_11;GeslotenPlaatsing_12;AnderVerblijfBijJeugdhulpaanbieder_13;TotaalJeugdbescherming_14;TotaalOndertoezichtstelling_15;Ondertoezichtstelling_16;VoorlopigeOndertoezichtstelling_17;TotaalVoogdij_18;ReguliereVoogdij_19;VoorlopigeVoogdij_20;TijdelijkeVoogdij_21;TotaalJeugdreclassering_22;ToezichtEnBegeleidingGedwongenKader_23;ToezichtEnBegeleidingVrijwillig_24;IndividueleTrajectbegeleidingHardeKern_25;IndividueleTrajectbegeleidingCRIEM_26;ScholingsEnTrainingsprogramma_27;GedragsbeinvloedendeMaatregel_28;VoorberGedragsbeinvMaatregel_29
102;Totaal mannen en vrouwen;13 jaar;30 juni 2023;21245.0;20775.0;19670.0;2640.0;18035.0;14910.0;1210.0;3820.0;2115.0;995.0;340.0;50.0;830.0;2070.0;1295.0;1270.0;20.0;775.0;760.0;10.0;10.0;55.0;45.0;10.0;;;;;
103;Totaal mannen en vrouwen;13 jaar;31 december 2023;21675.0;21185.0;20035.0;2530.0;18490.0;15340.0;1170.0;4040.0;2115.0;995.0;390.0;40.0;785.0;2040.0;1295.0;1275.0;25.0;745.0;725.0;10.0;10.0;50.0;40.0;10.0;;;;;
104;Totaal mannen en vrouwen;13 jaar;30 juni 2024;22815.0;22355.0;21225.0;2400.0;19760.0;16540.0;1285.0;4115.0;2100.0;990.0;405.0;50.0;775.0;1935.0;1235.0;1215.0;20.0;700.0;685.0;10.0;10.0;60.0;50.0;10.0;;;;;
105;Totaal mannen en vrouwen;14 jaar;30 juni 2021;20630.0;19950.0;18575.0;2555.0;16895.0;13915.0;930.0;3660.0;2325.0;1070.0;325.0;115.0;920.0;2295.0;1430.0;1405.0;25.0;865.0;850.0;;10.0;185.0;160.0;20.0;;;;;
106;Totaal mannen en vrouwen;14 jaar;31 december 2021;20945.0;20285.0;18970.0;2380.0;17365.0;14185.0;1015.0;3840.0;2270.0;1015.0;335.0;85.0;930.0;2265.0;1435.0;1405.0;30.0;830.0;815.0;;10.0;155.0;130.0;25.0;;;;;
107;Totaal mannen en vrouwen;14 jaar;30 juni 2022;22100.0;21485.0;20090.0;2640.0;18480.0;15315.0;1105.0;3955.0;2370.0;1095.0;355.0;90.0;930.0;2315.0;1450.0;1435.0;15.0;865.0;850.0;10.0;10.0;185.0;155.0;30.0;;;;;
108;Totaal mannen en vrouwen;14 jaar;31 december 2022;22765.0;22175.0;20805.0;2745.0;19140.0;15950.0;1105.0;4000.0;2405.0;1110.0;365.0;100.0;945.0;2305.0;1420.0;1395.0;25.0;885.0;870.0;;10.0;205.0;170.0;35.0;10.0;;;;
109;Totaal mannen en vrouwen;14 jaar;30 juni 2023;23000.0;22435.0;21040.0;2835.0;19320.0;16155.0;1260.0;4060.0;2470.0;1105.0;355.0;125.0;1020.0;2240.0;1380.0;1350.0;30.0;860.0;835.0;;20.0;230.0;185.0;35.0;10.0;;;;
110;Totaal mannen en vrouwen;14 jaar;31 december 2023;23170.0;22630.0;21330.0;2765.0;19705.0;16415.0;1260.0;4250.0;2440.0;1070.0;360.0;120.0;1025.0;2220.0;1390.0;1360.0;30.0;830.0;815.0;;10.0;220.0;180.0;35.0;;;;;
111;Totaal mannen en vrouwen;14 jaar;30 juni 2024;24010.0;23480.0;22250.0;2575.0;20685.0;17280.0;1245.0;4400.0;2275.0;980.0;375.0;85.0;960.0;2020.0;1230.0;1210.0;20.0;790.0;780.0;;;235.0;205.0;35.0;;;;;
112;Totaal mannen en vrouwen;15 jaar;30 juni 2021;21530.0;20715.0;19185.0;2550.0;17490.0;14305.0;915.0;3840.0;2490.0;990.0;375.0;150.0;1075.0;2380.0;1480.0;1455.0;25.0;900.0;890.0;;10.0;425.0;360.0;65.0;10.0;;;;
113;Totaal mannen en vrouwen;15 jaar;31 december 2021;22090.0;21295.0;19790.0;2470.0;18185.0;14970.0;905.0;3900.0;2440.0;980.0;355.0;150.0;1050.0;2365.0;1480.0;1455.0;20.0;885.0;860.0;10.0;15.0;425.0;365.0;60.0;10.0;;;;
114;Totaal mannen en vrouwen;15 jaar;30 juni 2022;22805.0;22130.0;20650.0;2580.0;19015.0;15900.0;1015.0;3850.0;2550.0;1110.0;335.0;135.0;1085.0;2265.0;1385.0;1370.0;15.0;880.0;860.0;10.0;10.0;405.0;365.0;40.0;;;;;
115;Totaal mannen en vrouwen;15 jaar;31 december 2022;23335.0;22700.0;21225.0;2600.0;19645.0;16405.0;1085.0;4080.0;2495.0;1085.0;330.0;145.0;1050.0;2165.0;1320.0;1305.0;20.0;840.0;830.0;;10.0;425.0;365.0;55.0;10.0;;;;
116;Totaal mannen en vrouwen;15 jaar;30 juni 2023;23935.0;23250.0;21740.0;2890.0;19995.0;16655.0;1150.0;4260.0;2640.0;1100.0;405.0;150.0;1130.0;2305.0;1425.0;1390.0;35.0;875.0;865.0;;10.0;515.0;425.0;75.0;15.0;;;;
117;Totaal mannen en vrouwen;15 jaar;31 december 2023;24280.0;23600.0;22040.0;2900.0;20340.0;16930.0;1235.0;4405.0;2750.0;1100.0;425.0;140.0;1220.0;2320.0;1405.0;1380.0;25.0;915.0;895.0;;15.0;555.0;465.0;70.0;20.0;10.0;;;
118;Totaal mannen en vrouwen;15 jaar;30 juni 2024;25550.0;24885.0;23425.0;2660.0;21865.0;18370.0;1285.0;4645.0;2650.0;1095.0;375.0;150.0;1190.0;2270.0;1385.0;1355.0;30.0;880.0;860.0;;20.0;595.0;515.0;70.0;15.0;;;;
119;Totaal mannen en vrouwen;16 jaar;30 juni 2021;22180.0;21195.0;19415.0;2480.0;17765.0;14640.0;905.0;3815.0;2900.0;1080.0;395.0;175.0;1355.0;2565.0;1610.0;1585.0;30.0;950.0;920.0;10.0;20.0;735.0;630.0;95.0;25.0;10.0;;;
120;Totaal mannen en vrouwen;16 jaar;31 december 2021;22555.0;21565.0;19855.0;2345.0;18290.0;15065.0;890.0;3940.0;2760.0;990.0;390.0;175.0;1325.0;2510.0;1515.0;1490.0;25.0;995.0;970.0;10.0;20.0;755.0;660.0;95.0;15.0;10.0;;;
121;Totaal mannen en vrouwen;16 jaar;30 juni 2022;22915.0;22050.0;20355.0;2475.0;18830.0;15775.0;900.0;3745.0;2785.0;1040.0;330.0;170.0;1345.0;2360.0;1420.0;1400.0;20.0;940.0;920.0;;15.0;770.0;670.0;105.0;20.0;;;;
122;Totaal mannen en vrouwen;16 jaar;31 december 2022;23475.0;22625.0;21010.0;2525.0;19470.0;16390.0;960.0;3830.0;2710.0;1060.0;355.0;150.0;1235.0;2335.0;1415.0;1390.0;25.0;915.0;890.0;10.0;20.0;760.0;645.0;100.0;25.0;10.0;;;
123;Totaal mannen en vrouwen;16 jaar;30 juni 2023;23680.0;22880.0;21200.0;2630.0;19570.0;16455.0;1095.0;3965.0;2815.0;1085.0;385.0;150.0;1340.0;2200.0;1295.0;1270.0;25.0;905.0;885.0;;15.0;795.0;690.0;95.0;25.0;;;;
124;Totaal mannen en vrouwen;16 jaar;31 december 2023;23575.0;22770.0;21090.0;2630.0;19505.0;16335.0;1065.0;4105.0;2820.0;1060.0;395.0;155.0;1350.0;2190.0;1320.0;1290.0;30.0;870.0;850.0;10.0;10.0;870.0;770.0;80.0;25.0;;;;
125;Totaal mannen en vrouwen;16 jaar;30 juni 2024;24980.0;24135.0;22495.0;2465.0;21045.0;17585.0;1105.0;4470.0;2825.0;1055.0;425.0;150.0;1330.0;2250.0;1360.0;1340.0;20.0;895.0;875.0;;10.0;940.0;805.0;120.0;25.0;;;;
126;Totaal mannen en vrouwen;17 jaar;30 juni 2021;21030.0;19820.0;17820.0;2050.0;16415.0;13645.0;760.0;3255.0;3035.0;1070.0;355.0;190.0;1505.0;2540.0;1530.0;1510.0;20.0;1015.0;980.0;10.0;20.0;1145.0;985.0;145.0;35.0;15.0;;;
127;Totaal mannen en vrouwen;17 jaar;31 december 2021;21925.0;20680.0;18655.0;2005.0;17305.0;14465.0;785.0;3440.0;3100.0;1050.0;390.0;165.0;1575.0;2525.0;1535.0;1510.0;25.0;995.0;970.0;10.0;20.0;1090.0;960.0;105.0;40.0;;;;
128;Totaal mannen en vrouwen;17 jaar;30 juni 2022;21755.0;20605.0;18640.0;2185.0;17230.0;14390.0;790.0;3445.0;3025.0;1095.0;345.0;135.0;1540.0;2405.0;1400.0;1380.0;15.0;1010.0;975.0;10.0;20.0;1050.0;900.0;135.0;30.0;10.0;;;
129;Totaal mannen en vrouwen;17 jaar;31 december 2022;23120.0;22050.0;20180.0;2275.0;18745.0;15770.0;885.0;3635.0;3060.0;1050.0;380.0;150.0;1590.0;2320.0;1280.0;1260.0;20.0;1040.0;1015.0;10.0;20.0;1080.0;930.0;125.0;40.0;;;;
130;Totaal mannen en vrouwen;17 jaar;30 juni 2023;22215.0;21160.0;19245.0;2225.0;17820.0;14995.0;860.0;3435.0;2990.0;1010.0;365.0;130.0;1580.0;2225.0;1250.0;1240.0;10.0;980.0;955.0;;15.0;1095.0;940.0;130.0;40.0;;;;
131;Totaal mannen en vrouwen;17 jaar;31 december 2023;22630.0;21610.0;19705.0;2145.0;18415.0;15515.0;930.0;3695.0;3070.0;1010.0;400.0;115.0;1665.0;2190.0;1230.0;1210.0;15.0;960.0;930.0;10.0;20.0;1145.0;985.0;130.0;35.0;10.0;;;
132;Totaal mannen en vrouwen;17 jaar;30 juni 2024;23715.0;22725.0;20920.0;2095.0;19655.0;16620.0;1030.0;3880.0;3005.0;1035.0;385.0;105.0;1595.0;2070.0;1140.0;1130.0;10.0;930.0;905.0;;20.0;1210.0;1050.0;140.0;40.0;;;;
133;Totaal mannen en vrouwen;18 jaar;30 juni 2021;6665.0;5855.0;4255.0;1120.0;3240.0;2255.0;195.0;925.0;1840.0;840.0;210.0;15.0;805.0;;;;;;;;;1250.0;1115.0;110.0;35.0;;;;
134;Totaal mannen en vrouwen;18 jaar;31 december 2021;6930.0;6135.0;4585.0;1015.0;3660.0;2625.0;255.0;940.0;1835.0;840.0;200.0;20.0;805.0;10.0;;;;;;;;1185.0;1085.0;85.0;25.0;;;;
135;Totaal mannen en vrouwen;18 jaar;30 juni 2022;6915.0;6125.0;4520.0;1025.0;3600.0;2650.0;195.0;940.0;1885.0;915.0;220.0;20.0;755.0;;;;;;;;;1180.0;1065.0;100.0;25.0;;;;
136;Totaal mannen en vrouwen;18 jaar;31 december 2022;7525.0;6800.0;5125.0;1195.0;4065.0;3065.0;190.0;970.0;2005.0;930.0;240.0;20.0;835.0;20.0;10.0;10.0;;10.0;10.0;;;1125.0;1005.0;95.0;35.0;;;;
137;Totaal mannen en vrouwen;18 jaar;30 juni 2023;7110.0;6380.0;4750.0;1080.0;3805.0;2895.0;215.0;890.0;1940.0;895.0;265.0;10.0;800.0;10.0;;;;10.0;10.0;;;1090.0;965.0;105.0;25.0;;;;
138;Totaal mannen en vrouwen;18 jaar;31 december 2023;7550.0;6820.0;5120.0;1065.0;4210.0;3130.0;250.0;1060.0;2035.0;885.0;265.0;10.0;905.0;45.0;20.0;20.0;;25.0;20.0;;;1125.0;1010.0;100.0;20.0;;;;
139;Totaal mannen en vrouwen;18 jaar;30 juni 2024;9080.0;8355.0;6630.0;950.0;5810.0;4520.0;330.0;1300.0;2100.0;865.0;265.0;35.0;1005.0;15.0;;;;10.0;10.0;;;1205.0;1095.0;95.0;25.0;;;;
140;Totaal mannen en vrouwen;19 jaar of ouder;30 juni 2021;8055.0;6975.0;5100.0;1505.0;3630.0;2745.0;165.0;790.0;2035.0;1270.0;165.0;;610.0;;;;;;;;;1455.0;1340.0;100.0;25.0;;;;
141;Totaal mannen en vrouwen;19 jaar of ouder;31 december 2021;8530.0;7570.0;5525.0;1525.0;4050.0;3010.0;190.0;935.0;2175.0;1300.0;210.0;;685.0;;;;;;;;;1325.0;1225.0;85.0;25.0;;;;
142;Totaal mannen en vrouwen;19 jaar of ouder;30 juni 2022;8350.0;7345.0;5315.0;1475.0;3890.0;3010.0;175.0;795.0;2190.0;1435.0;210.0;10.0;550.0;;;;;;;;;1375.0;1280.0;85.0;20.0;;;;
143;Totaal mannen en vrouwen;19 jaar of ouder;31 december 2022;9370.0;8455.0;6245.0;1730.0;4570.0;3505.0;215.0;955.0;2390.0;1540.0;240.0;10.0;620.0;;;;;;;;;1280.0;1170.0;90.0;25.0;;;;
144;Totaal mannen en vrouwen;19 jaar of ouder;30 juni 2023;8605.0;7715.0;5400.0;1375.0;4070.0;3230.0;165.0;765.0;2480.0;1585.0;280.0;10.0;640.0;;;;;;;;;1235.0;1125.0;90.0;20.0;;;;
145;Totaal mannen en vrouwen;19 jaar of ouder;31 december 2023;9320.0;8475.0;6000.0;1345.0;4695.0;3670.0;195.0;965.0;2655.0;1650.0;320.0;15.0;720.0;;;;;;;;;1225.0;1110.0;100.0;20.0;;;;
146;Totaal mannen en vrouwen;19 jaar of ouder;30 juni 2024;9970.0;9135.0;6520.0;1295.0;5260.0;3950.0;275.0;1200.0;2825.0;1705.0;365.0;10.0;795.0;;;;;;;;;1215.0;1125.0;85.0;20.0;;;;
147;Totaal mannen en vrouwen;0 tot 4 jaar;30 juni 2021;14395.0;13195.0;11810.0;3290.0;9155.0;4645.0;2160.0;3595.0;1840.0;1350.0;225.0;;290.0;3235.0;2655.0;2560.0;95.0;580.0;520.0;40.0;15.0;;;;;;;;
148;Totaal mannen en vrouwen;0 tot 4 jaar;31 december 2021;14260.0;13170.0;11835.0;3060.0;9410.0;4910.0;2125.0;3605.0;1805.0;1295.0;220.0;;325.0;3025.0;2435.0;2350.0;85.0;590.0;535.0;40.0;15.0;;;;;;;;
149;Totaal mannen en vrouwen;0 tot 4 jaar;30 juni 2022;14375.0;13440.0;12130.0;3165.0;9785.0;5045.0;2130.0;3930.0;1780.0;1295.0;255.0;;260.0;2805.0;2245.0;2155.0;90.0;560.0;495.0;50.0;15.0;;;;;;;;
150;Totaal mannen en vrouwen;0 tot 4 jaar;31 december 2022;14140.0;13280.0;11980.0;3020.0;9745.0;5070.0;2220.0;3805.0;1760.0;1245.0;255.0;;290.0;2620.0;2110.0;2015.0;95.0;510.0;455.0;45.0;15.0;;;;;;;;
151;Totaal mannen en vrouwen;0 tot 4 jaar;30 juni 2023;13495.0;12820.0;11740.0;3070.0;9460.0;4975.0;2230.0;3740.0;1585.0;1165.0;210.0;;250.0;2325.0;1890.0;1850.0;40.0;435.0;395.0;25.0;15.0;;;;;;;;
152;Totaal mannen en vrouwen;0 tot 4 jaar;31 december 2023;12005.0;11390.0;10505.0;2585.0;8595.0;4675.0;2075.0;3165.0;1340.0;965.0;185.0;;225.0;2005.0;1670.0;1635.0;35.0;335.0;310.0;15.0;10.0;;;;;;;;
153;Totaal mannen en vrouwen;0 tot 4 jaar;30 juni 2024;13335.0;12580.0;11510.0;2555.0;9625.0;5380.0;1930.0;3560.0;1565.0;1060.0;255.0;;280.0;2325.0;1940.0;1875.0;65.0;385.0;330.0;45.0;10.0;;;;;;;;
154;Totaal mannen en vrouwen;4 tot 12 jaar;30 juni 2021;138200.0;133840.0;128040.0;19385.0;115060.0;88835.0;11905.0;27245.0;10615.0;6530.0;1575.0;40.0;2820.0;14995.0;11060.0;10930.0;125.0;3940.0;3855.0;30.0;55.0;;;;;;;;
155;Totaal mannen en vrouwen;4 tot 12 jaar;31 december 2021;137095.0;132905.0;127275.0;17960.0;115380.0;88070.0;12410.0;28150.0;10430.0;6315.0;1540.0;35.0;2895.0;14565.0;10765.0;10650.0;115.0;3805.0;3730.0;25.0;55.0;;;;;;;;
156;Totaal mannen en vrouwen;4 tot 12 jaar;30 juni 2022;137925.0;134360.0;128805.0;18475.0;117150.0;90830.0;12570.0;27235.0;10545.0;6535.0;1600.0;30.0;2735.0;13815.0;10085.0;10005.0;85.0;3730.0;3655.0;25.0;50.0;;;;;;;;
157;Totaal mannen en vrouwen;4 tot 12 jaar;31 december 2022;139860.0;136580.0;131265.0;18445.0;119775.0;93280.0;12540.0;27805.0;10200.0;6285.0;1560.0;30.0;2665.0;13165.0;9555.0;9420.0;135.0;3610.0;3535.0;25.0;50.0;;;;;;;;
158;Totaal mannen en vrouwen;4 tot 12 jaar;30 juni 2023;141535.0;138375.0;133135.0;19460.0;120980.0;93890.0;13830.0;28430.0;10150.0;6110.0;1545.0;25.0;2850.0;12645.0;9120.0;9025.0;90.0;3530.0;3440.0;45.0;45.0;;;;;;;;
159;Totaal mannen en vrouwen;4 tot 12 jaar;31 december 2023;143390.0;140385.0;135185.0;18865.0;123585.0;96190.0;13790.0;29355.0;10110.0;5970.0;1580.0;20.0;2940.0;12360.0;8965.0;8855.0;115.0;3395.0;3300.0;45.0;50.0;;;;;;;;
160;Totaal mannen en vrouwen;4 tot 12 jaar;30 juni 2024;149905.0;147125.0;142150.0;17580.0;131340.0;102675.0;14500.0;30515.0;9705.0;5770.0;1555.0;10.0;2735.0;11655.0;8485.0;8390.0;95.0;3170.0;3095.0;25.0;50.0;;;;;;;;
161;Totaal mannen en vrouwen;12 tot 18 jaar;30 juni 2021;126430.0;121390.0;112380.0;14825.0;102525.0;84050.0;5965.0;22230.0;14875.0;6345.0;2120.0;710.0;6280.0;14565.0;9175.0;9035.0;140.0;5385.0;5260.0;40.0;90.0;2540.0;2175.0;335.0;75.0;30.0;;;
162;Totaal mannen en vrouwen;12 tot 18 jaar;31 december 2021;128635.0;123580.0;114710.0;14090.0;105375.0;86325.0;6020.0;22925.0;14730.0;6150.0;2130.0;655.0;6355.0;14455.0;9095.0;8960.0;135.0;5360.0;5225.0;45.0;90.0;2490.0;2165.0;295.0;65.0;20.0;;;
163;Totaal mannen en vrouwen;12 tot 18 jaar;30 juni 2022;131900.0;127485.0;118690.0;15030.0;109235.0;90795.0;6250.0;22670.0;14955.0;6510.0;2005.0;610.0;6445.0;13830.0;8560.0;8470.0;85.0;5270.0;5150.0;35.0;85.0;2480.0;2160.0;315.0;60.0;25.0;;;
164;Totaal mannen en vrouwen;12 tot 18 jaar;31 december 2022;135700.0;131555.0;123025.0;15390.0;113570.0;94675.0;6560.0;23255.0;14835.0;6400.0;2090.0;635.0;6335.0;13400.0;8200.0;8070.0;130.0;5200.0;5090.0;35.0;80.0;2530.0;2170.0;315.0;80.0;20.0;;;
165;Totaal mannen en vrouwen;12 tot 18 jaar;30 juni 2023;136430.0;132390.0;123755.0;15905.0;113975.0;95035.0;7015.0;23615.0;15025.0;6295.0;2210.0;625.0;6605.0;13030.0;7960.0;7835.0;125.0;5070.0;4955.0;40.0;70.0;2690.0;2290.0;340.0;85.0;20.0;;;
166;Totaal mannen en vrouwen;12 tot 18 jaar;31 december 2023;136725.0;132715.0;124130.0;15495.0;114890.0;95725.0;7045.0;24500.0;15070.0;6155.0;2285.0;590.0;6745.0;12885.0;7880.0;7735.0;145.0;5010.0;4885.0;50.0;75.0;2845.0;2450.0;325.0;85.0;25.0;;;
167;Totaal mannen en vrouwen;12 tot 18 jaar;30 juni 2024;144205.0;140270.0;132025.0;14610.0;123305.0;103105.0;7500.0;25875.0;14755.0;6090.0;2275.0;550.0;6590.0;12475.0;7625.0;7500.0;120.0;4855.0;4750.0;40.0;65.0;3050.0;2630.0;375.0;85.0;15.0;;;
168;Totaal mannen en vrouwen;18 tot 23 jaar;30 juni 2021;14720.0;12825.0;9350.0;2620.0;6865.0;5000.0;360.0;1715.0;3875.0;2110.0;375.0;15.0;1410.0;;;;;;;;;2705.0;2460.0;205.0;65.0;;;;
169;Totaal mannen en vrouwen;18 tot 23 jaar;31 december 2021;15460.0;13710.0;10115.0;2540.0;7710.0;5635.0;445.0;1870.0;4010.0;2140.0;415.0;25.0;1485.0;10.0;;;;;;;;2515.0;2310.0;170.0;50.0;;;;
170;Totaal mannen en vrouwen;18 tot 23 jaar;30 juni 2022;15260.0;13470.0;9835.0;2500.0;7485.0;5665.0;370.0;1740.0;4075.0;2350.0;430.0;25.0;1305.0;;;;;;;;;2555.0;2340.0;185.0;45.0;;;;
171;Totaal mannen en vrouwen;18 tot 23 jaar;31 december 2022;16895.0;15255.0;11375.0;2925.0;8635.0;6570.0;405.0;1925.0;4395.0;2470.0;480.0;30.0;1455.0;20.0;10.0;10.0;;10.0;10.0;;;2405.0;2175.0;185.0;55.0;;;;
172;Totaal mannen en vrouwen;18 tot 23 jaar;30 juni 2023;15715.0;14095.0;10150.0;2455.0;7880.0;6125.0;380.0;1655.0;4420.0;2480.0;540.0;20.0;1445.0;10.0;;;;10.0;10.0;;;2325.0;2090.0;195.0;45.0;;;;
173;Totaal mannen en vrouwen;18 tot 23 jaar;31 december 2023;16870.0;15295.0;11120.0;2405.0;8905.0;6800.0;445.0;2025.0;4690.0;2535.0;585.0;25.0;1625.0;45.0;20.0;20.0;;25.0;20.0;;;2355.0;2125.0;200.0;45.0;;;;
174;Totaal mannen en vrouwen;18 tot 23 jaar;30 juni 2024;19045.0;17490.0;13150.0;2245.0;11070.0;8470.0;605.0;2500.0;4925.0;2570.0;630.0;45.0;1795.0;15.0;;;;10.0;10.0;;;2420.0;2220.0;185.0;45.0;;;;
175;Mannen;Totaal;30 juni 2021;164755.0;157155.0;146950.0;22665.0;131845.0;100795.0;14085.0;32970.0;16675.0;8155.0;2415.0;410.0;6220.0;17295.0;12225.0;12050.0;175.0;5075.0;4940.0;55.0;80.0;4565.0;4015.0;485.0;140.0;30.0;;;
176;Mannen;Totaal;31 december 2021;163910.0;156590.0;146490.0;21085.0;132505.0;100620.0;14470.0;33585.0;16520.0;7945.0;2385.0;360.0;6360.0;16835.0;11850.0;11665.0;185.0;4990.0;4860.0;60.0;75.0;4380.0;3900.0;415.0;115.0;25.0;;;
177;Mannen;Totaal;30 juni 2022;164805.0;158215.0;148255.0;21990.0;134340.0;103560.0;14595.0;32805.0;16655.0;8365.0;2355.0;340.0;6115.0;15930.0;11050.0;10920.0;130.0;4885.0;4755.0;50.0;75.0;4400.0;3920.0;445.0;105.0;25.0;;;
178;Mannen;Totaal;31 december 2022;167640.0;161515.0;151710.0;22070.0;138010.0;106870.0;14780.0;33435.0;16505.0;8255.0;2370.0;335.0;6075.0;15240.0;10465.0;10290.0;175.0;4780.0;4665.0;45.0;70.0;4295.0;3760.0;450.0;135.0;20.0;;;
179;Mannen;Totaal;30 juni 2023;167265.0;161290.0;151450.0;22670.0;137355.0;106135.0;15940.0;33540.0;16560.0;8110.0;2420.0;310.0;6325.0;14655.0;10055.0;9925.0;130.0;4605.0;4490.0;55.0;65.0;4345.0;3780.0;475.0;130.0;25.0;;;
180;Mannen;Totaal;31 december 2023;168300.0;162550.0;152740.0;21705.0;139620.0;108460.0;15835.0;34345.0;16550.0;7915.0;2450.0;295.0;6485.0;14275.0;9825.0;9685.0;140.0;4455.0;4335.0;55.0;65.0;4440.0;3885.0;455.0;125.0;35.0;;;
181;Mannen;Totaal;30 juni 2024;177880.0;172205.0;162505.0;20515.0;150010.0;117135.0;16565.0;36015.0;16400.0;7850.0;2520.0;280.0;6400.0;13710.0;9445.0;9295.0;145.0;4270.0;4150.0;55.0;60.0;4670.0;4125.0;485.0;125.0;10.0;;;
182;Mannen;0 jaar;30 juni 2021;930.0;795.0;670.0;205.0;480.0;265.0;10.0;225.0;150.0;85.0;15.0;;55.0;260.0;215.0;190.0;25.0;45.0;30.0;20.0;;;;;;;;;
183;Mannen;0 jaar;31 december 2021;870.0;770.0;640.0;165.0;490.0;255.0;;245.0;155.0;100.0;20.0;;40.0;235.0;190.0;165.0;25.0;50.0;25.0;20.0;;;;;;;;;
184;Mannen;0 jaar;30 juni 2022;875.0;780.0;655.0;155.0;520.0;280.0;20.0;240.0;155.0;90.0;30.0;;35.0;230.0;185.0;160.0;25.0;45.0;20.0;20.0;;;;;;;;;
185;Mannen;0 jaar;31 december 2022;770.0;690.0;550.0;130.0;445.0;260.0;10.0;185.0;160.0;90.0;35.0;;35.0;200.0;155.0;130.0;25.0;45.0;25.0;15.0;;;;;;;;;
186;Mannen;0 jaar;30 juni 2023;525.0;480.0;405.0;95.0;320.0;180.0;10.0;145.0;105.0;65.0;15.0;;20.0;125.0;100.0;95.0;;25.0;20.0;;;;;;;;;;
187;Mannen;0 jaar;31 december 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;Mannen;0 jaar;30 juni 2024;805.0;725.0;615.0;140.0;495.0;310.0;10.0;185.0;140.0;80.0;30.0;;35.0;200.0;165.0;145.0;15.0;35.0;25.0;10.0;;;;;;;;;
189;Mannen;1 jaar;30 juni 2021;1390.0;1250.0;1095.0;350.0;795.0;435.0;60.0;330.0;220.0;175.0;20.0;;25.0;360.0;295.0;290.0;;60.0;55.0;;;;;;;;;;
190;Mannen;1 jaar;31 december 2021;1320.0;1205.0;1040.0;305.0;770.0;450.0;50.0;305.0;220.0;150.0;20.0;;50.0;325.0;260.0;255.0;;60.0;60.0;;;;;;;;;;
191;Mannen;1 jaar;30 juni 2022;1280.0;1175.0;1035.0;285.0;780.0;435.0;45.0;330.0;195.0;140.0;25.0;;30.0;305.0;250.0;245.0;;55.0;50.0;;;;;;;;;;
192;Mannen;1 jaar;31 december 2022;1230.0;1120.0;985.0;255.0;775.0;425.0;60.0;325.0;190.0;145.0;20.0;;30.0;305.0;260.0;245.0;15.0;45.0;45.0;;;;;;;;;;
193;Mannen;1 jaar;30 juni 2023;1215.0;1125.0;985.0;290.0;740.0;435.0;70.0;275.0;185.0;130.0;30.0;;30.0;280.0;245.0;240.0;;35.0;30.0;;;;;;;;;;
194;Mannen;1 jaar;31 december 2023;1185.0;1100.0;960.0;240.0;765.0;475.0;45.0;280.0;200.0;135.0;40.0;;35.0;270.0;235.0;225.0;;35.0;30.0;;;;;;;;;;
195;Mannen;1 jaar;30 juni 2024;1210.0;1130.0;980.0;205.0;820.0;515.0;35.0;300.0;200.0;125.0;45.0;;40.0;255.0;220.0;210.0;10.0;35.0;35.0;;;;;;;;;;
196;Mannen;2 jaar;30 juni 2021;2110.0;1935.0;1770.0;520.0;1345.0;710.0;285.0;515.0;235.0;175.0;30.0;;30.0;445.0;370.0;360.0;10.0;75.0;70.0;;;;;;;;;;
197;Mannen;2 jaar;31 december 2021;2220.0;2075.0;1900.0;510.0;1505.0;800.0;315.0;565.0;255.0;185.0;35.0;;40.0;415.0;340.0;335.0;10.0;75.0;70.0;;;;;;;;;;
198;Mannen;2 jaar;30 juni 2022;2325.0;2205.0;2005.0;515.0;1620.0;865.0;350.0;605.0;275.0;215.0;40.0;;20.0;380.0;295.0;290.0;;85.0;80.0;;;;;;;;;;
199;Mannen;2 jaar;31 december 2022;2185.0;2080.0;1895.0;465.0;1540.0;840.0;320.0;540.0;245.0;175.0;35.0;;40.0;350.0;280.0;270.0;10.0;70.0;65.0;;;;;;;;;;
200;Mannen;2 jaar;30 juni 2023;2125.0;2005.0;1860.0;495.0;1475.0;790.0;270.0;585.0;230.0;170.0;25.0;;45.0;340.0;285.0;280.0;;55.0;55.0;;;;;;;;;;
201;Mannen;2 jaar;31 december 2023;2005.0;1900.0;1750.0;420.0;1420.0;795.0;260.0;530.0;220.0;170.0;20.0;;35.0;345.0;295.0;290.0;10.0;45.0;45.0;;;;;;;;;;
