ID;SectorBranches;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
128;49 Land transport ;2017 4th quarter;128.7;4.1
129;49 Land transport ;2017;120.0;5.0
130;491-492 Rail transport;2005 1st quarter;78.2;
131;491-492 Rail transport;2005 2nd quarter;84.0;
132;491-492 Rail transport;2005 3rd quarter;79.3;
133;491-492 Rail transport;2005 4th quarter;90.2;
134;491-492 Rail transport;2005;82.9;
135;491-492 Rail transport;2006 1st quarter;88.0;12.5
136;491-492 Rail transport;2006 2nd quarter;92.4;9.9
137;491-492 Rail transport;2006 3rd quarter;87.6;10.5
138;491-492 Rail transport;2006 4th quarter;94.9;5.3
139;491-492 Rail transport;2006;90.7;9.4
140;491-492 Rail transport;2007 1st quarter;90.5;2.9
141;491-492 Rail transport;2007 2nd quarter;94.7;2.6
142;491-492 Rail transport;2007 3rd quarter;90.0;2.7
143;491-492 Rail transport;2007 4th quarter;101.1;6.5
144;491-492 Rail transport;2007;94.1;3.7
145;491-492 Rail transport;2008 1st quarter;96.6;6.7
146;491-492 Rail transport;2008 2nd quarter;103.2;9.0
147;491-492 Rail transport;2008 3rd quarter;97.3;8.0
148;491-492 Rail transport;2008 4th quarter;106.0;4.9
149;491-492 Rail transport;2008;100.8;7.1
150;491-492 Rail transport;2009 1st quarter;97.9;1.3
151;491-492 Rail transport;2009 2nd quarter;103.6;0.4
152;491-492 Rail transport;2009 3rd quarter;95.0;-2.3
153;491-492 Rail transport;2009 4th quarter;105.0;-1.0
154;491-492 Rail transport;2009;100.4;-0.4
155;491-492 Rail transport;2010 1st quarter;98.9;1.0
156;491-492 Rail transport;2010 2nd quarter;101.9;-1.6
157;491-492 Rail transport;2010 3rd quarter;96.0;1.1
158;491-492 Rail transport;2010 4th quarter;103.2;-1.7
159;491-492 Rail transport;2010;100.0;-0.4
160;491-492 Rail transport;2011 1st quarter;102.0;3.2
161;491-492 Rail transport;2011 2nd quarter;104.7;2.8
162;491-492 Rail transport;2011 3rd quarter;94.8;-1.3
163;491-492 Rail transport;2011 4th quarter;106.1;2.8
164;491-492 Rail transport;2011;101.9;1.9
165;491-492 Rail transport;2012 1st quarter;104.7;2.7
166;491-492 Rail transport;2012 2nd quarter;106.9;2.0
167;491-492 Rail transport;2012 3rd quarter;98.2;3.6
168;491-492 Rail transport;2012 4th quarter;108.9;2.7
169;491-492 Rail transport;2012;104.7;2.7
170;491-492 Rail transport;2013 1st quarter;108.4;3.5
171;491-492 Rail transport;2013 2nd quarter;108.1;1.1
172;491-492 Rail transport;2013 3rd quarter;101.3;3.2
173;491-492 Rail transport;2013 4th quarter;114.1;4.8
174;491-492 Rail transport;2013;108.0;3.1
175;491-492 Rail transport;2014 1st quarter;109.3;0.9
176;491-492 Rail transport;2014 2nd quarter;112.3;4.0
177;491-492 Rail transport;2014 3rd quarter;107.2;5.9
178;491-492 Rail transport;2014 4th quarter;113.6;-0.5
179;491-492 Rail transport;2014;110.6;2.5
180;491-492 Rail transport;2015 1st quarter;112.8;3.1
181;491-492 Rail transport;2015 2nd quarter;115.9;3.1
182;491-492 Rail transport;2015 3rd quarter;111.6;4.1
183;491-492 Rail transport;2015 4th quarter;116.9;2.9
184;491-492 Rail transport;2015;114.3;3.3
185;491-492 Rail transport;2016 1st quarter;116.5;3.3
186;491-492 Rail transport;2016 2nd quarter;121.1;4.5
187;491-492 Rail transport;2016 3rd quarter;113.2;1.4
188;491-492 Rail transport;2016 4th quarter;125.2;7.1
189;491-492 Rail transport;2016;119.0;4.1
190;491-492 Rail transport;2017 1st quarter;121.0;3.8
191;491-492 Rail transport;2017 2nd quarter;122.2;0.9
192;491-492 Rail transport;2017 3rd quarter;117.9;4.1
193;491-492 Rail transport;2017 4th quarter;132.6;5.9
194;491-492 Rail transport;2017;123.4;3.7
195;493 Passenger transport by road;2005 1st quarter;73.6;
196;493 Passenger transport by road;2005 2nd quarter;83.0;
197;493 Passenger transport by road;2005 3rd quarter;77.6;
198;493 Passenger transport by road;2005 4th quarter;83.2;
199;493 Passenger transport by road;2005;79.4;
