ID;SectorBranches;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
547;4942 Removal services;2010 3rd quarter;106.7;-3.7
548;4942 Removal services;2010 4th quarter;108.7;2.6
549;4942 Removal services;2010;100.0;-5.9
550;4942 Removal services;2011 1st quarter;91.9;4.7
551;4942 Removal services;2011 2nd quarter;96.3;-0.5
552;4942 Removal services;2011 3rd quarter;107.3;0.5
553;4942 Removal services;2011 4th quarter;107.5;-1.1
554;4942 Removal services;2011;100.7;0.7
555;4942 Removal services;2012 1st quarter;93.5;1.7
556;4942 Removal services;2012 2nd quarter;95.4;-1.0
557;4942 Removal services;2012 3rd quarter;104.2;-2.9
558;4942 Removal services;2012 4th quarter;101.4;-5.7
559;4942 Removal services;2012;98.6;-2.1
560;4942 Removal services;2013 1st quarter;87.4;-6.5
561;4942 Removal services;2013 2nd quarter;92.4;-3.1
562;4942 Removal services;2013 3rd quarter;100.5;-3.5
563;4942 Removal services;2013 4th quarter;104.2;2.7
564;4942 Removal services;2013;96.1;-2.5
565;4942 Removal services;2014 1st quarter;92.0;5.3
566;4942 Removal services;2014 2nd quarter;96.2;4.1
567;4942 Removal services;2014 3rd quarter;105.1;4.5
568;4942 Removal services;2014 4th quarter;106.8;2.5
569;4942 Removal services;2014;100.0;4.0
570;4942 Removal services;2015 1st quarter;97.2;5.7
571;4942 Removal services;2015 2nd quarter;96.4;0.2
572;4942 Removal services;2015 3rd quarter;114.7;9.1
573;4942 Removal services;2015 4th quarter;123.2;15.3
574;4942 Removal services;2015;107.9;7.8
575;4942 Removal services;2016 1st quarter;104.1;7.0
576;4942 Removal services;2016 2nd quarter;111.9;16.1
577;4942 Removal services;2016 3rd quarter;123.9;8.0
578;4942 Removal services;2016 4th quarter;134.9;9.5
579;4942 Removal services;2016;118.7;10.0
580;4942 Removal services;2017 1st quarter;118.1;13.4
581;4942 Removal services;2017 2nd quarter;114.1;1.9
582;4942 Removal services;2017 3rd quarter;134.8;8.8
583;4942 Removal services;2017 4th quarter;135.4;0.3
584;4942 Removal services;2017;125.6;5.8
585;50 Water transport ;2005 1st quarter;128.3;
586;50 Water transport ;2005 2nd quarter;141.1;
587;50 Water transport ;2005 3rd quarter;144.5;
588;50 Water transport ;2005 4th quarter;140.8;
589;50 Water transport ;2005;138.7;
590;50 Water transport ;2006 1st quarter;121.3;-5.4
591;50 Water transport ;2006 2nd quarter;113.4;-19.7
592;50 Water transport ;2006 3rd quarter;116.7;-19.2
593;50 Water transport ;2006 4th quarter;110.9;-21.2
594;50 Water transport ;2006;115.6;-16.6
595;50 Water transport ;2007 1st quarter;114.8;-5.4
596;50 Water transport ;2007 2nd quarter;125.3;10.6
597;50 Water transport ;2007 3rd quarter;132.6;13.6
598;50 Water transport ;2007 4th quarter;129.8;17.0
599;50 Water transport ;2007;125.6;8.7
600;50 Water transport ;2008 1st quarter;124.8;8.7
601;50 Water transport ;2008 2nd quarter;130.9;4.4
602;50 Water transport ;2008 3rd quarter;133.8;0.9
603;50 Water transport ;2008 4th quarter;136.0;4.8
604;50 Water transport ;2008;131.4;4.6
605;50 Water transport ;2009 1st quarter;108.0;-13.5
606;50 Water transport ;2009 2nd quarter;105.4;-19.5
607;50 Water transport ;2009 3rd quarter;105.5;-21.1
608;50 Water transport ;2009 4th quarter;101.9;-25.0
609;50 Water transport ;2009;105.2;-19.9
610;50 Water transport ;2010 1st quarter;94.7;-12.3
611;50 Water transport ;2010 2nd quarter;101.3;-3.9
612;50 Water transport ;2010 3rd quarter;103.5;-2.0
613;50 Water transport ;2010 4th quarter;100.6;-1.3
614;50 Water transport ;2010;100.0;-4.9
615;50 Water transport ;2011 1st quarter;92.7;-2.1
616;50 Water transport ;2011 2nd quarter;105.1;3.8
617;50 Water transport ;2011 3rd quarter;108.3;4.7
618;50 Water transport ;2011 4th quarter;108.2;7.5
619;50 Water transport ;2011;103.6;3.6
620;50 Water transport ;2012 1st quarter;103.1;11.2
621;50 Water transport ;2012 2nd quarter;107.6;2.4
622;50 Water transport ;2012 3rd quarter;109.0;0.6
623;50 Water transport ;2012 4th quarter;112.2;3.6
624;50 Water transport ;2012;108.0;4.2
625;50 Water transport ;2013 1st quarter;101.3;-1.7
626;50 Water transport ;2013 2nd quarter;113.3;5.2
627;50 Water transport ;2013 3rd quarter;116.8;7.2
628;50 Water transport ;2013 4th quarter;114.0;1.7
629;50 Water transport ;2013;111.3;3.1
630;50 Water transport ;2014 1st quarter;107.8;6.4
631;50 Water transport ;2014 2nd quarter;114.2;0.9
632;50 Water transport ;2014 3rd quarter;115.9;-0.7
633;50 Water transport ;2014 4th quarter;113.4;-0.5
634;50 Water transport ;2014;112.9;1.4
635;50 Water transport ;2015 1st quarter;106.0;-1.7
636;50 Water transport ;2015 2nd quarter;116.4;1.9
637;50 Water transport ;2015 3rd quarter;118.8;2.5
638;50 Water transport ;2015 4th quarter;114.2;0.6
639;50 Water transport ;2015;113.8;0.9
640;50 Water transport ;2016 1st quarter;101.0;-4.7
641;50 Water transport ;2016 2nd quarter;107.1;-8.1
642;50 Water transport ;2016 3rd quarter;104.7;-11.9
643;50 Water transport ;2016 4th quarter;104.0;-8.9
644;50 Water transport ;2016;104.2;-8.5
645;50 Water transport ;2017 1st quarter;107.1;6.0
646;50 Water transport ;2017 2nd quarter;111.1;3.8
647;50 Water transport ;2017 3rd quarter;111.5;6.5
648;50 Water transport ;2017 4th quarter;107.8;3.6
649;50 Water transport ;2017;109.4;5.0
650;501-502 Sea water transport;2005 1st quarter;150.9;
651;501-502 Sea water transport;2005 2nd quarter;163.2;
652;501-502 Sea water transport;2005 3rd quarter;165.7;
653;501-502 Sea water transport;2005 4th quarter;159.2;
654;501-502 Sea water transport;2005;159.7;
655;501-502 Sea water transport;2006 1st quarter;133.6;-11.5
656;501-502 Sea water transport;2006 2nd quarter;118.1;-27.7
657;501-502 Sea water transport;2006 3rd quarter;119.9;-27.7
658;501-502 Sea water transport;2006 4th quarter;113.7;-28.6
659;501-502 Sea water transport;2006;121.3;-24.1
660;501-502 Sea water transport;2007 1st quarter;123.2;-7.8
661;501-502 Sea water transport;2007 2nd quarter;131.2;11.1
662;501-502 Sea water transport;2007 3rd quarter;139.3;16.2
663;501-502 Sea water transport;2007 4th quarter;135.0;18.8
664;501-502 Sea water transport;2007;132.2;9.0
665;501-502 Sea water transport;2008 1st quarter;130.5;5.9
666;501-502 Sea water transport;2008 2nd quarter;136.2;3.9
667;501-502 Sea water transport;2008 3rd quarter;138.7;-0.4
668;501-502 Sea water transport;2008 4th quarter;142.8;5.8
669;501-502 Sea water transport;2008;137.1;3.7
670;501-502 Sea water transport;2009 1st quarter;116.1;-11.0
671;501-502 Sea water transport;2009 2nd quarter;109.7;-19.4
672;501-502 Sea water transport;2009 3rd quarter;107.2;-22.7
673;501-502 Sea water transport;2009 4th quarter;101.1;-29.2
674;501-502 Sea water transport;2009;108.5;-20.8
675;501-502 Sea water transport;2010 1st quarter;98.2;-15.5
676;501-502 Sea water transport;2010 2nd quarter;102.4;-6.7
677;501-502 Sea water transport;2010 3rd quarter;101.4;-5.4
678;501-502 Sea water transport;2010 4th quarter;98.0;-3.0
679;501-502 Sea water transport;2010;100.0;-7.9
680;501-502 Sea water transport;2011 1st quarter;90.3;-8.0
681;501-502 Sea water transport;2011 2nd quarter;98.6;-3.7
682;501-502 Sea water transport;2011 3rd quarter;106.1;4.6
683;501-502 Sea water transport;2011 4th quarter;104.6;6.7
684;501-502 Sea water transport;2011;99.9;-0.1
685;501-502 Sea water transport;2012 1st quarter;105.7;17.1
686;501-502 Sea water transport;2012 2nd quarter;107.8;9.3
687;501-502 Sea water transport;2012 3rd quarter;110.0;3.6
688;501-502 Sea water transport;2012 4th quarter;115.4;10.4
689;501-502 Sea water transport;2012;109.7;9.8
690;501-502 Sea water transport;2013 1st quarter;105.2;-0.5
691;501-502 Sea water transport;2013 2nd quarter;116.3;7.9
692;501-502 Sea water transport;2013 3rd quarter;120.3;9.4
693;501-502 Sea water transport;2013 4th quarter;117.1;1.5
694;501-502 Sea water transport;2013;114.7;4.6
695;501-502 Sea water transport;2014 1st quarter;112.7;7.1
696;501-502 Sea water transport;2014 2nd quarter;116.3;0.1
697;501-502 Sea water transport;2014 3rd quarter;119.5;-0.7
698;501-502 Sea water transport;2014 4th quarter;116.8;-0.3
699;501-502 Sea water transport;2014;116.4;1.4
700;501-502 Sea water transport;2015 1st quarter;111.3;-1.3
701;501-502 Sea water transport;2015 2nd quarter;119.6;2.8
702;501-502 Sea water transport;2015 3rd quarter;118.9;-0.5
703;501-502 Sea water transport;2015 4th quarter;114.2;-2.3
704;501-502 Sea water transport;2015;116.0;-0.3
705;501-502 Sea water transport;2016 1st quarter;103.6;-6.9
706;501-502 Sea water transport;2016 2nd quarter;108.5;-9.3
707;501-502 Sea water transport;2016 3rd quarter;105.6;-11.2
708;501-502 Sea water transport;2016 4th quarter;105.0;-8.0
709;501-502 Sea water transport;2016;105.7;-8.9
710;501-502 Sea water transport;2017 1st quarter;109.8;5.9
711;501-502 Sea water transport;2017 2nd quarter;112.0;3.3
712;501-502 Sea water transport;2017 3rd quarter;112.2;6.2
713;501-502 Sea water transport;2017 4th quarter;112.3;6.9
714;501-502 Sea water transport;2017;111.6;5.6
715;503-504 Inland water transport;2005 1st quarter;78.3;
716;503-504 Inland water transport;2005 2nd quarter;92.2;
717;503-504 Inland water transport;2005 3rd quarter;97.7;
718;503-504 Inland water transport;2005 4th quarter;100.0;
719;503-504 Inland water transport;2005;92.1;
720;503-504 Inland water transport;2006 1st quarter;94.3;20.4
721;503-504 Inland water transport;2006 2nd quarter;102.9;11.6
722;503-504 Inland water transport;2006 3rd quarter;109.8;12.4
723;503-504 Inland water transport;2006 4th quarter;104.8;4.8
724;503-504 Inland water transport;2006;102.9;11.8
725;503-504 Inland water transport;2007 1st quarter;96.2;2.0
726;503-504 Inland water transport;2007 2nd quarter;112.5;9.3
727;503-504 Inland water transport;2007 3rd quarter;117.8;7.3
728;503-504 Inland water transport;2007 4th quarter;118.1;12.7
729;503-504 Inland water transport;2007;111.1;8.0
730;503-504 Inland water transport;2008 1st quarter;112.2;16.6
731;503-504 Inland water transport;2008 2nd quarter;119.1;5.9
732;503-504 Inland water transport;2008 3rd quarter;122.9;4.3
733;503-504 Inland water transport;2008 4th quarter;120.8;2.3
734;503-504 Inland water transport;2008;118.7;6.8
735;503-504 Inland water transport;2009 1st quarter;89.9;-19.9
736;503-504 Inland water transport;2009 2nd quarter;95.8;-19.5
737;503-504 Inland water transport;2009 3rd quarter;101.8;-17.1
738;503-504 Inland water transport;2009 4th quarter;103.8;-14.1
739;503-504 Inland water transport;2009;97.8;-17.6
740;503-504 Inland water transport;2010 1st quarter;86.9;-3.3
741;503-504 Inland water transport;2010 2nd quarter;98.8;3.1
742;503-504 Inland water transport;2010 3rd quarter;107.9;6.0
743;503-504 Inland water transport;2010 4th quarter;106.4;2.5
744;503-504 Inland water transport;2010;100.0;2.2
745;503-504 Inland water transport;2011 1st quarter;98.0;12.7
746;503-504 Inland water transport;2011 2nd quarter;119.5;21.0
747;503-504 Inland water transport;2011 3rd quarter;113.2;4.9
748;503-504 Inland water transport;2011 4th quarter;116.2;9.2
749;503-504 Inland water transport;2011;111.7;11.7
750;503-504 Inland water transport;2012 1st quarter;97.3;-0.7
751;503-504 Inland water transport;2012 2nd quarter;107.3;-10.2
752;503-504 Inland water transport;2012 3rd quarter;106.8;-5.7
753;503-504 Inland water transport;2012 4th quarter;104.9;-9.7
754;503-504 Inland water transport;2012;104.1;-6.9
755;503-504 Inland water transport;2013 1st quarter;92.7;-4.7
756;503-504 Inland water transport;2013 2nd quarter;106.6;-0.7
757;503-504 Inland water transport;2013 3rd quarter;108.9;2.0
758;503-504 Inland water transport;2013 4th quarter;107.2;2.2
759;503-504 Inland water transport;2013;103.8;-0.2
760;503-504 Inland water transport;2014 1st quarter;96.9;4.6
761;503-504 Inland water transport;2014 2nd quarter;109.6;2.8
762;503-504 Inland water transport;2014 3rd quarter;108.0;-0.9
763;503-504 Inland water transport;2014 4th quarter;105.9;-1.2
764;503-504 Inland water transport;2014;105.1;1.2
765;503-504 Inland water transport;2015 1st quarter;94.4;-2.6
766;503-504 Inland water transport;2015 2nd quarter;109.5;-0.1
767;503-504 Inland water transport;2015 3rd quarter;118.4;9.7
768;503-504 Inland water transport;2015 4th quarter;114.2;7.8
769;503-504 Inland water transport;2015;109.1;3.8
770;503-504 Inland water transport;2016 1st quarter;95.4;1.0
771;503-504 Inland water transport;2016 2nd quarter;103.9;-5.1
772;503-504 Inland water transport;2016 3rd quarter;102.6;-13.4
773;503-504 Inland water transport;2016 4th quarter;101.9;-10.8
774;503-504 Inland water transport;2016;100.9;-7.5
775;503-504 Inland water transport;2017 1st quarter;101.2;6.1
776;503-504 Inland water transport;2017 2nd quarter;109.2;5.0
777;503-504 Inland water transport;2017 3rd quarter;109.9;7.1
778;503-504 Inland water transport;2017 4th quarter;97.8;-4.0
779;503-504 Inland water transport;2017;104.5;3.5
780;51 Air transport ;2005 1st quarter;80.3;
781;51 Air transport ;2005 2nd quarter;95.2;
782;51 Air transport ;2005 3rd quarter;109.1;
783;51 Air transport ;2005 4th quarter;98.3;
784;51 Air transport ;2005;95.7;
785;51 Air transport ;2006 1st quarter;91.9;14.5
786;51 Air transport ;2006 2nd quarter;106.7;12.1
787;51 Air transport ;2006 3rd quarter;119.4;9.4
788;51 Air transport ;2006 4th quarter;105.4;7.2
789;51 Air transport ;2006;105.8;10.6
790;51 Air transport ;2007 1st quarter;99.4;8.1
791;51 Air transport ;2007 2nd quarter;116.0;8.7
792;51 Air transport ;2007 3rd quarter;126.6;6.1
793;51 Air transport ;2007 4th quarter;110.0;4.4
794;51 Air transport ;2007;113.0;6.8
795;51 Air transport ;2008 1st quarter;101.8;2.3
796;51 Air transport ;2008 2nd quarter;124.0;6.9
797;51 Air transport ;2008 3rd quarter;128.9;1.8
798;51 Air transport ;2008 4th quarter;110.6;0.5
799;51 Air transport ;2008;116.3;2.9
800;51 Air transport ;2009 1st quarter;79.6;-21.8
801;51 Air transport ;2009 2nd quarter;91.9;-25.9
802;51 Air transport ;2009 3rd quarter;107.9;-16.3
803;51 Air transport ;2009 4th quarter;95.2;-13.9
804;51 Air transport ;2009;93.6;-19.5
805;51 Air transport ;2010 1st quarter;83.1;4.4
806;51 Air transport ;2010 2nd quarter;97.4;6.0
807;51 Air transport ;2010 3rd quarter;118.8;10.1
808;51 Air transport ;2010 4th quarter;100.7;5.8
809;51 Air transport ;2010;100.0;6.8
810;51 Air transport ;2011 1st quarter;90.6;9.0
811;51 Air transport ;2011 2nd quarter;107.4;10.2
812;51 Air transport ;2011 3rd quarter;122.6;3.2
813;51 Air transport ;2011 4th quarter;103.5;2.8
814;51 Air transport ;2011;106.0;6.0
815;51 Air transport ;2012 1st quarter;96.9;7.0
816;51 Air transport ;2012 2nd quarter;115.4;7.5
817;51 Air transport ;2012 3rd quarter;133.0;8.4
818;51 Air transport ;2012 4th quarter;111.7;7.9
819;51 Air transport ;2012;114.3;7.8
820;51 Air transport ;2013 1st quarter;101.0;4.2
821;51 Air transport ;2013 2nd quarter;120.3;4.2
822;51 Air transport ;2013 3rd quarter;137.9;3.7
823;51 Air transport ;2013 4th quarter;109.5;-2.0
824;51 Air transport ;2013;117.2;2.6
825;51 Air transport ;2014 1st quarter;98.9;-2.1
826;51 Air transport ;2014 2nd quarter;120.8;0.5
827;51 Air transport ;2014 3rd quarter;138.2;0.2
828;51 Air transport ;2014 4th quarter;110.8;1.3
829;51 Air transport ;2014;117.2;0.0
830;51 Air transport ;2015 1st quarter;99.6;0.7
831;51 Air transport ;2015 2nd quarter;123.2;2.0
832;51 Air transport ;2015 3rd quarter;143.6;3.9
833;51 Air transport ;2015 4th quarter;114.7;3.5
834;51 Air transport ;2015;120.3;2.6
835;51 Air transport ;2016 1st quarter;101.2;1.7
836;51 Air transport ;2016 2nd quarter;119.3;-3.2
837;51 Air transport ;2016 3rd quarter;138.9;-3.3
838;51 Air transport ;2016 4th quarter;110.4;-3.7
839;51 Air transport ;2016;117.4;-2.3
840;51 Air transport ;2017 1st quarter;105.8;4.5
841;51 Air transport ;2017 2nd quarter;125.6;5.3
842;51 Air transport ;2017 3rd quarter;142.1;2.3
843;51 Air transport ;2017 4th quarter;116.4;5.4
844;51 Air transport ;2017;122.5;4.3
845;52 Warehousing, services for transport;2005 1st quarter;82.1;
846;52 Warehousing, services for transport;2005 2nd quarter;88.8;
847;52 Warehousing, services for transport;2005 3rd quarter;89.1;
848;52 Warehousing, services for transport;2005 4th quarter;94.2;
849;52 Warehousing, services for transport;2005;88.5;
850;52 Warehousing, services for transport;2006 1st quarter;90.7;10.4
851;52 Warehousing, services for transport;2006 2nd quarter;97.3;9.6
852;52 Warehousing, services for transport;2006 3rd quarter;92.8;4.1
853;52 Warehousing, services for transport;2006 4th quarter;101.5;7.7
854;52 Warehousing, services for transport;2006;95.6;7.9
855;52 Warehousing, services for transport;2007 1st quarter;98.7;8.9
856;52 Warehousing, services for transport;2007 2nd quarter;104.8;7.7
857;52 Warehousing, services for transport;2007 3rd quarter;106.9;15.2
858;52 Warehousing, services for transport;2007 4th quarter;114.7;13.1
859;52 Warehousing, services for transport;2007;106.3;11.2
860;52 Warehousing, services for transport;2008 1st quarter;104.1;5.4
861;52 Warehousing, services for transport;2008 2nd quarter;110.4;5.3
862;52 Warehousing, services for transport;2008 3rd quarter;110.7;3.5
863;52 Warehousing, services for transport;2008 4th quarter;110.2;-4.0
864;52 Warehousing, services for transport;2008;108.8;2.4
865;52 Warehousing, services for transport;2009 1st quarter;93.5;-10.1
866;52 Warehousing, services for transport;2009 2nd quarter;94.6;-14.3
867;52 Warehousing, services for transport;2009 3rd quarter;94.3;-14.8
868;52 Warehousing, services for transport;2009 4th quarter;96.3;-12.6
869;52 Warehousing, services for transport;2009;94.7;-13.0
870;52 Warehousing, services for transport;2010 1st quarter;93.1;-0.5
871;52 Warehousing, services for transport;2010 2nd quarter;99.3;5.0
872;52 Warehousing, services for transport;2010 3rd quarter;103.3;9.5
873;52 Warehousing, services for transport;2010 4th quarter;104.4;8.4
874;52 Warehousing, services for transport;2010;100.0;5.6
875;52 Warehousing, services for transport;2011 1st quarter;100.2;7.6
876;52 Warehousing, services for transport;2011 2nd quarter;106.1;6.9
877;52 Warehousing, services for transport;2011 3rd quarter;106.1;2.8
878;52 Warehousing, services for transport;2011 4th quarter;109.1;4.5
879;52 Warehousing, services for transport;2011;105.4;5.4
880;52 Warehousing, services for transport;2012 1st quarter;103.6;3.4
881;52 Warehousing, services for transport;2012 2nd quarter;109.8;3.5
882;52 Warehousing, services for transport;2012 3rd quarter;109.0;2.7
883;52 Warehousing, services for transport;2012 4th quarter;109.5;0.4
884;52 Warehousing, services for transport;2012;108.0;2.4
885;52 Warehousing, services for transport;2013 1st quarter;104.6;1.0
886;52 Warehousing, services for transport;2013 2nd quarter;109.1;-0.6
887;52 Warehousing, services for transport;2013 3rd quarter;110.1;1.0
888;52 Warehousing, services for transport;2013 4th quarter;110.8;1.2
889;52 Warehousing, services for transport;2013;108.7;0.7
890;52 Warehousing, services for transport;2014 1st quarter;105.2;0.6
891;52 Warehousing, services for transport;2014 2nd quarter;112.2;2.8
892;52 Warehousing, services for transport;2014 3rd quarter;113.8;3.3
893;52 Warehousing, services for transport;2014 4th quarter;115.2;4.0
894;52 Warehousing, services for transport;2014;111.6;2.7
895;52 Warehousing, services for transport;2015 1st quarter;109.6;4.2
896;52 Warehousing, services for transport;2015 2nd quarter;113.8;1.5
897;52 Warehousing, services for transport;2015 3rd quarter;115.0;1.1
898;52 Warehousing, services for transport;2015 4th quarter;118.8;3.2
899;52 Warehousing, services for transport;2015;114.3;2.4
900;52 Warehousing, services for transport;2016 1st quarter;108.7;-0.9
901;52 Warehousing, services for transport;2016 2nd quarter;112.8;-0.9
902;52 Warehousing, services for transport;2016 3rd quarter;112.6;-2.1
903;52 Warehousing, services for transport;2016 4th quarter;119.1;0.2
904;52 Warehousing, services for transport;2016;113.3;-0.9
905;52 Warehousing, services for transport;2017 1st quarter;113.2;4.1
906;52 Warehousing, services for transport;2017 2nd quarter;118.2;4.8
907;52 Warehousing, services for transport;2017 3rd quarter;118.7;5.4
908;52 Warehousing, services for transport;2017 4th quarter;124.9;4.9
909;52 Warehousing, services for transport;2017;118.8;4.8
910;521 Warehousing and storage;2005 1st quarter;78.5;
911;521 Warehousing and storage;2005 2nd quarter;81.4;
912;521 Warehousing and storage;2005 3rd quarter;84.9;
913;521 Warehousing and storage;2005 4th quarter;98.1;
914;521 Warehousing and storage;2005;85.7;
915;521 Warehousing and storage;2006 1st quarter;90.2;14.9
916;521 Warehousing and storage;2006 2nd quarter;94.4;15.9
917;521 Warehousing and storage;2006 3rd quarter;94.2;10.9
918;521 Warehousing and storage;2006 4th quarter;105.1;7.2
919;521 Warehousing and storage;2006;95.9;11.9
920;521 Warehousing and storage;2007 1st quarter;96.7;7.3
921;521 Warehousing and storage;2007 2nd quarter;97.1;2.9
922;521 Warehousing and storage;2007 3rd quarter;88.0;-6.5
923;521 Warehousing and storage;2007 4th quarter;95.5;-9.1
924;521 Warehousing and storage;2007;94.3;-1.7
925;521 Warehousing and storage;2008 1st quarter;96.4;-0.3
926;521 Warehousing and storage;2008 2nd quarter;99.3;2.3
927;521 Warehousing and storage;2008 3rd quarter;94.0;6.8
928;521 Warehousing and storage;2008 4th quarter;104.4;9.3
929;521 Warehousing and storage;2008;98.5;4.5
930;521 Warehousing and storage;2009 1st quarter;91.7;-4.9
931;521 Warehousing and storage;2009 2nd quarter;99.6;0.4
932;521 Warehousing and storage;2009 3rd quarter;98.3;4.5
933;521 Warehousing and storage;2009 4th quarter;101.1;-3.1
934;521 Warehousing and storage;2009;97.7;-0.9
935;521 Warehousing and storage;2010 1st quarter;95.8;4.5
936;521 Warehousing and storage;2010 2nd quarter;98.2;-1.4
937;521 Warehousing and storage;2010 3rd quarter;102.4;4.2
938;521 Warehousing and storage;2010 4th quarter;103.6;2.4
939;521 Warehousing and storage;2010;100.0;2.4
940;521 Warehousing and storage;2011 1st quarter;102.9;7.4
941;521 Warehousing and storage;2011 2nd quarter;106.2;8.1
942;521 Warehousing and storage;2011 3rd quarter;103.8;1.4
943;521 Warehousing and storage;2011 4th quarter;107.2;3.5
944;521 Warehousing and storage;2011;105.0;5.0
945;521 Warehousing and storage;2012 1st quarter;104.5;1.5
946;521 Warehousing and storage;2012 2nd quarter;106.4;0.3
947;521 Warehousing and storage;2012 3rd quarter;98.1;-5.4
948;521 Warehousing and storage;2012 4th quarter;103.7;-3.2
949;521 Warehousing and storage;2012;103.2;-1.7
950;521 Warehousing and storage;2013 1st quarter;101.6;-2.8
951;521 Warehousing and storage;2013 2nd quarter;103.4;-2.9
952;521 Warehousing and storage;2013 3rd quarter;106.2;8.2
953;521 Warehousing and storage;2013 4th quarter;110.8;6.8
954;521 Warehousing and storage;2013;105.5;2.2
955;521 Warehousing and storage;2014 1st quarter;108.8;7.2
956;521 Warehousing and storage;2014 2nd quarter;112.7;9.0
957;521 Warehousing and storage;2014 3rd quarter;113.7;7.0
958;521 Warehousing and storage;2014 4th quarter;114.8;3.5
959;521 Warehousing and storage;2014;112.5;6.6
960;521 Warehousing and storage;2015 1st quarter;110.4;1.4
961;521 Warehousing and storage;2015 2nd quarter;110.0;-2.4
962;521 Warehousing and storage;2015 3rd quarter;111.3;-2.1
963;521 Warehousing and storage;2015 4th quarter;113.3;-1.3
964;521 Warehousing and storage;2015;111.2;-1.1
965;521 Warehousing and storage;2016 1st quarter;108.1;-2.0
966;521 Warehousing and storage;2016 2nd quarter;109.4;-0.5
967;521 Warehousing and storage;2016 3rd quarter;108.3;-2.7
968;521 Warehousing and storage;2016 4th quarter;112.6;-0.6
969;521 Warehousing and storage;2016;109.6;-1.5
970;521 Warehousing and storage;2017 1st quarter;109.9;1.6
971;521 Warehousing and storage;2017 2nd quarter;110.7;1.2
972;521 Warehousing and storage;2017 3rd quarter;114.5;5.7
973;521 Warehousing and storage;2017 4th quarter;124.9;10.9
974;521 Warehousing and storage;2017;115.0;4.9
975;522 Services activities for transport;2005 1st quarter;82.8;
976;522 Services activities for transport;2005 2nd quarter;90.2;
977;522 Services activities for transport;2005 3rd quarter;90.0;
978;522 Services activities for transport;2005 4th quarter;93.4;
979;522 Services activities for transport;2005;89.1;
980;522 Services activities for transport;2006 1st quarter;90.8;9.6
981;522 Services activities for transport;2006 2nd quarter;97.9;8.5
982;522 Services activities for transport;2006 3rd quarter;92.5;2.9
983;522 Services activities for transport;2006 4th quarter;100.8;7.8
984;522 Services activities for transport;2006;95.5;7.2
985;522 Services activities for transport;2007 1st quarter;99.1;9.2
986;522 Services activities for transport;2007 2nd quarter;106.3;8.6
987;522 Services activities for transport;2007 3rd quarter;110.7;19.6
988;522 Services activities for transport;2007 4th quarter;118.5;17.6
989;522 Services activities for transport;2007;108.7;13.8
990;522 Services activities for transport;2008 1st quarter;105.6;6.5
991;522 Services activities for transport;2008 2nd quarter;112.5;5.8
992;522 Services activities for transport;2008 3rd quarter;113.9;3.0
993;522 Services activities for transport;2008 4th quarter;111.3;-6.1
994;522 Services activities for transport;2008;110.8;2.0
995;522 Services activities for transport;2009 1st quarter;93.9;-11.0
996;522 Services activities for transport;2009 2nd quarter;93.6;-16.9
997;522 Services activities for transport;2009 3rd quarter;93.5;-17.9
998;522 Services activities for transport;2009 4th quarter;95.3;-14.3
999;522 Services activities for transport;2009;94.1;-15.1
1000;522 Services activities for transport;2010 1st quarter;92.6;-1.4
1001;522 Services activities for transport;2010 2nd quarter;99.5;6.3
1002;522 Services activities for transport;2010 3rd quarter;103.4;10.6
1003;522 Services activities for transport;2010 4th quarter;104.5;9.6
1004;522 Services activities for transport;2010;100.0;6.3
1005;522 Services activities for transport;2011 1st quarter;99.7;7.7
1006;522 Services activities for transport;2011 2nd quarter;106.1;6.7
1007;522 Services activities for transport;2011 3rd quarter;106.6;3.1
1008;522 Services activities for transport;2011 4th quarter;109.4;4.7
1009;522 Services activities for transport;2011;105.4;5.4
1010;522 Services activities for transport;2012 1st quarter;103.4;3.8
1011;522 Services activities for transport;2012 2nd quarter;110.5;4.1
1012;522 Services activities for transport;2012 3rd quarter;111.1;4.2
1013;522 Services activities for transport;2012 4th quarter;110.6;1.0
1014;522 Services activities for transport;2012;108.9;3.3
1015;522 Services activities for transport;2013 1st quarter;105.2;1.8
1016;522 Services activities for transport;2013 2nd quarter;110.3;-0.2
1017;522 Services activities for transport;2013 3rd quarter;110.9;-0.2
1018;522 Services activities for transport;2013 4th quarter;110.8;0.2
1019;522 Services activities for transport;2013;109.3;0.4
1020;522 Services activities for transport;2014 1st quarter;104.5;-0.7
1021;522 Services activities for transport;2014 2nd quarter;112.1;1.7
1022;522 Services activities for transport;2014 3rd quarter;113.8;2.6
1023;522 Services activities for transport;2014 4th quarter;115.3;4.1
1024;522 Services activities for transport;2014;111.4;2.0
1025;522 Services activities for transport;2015 1st quarter;109.5;4.8
1026;522 Services activities for transport;2015 2nd quarter;114.6;2.2
1027;522 Services activities for transport;2015 3rd quarter;115.7;1.7
1028;522 Services activities for transport;2015 4th quarter;119.9;4.0
1029;522 Services activities for transport;2015;114.9;3.2
1030;522 Services activities for transport;2016 1st quarter;108.8;-0.7
1031;522 Services activities for transport;2016 2nd quarter;113.5;-1.0
1032;522 Services activities for transport;2016 3rd quarter;113.5;-2.0
1033;522 Services activities for transport;2016 4th quarter;120.4;0.4
1034;522 Services activities for transport;2016;114.0;-0.8
1035;522 Services activities for transport;2017 1st quarter;113.8;4.6
1036;522 Services activities for transport;2017 2nd quarter;119.7;5.4
