ID;Slachtdieren;Perioden;AantalSlachtingen_1;GeslachtGewicht_2
1772;Vaarzen;2021 februari;0.9;221.0
1773;Vaarzen;2021 maart;1.1;290.0
1774;Vaarzen;2021 april;1.0;263.0
1775;Vaarzen;2021 mei;0.9;221.0
1776;Vaarzen;2021 juni;1.1;281.0
1777;Vaarzen;2021 juli;1.0;247.0
1778;Vaarzen;2021 augustus;1.0;251.0
1779;Vaarzen;2021 september;1.1;281.0
1780;Vaarzen;2021 oktober;1.1;301.0
1781;Vaarzen;2021 november;1.2;301.0
1782;Vaarzen;2021 december;1.0;251.0
1783;Vaarzen;2021;12.7;3172.0
1784;Vaarzen;2022 januari;1.0;216.0
1785;Vaarzen;2022 februari;0.9;240.0
1786;Vaarzen;2022 maart;1.1;295.0
1787;Vaarzen;2022 april;1.0;276.0
1788;Vaarzen;2022 mei;1.0;283.0
1789;Vaarzen;2022 juni;0.9;244.0
1790;Vaarzen;2022 juli;0.9;236.0
1791;Vaarzen;2022 augustus;1.1;281.0
1792;Vaarzen;2022 september;1.2;317.0
1793;Vaarzen;2022 oktober;1.1;306.0
1794;Vaarzen;2022 november;1.2;319.0
1795;Vaarzen;2022 december;1.0;288.0
1796;Vaarzen;2022;12.3;3301.0
1797;Vaarzen;2023 januari;1.2;320.0
1798;Vaarzen;2023 februari;1.0;293.0
1799;Vaarzen;2023 maart;1.2;357.0
1800;Vaarzen;2023 april;0.9;269.0
1801;Vaarzen;2023 mei;1.1;324.0
1802;Vaarzen;2023 juni;1.2;344.0
1803;Vaarzen;2023 juli;1.0;303.0
1804;Vaarzen;2023 augustus;1.1;330.0
1805;Vaarzen;2023 september;1.2;348.0
1806;Vaarzen;2023 oktober;1.2;361.0
1807;Vaarzen;2023 november;1.2;363.0
1808;Vaarzen;2023 december;1.2;352.0
1809;Vaarzen;2023;13.6;3963.0
1810;Vaarzen;2024 januari;1.2;353.0
1811;Vaarzen;2024 februari;1.1;334.0
1812;Vaarzen;2024 maart;1.1;335.0
1813;Vaarzen;2024 april;1.1;343.0
1814;Vaarzen;2024 mei;1.0;316.0
1815;Vaarzen;2024 juni;1.0;291.0
1816;Vaarzen;2024 juli;1.0;303.0
1817;Vaarzen;2024 augustus;1.1;316.0
1818;Vaarzen;2024 september;1.1;310.0
1819;Vaarzen;2024 oktober;1.3;378.0
1820;Vaarzen;2024 november;1.2;339.0
1821;Vaarzen;2024 december;1.1;332.0
1822;Vaarzen;2024;13.4;3951.0
1823;Vaarzen;2025 januari;1.2;339.0
1824;Stieren;1990 januari;25.7;8645.0
1825;Stieren;1990 februari;22.8;7664.0
1826;Stieren;1990 maart;24.9;8438.0
1827;Stieren;1990 april;31.5;10346.0
1828;Stieren;1990 mei;34.9;11016.0
1829;Stieren;1990 juni;31.7;10021.0
1830;Stieren;1990 juli;32.5;10321.0
1831;Stieren;1990 augustus;39.1;12827.0
1832;Stieren;1990 september;41.4;13738.0
1833;Stieren;1990 oktober;39.4;13003.0
1834;Stieren;1990 november;40.2;13318.0
1835;Stieren;1990 december;34.9;11610.0
1836;Stieren;1990;399.0;130947.0
1837;Stieren;1991 januari;37.3;13205.0
1838;Stieren;1991 februari;32.5;11558.0
1839;Stieren;1991 maart;41.8;14797.0
1840;Stieren;1991 april;41.9;14916.0
1841;Stieren;1991 mei;44.4;15778.0
1842;Stieren;1991 juni;36.9;13059.0
1843;Stieren;1991 juli;37.7;13385.0
1844;Stieren;1991 augustus;40.0;14150.0
1845;Stieren;1991 september;43.1;15247.0
1846;Stieren;1991 oktober;47.5;16828.0
1847;Stieren;1991 november;46.4;16430.0
1848;Stieren;1991 december;42.6;15099.0
1849;Stieren;1991;492.1;174452.0
1850;Stieren;1992 januari;46.7;16854.0
1851;Stieren;1992 februari;41.9;15316.0
1852;Stieren;1992 maart;45.7;16372.0
1853;Stieren;1992 april;40.2;14832.0
1854;Stieren;1992 mei;41.1;14870.0
1855;Stieren;1992 juni;41.3;14916.0
1856;Stieren;1992 juli;38.2;13822.0
1857;Stieren;1992 augustus;38.4;13890.0
1858;Stieren;1992 september;35.4;12980.0
1859;Stieren;1992 oktober;34.9;12933.0
1860;Stieren;1992 november;43.0;16075.0
1861;Stieren;1992 december;43.7;16259.0
1862;Stieren;1992;490.5;179119.0
1863;Stieren;1993 januari;34.6;12990.0
1864;Stieren;1993 februari;32.9;12262.0
1865;Stieren;1993 maart;37.2;13401.0
1866;Stieren;1993 april;35.1;13075.0
1867;Stieren;1993 mei;32.5;12041.0
1868;Stieren;1993 juni;36.4;13479.0
1869;Stieren;1993 juli;31.8;11734.0
1870;Stieren;1993 augustus;36.4;13529.0
1871;Stieren;1993 september;39.2;14683.0
1872;Stieren;1993 oktober;36.5;13650.0
1873;Stieren;1993 november;41.4;15475.0
1874;Stieren;1993 december;40.2;15052.0
1875;Stieren;1993;434.2;161371.0
1876;Stieren;1994 januari;35.6;13455.0
1877;Stieren;1994 februari;32.0;11845.0
1878;Stieren;1994 maart;36.7;13650.0
1879;Stieren;1994 april;34.7;12947.0
1880;Stieren;1994 mei;33.3;12384.0
1881;Stieren;1994 juni;38.8;14364.0
1882;Stieren;1994 juli;30.4;11112.0
1883;Stieren;1994 augustus;40.0;14655.0
1884;Stieren;1994 september;38.5;14363.0
1885;Stieren;1994 oktober;38.2;14457.0
1886;Stieren;1994 november;41.8;15803.0
1887;Stieren;1994 december;39.2;15003.0
1888;Stieren;1994;439.2;164038.0
1889;Stieren;1995 januari;36.7;14079.0
1890;Stieren;1995 februari;31.9;12247.0
1891;Stieren;1995 maart;35.5;13557.0
1892;Stieren;1995 april;30.2;11560.0
1893;Stieren;1995 mei;33.8;12887.0
1894;Stieren;1995 juni;30.7;11655.0
1895;Stieren;1995 juli;26.2;9921.0
1896;Stieren;1995 augustus;32.8;12333.0
1897;Stieren;1995 september;35.5;13347.0
1898;Stieren;1995 oktober;32.5;12434.0
1899;Stieren;1995 november;34.0;12988.0
1900;Stieren;1995 december;29.7;11545.0
1901;Stieren;1995;389.5;148553.0
1902;Stieren;1996 januari;28.2;10964.0
1903;Stieren;1996 februari;24.5;9490.0
1904;Stieren;1996 maart;23.6;9154.0
1905;Stieren;1996 april;23.5;9185.0
1906;Stieren;1996 mei;31.4;12187.0
1907;Stieren;1996 juni;28.4;10982.0
1908;Stieren;1996 juli;32.3;12295.0
1909;Stieren;1996 augustus;34.6;13018.0
1910;Stieren;1996 september;35.7;13409.0
1911;Stieren;1996 oktober;28.8;10813.0
1912;Stieren;1996 november;28.7;10748.0
1913;Stieren;1996 december;26.5;10059.0
1914;Stieren;1996;346.2;132304.0
1915;Stieren;1997 januari;26.9;10198.0
1916;Stieren;1997 februari;22.5;8562.0
1917;Stieren;1997 maart;22.3;8496.0
1918;Stieren;1997 april;29.5;11248.0
1919;Stieren;1997 mei;28.0;10586.0
1920;Stieren;1997 juni;26.7;10034.0
1921;Stieren;1997 juli;24.9;9346.0
1922;Stieren;1997 augustus;24.8;9273.0
1923;Stieren;1997 september;29.0;10954.0
1924;Stieren;1997 oktober;27.9;10605.0
1925;Stieren;1997 november;26.0;9833.0
1926;Stieren;1997 december;25.9;9899.0
1927;Stieren;1997;314.4;119034.0
1928;Stieren;1998 januari;23.7;9180.0
1929;Stieren;1998 februari;22.1;8467.0
1930;Stieren;1998 maart;22.6;8774.0
1931;Stieren;1998 april;24.9;9499.0
1932;Stieren;1998 mei;26.5;10092.0
1933;Stieren;1998 juni;27.7;10476.0
1934;Stieren;1998 juli;24.4;9274.0
1935;Stieren;1998 augustus;21.1;8088.0
1936;Stieren;1998 september;23.2;8964.0
1937;Stieren;1998 oktober;22.8;8778.0
1938;Stieren;1998 november;21.8;8574.0
1939;Stieren;1998 december;21.2;8487.0
1940;Stieren;1998;282.0;108653.0
1941;Stieren;1999 januari;16.7;6635.0
1942;Stieren;1999 februari;15.8;6278.0
1943;Stieren;1999 maart;20.9;8234.0
1944;Stieren;1999 april;18.0;7074.0
1945;Stieren;1999 mei;20.0;7746.0
1946;Stieren;1999 juni;19.0;7395.0
1947;Stieren;1999 juli;14.9;5799.0
1948;Stieren;1999 augustus;13.6;5291.0
1949;Stieren;1999 september;15.1;5905.0
1950;Stieren;1999 oktober;17.0;6644.0
1951;Stieren;1999 november;17.0;6670.0
1952;Stieren;1999 december;15.1;5933.0
1953;Stieren;1999;203.1;79604.0
1954;Stieren;2000 januari;13.9;5462.0
1955;Stieren;2000 februari;14.6;5721.0
1956;Stieren;2000 maart;15.1;5901.0
1957;Stieren;2000 april;14.0;5536.0
1958;Stieren;2000 mei;17.1;6652.0
1959;Stieren;2000 juni;13.0;5027.0
1960;Stieren;2000 juli;12.1;4693.0
1961;Stieren;2000 augustus;11.9;4672.0
1962;Stieren;2000 september;11.5;4540.0
1963;Stieren;2000 oktober;12.3;4795.0
1964;Stieren;2000 november;9.3;3626.0
1965;Stieren;2000 december;9.4;3730.0
1966;Stieren;2000;154.2;60355.0
1967;Stieren;2001 januari;17.5;7161.0
1968;Stieren;2001 februari;15.0;6174.0
1969;Stieren;2001 maart;7.2;3065.0
1970;Stieren;2001 april;1.3;573.0
1971;Stieren;2001 mei;8.6;3466.0
1972;Stieren;2001 juni;9.2;3882.0
1973;Stieren;2001 juli;8.7;3727.0
1974;Stieren;2001 augustus;9.7;4161.0
1975;Stieren;2001 september;8.2;3487.0
1976;Stieren;2001 oktober;10.8;4415.0
1977;Stieren;2001 november;10.0;4126.0
1978;Stieren;2001 december;6.5;2680.0
1979;Stieren;2001;112.7;46917.0
1980;Stieren;2002 januari;8.0;3263.0
1981;Stieren;2002 februari;7.7;3047.0
1982;Stieren;2002 maart;8.5;3220.0
1983;Stieren;2002 april;8.1;3145.0
1984;Stieren;2002 mei;11.4;4288.0
1985;Stieren;2002 juni;8.3;3231.0
1986;Stieren;2002 juli;8.1;3034.0
1987;Stieren;2002 augustus;8.0;2868.0
1988;Stieren;2002 september;7.4;2698.0
1989;Stieren;2002 oktober;8.6;3117.0
1990;Stieren;2002 november;7.6;2748.0
1991;Stieren;2002 december;7.0;2588.0
1992;Stieren;2002;98.7;37247.0
1993;Stieren;2003 januari;7.3;2750.0
1994;Stieren;2003 februari;6.4;2427.0
1995;Stieren;2003 maart;5.3;2149.0
1996;Stieren;2003 april;6.8;2694.0
1997;Stieren;2003 mei;8.2;3301.0
1998;Stieren;2003 juni;6.3;2594.0
1999;Stieren;2003 juli;5.3;2155.0
2000;Stieren;2003 augustus;4.9;1947.0
2001;Stieren;2003 september;6.2;2438.0
2002;Stieren;2003 oktober;6.0;2358.0
2003;Stieren;2003 november;4.8;1905.0
2004;Stieren;2003 december;5.1;2078.0
2005;Stieren;2003;72.6;28796.0
2006;Stieren;2004 januari;4.8;1962.0
2007;Stieren;2004 februari;5.8;2264.0
2008;Stieren;2004 maart;5.7;2315.0
2009;Stieren;2004 april;5.5;2238.0
2010;Stieren;2004 mei;5.8;2361.0
2011;Stieren;2004 juni;5.6;2271.0
2012;Stieren;2004 juli;5.1;2044.0
2013;Stieren;2004 augustus;4.5;1819.0
2014;Stieren;2004 september;5.2;2066.0
2015;Stieren;2004 oktober;5.2;2089.0
2016;Stieren;2004 november;5.1;2005.0
2017;Stieren;2004 december;5.1;2125.0
2018;Stieren;2004;63.4;25559.0
2019;Stieren;2005 januari;4.8;1887.0
2020;Stieren;2005 februari;5.5;2181.0
2021;Stieren;2005 maart;6.1;2497.0
2022;Stieren;2005 april;5.9;2410.0
2023;Stieren;2005 mei;6.7;2684.0
2024;Stieren;2005 juni;6.1;2442.0
2025;Stieren;2005 juli;4.6;1857.0
2026;Stieren;2005 augustus;6.0;2357.0
2027;Stieren;2005 september;6.1;2382.0
2028;Stieren;2005 oktober;5.9;2310.0
2029;Stieren;2005 november;6.1;2360.0
2030;Stieren;2005 december;6.4;2535.0
2031;Stieren;2005;70.2;27902.0
2032;Stieren;2006 januari;6.1;2374.0
2033;Stieren;2006 februari;5.3;2060.0
2034;Stieren;2006 maart;6.3;2485.0
2035;Stieren;2006 april;4.6;1825.0
2036;Stieren;2006 mei;4.9;1926.0
2037;Stieren;2006 juni;4.9;1935.0
2038;Stieren;2006 juli;3.9;1514.0
2039;Stieren;2006 augustus;5.0;1866.0
2040;Stieren;2006 september;5.9;2287.0
2041;Stieren;2006 oktober;6.6;2521.0
2042;Stieren;2006 november;7.3;2798.0
2043;Stieren;2006 december;5.8;2333.0
2044;Stieren;2006;66.6;25924.0
2045;Stieren;2007 januari;7.2;2805.0
2046;Stieren;2007 februari;5.8;2052.0
2047;Stieren;2007 maart;7.6;2739.0
2048;Stieren;2007 april;6.0;2210.0
2049;Stieren;2007 mei;5.8;2298.0
2050;Stieren;2007 juni;5.7;2234.0
2051;Stieren;2007 juli;4.5;1728.0
2052;Stieren;2007 augustus;6.1;2346.0
2053;Stieren;2007 september;6.2;2170.0
2054;Stieren;2007 oktober;8.4;2874.0
2055;Stieren;2007 november;7.8;2606.0
2056;Stieren;2007 december;6.1;2190.0
2057;Stieren;2007;77.2;28252.0
2058;Stieren;2008 januari;6.0;2035.0
2059;Stieren;2008 februari;6.2;2044.0
2060;Stieren;2008 maart;6.1;2131.0
2061;Stieren;2008 april;5.7;1960.0
2062;Stieren;2008 mei;7.4;2593.0
2063;Stieren;2008 juni;7.7;2592.0
2064;Stieren;2008 juli;4.6;1807.0
2065;Stieren;2008 augustus;4.9;1913.0
2066;Stieren;2008 september;5.4;2137.0
2067;Stieren;2008 oktober;4.6;1763.0
2068;Stieren;2008 november;4.6;1811.0
2069;Stieren;2008 december;4.8;1868.0
2070;Stieren;2008;68.0;24654.0
2071;Stieren;2009 januari;4.7;1842.0
2072;Stieren;2009 februari;4.5;1767.0
2073;Stieren;2009 maart;5.5;2190.0
2074;Stieren;2009 april;4.8;1845.0
2075;Stieren;2009 mei;6.0;2354.0
2076;Stieren;2009 juni;5.6;2193.0
2077;Stieren;2009 juli;4.6;1841.0
2078;Stieren;2009 augustus;5.0;1958.0
2079;Stieren;2009 september;5.1;2037.0
2080;Stieren;2009 oktober;4.6;1831.0
2081;Stieren;2009 november;5.3;2054.0
2082;Stieren;2009 december;5.5;2175.0
2083;Stieren;2009;61.2;24087.0
2084;Stieren;2010 januari;3.4;1375.0
2085;Stieren;2010 februari;4.0;1612.0
2086;Stieren;2010 maart;5.1;2098.0
2087;Stieren;2010 april;4.2;1708.0
2088;Stieren;2010 mei;4.6;1895.0
2089;Stieren;2010 juni;5.1;2068.0
2090;Stieren;2010 juli;4.3;1640.0
2091;Stieren;2010 augustus;5.2;1980.0
2092;Stieren;2010 september;5.9;2129.0
2093;Stieren;2010 oktober;6.0;2052.0
2094;Stieren;2010 november;7.0;2321.0
2095;Stieren;2010 december;5.8;1932.0
2096;Stieren;2010;60.6;22810.0
2097;Stieren;2011 januari;5.0;1853.0
2098;Stieren;2011 februari;3.2;1296.0
2099;Stieren;2011 maart;4.3;1789.0
2100;Stieren;2011 april;3.8;1577.0
2101;Stieren;2011 mei;4.5;1892.0
2102;Stieren;2011 juni;3.8;1584.0
2103;Stieren;2011 juli;3.5;1422.0
2104;Stieren;2011 augustus;4.0;1628.0
2105;Stieren;2011 september;4.1;1690.0
2106;Stieren;2011 oktober;3.8;1531.0
2107;Stieren;2011 november;4.3;1727.0
2108;Stieren;2011 december;3.6;1457.0
2109;Stieren;2011;47.9;19447.0
2110;Stieren;2012 januari;3.9;1601.0
2111;Stieren;2012 februari;3.5;1447.0
2112;Stieren;2012 maart;4.2;1729.0
2113;Stieren;2012 april;3.8;1590.0
2114;Stieren;2012 mei;4.8;2010.0
2115;Stieren;2012 juni;4.4;1820.0
2116;Stieren;2012 juli;4.3;1780.0
2117;Stieren;2012 augustus;4.8;2006.0
2118;Stieren;2012 september;4.5;1843.0
2119;Stieren;2012 oktober;5.6;2220.0
2120;Stieren;2012 november;4.7;1922.0
2121;Stieren;2012 december;4.2;1753.0
2122;Stieren;2012;52.8;21720.0
2123;Stieren;2013 januari;4.2;1768.0
2124;Stieren;2013 februari;3.7;1576.0
2125;Stieren;2013 maart;4.4;1859.0
2126;Stieren;2013 april;4.4;1891.0
2127;Stieren;2013 mei;6.0;2575.0
2128;Stieren;2013 juni;4.9;2050.0
2129;Stieren;2013 juli;4.7;1984.0
2130;Stieren;2013 augustus;4.5;1867.0
2131;Stieren;2013 september;4.3;1827.0
2132;Stieren;2013 oktober;5.3;2130.0
2133;Stieren;2013 november;4.7;1936.0
2134;Stieren;2013 december;4.3;1855.0
2135;Stieren;2013;55.5;23318.0
2136;Stieren;2014 januari;4.2;1768.0
2137;Stieren;2014 februari;3.6;1358.0
2138;Stieren;2014 maart;3.7;1520.0
2139;Stieren;2014 april;4.1;1734.0
2140;Stieren;2014 mei;4.5;1854.0
2141;Stieren;2014 juni;4.4;1822.0
2142;Stieren;2014 juli;3.7;1513.0
2143;Stieren;2014 augustus;3.3;1387.0
2144;Stieren;2014 september;4.4;1883.0
2145;Stieren;2014 oktober;4.9;1996.0
2146;Stieren;2014 november;4.1;1647.0
2147;Stieren;2014 december;3.7;1546.0
2148;Stieren;2014;48.5;20028.0
2149;Stieren;2015 januari;3.8;1590.0
2150;Stieren;2015 februari;4.0;1662.0
2151;Stieren;2015 maart;5.0;2130.0
2152;Stieren;2015 april;4.9;1986.0
2153;Stieren;2015 mei;5.2;2252.0
2154;Stieren;2015 juni;6.1;2653.0
2155;Stieren;2015 juli;4.4;1929.0
2156;Stieren;2015 augustus;4.1;1773.0
2157;Stieren;2015 september;6.0;2481.0
2158;Stieren;2015 oktober;5.4;2329.0
2159;Stieren;2015 november;5.4;2241.0
2160;Stieren;2015 december;5.8;2540.0
2161;Stieren;2015;60.1;25567.0
2162;Stieren;2016 januari;4.0;1722.0
2163;Stieren;2016 februari;4.7;2008.0
2164;Stieren;2016 maart;4.8;2099.0
2165;Stieren;2016 april;5.4;2392.0
2166;Stieren;2016 mei;4.7;2137.0
2167;Stieren;2016 juni;5.8;2571.0
2168;Stieren;2016 juli;4.3;1920.0
2169;Stieren;2016 augustus;4.6;2040.0
2170;Stieren;2016 september;6.0;2520.0
2171;Stieren;2016 oktober;5.3;2257.0
2172;Stieren;2016 november;5.4;2318.0
2173;Stieren;2016 december;7.2;3279.0
2174;Stieren;2016;62.0;27263.0
2175;Stieren;2017 januari;7.1;3271.0
2176;Stieren;2017 februari;5.6;2496.0
2177;Stieren;2017 maart;6.2;2772.0
2178;Stieren;2017 april;4.2;1889.0
2179;Stieren;2017 mei;7.0;3194.0
2180;Stieren;2017 juni;6.8;3157.0
2181;Stieren;2017 juli;5.8;2731.0
2182;Stieren;2017 augustus;5.7;2642.0
2183;Stieren;2017 september;6.3;2709.0
2184;Stieren;2017 oktober;5.5;2471.0
2185;Stieren;2017 november;6.8;3013.0
2186;Stieren;2017 december;5.3;2409.0
2187;Stieren;2017;72.5;32752.0
2188;Stieren;2018 januari;5.0;2218.0
2189;Stieren;2018 februari;5.1;2265.0
2190;Stieren;2018 maart;6.3;2937.0
2191;Stieren;2018 april;5.8;2647.0
2192;Stieren;2018 mei;6.5;3040.0
2193;Stieren;2018 juni;8.2;3912.0
2194;Stieren;2018 juli;7.5;3583.0
2195;Stieren;2018 augustus;5.9;2772.0
2196;Stieren;2018 september;5.7;2641.0
2197;Stieren;2018 oktober;6.0;2745.0
2198;Stieren;2018 november;5.4;2538.0
2199;Stieren;2018 december;4.1;1916.0
2200;Stieren;2018;71.5;33214.0
2201;Stieren;2019 januari;4.6;2125.0
2202;Stieren;2019 februari;4.0;1838.0
2203;Stieren;2019 maart;4.0;1842.0
2204;Stieren;2019 april;3.9;1822.0
2205;Stieren;2019 mei;3.8;1796.0
2206;Stieren;2019 juni;3.7;1699.0
2207;Stieren;2019 juli;3.8;1748.0
2208;Stieren;2019 augustus;4.2;1941.0
2209;Stieren;2019 september;4.3;2024.0
2210;Stieren;2019 oktober;5.0;2245.0
2211;Stieren;2019 november;5.0;2322.0
2212;Stieren;2019 december;4.4;2077.0
2213;Stieren;2019;50.7;23479.0
2214;Stieren;2020 januari;5.5;2563.0
2215;Stieren;2020 februari;4.4;2041.0
2216;Stieren;2020 maart;4.8;2319.0
2217;Stieren;2020 april;3.9;1892.0
2218;Stieren;2020 mei;4.0;1964.0
2219;Stieren;2020 juni;4.3;2069.0
2220;Stieren;2020 juli;4.7;2194.0
2221;Stieren;2020 augustus;4.3;2018.0
2222;Stieren;2020 september;5.2;2375.0
2223;Stieren;2020 oktober;5.5;2584.0
2224;Stieren;2020 november;4.8;2196.0
2225;Stieren;2020 december;5.0;2351.0
2226;Stieren;2020;56.5;26565.0
2227;Stieren;2021 januari;4.9;2152.0
2228;Stieren;2021 februari;4.3;1954.0
2229;Stieren;2021 maart;5.2;2333.0
2230;Stieren;2021 april;4.6;2104.0
2231;Stieren;2021 mei;4.1;1895.0
2232;Stieren;2021 juni;5.3;2351.0
2233;Stieren;2021 juli;4.5;1955.0
2234;Stieren;2021 augustus;4.5;2053.0
2235;Stieren;2021 september;5.2;2268.0
2236;Stieren;2021 oktober;5.2;2273.0
2237;Stieren;2021 november;5.5;2411.0
2238;Stieren;2021 december;4.8;2036.0
2239;Stieren;2021;58.1;25785.0
2240;Stieren;2022 januari;4.9;2131.0
2241;Stieren;2022 februari;5.1;2218.0
2242;Stieren;2022 maart;5.2;2211.0
2243;Stieren;2022 april;5.9;2608.0
2244;Stieren;2022 mei;7.1;3073.0
2245;Stieren;2022 juni;6.5;2894.0
2246;Stieren;2022 juli;5.8;2567.0
2247;Stieren;2022 augustus;5.4;2437.0
2248;Stieren;2022 september;6.0;2636.0
2249;Stieren;2022 oktober;6.3;2661.0
2250;Stieren;2022 november;6.2;2688.0
2251;Stieren;2022 december;6.2;2735.0
2252;Stieren;2022;70.7;30861.0
2253;Stieren;2023 januari;5.0;2127.0
2254;Stieren;2023 februari;5.8;2433.0
2255;Stieren;2023 maart;6.5;2929.0
2256;Stieren;2023 april;5.4;2364.0
2257;Stieren;2023 mei;8.0;3552.0
2258;Stieren;2023 juni;8.2;3569.0
2259;Stieren;2023 juli;6.2;2731.0
2260;Stieren;2023 augustus;6.0;2758.0
2261;Stieren;2023 september;6.3;2861.0
2262;Stieren;2023 oktober;6.2;2733.0
2263;Stieren;2023 november;6.2;2731.0
2264;Stieren;2023 december;7.5;3338.0
2265;Stieren;2023;77.4;34139.0
2266;Stieren;2024 januari;6.1;2706.0
2267;Stieren;2024 februari;6.1;2538.0
2268;Stieren;2024 maart;6.8;2953.0
2269;Stieren;2024 april;7.4;3196.0
2270;Stieren;2024 mei;6.3;2798.0
2271;Stieren;2024 juni;7.0;3027.0
2272;Stieren;2024 juli;5.6;2470.0
2273;Stieren;2024 augustus;5.6;2461.0
2274;Stieren;2024 september;5.5;2414.0
2275;Stieren;2024 oktober;6.6;2788.0
2276;Stieren;2024 november;6.3;2700.0
2277;Stieren;2024 december;5.9;2517.0
2278;Stieren;2024;75.2;32569.0
2279;Stieren;2025 januari;6.0;2578.0
2280;Totaal kalveren;1990 januari;93.8;14271.0
2281;Totaal kalveren;1990 februari;71.5;10604.0
2282;Totaal kalveren;1990 maart;92.9;14060.0
2283;Totaal kalveren;1990 april;87.6;12989.0
2284;Totaal kalveren;1990 mei;105.4;15695.0
2285;Totaal kalveren;1990 juni;84.9;12740.0
2286;Totaal kalveren;1990 juli;86.0;12979.0
2287;Totaal kalveren;1990 augustus;85.9;13600.0
2288;Totaal kalveren;1990 september;85.8;13612.0
2289;Totaal kalveren;1990 oktober;99.1;15996.0
2290;Totaal kalveren;1990 november;88.9;14376.0
2291;Totaal kalveren;1990 december;89.4;14442.0
2292;Totaal kalveren;1990;1071.2;165364.0
2293;Totaal kalveren;1991 januari;89.7;13897.0
2294;Totaal kalveren;1991 februari;82.1;12599.0
2295;Totaal kalveren;1991 maart;89.9;13703.0
2296;Totaal kalveren;1991 april;100.2;14945.0
2297;Totaal kalveren;1991 mei;107.4;16382.0
2298;Totaal kalveren;1991 juni;93.3;14253.0
2299;Totaal kalveren;1991 juli;97.7;14935.0
2300;Totaal kalveren;1991 augustus;91.5;14341.0
2301;Totaal kalveren;1991 september;101.7;15591.0
2302;Totaal kalveren;1991 oktober;108.7;16643.0
2303;Totaal kalveren;1991 november;90.3;13832.0
2304;Totaal kalveren;1991 december;98.5;15074.0
2305;Totaal kalveren;1991;1151.0;176195.0
2306;Totaal kalveren;1992 januari;99.5;15241.0
2307;Totaal kalveren;1992 februari;91.9;13993.0
2308;Totaal kalveren;1992 maart;103.7;15645.0
2309;Totaal kalveren;1992 april;104.5;15761.0
2310;Totaal kalveren;1992 mei;101.9;15473.0
2311;Totaal kalveren;1992 juni;106.4;16399.0
2312;Totaal kalveren;1992 juli;94.9;14446.0
2313;Totaal kalveren;1992 augustus;88.7;13630.0
2314;Totaal kalveren;1992 september;106.3;16555.0
2315;Totaal kalveren;1992 oktober;93.8;14485.0
2316;Totaal kalveren;1992 november;98.7;15594.0
2317;Totaal kalveren;1992 december;107.0;16807.0
2318;Totaal kalveren;1992;1197.3;184029.0
2319;Totaal kalveren;1993 januari;83.6;13063.0
2320;Totaal kalveren;1993 februari;83.2;13184.0
2321;Totaal kalveren;1993 maart;111.1;17514.0
2322;Totaal kalveren;1993 april;99.6;15765.0
2323;Totaal kalveren;1993 mei;98.4;15837.0
2324;Totaal kalveren;1993 juni;109.2;17514.0
2325;Totaal kalveren;1993 juli;86.5;13943.0
2326;Totaal kalveren;1993 augustus;92.9;14790.0
2327;Totaal kalveren;1993 september;105.8;16825.0
2328;Totaal kalveren;1993 oktober;95.0;15071.0
2329;Totaal kalveren;1993 november;104.4;16664.0
2330;Totaal kalveren;1993 december;104.1;16452.0
2331;Totaal kalveren;1993;1173.8;186622.0
2332;Totaal kalveren;1994 januari;84.5;13484.0
2333;Totaal kalveren;1994 februari;82.4;13066.0
2334;Totaal kalveren;1994 maart;105.7;16789.0
2335;Totaal kalveren;1994 april;100.0;15785.0
2336;Totaal kalveren;1994 mei;110.5;17951.0
2337;Totaal kalveren;1994 juni;106.3;17342.0
2338;Totaal kalveren;1994 juli;89.6;14405.0
2339;Totaal kalveren;1994 augustus;99.6;16247.0
2340;Totaal kalveren;1994 september;105.3;17271.0
2341;Totaal kalveren;1994 oktober;104.4;17258.0
2342;Totaal kalveren;1994 november;106.5;17469.0
2343;Totaal kalveren;1994 december;102.7;16779.0
2344;Totaal kalveren;1994;1197.5;193846.0
2345;Totaal kalveren;1995 januari;91.3;14743.0
2346;Totaal kalveren;1995 februari;84.7;13570.0
2347;Totaal kalveren;1995 maart;99.2;15998.0
2348;Totaal kalveren;1995 april;84.5;13843.0
2349;Totaal kalveren;1995 mei;114.8;18842.0
2350;Totaal kalveren;1995 juni;98.0;15826.0
2351;Totaal kalveren;1995 juli;86.4;13736.0
2352;Totaal kalveren;1995 augustus;104.4;16847.0
2353;Totaal kalveren;1995 september;108.4;17505.0
2354;Totaal kalveren;1995 oktober;115.0;18950.0
2355;Totaal kalveren;1995 november;108.3;17588.0
2356;Totaal kalveren;1995 december;102.9;16454.0
2357;Totaal kalveren;1995;1197.9;193902.0
2358;Totaal kalveren;1996 januari;95.4;15208.0
2359;Totaal kalveren;1996 februari;86.5;13628.0
2360;Totaal kalveren;1996 maart;95.8;15217.0
2361;Totaal kalveren;1996 april;73.7;12002.0
2362;Totaal kalveren;1996 mei;107.1;17653.0
2363;Totaal kalveren;1996 juni;98.2;15945.0
2364;Totaal kalveren;1996 juli;113.0;18478.0
2365;Totaal kalveren;1996 augustus;90.4;14428.0
2366;Totaal kalveren;1996 september;105.9;16688.0
2367;Totaal kalveren;1996 oktober;110.9;17729.0
2368;Totaal kalveren;1996 november;100.5;16262.0
2369;Totaal kalveren;1996 december;118.9;19122.0
