ID;Marges;BedrijfstakkenBranchesSBI2008;Perioden;OmzetAfgelopen3Mnd_1;OmzetKomende3Mnd_2;OmzetVolgendJaar_3;BuitenlandseOmzetAfgelopen3Mnd_4;BuitenlandseOmzetKomende3Mnd_5;BuitenlandseOmzetVolgendJaar_6;VerkoopprijzenTarievenKomende3Mnd_7;OrderontvangstAfgelopen3Mnd_8;OrderontvangstKomende3Mnd_9;BuitenlOrderontvKomende3Mnd_10;InkoopordersKomende3Mnd_11;OordeelOrderpositie_12;OordeelVoorradenEindproduct_13;PersoneelssterkteVolgendJaar_14;PersoneelssterkteKomende3Mnd_15;PersoneelssterkteAfgelopen3Mnd_16;InvesteringenVerslagjaar_17;InvesteringenVolgendJaar_18;ConcurrentiepositieNLAfg3Mnd_19;ConcurrentiepositieInEUAfg3Mnd_20;ConcurrentiepositieBuitenEUAfg3Mnd_21;EconomischKlimaatAfgelopen3Mnd_22;EconomischKlimaatKomende3Mnd_23;WinstgevendheidAfgelopen3Mnd_24
1712;Waarde;75 Veterinaire dienstverlening;2016 3e kwartaal;44.9;-17.3;;0.0;0.0;;0.0;20.7;-6.9;0.0;-6.9;-4.9;;;-6.9;-10.4;10.4;;13.8;6.9;6.9;6.9;6.9;24.2
1713;Waarde;75 Veterinaire dienstverlening;2016 4e kwartaal;9.6;-16.2;-3.3;0.0;0.0;9.7;-6.4;6.4;6.4;0.0;6.4;-10.5;;-6.4;-9.7;-29.1;-12.9;-3.2;12.9;0.0;0.0;19.3;0.0;29.1
1714;Waarde;75 Veterinaire dienstverlening;2017 1e kwartaal;7.9;-7.9;;0.0;-4.0;;56.1;4.0;-16.0;-4.0;0.0;0.8;;;-4.0;-15.9;7.9;;-4.0;0.0;0.0;0.0;12.0;-8.0
1715;Waarde;75 Veterinaire dienstverlening;2017 2e kwartaal;-12.5;6.4;;0.0;0.0;;8.3;-16.7;8.3;0.0;-4.2;-4.0;;;-8.2;-2.0;8.5;;-4.2;0.0;0.0;0.0;4.2;-16.6
1716;Waarde;75 Veterinaire dienstverlening;2017 3e kwartaal;38.0;-9.4;;-4.8;0.0;;0.0;14.3;4.8;0.0;0.0;9.1;;;0.2;0.2;9.7;;-14.3;0.0;0.0;14.3;9.5;14.2
1717;Waarde;75 Veterinaire dienstverlening;2017 4e kwartaal;-18.1;-13.7;9.1;-4.6;0.0;-4.6;4.6;-9.1;9.0;-4.6;-9.1;4.3;;9.1;13.7;4.6;0.1;-13.5;-4.6;-4.6;-4.6;0.0;0.0;4.4
1718;Waarde;75 Veterinaire dienstverlening;2018 1e kwartaal;-3.0;3.0;;-5.1;-5.1;;69.1;2.2;-2.2;-5.1;0.0;7.0;;;10.3;5.1;-5.1;;-14.0;-5.1;0.0;0.0;-10.3;-10.3
1719;Waarde;75 Veterinaire dienstverlening;2018 2e kwartaal;21.7;7.7;;-7.0;-7.0;;-9.8;2.1;-7.0;-7.0;0.0;0.0;;;16.8;0.0;-2.1;;-4.9;0.0;0.0;4.9;4.9;4.9
1720;Waarde;75 Veterinaire dienstverlening;2018 3e kwartaal;56.6;-7.7;;0.0;0.0;;0.0;27.1;-5.4;0.0;0.0;12.3;;;0.0;27.1;3.1;;2.7;0.0;0.0;8.1;5.4;10.9
1721;Waarde;75 Veterinaire dienstverlening;2018 4e kwartaal;3.3;-9.0;48.3;-5.7;0.0;2.4;32.8;11.5;-11.5;-5.7;-11.5;-0.8;;25.4;0.0;17.2;3.3;14.8;0.0;0.0;0.0;23.0;0.0;21.3
1722;Waarde;75 Veterinaire dienstverlening;2019 1e kwartaal;32.9;15.7;;2.8;-4.6;;76.9;23.1;27.8;4.6;18.5;8.9;;;4.6;13.9;24.9;;23.1;0.0;4.6;27.8;9.3;13.9
1723;Waarde;75 Veterinaire dienstverlening;2019 2e kwartaal;37.6;32.2;;5.4;5.4;;16.1;37.6;32.2;5.4;21.5;8.0;;;14.0;10.7;18.2;;21.5;0.0;0.0;-10.7;-5.4;24.2
1724;Waarde;75 Veterinaire dienstverlening;2019 3e kwartaal;37.0;-7.4;;-9.3;0.0;;4.6;18.5;0.0;0.0;0.0;3.9;;;13.9;2.8;15.7;;4.6;-4.6;0.0;0.0;-4.6;0.0
1725;Waarde;75 Veterinaire dienstverlening;2019 4e kwartaal;28.3;2.7;33.7;-13.3;-8.8;-6.1;7.1;1.7;7.1;-4.4;-4.4;7.9;;26.5;13.3;17.7;10.6;-7.1;8.8;-8.8;-4.4;13.3;0.0;8.8
1726;Waarde;75 Veterinaire dienstverlening;2020 1e kwartaal;4.2;-4.2;;-1.8;-8.5;;72.4;-8.5;-12.7;-8.5;-8.5;-0.5;;;-4.2;-8.5;1.8;;12.7;-4.2;-4.2;-4.2;-8.5;4.2
1727;Waarde;75 Veterinaire dienstverlening;2020 2e kwartaal;-29.6;-78.1;;-17.4;-22.3;;9.7;-18.0;-60.7;-27.1;-55.9;-27.2;;;0.4;-7.7;-32.0;;-4.9;-13.6;-3.9;-49.0;-85.4;-34.0
1728;Waarde;75 Veterinaire dienstverlening;2020 3e kwartaal;13.9;35.4;;-24.7;-10.8;;0.0;-4.9;7.6;-5.4;0.0;4.1;;;48.9;0.0;2.2;;19.3;-19.3;-13.9;-18.4;-10.8;-4.9
1729;Waarde;75 Veterinaire dienstverlening;2020 4e kwartaal;54.1;0.4;4.1;-23.4;-13.2;-5.1;13.2;23.4;-14.9;-2.1;-9.8;-2.6;;10.2;18.3;-7.2;28.5;-10.2;-5.1;-10.2;0.0;13.2;-7.2;18.3
1730;Waarde;75 Veterinaire dienstverlening;2021 1e kwartaal;20.5;5.5;;-3.4;-3.4;;78.1;17.8;0.0;-6.8;5.5;12.1;;;16.4;34.2;12.3;;16.4;-5.5;0.0;27.4;11.0;28.7
1731;Waarde;75 Veterinaire dienstverlening;2021 2e kwartaal;16.0;19.8;;-4.9;-4.9;;9.9;20.9;4.9;-4.9;-4.9;-0.1;;;4.9;-9.9;6.1;;9.9;-4.9;0.0;0.0;9.9;4.9
1732;Waarde;75 Veterinaire dienstverlening;2021 3e kwartaal;24.8;-3.8;;1.2;6.4;;26.0;26.0;4.0;0.0;5.2;27.5;;;5.2;24.8;-9.0;;13.0;0.0;0.0;22.2;-3.8;11.8
1733;Waarde;75 Veterinaire dienstverlening;2021 4e kwartaal;10.2;-10.2;42.0;1.4;-4.4;1.4;13.0;11.6;-7.2;-11.6;0.0;0.1;;29.0;29.0;30.4;10.2;13.0;17.4;1.4;7.2;9.4;-8.0;11.6
1734;Waarde;75 Veterinaire dienstverlening;2022 1e kwartaal;12.2;24.0;;1.9;-5.2;;84.5;15.5;15.5;0.0;12.9;2.0;;;30.3;13.6;4.5;;5.2;-5.2;0.0;2.6;0.0;12.2
1735;Waarde;75 Veterinaire dienstverlening;2022 2e kwartaal;-5.4;14.4;;2.0;-5.4;;10.9;0.0;-3.7;-5.4;0.0;-0.2;;;29.2;18.3;-10.9;;-5.4;-5.4;-7.4;-10.9;-16.3;-29.2
1736;Waarde;75 Veterinaire dienstverlening;2022 3e kwartaal;8.5;5.2;;-5.2;-5.2;;67.1;5.2;10.3;-5.2;5.2;2.0;;;31.0;17.4;0.0;;-12.2;-5.2;0.0;-17.4;-17.4;-12.2
1737;Waarde;75 Veterinaire dienstverlening;2022 4e kwartaal;-12.3;-5.6;-0.7;1.8;1.8;1.8;58.3;9.8;-2.5;-4.9;-7.4;2.1;;9.8;4.9;14.7;-16.5;6.7;0.0;-4.9;0.0;-41.7;-24.6;-41.1
1738;Waarde;75 Veterinaire dienstverlening;2023 1e kwartaal;8.0;0.3;;15.6;15.6;;77.0;-7.7;0.3;15.3;0.0;10.1;;;7.7;-15.3;-7.4;;15.3;15.6;8.0;-11.4;-19.0;0.0
1739;Waarde;75 Veterinaire dienstverlening;2023 2e kwartaal;0.3;6.9;;6.6;6.9;;-6.6;-6.4;0.0;0.0;0.0;2.5;;;10.1;-20.2;-19.9;;-6.6;-3.2;3.5;-13.0;10.1;-6.6
1740;Waarde;N Verhuur en overige zakelijke diensten;2016 1e kwartaal;17.1;9.8;;;;;33.1;18.3;8.7;;10.4;-4.2;;;3.0;-2.7;2.0;;4.6;;;9.8;12.7;6.6
1741;Waarde;N Verhuur en overige zakelijke diensten;2016 2e kwartaal;13.4;26.5;;;;;7.7;11.8;16.7;;7.8;-4.2;;;12.6;6.9;6.6;;7.8;;;7.1;12.2;4.9
1742;Waarde;N Verhuur en overige zakelijke diensten;2016 3e kwartaal;15.5;2.5;;;;;8.0;11.9;2.1;;-0.7;-2.5;;;-1.6;10.5;6.5;;3.3;;;4.1;0.1;4.5
1743;Waarde;N Verhuur en overige zakelijke diensten;2016 4e kwartaal;5.7;5.4;19.1;;;;4.3;16.0;5.5;;0.2;0.1;;8.4;-0.9;2.0;15.2;5.6;10.7;;;6.7;7.5;2.0
1744;Waarde;N Verhuur en overige zakelijke diensten;2017 1e kwartaal;25.2;22.0;;5.1;-0.2;;28.7;18.9;16.6;0.3;4.9;5.1;;;11.9;9.9;5.5;;16.0;1.5;0.9;10.2;7.7;13.4
1745;Waarde;N Verhuur en overige zakelijke diensten;2017 2e kwartaal;21.3;35.5;;3.0;3.0;;7.1;17.3;26.4;2.7;8.5;6.7;;;15.1;6.9;0.0;;4.4;1.3;0.7;14.1;17.5;2.9
1746;Waarde;N Verhuur en overige zakelijke diensten;2017 3e kwartaal;30.3;20.5;;1.7;0.3;;9.5;21.7;15.0;-0.2;2.5;5.9;;;18.0;13.0;8.1;;9.9;1.3;0.0;21.2;16.8;12.5
1747;Waarde;N Verhuur en overige zakelijke diensten;2017 4e kwartaal;22.1;18.7;22.0;3.7;3.7;3.3;11.7;16.2;16.4;1.5;7.7;3.6;;17.3;13.8;11.4;8.7;2.6;6.9;1.6;1.0;15.5;13.5;16.9
1748;Waarde;N Verhuur en overige zakelijke diensten;2018 1e kwartaal;30.6;14.2;;5.3;2.6;;39.3;19.9;14.6;3.2;6.4;6.1;;;15.3;17.5;4.6;;10.8;2.2;0.5;20.3;19.0;23.5
1749;Waarde;N Verhuur en overige zakelijke diensten;2018 2e kwartaal;22.5;34.6;;2.6;3.8;;6.8;21.1;25.7;2.1;7.6;4.8;;;20.9;14.1;10.7;;9.6;1.4;1.2;16.5;20.3;8.2
1750;Waarde;N Verhuur en overige zakelijke diensten;2018 3e kwartaal;36.4;20.9;;2.6;0.2;;11.3;29.9;15.6;1.1;5.2;9.3;;;15.7;23.7;5.7;;14.1;1.8;1.3;14.6;10.4;14.3
1751;Waarde;N Verhuur en overige zakelijke diensten;2018 4e kwartaal;19.3;19.0;29.1;3.5;2.3;2.9;15.3;18.1;14.1;0.5;3.4;6.9;;11.4;12.9;17.0;8.8;-1.5;13.4;2.2;1.6;11.0;8.9;7.6
1752;Waarde;N Verhuur en overige zakelijke diensten;2019 1e kwartaal;23.6;22.3;;;;;45.5;14.3;18.1;;5.1;2.2;;;15.8;20.0;-0.2;;15.8;;;8.4;5.9;8.9
1753;Waarde;N Verhuur en overige zakelijke diensten;2019 2e kwartaal;20.8;29.7;;;;;8.5;15.2;22.2;;8.2;1.9;;;25.7;16.8;3.6;;8.8;;;6.4;9.9;6.6
1754;Waarde;N Verhuur en overige zakelijke diensten;2019 3e kwartaal;32.6;16.8;;;;;13.1;21.2;10.5;;4.6;4.7;;;15.6;23.1;2.7;;9.7;;;6.8;5.3;5.6
1755;Waarde;N Verhuur en overige zakelijke diensten;2019 4e kwartaal;16.0;4.1;23.2;;;;20.0;3.1;3.6;;2.0;-0.4;;19.9;12.4;12.7;10.7;6.5;5.8;;;-1.3;-4.7;7.4
1756;Waarde;N Verhuur en overige zakelijke diensten;2020 1e kwartaal;14.4;15.0;;3.3;0.9;;52.7;7.3;17.4;0.2;7.4;2.7;;;13.3;10.7;5.8;;10.2;0.8;0.8;-3.2;2.5;4.1
1757;Waarde;N Verhuur en overige zakelijke diensten;2020 2e kwartaal;-20.9;-68.7;;-11.5;-16.4;;-9.9;-27.0;-59.3;-17.4;-51.2;-41.5;;;-35.0;-6.6;-47.6;;0.9;-1.4;-1.8;-39.8;-77.5;-37.0
1758;Waarde;N Verhuur en overige zakelijke diensten;2020 3e kwartaal;-38.9;11.6;;-6.4;-1.4;;1.1;-31.2;0.9;-1.9;-3.8;-37.5;;;3.0;-28.0;-26.4;;1.8;0.3;0.2;-54.4;4.0;-51.3
1759;Waarde;N Verhuur en overige zakelijke diensten;2020 4e kwartaal;14.6;-15.7;24.0;-2.7;-2.0;1.1;9.4;-0.2;-5.5;-0.3;-7.4;-29.8;;9.5;-11.8;-19.9;-18.4;0.4;6.8;-0.4;0.4;-5.4;-28.0;-5.2
1760;Waarde;N Verhuur en overige zakelijke diensten;2021 1e kwartaal;-3.0;-6.0;;-1.2;-1.3;;39.2;-0.5;-2.7;-2.2;-6.1;-27.5;;;-3.5;-6.4;-13.2;;2.6;-0.3;0.5;-28.5;-10.1;-19.6
1761;Waarde;N Verhuur en overige zakelijke diensten;2021 2e kwartaal;4.1;28.1;;0.5;1.5;;6.0;0.5;19.0;1.7;7.2;-17.4;;;13.6;2.6;1.0;;2.0;0.3;1.4;-3.4;15.0;-6.5
1762;Waarde;N Verhuur en overige zakelijke diensten;2021 3e kwartaal;35.0;15.5;;2.0;-1.5;;4.6;21.1;15.0;0.6;7.3;-12.3;;;26.6;21.6;1.2;;10.7;0.2;0.4;20.2;22.9;18.5
1763;Waarde;N Verhuur en overige zakelijke diensten;2021 4e kwartaal;19.5;25.8;43.2;1.3;4.0;4.9;22.5;22.9;16.3;3.1;8.8;-0.5;;37.1;26.3;19.1;4.9;15.2;10.8;0.5;0.9;23.4;22.5;20.3
1764;Waarde;N Verhuur en overige zakelijke diensten;2022 1e kwartaal;20.4;5.9;;2.2;0.8;;54.7;11.7;1.8;-0.8;-1.5;-0.1;;;11.9;10.2;6.0;;6.9;1.3;0.2;4.4;-1.6;15.9
1765;Waarde;N Verhuur en overige zakelijke diensten;2022 2e kwartaal;23.0;27.4;;3.6;3.1;;25.5;17.7;22.9;2.6;11.8;-0.8;;;28.5;14.2;5.9;;7.7;2.2;0.4;5.8;7.9;-6.1
1766;Waarde;N Verhuur en overige zakelijke diensten;2022 3e kwartaal;22.7;17.0;;1.3;1.9;;16.3;16.8;8.9;1.7;4.4;8.8;;;21.9;6.0;5.3;;8.6;1.1;0.7;1.4;3.0;-2.2
1767;Waarde;N Verhuur en overige zakelijke diensten;2022 4e kwartaal;12.0;11.5;30.8;0.0;3.3;2.3;38.7;4.7;5.3;3.4;7.6;0.5;;22.8;14.8;8.1;3.7;3.6;1.3;0.9;0.9;-8.9;-13.6;-12.8
1768;Waarde;N Verhuur en overige zakelijke diensten;2023 1e kwartaal;20.7;8.5;;3.7;0.4;;67.0;12.2;3.6;-0.7;1.5;-4.2;;;18.8;9.2;5.7;;3.8;0.0;0.4;-1.1;-7.1;-9.5
1769;Waarde;N Verhuur en overige zakelijke diensten;2023 2e kwartaal;14.9;29.4;;1.9;3.1;;12.9;12.0;20.0;3.6;8.4;-0.6;;;24.8;8.5;0.8;;5.9;-0.4;0.8;3.0;7.1;2.3
1770;Waarde;77 Verhuur van roerende goederen;2016 1e kwartaal;36.7;17.0;;2.1;0.1;;19.2;27.5;9.1;3.7;10.2;14.0;;;1.6;-3.0;0.3;;23.5;8.9;-2.1;27.5;15.7;7.5
1771;Waarde;77 Verhuur van roerende goederen;2016 2e kwartaal;38.2;46.0;;6.7;9.2;;9.3;30.2;34.8;0.8;16.1;-1.0;;;11.2;28.9;8.9;;14.7;7.6;-0.8;14.3;27.7;-3.1
1772;Waarde;77 Verhuur van roerende goederen;2016 3e kwartaal;29.0;2.6;;10.0;3.6;;2.4;22.2;-5.9;-2.5;-15.8;-4.4;;;9.9;14.8;-5.1;;13.3;7.3;0.6;12.4;1.5;14.6
1773;Waarde;77 Verhuur van roerende goederen;2016 4e kwartaal;9.2;15.0;41.1;10.2;-0.9;5.7;3.5;21.4;16.6;-1.0;5.4;5.2;;8.5;2.9;1.0;6.1;7.0;27.9;8.1;3.4;7.0;5.5;11.5
1774;Waarde;77 Verhuur van roerende goederen;2017 1e kwartaal;19.6;21.1;;3.1;-1.0;;12.0;15.4;22.2;0.6;6.0;-2.8;;;10.3;5.6;15.9;;23.6;6.6;0.0;10.7;12.9;21.5
1775;Waarde;77 Verhuur van roerende goederen;2017 2e kwartaal;25.2;48.0;;14.1;7.0;;1.4;22.3;36.0;10.2;29.9;1.8;;;26.6;12.0;6.1;;11.5;9.0;3.8;21.0;20.3;14.0
1776;Waarde;77 Verhuur van roerende goederen;2017 3e kwartaal;50.1;15.3;;14.8;4.1;;8.6;27.9;10.8;3.4;16.6;5.8;;;6.6;12.3;23.2;;7.8;6.8;2.4;23.2;10.1;18.2
1777;Waarde;77 Verhuur van roerende goederen;2017 4e kwartaal;22.2;11.1;35.1;12.1;12.0;14.3;3.6;16.7;15.9;1.4;14.6;6.3;;28.6;24.8;22.0;24.6;25.5;16.7;7.4;7.9;10.6;12.6;18.5
1778;Waarde;77 Verhuur van roerende goederen;2018 1e kwartaal;22.3;-2.2;;5.6;3.0;;6.0;12.7;6.5;3.1;13.1;9.2;;;10.4;11.4;6.4;;10.8;2.6;-2.7;12.2;13.4;7.2
1779;Waarde;77 Verhuur van roerende goederen;2018 2e kwartaal;30.3;40.4;;7.8;8.5;;2.5;22.0;31.0;9.5;20.2;7.9;;;28.6;22.6;17.4;;18.7;5.6;1.7;14.0;15.4;8.3
1780;Waarde;77 Verhuur van roerende goederen;2018 3e kwartaal;46.1;18.5;;10.7;7.3;;3.2;36.6;11.0;-1.6;0.9;13.9;;;28.0;29.9;11.9;;18.7;0.9;3.0;20.7;11.1;11.0
1781;Waarde;77 Verhuur van roerende goederen;2018 4e kwartaal;26.5;11.0;21.2;7.0;10.6;6.3;4.7;12.4;4.2;1.8;0.6;-0.9;;15.2;11.4;25.5;4.0;9.5;23.1;5.7;5.7;15.0;9.5;-1.3
1782;Waarde;77 Verhuur van roerende goederen;2019 1e kwartaal;30.3;15.3;;11.9;1.4;;17.2;20.5;12.4;1.1;0.6;2.9;;;20.3;23.0;3.0;;17.1;9.8;4.2;6.9;6.3;7.6
1783;Waarde;77 Verhuur van roerende goederen;2019 2e kwartaal;11.9;24.9;;5.3;5.7;;4.2;5.0;16.4;1.6;2.2;-1.3;;;16.3;10.6;1.3;;8.1;7.4;0.5;-0.8;7.2;0.3
1784;Waarde;77 Verhuur van roerende goederen;2019 3e kwartaal;32.0;7.8;;3.7;0.0;;1.6;19.8;1.1;1.2;2.1;2.2;;;11.1;15.2;4.3;;7.6;3.5;2.4;7.1;0.0;7.6
1785;Waarde;77 Verhuur van roerende goederen;2019 4e kwartaal;24.2;4.2;31.4;5.9;7.0;14.4;-0.6;5.3;5.5;7.6;3.7;-1.1;;20.8;4.7;9.6;13.8;13.4;8.8;3.7;1.8;2.9;3.9;5.2
1786;Waarde;77 Verhuur van roerende goederen;2020 1e kwartaal;15.5;1.2;;3.5;-6.5;;16.5;15.7;6.7;-4.6;-2.5;3.4;;;21.8;6.7;9.5;;5.7;0.8;1.8;-2.1;-3.3;14.2
1787;Waarde;77 Verhuur van roerende goederen;2020 2e kwartaal;-34.1;-75.2;;-17.0;-37.9;;-5.7;-33.0;-75.3;-42.7;-63.9;-40.7;;;-38.1;2.2;-56.3;;-5.3;-1.4;-1.6;-46.0;-76.1;-43.3
1788;Waarde;77 Verhuur van roerende goederen;2020 3e kwartaal;-59.1;5.2;;-23.7;-3.3;;-4.8;-59.3;3.0;-5.4;-7.6;-41.1;;;-8.4;-27.2;-44.3;;2.2;0.4;-0.7;-67.1;-1.4;-65.4
1789;Waarde;77 Verhuur van roerende goederen;2020 4e kwartaal;-2.5;-22.3;4.5;-1.0;-1.2;-2.0;-0.5;-14.9;-9.8;-4.1;-14.2;-36.0;;14.6;-12.1;-25.5;-32.3;0.8;-1.3;0.0;0.1;-28.6;-28.9;-25.1
1790;Waarde;77 Verhuur van roerende goederen;2021 1e kwartaal;-5.4;-20.1;;-7.6;-11.2;;-0.7;-11.9;-16.5;-8.1;-1.3;-35.1;;;8.5;-8.3;-10.0;;-3.4;-7.3;-1.7;-25.5;-4.2;-11.9
1791;Waarde;77 Verhuur van roerende goederen;2021 2e kwartaal;-5.0;24.4;;-8.3;7.4;;-1.3;-5.2;32.1;7.2;3.5;-32.3;;;12.6;8.8;-0.5;;0.1;1.5;11.8;1.4;10.7;-5.1
1792;Waarde;77 Verhuur van roerende goederen;2021 3e kwartaal;25.0;10.2;;-3.2;-8.7;;6.2;19.2;-0.1;-5.2;2.1;-12.7;;;19.3;5.0;8.4;;7.4;-3.0;-0.6;23.6;19.3;17.8
1793;Waarde;77 Verhuur van roerende goederen;2021 4e kwartaal;19.9;17.8;45.2;-1.6;3.0;17.1;20.4;22.9;18.6;6.2;12.9;-6.4;;41.9;27.3;15.9;5.4;24.0;2.7;-0.3;-0.8;19.6;18.5;17.0
1794;Waarde;77 Verhuur van roerende goederen;2022 1e kwartaal;10.9;-2.7;;-1.0;5.1;;31.3;15.8;-2.1;2.6;-4.6;-15.9;;;14.1;5.6;19.1;;7.4;5.5;0.3;-2.3;-5.3;1.6
1795;Waarde;77 Verhuur van roerende goederen;2022 2e kwartaal;23.6;41.1;;17.9;22.3;;28.1;16.1;34.9;15.1;9.5;-2.4;;;33.3;10.0;7.7;;9.2;2.9;2.9;0.4;13.9;4.2
1796;Waarde;77 Verhuur van roerende goederen;2022 3e kwartaal;44.9;18.9;;13.4;5.9;;18.4;28.6;10.3;7.0;1.9;22.8;;;38.8;9.8;16.5;;12.5;4.6;4.6;11.3;-9.0;19.0
1797;Waarde;77 Verhuur van roerende goederen;2022 4e kwartaal;31.7;8.1;31.4;7.5;6.8;5.7;53.9;16.7;0.0;4.2;10.1;2.8;;32.3;31.1;20.7;23.5;17.6;1.8;7.1;4.5;6.8;1.1;-0.5
1798;Waarde;77 Verhuur van roerende goederen;2023 1e kwartaal;30.6;-16.7;;10.4;0.2;;35.1;18.5;-8.5;8.6;9.0;6.8;;;21.3;24.3;14.3;;11.1;4.1;3.0;13.4;-9.9;12.7
1799;Waarde;77 Verhuur van roerende goederen;2023 2e kwartaal;-11.4;35.8;;0.8;6.0;;8.3;2.5;18.0;9.0;2.8;4.7;;;24.1;1.1;0.6;;7.5;-2.1;1.6;1.9;1.6;21.2
1800;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2016 1e kwartaal;-3.6;1.1;;4.5;-10.2;;-0.6;30.0;6.3;-10.2;3.2;-2.2;;;35.5;17.6;12.3;;38.3;0.7;0.7;11.3;-0.2;-6.5
1801;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2016 2e kwartaal;29.7;56.7;;0.0;0.0;;-3.2;15.5;18.4;0.7;0.7;4.3;;;48.6;45.0;37.1;;17.1;0.0;8.1;-10.4;-7.7;11.1
1802;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2016 3e kwartaal;25.3;66.1;;5.3;5.3;;0.0;58.1;61.1;0.3;5.7;47.6;;;19.1;30.0;-30.9;;11.6;0.0;0.0;9.8;9.8;18.7
1803;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2016 4e kwartaal;48.1;42.9;10.3;4.7;4.2;4.7;8.4;54.1;54.5;4.2;3.1;-0.1;;9.8;8.7;9.8;10.6;-2.5;9.8;4.7;4.2;5.7;4.9;-41.0
1804;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2017 1e kwartaal;39.4;41.4;;4.6;3.3;;24.3;24.4;32.2;3.3;9.1;7.9;;;19.4;8.9;7.0;;21.2;2.0;1.4;6.1;5.5;20.4
1805;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2017 2e kwartaal;41.9;64.1;;1.8;2.5;;9.4;32.2;50.9;2.5;6.1;14.9;;;25.8;11.0;-9.0;;0.1;0.7;0.0;21.1;25.2;2.8
1806;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2017 3e kwartaal;57.0;45.1;;1.3;0.7;;13.3;41.6;36.2;1.3;9.5;11.0;;;38.3;35.4;11.4;;14.2;0.8;0.0;43.5;36.3;20.4
1807;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2017 4e kwartaal;45.1;41.4;40.0;3.0;3.6;1.8;11.7;33.1;28.0;2.1;7.8;6.8;;29.1;15.5;21.6;11.3;-0.6;11.7;0.2;-1.0;32.7;30.6;31.9
1808;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2018 1e kwartaal;44.1;26.0;;4.8;3.0;;45.6;33.1;30.0;4.0;11.6;11.3;;;26.5;29.5;10.2;;14.0;3.3;1.2;37.4;37.0;39.6
1809;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2018 2e kwartaal;35.9;63.2;;4.2;5.2;;12.8;36.8;44.7;4.1;5.8;14.0;;;30.4;26.0;14.1;;13.3;4.7;2.7;28.8;35.0;20.9
1810;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2018 3e kwartaal;56.1;41.4;;4.1;5.9;;18.1;47.7;36.0;3.8;11.8;16.9;;;27.6;44.6;-1.2;;14.8;3.0;2.7;18.0;18.6;28.9
1811;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2018 4e kwartaal;38.1;27.1;49.3;5.8;6.2;7.9;21.7;29.3;23.9;3.6;5.7;15.8;;10.5;12.1;29.2;1.8;-0.8;8.5;3.0;1.9;14.3;11.1;20.9
1812;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2019 1e kwartaal;35.6;31.8;;6.4;6.2;;44.4;29.2;28.8;3.7;11.5;12.9;;;18.1;30.3;-5.7;;15.5;3.9;2.1;13.5;10.7;12.9
1813;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2019 2e kwartaal;30.2;36.0;;7.2;5.8;;11.4;26.9;26.8;5.6;7.4;7.0;;;35.1;26.5;-5.5;;13.5;3.0;2.5;7.8;8.6;14.1
1814;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2019 3e kwartaal;43.3;30.0;;5.2;5.2;;15.7;27.3;14.6;4.8;7.0;10.0;;;17.1;31.2;-5.8;;9.1;2.1;2.1;7.9;8.2;9.0
1815;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2019 4e kwartaal;20.3;-3.9;6.5;4.3;-8.1;-6.2;36.0;-6.1;-2.5;-10.6;-9.0;4.4;;13.2;12.5;18.8;12.5;4.6;4.0;1.3;0.2;-13.3;-20.9;-1.4
1816;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2020 1e kwartaal;-4.5;9.1;;2.0;0.2;;67.3;-3.8;11.9;0.6;1.9;5.8;;;-5.0;2.0;-2.7;;6.1;0.7;0.2;-22.5;-9.9;-2.5
1817;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2020 2e kwartaal;-32.9;-65.1;;-20.0;-23.6;;-4.3;-34.1;-60.8;-25.5;-51.3;-47.7;;;-37.9;-10.6;-52.4;;-4.4;-2.3;-2.7;-49.2;-76.9;-46.2
1818;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2020 3e kwartaal;-46.3;14.4;;-3.1;-0.9;;2.8;-37.6;7.6;-0.1;-12.6;-54.2;;;-3.3;-43.9;-41.1;;-5.0;0.2;0.2;-65.3;-0.4;-63.1
1819;Waarde;78 Uitzendbureaus en arbeidsbemiddeling;2020 4e kwartaal;25.7;-7.2;19.3;0.3;-0.7;0.1;12.4;18.2;-9.4;-0.8;-5.5;-43.4;;12.1;-8.7;-21.4;-32.7;-4.0;0.1;0.2;0.2;15.4;-26.4;22.6
