ID;LeeftijdReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;MeerpersoonshuishoudensZonderKinderen_4;MeerpersoonshuishoudensMetKinderen_5;TotaalNietGehuwdeParen_6;k_0Kinderen_7;k_1Kind_8;k_2Kinderen_9;k_3OfMeerKinderen_10;TotaalGehuwdeParen_11;k_0Kinderen_12;k_1Kind_13;k_2Kinderen_14;k_3OfMeerKinderen_15;TotaalEenouderhuishoudens_16;k_1Kind_17;k_2Kinderen_18;k_3OfMeerKinderen_19;OverigHuishouden_20;TotaalParticuliereHuishoudens_21;Eenpersoonshuishouden_22;TotaalMeerpersoonshuishoudens_23;k_2Personen_24;k_3Personen_25;k_4Personen_26;k_5OfMeerPersonen_27
515;31 jaar;2000;142878;46421;96457;41478;54979;30714;23080;5020;2174;440;57460;17459;19814;15890;4297;7344;3808;2529;1007;939;142878;46421;96457;44188;27222;18923;6124
516;31 jaar;2001;149887;50015;99872;43194;56678;33920;24868;6041;2505;506;57215;17387;19708;15778;4342;7798;4075;2724;999;939;149887;50015;99872;46156;28280;19142;6294
517;31 jaar;2002;146636;50264;96372;41472;54900;34574;24950;6483;2649;492;52948;15485;18709;14806;3948;7813;4097;2674;1042;1037;146636;50264;96372;44427;27683;18353;5909
518;31 jaar;2003;140123;48343;91780;39648;52132;34506;24438;6687;2869;512;48466;14214;16910;13552;3790;7812;4062;2742;1008;996;140123;48343;91780;42665;26106;17335;5674
519;31 jaar;2004;132584;47314;85270;36528;48742;32789;22749;6656;2885;499;43949;12780;15411;12499;3259;7533;3937;2584;1012;999;132584;47314;85270;39346;24525;16300;5099
520;31 jaar;2005;121769;43811;77958;33200;44758;30865;21237;6360;2789;479;39047;11038;13717;11279;3013;7121;3772;2403;946;925;121769;43811;77958;36024;22244;14967;4723
521;31 jaar;2006;117174;43482;73692;31857;41835;30154;20670;6175;2799;510;35931;10297;12584;10318;2732;6717;3484;2381;852;890;117174;43482;73692;34368;20931;13966;4427
522;31 jaar;2007;111916;42368;69548;29736;39812;29119;19630;6212;2774;503;33099;9260;11706;9502;2631;6484;3490;2177;817;846;111916;42368;69548;32326;19905;13101;4216
523;31 jaar;2008;110702;42172;68530;29791;38739;29782;19871;6302;3064;545;31608;9011;10896;9168;2533;6231;3358;2103;770;909;110702;42172;68530;32316;19129;12938;4147
524;31 jaar;2009;110184;42198;67986;29158;38828;29422;19290;6372;3212;548;30899;8799;10543;9120;2437;6596;3533;2242;821;1069;110184;42198;67986;31838;18955;13140;4053
525;31 jaar;2010;112261;43633;68628;29076;39552;29940;19164;6853;3344;579;30970;8732;10665;9090;2483;6538;3568;2171;799;1180;112261;43633;68628;31748;19594;13183;4103
526;31 jaar;2011;112488;43218;69270;29188;40082;30351;19229;7012;3508;602;30927;8695;10603;9143;2486;6728;3683;2219;826;1264;112488;43218;69270;31878;19949;13382;4061
527;31 jaar;2012;117206;45914;71292;29838;41454;31434;19748;7220;3815;651;31371;8802;10762;9287;2520;7199;3908;2415;876;1288;117206;45914;71292;32744;20524;13902;4122
528;31 jaar;2013;115263;45156;70107;29059;41048;31211;19516;7192;3816;687;30187;8198;10534;8860;2595;7364;4004;2464;896;1345;115263;45156;70107;32142;20246;13476;4243
529;31 jaar;2014;112994;44376;68618;28230;40388;30804;19176;7088;3837;703;29048;7828;10029;8813;2378;7540;4046;2486;1008;1226;112994;44376;68618;31428;19649;13484;4057
530;31 jaar;2015;112967;44555;68412;28109;40303;30864;19134;7173;3809;748;28488;7706;9869;8543;2370;7791;4178;2580;1033;1269;112967;44555;68412;31330;19668;13254;4160
531;31 jaar;2016;116374;45483;70891;29398;41493;31973;19920;7295;3987;771;29271;8087;10230;8548;2406;8256;4460;2739;1057;1391;116374;45483;70891;32864;20339;13418;4270
532;31 jaar;2017;118493;46402;72091;30440;41651;33022;20765;7281;4229;747;29485;8337;10158;8604;2386;8246;4341;2727;1178;1338;118493;46402;72091;33831;20095;13854;4311
533;31 jaar;2018;121315;47084;74231;31775;42456;34216;22031;7238;4162;785;30335;8513;10763;8709;2350;8449;4471;2859;1119;1231;121315;47084;74231;35273;20842;13813;4303
534;31 jaar;2019;123470;48552;74918;33238;41680;34785;22942;7050;3980;813;30436;8899;10665;8474;2398;8300;4338;2890;1072;1397;123470;48552;74918;36569;20616;13408;4325
535;31 jaar;2020;124962;50021;74941;34311;40630;34997;23739;6825;3694;739;30400;9188;10779;8122;2311;8160;4283;2826;1051;1384;124962;50021;74941;37547;20543;12748;4103
536;31 jaar;2021;127024;51220;75804;35390;40414;36360;25258;6671;3696;735;29842;8733;10830;7999;2280;8203;4411;2664;1128;1399;127024;51220;75804;38729;20246;12675;4154
537;31 jaar;2022;133483;54579;78904;37310;41594;38601;26844;7231;3678;848;30746;9070;11216;8111;2349;8161;4385;2654;1122;1396;133483;54579;78904;40622;21242;12759;4281
538;31 jaar;2023;135955;56799;79156;38437;40719;38822;27281;7107;3618;816;30777;9692;11059;7817;2209;8093;4298;2690;1105;1464;135955;56799;79156;41606;21019;12385;4146
539;31 jaar;2024;135443;57246;78197;39099;39098;38345;27556;6690;3369;730;30456;10003;10728;7584;2141;7856;4249;2517;1090;1540;135443;57246;78197;42190;20193;11958;3856
540;32 jaar;1995;144610;41068;103542;34077;69465;18898;14584;2560;1373;381;76071;18795;21570;26849;8857;7875;3596;3023;1256;698;144610;41068;103542;36676;27094;29046;10726
541;32 jaar;1996;147322;42258;105064;35920;69144;21424;16263;3106;1672;383;74734;18967;21560;26005;8202;8216;3864;3085;1267;690;147322;42258;105064;38774;27682;28596;10012
542;32 jaar;1997;149323;43593;105730;37246;68484;23667;17765;3544;1866;492;73140;18761;21664;24858;7857;8203;3902;2995;1306;720;149323;43593;105730;40204;27988;27641;9897
543;32 jaar;1998;146648;43323;103325;37323;66002;24848;18419;3927;2037;465;69714;18174;21552;23171;6817;8033;3937;2952;1144;730;146648;43323;103325;40326;28272;26055;8672
544;32 jaar;1999;143863;42744;101119;36923;64196;25997;19034;4363;2131;469;66523;17147;21101;21647;6628;7857;3907;2831;1119;742;143863;42744;101119;39899;28084;24603;8533
545;32 jaar;2000;142776;43281;99495;36505;62990;27360;19341;4998;2460;561;63349;16327;20718;20471;5833;7949;3899;2854;1196;837;142776;43281;99495;39417;28355;23846;7877
546;32 jaar;2001;144282;44416;99866;36484;63382;29169;20215;5624;2783;547;61691;15382;20315;20212;5782;8119;4095;2832;1192;887;144282;44416;99866;39595;28543;23899;7829
547;32 jaar;2002;151512;47713;103799;38111;65688;32721;21998;6758;3301;664;61381;15228;20435;19977;5741;8812;4491;3120;1201;885;151512;47713;103799;41558;30089;24170;7982
548;32 jaar;2003;147673;47626;100047;36758;63289;33006;21770;7139;3450;647;57403;14017;19200;18873;5313;8667;4385;3038;1244;971;147673;47626;100047;40075;29095;23307;7570
549;32 jaar;2004;140799;45902;94897;34663;60234;32667;20898;7378;3734;657;52762;12855;17625;17305;4977;8558;4334;3055;1169;910;140799;45902;94897;38008;27762;21949;7178
550;32 jaar;2005;132834;44391;88443;32341;56102;31676;20014;7248;3775;639;47577;11452;15924;15799;4402;8315;4230;2945;1140;875;132834;44391;88443;35574;25866;20523;6480
551;32 jaar;2006;122241;41526;80715;29527;51188;29763;18657;6842;3616;648;42379;10029;14168;14039;4143;7732;3963;2717;1052;841;122241;41526;80715;32589;23535;18506;6085
552;32 jaar;2007;117245;40879;76366;28186;48180;29177;18010;6819;3672;676;39171;9358;12913;13186;3714;7200;3659;2563;978;818;117245;40879;76366;31018;22013;17639;5696
553;32 jaar;2008;112533;40070;72463;26650;45813;28289;17123;6759;3750;657;36318;8704;11901;12112;3601;7033;3660;2432;941;823;112533;40070;72463;29478;20872;16696;5417
554;32 jaar;2009;111847;40090;71757;26522;45235;28843;17208;6973;3948;714;35147;8418;11460;11726;3543;6871;3551;2395;925;896;111847;40090;71757;29273;20608;16463;5413
555;32 jaar;2010;111511;40390;71121;25707;45414;28435;16607;6949;4135;744;34343;8113;11214;11600;3416;7356;3830;2569;957;987;111511;40390;71121;28760;20507;16523;5331
556;32 jaar;2011;113477;41145;72332;26343;45989;29530;17091;7317;4345;777;34595;8188;11263;11778;3366;7143;3798;2396;949;1064;113477;41145;72332;29215;21073;16827;5217
557;32 jaar;2012;113443;41352;72091;25590;46501;29154;16528;7383;4458;785;34310;7957;11273;11634;3446;7522;4027;2502;993;1105;113443;41352;72091;28800;21142;16891;5258
558;32 jaar;2013;117858;43364;74494;26431;48063;30633;17213;7735;4840;845;34653;8091;11253;11822;3487;8081;4256;2774;1051;1127;117858;43364;74494;29807;21779;17514;5394
559;32 jaar;2014;115314;41964;73350;26020;47330;30648;17237;7622;4889;900;33221;7631;10931;11206;3453;8329;4437;2805;1087;1152;115314;41964;73350;29602;21375;16977;5396
560;32 jaar;2015;113896;42128;71768;24954;46814;29919;16570;7615;4807;927;32299;7278;10596;11142;3283;8444;4330;2903;1211;1106;113896;42128;71768;28421;21091;16886;5370
561;32 jaar;2016;113911;41900;72011;25412;46599;30274;17007;7487;4828;952;31907;7296;10553;10794;3264;8721;4515;2945;1261;1109;113911;41900;72011;29085;20947;16579;5400
562;32 jaar;2017;117772;43192;74580;26690;47890;31378;17662;7721;4985;1010;33060;7806;10987;10951;3316;8920;4594;3040;1286;1222;117772;43192;74580;30364;21699;16897;5620
563;32 jaar;2018;120138;44143;75995;27676;48319;32200;18395;7667;5170;968;33494;8132;11041;11053;3268;9152;4602;3152;1398;1149;120138;44143;75995;31399;21747;17272;5577
564;32 jaar;2019;123343;44908;78435;29154;49281;33276;19626;7547;5094;1009;34681;8397;11703;11290;3291;9347;4751;3188;1408;1131;123343;44908;78435;32969;22459;17449;5558
565;32 jaar;2020;125826;46398;79428;30687;48741;34187;20665;7573;4907;1042;34863;8776;11840;10896;3351;9132;4610;3240;1282;1246;125826;46398;79428;34339;22646;16834;5609
566;32 jaar;2021;126295;46852;79443;32004;47439;35111;22119;7312;4755;925;34061;8648;11831;10448;3134;9034;4617;3167;1250;1237;126295;46852;79443;35643;22312;16214;5274
567;32 jaar;2022;129584;49476;80108;32043;48065;35658;22476;7442;4745;995;34298;8365;12083;10629;3221;8950;4686;2947;1317;1202;129584;49476;80108;35772;22499;16396;5441
568;32 jaar;2023;137610;53258;84352;34792;49560;37555;23966;7870;4614;1105;36219;9533;12887;10569;3230;9285;4858;3087;1340;1293;137610;53258;84352;38613;23881;16330;5528
569;32 jaar;2024;138299;54592;83707;35668;48039;37433;24238;7747;4454;994;35788;9976;12402;10380;3030;9032;4682;3005;1345;1454;138299;54592;83707;39240;23289;15942;5236
570;33 jaar;1995;143893;38192;105701;29885;75816;17075;12558;2514;1568;435;79748;16723;20442;31270;11313;8274;3638;3171;1465;604;143893;38192;105701;32675;26005;33785;13236
571;33 jaar;1996;145174;39252;105922;30195;75727;18478;13423;2959;1619;477;78164;16135;20509;30558;10962;8643;3774;3404;1465;637;145174;39252;105922;33156;26769;33053;12944
572;33 jaar;1997;147931;40160;107771;32195;75576;20934;15031;3417;2015;471;77305;16542;20648;29848;10267;8910;4055;3411;1444;622;147931;40160;107771;35416;27306;32823;12226
573;33 jaar;1998;150311;41578;108733;33198;75535;22893;16146;3977;2195;575;76195;16352;21232;28837;9774;8945;4119;3343;1483;700;150311;41578;108733;36504;28328;31952;11949
574;33 jaar;1999;147964;41424;106540;32959;73581;23866;16433;4415;2436;582;73078;15802;21297;27314;8665;8872;4163;3311;1398;724;147964;41424;106540;36269;28807;30665;10799
575;33 jaar;2000;144346;40450;103896;32360;71536;24467;16499;4849;2556;563;70202;15118;20855;25802;8427;8484;4099;3083;1302;743;144346;40450;103896;35552;28569;29252;10523
576;33 jaar;2001;144080;41536;102544;31911;70633;26218;17070;5400;3065;683;66755;14035;20452;24654;7614;8765;4155;3227;1383;806;144080;41536;102544;35170;28857;28591;9926
577;33 jaar;2002;145905;42852;103053;32082;70971;28316;17924;6152;3533;707;64807;13288;19715;24408;7396;9060;4391;3269;1400;870;145905;42852;103053;35519;28920;28834;9780
578;33 jaar;2003;152339;45322;107017;33417;73600;31374;19283;7116;4129;846;64987;13328;19929;24255;7475;9850;4851;3569;1430;806;152339;45322;107017;37366;30292;29283;10076
579;33 jaar;2004;148174;45471;102703;32014;70689;31541;18771;7526;4405;839;60823;12409;18659;22867;6888;9505;4613;3459;1433;834;148174;45471;102703;35638;29378;28261;9426
580;33 jaar;2005;140917;43248;97669;30327;67342;31452;18238;7747;4614;853;56012;11299;17381;20932;6400;9415;4577;3480;1358;790;140917;43248;97669;33971;28300;26495;8903
581;33 jaar;2006;133471;42532;90939;28155;62784;30333;17178;7510;4824;821;50530;10161;15514;19143;5712;9260;4593;3327;1340;816;133471;42532;90939;31891;26093;24888;8067
582;33 jaar;2007;122273;39252;83021;25930;57091;28794;16198;7177;4559;860;45086;8978;13796;16916;5396;8387;4190;3006;1191;754;122273;39252;83021;29379;23683;22281;7678
583;33 jaar;2008;117875;38702;79173;24782;54391;28314;15636;7175;4628;875;42100;8358;12977;15837;4928;7971;3947;2890;1134;788;117875;38702;79173;27959;22756;21212;7246
584;33 jaar;2009;113564;38260;75304;23505;51799;27343;14758;7022;4736;827;39395;7912;11784;14891;4808;7731;3931;2729;1071;835;113564;38260;75304;26741;21222;20443;6898
585;33 jaar;2010;112988;38531;74457;23282;51175;27660;14669;7127;4965;899;38290;7731;11520;14311;4728;7625;3896;2653;1076;882;112988;38531;74457;26433;21114;20053;6857
586;33 jaar;2011;112343;38203;74140;22945;51195;27950;14606;7276;5129;939;37430;7484;11285;14078;4583;7905;3997;2861;1047;855;112343;38203;74140;26202;21353;19967;6618
587;33 jaar;2012;114214;39382;74832;22794;52038;28225;14356;7546;5366;957;37575;7473;11302;14276;4524;8067;4187;2753;1127;965;114214;39382;74832;26153;21644;20418;6617
588;33 jaar;2013;113907;39201;74706;22433;52273;28343;14340;7417;5592;994;37122;7145;11395;14076;4506;8293;4283;2875;1135;948;113907;39201;74706;25990;21677;20446;6593
589;33 jaar;2014;117735;40474;77261;23308;53953;29914;14997;7883;5967;1067;37353;7293;11271;14293;4496;8976;4637;3112;1227;1018;117735;40474;77261;27138;22261;21199;6663
590;33 jaar;2015;115931;39851;76080;22776;53304;29846;14773;7983;5971;1119;36062;6983;10967;13647;4465;9152;4750;3132;1270;1020;115931;39851;76080;26740;22063;20535;6742
591;33 jaar;2016;114662;39625;75037;22443;52594;29423;14654;7670;5893;1206;35303;6786;10781;13336;4400;9308;4690;3209;1409;1003;114662;39625;75037;26329;21642;20213;6853
592;33 jaar;2017;115128;39891;75237;22715;52522;29525;14825;7612;5863;1225;35242;6929;10805;13197;4311;9509;4746;3237;1526;961;115128;39891;75237;26672;21522;20139;6904
593;33 jaar;2018;118931;40839;78092;23988;54104;30645;15683;7691;6000;1271;36574;7277;11476;13400;4421;9845;4864;3462;1519;1028;118931;40839;78092;28061;22518;20397;7116
594;33 jaar;2019;121681;42029;79652;25035;54617;31295;16273;7718;6060;1244;37199;7706;11605;13524;4364;10102;4973;3496;1633;1056;121681;42029;79652;29191;22669;20807;6985
595;33 jaar;2020;125544;43342;82202;26438;55764;32311;17350;7629;6036;1296;38600;8034;12337;13841;4388;10237;5061;3514;1662;1054;125544;43342;82202;30661;23448;21109;6984
596;33 jaar;2021;126998;43904;83094;27949;55145;33975;18888;7874;5911;1302;38118;7956;12267;13447;4448;9896;4921;3507;1468;1105;126998;43904;83094;31993;23581;20428;7092
597;33 jaar;2022;128667;45521;83146;28355;54791;34041;19027;7770;6027;1217;38135;8198;12558;13113;4266;9840;4833;3509;1498;1130;128667;45521;83146;32289;23811;20258;6788
598;33 jaar;2023;133491;48457;85034;29641;55393;34432;19834;7796;5581;1221;39405;8696;12996;13395;4318;10086;5198;3356;1532;1111;133491;48457;85034;33891;24122;20067;6954
599;33 jaar;2024;139651;51219;88432;31896;56536;36070;21097;8007;5642;1324;40791;9522;13472;13562;4235;10294;5255;3462;1577;1277;139651;51219;88432;36115;25014;20404;6899
600;34 jaar;1995;141721;35597;106124;25515;80609;14985;10595;2320;1590;480;81554;14360;18594;34464;14136;9025;3917;3457;1651;560;141721;35597;106124;28620;24341;37007;16156
601;34 jaar;1996;144306;36488;107818;26576;81242;16981;11703;2807;1930;541;81134;14312;18934;34436;13452;9142;3790;3639;1713;561;144306;36488;107818;29613;25290;37411;15504
602;34 jaar;1997;145630;37396;108234;27216;81018;18302;12521;3219;2008;554;80025;14139;18946;33763;13177;9351;3944;3710;1697;556;145630;37396;108234;30433;25749;36746;15306
603;34 jaar;1998;148821;38860;109961;28509;81452;20110;13449;3671;2416;574;79711;14494;19573;33257;12387;9574;4206;3708;1660;566;148821;38860;109961;31951;26782;36656;14572
604;34 jaar;1999;151307;39992;111315;29261;82054;21943;14301;4280;2679;683;78834;14282;20310;32327;11915;9860;4408;3741;1711;678;151307;39992;111315;32922;28139;35934;14320
605;34 jaar;2000;148551;39306;109245;29075;80170;23011;14575;4773;2953;710;75912;13817;20278;31040;10777;9639;4354;3674;1611;683;148551;39306;109245;32644;28494;34916;13191
606;34 jaar;2001;145497;39088;106409;28333;78076;23656;14563;5216;3166;711;72644;13050;19462;29661;10471;9389;4437;3485;1467;720;145497;39088;106409;31964;27935;33700;12810
607;34 jaar;2002;145270;40053;105217;28130;77087;25640;15208;5845;3797;790;69102;12138;18969;28483;9512;9691;4501;3611;1579;784;145270;40053;105217;31816;28105;33306;11990
608;34 jaar;2003;146523;40851;105672;28146;77526;27352;15617;6549;4293;893;67525;11746;18258;28225;9296;10012;4652;3665;1695;783;146523;40851;105672;31903;28232;33565;11972
609;34 jaar;2004;152386;43179;109207;29109;80098;29949;16587;7236;5096;1030;67783;11735;18723;27878;9447;10688;5165;3934;1589;787;152386;43179;109207;33383;29595;33914;12315
610;34 jaar;2005;148121;42950;105171;28132;77039;30472;16376;7702;5368;1026;63534;10951;17541;26397;8645;10360;4860;3883;1617;805;148121;42950;105171;32122;28834;32783;11432
611;34 jaar;2006;141090;41506;99584;26390;73194;30077;15672;7660;5648;1097;58548;10031;16336;24143;8038;10272;4909;3827;1536;687;141090;41506;99584;30513;27506;30702;10863
612;34 jaar;2007;133339;40324;93015;24840;68175;29366;15050;7433;5792;1091;52987;9031;14641;22099;7216;9903;4766;3682;1455;759;133339;40324;93015;28848;25480;28728;9959
613;34 jaar;2008;122598;37305;85293;22824;62469;27955;14061;7214;5588;1092;47481;8005;13218;19517;6741;9099;4433;3347;1319;758;122598;37305;85293;26547;23562;25848;9336
614;34 jaar;2009;118715;37009;81706;21859;59847;27469;13558;7124;5692;1095;44760;7556;12325;18551;6328;8732;4234;3201;1297;745;118715;37009;81706;25402;22383;25007;8914
615;34 jaar;2010;114400;36730;77670;20501;57169;26298;12606;6986;5642;1064;42086;7102;11392;17409;6183;8493;4196;3052;1245;793;114400;36730;77670;24074;21163;23839;8594
616;34 jaar;2011;113798;36728;77070;20649;56421;27199;12967;7122;5942;1168;40932;6972;11234;16731;5995;8229;4137;2928;1164;710;113798;36728;77070;24096;21234;23405;8335
617;34 jaar;2012;112936;36533;76403;19878;56525;26951;12397;7284;6076;1194;39847;6688;10823;16528;5808;8812;4384;3194;1234;793;112936;36533;76403;23552;21285;23430;8136
618;34 jaar;2013;114798;37557;77241;19985;57256;27545;12527;7446;6368;1204;39936;6665;10975;16563;5733;8967;4577;3084;1306;793;114798;37557;77241;23818;21519;23731;8173
619;34 jaar;2014;113978;36808;77170;19632;57538;27675;12452;7454;6504;1265;39394;6376;10970;16399;5649;9297;4671;3276;1350;804;113978;36808;77170;23640;21655;23837;8038
620;34 jaar;2015;118085;38331;79754;20372;59382;29260;12987;7837;7039;1397;39777;6489;10982;16564;5742;9821;4961;3453;1407;896;118085;38331;79754;24589;22195;24617;8353
621;34 jaar;2016;116666;37838;78828;20088;58740;29082;12909;7690;7084;1399;38712;6289;10745;16020;5658;10144;5064;3619;1461;890;116666;37838;78828;24423;21947;24138;8320
622;34 jaar;2017;115589;37891;77698;19935;57763;28628;12759;7518;6869;1482;38146;6294;10620;15592;5640;10042;4875;3534;1633;882;115589;37891;77698;24032;21579;23547;8540
623;34 jaar;2018;116419;38164;78255;20283;57972;28745;12991;7432;6787;1535;38179;6428;10820;15379;5552;10467;5074;3613;1780;864;116419;38164;78255;24643;21688;23264;8660
624;34 jaar;2019;120558;39256;81302;21528;59774;29660;13676;7505;6963;1516;39876;6899;11492;15881;5604;10813;5209;3863;1741;953;120558;39256;81302;25993;22760;23982;8567
625;34 jaar;2020;123406;40340;83066;22751;60315;30545;14486;7573;6939;1547;40587;7317;11742;15923;5605;10986;5278;3849;1859;948;123406;40340;83066;27259;23074;24100;8633
626;34 jaar;2021;126601;41182;85419;23878;61541;31979;15680;7606;7055;1638;41352;7232;12243;16285;5592;11122;5357;3918;1847;966;126601;41182;85419;28419;23705;24557;8738
627;34 jaar;2022;128883;42512;86371;24771;61600;32812;16289;7801;7035;1687;41751;7511;12441;15984;5815;10837;5263;3811;1763;971;128883;42512;86371;29211;24003;24196;8961
628;34 jaar;2023;132496;44782;87714;25922;61792;32834;16738;7766;6786;1544;42603;8142;13063;15857;5541;11235;5454;4024;1757;1042;132496;44782;87714;30502;24819;23849;8544
629;34 jaar;2024;135536;46766;88770;27236;61534;33181;17522;7764;6393;1502;43465;8639;13071;16290;5465;11049;5573;3698;1778;1075;135536;46766;88770;31884;24507;23884;8495
630;35 jaar;1995;140836;33660;107176;22462;84714;13691;9238;2286;1692;475;83740;12722;16524;37484;17010;9243;3811;3679;1753;502;140836;33660;107176;25569;22422;40212;18973
631;35 jaar;1996;142127;34333;107794;22787;85007;14839;9853;2518;1854;614;82608;12384;17069;36749;16406;9797;4072;3883;1842;550;142127;34333;107794;26204;23358;39573;18659
632;35 jaar;1997;144755;35104;109651;23879;85772;16626;10699;3066;2235;626;82654;12648;17378;36979;15649;9839;4000;3974;1865;532;144755;35104;109651;27197;24358;40185;17911
633;35 jaar;1998;146272;36130;110142;24470;85672;17822;11400;3454;2322;646;81728;12519;17590;36281;15338;10041;4171;3989;1881;551;146272;36130;110142;27959;24935;39654;17594
634;35 jaar;1999;149590;37432;112158;25639;86519;19569;12199;3887;2794;689;81790;12847;18317;36000;14626;10206;4381;3988;1837;593;149590;37432;112158;29280;26050;39852;16976
635;35 jaar;2000;151650;38048;113602;26260;87342;21357;12895;4508;3133;821;80937;12670;18786;35383;14098;10613;4583;4147;1883;695;151650;38048;113602;30097;27278;39499;16728
636;35 jaar;2001;149745;38112;111633;25695;85938;22295;13022;4905;3484;884;78091;11984;18930;34198;12979;10558;4672;4107;1779;689;149745;38112;111633;29637;27725;38605;15666
637;35 jaar;2002;146393;37835;108558;25010;83548;23200;13046;5430;3867;857;74305;11276;17798;32732;12499;10365;4707;3966;1692;688;146393;37835;108558;28958;26954;37559;15087
638;35 jaar;2003;145966;38455;107511;25110;82401;24997;13602;5909;4499;987;71091;10789;17210;31646;11446;10704;4805;4123;1776;719;145966;38455;107511;29117;27018;37134;14242
639;35 jaar;2004;146606;39052;107554;24671;82883;26406;13569;6554;5140;1143;69528;10368;16652;31167;11341;10886;4944;4070;1872;734;146606;39052;107554;28834;27037;37324;14359
640;35 jaar;2005;152580;41365;111215;25509;85706;29197;14537;7472;5921;1267;69716;10282;17143;30943;11348;11612;5451;4377;1784;690;152580;41365;111215;30177;28710;37812;14516
641;35 jaar;2006;148348;41391;106957;24737;82220;29427;14226;7598;6328;1275;65460;9794;16104;29150;10412;11353;5238;4365;1750;717;148348;41391;106957;29133;27838;36412;13574
642;35 jaar;2007;141300;39680;101620;23328;78292;29223;13739;7553;6581;1350;60578;8912;15086;26809;9771;11142;5224;4229;1689;677;141300;39680;101620;27852;26497;34339;12932
643;35 jaar;2008;133340;38402;94938;22024;72914;28752;13201;7500;6660;1391;54987;8126;13508;24530;8823;10502;4938;3956;1608;697;133340;38402;94938;26255;24724;32072;11887
644;35 jaar;2009;123487;36164;87323;20225;67098;27189;12294;7115;6402;1378;49592;7196;12268;21849;8279;9807;4717;3634;1456;735;123487;36164;87323;24301;22809;29004;11209
645;35 jaar;2010;119610;35804;83806;19013;64793;26457;11519;6990;6538;1410;47031;6779;11618;20750;7884;9603;4594;3572;1437;715;119610;35804;83806;22951;22014;28065;10776
646;35 jaar;2011;115056;35125;79931;18295;61636;25850;11222;6701;6591;1336;44293;6484;10719;19505;7585;9199;4510;3272;1417;589;115056;35125;79931;22177;20628;26958;10168
647;35 jaar;2012;114471;35459;79012;17833;61179;26281;11000;6941;6884;1456;43005;6188;10649;18800;7368;9081;4479;3261;1341;645;114471;35459;79012;21611;20859;26500;10042
648;35 jaar;2013;112988;34860;78128;17161;60967;26108;10654;7042;6936;1476;41715;5857;10260;18580;7018;9655;4726;3494;1435;650;112988;34860;78128;21278;20685;26449;9716
649;35 jaar;2014;114622;35447;79175;17580;61595;26880;10954;7213;7260;1453;41711;5912;10399;18448;6952;9870;4952;3425;1493;714;114622;35447;79175;21827;21040;26675;9633
650;35 jaar;2015;114607;35360;79247;17159;62088;26929;10733;7174;7429;1593;41384;5687;10280;18449;6968;10195;5009;3654;1532;739;114607;35360;79247;21549;21029;26852;9817
651;35 jaar;2016;118778;36482;82296;18191;64105;28665;11489;7495;7968;1713;42010;5908;10451;18571;7080;10827;5308;3889;1630;794;118778;36482;82296;22819;21762;27553;10162
652;35 jaar;2017;117536;36266;81270;17840;63430;28289;11190;7320;8046;1733;41287;5846;10395;18048;6998;10890;5279;3948;1663;804;117536;36266;81270;22437;21494;27178;10161
653;35 jaar;2018;116536;36029;80507;18105;62402;28021;11417;7124;7689;1791;40756;5908;10241;17582;7025;10950;5202;3911;1837;780;116536;36029;80507;22595;21198;26424;10290
654;35 jaar;2019;117806;36734;81072;18327;62745;27888;11487;7021;7543;1837;40870;6017;10560;17454;6839;11491;5444;4010;2037;823;117806;36734;81072;23036;21485;26282;10269
655;35 jaar;2020;122111;37834;84277;19583;64694;28928;12270;7081;7691;1886;42808;6465;11381;18090;6872;11693;5488;4284;1921;848;122111;37834;84277;24344;22699;26975;10259
656;35 jaar;2021;124355;38458;85897;20728;65169;30511;13344;7382;7929;1856;42760;6547;11304;18019;6890;11789;5533;4190;2066;837;124355;38458;85897;25558;22741;27261;10337
657;35 jaar;2022;128461;40013;88448;21194;67254;31193;13676;7462;8004;2051;44365;6634;11974;18651;7106;12006;5662;4271;2073;884;128461;40013;88448;26071;23657;27992;10728
658;35 jaar;2023;132138;42043;90095;22443;67652;31510;14219;7550;7745;1996;45634;7357;12542;18515;7220;12084;5791;4251;2042;867;132138;42043;90095;27431;24227;27573;10864
659;35 jaar;2024;134187;43202;90985;23759;67226;31638;14803;7479;7499;1857;46112;7965;12812;18558;6777;12244;5826;4385;2033;991;134187;43202;90985;28688;24666;27408;10223
660;36 jaar;1995;138164;31227;106937;19887;87050;12350;8024;2023;1773;530;84172;11313;14995;38654;19210;9865;3970;3999;1896;550;138164;31227;106937;23198;21004;41417;21318
661;36 jaar;1996;141229;32617;108612;20216;88396;13706;8647;2542;1938;579;84404;11099;15069;39050;19186;10032;4069;3986;1977;470;141229;32617;108612;23690;21513;42063;21346
662;36 jaar;1997;142596;33228;109368;20693;88675;14806;9210;2684;2178;734;83481;10980;15706;38491;18304;10578;4349;4213;2016;503;142596;33228;109368;24461;22456;41757;20694
663;36 jaar;1998;145326;34082;111244;21632;89612;16371;9850;3276;2516;729;83806;11279;15921;38953;17653;10564;4247;4264;2053;503;145326;34082;111244;25271;23404;42513;20056
664;36 jaar;1999;146976;34882;112094;22261;89833;17493;10403;3602;2714;774;83303;11313;16434;38109;17447;10753;4394;4327;2032;545;146976;34882;112094;25975;24300;41985;19834
