ID;CountryOfResidence;Regions;Periods;Guests_1;OvernightStays_2
8220;The Netherlands;Drenthe (PV);2023 May;50.0;93.0
8221;The Netherlands;Drenthe (PV);2023 June;48.0;86.0
8222;The Netherlands;Drenthe (PV);2023 2nd quarter;142.0;256.0
8223;The Netherlands;Drenthe (PV);2023 July;53.0;93.0
8224;The Netherlands;Drenthe (PV);2023 August;57.0;110.0
8225;The Netherlands;Drenthe (PV);2023 September;50.0;93.0
8226;The Netherlands;Drenthe (PV);2023 3rd quarter;159.0;297.0
8227;The Netherlands;Drenthe (PV);2023 October;48.0;83.0
8228;The Netherlands;Drenthe (PV);2023 November;40.0;69.0
8229;The Netherlands;Drenthe (PV);2023 December;41.0;69.0
8230;The Netherlands;Drenthe (PV);2023 4th quarter;128.0;220.0
8231;The Netherlands;Drenthe (PV);2023;540.0;948.0
8232;The Netherlands;Drenthe (PV);2024 January;41.0;69.0
8233;The Netherlands;Drenthe (PV);2024 February;45.0;80.0
8234;The Netherlands;Drenthe (PV);2024 March;49.0;94.0
8235;The Netherlands;Drenthe (PV);2024 1st quarter;135.0;243.0
8236;The Netherlands;Drenthe (PV);2024 April;49.0;85.0
8237;The Netherlands;Drenthe (PV);2024 May;61.0;110.0
8238;The Netherlands;Drenthe (PV);2024 June;61.0;107.0
8239;The Netherlands;Drenthe (PV);2024 2nd quarter;171.0;303.0
8240;The Netherlands;Drenthe (PV);2024 July;54.0;102.0
8241;The Netherlands;Drenthe (PV);2024 August;68.0;132.0
8242;The Netherlands;Drenthe (PV);2024 September;62.0;112.0
8243;The Netherlands;Drenthe (PV);2024 3rd quarter;185.0;345.0
8244;The Netherlands;Drenthe (PV);2024 October;54.0;96.0
8245;The Netherlands;Drenthe (PV);2024 November;47.0;95.0
8246;The Netherlands;Drenthe (PV);2024 December;49.0;89.0
8247;The Netherlands;Drenthe (PV);2024 4th quarter;151.0;279.0
8248;The Netherlands;Drenthe (PV);2024;642.0;1168.0
8249;The Netherlands;Drenthe (PV);2025 January;38.0;66.0
8250;The Netherlands;Drenthe (PV);2025 February;41.0;68.0
8251;The Netherlands;Overijssel (PV);2012 January;39.0;59.0
8252;The Netherlands;Overijssel (PV);2012 February;46.0;71.0
8253;The Netherlands;Overijssel (PV);2012 March;53.0;85.0
8254;The Netherlands;Overijssel (PV);2012 1st quarter;138.0;215.0
8255;The Netherlands;Overijssel (PV);2012 April;54.0;87.0
8256;The Netherlands;Overijssel (PV);2012 May;56.0;92.0
8257;The Netherlands;Overijssel (PV);2012 June;56.0;96.0
8258;The Netherlands;Overijssel (PV);2012 2nd quarter;165.0;275.0
8259;The Netherlands;Overijssel (PV);2012 July;59.0;111.0
8260;The Netherlands;Overijssel (PV);2012 August;66.0;126.0
8261;The Netherlands;Overijssel (PV);2012 September;64.0;106.0
8262;The Netherlands;Overijssel (PV);2012 3rd quarter;189.0;342.0
8263;The Netherlands;Overijssel (PV);2012 October;60.0;97.0
8264;The Netherlands;Overijssel (PV);2012 November;51.0;78.0
8265;The Netherlands;Overijssel (PV);2012 December;48.0;77.0
8266;The Netherlands;Overijssel (PV);2012 4th quarter;159.0;252.0
8267;The Netherlands;Overijssel (PV);2012;652.0;1084.0
8268;The Netherlands;Overijssel (PV);2013 January;35.0;53.0
8269;The Netherlands;Overijssel (PV);2013 February;41.0;64.0
8270;The Netherlands;Overijssel (PV);2013 March;55.0;84.0
8271;The Netherlands;Overijssel (PV);2013 1st quarter;131.0;202.0
8272;The Netherlands;Overijssel (PV);2013 April;56.0;89.0
8273;The Netherlands;Overijssel (PV);2013 May;60.0;107.0
8274;The Netherlands;Overijssel (PV);2013 June;63.0;110.0
8275;The Netherlands;Overijssel (PV);2013 2nd quarter;179.0;306.0
8276;The Netherlands;Overijssel (PV);2013 July;59.0;112.0
8277;The Netherlands;Overijssel (PV);2013 August;70.0;130.0
8278;The Netherlands;Overijssel (PV);2013 September;60.0;102.0
8279;The Netherlands;Overijssel (PV);2013 3rd quarter;190.0;345.0
8280;The Netherlands;Overijssel (PV);2013 October;60.0;101.0
8281;The Netherlands;Overijssel (PV);2013 November;53.0;83.0
8282;The Netherlands;Overijssel (PV);2013 December;51.0;80.0
8283;The Netherlands;Overijssel (PV);2013 4th quarter;163.0;263.0
8284;The Netherlands;Overijssel (PV);2013;662.0;1116.0
8285;The Netherlands;Overijssel (PV);2014 January;37.0;59.0
8286;The Netherlands;Overijssel (PV);2014 February;40.0;60.0
8287;The Netherlands;Overijssel (PV);2014 March;48.0;72.0
8288;The Netherlands;Overijssel (PV);2014 1st quarter;124.0;191.0
8289;The Netherlands;Overijssel (PV);2014 April;47.0;71.0
8290;The Netherlands;Overijssel (PV);2014 May;55.0;86.0
8291;The Netherlands;Overijssel (PV);2014 June;58.0;88.0
8292;The Netherlands;Overijssel (PV);2014 2nd quarter;160.0;245.0
8293;The Netherlands;Overijssel (PV);2014 July;51.0;85.0
8294;The Netherlands;Overijssel (PV);2014 August;63.0;106.0
8295;The Netherlands;Overijssel (PV);2014 September;62.0;95.0
8296;The Netherlands;Overijssel (PV);2014 3rd quarter;176.0;285.0
8297;The Netherlands;Overijssel (PV);2014 October;59.0;95.0
8298;The Netherlands;Overijssel (PV);2014 November;51.0;77.0
8299;The Netherlands;Overijssel (PV);2014 December;51.0;77.0
8300;The Netherlands;Overijssel (PV);2014 4th quarter;161.0;249.0
8301;The Netherlands;Overijssel (PV);2014;622.0;970.0
8302;The Netherlands;Overijssel (PV);2015 January;44.0;69.0
8303;The Netherlands;Overijssel (PV);2015 February;48.0;72.0
8304;The Netherlands;Overijssel (PV);2015 March;51.0;74.0
8305;The Netherlands;Overijssel (PV);2015 1st quarter;143.0;215.0
8306;The Netherlands;Overijssel (PV);2015 April;59.0;94.0
8307;The Netherlands;Overijssel (PV);2015 May;61.0;105.0
8308;The Netherlands;Overijssel (PV);2015 June;63.0;101.0
8309;The Netherlands;Overijssel (PV);2015 2nd quarter;183.0;300.0
8310;The Netherlands;Overijssel (PV);2015 July;65.0;111.0
8311;The Netherlands;Overijssel (PV);2015 August;69.0;124.0
8312;The Netherlands;Overijssel (PV);2015 September;66.0;111.0
8313;The Netherlands;Overijssel (PV);2015 3rd quarter;200.0;346.0
8314;The Netherlands;Overijssel (PV);2015 October;70.0;116.0
8315;The Netherlands;Overijssel (PV);2015 November;63.0;94.0
8316;The Netherlands;Overijssel (PV);2015 December;56.0;92.0
8317;The Netherlands;Overijssel (PV);2015 4th quarter;188.0;302.0
8318;The Netherlands;Overijssel (PV);2015;714.0;1164.0
8319;The Netherlands;Overijssel (PV);2016 January;52.0;79.0
8320;The Netherlands;Overijssel (PV);2016 February;64.0;99.0
8321;The Netherlands;Overijssel (PV);2016 March;64.0;101.0
8322;The Netherlands;Overijssel (PV);2016 1st quarter;180.0;279.0
8323;The Netherlands;Overijssel (PV);2016 April;71.0;118.0
8324;The Netherlands;Overijssel (PV);2016 May;78.0;128.0
8325;The Netherlands;Overijssel (PV);2016 June;74.0;124.0
8326;The Netherlands;Overijssel (PV);2016 2nd quarter;223.0;369.0
8327;The Netherlands;Overijssel (PV);2016 July;80.0;144.0
8328;The Netherlands;Overijssel (PV);2016 August;88.0;165.0
8329;The Netherlands;Overijssel (PV);2016 September;78.0;137.0
8330;The Netherlands;Overijssel (PV);2016 3rd quarter;246.0;446.0
8331;The Netherlands;Overijssel (PV);2016 October;86.0;141.0
8332;The Netherlands;Overijssel (PV);2016 November;64.0;103.0
8333;The Netherlands;Overijssel (PV);2016 December;63.0;108.0
8334;The Netherlands;Overijssel (PV);2016 4th quarter;213.0;351.0
8335;The Netherlands;Overijssel (PV);2016;862.0;1445.0
8336;The Netherlands;Overijssel (PV);2017 January;55.0;82.0
8337;The Netherlands;Overijssel (PV);2017 February;61.0;91.0
8338;The Netherlands;Overijssel (PV);2017 March;70.0;104.0
8339;The Netherlands;Overijssel (PV);2017 1st quarter;186.0;277.0
8340;The Netherlands;Overijssel (PV);2017 April;84.0;130.0
8341;The Netherlands;Overijssel (PV);2017 May;79.0;124.0
8342;The Netherlands;Overijssel (PV);2017 June;76.0;127.0
8343;The Netherlands;Overijssel (PV);2017 2nd quarter;239.0;381.0
8344;The Netherlands;Overijssel (PV);2017 July;85.0;143.0
8345;The Netherlands;Overijssel (PV);2017 August;92.0;152.0
8346;The Netherlands;Overijssel (PV);2017 September;78.0;128.0
8347;The Netherlands;Overijssel (PV);2017 3rd quarter;255.0;422.0
8348;The Netherlands;Overijssel (PV);2017 October;83.0;135.0
8349;The Netherlands;Overijssel (PV);2017 November;67.0;99.0
8350;The Netherlands;Overijssel (PV);2017 December;69.0;107.0
8351;The Netherlands;Overijssel (PV);2017 4th quarter;219.0;342.0
8352;The Netherlands;Overijssel (PV);2017;899.0;1422.0
8353;The Netherlands;Overijssel (PV);2018 January;60.0;88.0
8354;The Netherlands;Overijssel (PV);2018 February;64.0;95.0
8355;The Netherlands;Overijssel (PV);2018 March;70.0;105.0
8356;The Netherlands;Overijssel (PV);2018 1st quarter;194.0;288.0
8357;The Netherlands;Overijssel (PV);2018 April;75.0;110.0
8358;The Netherlands;Overijssel (PV);2018 May;85.0;131.0
8359;The Netherlands;Overijssel (PV);2018 June;82.0;128.0
8360;The Netherlands;Overijssel (PV);2018 2nd quarter;241.0;369.0
8361;The Netherlands;Overijssel (PV);2018 July;77.0;128.0
8362;The Netherlands;Overijssel (PV);2018 August;97.0;153.0
8363;The Netherlands;Overijssel (PV);2018 September;87.0;131.0
8364;The Netherlands;Overijssel (PV);2018 3rd quarter;261.0;413.0
8365;The Netherlands;Overijssel (PV);2018 October;86.0;130.0
8366;The Netherlands;Overijssel (PV);2018 November;73.0;106.0
8367;The Netherlands;Overijssel (PV);2018 December;70.0;104.0
8368;The Netherlands;Overijssel (PV);2018 4th quarter;230.0;341.0
8369;The Netherlands;Overijssel (PV);2018;926.0;1410.0
8370;The Netherlands;Overijssel (PV);2019 January;56.0;85.0
8371;The Netherlands;Overijssel (PV);2019 February;58.0;88.0
8372;The Netherlands;Overijssel (PV);2019 March;71.0;108.0
8373;The Netherlands;Overijssel (PV);2019 1st quarter;186.0;281.0
8374;The Netherlands;Overijssel (PV);2019 April;72.0;115.0
8375;The Netherlands;Overijssel (PV);2019 May;81.0;129.0
8376;The Netherlands;Overijssel (PV);2019 June;88.0;151.0
8377;The Netherlands;Overijssel (PV);2019 2nd quarter;241.0;394.0
8378;The Netherlands;Overijssel (PV);2019 July;85.0;146.0
8379;The Netherlands;Overijssel (PV);2019 August;96.0;160.0
8380;The Netherlands;Overijssel (PV);2019 September;90.0;145.0
8381;The Netherlands;Overijssel (PV);2019 3rd quarter;271.0;451.0
8382;The Netherlands;Overijssel (PV);2019 October;89.0;138.0
8383;The Netherlands;Overijssel (PV);2019 November;79.0;111.0
8384;The Netherlands;Overijssel (PV);2019 December;78.0;113.0
8385;The Netherlands;Overijssel (PV);2019 4th quarter;247.0;362.0
8386;The Netherlands;Overijssel (PV);2019;944.0;1488.0
8387;The Netherlands;Overijssel (PV);2020 January;63.0;97.0
8388;The Netherlands;Overijssel (PV);2020 February;68.0;112.0
8389;The Netherlands;Overijssel (PV);2020 March;38.0;60.0
8390;The Netherlands;Overijssel (PV);2020 1st quarter;169.0;269.0
8391;The Netherlands;Overijssel (PV);2020 April;11.0;20.0
8392;The Netherlands;Overijssel (PV);2020 May;29.0;48.0
8393;The Netherlands;Overijssel (PV);2020 June;72.0;123.0
8394;The Netherlands;Overijssel (PV);2020 2nd quarter;112.0;191.0
8395;The Netherlands;Overijssel (PV);2020 July;99.0;176.0
8396;The Netherlands;Overijssel (PV);2020 August;112.0;199.0
8397;The Netherlands;Overijssel (PV);2020 September;99.0;181.0
8398;The Netherlands;Overijssel (PV);2020 3rd quarter;310.0;557.0
8399;The Netherlands;Overijssel (PV);2020 October;71.0;123.0
8400;The Netherlands;Overijssel (PV);2020 November;50.0;77.0
8401;The Netherlands;Overijssel (PV);2020 December;40.0;63.0
8402;The Netherlands;Overijssel (PV);2020 4th quarter;161.0;262.0
8403;The Netherlands;Overijssel (PV);2020;751.0;1279.0
8404;The Netherlands;Overijssel (PV);2021 January;21.0;31.0
8405;The Netherlands;Overijssel (PV);2021 February;30.0;45.0
8406;The Netherlands;Overijssel (PV);2021 March;33.0;51.0
8407;The Netherlands;Overijssel (PV);2021 1th quarter;84.0;127.0
8408;The Netherlands;Overijssel (PV);2021 April;52.0;77.0
8409;The Netherlands;Overijssel (PV);2021 May;76.0;121.0
8410;The Netherlands;Overijssel (PV);2021 June;103.0;168.0
8411;The Netherlands;Overijssel (PV);2021 2nd quarter;231.0;366.0
8412;The Netherlands;Overijssel (PV);2021 July;120.0;202.0
8413;The Netherlands;Overijssel (PV);2021 August;134.0;224.0
8414;The Netherlands;Overijssel (PV);2021 September;103.0;174.0
8415;The Netherlands;Overijssel (PV);2021 3rd quarter;357.0;600.0
8416;The Netherlands;Overijssel (PV);2021 October;106.0;169.0
8417;The Netherlands;Overijssel (PV);2021 November;72.0;107.0
8418;The Netherlands;Overijssel (PV);2021 December;39.0;60.0
8419;The Netherlands;Overijssel (PV);2021 4th quarter;217.0;335.0
8420;The Netherlands;Overijssel (PV);2021;890.0;1428.0
8421;The Netherlands;Overijssel (PV);2022 January;33.0;44.0
8422;The Netherlands;Overijssel (PV);2022 February;61.0;83.0
8423;The Netherlands;Overijssel (PV);2022 March;67.0;108.0
8424;The Netherlands;Overijssel (PV);2022 1th quarter;161.0;235.0
8425;The Netherlands;Overijssel (PV);2022 April;86.0;141.0
8426;The Netherlands;Overijssel (PV);2022 May;105.0;150.0
8427;The Netherlands;Overijssel (PV);2022 June;94.0;151.0
8428;The Netherlands;Overijssel (PV);2022 2nd quarter;285.0;442.0
8429;The Netherlands;Overijssel (PV);2022 July;100.0;164.0
8430;The Netherlands;Overijssel (PV);2022 August;108.0;185.0
8431;The Netherlands;Overijssel (PV);2022 September;89.0;145.0
8432;The Netherlands;Overijssel (PV);2022 3rd quarter;297.0;494.0
8433;The Netherlands;Overijssel (PV);2022 October;97.0;163.0
8434;The Netherlands;Overijssel (PV);2022 November;83.0;120.0
8435;The Netherlands;Overijssel (PV);2022 December;82.0;130.0
8436;The Netherlands;Overijssel (PV);2022 4th quarter;263.0;413.0
8437;The Netherlands;Overijssel (PV);2022;1005.0;1583.0
8438;The Netherlands;Overijssel (PV);2023 January;72.0;117.0
8439;The Netherlands;Overijssel (PV);2023 February;91.0;117.0
8440;The Netherlands;Overijssel (PV);2023 March;82.0;139.0
8441;The Netherlands;Overijssel (PV);2023 1st quarter;245.0;373.0
8442;The Netherlands;Overijssel (PV);2023 April;105.0;161.0
8443;The Netherlands;Overijssel (PV);2023 May;112.0;176.0
8444;The Netherlands;Overijssel (PV);2023 June;101.0;173.0
8445;The Netherlands;Overijssel (PV);2023 2nd quarter;317.0;509.0
8446;The Netherlands;Overijssel (PV);2023 July;118.0;163.0
8447;The Netherlands;Overijssel (PV);2023 August;111.0;198.0
8448;The Netherlands;Overijssel (PV);2023 September;111.0;155.0
8449;The Netherlands;Overijssel (PV);2023 3rd quarter;339.0;516.0
8450;The Netherlands;Overijssel (PV);2023 October;98.0;171.0
8451;The Netherlands;Overijssel (PV);2023 November;91.0;131.0
8452;The Netherlands;Overijssel (PV);2023 December;85.0;152.0
8453;The Netherlands;Overijssel (PV);2023 4th quarter;273.0;454.0
8454;The Netherlands;Overijssel (PV);2023;1175.0;1852.0
8455;The Netherlands;Overijssel (PV);2024 January;69.0;119.0
8456;The Netherlands;Overijssel (PV);2024 February;74.0;131.0
8457;The Netherlands;Overijssel (PV);2024 March;82.0;127.0
8458;The Netherlands;Overijssel (PV);2024 1st quarter;225.0;377.0
8459;The Netherlands;Overijssel (PV);2024 April;95.0;183.0
8460;The Netherlands;Overijssel (PV);2024 May;95.0;168.0
8461;The Netherlands;Overijssel (PV);2024 June;92.0;161.0
8462;The Netherlands;Overijssel (PV);2024 2nd quarter;282.0;512.0
8463;The Netherlands;Overijssel (PV);2024 July;101.0;183.0
8464;The Netherlands;Overijssel (PV);2024 August;119.0;240.0
8465;The Netherlands;Overijssel (PV);2024 September;103.0;172.0
8466;The Netherlands;Overijssel (PV);2024 3rd quarter;320.0;586.0
8467;The Netherlands;Overijssel (PV);2024 October;94.0;165.0
8468;The Netherlands;Overijssel (PV);2024 November;86.0;148.0
8469;The Netherlands;Overijssel (PV);2024 December;92.0;147.0
8470;The Netherlands;Overijssel (PV);2024 4th quarter;271.0;460.0
8471;The Netherlands;Overijssel (PV);2024;1097.0;1932.0
8472;The Netherlands;Overijssel (PV);2025 January;82.0;151.0
8473;The Netherlands;Overijssel (PV);2025 February;79.0;137.0
8474;The Netherlands;Flevoland (PV);2012 January;6.0;9.0
8475;The Netherlands;Flevoland (PV);2012 February;8.0;12.0
8476;The Netherlands;Flevoland (PV);2012 March;8.0;14.0
8477;The Netherlands;Flevoland (PV);2012 1st quarter;22.0;35.0
8478;The Netherlands;Flevoland (PV);2012 April;14.0;21.0
8479;The Netherlands;Flevoland (PV);2012 May;13.0;20.0
8480;The Netherlands;Flevoland (PV);2012 June;12.0;18.0
8481;The Netherlands;Flevoland (PV);2012 2nd quarter;39.0;59.0
8482;The Netherlands;Flevoland (PV);2012 July;12.0;18.0
8483;The Netherlands;Flevoland (PV);2012 August;14.0;23.0
8484;The Netherlands;Flevoland (PV);2012 September;13.0;18.0
8485;The Netherlands;Flevoland (PV);2012 3rd quarter;39.0;60.0
8486;The Netherlands;Flevoland (PV);2012 October;11.0;16.0
8487;The Netherlands;Flevoland (PV);2012 November;11.0;16.0
8488;The Netherlands;Flevoland (PV);2012 December;8.0;12.0
8489;The Netherlands;Flevoland (PV);2012 4th quarter;30.0;43.0
8490;The Netherlands;Flevoland (PV);2012;130.0;197.0
8491;The Netherlands;Flevoland (PV);2013 January;7.0;10.0
8492;The Netherlands;Flevoland (PV);2013 February;7.0;10.0
8493;The Netherlands;Flevoland (PV);2013 March;9.0;13.0
8494;The Netherlands;Flevoland (PV);2013 1st quarter;23.0;33.0
8495;The Netherlands;Flevoland (PV);2013 April;10.0;15.0
8496;The Netherlands;Flevoland (PV);2013 May;13.0;19.0
8497;The Netherlands;Flevoland (PV);2013 June;11.0;17.0
8498;The Netherlands;Flevoland (PV);2013 2nd quarter;34.0;51.0
8499;The Netherlands;Flevoland (PV);2013 July;10.0;16.0
8500;The Netherlands;Flevoland (PV);2013 August;11.0;20.0
8501;The Netherlands;Flevoland (PV);2013 September;10.0;16.0
8502;The Netherlands;Flevoland (PV);2013 3rd quarter;31.0;52.0
8503;The Netherlands;Flevoland (PV);2013 October;12.0;17.0
8504;The Netherlands;Flevoland (PV);2013 November;7.0;10.0
8505;The Netherlands;Flevoland (PV);2013 December;7.0;11.0
8506;The Netherlands;Flevoland (PV);2013 4th quarter;26.0;38.0
8507;The Netherlands;Flevoland (PV);2013;115.0;175.0
8508;The Netherlands;Flevoland (PV);2014 January;8.0;11.0
8509;The Netherlands;Flevoland (PV);2014 February;7.0;11.0
8510;The Netherlands;Flevoland (PV);2014 March;9.0;13.0
8511;The Netherlands;Flevoland (PV);2014 1st quarter;24.0;36.0
8512;The Netherlands;Flevoland (PV);2014 April;10.0;15.0
8513;The Netherlands;Flevoland (PV);2014 May;11.0;16.0
8514;The Netherlands;Flevoland (PV);2014 June;11.0;17.0
8515;The Netherlands;Flevoland (PV);2014 2nd quarter;32.0;49.0
8516;The Netherlands;Flevoland (PV);2014 July;8.0;13.0
8517;The Netherlands;Flevoland (PV);2014 August;10.0;17.0
8518;The Netherlands;Flevoland (PV);2014 September;10.0;17.0
8519;The Netherlands;Flevoland (PV);2014 3rd quarter;29.0;47.0
8520;The Netherlands;Flevoland (PV);2014 October;12.0;16.0
8521;The Netherlands;Flevoland (PV);2014 November;9.0;12.0
8522;The Netherlands;Flevoland (PV);2014 December;9.0;13.0
8523;The Netherlands;Flevoland (PV);2014 4th quarter;29.0;41.0
8524;The Netherlands;Flevoland (PV);2014;114.0;173.0
8525;The Netherlands;Flevoland (PV);2015 January;7.0;11.0
8526;The Netherlands;Flevoland (PV);2015 February;9.0;13.0
8527;The Netherlands;Flevoland (PV);2015 March;9.0;12.0
8528;The Netherlands;Flevoland (PV);2015 1st quarter;26.0;36.0
8529;The Netherlands;Flevoland (PV);2015 April;9.0;13.0
8530;The Netherlands;Flevoland (PV);2015 May;12.0;19.0
8531;The Netherlands;Flevoland (PV);2015 June;10.0;16.0
8532;The Netherlands;Flevoland (PV);2015 2nd quarter;30.0;49.0
8533;The Netherlands;Flevoland (PV);2015 July;9.0;15.0
8534;The Netherlands;Flevoland (PV);2015 August;13.0;20.0
8535;The Netherlands;Flevoland (PV);2015 September;11.0;17.0
8536;The Netherlands;Flevoland (PV);2015 3rd quarter;33.0;53.0
8537;The Netherlands;Flevoland (PV);2015 October;13.0;19.0
8538;The Netherlands;Flevoland (PV);2015 November;10.0;14.0
8539;The Netherlands;Flevoland (PV);2015 December;10.0;15.0
8540;The Netherlands;Flevoland (PV);2015 4th quarter;34.0;48.0
8541;The Netherlands;Flevoland (PV);2015;123.0;185.0
8542;The Netherlands;Flevoland (PV);2016 January;8.0;11.0
8543;The Netherlands;Flevoland (PV);2016 February;11.0;15.0
8544;The Netherlands;Flevoland (PV);2016 March;10.0;16.0
8545;The Netherlands;Flevoland (PV);2016 1st quarter;30.0;43.0
8546;The Netherlands;Flevoland (PV);2016 April;11.0;16.0
8547;The Netherlands;Flevoland (PV);2016 May;14.0;21.0
8548;The Netherlands;Flevoland (PV);2016 June;12.0;18.0
8549;The Netherlands;Flevoland (PV);2016 2nd quarter;37.0;54.0
8550;The Netherlands;Flevoland (PV);2016 July;10.0;22.0
8551;The Netherlands;Flevoland (PV);2016 August;11.0;19.0
8552;The Netherlands;Flevoland (PV);2016 September;11.0;18.0
8553;The Netherlands;Flevoland (PV);2016 3rd quarter;32.0;59.0
8554;The Netherlands;Flevoland (PV);2016 October;12.0;18.0
8555;The Netherlands;Flevoland (PV);2016 November;9.0;14.0
8556;The Netherlands;Flevoland (PV);2016 December;9.0;12.0
8557;The Netherlands;Flevoland (PV);2016 4th quarter;30.0;44.0
8558;The Netherlands;Flevoland (PV);2016;129.0;199.0
8559;The Netherlands;Flevoland (PV);2017 January;9.0;13.0
8560;The Netherlands;Flevoland (PV);2017 February;9.0;12.0
8561;The Netherlands;Flevoland (PV);2017 March;14.0;20.0
8562;The Netherlands;Flevoland (PV);2017 1st quarter;31.0;45.0
8563;The Netherlands;Flevoland (PV);2017 April;15.0;22.0
8564;The Netherlands;Flevoland (PV);2017 May;15.0;22.0
8565;The Netherlands;Flevoland (PV);2017 June;11.0;17.0
8566;The Netherlands;Flevoland (PV);2017 2nd quarter;41.0;61.0
8567;The Netherlands;Flevoland (PV);2017 July;14.0;24.0
8568;The Netherlands;Flevoland (PV);2017 August;13.0;20.0
8569;The Netherlands;Flevoland (PV);2017 September;11.0;17.0
8570;The Netherlands;Flevoland (PV);2017 3rd quarter;38.0;61.0
8571;The Netherlands;Flevoland (PV);2017 October;15.0;23.0
8572;The Netherlands;Flevoland (PV);2017 November;14.0;19.0
8573;The Netherlands;Flevoland (PV);2017 December;10.0;15.0
8574;The Netherlands;Flevoland (PV);2017 4th quarter;38.0;57.0
8575;The Netherlands;Flevoland (PV);2017;148.0;223.0
8576;The Netherlands;Flevoland (PV);2018 January;9.0;13.0
8577;The Netherlands;Flevoland (PV);2018 February;11.0;17.0
8578;The Netherlands;Flevoland (PV);2018 March;10.0;14.0
8579;The Netherlands;Flevoland (PV);2018 1st quarter;30.0;44.0
8580;The Netherlands;Flevoland (PV);2018 April;10.0;15.0
8581;The Netherlands;Flevoland (PV);2018 May;11.0;18.0
8582;The Netherlands;Flevoland (PV);2018 June;12.0;19.0
8583;The Netherlands;Flevoland (PV);2018 2nd quarter;33.0;52.0
8584;The Netherlands;Flevoland (PV);2018 July;12.0;20.0
8585;The Netherlands;Flevoland (PV);2018 August;12.0;20.0
8586;The Netherlands;Flevoland (PV);2018 September;11.0;16.0
8587;The Netherlands;Flevoland (PV);2018 3rd quarter;35.0;56.0
8588;The Netherlands;Flevoland (PV);2018 October;12.0;18.0
8589;The Netherlands;Flevoland (PV);2018 November;12.0;19.0
8590;The Netherlands;Flevoland (PV);2018 December;12.0;18.0
8591;The Netherlands;Flevoland (PV);2018 4th quarter;36.0;55.0
8592;The Netherlands;Flevoland (PV);2018;134.0;207.0
8593;The Netherlands;Flevoland (PV);2019 January;10.0;15.0
8594;The Netherlands;Flevoland (PV);2019 February;11.0;17.0
8595;The Netherlands;Flevoland (PV);2019 March;12.0;17.0
8596;The Netherlands;Flevoland (PV);2019 1st quarter;33.0;50.0
8597;The Netherlands;Flevoland (PV);2019 April;15.0;27.0
8598;The Netherlands;Flevoland (PV);2019 May;14.0;22.0
8599;The Netherlands;Flevoland (PV);2019 June;15.0;22.0
8600;The Netherlands;Flevoland (PV);2019 2nd quarter;44.0;72.0
8601;The Netherlands;Flevoland (PV);2019 July;14.0;24.0
8602;The Netherlands;Flevoland (PV);2019 August;15.0;24.0
8603;The Netherlands;Flevoland (PV);2019 September;15.0;25.0
8604;The Netherlands;Flevoland (PV);2019 3rd quarter;44.0;73.0
8605;The Netherlands;Flevoland (PV);2019 October;15.0;25.0
8606;The Netherlands;Flevoland (PV);2019 November;14.0;21.0
8607;The Netherlands;Flevoland (PV);2019 December;14.0;22.0
8608;The Netherlands;Flevoland (PV);2019 4th quarter;43.0;68.0
8609;The Netherlands;Flevoland (PV);2019;164.0;262.0
8610;The Netherlands;Flevoland (PV);2020 January;10.0;16.0
8611;The Netherlands;Flevoland (PV);2020 February;10.0;16.0
8612;The Netherlands;Flevoland (PV);2020 March;6.0;9.0
8613;The Netherlands;Flevoland (PV);2020 1st quarter;27.0;41.0
8614;The Netherlands;Flevoland (PV);2020 April;3.0;5.0
8615;The Netherlands;Flevoland (PV);2020 May;6.0;8.0
8616;The Netherlands;Flevoland (PV);2020 June;9.0;14.0
8617;The Netherlands;Flevoland (PV);2020 2nd quarter;19.0;28.0
8618;The Netherlands;Flevoland (PV);2020 July;14.0;22.0
8619;The Netherlands;Flevoland (PV);2020 August;19.0;31.0
8620;The Netherlands;Flevoland (PV);2020 September;12.0;20.0
8621;The Netherlands;Flevoland (PV);2020 3rd quarter;45.0;73.0
8622;The Netherlands;Flevoland (PV);2020 October;10.0;16.0
8623;The Netherlands;Flevoland (PV);2020 November;8.0;10.0
8624;The Netherlands;Flevoland (PV);2020 December;6.0;12.0
8625;The Netherlands;Flevoland (PV);2020 4th quarter;23.0;38.0
8626;The Netherlands;Flevoland (PV);2020;114.0;180.0
8627;The Netherlands;Flevoland (PV);2021 January;5.0;6.0
8628;The Netherlands;Flevoland (PV);2021 February;7.0;13.0
8629;The Netherlands;Flevoland (PV);2021 March;8.0;15.0
8630;The Netherlands;Flevoland (PV);2021 1th quarter;20.0;34.0
8631;The Netherlands;Flevoland (PV);2021 April;9.0;19.0
8632;The Netherlands;Flevoland (PV);2021 May;13.0;18.0
8633;The Netherlands;Flevoland (PV);2021 June;12.0;26.0
8634;The Netherlands;Flevoland (PV);2021 2nd quarter;35.0;63.0
8635;The Netherlands;Flevoland (PV);2021 July;14.0;32.0
8636;The Netherlands;Flevoland (PV);2021 August;19.0;38.0
8637;The Netherlands;Flevoland (PV);2021 September;13.0;25.0
8638;The Netherlands;Flevoland (PV);2021 3rd quarter;47.0;96.0
8639;The Netherlands;Flevoland (PV);2021 October;17.0;35.0
8640;The Netherlands;Flevoland (PV);2021 November;10.0;22.0
8641;The Netherlands;Flevoland (PV);2021 December;9.0;20.0
8642;The Netherlands;Flevoland (PV);2021 4th quarter;36.0;77.0
