ID;TypeWoning;Perioden;PrijsindexVerkoopprijzen_1;OntwikkelingTOVVoorgaandePeriode_2;OntwikkelingTOVEenJaarEerder_3;VerkochteWoningen_4;OntwikkelingTOVVoorgaandePeriode_5;OntwikkelingTOVEenJaarEerder_6;GemiddeldeVerkoopprijs_7;TotaleWaardeVerkoopprijzen_8
272;Eengezinswoningen;2020 3e kwartaal;141.1;2.5;8.0;45567;12.0;6.2;355435;16196
273;Eengezinswoningen;2020 4e kwartaal;144.2;2.2;8.9;45293;-0.6;4.9;365632;16561
274;Eengezinswoningen;2020;139.5;7.7;7.7;169225;7.3;7.3;351767;59528
275;Eengezinswoningen;2021 1e kwartaal;149.5;3.7;10.7;49688;9.7;31.9;392533;19504
276;Eengezinswoningen;2021 2e kwartaal;156.0;4.3;13.3;37328;-24.9;-8.3;385972;14408
277;Eengezinswoningen;2021 3e kwartaal;166.3;6.6;17.8;38443;3.0;-15.6;423077;16264
278;Eengezinswoningen;2021 4e kwartaal;172.9;4.0;19.9;36575;-4.9;-19.2;429181;15697
279;Eengezinswoningen;2021;161.2;15.5;15.5;162034;-4.2;-4.2;406541;65873
280;Eengezinswoningen;2022 1e kwartaal;180.2;4.2;20.5;30617;-16.3;-38.4;451006;13808
281;Eengezinswoningen;2022 2e kwartaal;185.1;2.7;18.7;33498;9.4;-10.3;455539;15260
282;Eengezinswoningen;2022 3e kwartaal;186.6;0.8;12.3;36563;9.2;-4.9;467156;17081
283;Eengezinswoningen;2022 4e kwartaal;182.5;-2.2;5.6;35973;-1.6;-1.6;442955;15934
284;Eengezinswoningen;2022;183.6;13.9;13.9;136651;-15.7;-15.7;454319;62083
285;Eengezinswoningen;2023 1e kwartaal;179.6;-1.6;-0.3;29378;-18.3;-4.0;439422;12909
286;Eengezinswoningen;2023 2e kwartaal;176.0;-2.0;-5.0;31721;8.0;-5.3;429468;13623
287;Eengezinswoningen;2023 3e kwartaal;178.0;1.2;-4.6;32691;3.1;-10.6;444328;14526
288;Eengezinswoningen;2023 4e kwartaal;181.1;1.7;-0.8;34445;5.4;-4.2;452371;15582
289;Eengezinswoningen;2023;178.7;-2.7;-2.7;128235;-6.2;-6.2;441688;56640
290;Tussenwoning;1995 1e kwartaal;42.8;;;10076;;;85536;862
291;Tussenwoning;1995 2e kwartaal;43.1;0.9;;12119;20.3;;86765;1052
292;Tussenwoning;1995 3e kwartaal;44.3;2.6;;13050;7.7;;90443;1180
293;Tussenwoning;1995 4e kwartaal;44.8;1.1;;15110;15.8;;90616;1369
294;Tussenwoning;1995;43.7;;;50355;;;88628;4463
295;Tussenwoning;1996 1e kwartaal;45.9;2.5;7.3;11655;-22.9;15.7;91218;1063
296;Tussenwoning;1996 2e kwartaal;47.5;3.5;10.2;14537;24.7;20.0;93744;1363
297;Tussenwoning;1996 3e kwartaal;49.0;3.1;10.7;15542;6.9;19.1;97533;1516
298;Tussenwoning;1996 4e kwartaal;50.1;2.2;11.9;16482;6.0;9.1;99077;1633
299;Tussenwoning;1996;48.1;10.0;10.0;58216;15.6;15.6;95760;5575
300;Tussenwoning;1997 1e kwartaal;51.7;3.2;12.7;11877;-27.9;1.9;102154;1213
301;Tussenwoning;1997 2e kwartaal;52.8;2.1;11.1;15663;31.9;7.7;104779;1641
302;Tussenwoning;1997 3e kwartaal;54.4;3.1;11.0;16397;4.7;5.5;107788;1767
303;Tussenwoning;1997 4e kwartaal;55.6;2.2;11.0;17628;7.5;7.0;109689;1934
304;Tussenwoning;1997;53.6;11.4;11.4;61565;5.8;5.8;106480;6555
305;Tussenwoning;1998 1e kwartaal;56.5;1.7;9.3;12774;-27.5;7.6;112170;1433
306;Tussenwoning;1998 2e kwartaal;57.8;2.3;9.5;16323;27.8;4.2;113593;1854
307;Tussenwoning;1998 3e kwartaal;59.5;3.0;9.4;17597;7.8;7.3;117541;2068
308;Tussenwoning;1998 4e kwartaal;60.9;2.2;9.5;19569;11.2;11.0;119891;2346
309;Tussenwoning;1998;58.7;9.5;9.5;66263;7.6;7.6;116227;7702
310;Tussenwoning;1999 1e kwartaal;62.9;3.2;11.2;14453;-26.1;13.1;122977;1777
311;Tussenwoning;1999 2e kwartaal;65.4;4.0;13.1;16155;11.8;-1.0;129139;2086
312;Tussenwoning;1999 3e kwartaal;68.5;4.8;15.1;18506;14.6;5.2;135891;2515
313;Tussenwoning;1999 4e kwartaal;71.2;3.9;16.9;18596;0.5;-5.0;140988;2622
314;Tussenwoning;1999;67.0;14.1;14.1;67710;2.2;2.2;132923;9000
315;Tussenwoning;2000 1e kwartaal;73.8;3.7;17.4;13087;-29.6;-9.5;147400;1929
316;Tussenwoning;2000 2e kwartaal;76.5;3.7;17.0;15434;17.9;-4.5;153172;2364
317;Tussenwoning;2000 3e kwartaal;79.5;3.8;15.9;16109;4.4;-13.0;161971;2609
318;Tussenwoning;2000 4e kwartaal;81.3;2.3;14.2;16978;5.4;-8.7;163009;2768
319;Tussenwoning;2000;77.8;16.1;16.1;61608;-9.0;-9.0;156957;9670
320;Tussenwoning;2001 1e kwartaal;83.0;2.2;12.5;12222;-28.0;-6.6;164638;2012
321;Tussenwoning;2001 2e kwartaal;84.9;2.2;10.8;15600;27.6;1.1;170392;2658
322;Tussenwoning;2001 3e kwartaal;86.7;2.2;9.1;17229;10.4;7.0;174634;3009
323;Tussenwoning;2001 4e kwartaal;88.2;1.7;8.5;18723;8.7;10.3;176527;3305
324;Tussenwoning;2001;85.7;10.2;10.2;63774;3.5;3.5;172236;10984
325;Tussenwoning;2002 1e kwartaal;89.7;1.7;8.0;14296;-23.6;17.0;179732;2569
326;Tussenwoning;2002 2e kwartaal;91.0;1.4;7.2;15633;9.4;0.2;182996;2861
327;Tussenwoning;2002 3e kwartaal;92.5;1.7;6.7;17467;11.7;1.4;187905;3282
328;Tussenwoning;2002 4e kwartaal;92.6;0.1;5.1;17347;-0.7;-7.3;186978;3244
329;Tussenwoning;2002;91.5;6.7;6.7;64743;1.5;1.5;184666;11956
330;Tussenwoning;2003 1e kwartaal;94.1;1.5;4.8;12589;-27.4;-11.9;188835;2377
331;Tussenwoning;2003 2e kwartaal;95.0;1.0;4.4;15016;19.3;-3.9;191141;2870
332;Tussenwoning;2003 3e kwartaal;95.7;0.7;3.4;16617;10.7;-4.9;191832;3188
333;Tussenwoning;2003 4e kwartaal;96.7;1.1;4.4;18230;9.7;5.1;196367;3580
334;Tussenwoning;2003;95.4;4.3;4.3;62452;-3.5;-3.5;192385;12015
335;Tussenwoning;2004 1e kwartaal;97.7;1.0;3.9;12511;-31.4;-0.6;197188;2467
336;Tussenwoning;2004 2e kwartaal;98.4;0.7;3.6;15066;20.4;0.3;198670;2993
337;Tussenwoning;2004 3e kwartaal;99.8;1.5;4.3;16521;9.7;-0.6;201956;3337
338;Tussenwoning;2004 4e kwartaal;100.1;0.3;3.5;17488;5.9;-4.1;199286;3485
339;Tussenwoning;2004;99.0;3.8;3.8;61586;-1.4;-1.4;199425;12282
340;Tussenwoning;2005 1e kwartaal;101.0;1.0;3.4;13324;-23.8;6.5;202601;2699
341;Tussenwoning;2005 2e kwartaal;102.2;1.2;3.9;16597;24.6;10.2;205663;3413
342;Tussenwoning;2005 3e kwartaal;103.3;1.1;3.5;18759;13.0;13.5;210710;3953
343;Tussenwoning;2005 4e kwartaal;104.0;0.6;3.9;19833;5.7;13.4;211729;4199
344;Tussenwoning;2005;102.6;3.7;3.7;68513;11.2;11.2;208205;14265
345;Tussenwoning;2006 1e kwartaal;105.3;1.3;4.2;16436;-17.1;23.4;214896;3532
346;Tussenwoning;2006 2e kwartaal;106.4;1.0;4.0;18351;11.7;10.6;218990;4019
347;Tussenwoning;2006 3e kwartaal;107.8;1.3;4.3;18699;1.9;-0.3;225172;4210
348;Tussenwoning;2006 4e kwartaal;108.3;0.5;4.1;17819;-4.7;-10.2;221193;3941
349;Tussenwoning;2006;106.9;4.2;4.2;71305;4.1;4.1;220218;15703
350;Tussenwoning;2007 1e kwartaal;109.5;1.2;4.0;14329;-19.6;-12.8;224105;3211
351;Tussenwoning;2007 2e kwartaal;110.5;0.9;3.9;16025;11.8;-12.7;227062;3639
352;Tussenwoning;2007 3e kwartaal;112.0;1.4;3.9;16736;4.4;-10.5;232015;3883
353;Tussenwoning;2007 4e kwartaal;112.4;0.4;3.8;17566;5.0;-1.4;230404;4047
354;Tussenwoning;2007;111.1;3.9;3.9;64656;-9.3;-9.3;228597;14780
355;Tussenwoning;2008 1e kwartaal;113.4;0.9;3.5;12948;-26.3;-9.6;232773;3014
356;Tussenwoning;2008 2e kwartaal;113.9;0.4;3.1;15719;21.4;-1.9;232535;3655
357;Tussenwoning;2008 3e kwartaal;115.0;1.0;2.7;16093;2.4;-3.8;240337;3868
358;Tussenwoning;2008 4e kwartaal;114.6;-0.4;2.0;14929;-7.2;-15.0;233941;3493
359;Tussenwoning;2008;114.2;2.8;2.8;59689;-7.7;-7.7;235042;14029
360;Tussenwoning;2009 1e kwartaal;113.3;-1.1;-0.1;8910;-40.3;-31.2;233032;2076
361;Tussenwoning;2009 2e kwartaal;110.9;-2.2;-2.6;10042;12.7;-36.1;222530;2235
362;Tussenwoning;2009 3e kwartaal;110.2;-0.6;-4.2;10957;9.1;-31.9;223400;2448
363;Tussenwoning;2009 4e kwartaal;109.9;-0.3;-4.1;11642;6.3;-22.0;225664;2627
364;Tussenwoning;2009;111.1;-2.8;-2.8;41551;-30.4;-30.4;225890;9386
365;Tussenwoning;2010 1e kwartaal;109.3;-0.6;-3.6;8806;-24.4;-1.2;221738;1953
366;Tussenwoning;2010 2e kwartaal;109.3;0.1;-1.4;10164;15.4;1.2;225324;2290
367;Tussenwoning;2010 3e kwartaal;109.6;0.2;-0.6;10429;2.6;-4.8;229091;2389
368;Tussenwoning;2010 4e kwartaal;108.4;-1.1;-1.4;10761;3.2;-7.6;221882;2388
369;Tussenwoning;2010;109.1;-1.7;-1.7;40160;-3.3;-3.3;224593;9020
370;Tussenwoning;2011 1e kwartaal;108.1;-0.3;-1.1;9097;-15.5;3.3;222992;2029
371;Tussenwoning;2011 2e kwartaal;107.5;-0.5;-1.7;9307;2.3;-8.4;222136;2067
372;Tussenwoning;2011 3e kwartaal;107.1;-0.4;-2.3;9964;7.1;-4.5;226822;2260
373;Tussenwoning;2011 4e kwartaal;105.3;-1.7;-2.8;10202;2.4;-5.2;217959;2224
374;Tussenwoning;2011;107.0;-2.0;-2.0;38570;-4.0;-4.0;222444;8580
375;Tussenwoning;2012 1e kwartaal;104.2;-1.1;-3.6;7650;-25.0;-15.9;218387;1671
376;Tussenwoning;2012 2e kwartaal;102.3;-1.8;-4.8;11268;47.3;21.1;216085;2435
377;Tussenwoning;2012 3e kwartaal;98.8;-3.5;-7.8;7013;-37.8;-29.6;201719;1415
378;Tussenwoning;2012 4e kwartaal;98.4;-0.4;-6.5;11606;65.5;13.8;204864;2378
379;Tussenwoning;2012;100.9;-5.7;-5.7;37537;-2.7;-2.7;210400;7898
380;Tussenwoning;2013 1e kwartaal;96.4;-2.1;-7.5;7222;-37.8;-5.6;199896;1444
381;Tussenwoning;2013 2e kwartaal;94.7;-1.7;-7.5;6742;-6.6;-40.2;194792;1313
382;Tussenwoning;2013 3e kwartaal;94.9;0.2;-3.9;9247;37.2;31.9;199309;1843
383;Tussenwoning;2013 4e kwartaal;95.1;0.2;-3.4;11603;25.5;0.0;199316;2313
384;Tussenwoning;2013;95.3;-5.6;-5.6;34814;-7.3;-7.3;198558;6913
385;Tussenwoning;2014 1e kwartaal;95.7;0.7;-0.7;9702;-16.4;34.3;203633;1976
386;Tussenwoning;2014 2e kwartaal;96.0;0.3;1.4;10870;12.0;61.2;206774;2248
387;Tussenwoning;2014 3e kwartaal;97.3;1.4;2.5;12892;18.6;39.4;213184;2748
388;Tussenwoning;2014 4e kwartaal;97.8;0.5;2.8;16054;24.5;38.4;211339;3393
389;Tussenwoning;2014;96.7;1.5;1.5;49518;42.2;42.2;209308;10364
390;Tussenwoning;2015 1e kwartaal;98.3;0.5;2.6;11394;-29.0;17.4;208921;2380
391;Tussenwoning;2015 2e kwartaal;99.2;0.9;3.3;13021;14.3;19.8;214595;2794
392;Tussenwoning;2015 3e kwartaal;100.8;1.6;3.6;16853;29.4;30.7;219187;3694
393;Tussenwoning;2015 4e kwartaal;101.7;0.9;4.0;16774;-0.5;4.5;220371;3696
394;Tussenwoning;2015;100.0;3.4;3.4;58042;17.2;17.2;216484;12565
395;Tussenwoning;2016 1e kwartaal;103.0;1.2;4.8;13984;-16.6;22.7;222667;3114
396;Tussenwoning;2016 2e kwartaal;104.2;1.2;5.1;16226;16.0;24.6;226307;3672
397;Tussenwoning;2016 3e kwartaal;106.8;2.5;6.0;19933;22.8;18.3;233887;4662
398;Tussenwoning;2016 4e kwartaal;108.4;1.4;6.5;20004;0.4;19.3;230126;4603
399;Tussenwoning;2016;105.6;5.6;5.6;70147;20.9;20.9;228824;16051
400;Tussenwoning;2017 1e kwartaal;110.4;1.9;7.2;18070;-9.7;29.2;239064;4320
401;Tussenwoning;2017 2e kwartaal;112.4;1.8;7.8;19076;5.6;17.6;240665;4591
402;Tussenwoning;2017 3e kwartaal;115.2;2.5;7.8;20369;6.8;2.2;247581;5043
403;Tussenwoning;2017 4e kwartaal;117.1;1.7;8.1;22260;9.3;11.3;245718;5470
404;Tussenwoning;2017;113.8;7.7;7.7;79775;13.7;13.7;243478;19423
405;Tussenwoning;2018 1e kwartaal;120.2;2.6;8.9;17243;-22.5;-4.6;256284;4419
406;Tussenwoning;2018 2e kwartaal;122.4;1.9;8.9;17755;3.0;-6.9;259827;4613
407;Tussenwoning;2018 3e kwartaal;125.7;2.7;9.1;19124;7.7;-6.1;267849;5122
408;Tussenwoning;2018 4e kwartaal;127.5;1.5;8.9;19102;-0.1;-14.2;268486;5129
409;Tussenwoning;2018;123.9;8.9;8.9;73224;-8.2;-8.2;263347;19283
410;Tussenwoning;2019 1e kwartaal;129.6;1.7;7.9;15892;-16.8;-7.8;278167;4421
411;Tussenwoning;2019 2e kwartaal;131.5;1.4;7.4;17991;13.2;1.3;278142;5004
412;Tussenwoning;2019 3e kwartaal;133.5;1.6;6.3;20498;13.9;7.2;286876;5880
413;Tussenwoning;2019 4e kwartaal;135.3;1.3;6.1;20679;0.9;8.3;288741;5971
414;Tussenwoning;2019;132.5;6.9;6.9;75060;2.5;2.5;283452;21276
415;Tussenwoning;2020 1e kwartaal;138.3;2.3;6.7;17729;-14.3;11.6;296882;5263
416;Tussenwoning;2020 2e kwartaal;141.7;2.4;7.8;19078;7.6;6.0;299730;5718
417;Tussenwoning;2020 3e kwartaal;145.2;2.5;8.8;21357;11.9;4.2;312240;6669
418;Tussenwoning;2020 4e kwartaal;148.1;2.0;9.5;21143;-1.0;2.2;315112;6662
419;Tussenwoning;2020;143.3;8.2;8.2;79307;5.7;5.7;306563;24313
420;Tussenwoning;2021 1e kwartaal;153.4;3.6;10.9;22981;8.7;29.6;343139;7886
421;Tussenwoning;2021 2e kwartaal;160.2;4.4;13.0;17666;-23.1;-7.4;333947;5900
422;Tussenwoning;2021 3e kwartaal;171.2;6.9;17.9;17827;0.9;-16.5;366642;6536
423;Tussenwoning;2021 4e kwartaal;177.9;3.9;20.1;17422;-2.3;-17.6;376019;6551
424;Tussenwoning;2021;165.7;15.6;15.6;75896;-4.3;-4.3;354068;26872
425;Tussenwoning;2022 1e kwartaal;185.3;4.2;20.8;14580;-16.3;-36.6;396062;5775
426;Tussenwoning;2022 2e kwartaal;190.4;2.8;18.9;16033;10.0;-9.2;403757;6473
427;Tussenwoning;2022 3e kwartaal;191.1;0.3;11.6;17671;10.2;-0.9;414312;7321
428;Tussenwoning;2022 4e kwartaal;186.5;-2.4;4.9;17327;-1.9;-0.5;391838;6789
429;Tussenwoning;2022;188.3;13.7;13.7;65611;-13.6;-13.6;401742;26359
430;Tussenwoning;2023 1e kwartaal;182.1;-2.4;-1.7;14436;-16.7;-1.0;389531;5623
431;Tussenwoning;2023 2e kwartaal;180.1;-1.1;-5.4;15345;6.3;-4.3;383061;5878
432;Tussenwoning;2023 3e kwartaal;183.0;1.6;-4.3;15771;2.8;-10.8;397056;6262
433;Tussenwoning;2023 4e kwartaal;186.8;2.1;0.1;15769;0.0;-9.0;398356;6282
434;Tussenwoning;2023;183.0;-2.8;-2.8;61321;-6.5;-6.5;392117;24045
435;Hoekwoning;1995 1e kwartaal;42.3;;;4060;;;92146;374
436;Hoekwoning;1995 2e kwartaal;43.3;2.3;;4740;16.7;;94472;448
437;Hoekwoning;1995 3e kwartaal;44.2;2.1;;5549;17.1;;96197;534
438;Hoekwoning;1995 4e kwartaal;44.7;1.1;;6127;10.4;;96089;589
439;Hoekwoning;1995;43.6;;;20476;;;94962;1944
440;Hoekwoning;1996 1e kwartaal;46.0;3.1;8.8;4630;-24.4;14.0;97878;453
441;Hoekwoning;1996 2e kwartaal;47.1;2.2;8.7;5863;26.6;23.7;98931;580
442;Hoekwoning;1996 3e kwartaal;48.9;3.9;10.7;6293;7.3;13.4;104719;659
443;Hoekwoning;1996 4e kwartaal;49.6;1.5;11.1;6861;9.0;12.0;105509;724
444;Hoekwoning;1996;47.9;9.9;9.9;23647;15.5;15.5;102174;2416
445;Hoekwoning;1997 1e kwartaal;51.3;3.3;11.3;4696;-31.6;1.4;109066;512
446;Hoekwoning;1997 2e kwartaal;52.7;2.9;12.0;6373;35.7;8.7;111024;708
447;Hoekwoning;1997 3e kwartaal;54.4;3.1;11.1;6570;3.1;4.4;114905;755
448;Hoekwoning;1997 4e kwartaal;55.4;1.9;11.7;7025;6.9;2.4;116363;817
449;Hoekwoning;1997;53.4;11.5;11.5;24664;4.3;4.3;113206;2792
450;Hoekwoning;1998 1e kwartaal;56.4;1.7;10.0;5023;-28.5;7.0;118216;594
451;Hoekwoning;1998 2e kwartaal;57.8;2.6;9.7;6398;27.4;0.4;121411;777
452;Hoekwoning;1998 3e kwartaal;59.7;3.3;9.8;6988;9.2;6.4;124967;873
453;Hoekwoning;1998 4e kwartaal;61.2;2.4;10.4;7571;8.3;7.8;127622;966
454;Hoekwoning;1998;58.8;10.0;10.0;25980;5.3;5.3;123560;3210
455;Hoekwoning;1999 1e kwartaal;63.6;3.9;12.7;5360;-29.2;6.7;131412;704
456;Hoekwoning;1999 2e kwartaal;66.3;4.3;14.7;6650;24.1;3.9;136471;908
457;Hoekwoning;1999 3e kwartaal;69.5;4.8;16.4;7338;10.3;5.0;144437;1060
458;Hoekwoning;1999 4e kwartaal;72.5;4.4;18.6;7359;0.3;-2.8;151482;1115
459;Hoekwoning;1999;68.0;15.7;15.7;26707;2.8;2.8;141780;3787
460;Hoekwoning;2000 1e kwartaal;75.1;3.5;18.1;4883;-33.6;-8.9;157940;771
461;Hoekwoning;2000 2e kwartaal;77.9;3.7;17.4;5943;21.7;-10.6;164790;979
462;Hoekwoning;2000 3e kwartaal;81.3;4.4;16.9;6124;3.0;-16.5;175377;1074
463;Hoekwoning;2000 4e kwartaal;83.6;2.9;15.3;6733;9.9;-8.5;178137;1199
464;Hoekwoning;2000;79.5;16.9;16.9;23683;-11.3;-11.3;169910;4024
465;Hoekwoning;2001 1e kwartaal;85.1;1.7;13.3;4564;-32.2;-6.5;178816;816
466;Hoekwoning;2001 2e kwartaal;87.0;2.2;11.7;6155;34.9;3.6;183190;1128
467;Hoekwoning;2001 3e kwartaal;88.9;2.3;9.4;6894;12.0;12.6;189601;1307
468;Hoekwoning;2001 4e kwartaal;89.4;0.5;6.8;7073;2.6;5.1;187755;1328
469;Hoekwoning;2001;87.6;10.2;10.2;24686;4.2;4.2;185480;4579
470;Hoekwoning;2002 1e kwartaal;91.2;2.1;7.2;5511;-22.1;20.7;192623;1062
471;Hoekwoning;2002 2e kwartaal;92.9;1.9;6.9;6073;10.2;-1.3;197396;1199
472;Hoekwoning;2002 3e kwartaal;94.8;2.0;6.6;6540;7.7;-5.1;203119;1328
473;Hoekwoning;2002 4e kwartaal;93.9;-0.9;5.1;6826;4.4;-3.5;197546;1348
474;Hoekwoning;2002;93.2;6.4;6.4;24950;1.1;1.1;197883;4937
475;Hoekwoning;2003 1e kwartaal;95.3;1.5;4.5;4925;-27.8;-10.6;201149;991
476;Hoekwoning;2003 2e kwartaal;96.3;1.1;3.6;5783;17.4;-4.8;201847;1167
477;Hoekwoning;2003 3e kwartaal;96.8;0.5;2.1;6556;13.4;0.2;204208;1339
478;Hoekwoning;2003 4e kwartaal;98.0;1.3;4.4;6980;6.5;2.3;205854;1437
479;Hoekwoning;2003;96.6;3.6;3.6;24244;-2.8;-2.8;203498;4934
480;Hoekwoning;2004 1e kwartaal;99.5;1.6;4.4;4696;-32.7;-4.7;212583;998
481;Hoekwoning;2004 2e kwartaal;100.2;0.7;4.1;5738;22.2;-0.8;212361;1219
482;Hoekwoning;2004 3e kwartaal;102.0;1.8;5.4;6265;9.2;-4.4;217008;1360
483;Hoekwoning;2004 4e kwartaal;102.1;0.0;4.2;6690;6.8;-4.2;209100;1399
484;Hoekwoning;2004;101.0;4.5;4.5;23389;-3.5;-3.5;212718;4975
485;Hoekwoning;2005 1e kwartaal;103.0;0.9;3.5;5308;-20.7;13.0;213401;1133
486;Hoekwoning;2005 2e kwartaal;104.1;1.0;3.8;6599;24.3;15.0;217933;1438
487;Hoekwoning;2005 3e kwartaal;105.4;1.3;3.3;7451;12.9;18.9;223981;1669
488;Hoekwoning;2005 4e kwartaal;106.2;0.7;4.0;7486;0.5;11.9;225818;1690
489;Hoekwoning;2005;104.7;3.7;3.7;26844;14.8;14.8;220914;5930
490;Hoekwoning;2006 1e kwartaal;107.7;1.4;4.5;5798;-22.5;9.2;229381;1330
491;Hoekwoning;2006 2e kwartaal;108.6;0.9;4.4;6522;12.5;-1.2;231567;1510
492;Hoekwoning;2006 3e kwartaal;110.2;1.4;4.5;6824;4.6;-8.4;238601;1628
493;Hoekwoning;2006 4e kwartaal;110.4;0.2;3.9;6992;2.5;-6.6;232194;1624
494;Hoekwoning;2006;109.2;4.3;4.3;26136;-2.6;-2.6;233086;6092
495;Hoekwoning;2007 1e kwartaal;111.9;1.4;3.9;5714;-18.3;-1.4;238969;1365
496;Hoekwoning;2007 2e kwartaal;113.1;1.1;4.1;6401;12.0;-1.9;241518;1546
497;Hoekwoning;2007 3e kwartaal;114.7;1.4;4.1;6785;6.0;-0.6;248759;1688
498;Hoekwoning;2007 4e kwartaal;114.7;-0.1;3.9;6962;2.6;-0.4;242264;1687
499;Hoekwoning;2007;113.6;4.0;4.0;25862;-1.0;-1.0;243055;6286
500;Hoekwoning;2008 1e kwartaal;116.3;1.4;4.0;5208;-25.2;-8.9;247006;1286
501;Hoekwoning;2008 2e kwartaal;116.3;0.0;2.8;6311;21.2;-1.4;249445;1574
502;Hoekwoning;2008 3e kwartaal;117.5;1.0;2.4;6484;2.7;-4.4;250376;1623
503;Hoekwoning;2008 4e kwartaal;116.7;-0.7;1.8;5946;-8.3;-14.6;246025;1463
504;Hoekwoning;2008;116.7;2.7;2.7;23949;-7.4;-7.4;248318;5947
505;Hoekwoning;2009 1e kwartaal;115.4;-1.1;-0.7;3615;-39.2;-30.6;243066;879
506;Hoekwoning;2009 2e kwartaal;112.7;-2.4;-3.1;4032;11.5;-36.1;233989;943
507;Hoekwoning;2009 3e kwartaal;111.5;-1.1;-5.1;4486;11.3;-30.8;230195;1033
508;Hoekwoning;2009 4e kwartaal;111.1;-0.3;-4.8;4922;9.7;-17.2;230754;1136
509;Hoekwoning;2009;112.7;-3.5;-3.5;17055;-28.8;-28.8;233981;3991
510;Hoekwoning;2010 1e kwartaal;110.2;-0.8;-4.5;3587;-27.1;-0.8;229557;823
511;Hoekwoning;2010 2e kwartaal;110.9;0.6;-1.6;4116;14.7;2.1;236939;975
512;Hoekwoning;2010 3e kwartaal;110.9;0.0;-0.5;4349;5.7;-3.1;242058;1053
513;Hoekwoning;2010 4e kwartaal;110.2;-0.6;-0.8;4533;4.2;-7.9;232324;1053
514;Hoekwoning;2010;110.5;-1.9;-1.9;16585;-2.8;-2.8;235424;3904
515;Hoekwoning;2011 1e kwartaal;109.2;-0.9;-0.9;3640;-19.7;1.5;234464;853
516;Hoekwoning;2011 2e kwartaal;109.3;0.1;-1.4;3948;8.5;-4.1;239453;945
517;Hoekwoning;2011 3e kwartaal;108.2;-1.1;-2.5;4101;3.9;-5.7;233607;958
518;Hoekwoning;2011 4e kwartaal;106.2;-1.8;-3.7;4259;3.9;-6.0;223621;952
519;Hoekwoning;2011;108.2;-2.1;-2.1;15948;-3.8;-3.8;232583;3709
520;Hoekwoning;2012 1e kwartaal;104.9;-1.2;-4.0;3180;-25.3;-12.6;229628;730
521;Hoekwoning;2012 2e kwartaal;103.8;-1.1;-5.1;4900;54.1;24.1;229484;1124
522;Hoekwoning;2012 3e kwartaal;99.1;-4.5;-8.4;3059;-37.6;-25.4;204252;625
523;Hoekwoning;2012 4e kwartaal;99.3;0.2;-6.5;5080;66.1;19.3;208913;1061
524;Hoekwoning;2012;101.8;-6.0;-6.0;16219;1.7;1.7;218310;3541
525;Hoekwoning;2013 1e kwartaal;96.9;-2.4;-7.6;3275;-35.5;3.0;206847;677
526;Hoekwoning;2013 2e kwartaal;95.0;-2.0;-8.5;2934;-10.4;-40.1;202314;594
527;Hoekwoning;2013 3e kwartaal;95.1;0.2;-4.0;4053;38.1;32.5;202704;822
528;Hoekwoning;2013 4e kwartaal;95.3;0.2;-4.1;4951;22.2;-2.5;204988;1015
529;Hoekwoning;2013;95.6;-6.1;-6.1;15213;-6.2;-6.2;204264;3107
530;Hoekwoning;2014 1e kwartaal;95.7;0.4;-1.3;3883;-21.6;18.6;206743;803
531;Hoekwoning;2014 2e kwartaal;96.4;0.7;1.5;4683;20.6;59.6;210275;985
532;Hoekwoning;2014 3e kwartaal;97.2;0.9;2.2;5219;11.4;28.8;217585;1136
533;Hoekwoning;2014 4e kwartaal;97.9;0.7;2.8;6609;26.6;33.5;213313;1410
534;Hoekwoning;2014;96.8;1.3;1.3;20394;34.1;34.1;212458;4333
535;Hoekwoning;2015 1e kwartaal;98.7;0.7;3.1;4677;-29.2;20.4;217100;1015
536;Hoekwoning;2015 2e kwartaal;98.9;0.3;2.7;5386;15.2;15.0;222678;1199
537;Hoekwoning;2015 3e kwartaal;101.2;2.3;4.1;6748;25.3;29.3;229148;1546
538;Hoekwoning;2015 4e kwartaal;101.2;0.0;3.4;6722;-0.4;1.7;224602;1510
539;Hoekwoning;2015;100.0;3.3;3.3;23533;15.4;15.4;223974;5271
540;Hoekwoning;2016 1e kwartaal;103.1;1.9;4.5;5288;-21.3;13.1;232082;1227
541;Hoekwoning;2016 2e kwartaal;104.3;1.2;5.4;6369;20.4;18.3;235471;1500
542;Hoekwoning;2016 3e kwartaal;106.8;2.4;5.6;7867;23.5;16.6;245752;1933
543;Hoekwoning;2016 4e kwartaal;107.9;1.1;6.7;7663;-2.6;14.0;242017;1855
544;Hoekwoning;2016;105.6;5.6;5.6;27187;15.5;15.5;239632;6515
545;Hoekwoning;2017 1e kwartaal;110.1;2.0;6.8;7176;-6.4;35.7;252880;1815
546;Hoekwoning;2017 2e kwartaal;112.3;2.0;7.6;7497;4.5;17.7;255345;1914
547;Hoekwoning;2017 3e kwartaal;115.0;2.4;7.7;8074;7.7;2.6;259113;2092
548;Hoekwoning;2017 4e kwartaal;117.0;1.7;8.4;8847;9.6;15.5;259854;2299
549;Hoekwoning;2017;113.6;7.6;7.6;31594;16.2;16.2;257011;8120
550;Hoekwoning;2018 1e kwartaal;119.7;2.3;8.7;7000;-20.9;-2.5;268097;1877
551;Hoekwoning;2018 2e kwartaal;122.6;2.5;9.2;7019;0.3;-6.4;272895;1915
