ID;InkomstenUitBaan;Baankenmerken;Onderwijssoorten;Leeftijd;Perioden;SchoolverlatersOnderzoekspopulatie_1;VoortijdigSchoolverlaters_2;SchoolverlatersMetStartkwalificatie_3;PercentageVoortijdigSchoolverlaters_4
29;Totaal schoolverlaters;0;Voortgezet onderwijs;18 tot 23 jaar;2006, vrijdag 29 september;9060.0;2510.0;6550.0;27.7
30;Totaal schoolverlaters;0;Voortgezet onderwijs;18 tot 23 jaar;2007, vrijdag 28 september;9370.0;2430.0;6940.0;25.9
31;Totaal schoolverlaters;0;Voortgezet onderwijs;18 tot 23 jaar;2008, vrijdag 26 september;10560.0;2500.0;8060.0;23.7
32;Totaal schoolverlaters;0;Voortgezet onderwijs;<= 22 jaar;2005, vrijdag 30 september;25640.0;17340.0;8300.0;67.6
33;Totaal schoolverlaters;0;Voortgezet onderwijs;<= 22 jaar;2006, vrijdag 29 september;24720.0;15920.0;8800.0;64.4
34;Totaal schoolverlaters;0;Voortgezet onderwijs;<= 22 jaar;2007, vrijdag 28 september;24160.0;14630.0;9520.0;60.6
35;Totaal schoolverlaters;0;Voortgezet onderwijs;<= 22 jaar;2008, vrijdag 26 september;23210.0;12370.0;10840.0;53.3
36;Totaal schoolverlaters;0;Voortgezet onderwijs;>= 23 jaar;2005, vrijdag 30 september;40.0;40.0;0.0;100.0
37;Totaal schoolverlaters;0;Voortgezet onderwijs;>= 23 jaar;2006, vrijdag 29 september;40.0;40.0;;95.0
38;Totaal schoolverlaters;0;Voortgezet onderwijs;>= 23 jaar;2007, vrijdag 28 september;30.0;30.0;;90.0
39;Totaal schoolverlaters;0;Voortgezet onderwijs;>= 23 jaar;2008, vrijdag 26 september;20.0;20.0;;76.2
40;Totaal schoolverlaters;0;Mbo (inclusief extraneï);Totaal leeftijd;2005, vrijdag 30 september;120620.0;58780.0;61850.0;48.7
41;Totaal schoolverlaters;0;Mbo (inclusief extraneï);Totaal leeftijd;2006, vrijdag 29 september;131390.0;56230.0;75160.0;42.8
42;Totaal schoolverlaters;0;Mbo (inclusief extraneï);Totaal leeftijd;2007, vrijdag 28 september;135390.0;55420.0;79970.0;40.9
43;Totaal schoolverlaters;0;Mbo (inclusief extraneï);Totaal leeftijd;2008, vrijdag 26 september;145700.0;56350.0;89350.0;38.7
44;Totaal schoolverlaters;0;Mbo (inclusief extraneï);<= 17 jaar;2005, vrijdag 30 september;5850.0;5300.0;550.0;90.6
45;Totaal schoolverlaters;0;Mbo (inclusief extraneï);<= 17 jaar;2006, vrijdag 29 september;5970.0;5270.0;690.0;88.4
46;Totaal schoolverlaters;0;Mbo (inclusief extraneï);<= 17 jaar;2007, vrijdag 28 september;5520.0;4830.0;690.0;87.5
47;Totaal schoolverlaters;0;Mbo (inclusief extraneï);<= 17 jaar;2008, vrijdag 26 september;4070.0;3330.0;740.0;81.9
48;Totaal schoolverlaters;0;Mbo (inclusief extraneï);18 tot 23 jaar;2005, vrijdag 30 september;69880.0;32420.0;37470.0;46.4
49;Totaal schoolverlaters;0;Mbo (inclusief extraneï);18 tot 23 jaar;2006, vrijdag 29 september;76480.0;30670.0;45810.0;40.1
50;Totaal schoolverlaters;0;Mbo (inclusief extraneï);18 tot 23 jaar;2007, vrijdag 28 september;79900.0;30650.0;49250.0;38.4
51;Totaal schoolverlaters;0;Mbo (inclusief extraneï);18 tot 23 jaar;2008, vrijdag 26 september;83360.0;30550.0;52810.0;36.7
52;Totaal schoolverlaters;0;Mbo (inclusief extraneï);<= 22 jaar;2005, vrijdag 30 september;75730.0;37720.0;38010.0;49.8
53;Totaal schoolverlaters;0;Mbo (inclusief extraneï);<= 22 jaar;2006, vrijdag 29 september;82440.0;35940.0;46500.0;43.6
54;Totaal schoolverlaters;0;Mbo (inclusief extraneï);<= 22 jaar;2007, vrijdag 28 september;85420.0;35480.0;49940.0;41.5
55;Totaal schoolverlaters;0;Mbo (inclusief extraneï);<= 22 jaar;2008, vrijdag 26 september;87420.0;33880.0;53540.0;38.8
56;Totaal schoolverlaters;0;Mbo (inclusief extraneï);>= 23 jaar;2005, vrijdag 30 september;44890.0;21050.0;23840.0;46.9
57;Totaal schoolverlaters;0;Mbo (inclusief extraneï);>= 23 jaar;2006, vrijdag 29 september;48950.0;20290.0;28670.0;41.4
58;Totaal schoolverlaters;0;Mbo (inclusief extraneï);>= 23 jaar;2007, vrijdag 28 september;49970.0;19940.0;30020.0;39.9
59;Totaal schoolverlaters;0;Mbo (inclusief extraneï);>= 23 jaar;2008, vrijdag 26 september;58280.0;22460.0;35810.0;38.5
60;Totaal schoolverlaters;0;Mbo (exclusief extraneï);Totaal leeftijd;2005, vrijdag 30 september;116370.0;56940.0;59430.0;48.9
61;Totaal schoolverlaters;0;Mbo (exclusief extraneï);Totaal leeftijd;2006, vrijdag 29 september;126150.0;54430.0;71720.0;43.1
62;Totaal schoolverlaters;0;Mbo (exclusief extraneï);Totaal leeftijd;2007, vrijdag 28 september;129710.0;53730.0;75980.0;41.4
63;Totaal schoolverlaters;0;Mbo (exclusief extraneï);Totaal leeftijd;2008, vrijdag 26 september;138350.0;53900.0;84450.0;39.0
64;Totaal schoolverlaters;0;Mbo (exclusief extraneï);<= 17 jaar;2005, vrijdag 30 september;5820.0;5270.0;550.0;90.6
65;Totaal schoolverlaters;0;Mbo (exclusief extraneï);<= 17 jaar;2006, vrijdag 29 september;5950.0;5260.0;690.0;88.4
66;Totaal schoolverlaters;0;Mbo (exclusief extraneï);<= 17 jaar;2007, vrijdag 28 september;5500.0;4810.0;690.0;87.5
67;Totaal schoolverlaters;0;Mbo (exclusief extraneï);<= 17 jaar;2008, vrijdag 26 september;4040.0;3310.0;730.0;81.9
68;Totaal schoolverlaters;0;Mbo (exclusief extraneï);18 tot 23 jaar;2005, vrijdag 30 september;67710.0;31500.0;36200.0;46.5
69;Totaal schoolverlaters;0;Mbo (exclusief extraneï);18 tot 23 jaar;2006, vrijdag 29 september;73630.0;29820.0;43810.0;40.5
70;Totaal schoolverlaters;0;Mbo (exclusief extraneï);18 tot 23 jaar;2007, vrijdag 28 september;76970.0;29940.0;47030.0;38.9
71;Totaal schoolverlaters;0;Mbo (exclusief extraneï);18 tot 23 jaar;2008, vrijdag 26 september;79720.0;29530.0;50190.0;37.0
72;Totaal schoolverlaters;0;Mbo (exclusief extraneï);<= 22 jaar;2005, vrijdag 30 september;73530.0;36780.0;36750.0;50.0
73;Totaal schoolverlaters;0;Mbo (exclusief extraneï);<= 22 jaar;2006, vrijdag 29 september;79580.0;35080.0;44510.0;44.1
74;Totaal schoolverlaters;0;Mbo (exclusief extraneï);<= 22 jaar;2007, vrijdag 28 september;82460.0;34750.0;47710.0;42.1
75;Totaal schoolverlaters;0;Mbo (exclusief extraneï);<= 22 jaar;2008, vrijdag 26 september;83760.0;32840.0;50920.0;39.2
76;Totaal schoolverlaters;0;Mbo (exclusief extraneï);>= 23 jaar;2005, vrijdag 30 september;42850.0;20160.0;22680.0;47.1
77;Totaal schoolverlaters;0;Mbo (exclusief extraneï);>= 23 jaar;2006, vrijdag 29 september;46570.0;19360.0;27210.0;41.6
78;Totaal schoolverlaters;0;Mbo (exclusief extraneï);>= 23 jaar;2007, vrijdag 28 september;47250.0;18980.0;28270.0;40.2
79;Totaal schoolverlaters;0;Mbo (exclusief extraneï);>= 23 jaar;2008, vrijdag 26 september;54590.0;21060.0;33530.0;38.6
80;Totaal schoolverlaters;0;Bol;Totaal leeftijd;2005, vrijdag 30 september;62510.0;32710.0;29800.0;52.3
81;Totaal schoolverlaters;0;Bol;Totaal leeftijd;2006, vrijdag 29 september;70940.0;33110.0;37830.0;46.7
82;Totaal schoolverlaters;0;Bol;Totaal leeftijd;2007, vrijdag 28 september;74360.0;32580.0;41780.0;43.8
83;Totaal schoolverlaters;0;Bol;Totaal leeftijd;2008, vrijdag 26 september;73880.0;29170.0;44710.0;39.5
84;Totaal schoolverlaters;0;Bol;<= 17 jaar;2005, vrijdag 30 september;4530.0;4090.0;440.0;90.3
85;Totaal schoolverlaters;0;Bol;<= 17 jaar;2006, vrijdag 29 september;4840.0;4270.0;580.0;88.1
86;Totaal schoolverlaters;0;Bol;<= 17 jaar;2007, vrijdag 28 september;4470.0;3860.0;610.0;86.3
87;Totaal schoolverlaters;0;Bol;<= 17 jaar;2008, vrijdag 26 september;3160.0;2540.0;620.0;80.5
88;Totaal schoolverlaters;0;Bol;18 tot 23 jaar;2005, vrijdag 30 september;45880.0;21790.0;24090.0;47.5
89;Totaal schoolverlaters;0;Bol;18 tot 23 jaar;2006, vrijdag 29 september;51630.0;21750.0;29890.0;42.1
90;Totaal schoolverlaters;0;Bol;18 tot 23 jaar;2007, vrijdag 28 september;55050.0;22230.0;32820.0;40.4
91;Totaal schoolverlaters;0;Bol;18 tot 23 jaar;2008, vrijdag 26 september;55860.0;21120.0;34740.0;37.8
92;Totaal schoolverlaters;0;Bol;<= 22 jaar;2005, vrijdag 30 september;50410.0;25880.0;24530.0;51.3
93;Totaal schoolverlaters;0;Bol;<= 22 jaar;2006, vrijdag 29 september;56480.0;26010.0;30470.0;46.1
94;Totaal schoolverlaters;0;Bol;<= 22 jaar;2007, vrijdag 28 september;59510.0;26080.0;33430.0;43.8
95;Totaal schoolverlaters;0;Bol;<= 22 jaar;2008, vrijdag 26 september;59020.0;23660.0;35360.0;40.1
96;Totaal schoolverlaters;0;Bol;>= 23 jaar;2005, vrijdag 30 september;12100.0;6830.0;5270.0;56.4
97;Totaal schoolverlaters;0;Bol;>= 23 jaar;2006, vrijdag 29 september;14470.0;7100.0;7360.0;49.1
98;Totaal schoolverlaters;0;Bol;>= 23 jaar;2007, vrijdag 28 september;14850.0;6490.0;8350.0;43.7
99;Totaal schoolverlaters;0;Bol;>= 23 jaar;2008, vrijdag 26 september;14860.0;5510.0;9350.0;37.1
100;Totaal schoolverlaters;0;Bbl;Totaal leeftijd;2005, vrijdag 30 september;53860.0;24230.0;29630.0;45.0
101;Totaal schoolverlaters;0;Bbl;Totaal leeftijd;2006, vrijdag 29 september;55210.0;21320.0;33890.0;38.6
102;Totaal schoolverlaters;0;Bbl;Totaal leeftijd;2007, vrijdag 28 september;55350.0;21150.0;34200.0;38.2
103;Totaal schoolverlaters;0;Bbl;Totaal leeftijd;2008, vrijdag 26 september;64470.0;24730.0;39740.0;38.4
104;Totaal schoolverlaters;0;Bbl;<= 17 jaar;2005, vrijdag 30 september;1290.0;1180.0;110.0;91.6
105;Totaal schoolverlaters;0;Bbl;<= 17 jaar;2006, vrijdag 29 september;1100.0;990.0;110.0;89.7
106;Totaal schoolverlaters;0;Bbl;<= 17 jaar;2007, vrijdag 28 september;1030.0;950.0;80.0;92.5
107;Totaal schoolverlaters;0;Bbl;<= 17 jaar;2008, vrijdag 26 september;880.0;770.0;120.0;86.8
108;Totaal schoolverlaters;0;Bbl;18 tot 23 jaar;2005, vrijdag 30 september;21820.0;9710.0;12110.0;44.5
109;Totaal schoolverlaters;0;Bbl;18 tot 23 jaar;2006, vrijdag 29 september;22000.0;8070.0;13930.0;36.7
110;Totaal schoolverlaters;0;Bbl;18 tot 23 jaar;2007, vrijdag 28 september;21920.0;7710.0;14210.0;35.2
111;Totaal schoolverlaters;0;Bbl;18 tot 23 jaar;2008, vrijdag 26 september;23860.0;8410.0;15450.0;35.3
112;Totaal schoolverlaters;0;Bbl;<= 22 jaar;2005, vrijdag 30 september;23120.0;10900.0;12220.0;47.1
113;Totaal schoolverlaters;0;Bbl;<= 22 jaar;2006, vrijdag 29 september;23100.0;9060.0;14040.0;39.2
114;Totaal schoolverlaters;0;Bbl;<= 22 jaar;2007, vrijdag 28 september;22950.0;8670.0;14280.0;37.8
115;Totaal schoolverlaters;0;Bbl;<= 22 jaar;2008, vrijdag 26 september;24740.0;9180.0;15560.0;37.1
116;Totaal schoolverlaters;0;Bbl;>= 23 jaar;2005, vrijdag 30 september;30740.0;13330.0;17410.0;43.4
117;Totaal schoolverlaters;0;Bbl;>= 23 jaar;2006, vrijdag 29 september;32100.0;12250.0;19850.0;38.2
118;Totaal schoolverlaters;0;Bbl;>= 23 jaar;2007, vrijdag 28 september;32400.0;12490.0;19920.0;38.5
119;Totaal schoolverlaters;0;Bbl;>= 23 jaar;2008, vrijdag 26 september;39730.0;15550.0;24180.0;39.1
120;Totaal schoolverlaters;0;Mbo extraneï;Totaal leeftijd;2005, vrijdag 30 september;4250.0;1840.0;2420.0;43.2
121;Totaal schoolverlaters;0;Mbo extraneï;Totaal leeftijd;2006, vrijdag 29 september;5240.0;1800.0;3450.0;34.3
122;Totaal schoolverlaters;0;Mbo extraneï;Totaal leeftijd;2007, vrijdag 28 september;5680.0;1690.0;3990.0;29.8
123;Totaal schoolverlaters;0;Mbo extraneï;Totaal leeftijd;2008, vrijdag 26 september;7350.0;2450.0;4900.0;33.3
124;Totaal schoolverlaters;0;Mbo extraneï;<= 17 jaar;2005, vrijdag 30 september;30.0;30.0;;96.8
125;Totaal schoolverlaters;0;Mbo extraneï;<= 17 jaar;2006, vrijdag 29 september;20.0;20.0;0.0;100.0
126;Totaal schoolverlaters;0;Mbo extraneï;<= 17 jaar;2007, vrijdag 28 september;30.0;20.0;;92.0
127;Totaal schoolverlaters;0;Mbo extraneï;<= 17 jaar;2008, vrijdag 26 september;30.0;20.0;;92.0
128;Totaal schoolverlaters;0;Mbo extraneï;18 tot 23 jaar;2005, vrijdag 30 september;2180.0;910.0;1260.0;42.0
129;Totaal schoolverlaters;0;Mbo extraneï;18 tot 23 jaar;2006, vrijdag 29 september;2840.0;850.0;1990.0;29.9
130;Totaal schoolverlaters;0;Mbo extraneï;18 tot 23 jaar;2007, vrijdag 28 september;2940.0;710.0;2230.0;24.1
131;Totaal schoolverlaters;0;Mbo extraneï;18 tot 23 jaar;2008, vrijdag 26 september;3640.0;1020.0;2620.0;28.1
132;Totaal schoolverlaters;0;Mbo extraneï;<= 22 jaar;2005, vrijdag 30 september;2210.0;940.0;1260.0;42.8
133;Totaal schoolverlaters;0;Mbo extraneï;<= 22 jaar;2006, vrijdag 29 september;2860.0;870.0;1990.0;30.3
134;Totaal schoolverlaters;0;Mbo extraneï;<= 22 jaar;2007, vrijdag 28 september;2960.0;730.0;2230.0;24.7
135;Totaal schoolverlaters;0;Mbo extraneï;<= 22 jaar;2008, vrijdag 26 september;3660.0;1040.0;2620.0;28.5
136;Totaal schoolverlaters;0;Mbo extraneï;>= 23 jaar;2005, vrijdag 30 september;2040.0;890.0;1150.0;43.6
137;Totaal schoolverlaters;0;Mbo extraneï;>= 23 jaar;2006, vrijdag 29 september;2380.0;930.0;1450.0;39.0
138;Totaal schoolverlaters;0;Mbo extraneï;>= 23 jaar;2007, vrijdag 28 september;2720.0;960.0;1750.0;35.4
139;Totaal schoolverlaters;0;Mbo extraneï;>= 23 jaar;2008, vrijdag 26 september;3690.0;1410.0;2280.0;38.1
140;Totaal schoolverlaters;0;Vavo;Totaal leeftijd;2005, vrijdag 30 september;;;;
141;Totaal schoolverlaters;0;Vavo;Totaal leeftijd;2006, vrijdag 29 september;3070.0;2330.0;730.0;76.1
142;Totaal schoolverlaters;0;Vavo;Totaal leeftijd;2007, vrijdag 28 september;3460.0;2520.0;930.0;73.0
143;Totaal schoolverlaters;0;Vavo;Totaal leeftijd;2008, vrijdag 26 september;3870.0;2750.0;1120.0;71.0
144;Totaal schoolverlaters;0;Vavo;<= 17 jaar;2005, vrijdag 30 september;;;;
145;Totaal schoolverlaters;0;Vavo;<= 17 jaar;2006, vrijdag 29 september;110.0;100.0;;95.2
146;Totaal schoolverlaters;0;Vavo;<= 17 jaar;2007, vrijdag 28 september;120.0;120.0;;93.5
147;Totaal schoolverlaters;0;Vavo;<= 17 jaar;2008, vrijdag 26 september;120.0;110.0;;95.7
148;Totaal schoolverlaters;0;Vavo;18 tot 23 jaar;2005, vrijdag 30 september;;;;
149;Totaal schoolverlaters;0;Vavo;18 tot 23 jaar;2006, vrijdag 29 september;2270.0;1640.0;630.0;72.1
150;Totaal schoolverlaters;0;Vavo;18 tot 23 jaar;2007, vrijdag 28 september;2520.0;1750.0;770.0;69.4
151;Totaal schoolverlaters;0;Vavo;18 tot 23 jaar;2008, vrijdag 26 september;3000.0;2090.0;910.0;69.7
152;Totaal schoolverlaters;0;Vavo;<= 22 jaar;2005, vrijdag 30 september;;;;
153;Totaal schoolverlaters;0;Vavo;<= 22 jaar;2006, vrijdag 29 september;2370.0;1740.0;640.0;73.2
154;Totaal schoolverlaters;0;Vavo;<= 22 jaar;2007, vrijdag 28 september;2640.0;1870.0;780.0;70.6
155;Totaal schoolverlaters;0;Vavo;<= 22 jaar;2008, vrijdag 26 september;3110.0;2200.0;910.0;70.7
156;Totaal schoolverlaters;0;Vavo;>= 23 jaar;2005, vrijdag 30 september;;;;
157;Totaal schoolverlaters;0;Vavo;>= 23 jaar;2006, vrijdag 29 september;690.0;600.0;100.0;86.3
158;Totaal schoolverlaters;0;Vavo;>= 23 jaar;2007, vrijdag 28 september;810.0;660.0;150.0;81.0
159;Totaal schoolverlaters;0;Vavo;>= 23 jaar;2008, vrijdag 26 september;760.0;550.0;210.0;72.5
160;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;Totaal leeftijd;2005, vrijdag 30 september;40690.0;29810.0;10880.0;73.3
161;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;Totaal leeftijd;2006, vrijdag 29 september;40970.0;28600.0;12360.0;69.8
162;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;Totaal leeftijd;2007, vrijdag 28 september;38710.0;26400.0;12310.0;68.2
163;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;Totaal leeftijd;2008, vrijdag 26 september;39170.0;25280.0;13890.0;64.5
164;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;<= 17 jaar;2005, vrijdag 30 september;13040.0;11970.0;1070.0;91.8
165;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;<= 17 jaar;2006, vrijdag 29 september;12610.0;11520.0;1090.0;91.4
166;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;<= 17 jaar;2007, vrijdag 28 september;11540.0;10370.0;1170.0;89.9
167;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;<= 17 jaar;2008, vrijdag 26 september;9920.0;8750.0;1180.0;88.2
168;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;18 tot 23 jaar;2005, vrijdag 30 september;20530.0;12980.0;7550.0;63.2
169;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;18 tot 23 jaar;2006, vrijdag 29 september;20790.0;12190.0;8600.0;58.6
170;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;18 tot 23 jaar;2007, vrijdag 28 september;20540.0;11830.0;8710.0;57.6
171;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;18 tot 23 jaar;2008, vrijdag 26 september;21990.0;12260.0;9730.0;55.8
172;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;<= 22 jaar;2005, vrijdag 30 september;33560.0;24950.0;8620.0;74.3
173;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;<= 22 jaar;2006, vrijdag 29 september;33400.0;23710.0;9690.0;71.0
174;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;<= 22 jaar;2007, vrijdag 28 september;32080.0;22200.0;9880.0;69.2
175;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;<= 22 jaar;2008, vrijdag 26 september;31920.0;21010.0;10910.0;65.8
176;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;>= 23 jaar;2005, vrijdag 30 september;7120.0;4860.0;2260.0;68.2
177;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;>= 23 jaar;2006, vrijdag 29 september;7570.0;4890.0;2680.0;64.6
178;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;>= 23 jaar;2007, vrijdag 28 september;6620.0;4200.0;2430.0;63.3
179;Totaal schoolverlaters;Schoolverlaters zonder baan;Totaal populatie;>= 23 jaar;2008, vrijdag 26 september;7260.0;4270.0;2990.0;58.9
180;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;Totaal leeftijd;2005, vrijdag 30 september;14740.0;11350.0;3390.0;77.0
181;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;Totaal leeftijd;2006, vrijdag 29 september;13870.0;10490.0;3380.0;75.6
182;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;Totaal leeftijd;2007, vrijdag 28 september;12850.0;9410.0;3440.0;73.2
183;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;Totaal leeftijd;2008, vrijdag 26 september;11890.0;8190.0;3700.0;68.9
184;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;<= 17 jaar;2005, vrijdag 30 september;10610.0;9660.0;940.0;91.1
185;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;<= 17 jaar;2006, vrijdag 29 september;10200.0;9230.0;970.0;90.5
186;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;<= 17 jaar;2007, vrijdag 28 september;9290.0;8250.0;1050.0;88.7
187;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;<= 17 jaar;2008, vrijdag 26 september;8120.0;7070.0;1050.0;87.1
188;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;18 tot 23 jaar;2005, vrijdag 30 september;4110.0;1660.0;2450.0;40.4
189;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;18 tot 23 jaar;2006, vrijdag 29 september;3640.0;1220.0;2410.0;33.6
190;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;18 tot 23 jaar;2007, vrijdag 28 september;3540.0;1150.0;2390.0;32.4
191;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;18 tot 23 jaar;2008, vrijdag 26 september;3760.0;1110.0;2650.0;29.6
192;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;<= 22 jaar;2005, vrijdag 30 september;14710.0;11320.0;3390.0;76.9
193;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;<= 22 jaar;2006, vrijdag 29 september;13840.0;10460.0;3380.0;75.6
194;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;<= 22 jaar;2007, vrijdag 28 september;12830.0;9390.0;3440.0;73.2
195;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;<= 22 jaar;2008, vrijdag 26 september;11880.0;8190.0;3690.0;68.9
196;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;>= 23 jaar;2005, vrijdag 30 september;30.0;30.0;0.0;100.0
197;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;>= 23 jaar;2006, vrijdag 29 september;30.0;30.0;0.0;100.0
198;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;>= 23 jaar;2007, vrijdag 28 september;20.0;20.0;0.0;100.0
199;Totaal schoolverlaters;Schoolverlaters zonder baan;Voortgezet onderwijs;>= 23 jaar;2008, vrijdag 26 september;10.0;;;
200;Totaal schoolverlaters;Schoolverlaters zonder baan;Mbo (inclusief extraneï);Totaal leeftijd;2005, vrijdag 30 september;25940.0;18460.0;7490.0;71.1
