ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;Perioden;Bedrijven_1;WerkzamePersonenFTEGemiddeld_2;Bedrijfsopbrengsten_3;TotaleBedrijfslasten_4;InkoopwaardeOmzet_5;PersoneleKosten_6;OverigeBedrijfslasten_7;Bedrijfsresultaat_8;ToegevoegdeWaarde_9
0;1;A Landbouw, bosbouw en visserij;2008;1.0;1.0;2.0;1.0;1.0;1.0;3.0;3.0;2.0
1;1;01 Landbouw;2008;1.0;1.0;2.0;1.0;1.0;1.0;3.0;3.0;2.0
2;1;B Delfstoffenwinning;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;1;06 Winning van aardolie en aardgas;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;1;08 Delfstoffenwinning (geen olie en gas);2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5;1;09 Dienstverlening delfstoffenwinning;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;1;C Industrie;2008;5.0;5.0;5.0;6.0;5.0;8.0;5.0;2.0;5.0
7;1;10 Voedingsmiddelenindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8;1;11 Drankenindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9;1;12 Tabaksindustrie;2008;;;;;;;;;
10;1;13 Textielindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1;14 Kledingindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;1;15 Leer- en schoenenindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;1;16 Houtindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;1;17 Papierindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;1;18 Grafische industrie;2008;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
16;1;19 Aardolie-industrie;2008;;;;;;;;;
17;1;20 Chemische industrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;1;21 Farmaceutische industrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;1;22 Rubber- en kunststofproductindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;1;23 Bouwmaterialenindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;1;24 Basismetaalindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;1;25 Metaalproductenindustrie;2008;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0
23;1;26 Elektrotechnische industrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;1;27 Elektrische apparatenindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;1;28 Machine-industrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;1;29 Auto- en aanhangwagenindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;1;30 Overige transportmiddelenindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;1;31 Meubelindustrie;2008;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
29;1;32 Overige industrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;1;33 Reparatie en installatie van machines;2008;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
31;1;D Energievoorziening;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;1;35 Energiebedrijven;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;1;E Waterleidingbedrijven en afvalbeheer;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;1;36 Waterleidingbedrijven;2008;;;;;;;;;
35;1;37 Afvalwaterinzameling en -behandeling;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;1;38 Afvalbehandeling en recycling;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;1;39 Sanering en overig afvalbeheer;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38;1;F Bouwnijverheid;2008;18.0;17.0;19.0;19.0;19.0;25.0;14.0;19.0;21.0
39;1;41 Algemene bouw en projectontwikkeling;2008;7.0;7.0;7.0;8.0;8.0;9.0;4.0;5.0;6.0
40;1;42 Grond-, water-  en wegenbouw;2008;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
41;1;43 Gespecialiseerde bouw;2008;10.0;10.0;11.0;11.0;10.0;15.0;9.0;13.0;13.0
42;1;G Handel;2008;20.0;21.0;38.0;44.0;56.0;20.0;28.0;16.0;18.0
43;1;45 Autohandel en -reparatie;2008;3.0;3.0;5.0;6.0;8.0;2.0;4.0;2.0;2.0
44;1;46 Groothandel en handelsbemiddeling;2008;8.0;8.0;21.0;25.0;34.0;11.0;12.0;8.0;9.0
45;1;47 Detailhandel (niet in auto's);2008;10.0;10.0;11.0;13.0;15.0;7.0;11.0;5.0;6.0
46;1;H Vervoer en opslag;2008;3.0;3.0;3.0;3.0;2.0;2.0;8.0;4.0;3.0
47;1;49 Vervoer over land;2008;1.0;1.0;2.0;2.0;1.0;1.0;5.0;2.0;2.0
48;1;50 Vervoer over water;2008;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
49;1;51 Vervoer door de lucht;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50;1;52 Opslag, dienstverlening voor vervoer;2008;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
51;1;53 Post en koeriers;2008;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
52;1;I Horeca;2008;3.0;4.0;3.0;3.0;2.0;3.0;6.0;2.0;2.0
53;1;55 Logiesverstrekking;2008;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
54;1;56 Restaurants en cafés;2008;3.0;3.0;2.0;3.0;2.0;2.0;5.0;2.0;2.0
55;1;J Informatie en communicatie;2008;7.0;7.0;4.0;3.0;2.0;4.0;5.0;8.0;7.0
56;1;58 Uitgeverijen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57;1;"59 Film- en tv-productie; geluidsopname";2008;1.0;1.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0
58;1;60 Radio- en televisieomroepen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59;1;61 Telecommunicatie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;1;62 IT-dienstverlening;2008;5.0;5.0;3.0;2.0;1.0;3.0;3.0;6.0;5.0
61;1;63 Diensten op het gebied van informatie;2008;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
62;1;K Financiële dienstverlening;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;1;64 Bankwezen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;1;65 Verzekeraars en pensioenfondsen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
