ID;Waterschapsheffingen;Waterschappen;Perioden;Begroting_1;Realisatie_2
1013;Netto waterschapsheffingen;Waterschap Hunze en Aa's (WS);2016;81.0;82.0
1014;Netto waterschapsheffingen;Waterschap Hunze en Aa's (WS);2017;81.0;82.0
1015;Netto waterschapsheffingen;Waterschap Hunze en Aa's (WS);2018;80.0;81.0
1016;Netto waterschapsheffingen;Waterschap Hunze en Aa's (WS);2019;82.0;82.0
1017;Netto waterschapsheffingen;Waterschap Hunze en Aa's (WS);2020;83.0;85.0
1018;Netto waterschapsheffingen;Waterschap Hunze en Aa's (WS);2021;85.0;89.0
1019;Netto waterschapsheffingen;Waterschap Hunze en Aa's (WS);2022;86.0;89.0
1020;Netto waterschapsheffingen;Waterschap Hunze en Aa's (WS);2023;89.0;95.0
1021;Netto waterschapsheffingen;Waterschap Hunze en Aa's (WS);2024;95.0;
1022;Netto waterschapsheffingen;Waterschap Hunze en Aa's (WS);2025;99.0;
1023;Netto waterschapsheffingen;Waterschap Noorderzijlvest (WS);2015;57.0;57.0
1024;Netto waterschapsheffingen;Waterschap Noorderzijlvest (WS);2016;58.0;59.0
1025;Netto waterschapsheffingen;Waterschap Noorderzijlvest (WS);2017;59.0;59.0
1026;Netto waterschapsheffingen;Waterschap Noorderzijlvest (WS);2018;61.0;62.0
1027;Netto waterschapsheffingen;Waterschap Noorderzijlvest (WS);2019;65.0;65.0
1028;Netto waterschapsheffingen;Waterschap Noorderzijlvest (WS);2020;70.0;70.0
1029;Netto waterschapsheffingen;Waterschap Noorderzijlvest (WS);2021;71.0;73.0
1030;Netto waterschapsheffingen;Waterschap Noorderzijlvest (WS);2022;73.0;78.0
1031;Netto waterschapsheffingen;Waterschap Noorderzijlvest (WS);2023;82.0;85.0
1032;Netto waterschapsheffingen;Waterschap Noorderzijlvest (WS);2024;92.0;
1033;Netto waterschapsheffingen;Waterschap Noorderzijlvest (WS);2025;100.0;
1034;Netto waterschapsheffingen;Waterschap Reest en Wieden (WS);2015;45.0;45.0
1035;Netto waterschapsheffingen;Waterschap Reest en Wieden (WS);2016;;
1036;Netto waterschapsheffingen;Waterschap Reest en Wieden (WS);2017;;
1037;Netto waterschapsheffingen;Waterschap Reest en Wieden (WS);2018;;
1038;Netto waterschapsheffingen;Waterschap Reest en Wieden (WS);2019;;
1039;Netto waterschapsheffingen;Waterschap Reest en Wieden (WS);2020;;
1040;Netto waterschapsheffingen;Waterschap Reest en Wieden (WS);2021;;
1041;Netto waterschapsheffingen;Waterschap Reest en Wieden (WS);2022;;
1042;Netto waterschapsheffingen;Waterschap Reest en Wieden (WS);2023;;
1043;Netto waterschapsheffingen;Waterschap Reest en Wieden (WS);2024;;
1044;Netto waterschapsheffingen;Waterschap Reest en Wieden (WS);2025;;
1045;Netto waterschapsheffingen;Waterschap Zuiderzeeland (WS);2015;68.0;69.0
1046;Netto waterschapsheffingen;Waterschap Zuiderzeeland (WS);2016;69.0;69.0
1047;Netto waterschapsheffingen;Waterschap Zuiderzeeland (WS);2017;71.0;67.0
1048;Netto waterschapsheffingen;Waterschap Zuiderzeeland (WS);2018;72.0;74.0
1049;Netto waterschapsheffingen;Waterschap Zuiderzeeland (WS);2019;74.0;76.0
1050;Netto waterschapsheffingen;Waterschap Zuiderzeeland (WS);2020;77.0;79.0
1051;Netto waterschapsheffingen;Waterschap Zuiderzeeland (WS);2021;81.0;84.0
1052;Netto waterschapsheffingen;Waterschap Zuiderzeeland (WS);2022;84.0;86.0
1053;Netto waterschapsheffingen;Waterschap Zuiderzeeland (WS);2023;90.0;94.0
1054;Netto waterschapsheffingen;Waterschap Zuiderzeeland (WS);2024;100.0;
1055;Netto waterschapsheffingen;Waterschap Zuiderzeeland (WS);2025;111.0;
1056;Netto waterschapsheffingen;Hhs Hollands Noorderkwartier (WS);2015;213.0;216.0
1057;Netto waterschapsheffingen;Hhs Hollands Noorderkwartier (WS);2016;217.0;218.0
1058;Netto waterschapsheffingen;Hhs Hollands Noorderkwartier (WS);2017;217.0;218.0
1059;Netto waterschapsheffingen;Hhs Hollands Noorderkwartier (WS);2018;219.0;220.0
1060;Netto waterschapsheffingen;Hhs Hollands Noorderkwartier (WS);2019;223.0;227.0
1061;Netto waterschapsheffingen;Hhs Hollands Noorderkwartier (WS);2020;230.0;231.0
1062;Netto waterschapsheffingen;Hhs Hollands Noorderkwartier (WS);2021;233.0;234.0
1063;Netto waterschapsheffingen;Hhs Hollands Noorderkwartier (WS);2022;238.0;241.0
1064;Netto waterschapsheffingen;Hhs Hollands Noorderkwartier (WS);2023;248.0;249.0
1065;Netto waterschapsheffingen;Hhs Hollands Noorderkwartier (WS);2024;274.0;
1066;Netto waterschapsheffingen;Hhs Hollands Noorderkwartier (WS);2025;292.0;
1067;Netto waterschapsheffingen;Waterschap Brabantse Delta (WS);2015;114.0;115.0
1068;Netto waterschapsheffingen;Waterschap Brabantse Delta (WS);2016;116.0;119.0
1069;Netto waterschapsheffingen;Waterschap Brabantse Delta (WS);2017;118.0;124.0
1070;Netto waterschapsheffingen;Waterschap Brabantse Delta (WS);2018;125.0;126.0
1071;Netto waterschapsheffingen;Waterschap Brabantse Delta (WS);2019;129.0;131.0
1072;Netto waterschapsheffingen;Waterschap Brabantse Delta (WS);2020;134.0;136.0
1073;Netto waterschapsheffingen;Waterschap Brabantse Delta (WS);2021;140.0;142.0
1074;Netto waterschapsheffingen;Waterschap Brabantse Delta (WS);2022;148.0;151.0
1075;Netto waterschapsheffingen;Waterschap Brabantse Delta (WS);2023;161.0;161.0
1076;Netto waterschapsheffingen;Waterschap Brabantse Delta (WS);2024;175.0;
1077;Netto waterschapsheffingen;Waterschap Brabantse Delta (WS);2025;189.0;
1078;Netto waterschapsheffingen;Wetterskip Fryslân (WS);2015;128.0;128.0
1079;Netto waterschapsheffingen;Wetterskip Fryslân (WS);2016;133.0;134.0
1080;Netto waterschapsheffingen;Wetterskip Fryslân (WS);2017;134.0;135.0
1081;Netto waterschapsheffingen;Wetterskip Fryslân (WS);2018;135.0;134.0
1082;Netto waterschapsheffingen;Wetterskip Fryslân (WS);2019;138.0;139.0
1083;Netto waterschapsheffingen;Wetterskip Fryslân (WS);2020;151.0;151.0
1084;Netto waterschapsheffingen;Wetterskip Fryslân (WS);2021;154.0;160.0
1085;Netto waterschapsheffingen;Wetterskip Fryslân (WS);2022;160.0;163.0
1086;Netto waterschapsheffingen;Wetterskip Fryslân (WS);2023;166.0;172.0
1087;Netto waterschapsheffingen;Wetterskip Fryslân (WS);2024;198.0;
1088;Netto waterschapsheffingen;Wetterskip Fryslân (WS);2025;207.0;
1089;Netto waterschapsheffingen;Waterschap Aa en Maas (WS);2015;109.0;109.0
1090;Netto waterschapsheffingen;Waterschap Aa en Maas (WS);2016;108.0;110.0
1091;Netto waterschapsheffingen;Waterschap Aa en Maas (WS);2017;111.0;113.0
1092;Netto waterschapsheffingen;Waterschap Aa en Maas (WS);2018;115.0;121.0
1093;Netto waterschapsheffingen;Waterschap Aa en Maas (WS);2019;120.0;123.0
1094;Netto waterschapsheffingen;Waterschap Aa en Maas (WS);2020;124.0;126.0
1095;Netto waterschapsheffingen;Waterschap Aa en Maas (WS);2021;129.0;128.0
1096;Netto waterschapsheffingen;Waterschap Aa en Maas (WS);2022;134.0;134.0
1097;Netto waterschapsheffingen;Waterschap Aa en Maas (WS);2023;141.0;142.0
1098;Netto waterschapsheffingen;Waterschap Aa en Maas (WS);2024;146.0;
1099;Netto waterschapsheffingen;Waterschap Aa en Maas (WS);2025;163.0;
1100;Netto waterschapsheffingen;Waterschap Hollandse Delta (WS);2015;146.0;145.0
1101;Netto waterschapsheffingen;Waterschap Hollandse Delta (WS);2016;146.0;146.0
1102;Netto waterschapsheffingen;Waterschap Hollandse Delta (WS);2017;146.0;149.0
1103;Netto waterschapsheffingen;Waterschap Hollandse Delta (WS);2018;151.0;155.0
1104;Netto waterschapsheffingen;Waterschap Hollandse Delta (WS);2019;157.0;159.0
1105;Netto waterschapsheffingen;Waterschap Hollandse Delta (WS);2020;167.0;170.0
1106;Netto waterschapsheffingen;Waterschap Hollandse Delta (WS);2021;177.0;181.0
1107;Netto waterschapsheffingen;Waterschap Hollandse Delta (WS);2022;181.0;181.0
1108;Netto waterschapsheffingen;Waterschap Hollandse Delta (WS);2023;197.0;200.0
1109;Netto waterschapsheffingen;Waterschap Hollandse Delta (WS);2024;211.0;
1110;Netto waterschapsheffingen;Waterschap Hollandse Delta (WS);2025;229.0;
1111;Netto waterschapsheffingen;Hhs van Schieland en Krimpenerwaard (WS);2015;83.0;84.0
1112;Netto waterschapsheffingen;Hhs van Schieland en Krimpenerwaard (WS);2016;84.0;86.0
1113;Netto waterschapsheffingen;Hhs van Schieland en Krimpenerwaard (WS);2017;85.0;90.0
1114;Netto waterschapsheffingen;Hhs van Schieland en Krimpenerwaard (WS);2018;89.0;91.0
1115;Netto waterschapsheffingen;Hhs van Schieland en Krimpenerwaard (WS);2019;89.0;89.0
1116;Netto waterschapsheffingen;Hhs van Schieland en Krimpenerwaard (WS);2020;92.0;97.0
1117;Netto waterschapsheffingen;Hhs van Schieland en Krimpenerwaard (WS);2021;94.0;96.0
1118;Netto waterschapsheffingen;Hhs van Schieland en Krimpenerwaard (WS);2022;97.0;100.0
1119;Netto waterschapsheffingen;Hhs van Schieland en Krimpenerwaard (WS);2023;116.0;119.0
1120;Netto waterschapsheffingen;Hhs van Schieland en Krimpenerwaard (WS);2024;127.0;
1121;Netto waterschapsheffingen;Hhs van Schieland en Krimpenerwaard (WS);2025;140.0;
1122;Netto waterschapsheffingen;Waterschap Scheldestromen (WS);2015;82.0;82.0
1123;Netto waterschapsheffingen;Waterschap Scheldestromen (WS);2016;84.0;83.0
1124;Netto waterschapsheffingen;Waterschap Scheldestromen (WS);2017;86.0;86.0
1125;Netto waterschapsheffingen;Waterschap Scheldestromen (WS);2018;88.0;89.0
1126;Netto waterschapsheffingen;Waterschap Scheldestromen (WS);2019;90.0;92.0
1127;Netto waterschapsheffingen;Waterschap Scheldestromen (WS);2020;94.0;94.0
1128;Netto waterschapsheffingen;Waterschap Scheldestromen (WS);2021;97.0;99.0
1129;Netto waterschapsheffingen;Waterschap Scheldestromen (WS);2022;103.0;107.0
1130;Netto waterschapsheffingen;Waterschap Scheldestromen (WS);2023;114.0;116.0
1131;Netto waterschapsheffingen;Waterschap Scheldestromen (WS);2024;121.0;
1132;Netto waterschapsheffingen;Waterschap Scheldestromen (WS);2025;131.0;
1133;Netto waterschapsheffingen;Waterschap Vallei en Veluwe (WS);2015;126.0;124.0
1134;Netto waterschapsheffingen;Waterschap Vallei en Veluwe (WS);2016;127.0;128.0
1135;Netto waterschapsheffingen;Waterschap Vallei en Veluwe (WS);2017;130.0;132.0
1136;Netto waterschapsheffingen;Waterschap Vallei en Veluwe (WS);2018;135.0;135.0
1137;Netto waterschapsheffingen;Waterschap Vallei en Veluwe (WS);2019;141.0;145.0
1138;Netto waterschapsheffingen;Waterschap Vallei en Veluwe (WS);2020;146.0;146.0
1139;Netto waterschapsheffingen;Waterschap Vallei en Veluwe (WS);2021;149.0;156.0
1140;Netto waterschapsheffingen;Waterschap Vallei en Veluwe (WS);2022;158.0;161.0
1141;Netto waterschapsheffingen;Waterschap Vallei en Veluwe (WS);2023;173.0;177.0
1142;Netto waterschapsheffingen;Waterschap Vallei en Veluwe (WS);2024;195.0;
1143;Netto waterschapsheffingen;Waterschap Vallei en Veluwe (WS);2025;210.0;
1144;Netto waterschapsheffingen;Waterschap Vechtstromen (WS);2015;108.0;109.0
1145;Netto waterschapsheffingen;Waterschap Vechtstromen (WS);2016;109.0;110.0
1146;Netto waterschapsheffingen;Waterschap Vechtstromen (WS);2017;113.0;113.0
1147;Netto waterschapsheffingen;Waterschap Vechtstromen (WS);2018;117.0;120.0
1148;Netto waterschapsheffingen;Waterschap Vechtstromen (WS);2019;121.0;124.0
1149;Netto waterschapsheffingen;Waterschap Vechtstromen (WS);2020;126.0;126.0
1150;Netto waterschapsheffingen;Waterschap Vechtstromen (WS);2021;128.0;132.0
1151;Netto waterschapsheffingen;Waterschap Vechtstromen (WS);2022;133.0;139.0
1152;Netto waterschapsheffingen;Waterschap Vechtstromen (WS);2023;143.0;148.0
1153;Netto waterschapsheffingen;Waterschap Vechtstromen (WS);2024;159.0;
1154;Netto waterschapsheffingen;Waterschap Vechtstromen (WS);2025;176.0;
1155;Netto waterschapsheffingen;WS Drents Overijsselse Delta (WS);2015;;
1156;Netto waterschapsheffingen;WS Drents Overijsselse Delta (WS);2016;112.0;113.0
1157;Netto waterschapsheffingen;WS Drents Overijsselse Delta (WS);2017;112.0;113.0
1158;Netto waterschapsheffingen;WS Drents Overijsselse Delta (WS);2018;109.0;109.0
1159;Netto waterschapsheffingen;WS Drents Overijsselse Delta (WS);2019;115.0;117.0
1160;Netto waterschapsheffingen;WS Drents Overijsselse Delta (WS);2020;117.0;118.0
1161;Netto waterschapsheffingen;WS Drents Overijsselse Delta (WS);2021;122.0;126.0
1162;Netto waterschapsheffingen;WS Drents Overijsselse Delta (WS);2022;128.0;131.0
1163;Netto waterschapsheffingen;WS Drents Overijsselse Delta (WS);2023;140.0;144.0
1164;Netto waterschapsheffingen;WS Drents Overijsselse Delta (WS);2024;158.0;
1165;Netto waterschapsheffingen;WS Drents Overijsselse Delta (WS);2025;165.0;
1166;Netto waterschapsheffingen;Waterschap Limburg (WS);2015;;
1167;Netto waterschapsheffingen;Waterschap Limburg (WS);2016;;
1168;Netto waterschapsheffingen;Waterschap Limburg (WS);2017;128.0;130.0
1169;Netto waterschapsheffingen;Waterschap Limburg (WS);2018;134.0;137.0
1170;Netto waterschapsheffingen;Waterschap Limburg (WS);2019;138.0;140.0
1171;Netto waterschapsheffingen;Waterschap Limburg (WS);2020;154.0;156.0
1172;Netto waterschapsheffingen;Waterschap Limburg (WS);2021;160.0;160.0
1173;Netto waterschapsheffingen;Waterschap Limburg (WS);2022;166.0;168.0
1174;Netto waterschapsheffingen;Waterschap Limburg (WS);2023;189.0;191.0
1175;Netto waterschapsheffingen;Waterschap Limburg (WS);2024;234.0;
1176;Netto waterschapsheffingen;Waterschap Limburg (WS);2025;250.0;
1177;Netto waterschapsheffingen;Waterschap Amstel, Gooi en Vecht (WS);2015;;
1178;Netto waterschapsheffingen;Waterschap Amstel, Gooi en Vecht (WS);2016;;
1179;Netto waterschapsheffingen;Waterschap Amstel, Gooi en Vecht (WS);2017;173.0;177.0
1180;Netto waterschapsheffingen;Waterschap Amstel, Gooi en Vecht (WS);2018;177.0;187.0
1181;Netto waterschapsheffingen;Waterschap Amstel, Gooi en Vecht (WS);2019;183.0;200.0
1182;Netto waterschapsheffingen;Waterschap Amstel, Gooi en Vecht (WS);2020;192.0;198.0
1183;Netto waterschapsheffingen;Waterschap Amstel, Gooi en Vecht (WS);2021;200.0;199.0
1184;Netto waterschapsheffingen;Waterschap Amstel, Gooi en Vecht (WS);2022;212.0;204.0
1185;Netto waterschapsheffingen;Waterschap Amstel, Gooi en Vecht (WS);2023;234.0;226.0
1186;Netto waterschapsheffingen;Waterschap Amstel, Gooi en Vecht (WS);2024;311.0;
1187;Netto waterschapsheffingen;Waterschap Amstel, Gooi en Vecht (WS);2025;349.0;
1188;Watersysteemheffing totaal;Nederland;2015;1379.0;1392.0
1189;Watersysteemheffing totaal;Nederland;2016;1415.0;1424.0
1190;Watersysteemheffing totaal;Nederland;2017;1459.0;1473.0
1191;Watersysteemheffing totaal;Nederland;2018;1513.0;1534.0
1192;Watersysteemheffing totaal;Nederland;2019;1567.0;1580.0
1193;Watersysteemheffing totaal;Nederland;2020;1648.0;1670.0
1194;Watersysteemheffing totaal;Nederland;2021;1703.0;1726.0
1195;Watersysteemheffing totaal;Nederland;2022;1779.0;1811.0
1196;Watersysteemheffing totaal;Nederland;2023;1895.0;1937.0
1197;Watersysteemheffing totaal;Nederland;2024;2115.0;
1198;Watersysteemheffing totaal;Nederland;2025;2308.0;
1199;Watersysteemheffing totaal;Waterschap Groot Salland (WS);2015;41.0;41.0
1200;Watersysteemheffing totaal;Waterschap Groot Salland (WS);2016;;
1201;Watersysteemheffing totaal;Waterschap Groot Salland (WS);2017;;
1202;Watersysteemheffing totaal;Waterschap Groot Salland (WS);2018;;
1203;Watersysteemheffing totaal;Waterschap Groot Salland (WS);2019;;
1204;Watersysteemheffing totaal;Waterschap Groot Salland (WS);2020;;
1205;Watersysteemheffing totaal;Waterschap Groot Salland (WS);2021;;
1206;Watersysteemheffing totaal;Waterschap Groot Salland (WS);2022;;
1207;Watersysteemheffing totaal;Waterschap Groot Salland (WS);2023;;
1208;Watersysteemheffing totaal;Waterschap Groot Salland (WS);2024;;
1209;Watersysteemheffing totaal;Waterschap Groot Salland (WS);2025;;
1210;Watersysteemheffing totaal;Waterschap Rijn en IJssel (WS);2015;40.0;39.0
1211;Watersysteemheffing totaal;Waterschap Rijn en IJssel (WS);2016;40.0;40.0
1212;Watersysteemheffing totaal;Waterschap Rijn en IJssel (WS);2017;41.0;41.0
1213;Watersysteemheffing totaal;Waterschap Rijn en IJssel (WS);2018;44.0;43.0
1214;Watersysteemheffing totaal;Waterschap Rijn en IJssel (WS);2019;46.0;46.0
1215;Watersysteemheffing totaal;Waterschap Rijn en IJssel (WS);2020;48.0;49.0
1216;Watersysteemheffing totaal;Waterschap Rijn en IJssel (WS);2021;51.0;52.0
1217;Watersysteemheffing totaal;Waterschap Rijn en IJssel (WS);2022;56.0;58.0
1218;Watersysteemheffing totaal;Waterschap Rijn en IJssel (WS);2023;64.0;66.0
1219;Watersysteemheffing totaal;Waterschap Rijn en IJssel (WS);2024;71.0;
1220;Watersysteemheffing totaal;Waterschap Rijn en IJssel (WS);2025;75.0;
1221;Watersysteemheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2015;96.0;95.0
1222;Watersysteemheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2016;98.0;99.0
1223;Watersysteemheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2017;;
1224;Watersysteemheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2018;;
1225;Watersysteemheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2019;;
1226;Watersysteemheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2020;;
1227;Watersysteemheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2021;;
1228;Watersysteemheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2022;;
1229;Watersysteemheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2023;;
1230;Watersysteemheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2024;;
1231;Watersysteemheffing totaal;Hhs Amstel, Gooi en Vecht (WS);2025;;
1232;Watersysteemheffing totaal;Hoogheemraadschap van Delfland (WS);2015;94.0;97.0
1233;Watersysteemheffing totaal;Hoogheemraadschap van Delfland (WS);2016;97.0;98.0
1234;Watersysteemheffing totaal;Hoogheemraadschap van Delfland (WS);2017;100.0;101.0
1235;Watersysteemheffing totaal;Hoogheemraadschap van Delfland (WS);2018;102.0;103.0
1236;Watersysteemheffing totaal;Hoogheemraadschap van Delfland (WS);2019;105.0;107.0
1237;Watersysteemheffing totaal;Hoogheemraadschap van Delfland (WS);2020;106.0;109.0
1238;Watersysteemheffing totaal;Hoogheemraadschap van Delfland (WS);2021;106.0;107.0
1239;Watersysteemheffing totaal;Hoogheemraadschap van Delfland (WS);2022;123.0;125.0
1240;Watersysteemheffing totaal;Hoogheemraadschap van Delfland (WS);2023;124.0;129.0
1241;Watersysteemheffing totaal;Hoogheemraadschap van Delfland (WS);2024;135.0;
1242;Watersysteemheffing totaal;Hoogheemraadschap van Delfland (WS);2025;146.0;
1243;Watersysteemheffing totaal;Waterschap De Dommel (WS);2015;39.0;39.0
1244;Watersysteemheffing totaal;Waterschap De Dommel (WS);2016;41.0;41.0
1245;Watersysteemheffing totaal;Waterschap De Dommel (WS);2017;42.0;43.0
1246;Watersysteemheffing totaal;Waterschap De Dommel (WS);2018;45.0;46.0
1247;Watersysteemheffing totaal;Waterschap De Dommel (WS);2019;48.0;49.0
1248;Watersysteemheffing totaal;Waterschap De Dommel (WS);2020;50.0;51.0
1249;Watersysteemheffing totaal;Waterschap De Dommel (WS);2021;51.0;52.0
1250;Watersysteemheffing totaal;Waterschap De Dommel (WS);2022;56.0;57.0
1251;Watersysteemheffing totaal;Waterschap De Dommel (WS);2023;60.0;62.0
1252;Watersysteemheffing totaal;Waterschap De Dommel (WS);2024;66.0;
1253;Watersysteemheffing totaal;Waterschap De Dommel (WS);2025;68.0;
1254;Watersysteemheffing totaal;Waterschap Roer en Overmaas (WS);2015;30.0;30.0
1255;Watersysteemheffing totaal;Waterschap Roer en Overmaas (WS);2016;30.0;31.0
1256;Watersysteemheffing totaal;Waterschap Roer en Overmaas (WS);2017;;
1257;Watersysteemheffing totaal;Waterschap Roer en Overmaas (WS);2018;;
1258;Watersysteemheffing totaal;Waterschap Roer en Overmaas (WS);2019;;
1259;Watersysteemheffing totaal;Waterschap Roer en Overmaas (WS);2020;;
1260;Watersysteemheffing totaal;Waterschap Roer en Overmaas (WS);2021;;
1261;Watersysteemheffing totaal;Waterschap Roer en Overmaas (WS);2022;;
1262;Watersysteemheffing totaal;Waterschap Roer en Overmaas (WS);2023;;
1263;Watersysteemheffing totaal;Waterschap Roer en Overmaas (WS);2024;;
1264;Watersysteemheffing totaal;Waterschap Roer en Overmaas (WS);2025;;
1265;Watersysteemheffing totaal;Hoogheemraadschap van Rijnland (WS);2015;105.0;106.0
1266;Watersysteemheffing totaal;Hoogheemraadschap van Rijnland (WS);2016;105.0;107.0
1267;Watersysteemheffing totaal;Hoogheemraadschap van Rijnland (WS);2017;109.0;111.0
1268;Watersysteemheffing totaal;Hoogheemraadschap van Rijnland (WS);2018;111.0;113.0
1269;Watersysteemheffing totaal;Hoogheemraadschap van Rijnland (WS);2019;112.0;113.0
1270;Watersysteemheffing totaal;Hoogheemraadschap van Rijnland (WS);2020;115.0;116.0
1271;Watersysteemheffing totaal;Hoogheemraadschap van Rijnland (WS);2021;120.0;120.0
1272;Watersysteemheffing totaal;Hoogheemraadschap van Rijnland (WS);2022;121.0;124.0
1273;Watersysteemheffing totaal;Hoogheemraadschap van Rijnland (WS);2023;127.0;130.0
1274;Watersysteemheffing totaal;Hoogheemraadschap van Rijnland (WS);2024;145.0;
1275;Watersysteemheffing totaal;Hoogheemraadschap van Rijnland (WS);2025;163.0;
1276;Watersysteemheffing totaal;Waterschap Rivierenland (WS);2015;94.0;95.0
1277;Watersysteemheffing totaal;Waterschap Rivierenland (WS);2016;99.0;100.0
1278;Watersysteemheffing totaal;Waterschap Rivierenland (WS);2017;103.0;103.0
1279;Watersysteemheffing totaal;Waterschap Rivierenland (WS);2018;108.0;108.0
1280;Watersysteemheffing totaal;Waterschap Rivierenland (WS);2019;115.0;112.0
1281;Watersysteemheffing totaal;Waterschap Rivierenland (WS);2020;123.0;125.0
1282;Watersysteemheffing totaal;Waterschap Rivierenland (WS);2021;128.0;130.0
1283;Watersysteemheffing totaal;Waterschap Rivierenland (WS);2022;134.0;137.0
1284;Watersysteemheffing totaal;Waterschap Rivierenland (WS);2023;141.0;145.0
1285;Watersysteemheffing totaal;Waterschap Rivierenland (WS);2024;153.0;
1286;Watersysteemheffing totaal;Waterschap Rivierenland (WS);2025;162.0;
1287;Watersysteemheffing totaal;Hhs De Stichtse Rijnlanden (WS);2015;51.0;53.0
1288;Watersysteemheffing totaal;Hhs De Stichtse Rijnlanden (WS);2016;53.0;53.0
1289;Watersysteemheffing totaal;Hhs De Stichtse Rijnlanden (WS);2017;54.0;56.0
1290;Watersysteemheffing totaal;Hhs De Stichtse Rijnlanden (WS);2018;58.0;60.0
1291;Watersysteemheffing totaal;Hhs De Stichtse Rijnlanden (WS);2019;62.0;62.0
1292;Watersysteemheffing totaal;Hhs De Stichtse Rijnlanden (WS);2020;67.0;68.0
1293;Watersysteemheffing totaal;Hhs De Stichtse Rijnlanden (WS);2021;72.0;73.0
