ID;Vakantiekenmerken;Perioden;TotaalAantalVakantiesBuitenland_1;GemiddeldeVakantieduurBuitenland_2;TotaalUitgavenVakantiesBuitenland_3;GemiddeldeUitgavenBuitenland_4;GemiddeldeUitgavenMetEigenVervoer_5;GemiddeldeUitgavenMetOverigVervoer_6
0;10;2002;3585.0;3.3;867.0;242.0;166.0;417.0
1;10;2003;3456.0;3.3;730.0;211.0;161.0;325.0
2;10;2004;3563.0;3.2;756.0;212.0;159.0;331.0
3;10;2005;3291.0;3.3;684.0;208.0;159.0;318.0
4;10;2006;3229.0;3.3;684.0;212.0;161.0;317.0
5;10;2007;3662.0;3.3;788.0;215.0;160.0;333.0
6;10;2008;3363.0;3.3;772.0;230.0;178.0;349.0
7;10;2009;3816.0;3.3;903.0;237.0;161.0;400.0
8;10;2010;3624.0;3.3;837.0;231.0;161.0;400.0
9;10;2011;3701.0;3.3;787.0;213.0;154.0;331.0
10;10;2012;3785.0;3.3;904.0;239.0;166.0;373.0
11;10;2013;3646.0;3.3;912.0;250.0;179.0;388.0
12;10;2014;3511.0;3.3;839.0;239.0;174.0;371.0
13;10;2015;3677.0;3.3;877.0;238.0;179.0;345.0
14;10;2016;3603.0;3.3;890.0;247.0;174.0;379.0
15;België;2002;1209.0;3.2;168.0;139.0;;
16;België;2003;1239.0;3.2;163.0;132.0;126.0;
17;België;2004;1185.0;3.2;175.0;147.0;134.0;
18;België;2005;1057.0;3.1;153.0;145.0;136.0;
19;België;2006;1031.0;3.1;145.0;140.0;137.0;
20;België;2007;1172.0;3.2;167.0;143.0;134.0;
21;België;2008;1002.0;3.2;175.0;174.0;171.0;
22;België;2009;1101.0;3.1;164.0;149.0;146.0;166.0
23;België;2010;1166.0;3.1;167.0;143.0;146.0;166.0
24;België;2011;1108.0;3.2;154.0;139.0;128.0;189.0
25;België;2012;1036.0;3.1;157.0;152.0;134.0;
26;België;2013;979.0;3.1;161.0;165.0;164.0;
27;België;2014;779.0;3.1;128.0;164.0;156.0;
28;België;2015;847.0;3.0;121.0;143.0;145.0;
29;België;2016;729.0;3.0;114.0;156.0;155.0;
30;Luxemburg;2002;88.0;;;;;
31;Luxemburg;2003;73.0;;;;;
32;Luxemburg;2004;110.0;;;;;
33;Luxemburg;2005;99.0;;;;;
34;Luxemburg;2006;89.0;;;;;
35;Luxemburg;2007;54.0;;;;;
36;Luxemburg;2008;62.0;;;;;
37;Luxemburg;2009;60.0;;;;;
38;Luxemburg;2010;62.0;;;;;
39;Luxemburg;2011;45.0;;;;;
40;Luxemburg;2012;65.0;;;;;
41;Luxemburg;2013;;;;;;
42;Luxemburg;2014;;;;;;
43;Luxemburg;2015;;;;;;
44;Luxemburg;2016;;;;;;
45;Frankrijk;2002;674.0;3.4;218.0;324.0;;
46;Frankrijk;2003;564.0;3.3;165.0;293.0;230.0;
47;Frankrijk;2004;605.0;3.3;155.0;256.0;222.0;
48;Frankrijk;2005;590.0;3.3;145.0;245.0;216.0;
49;Frankrijk;2006;532.0;3.3;142.0;268.0;252.0;
50;Frankrijk;2007;551.0;3.4;137.0;249.0;222.0;
51;Frankrijk;2008;532.0;3.4;135.0;254.0;235.0;
52;Frankrijk;2009;534.0;3.4;155.0;290.0;245.0;368.0
53;Frankrijk;2010;535.0;3.5;148.0;276.0;245.0;368.0
54;Frankrijk;2011;499.0;3.5;124.0;248.0;239.0;272.0
55;Frankrijk;2012;532.0;3.4;147.0;276.0;;
56;Frankrijk;2013;437.0;3.4;115.0;262.0;;
57;Frankrijk;2014;502.0;3.3;115.0;229.0;;
58;Frankrijk;2015;428.0;3.4;124.0;290.0;;
59;Frankrijk;2016;396.0;3.3;105.0;265.0;;
60;Spanje;2002;77.0;;47.0;;;
61;Spanje;2003;48.0;;;;;
62;Spanje;2004;100.0;;;;;
63;Spanje;2005;74.0;;;;;
64;Spanje;2006;97.0;;;;;
65;Spanje;2007;109.0;;;;;
66;Spanje;2008;115.0;;;;;
67;Spanje;2009;100.0;;;;;
68;Spanje;2010;74.0;;;;;
69;Spanje;2011;125.0;;;;;
70;Spanje;2012;117.0;;;;;
71;Spanje;2013;;;;;;
72;Spanje;2014;;;;;;
73;Spanje;2015;;;;;;
74;Spanje;2016;;;;;;
75;Portugal;2002;3.0;;;;;
76;Portugal;2003;8.0;;;;;
77;Portugal;2004;12.0;;;;;
78;Portugal;2005;13.0;;;;;
79;Portugal;2006;12.0;;;;;
80;Portugal;2007;8.0;;;;;
81;Portugal;2008;9.0;;;;;
82;Portugal;2009;5.0;;;;;
83;Portugal;2010;12.0;;;;;
84;Portugal;2011;0.0;;;;;
85;Portugal;2012;24.0;;;;;
86;Portugal;2013;;;;;;
87;Portugal;2014;;;;;;
88;Portugal;2015;;;;;;
89;Portugal;2016;;;;;;
90;Oostenrijk;2002;17.0;;10.0;;;
91;Oostenrijk;2003;32.0;;;;;
92;Oostenrijk;2004;22.0;;;;;
93;Oostenrijk;2005;29.0;;;;;
94;Oostenrijk;2006;37.0;;;;;
95;Oostenrijk;2007;23.0;;;;;
96;Oostenrijk;2008;29.0;;;;;
97;Oostenrijk;2009;21.0;;;;;
98;Oostenrijk;2010;38.0;;;;;
99;Oostenrijk;2011;23.0;;;;;
100;Oostenrijk;2012;38.0;;;;;
101;Oostenrijk;2013;;;;;;
102;Oostenrijk;2014;;;;;;
103;Oostenrijk;2015;;;;;;
104;Oostenrijk;2016;;;;;;
105;Zwitserland;2002;36.0;;;;;
106;Zwitserland;2003;32.0;;;;;
107;Zwitserland;2004;36.0;;;;;
108;Zwitserland;2005;14.0;;;;;
109;Zwitserland;2006;19.0;;;;;
110;Zwitserland;2007;27.0;;;;;
111;Zwitserland;2008;26.0;;;;;
112;Zwitserland;2009;22.0;;;;;
113;Zwitserland;2010;34.0;;;;;
114;Zwitserland;2011;37.0;;;;;
115;Zwitserland;2012;25.0;;;;;
116;Zwitserland;2013;;;;;;
117;Zwitserland;2014;;;;;;
118;Zwitserland;2015;;;;;;
119;Zwitserland;2016;;;;;;
120;Groot-Brittannië;2002;345.0;3.3;127.0;369.0;;
121;Groot-Brittannië;2003;371.0;3.3;105.0;284.0;;
122;Groot-Brittannië;2004;273.0;;;;;
123;Groot-Brittannië;2005;240.0;;;;;
124;Groot-Brittannië;2006;272.0;;;;;
125;Groot-Brittannië;2007;322.0;;;;;
126;Groot-Brittannië;2008;226.0;;;;;
127;Groot-Brittannië;2009;272.0;;;;;
128;Groot-Brittannië;2010;307.0;;;;;
129;Groot-Brittannië;2011;313.0;;;;;
130;Groot-Brittannië;2012;306.0;;;;;
131;Groot-Brittannië;2013;;;;;;
132;Groot-Brittannië;2014;;;;;;
133;Groot-Brittannië;2015;;;;;;
134;Groot-Brittannië;2016;;;;;;
135;Noorwegen, Zweden, Finland;2002;14.0;;;;;
136;Noorwegen, Zweden, Finland;2003;21.0;;;;;
137;Noorwegen, Zweden, Finland;2004;12.0;;;;;
138;Noorwegen, Zweden, Finland;2005;3.0;;;;;
139;Noorwegen, Zweden, Finland;2006;25.0;;;;;
140;Noorwegen, Zweden, Finland;2007;16.0;;;;;
141;Noorwegen, Zweden, Finland;2008;23.0;;;;;
142;Noorwegen, Zweden, Finland;2009;15.0;;;;;
143;Noorwegen, Zweden, Finland;2010;38.0;;;;;
144;Noorwegen, Zweden, Finland;2011;45.0;;;;;
145;Noorwegen, Zweden, Finland;2012;46.0;;;;;
146;Noorwegen, Zweden, Finland;2013;;;;;;
147;Noorwegen, Zweden, Finland;2014;;;;;;
148;Noorwegen, Zweden, Finland;2015;;;;;;
149;Noorwegen, Zweden, Finland;2016;;;;;;
150;Denemarken;2002;10.0;;;;;
151;Denemarken;2003;23.0;;;;;
152;Denemarken;2004;42.0;;;;;
153;Denemarken;2005;27.0;;;;;
154;Denemarken;2006;15.0;;;;;
155;Denemarken;2007;24.0;;;;;
156;Denemarken;2008;29.0;;;;;
157;Denemarken;2009;17.0;;;;;
158;Denemarken;2010;22.0;;;;;
159;Denemarken;2011;32.0;;;;;
160;Denemarken;2012;29.0;;;;;
161;Denemarken;2013;;;;;;
162;Denemarken;2014;;;;;;
163;Denemarken;2015;;;;;;
164;Denemarken;2016;;;;;;
165;Duitsland;2002;983.0;3.3;177.0;180.0;;
166;Duitsland;2003;931.0;3.2;148.0;159.0;149.0;
167;Duitsland;2004;1029.0;3.2;175.0;170.0;151.0;
168;Duitsland;2005;990.0;3.3;162.0;163.0;147.0;
169;Duitsland;2006;937.0;3.3;150.0;160.0;143.0;
170;Duitsland;2007;1213.0;3.2;211.0;174.0;153.0;
171;Duitsland;2008;1118.0;3.2;177.0;158.0;148.0;
172;Duitsland;2009;1456.0;3.2;253.0;174.0;138.0;331.0
