ID;ProvincialTasks;Regions;Periods;Revenues_1;Expenditure_2;Balance_3;Revenues_4;Expenditure_5;Balance_6
329;General payments Provincial Fund ..;Oost-Nederland (LD);2022;616.7;0.0;616.7;166;0;166
330;General payments Provincial Fund ..;Oost-Nederland (LD);2023;739.7;0.0;739.7;197;0;197
331;General payments Provincial Fund ..;Oost-Nederland (LD);2024;829.0;0.0;829.0;219;0;219
332;General payments Provincial Fund ..;Oost-Nederland (LD);2025;875.7;0.0;875.7;230;0;230
333;General payments Provincial Fund ..;West-Nederland (LD);2017;718.9;0.0;718.9;88;0;88
334;General payments Provincial Fund ..;West-Nederland (LD);2018;760.2;0.0;760.2;93;0;93
335;General payments Provincial Fund ..;West-Nederland (LD);2019;819.1;0.0;819.1;99;0;99
336;General payments Provincial Fund ..;West-Nederland (LD);2020;830.6;0.0;830.6;100;0;100
337;General payments Provincial Fund ..;West-Nederland (LD);2021;843.3;3.0;840.3;101;0;101
338;General payments Provincial Fund ..;West-Nederland (LD);2022;872.1;3.5;868.6;104;0;103
339;General payments Provincial Fund ..;West-Nederland (LD);2023;1032.8;1.2;1031.7;121;0;121
340;General payments Provincial Fund ..;West-Nederland (LD);2024;1165.5;3.0;1162.5;135;0;135
341;General payments Provincial Fund ..;West-Nederland (LD);2025;1170.0;1.5;1168.6;135;0;135
342;General payments Provincial Fund ..;Zuid-Nederland (LD);2017;421.3;0.0;421.3;116;0;116
343;General payments Provincial Fund ..;Zuid-Nederland (LD);2018;442.1;0.0;442.1;121;0;121
344;General payments Provincial Fund ..;Zuid-Nederland (LD);2019;477.3;0.0;477.3;130;0;130
345;General payments Provincial Fund ..;Zuid-Nederland (LD);2020;494.0;0.0;494.0;134;0;134
346;General payments Provincial Fund ..;Zuid-Nederland (LD);2021;481.4;0.0;481.4;130;0;130
347;General payments Provincial Fund ..;Zuid-Nederland (LD);2022;477.9;0.0;477.9;129;0;129
348;General payments Provincial Fund ..;Zuid-Nederland (LD);2023;557.4;0.0;557.4;148;0;148
349;General payments Provincial Fund ..;Zuid-Nederland (LD);2024;621.3;0.0;621.3;164;0;164
350;General payments Provincial Fund ..;Zuid-Nederland (LD);2025;662.4;0.1;662.3;174;0;174
351;General payments Provincial Fund ..;Groningen (PV);2017;173.2;0.0;173.2;297;0;297
352;General payments Provincial Fund ..;Groningen (PV);2018;180.2;0.0;180.2;309;0;309
353;General payments Provincial Fund ..;Groningen (PV);2019;211.3;0.3;211.0;362;1;361
354;General payments Provincial Fund ..;Groningen (PV);2020;182.8;0.3;182.5;312;1;311
355;General payments Provincial Fund ..;Groningen (PV);2021;170.5;0.3;170.2;290;0;290
356;General payments Provincial Fund ..;Groningen (PV);2022;186.4;0.3;186.1;316;0;315
357;General payments Provincial Fund ..;Groningen (PV);2023;209.0;0.3;208.7;350;0;350
358;General payments Provincial Fund ..;Groningen (PV);2024;227.6;0.3;227.4;378;0;378
359;General payments Provincial Fund ..;Groningen (PV);2025;248.3;0.0;248.3;411;0;411
360;General payments Provincial Fund ..;Fryslân (PV);2017;202.0;0.0;202.0;312;0;312
361;General payments Provincial Fund ..;Fryslân (PV);2018;204.8;0.0;204.8;316;0;316
362;General payments Provincial Fund ..;Fryslân (PV);2019;202.5;0.0;202.5;313;0;313
363;General payments Provincial Fund ..;Fryslân (PV);2020;208.5;0.0;208.5;321;0;321
364;General payments Provincial Fund ..;Fryslân (PV);2021;217.7;0.0;217.7;334;0;334
365;General payments Provincial Fund ..;Fryslân (PV);2022;203.6;0.0;203.6;311;0;311
366;General payments Provincial Fund ..;Fryslân (PV);2023;226.3;0.0;226.3;343;0;343
367;General payments Provincial Fund ..;Fryslân (PV);2024;243.3;0.0;243.3;368;0;368
368;General payments Provincial Fund ..;Fryslân (PV);2025;259.5;0.0;259.5;391;0;391
369;General payments Provincial Fund ..;Drenthe (PV);2017;144.4;0.0;144.4;294;0;294
370;General payments Provincial Fund ..;Drenthe (PV);2018;140.3;0.0;140.3;285;0;285
371;General payments Provincial Fund ..;Drenthe (PV);2019;148.7;0.1;148.6;302;0;302
372;General payments Provincial Fund ..;Drenthe (PV);2020;159.5;0.1;159.4;323;0;323
373;General payments Provincial Fund ..;Drenthe (PV);2021;151.1;0.1;151.0;305;0;305
374;General payments Provincial Fund ..;Drenthe (PV);2022;151.2;0.1;151.1;304;0;304
375;General payments Provincial Fund ..;Drenthe (PV);2023;172.0;0.1;171.9;343;0;342
376;General payments Provincial Fund ..;Drenthe (PV);2024;188.5;0.0;188.5;374;0;374
377;General payments Provincial Fund ..;Drenthe (PV);2025;194.1;0.1;194.0;383;0;383
378;General payments Provincial Fund ..;Overijssel (PV);2017;195.6;0.0;195.6;170;0;170
379;General payments Provincial Fund ..;Overijssel (PV);2018;187.4;0.0;187.4;163;0;163
380;General payments Provincial Fund ..;Overijssel (PV);2019;199.2;0.0;199.2;172;0;172
381;General payments Provincial Fund ..;Overijssel (PV);2020;202.4;0.0;202.4;174;0;174
382;General payments Provincial Fund ..;Overijssel (PV);2021;204.1;0.0;204.1;175;0;175
383;General payments Provincial Fund ..;Overijssel (PV);2022;196.8;0.0;196.8;168;0;168
384;General payments Provincial Fund ..;Overijssel (PV);2023;230.3;0.0;230.3;194;0;194
385;General payments Provincial Fund ..;Overijssel (PV);2024;257.3;0.0;257.3;216;0;216
386;General payments Provincial Fund ..;Overijssel (PV);2025;265.8;0.0;265.8;222;0;222
387;General payments Provincial Fund ..;Flevoland (PV);2017;93.1;0.0;93.1;228;0;228
388;General payments Provincial Fund ..;Flevoland (PV);2018;84.7;0.0;84.7;206;0;206
389;General payments Provincial Fund ..;Flevoland (PV);2019;91.3;0.0;91.3;219;0;219
390;General payments Provincial Fund ..;Flevoland (PV);2020;107.6;0.0;107.6;254;0;254
391;General payments Provincial Fund ..;Flevoland (PV);2021;109.0;0.0;109.0;254;0;254
392;General payments Provincial Fund ..;Flevoland (PV);2022;117.2;0.0;117.2;269;0;269
393;General payments Provincial Fund ..;Flevoland (PV);2023;149.4;0.0;149.4;336;0;336
394;General payments Provincial Fund ..;Flevoland (PV);2024;172.8;0.0;172.8;383;0;383
395;General payments Provincial Fund ..;Flevoland (PV);2025;171.9;0.0;171.9;377;0;377
396;General payments Provincial Fund ..;Gelderland (PV);2017;225.9;0.0;225.9;110;0;110
397;General payments Provincial Fund ..;Gelderland (PV);2018;249.9;0.0;249.9;121;0;121
398;General payments Provincial Fund ..;Gelderland (PV);2019;259.5;0.0;259.5;125;0;125
399;General payments Provincial Fund ..;Gelderland (PV);2020;283.4;0.0;283.4;136;0;136
400;General payments Provincial Fund ..;Gelderland (PV);2021;286.3;0.0;286.3;137;0;137
401;General payments Provincial Fund ..;Gelderland (PV);2022;302.7;0.0;302.7;143;0;143
402;General payments Provincial Fund ..;Gelderland (PV);2023;359.9;0.0;359.9;169;0;169
403;General payments Provincial Fund ..;Gelderland (PV);2024;398.9;0.0;398.9;186;0;186
404;General payments Provincial Fund ..;Gelderland (PV);2025;438.0;0.0;438.0;203;0;203
405;General payments Provincial Fund ..;Utrecht (PV);2017;193.1;0.0;193.1;150;0;150
406;General payments Provincial Fund ..;Utrecht (PV);2018;205.6;0.0;205.6;159;0;159
407;General payments Provincial Fund ..;Utrecht (PV);2019;219.2;0.0;219.2;163;0;163
408;General payments Provincial Fund ..;Utrecht (PV);2020;220.5;0.0;220.5;163;0;163
409;General payments Provincial Fund ..;Utrecht (PV);2021;233.7;0.0;233.7;172;0;172
410;General payments Provincial Fund ..;Utrecht (PV);2022;236.3;0.0;236.3;173;0;173
411;General payments Provincial Fund ..;Utrecht (PV);2023;275.5;0.0;275.5;199;0;199
412;General payments Provincial Fund ..;Utrecht (PV);2024;309.6;0.0;309.6;221;0;221
413;General payments Provincial Fund ..;Utrecht (PV);2025;315.9;0.0;315.9;224;0;224
414;General payments Provincial Fund ..;Noord-Holland (PV);2017;182.7;0.0;182.7;65;0;65
415;General payments Provincial Fund ..;Noord-Holland (PV);2018;189.0;0.0;189.0;67;0;67
416;General payments Provincial Fund ..;Noord-Holland (PV);2019;206.8;0.0;206.8;72;0;72
417;General payments Provincial Fund ..;Noord-Holland (PV);2020;211.5;0.0;211.5;73;0;73
418;General payments Provincial Fund ..;Noord-Holland (PV);2021;208.7;0.0;208.7;72;0;72
419;General payments Provincial Fund ..;Noord-Holland (PV);2022;220.9;0.0;220.9;76;0;76
420;General payments Provincial Fund ..;Noord-Holland (PV);2023;269.8;0.0;269.8;91;0;91
421;General payments Provincial Fund ..;Noord-Holland (PV);2024;306.3;0.0;306.3;103;0;103
422;General payments Provincial Fund ..;Noord-Holland (PV);2025;294.6;0.0;294.6;98;0;98
423;General payments Provincial Fund ..;Zuid-Holland (PV);2017;236.4;0.0;236.4;65;0;65
424;General payments Provincial Fund ..;Zuid-Holland (PV);2018;256.0;0.0;256.0;70;0;70
425;General payments Provincial Fund ..;Zuid-Holland (PV);2019;276.3;0.0;276.3;75;0;75
426;General payments Provincial Fund ..;Zuid-Holland (PV);2020;278.8;0.0;278.8;75;0;75
427;General payments Provincial Fund ..;Zuid-Holland (PV);2021;279.1;0.0;279.1;75;0;75
428;General payments Provincial Fund ..;Zuid-Holland (PV);2022;290.3;0.0;290.3;77;0;77
429;General payments Provincial Fund ..;Zuid-Holland (PV);2023;345.2;0.0;345.2;91;0;91
430;General payments Provincial Fund ..;Zuid-Holland (PV);2024;392.1;0.0;392.1;102;0;102
431;General payments Provincial Fund ..;Zuid-Holland (PV);2025;394.3;0.0;394.3;102;0;102
432;General payments Provincial Fund ..;Zeeland (PV);2017;106.7;0.0;106.7;280;0;280
433;General payments Provincial Fund ..;Zeeland (PV);2018;109.6;0.0;109.6;287;0;287
434;General payments Provincial Fund ..;Zeeland (PV);2019;116.9;0.0;116.9;305;0;305
435;General payments Provincial Fund ..;Zeeland (PV);2020;119.8;0.0;119.8;312;0;312
436;General payments Provincial Fund ..;Zeeland (PV);2021;121.8;3.0;118.8;316;8;308
437;General payments Provincial Fund ..;Zeeland (PV);2022;124.5;3.5;121.1;322;9;313
438;General payments Provincial Fund ..;Zeeland (PV);2023;142.3;1.2;141.1;364;3;361
439;General payments Provincial Fund ..;Zeeland (PV);2024;157.4;3.0;154.4;402;8;394
440;General payments Provincial Fund ..;Zeeland (PV);2025;165.2;1.5;163.8;420;4;417
441;General payments Provincial Fund ..;Noord-Brabant (PV);2017;223.9;0.0;223.9;89;0;89
442;General payments Provincial Fund ..;Noord-Brabant (PV);2018;224.4;0.0;224.4;89;0;89
443;General payments Provincial Fund ..;Noord-Brabant (PV);2019;252.1;0.0;252.1;99;0;99
444;General payments Provincial Fund ..;Noord-Brabant (PV);2020;263.6;0.0;263.6;103;0;103
445;General payments Provincial Fund ..;Noord-Brabant (PV);2021;275.3;0.0;275.3;107;0;107
446;General payments Provincial Fund ..;Noord-Brabant (PV);2022;277.8;0.0;277.8;107;0;107
447;General payments Provincial Fund ..;Noord-Brabant (PV);2023;333.6;0.0;333.6;127;0;127
448;General payments Provincial Fund ..;Noord-Brabant (PV);2024;375.0;0.0;375.0;142;0;142
449;General payments Provincial Fund ..;Noord-Brabant (PV);2025;391.2;0.0;391.2;147;0;147
450;General payments Provincial Fund ..;Limburg (PV);2017;197.4;0.0;197.4;177;0;177
451;General payments Provincial Fund ..;Limburg (PV);2018;217.7;0.0;217.7;195;0;195
452;General payments Provincial Fund ..;Limburg (PV);2019;225.1;0.0;225.1;202;0;202
453;General payments Provincial Fund ..;Limburg (PV);2020;230.5;0.0;230.5;206;0;206
454;General payments Provincial Fund ..;Limburg (PV);2021;206.1;0.0;206.1;185;0;185
455;General payments Provincial Fund ..;Limburg (PV);2022;200.1;0.0;200.1;179;0;179
456;General payments Provincial Fund ..;Limburg (PV);2023;223.8;0.0;223.8;198;0;198
457;General payments Provincial Fund ..;Limburg (PV);2024;246.3;0.0;246.3;217;0;217
458;General payments Provincial Fund ..;Limburg (PV);2025;271.2;0.1;271.1;239;0;239
459;Revenues provincial taxes;The Netherlands;2017;1567.1;0.0;1567.1;92;0;92
460;Revenues provincial taxes;The Netherlands;2018;1604.8;0.0;1604.8;93;0;93
461;Revenues provincial taxes;The Netherlands;2019;1644.6;0.0;1644.6;95;0;95
462;Revenues provincial taxes;The Netherlands;2020;1660.6;0.0;1660.6;95;0;95
463;Revenues provincial taxes;The Netherlands;2021;1702.3;0.0;1702.3;97;0;97
464;Revenues provincial taxes;The Netherlands;2022;1736.5;0.0;1736.5;99;0;99
465;Revenues provincial taxes;The Netherlands;2023;1803.5;0.0;1803.5;101;0;101
466;Revenues provincial taxes;The Netherlands;2024;1878.6;0.0;1878.6;105;0;105
467;Revenues provincial taxes;The Netherlands;2025;1998.2;0.7;1997.5;111;0;111
468;Revenues provincial taxes;Noord-Nederland (LD);2017;161.4;0.0;161.4;94;0;94
469;Revenues provincial taxes;Noord-Nederland (LD);2018;166.0;0.0;166.0;96;0;96
470;Revenues provincial taxes;Noord-Nederland (LD);2019;169.3;0.0;169.3;98;0;98
471;Revenues provincial taxes;Noord-Nederland (LD);2020;186.7;0.0;186.7;108;0;108
472;Revenues provincial taxes;Noord-Nederland (LD);2021;190.3;0.0;190.3;110;0;110
473;Revenues provincial taxes;Noord-Nederland (LD);2022;194.5;0.0;194.5;112;0;112
474;Revenues provincial taxes;Noord-Nederland (LD);2023;199.0;0.0;199.0;113;0;113
475;Revenues provincial taxes;Noord-Nederland (LD);2024;200.9;0.0;200.9;114;0;114
476;Revenues provincial taxes;Noord-Nederland (LD);2025;206.4;0.0;206.4;116;0;116
477;Revenues provincial taxes;Oost-Nederland (LD);2017;369.6;0.0;369.6;103;0;103
478;Revenues provincial taxes;Oost-Nederland (LD);2018;389.5;0.0;389.5;108;0;108
479;Revenues provincial taxes;Oost-Nederland (LD);2019;401.7;0.0;401.7;110;0;110
480;Revenues provincial taxes;Oost-Nederland (LD);2020;389.4;0.0;389.4;106;0;106
481;Revenues provincial taxes;Oost-Nederland (LD);2021;397.6;0.0;397.6;108;0;108
482;Revenues provincial taxes;Oost-Nederland (LD);2022;399.2;0.0;399.2;107;0;107
483;Revenues provincial taxes;Oost-Nederland (LD);2023;409.0;0.0;409.0;109;0;109
484;Revenues provincial taxes;Oost-Nederland (LD);2024;415.7;0.0;415.7;110;0;110
485;Revenues provincial taxes;Oost-Nederland (LD);2025;443.8;0.0;443.8;116;0;116
486;Revenues provincial taxes;West-Nederland (LD);2017;677.2;0.0;677.2;83;0;83
487;Revenues provincial taxes;West-Nederland (LD);2018;694.6;0.0;694.6;85;0;85
488;Revenues provincial taxes;West-Nederland (LD);2019;709.7;0.0;709.7;86;0;86
489;Revenues provincial taxes;West-Nederland (LD);2020;719.1;0.0;719.1;86;0;86
490;Revenues provincial taxes;West-Nederland (LD);2021;737.6;0.0;737.6;88;0;88
491;Revenues provincial taxes;West-Nederland (LD);2022;758.4;0.0;758.4;90;0;90
492;Revenues provincial taxes;West-Nederland (LD);2023;797.7;0.0;797.7;93;0;93
493;Revenues provincial taxes;West-Nederland (LD);2024;853.7;0.0;853.7;99;0;99
494;Revenues provincial taxes;West-Nederland (LD);2025;916.1;0.0;916.1;106;0;106
495;Revenues provincial taxes;Zuid-Nederland (LD);2017;358.9;0.0;358.9;99;0;99
496;Revenues provincial taxes;Zuid-Nederland (LD);2018;354.7;0.0;354.7;97;0;97
497;Revenues provincial taxes;Zuid-Nederland (LD);2019;363.9;0.0;363.9;99;0;99
498;Revenues provincial taxes;Zuid-Nederland (LD);2020;365.4;0.0;365.4;99;0;99
499;Revenues provincial taxes;Zuid-Nederland (LD);2021;376.8;0.0;376.8;102;0;102
500;Revenues provincial taxes;Zuid-Nederland (LD);2022;384.4;0.0;384.4;104;0;104
501;Revenues provincial taxes;Zuid-Nederland (LD);2023;397.8;0.0;397.8;106;0;106
502;Revenues provincial taxes;Zuid-Nederland (LD);2024;408.3;0.0;408.3;108;0;108
503;Revenues provincial taxes;Zuid-Nederland (LD);2025;431.9;0.7;431.2;114;0;113
504;Revenues provincial taxes;Groningen (PV);2017;54.2;0.0;54.2;93;0;93
505;Revenues provincial taxes;Groningen (PV);2018;56.2;0.0;56.2;96;0;96
506;Revenues provincial taxes;Groningen (PV);2019;56.2;0.0;56.2;96;0;96
507;Revenues provincial taxes;Groningen (PV);2020;57.8;0.0;57.8;99;0;99
508;Revenues provincial taxes;Groningen (PV);2021;59.6;0.0;59.6;102;0;102
509;Revenues provincial taxes;Groningen (PV);2022;62.7;0.0;62.7;106;0;106
510;Revenues provincial taxes;Groningen (PV);2023;64.4;0.0;64.4;108;0;108
511;Revenues provincial taxes;Groningen (PV);2024;64.3;0.0;64.3;107;0;107
512;Revenues provincial taxes;Groningen (PV);2025;67.5;0.0;67.5;112;0;112
513;Revenues provincial taxes;Fryslân (PV);2017;51.6;0.0;51.6;80;0;80
514;Revenues provincial taxes;Fryslân (PV);2018;53.9;0.0;53.9;83;0;83
515;Revenues provincial taxes;Fryslân (PV);2019;55.9;0.0;55.9;86;0;86
516;Revenues provincial taxes;Fryslân (PV);2020;69.9;0.0;69.9;107;0;107
517;Revenues provincial taxes;Fryslân (PV);2021;71.1;0.0;71.1;109;0;109
518;Revenues provincial taxes;Fryslân (PV);2022;71.0;0.0;71.0;109;0;109
519;Revenues provincial taxes;Fryslân (PV);2023;72.6;0.0;72.6;110;0;110
520;Revenues provincial taxes;Fryslân (PV);2024;74.6;0.0;74.6;113;0;113
521;Revenues provincial taxes;Fryslân (PV);2025;76.9;0.0;76.9;116;0;116
522;Revenues provincial taxes;Drenthe (PV);2017;55.6;0.0;55.6;113;0;113
523;Revenues provincial taxes;Drenthe (PV);2018;55.9;0.0;55.9;114;0;114
524;Revenues provincial taxes;Drenthe (PV);2019;57.2;0.0;57.2;116;0;116
525;Revenues provincial taxes;Drenthe (PV);2020;59.1;0.0;59.1;120;0;120
526;Revenues provincial taxes;Drenthe (PV);2021;59.6;0.0;59.6;120;0;120
527;Revenues provincial taxes;Drenthe (PV);2022;60.8;0.0;60.8;122;0;122
528;Revenues provincial taxes;Drenthe (PV);2023;62.0;0.0;62.0;123;0;123
529;Revenues provincial taxes;Drenthe (PV);2024;62.0;0.0;62.0;123;0;123
530;Revenues provincial taxes;Drenthe (PV);2025;62.0;0.0;62.0;122;0;122
531;Revenues provincial taxes;Overijssel (PV);2017;105.0;0.0;105.0;91;0;91
532;Revenues provincial taxes;Overijssel (PV);2018;106.7;0.0;106.7;93;0;93
533;Revenues provincial taxes;Overijssel (PV);2019;109.1;0.0;109.1;94;0;94
534;Revenues provincial taxes;Overijssel (PV);2020;111.8;0.0;111.8;96;0;96
535;Revenues provincial taxes;Overijssel (PV);2021;112.3;0.0;112.3;96;0;96
536;Revenues provincial taxes;Overijssel (PV);2022;112.8;0.0;112.8;96;0;96
537;Revenues provincial taxes;Overijssel (PV);2023;115.5;0.0;115.5;98;0;98
538;Revenues provincial taxes;Overijssel (PV);2024;121.3;0.0;121.3;102;0;102
539;Revenues provincial taxes;Overijssel (PV);2025;124.8;0.0;124.8;104;0;104
540;Revenues provincial taxes;Flevoland (PV);2017;52.8;0.0;52.8;129;0;129
541;Revenues provincial taxes;Flevoland (PV);2018;70.1;0.0;70.1;170;0;170
542;Revenues provincial taxes;Flevoland (PV);2019;73.7;0.0;73.7;177;0;177
543;Revenues provincial taxes;Flevoland (PV);2020;59.0;0.0;59.0;139;0;139
544;Revenues provincial taxes;Flevoland (PV);2021;59.1;0.0;59.1;138;0;138
545;Revenues provincial taxes;Flevoland (PV);2022;57.2;0.0;57.2;132;0;132
546;Revenues provincial taxes;Flevoland (PV);2023;54.1;0.0;54.1;122;0;122
547;Revenues provincial taxes;Flevoland (PV);2024;40.4;0.0;40.4;90;0;90
548;Revenues provincial taxes;Flevoland (PV);2025;42.3;0.0;42.3;93;0;93
549;Revenues provincial taxes;Gelderland (PV);2017;211.9;0.0;211.9;103;0;103
550;Revenues provincial taxes;Gelderland (PV);2018;212.8;0.0;212.8;103;0;103
551;Revenues provincial taxes;Gelderland (PV);2019;218.9;0.0;218.9;106;0;106
552;Revenues provincial taxes;Gelderland (PV);2020;218.6;0.0;218.6;105;0;105
553;Revenues provincial taxes;Gelderland (PV);2021;226.2;0.0;226.2;108;0;108
554;Revenues provincial taxes;Gelderland (PV);2022;229.2;0.0;229.2;109;0;109
555;Revenues provincial taxes;Gelderland (PV);2023;239.4;0.0;239.4;112;0;112
556;Revenues provincial taxes;Gelderland (PV);2024;254.0;0.0;254.0;118;0;118
557;Revenues provincial taxes;Gelderland (PV);2025;276.7;0.0;276.7;128;0;128
558;Revenues provincial taxes;Utrecht (PV);2017;118.1;0.0;118.1;92;0;92
559;Revenues provincial taxes;Utrecht (PV);2018;121.1;0.0;121.1;93;0;93
560;Revenues provincial taxes;Utrecht (PV);2019;122.0;0.0;122.0;91;0;91
561;Revenues provincial taxes;Utrecht (PV);2020;128.0;0.0;128.0;94;0;94
562;Revenues provincial taxes;Utrecht (PV);2021;133.4;0.0;133.4;98;0;98
563;Revenues provincial taxes;Utrecht (PV);2022;139.4;0.0;139.4;102;0;102
564;Revenues provincial taxes;Utrecht (PV);2023;145.1;0.0;145.1;105;0;105
