ID;SelectieEersteJaar;SelectieTweedeJaar;Perioden;Koopkrachtverandering_1;k_10ePercentiel_2;k_25ePercentiel_3;k_50ePercentiel_4;k_75ePercentiel_5;k_90ePercentiel_6;PercentageVanDeBevolking_7;PercentageVanCategorieInEersteJaar_8;PercentageAchteruit_9
0;505;505;1977-1979;2.2;-11;-2.1;2.2;8.5;19;100;100.0;34
1;505;505;1979-1981;-2.0;-17;-7.1;-2.0;3.0;12;100;100.0;63
2;505;505;1981-1983;-2.3;-16;-7.2;-2.3;2.8;13;100;100.0;63
3;505;505;1983-1985;-0.5;-14;-5.0;-0.5;4.9;15;100;100.0;53
4;505;505;1984-1985;1.6;-19;-4.8;1.6;9.8;25;100;100.0;43
5;505;505;1985-1986;4.2;-16;-2.2;4.2;12.3;28;100;100.0;32
6;505;505;1985-1987;4.2;-10;-0.7;4.2;10.3;19;100;100.0;28
7;505;505;1986-1987;3.9;-16;-2.8;3.9;13.1;29;100;100.0;32
8;505;505;1987-1988;1.5;-18;-4.4;1.5;9.6;24;100;100.0;42
9;505;505;1987-1989;2.3;-10;-2.1;2.3;8.1;17;100;100.0;34
10;505;505;1988-1989;2.7;-15;-2.8;2.7;10.8;26;100;100.0;34
11;505;505;1989-1990;3.7;-16;-3.0;3.7;12.2;26;100;100.0;33
12;505;505;1989-1991;2.4;-11;-2.2;2.4;8.5;18;100;100.0;35
13;505;505;1990-1991;0.7;-18;-4.7;0.7;8.5;23;100;100.0;46
14;505;505;1991-1992;0.5;-17;-4.7;0.5;7.7;21;100;100.0;44
15;505;505;1991-1993;0.8;-13;-3.6;0.8;6.1;14;100;100.0;42
16;505;505;1992-1993;1.0;-18;-4.8;1.0;7.7;20;100;100.0;42
17;505;505;1993-1994;0.0;-18;-5.6;0.0;7.5;21;100;100.0;50
18;505;505;1993-1995;0.5;-12;-3.8;0.5;5.9;15;100;100.0;46
19;505;505;1994-1995;1.0;-17;-4.6;1.0;8.6;23;100;100.0;42
20;505;505;1995-1996;1.3;-17;-4.4;1.3;8.5;22;100;100.0;41
21;505;505;1995-1997;1.3;-12;-3.1;1.3;6.8;16;100;100.0;39
22;505;505;1996-1997;1.5;-16;-4.5;1.5;9.6;23;100;100.0;41
23;505;505;1997-1998;2.8;-15;-3.4;2.8;10.1;24;100;100.0;35
24;505;505;1997-1999;1.9;-11;-2.6;1.9;7.6;17;100;100.0;36
25;505;505;1998-1999;1.2;-17;-4.6;1.2;9.7;25;100;100.0;40
26;505;505;1999-2000;2.0;-16;-3.6;2.0;11.2;27;100;100.0;37
27;505;501;1977-1979;1.2;-15;-3.3;1.2;4.3;11;48;48.0;39
28;505;501;1979-1981;-3.0;-21;-8.6;-3.0;0.0;6;50;50.0;75
29;505;501;1981-1983;-2.9;-20;-7.8;-2.9;0.5;6;51;51.0;72
30;505;501;1983-1985;-1.3;-19;-6.6;-1.3;3.1;10;45;45.0;58
31;505;501;1984-1985;0.1;-26;-6.6;0.1;6.6;18;44;44.0;50
32;505;501;1985-1986;2.4;-20;-3.6;2.4;8.4;20;41;41.0;38
33;505;501;1985-1987;1.9;-15;-3.1;1.9;7.0;13;39;39.0;37
34;505;501;1986-1987;2.1;-23;-4.6;2.1;8.9;22;39;39.0;38
35;505;501;1987-1988;0.5;-22;-5.8;0.5;6.3;18;38;38.0;47
36;505;501;1987-1989;0.8;-14;-4.3;0.8;5.1;12;38;38.0;43
37;505;501;1988-1989;1.4;-20;-4.2;1.4;7.1;19;37;37.0;38
38;505;501;1989-1990;1.5;-23;-5.4;1.5;7.9;20;37;37.0;40
39;505;501;1989-1991;0.5;-16;-4.4;0.5;4.7;12;37;37.0;45
40;505;501;1990-1991;-0.6;-22;-6.0;-0.6;4.7;16;37;37.0;55
41;505;501;1991-1992;-0.1;-20;-5.7;-0.1;4.1;15;37;37.0;51
42;505;501;1991-1993;0.0;-17;-5.3;0.0;3.2;10;37;37.0;50
43;505;501;1992-1993;0.2;-24;-5.9;0.2;4.5;14;37;37.0;48
44;505;501;1993-1994;-1.3;-24;-7.0;-1.3;4.1;15;36;36.0;59
45;505;501;1993-1995;-0.7;-18;-5.9;-0.7;2.9;10;36;36.0;59
46;505;501;1994-1995;0.0;-23;-6.2;0.0;5.1;17;36;36.0;50
47;505;501;1995-1996;0.5;-22;-5.3;0.5;5.6;17;35;35.0;45
48;505;501;1995-1997;0.5;-16;-4.6;0.5;4.2;11;35;35.0;45
49;505;501;1996-1997;0.7;-21;-5.7;0.7;6.5;19;35;35.0;44
50;505;501;1997-1998;2.0;-20;-4.4;2.0;7.0;20;35;35.0;38
51;505;501;1997-1999;1.1;-16;-4.5;1.1;4.6;13;35;35.0;42
52;505;501;1998-1999;0.5;-23;-5.9;0.5;6.2;20;35;35.0;44
53;505;501;1999-2000;0.8;-22;-4.7;0.8;8.2;23;35;35.0;42
54;505;502;1977-1979;3.4;-10;-2.0;3.4;10.9;21;35;35.0;32
55;505;502;1979-1981;-0.9;-15;-6.3;-0.9;4.7;13;36;36.0;55
56;505;502;1981-1983;-1.8;-15;-7.2;-1.8;4.8;18;33;33.0;57
57;505;502;1983-1985;-0.1;-12;-4.2;-0.1;6.1;17;40;40.0;51
58;505;502;1984-1985;2.3;-15;-3.8;2.3;10.8;27;39;39.0;39
59;505;502;1985-1986;5.2;-15;-1.2;5.2;12.8;31;40;40.0;28
60;505;502;1985-1987;4.9;-7;0.3;4.9;11.5;22;42;42.0;24
61;505;502;1986-1987;4.4;-13;-2.0;4.4;14.4;32;42;42.0;30
62;505;502;1987-1988;1.6;-17;-4.1;1.6;10.0;24;43;43.0;41
63;505;502;1987-1989;2.4;-9;-1.6;2.4;8.5;18;43;43.0;33
64;505;502;1988-1989;2.7;-14;-2.5;2.7;10.9;26;44;44.0;33
65;505;502;1989-1990;4.2;-13;-2.3;4.2;12.7;27;44;44.0;31
66;505;502;1989-1991;2.8;-10;-1.8;2.8;8.9;19;46;46.0;33
67;505;502;1990-1991;1.2;-17;-4.5;1.2;9.1;25;45;45.0;44
68;505;502;1991-1992;0.6;-16;-4.8;0.6;7.6;21;46;46.0;44
69;505;502;1991-1993;1.0;-11;-3.4;1.0;6.2;15;46;46.0;41
70;505;502;1992-1993;1.2;-17;-4.7;1.2;8.0;21;46;46.0;40
71;505;502;1993-1994;0.3;-17;-5.4;0.3;7.7;22;47;47.0;48
72;505;502;1993-1995;0.7;-11;-3.5;0.7;6.1;15;48;48.0;44
73;505;502;1994-1995;1.3;-15;-4.4;1.3;8.6;23;47;47.0;41
74;505;502;1995-1996;1.3;-16;-4.4;1.3;8.4;22;48;48.0;40
75;505;502;1995-1997;1.3;-11;-3.1;1.3;6.6;16;49;49.0;39
76;505;502;1996-1997;1.4;-15;-4.7;1.4;9.1;23;49;49.0;42
77;505;502;1997-1998;2.6;-15;-3.7;2.6;9.5;24;50;50.0;36
78;505;502;1997-1999;1.8;-10;-2.7;1.8;7.1;16;50;50.0;36
79;505;502;1998-1999;1.2;-16;-4.7;1.2;9.3;24;50;50.0;41
