ID;SelectieEersteJaar;SelectieTweedeJaar;Perioden;Koopkrachtverandering_1;k_10ePercentiel_2;k_25ePercentiel_3;k_50ePercentiel_4;k_75ePercentiel_5;k_90ePercentiel_6;PercentageVanDeBevolking_7;PercentageVanCategorieInEersteJaar_8;PercentageAchteruit_9
80;505;502;1999-2000;2.0;-15;-3.8;2.0;10.6;26;50;50.0;38
81;505;503;1977-1979;7.8;-6;0.8;7.8;16.9;28;17;17.0;23
82;505;503;1979-1981;0.9;-10;-4.3;0.9;8.8;20;15;15.0;46
83;505;503;1981-1983;0.1;-12;-5.5;0.1;8.1;21;16;16.0;49
84;505;503;1983-1985;0.3;-12;-4.8;0.3;8.2;21;16;16.0;48
85;505;503;1984-1985;4.1;-13;-2.8;4.1;15.6;32;17;17.0;34
86;505;503;1985-1986;7.7;-10;-1.2;7.7;18.6;35;19;19.0;28
87;505;503;1985-1987;7.9;-5;2.1;7.9;13.8;24;19;19.0;18
88;505;503;1986-1987;7.4;-12;-1.0;7.4;16.8;37;19;19.0;27
89;505;503;1987-1988;4.9;-13;-3.1;4.9;14.3;29;19;19.0;34
90;505;503;1987-1989;5.8;-5;0.5;5.8;12.3;21;19;19.0;23
91;505;503;1988-1989;6.2;-11;-1.4;6.2;17.1;34;20;20.0;29
92;505;503;1989-1990;8.2;-10;-0.1;8.2;18.0;33;19;19.0;25
93;505;503;1989-1991;6.6;-5;0.9;6.6;13.6;23;18;18.0;22
94;505;503;1990-1991;4.3;-13;-3.2;4.3;14.4;30;18;18.0;35
95;505;503;1991-1992;4.6;-12;-2.3;4.6;13.7;27;18;18.0;33
96;505;503;1991-1993;4.4;-7;-0.9;4.4;10.6;18;17;17.0;29
97;505;503;1992-1993;4.3;-13;-3.1;4.3;12.9;26;17;17.0;34
98;505;503;1993-1994;3.9;-13;-3.4;3.9;13.4;29;16;16.0;35
99;505;503;1993-1995;4.4;-6;-0.8;4.4;11.0;20;16;16.0;29
100;505;503;1994-1995;5.3;-11;-2.0;5.3;15.5;32;16;16.0;31
101;505;503;1995-1996;4.7;-12;-2.7;4.7;14.5;29;16;16.0;33
102;505;503;1995-1997;5.3;-6;0.1;5.3;12.0;21;16;16.0;25
103;505;503;1996-1997;6.2;-11;-1.4;6.2;16.1;31;16;16.0;29
104;505;503;1997-1998;7.3;-10;-0.4;7.3;17.5;32;15;15.0;26
105;505;503;1997-1999;6.6;-5;0.8;6.6;13.3;22;16;16.0;22
106;505;503;1998-1999;6.1;-11;-1.7;6.1;16.5;32;16;16.0;30
107;505;503;1999-2000;7.4;-10;-0.5;7.4;17.5;34;16;16.0;27
108;505;504;1977-1979;4.6;-9;-1.2;4.6;13.1;24;52;52.0;29
109;505;504;1979-1981;-0.4;-14;-5.8;-0.4;5.8;16;50;50.0;52
110;505;504;1981-1983;-1.0;-14;-6.7;-1.0;5.8;19;49;49.0;54
111;505;504;1983-1985;0.0;-12;-4.4;0.0;6.7;19;55;55.0;50
112;505;504;1984-1985;2.8;-15;-3.5;2.8;12.2;29;56;56.0;37
113;505;504;1985-1986;5.9;-13;-1.2;5.9;15.0;33;59;59.0;28
114;505;504;1985-1987;5.7;-7;0.8;5.7;12.4;22;61;61.0;22
115;505;504;1986-1987;5.2;-13;-1.7;5.2;15.3;33;61;61.0;29
116;505;504;1987-1988;2.4;-16;-3.7;2.4;11.5;26;62;62.0;38
117;505;504;1987-1989;3.4;-8;-1.0;3.4;9.8;19;62;62.0;30
118;505;504;1988-1989;3.6;-13;-2.1;3.6;12.8;29;63;63.0;32
119;505;504;1989-1990;5.3;-13;-1.6;5.3;14.5;29;63;63.0;29
120;505;504;1989-1991;3.7;-8;-1.0;3.7;10.5;20;63;63.0;30
121;505;504;1990-1991;1.9;-16;-4.1;1.9;10.7;26;63;63.0;41
122;505;504;1991-1992;1.5;-15;-4.1;1.5;9.5;23;63;63.0;41
123;505;504;1991-1993;1.7;-10;-2.7;1.7;7.6;16;63;63.0;38
124;505;504;1992-1993;1.8;-16;-4.2;1.8;9.4;23;63;63.0;38
125;505;504;1993-1994;1.1;-16;-4.9;1.1;9.2;24;64;64.0;45
126;505;504;1993-1995;1.5;-10;-2.8;1.5;7.5;17;64;64.0;40
127;505;504;1994-1995;1.9;-14;-3.8;1.9;10.5;26;64;64.0;39
128;505;504;1995-1996;1.9;-15;-4.0;1.9;10.0;25;65;65.0;38
129;505;504;1995-1997;2.1;-10;-2.4;2.1;8.1;17;65;65.0;36
130;505;504;1996-1997;2.2;-14;-4.0;2.2;11.0;25;65;65.0;39
131;505;504;1997-1998;3.3;-14;-3.0;3.3;11.6;26;65;65.0;34
132;505;504;1997-1999;2.6;-9;-1.9;2.6;8.9;18;65;65.0;33
133;505;504;1998-1999;2.1;-15;-4.0;2.1;11.2;26;65;65.0;38
134;505;504;1999-2000;3.1;-14;-3.1;3.1;12.5;28;65;65.0;35
135;501;505;1977-1979;2.3;-5;-0.4;2.3;7.6;20;50;100.0;27
136;501;505;1979-1981;-1.6;-9;-4.4;-1.6;3.5;14;48;100.0;63
137;501;505;1981-1983;-1.5;-10;-4.4;-1.5;3.1;14;48;100.0;61
138;501;505;1983-1985;0.5;-7;-2.5;0.5;6.2;17;47;100.0;45
139;501;505;1984-1985;2.0;-11;-2.9;2.0;9.9;27;49;100.0;39
140;501;505;1985-1986;4.0;-9;-0.9;4.0;12.7;35;44;100.0;29
141;501;505;1985-1987;4.5;-5;0.1;4.5;10.9;23;44;100.0;24
142;501;505;1986-1987;4.0;-9;-1.1;4.0;13.4;34;41;100.0;29
143;501;505;1987-1988;1.7;-12;-2.4;1.7;9.2;27;38;100.0;39
144;501;505;1987-1989;2.6;-6;-0.6;2.6;8.2;19;38;100.0;29
145;501;505;1988-1989;2.7;-9;-0.9;2.7;10.2;29;37;100.0;29
146;501;505;1989-1990;3.2;-9;-1.3;3.2;11.4;30;36;100.0;30
147;501;505;1989-1991;2.4;-6;-0.8;2.4;8.5;21;38;100.0;31
148;501;505;1990-1991;0.6;-11;-2.8;0.6;8.6;31;39;100.0;46
149;501;505;1991-1992;0.4;-11;-3.2;0.4;6.9;25;38;100.0;44
150;501;505;1991-1993;1.0;-7;-1.8;1.0;6.2;18;37;100.0;38
151;501;505;1992-1993;1.0;-12;-2.6;1.0;7.2;25;37;100.0;40
152;501;505;1993-1994;-0.2;-12;-3.7;-0.2;7.3;28;37;100.0;51
153;501;505;1993-1995;0.6;-7;-2.1;0.6;6.3;20;36;100.0;45
154;501;505;1994-1995;0.9;-11;-2.9;0.9;8.4;30;36;100.0;41
155;501;505;1995-1996;1.5;-10;-2.1;1.5;9.0;31;36;100.0;37
156;501;505;1995-1997;1.8;-7;-1.2;1.8;7.8;21;36;100.0;32
157;501;505;1996-1997;1.7;-11;-2.7;1.7;9.8;30;35;100.0;37
158;501;505;1997-1998;3.1;-10;-1.3;3.1;10.4;31;35;100.0;30
159;501;505;1997-1999;2.3;-6;-0.7;2.3;8.5;22;35;100.0;29
160;501;505;1998-1999;1.3;-11;-2.5;1.3;10.3;33;35;100.0;36
161;501;505;1999-2000;1.9;-10;-1.8;1.9;12.3;35;35;100.0;34
162;501;501;1977-1979;1.7;-6;-0.8;1.7;4.7;11;40;78.0;31
163;501;501;1979-1981;-2.1;-10;-4.8;-2.1;0.6;7;38;80.0;71
164;501;501;1981-1983;-2.1;-10;-4.8;-2.1;1.2;7;40;83.0;68
165;501;501;1983-1985;-0.2;-8;-3.0;-0.2;3.7;11;33;70.0;51
166;501;501;1984-1985;1.0;-12;-3.9;1.0;7.2;18;37;76.0;45
167;501;501;1985-1986;3.1;-10;-1.3;3.1;9.1;21;35;79.0;32
168;501;501;1985-1987;3.0;-6;-0.6;3.0;7.6;14;30;69.0;28
169;501;501;1986-1987;3.2;-10;-1.6;3.2;9.7;23;33;80.0;31
170;501;501;1987-1988;1.1;-13;-2.8;1.1;6.8;18;32;84.0;42
171;501;501;1987-1989;1.6;-6;-1.1;1.6;5.7;13;28;75.0;34
172;501;501;1988-1989;2.0;-10;-1.2;2.0;7.7;19;31;84.0;31
173;501;501;1989-1990;2.4;-10;-1.7;2.4;8.7;21;30;84.0;32
174;501;501;1989-1991;1.4;-6;-1.2;1.4;5.4;12;28;73.0;35
175;501;501;1990-1991;-0.1;-12;-3.1;-0.1;5.2;16;32;82.0;51
176;501;501;1991-1992;0.2;-11;-3.5;0.2;4.5;16;32;85.0;47
177;501;501;1991-1993;0.4;-8;-2.2;0.4;3.6;10;28;76.0;43
178;501;501;1992-1993;0.5;-12;-2.8;0.5;5.0;14;31;85.0;42
179;501;501;1993-1994;-0.9;-12;-4.1;-0.9;4.5;15;31;84.0;56
180;501;501;1993-1995;-0.2;-8;-2.7;-0.2;3.3;10;27;75.0;53
181;501;501;1994-1995;0.5;-11;-3.3;0.5;5.5;17;30;84.0;45
182;501;501;1995-1996;0.9;-10;-2.4;0.9;6.1;17;30;83.0;39
183;501;501;1995-1997;1.0;-7;-1.7;1.0;4.8;12;27;75.0;37
184;501;501;1996-1997;1.2;-11;-3.0;1.2;7.1;19;30;85.0;39
185;501;501;1997-1998;2.6;-10;-1.6;2.6;7.5;20;30;85.0;32
186;501;501;1997-1999;1.7;-7;-1.2;1.7;5.2;14;26;76.0;32
187;501;501;1998-1999;0.8;-12;-3.0;0.8;6.8;21;30;84.0;39
188;501;501;1999-2000;1.1;-10;-2.1;1.1;9.0;24;30;86.0;36
189;501;502;1977-1979;9.7;-4;3.3;9.7;20.4;32;9;18.0;17
190;501;502;1979-1981;5.1;-6;-1.3;5.1;13.8;32;8;18.0;30
191;501;502;1981-1983;6.5;-8;-0.2;6.5;20.2;39;7;14.0;26
192;501;502;1983-1985;3.1;-4;-0.8;3.1;13.6;26;13;27.0;33
193;501;502;1984-1985;5.8;-7;0.2;5.8;18.6;54;11;22.0;24
194;501;502;1985-1986;11.7;-5;2.0;11.7;41.5;86;8;18.0;20
195;501;502;1985-1987;9.9;-2;3.4;9.9;20.4;36;11;26.0;15
196;501;502;1986-1987;14.3;-7;1.4;14.3;36.2;84;7;18.0;22
197;501;502;1987-1988;9.9;-11;-0.1;9.9;27.6;63;6;15.0;26
198;501;502;1987-1989;7.5;-4;1.4;7.5;16.5;32;9;23.0;18
199;501;502;1988-1989;11.1;-7;1.1;11.1;33.3;72;6;15.0;21
200;501;502;1989-1990;12.4;-8;2.1;12.4;33.0;76;5;15.0;21
201;501;502;1989-1991;8.0;-5;1.4;8.0;19.0;36;9;24.0;20
202;501;502;1990-1991;12.2;-11;0.0;12.2;39.6;87;6;17.0;25
203;501;502;1991-1992;8.9;-10;-0.8;8.9;32.4;82;5;14.0;27
204;501;502;1991-1993;6.3;-6;0.1;6.3;17.3;35;8;22.0;24
205;501;502;1992-1993;10.7;-12;-0.7;10.7;37.7;77;5;14.0;26
206;501;502;1993-1994;10.4;-11;-1.1;10.4;39.8;90;6;15.0;28
207;501;502;1993-1995;6.7;-5;0.4;6.7;19.6;39;8;22.0;23
208;501;502;1994-1995;12.8;-9;0.6;12.8;41.8;92;5;14.0;24
209;501;502;1995-1996;12.5;-12;0.4;12.5;41.9;92;6;16.0;24
210;501;502;1995-1997;8.1;-6;1.3;8.1;20.8;39;8;23.0;21
211;501;502;1996-1997;12.3;-11;0.3;12.3;41.1;91;5;14.0;24
212;501;502;1997-1998;12.6;-10;1.4;12.6;40.1;87;5;13.0;22
213;501;502;1997-1999;8.4;-4;2.0;8.4;21.3;40;7;21.0;18
214;501;502;1998-1999;14.2;-9;1.5;14.2;43.3;90;5;14.0;21
215;501;502;1999-2000;15.3;-9;2.2;15.3;45.0;91;5;13.0;20
216;501;503;1977-1979;19.3;2;11.1;19.3;33.4;49;2;3.0;6
217;501;503;1979-1981;19.6;-6;9.7;19.6;32.3;56;1;3.0;16
218;501;503;1981-1983;12.7;0;3.4;12.7;32.7;51;1;3.0;9
219;501;503;1983-1985;7.0;-6;1.4;7.0;23.2;48;1;3.0;14
220;501;503;1984-1985;37.2;-16;16.5;37.2;77.4;148;1;2.0;13
221;501;503;1985-1986;34.5;-3;11.9;34.5;77.4;138;1;2.0;13
222;501;503;1985-1987;13.3;1;6.8;13.3;29.4;46;2;5.0;9
223;501;503;1986-1987;31.9;-5;7.2;31.9;72.1;95;1;2.0;15
224;501;503;1987-1988;37.2;-9;10.2;37.2;87.8;140;1;1.0;10
225;501;503;1987-1989;11.2;1;4.2;11.2;24.0;40;1;3.0;8
226;501;503;1988-1989;29.9;2;13.1;29.9;69.4;164;0;1.0;7
227;501;503;1989-1990;25.3;-7;7.7;25.3;66.9;131;0;1.0;13
228;501;503;1989-1991;11.7;-4;3.3;11.7;25.9;52;1;3.0;16
229;501;503;1990-1991;32.8;-7;7.0;32.8;89.3;171;1;2.0;16
230;501;503;1991-1992;23.4;-4;5.6;23.4;77.6;148;0;1.0;16
231;501;503;1991-1993;11.5;-3;2.8;11.5;28.4;52;1;3.0;18
232;501;503;1992-1993;34.8;-7;6.8;34.8;85.9;155;0;1.0;16
233;501;503;1993-1994;36.1;-5;10.1;36.1;93.2;179;1;1.0;14
234;501;503;1993-1995;14.3;-3;4.4;14.3;35.3;62;1;3.0;14
235;501;503;1994-1995;48.4;-4;11.6;48.4;111.6;216;0;1.0;16
236;501;503;1995-1996;39.1;-9;6.4;39.1;102.8;193;1;1.0;16
237;501;503;1995-1997;13.7;-4;3.5;13.7;31.6;65;1;3.0;18
238;501;503;1996-1997;33.7;-7;4.0;33.7;91.8;203;0;1.0;20
239;501;503;1997-1998;33.6;-1;10.3;33.6;85.1;170;0;1.0;12
240;501;503;1997-1999;15.6;-1;6.7;15.6;30.0;51;1;3.0;11
241;501;503;1998-1999;42.2;-4;9.3;42.2;96.6;205;0;1.0;15
242;501;503;1999-2000;49.0;-6;13.8;49.0;118.7;217;0;1.0;14
243;501;504;1977-1979;11.4;-4;3.8;11.4;22.2;36;11;22.0;15
244;501;504;1979-1981;5.9;-6;-1.0;5.9;16.2;36;10;20.0;28
245;501;504;1981-1983;8.0;-7;0.3;8.0;22.1;43;8;17.0;23
246;501;504;1983-1985;3.3;-4;-0.6;3.3;14.2;27;14;30.0;31
247;501;504;1984-1985;6.6;-7;0.4;6.6;22.0;62;12;24.0;23
248;501;504;1985-1986;12.9;-5;2.3;12.9;45.5;92;9;21.0;19
249;501;504;1985-1987;10.2;-2;3.8;10.2;21.5;38;14;31.0;15
250;501;504;1986-1987;15.5;-7;1.6;15.5;39.0;86;8;20.0;21
251;501;504;1987-1988;10.8;-11;0.2;10.8;31.2;72;6;16.0;24
252;501;504;1987-1989;7.9;-4;1.7;7.9;17.3;33;10;25.0;17
253;501;504;1988-1989;12.1;-6;1.5;12.1;36.1;76;6;16.0;20
254;501;504;1989-1990;13.1;-8;2.4;13.1;35.1;81;6;16.0;20
255;501;504;1989-1991;8.3;-4;1.6;8.3;19.9;38;10;27.0;19
256;501;504;1990-1991;13.2;-10;0.3;13.2;43.1;94;7;18.0;24
257;501;504;1991-1992;9.6;-9;-0.5;9.6;34.9;87;6;15.0;26
258;501;504;1991-1993;6.7;-6;0.3;6.7;18.2;37;9;24.0;24
259;501;504;1992-1993;11.4;-12;-0.3;11.4;40.8;83;6;15.0;26
260;501;504;1993-1994;11.4;-11;-0.7;11.4;43.2;97;6;16.0;27
261;501;504;1993-1995;7.3;-5;0.6;7.3;21.0;41;9;25.0;22
262;501;504;1994-1995;13.9;-9;0.8;13.9;45.8;102;6;16.0;23
263;501;504;1995-1996;13.4;-12;0.7;13.4;45.3;99;6;17.0;24
264;501;504;1995-1997;8.5;-6;1.5;8.5;21.7;41;9;25.0;20
265;501;504;1996-1997;12.9;-10;0.4;12.9;43.9;97;5;15.0;24
266;501;504;1997-1998;13.6;-9;1.8;13.6;43.3;95;5;15.0;21
267;501;504;1997-1999;9.1;-4;2.3;9.1;22.3;41;8;24.0;18
268;501;504;1998-1999;15.2;-9;1.7;15.2;46.7;97;5;16.0;21
269;501;504;1999-2000;16.4;-8;2.5;16.4;49.0;105;5;14.0;20
270;502;505;1977-1979;2.2;-16;-4.4;2.2;9.3;18;34;100.0;39
271;502;505;1979-1981;-2.5;-21;-9.7;-2.5;2.9;11;36;100.0;62
272;502;505;1981-1983;-3.4;-20;-10.0;-3.4;2.6;12;36;100.0;66
273;502;505;1983-1985;-1.2;-18;-7.3;-1.2;4.6;14;37;100.0;57
274;502;505;1984-1985;1.2;-23;-6.7;1.2;9.5;23;35;100.0;44
275;502;505;1985-1986;4.3;-19;-2.5;4.3;11.8;24;39;100.0;32
276;502;505;1985-1987;4.1;-12;-1.5;4.1;9.6;17;39;100.0;28
277;502;505;1986-1987;3.8;-17;-3.1;3.8;12.2;26;40;100.0;33
278;502;505;1987-1988;1.3;-18;-4.9;1.3;8.9;22;43;100.0;42
279;502;505;1987-1989;1.9;-11;-2.7;1.9;7.5;16;43;100.0;36
280;502;505;1988-1989;2.3;-16;-3.4;2.3;10.0;23;43;100.0;35
281;502;505;1989-1990;3.5;-17;-3.7;3.5;11.4;24;43;100.0;34
282;502;505;1989-1991;2.1;-12;-2.9;2.1;7.7;16;43;100.0;37
283;502;505;1990-1991;0.6;-19;-5.5;0.6;7.6;19;43;100.0;47
284;502;505;1991-1992;0.3;-18;-5.7;0.3;6.6;18;45;100.0;47
285;502;505;1991-1993;0.6;-14;-4.5;0.6;5.2;12;45;100.0;44
286;502;505;1992-1993;0.8;-19;-5.7;0.8;6.9;17;46;100.0;43
287;502;505;1993-1994;-0.2;-20;-6.4;-0.2;6.5;17;46;100.0;51
288;502;505;1993-1995;0.3;-13;-4.5;0.3;5.0;12;46;100.0;47
289;502;505;1994-1995;0.9;-17;-5.3;0.9;7.5;19;47;100.0;44
290;502;505;1995-1996;0.9;-18;-5.4;0.9;7.1;18;47;100.0;43
291;502;505;1995-1997;0.9;-12;-3.9;0.9;5.5;12;47;100.0;42
292;502;505;1996-1997;1.0;-17;-5.4;1.0;7.8;19;48;100.0;44
293;502;505;1997-1998;2.4;-17;-4.3;2.4;8.6;20;49;100.0;38
294;502;505;1997-1999;1.5;-12;-3.5;1.5;6.3;14;49;100.0;39
295;502;505;1998-1999;0.8;-18;-5.5;0.8;8.2;21;49;100.0;43
296;502;505;1999-2000;1.5;-17;-4.6;1.5;9.7;23;49;100.0;40
297;502;501;1977-1979;-10.5;-24;-18.6;-10.5;-1.8;7;7;21.0;79
298;502;501;1979-1981;-14.5;-31;-22.3;-14.5;-5.6;3;9;26.0;86
299;502;501;1981-1983;-11.8;-29;-21.9;-11.8;-5.3;1;9;25.0;86
300;502;501;1983-1985;-9.5;-26;-19.0;-9.5;-1.0;7;9;25.0;77
301;502;501;1984-1985;-15.5;-49;-32.9;-15.5;1.9;20;6;16.0;72
302;502;501;1985-1986;-14.6;-49;-34.2;-14.6;0.5;14;5;13.0;74
303;502;501;1985-1987;-5.7;-25;-16.6;-5.7;3.8;11;7;17.0;67
304;502;501;1986-1987;-13.9;-46;-32.0;-13.9;1.2;16;5;12.0;73
305;502;501;1987-1988;-12.1;-41;-27.0;-12.1;2.2;16;5;12.0;72
306;502;501;1987-1989;-6.2;-25;-15.2;-6.2;1.7;10;8;18.0;69
307;502;501;1988-1989;-12.2;-44;-27.6;-12.2;1.9;18;5;11.0;72
308;502;501;1989-1990;-12.9;-45;-29.0;-12.9;1.6;17;6;13.0;73
309;502;501;1989-1991;-6.6;-25;-16.7;-6.6;1.8;11;7;16.0;70
310;502;501;1990-1991;-15.2;-48;-32.6;-15.2;-0.1;16;4;10.0;75
311;502;501;1991-1992;-14.7;-46;-31.0;-14.7;-1.3;14;4;9.0;77
312;502;501;1991-1993;-7.9;-26;-17.8;-7.9;0.4;9;7;15.0;74
313;502;501;1992-1993;-15.2;-47;-32.1;-15.2;-0.8;13;5;10.0;76
314;502;501;1993-1994;-16.0;-48;-33.0;-16.0;-0.7;15;5;10.0;76
315;502;501;1993-1995;-7.6;-27;-18.0;-7.6;1.0;10;7;15.0;72
316;502;501;1994-1995;-13.4;-47;-31.7;-13.4;1.7;20;5;10.0;72
317;502;501;1995-1996;-14.7;-46;-31.0;-14.7;0.4;16;4;9.0;75
318;502;501;1995-1997;-6.8;-25;-16.1;-6.8;1.6;9;6;13.0;70
319;502;501;1996-1997;-13.4;-46;-30.3;-13.4;0.6;17;4;9.0;74
320;502;501;1997-1998;-13.1;-45;-30.1;-13.1;2.4;20;4;9.0;71
321;502;501;1997-1999;-6.4;-27;-16.8;-6.4;2.7;12;6;13.0;68
322;502;501;1998-1999;-14.7;-49;-32.8;-14.7;1.8;22;4;9.0;73
323;502;501;1999-2000;-14.6;-49;-33.3;-14.6;1.8;22;4;8.0;73
324;502;502;1977-1979;2.6;-9;-1.4;2.6;8.4;16;21;63.0;32
