ID;Persoonskenmerken;Geslacht;Perioden;WerkzameBeroepsbevolking_1;RegelmatigeWerktijden_2;TotaalOnregelmatigeWerktijden_3;Avondwerk_4;Nachtwerk_5;Zaterdag_6;Zondag_7;WerktijdenOnbekend_8
31;10002;Vrouwen;2001 voor revisie;2836.0;1353.0;1482.0;1161.0;335.0;1173.0;793.0;2.0
32;10002;Vrouwen;2001 na revisie;2759.0;1307.0;1450.0;1132.0;325.0;1155.0;775.0;
33;10002;Vrouwen;2002;2834.0;1355.0;1479.0;1164.0;329.0;1162.0;807.0;
34;10002;Vrouwen;2003;2857.0;1333.0;1524.0;1207.0;325.0;1185.0;820.0;
35;10002;Vrouwen;2004;2873.0;1313.0;1559.0;1237.0;331.0;1223.0;860.0;
36;10002;Vrouwen;2005;2904.0;1378.0;1526.0;1222.0;325.0;1168.0;823.0;
37;10002;Vrouwen;2006;2997.0;1392.0;1604.0;1289.0;346.0;1251.0;887.0;
38;10002;Vrouwen;2007;3124.0;1412.0;1710.0;1366.0;358.0;1317.0;953.0;2.0
39;10002;Vrouwen;2008;3235.0;1456.0;1778.0;1433.0;359.0;1369.0;972.0;
40;10002;Vrouwen;2009;3269.0;1475.0;1794.0;1462.0;377.0;1380.0;1016.0;
41;10002;Vrouwen;2010;3272.0;1398.0;1873.0;1500.0;367.0;1404.0;1047.0;
42;10002;Vrouwen;2011;3297.0;1332.0;1964.0;1563.0;360.0;1487.0;1106.0;
43;10002;Vrouwen;2012;3318.0;1322.0;1994.0;1591.0;361.0;1524.0;1150.0;2.0
44;10002;Vrouwen;2013;3284.0;1310.0;1973.0;1576.0;379.0;1533.0;1151.0;
45;15550;Mannen en vrouwen;2000;825.0;332.0;492.0;359.0;113.0;423.0;214.0;
46;15550;Mannen en vrouwen;2001 voor revisie;852.0;339.0;512.0;387.0;133.0;439.0;229.0;
47;15550;Mannen en vrouwen;2001 na revisie;851.0;334.0;515.0;390.0;130.0;442.0;228.0;
48;15550;Mannen en vrouwen;2002;845.0;343.0;500.0;388.0;118.0;425.0;234.0;
49;15550;Mannen en vrouwen;2003;809.0;317.0;491.0;383.0;124.0;420.0;228.0;
50;15550;Mannen en vrouwen;2004;764.0;287.0;476.0;368.0;117.0;409.0;219.0;
51;15550;Mannen en vrouwen;2005;747.0;277.0;470.0;364.0;118.0;400.0;223.0;
52;15550;Mannen en vrouwen;2006;762.0;275.0;486.0;390.0;130.0;416.0;242.0;
53;15550;Mannen en vrouwen;2007;804.0;285.0;518.0;411.0;122.0;444.0;256.0;
54;15550;Mannen en vrouwen;2008;832.0;293.0;537.0;421.0;135.0;465.0;266.0;
55;15550;Mannen en vrouwen;2009;802.0;276.0;526.0;420.0;134.0;456.0;278.0;
56;15550;Mannen en vrouwen;2010;756.0;252.0;503.0;389.0;118.0;430.0;274.0;
57;15550;Mannen en vrouwen;2011;764.0;249.0;513.0;399.0;109.0;436.0;270.0;
58;15550;Mannen en vrouwen;2012;753.0;231.0;521.0;417.0;117.0;451.0;281.0;
59;15550;Mannen en vrouwen;2013;726.0;215.0;510.0;393.0;130.0;445.0;276.0;
60;15550;Mannen;2000;444.0;181.0;262.0;186.0;66.0;218.0;103.0;
61;15550;Mannen;2001 voor revisie;452.0;191.0;261.0;191.0;76.0;221.0;107.0;
62;15550;Mannen;2001 na revisie;452.0;189.0;263.0;193.0;75.0;225.0;107.0;
63;15550;Mannen;2002;448.0;188.0;258.0;195.0;67.0;217.0;113.0;
64;15550;Mannen;2003;432.0;180.0;251.0;193.0;75.0;214.0;111.0;
65;15550;Mannen;2004;409.0;161.0;248.0;187.0;71.0;212.0;104.0;
66;15550;Mannen;2005;403.0;163.0;239.0;178.0;70.0;202.0;106.0;
67;15550;Mannen;2006;409.0;160.0;250.0;198.0;81.0;213.0;119.0;
68;15550;Mannen;2007;432.0;168.0;263.0;203.0;75.0;224.0;121.0;
69;15550;Mannen;2008;447.0;172.0;275.0;209.0;79.0;233.0;124.0;
70;15550;Mannen;2009;422.0;158.0;264.0;205.0;78.0;226.0;131.0;
71;15550;Mannen;2010;398.0;135.0;263.0;198.0;73.0;219.0;130.0;
72;15550;Mannen;2011;401.0;135.0;266.0;205.0;62.0;221.0;126.0;
73;15550;Mannen;2012;391.0;126.0;264.0;207.0;70.0;224.0;126.0;
74;15550;Mannen;2013;374.0;119.0;254.0;192.0;75.0;218.0;125.0;
75;15550;Vrouwen;2000;382.0;151.0;231.0;173.0;47.0;204.0;111.0;
76;15550;Vrouwen;2001 voor revisie;400.0;148.0;251.0;197.0;57.0;218.0;121.0;
77;15550;Vrouwen;2001 na revisie;398.0;146.0;252.0;196.0;55.0;218.0;121.0;
78;15550;Vrouwen;2002;397.0;155.0;242.0;192.0;52.0;208.0;121.0;
79;15550;Vrouwen;2003;377.0;137.0;240.0;190.0;48.0;206.0;117.0;
80;15550;Vrouwen;2004;354.0;126.0;227.0;181.0;46.0;197.0;114.0;
81;15550;Vrouwen;2005;344.0;114.0;231.0;186.0;48.0;198.0;117.0;
82;15550;Vrouwen;2006;352.0;115.0;237.0;192.0;49.0;204.0;123.0;
83;15550;Vrouwen;2007;372.0;117.0;255.0;208.0;46.0;220.0;136.0;
84;15550;Vrouwen;2008;385.0;122.0;263.0;212.0;55.0;232.0;142.0;
85;15550;Vrouwen;2009;380.0;118.0;262.0;215.0;57.0;230.0;147.0;
86;15550;Vrouwen;2010;358.0;117.0;240.0;191.0;45.0;211.0;144.0;
87;15550;Vrouwen;2011;363.0;115.0;247.0;194.0;47.0;215.0;145.0;
88;15550;Vrouwen;2012;362.0;104.0;257.0;210.0;47.0;227.0;155.0;
89;15550;Vrouwen;2013;352.0;96.0;256.0;202.0;55.0;227.0;151.0;
90;20940;Mannen en vrouwen;2000;2000.0;886.0;1113.0;854.0;336.0;882.0;534.0;
91;20940;Mannen en vrouwen;2001 voor revisie;1946.0;916.0;1030.0;805.0;322.0;819.0;511.0;
92;20940;Mannen en vrouwen;2001 na revisie;1945.0;909.0;1035.0;808.0;325.0;827.0;509.0;
93;20940;Mannen en vrouwen;2002;1887.0;882.0;1004.0;789.0;318.0;804.0;507.0;
94;20940;Mannen en vrouwen;2003;1822.0;837.0;986.0;788.0;310.0;781.0;500.0;
95;20940;Mannen en vrouwen;2004;1776.0;787.0;989.0;784.0;305.0;785.0;506.0;
96;20940;Mannen en vrouwen;2005;1718.0;826.0;892.0;725.0;288.0;701.0;463.0;
97;20940;Mannen en vrouwen;2006;1702.0;797.0;904.0;720.0;288.0;722.0;467.0;
98;20940;Mannen en vrouwen;2007;1702.0;777.0;925.0;749.0;282.0;717.0;489.0;
99;20940;Mannen en vrouwen;2008;1702.0;766.0;935.0;759.0;283.0;722.0;485.0;
100;20940;Mannen en vrouwen;2009;1667.0;746.0;922.0;764.0;280.0;704.0;484.0;
101;20940;Mannen en vrouwen;2010;1653.0;675.0;978.0;798.0;293.0;728.0;505.0;
102;20940;Mannen en vrouwen;2011;1633.0;596.0;1036.0;852.0;282.0;779.0;548.0;
103;20940;Mannen en vrouwen;2012;1634.0;610.0;1022.0;824.0;286.0;789.0;557.0;2.0
104;20940;Mannen en vrouwen;2013;1607.0;593.0;1013.0;822.0;280.0;797.0;554.0;
105;20940;Mannen;2000;1139.0;470.0;669.0;509.0;230.0;533.0;300.0;
106;20940;Mannen;2001 voor revisie;1101.0;484.0;616.0;479.0;215.0;493.0;289.0;
107;20940;Mannen;2001 na revisie;1111.0;486.0;624.0;484.0;219.0;499.0;289.0;
108;20940;Mannen;2002;1072.0;469.0;602.0;475.0;212.0;487.0;285.0;
109;20940;Mannen;2003;1012.0;430.0;581.0;462.0;208.0;470.0;280.0;
110;20940;Mannen;2004;981.0;406.0;574.0;452.0;204.0;460.0;279.0;
111;20940;Mannen;2005;942.0;429.0;512.0;412.0;192.0;411.0;252.0;
112;20940;Mannen;2006;924.0;415.0;509.0;400.0;188.0;410.0;253.0;
113;20940;Mannen;2007;924.0;410.0;514.0;413.0;180.0;404.0;259.0;
114;20940;Mannen;2008;913.0;396.0;517.0;416.0;185.0;405.0;257.0;
115;20940;Mannen;2009;885.0;375.0;509.0;419.0;184.0;401.0;260.0;
116;20940;Mannen;2010;868.0;321.0;547.0;444.0;189.0;426.0;279.0;
117;20940;Mannen;2011;854.0;283.0;570.0;463.0;184.0;442.0;292.0;
118;20940;Mannen;2012;855.0;296.0;558.0;445.0;184.0;446.0;293.0;
119;20940;Mannen;2013;840.0;283.0;556.0;444.0;177.0;447.0;292.0;
120;20940;Vrouwen;2000;861.0;416.0;444.0;345.0;106.0;348.0;234.0;
121;20940;Vrouwen;2001 voor revisie;846.0;432.0;413.0;326.0;107.0;326.0;222.0;
122;20940;Vrouwen;2001 na revisie;834.0;422.0;411.0;323.0;106.0;327.0;220.0;
123;20940;Vrouwen;2002;815.0;413.0;402.0;314.0;106.0;317.0;222.0;
124;20940;Vrouwen;2003;811.0;407.0;404.0;326.0;102.0;311.0;220.0;
125;20940;Vrouwen;2004;795.0;380.0;415.0;332.0;101.0;325.0;228.0;
126;20940;Vrouwen;2005;776.0;396.0;380.0;313.0;95.0;290.0;211.0;
127;20940;Vrouwen;2006;778.0;383.0;395.0;321.0;100.0;312.0;215.0;
128;20940;Vrouwen;2007;778.0;367.0;411.0;337.0;102.0;313.0;231.0;
129;20940;Vrouwen;2008;789.0;370.0;418.0;344.0;98.0;317.0;228.0;
130;20940;Vrouwen;2009;783.0;371.0;412.0;345.0;96.0;303.0;224.0;
131;20940;Vrouwen;2010;785.0;354.0;431.0;353.0;103.0;302.0;225.0;
132;20940;Vrouwen;2011;779.0;314.0;466.0;388.0;98.0;337.0;256.0;
133;20940;Vrouwen;2012;779.0;314.0;464.0;379.0;102.0;343.0;264.0;
134;20940;Vrouwen;2013;767.0;310.0;457.0;378.0;104.0;350.0;262.0;
135;20950;Mannen en vrouwen;2000;1952.0;835.0;1116.0;892.0;350.0;866.0;583.0;2.0
136;20950;Mannen en vrouwen;2001 voor revisie;2001.0;875.0;1126.0;891.0;352.0;885.0;591.0;
137;20950;Mannen en vrouwen;2001 na revisie;1997.0;872.0;1124.0;888.0;350.0;887.0;590.0;
138;20950;Mannen en vrouwen;2002;2017.0;894.0;1123.0;903.0;348.0;870.0;602.0;
139;20950;Mannen en vrouwen;2003;2002.0;868.0;1134.0;918.0;363.0;881.0;612.0;
140;20950;Mannen en vrouwen;2004;2003.0;862.0;1140.0;917.0;350.0;890.0;614.0;
141;20950;Mannen en vrouwen;2005;2034.0;907.0;1127.0;922.0;362.0;855.0;597.0;
142;20950;Mannen en vrouwen;2006;2076.0;930.0;1146.0;934.0;361.0;883.0;609.0;
143;20950;Mannen en vrouwen;2007;2100.0;904.0;1195.0;968.0;367.0;916.0;639.0;
144;20950;Mannen en vrouwen;2008;2121.0;904.0;1216.0;1000.0;356.0;927.0;641.0;
145;20950;Mannen en vrouwen;2009;2072.0;902.0;1170.0;968.0;355.0;883.0;639.0;
146;20950;Mannen en vrouwen;2010;1998.0;779.0;1217.0;1015.0;349.0;905.0;642.0;
147;20950;Mannen en vrouwen;2011;1933.0;707.0;1226.0;1018.0;329.0;903.0;638.0;
148;20950;Mannen en vrouwen;2012;1882.0;669.0;1212.0;998.0;316.0;903.0;639.0;
149;20950;Mannen en vrouwen;2013;1817.0;646.0;1171.0;950.0;304.0;895.0;633.0;
150;20950;Mannen;2000;1185.0;473.0;711.0;567.0;256.0;565.0;362.0;
151;20950;Mannen;2001 voor revisie;1200.0;481.0;719.0;565.0;256.0;574.0;364.0;
152;20950;Mannen;2001 na revisie;1211.0;484.0;726.0;571.0;259.0;582.0;366.0;
153;20950;Mannen;2002;1202.0;496.0;705.0;568.0;252.0;553.0;365.0;
154;20950;Mannen;2003;1185.0;473.0;712.0;577.0;268.0;561.0;376.0;
155;20950;Mannen;2004;1177.0;470.0;707.0;570.0;256.0;561.0;370.0;
156;20950;Mannen;2005;1186.0;485.0;701.0;578.0;266.0;541.0;367.0;
157;20950;Mannen;2006;1199.0;501.0;697.0;569.0;265.0;545.0;360.0;
158;20950;Mannen;2007;1191.0;469.0;722.0;592.0;266.0;561.0;374.0;
159;20950;Mannen;2008;1195.0;471.0;724.0;600.0;257.0;562.0;377.0;
160;20950;Mannen;2009;1151.0;461.0;689.0;574.0;250.0;527.0;363.0;
161;20950;Mannen;2010;1101.0;384.0;716.0;602.0;250.0;540.0;367.0;
162;20950;Mannen;2011;1061.0;337.0;724.0;608.0;237.0;548.0;369.0;
163;20950;Mannen;2012;1028.0;324.0;703.0;581.0;228.0;535.0;356.0;
164;20950;Mannen;2013;981.0;303.0;678.0;554.0;213.0;531.0;357.0;
165;20950;Vrouwen;2000;767.0;362.0;405.0;325.0;94.0;301.0;220.0;
166;20950;Vrouwen;2001 voor revisie;801.0;394.0;407.0;326.0;96.0;312.0;228.0;
167;20950;Vrouwen;2001 na revisie;786.0;388.0;397.0;317.0;91.0;306.0;224.0;
168;20950;Vrouwen;2002;815.0;397.0;417.0;336.0;96.0;317.0;238.0;
169;20950;Vrouwen;2003;817.0;395.0;422.0;341.0;94.0;319.0;236.0;
170;20950;Vrouwen;2004;826.0;393.0;433.0;347.0;94.0;329.0;244.0;
171;20950;Vrouwen;2005;847.0;422.0;426.0;344.0;96.0;313.0;230.0;
172;20950;Vrouwen;2006;877.0;428.0;449.0;365.0;96.0;338.0;249.0;
173;20950;Vrouwen;2007;909.0;434.0;474.0;376.0;101.0;356.0;265.0;
174;20950;Vrouwen;2008;925.0;433.0;492.0;400.0;99.0;365.0;265.0;
175;20950;Vrouwen;2009;921.0;441.0;480.0;394.0;105.0;356.0;276.0;
176;20950;Vrouwen;2010;897.0;396.0;501.0;413.0;99.0;365.0;275.0;
177;20950;Vrouwen;2011;872.0;370.0;502.0;409.0;92.0;355.0;269.0;
178;20950;Vrouwen;2012;854.0;345.0;509.0;417.0;88.0;368.0;284.0;
179;20950;Vrouwen;2013;836.0;343.0;493.0;395.0;91.0;363.0;277.0;
180;20960;Mannen en vrouwen;2000;1605.0;689.0;916.0;721.0;266.0;720.0;481.0;
181;20960;Mannen en vrouwen;2001 voor revisie;1647.0;742.0;904.0;708.0;250.0;704.0;466.0;
182;20960;Mannen en vrouwen;2001 na revisie;1605.0;719.0;886.0;694.0;246.0;695.0;456.0;
183;20960;Mannen en vrouwen;2002;1631.0;730.0;901.0;722.0;246.0;701.0;475.0;
184;20960;Mannen en vrouwen;2003;1653.0;710.0;943.0;755.0;265.0;732.0;505.0;
185;20960;Mannen en vrouwen;2004;1659.0;718.0;940.0;751.0;265.0;728.0;510.0;
186;20960;Mannen en vrouwen;2005;1698.0;764.0;933.0;754.0;273.0;715.0;511.0;
187;20960;Mannen en vrouwen;2006;1741.0;766.0;975.0;789.0;289.0;752.0;539.0;
188;20960;Mannen en vrouwen;2007;1806.0;778.0;1028.0;832.0;312.0;789.0;571.0;
189;20960;Mannen en vrouwen;2008;1879.0;801.0;1077.0;879.0;306.0;823.0;595.0;
190;20960;Mannen en vrouwen;2009;1906.0;796.0;1109.0;912.0;329.0;847.0;628.0;
191;20960;Mannen en vrouwen;2010;1935.0;740.0;1194.0;973.0;326.0;914.0;667.0;
192;20960;Mannen en vrouwen;2011;1960.0;703.0;1255.0;1016.0;326.0;980.0;700.0;
193;20960;Mannen en vrouwen;2012;1964.0;727.0;1236.0;995.0;321.0;949.0;692.0;
194;20960;Mannen en vrouwen;2013;1950.0;705.0;1244.0;1002.0;340.0;972.0;709.0;
195;20960;Mannen;2000;1016.0;422.0;594.0;473.0;196.0;470.0;304.0;
196;20960;Mannen;2001 voor revisie;1025.0;444.0;581.0;460.0;188.0;456.0;292.0;
197;20960;Mannen;2001 na revisie;1016.0;437.0;579.0;458.0;188.0;456.0;291.0;
198;20960;Mannen;2002;1006.0;424.0;582.0;473.0;184.0;456.0;298.0;
199;20960;Mannen;2003;1002.0;403.0;598.0;487.0;200.0;470.0;316.0;
200;20960;Mannen;2004;996.0;415.0;580.0;468.0;195.0;453.0;304.0;
201;20960;Mannen;2005;1014.0;438.0;576.0;475.0;208.0;447.0;316.0;
202;20960;Mannen;2006;1026.0;435.0;591.0;485.0;213.0;462.0;319.0;
203;20960;Mannen;2007;1047.0;424.0;622.0;508.0;227.0;486.0;335.0;
204;20960;Mannen;2008;1079.0;433.0;646.0;533.0;226.0;504.0;351.0;
205;20960;Mannen;2009;1091.0;429.0;661.0;552.0;237.0;503.0;363.0;
206;20960;Mannen;2010;1088.0;376.0;711.0;593.0;236.0;550.0;387.0;
207;20960;Mannen;2011;1098.0;356.0;741.0;616.0;237.0;582.0;397.0;
208;20960;Mannen;2012;1095.0;362.0;732.0;602.0;231.0;563.0;393.0;
209;20960;Mannen;2013;1084.0;345.0;739.0;605.0;251.0;583.0;409.0;
210;20960;Vrouwen;2000;589.0;267.0;322.0;248.0;70.0;250.0;177.0;
211;20960;Vrouwen;2001 voor revisie;621.0;298.0;323.0;248.0;61.0;248.0;174.0;
212;20960;Vrouwen;2001 na revisie;589.0;282.0;308.0;236.0;58.0;239.0;165.0;
213;20960;Vrouwen;2002;625.0;306.0;319.0;249.0;62.0;244.0;177.0;
214;20960;Vrouwen;2003;651.0;307.0;345.0;268.0;65.0;262.0;189.0;
215;20960;Vrouwen;2004;663.0;303.0;360.0;284.0;70.0;275.0;206.0;
216;20960;Vrouwen;2005;683.0;326.0;358.0;279.0;66.0;268.0;195.0;
217;20960;Vrouwen;2006;716.0;331.0;385.0;303.0;76.0;290.0;221.0;
218;20960;Vrouwen;2007;759.0;353.0;406.0;324.0;85.0;303.0;236.0;
219;20960;Vrouwen;2008;800.0;369.0;431.0;346.0;80.0;319.0;244.0;
220;20960;Vrouwen;2009;815.0;367.0;449.0;360.0;92.0;344.0;265.0;
221;20960;Vrouwen;2010;847.0;363.0;483.0;380.0;90.0;364.0;280.0;
222;20960;Vrouwen;2011;862.0;347.0;514.0;400.0;89.0;399.0;304.0;
223;20960;Vrouwen;2012;869.0;365.0;504.0;394.0;90.0;385.0;299.0;
224;20960;Vrouwen;2013;866.0;361.0;505.0;397.0;89.0;389.0;300.0;
225;20970;Mannen en vrouwen;2000;534.0;241.0;293.0;231.0;69.0;236.0;152.0;
226;20970;Mannen en vrouwen;2001 voor revisie;575.0;267.0;308.0;239.0;75.0;245.0;156.0;
227;20970;Mannen en vrouwen;2001 na revisie;538.0;244.0;294.0;227.0;73.0;238.0;151.0;
228;20970;Mannen en vrouwen;2002;631.0;290.0;341.0;266.0;79.0;271.0;173.0;
229;20970;Mannen en vrouwen;2003;681.0;306.0;375.0;294.0;87.0;291.0;191.0;
230;20970;Mannen en vrouwen;2004;740.0;329.0;411.0;323.0;103.0;328.0;220.0;
231;20970;Mannen en vrouwen;2005;776.0;359.0;417.0;330.0;103.0;324.0;226.0;
232;20970;Mannen en vrouwen;2006;817.0;387.0;429.0;343.0;114.0;335.0;237.0;
233;20970;Mannen en vrouwen;2007;898.0;404.0;493.0;387.0;116.0;380.0;262.0;
234;20970;Mannen en vrouwen;2008;968.0;435.0;533.0;422.0;124.0;416.0;282.0;
235;20970;Mannen en vrouwen;2009;1021.0;465.0;556.0;438.0;134.0;429.0;293.0;
236;20970;Mannen en vrouwen;2010;1049.0;436.0;612.0;480.0;133.0;468.0;335.0;
237;20970;Mannen en vrouwen;2011;1102.0;443.0;658.0;519.0;148.0;508.0;359.0;
238;20970;Mannen en vrouwen;2012;1154.0;472.0;681.0;526.0;140.0;528.0;373.0;
239;20970;Mannen en vrouwen;2013;1183.0;461.0;722.0;574.0;163.0;563.0;415.0;
240;20970;Mannen;2000;378.0;162.0;216.0;174.0;56.0;174.0;110.0;
241;20970;Mannen;2001 voor revisie;406.0;186.0;220.0;174.0;60.0;175.0;109.0;
242;20970;Mannen;2001 na revisie;386.0;174.0;213.0;167.0;58.0;172.0;107.0;
243;20970;Mannen;2002;449.0;206.0;242.0;193.0;65.0;196.0;123.0;
244;20970;Mannen;2003;480.0;218.0;262.0;210.0;71.0;205.0;133.0;
245;20970;Mannen;2004;505.0;218.0;287.0;230.0;82.0;230.0;151.0;
246;20970;Mannen;2005;524.0;238.0;286.0;229.0;84.0;225.0;157.0;
247;20970;Mannen;2006;542.0;252.0;290.0;236.0;87.0;228.0;158.0;
248;20970;Mannen;2007;593.0;264.0;329.0;266.0;92.0;255.0;176.0;
249;20970;Mannen;2008;632.0;273.0;359.0;290.0;98.0;280.0;189.0;
250;20970;Mannen;2009;652.0;287.0;365.0;291.0;105.0;283.0;188.0;
251;20970;Mannen;2010;664.0;268.0;395.0;317.0;102.0;306.0;213.0;
252;20970;Mannen;2011;681.0;257.0;424.0;347.0;114.0;327.0;226.0;
253;20970;Mannen;2012;699.0;278.0;421.0;335.0;107.0;328.0;224.0;
254;20970;Mannen;2013;720.0;260.0;459.0;370.0;122.0;359.0;254.0;
255;20970;Vrouwen;2000;157.0;79.0;77.0;57.0;13.0;62.0;42.0;
256;20970;Vrouwen;2001 voor revisie;169.0;81.0;88.0;65.0;15.0;70.0;47.0;
257;20970;Vrouwen;2001 na revisie;152.0;70.0;82.0;60.0;15.0;66.0;45.0;
258;20970;Vrouwen;2002;182.0;83.0;99.0;73.0;14.0;76.0;49.0;
259;20970;Vrouwen;2003;201.0;88.0;113.0;83.0;16.0;87.0;58.0;
260;20970;Vrouwen;2004;235.0;111.0;124.0;93.0;20.0;98.0;69.0;
261;20970;Vrouwen;2005;252.0;121.0;131.0;100.0;19.0;99.0;69.0;
262;20970;Vrouwen;2006;274.0;135.0;139.0;107.0;26.0;107.0;79.0;
263;20970;Vrouwen;2007;305.0;140.0;164.0;122.0;24.0;125.0;86.0;
264;20970;Vrouwen;2008;336.0;162.0;174.0;132.0;26.0;136.0;93.0;
265;20970;Vrouwen;2009;369.0;178.0;191.0;147.0;29.0;147.0;105.0;
266;20970;Vrouwen;2010;385.0;168.0;217.0;163.0;31.0;162.0;123.0;
267;20970;Vrouwen;2011;421.0;186.0;235.0;172.0;34.0;181.0;132.0;
268;20970;Vrouwen;2012;454.0;194.0;260.0;191.0;33.0;200.0;149.0;
269;20970;Vrouwen;2013;463.0;200.0;262.0;204.0;41.0;203.0;161.0;
270;18700;Mannen en vrouwen;2000;1921.0;840.0;1079.0;775.0;315.0;888.0;472.0;2.0
271;18700;Mannen en vrouwen;2001 voor revisie;1970.0;893.0;1076.0;778.0;319.0;886.0;461.0;
272;18700;Mannen en vrouwen;2001 na revisie;1996.0;896.0;1099.0;792.0;322.0;908.0;473.0;
273;18700;Mannen en vrouwen;2002;1924.0;859.0;1064.0;769.0;303.0;879.0;475.0;
274;18700;Mannen en vrouwen;2003;1830.0;792.0;1038.0;753.0;306.0;853.0;474.0;
275;18700;Mannen en vrouwen;2004;1733.0;761.0;972.0;697.0;276.0;809.0;435.0;
276;18700;Mannen en vrouwen;2005;1679.0;767.0;912.0;667.0;268.0;744.0;415.0;
277;18700;Mannen en vrouwen;2006;1688.0;762.0;925.0;680.0;281.0;762.0;433.0;
278;18700;Mannen en vrouwen;2007;1671.0;727.0;943.0;676.0;271.0;771.0;429.0;
279;18700;Mannen en vrouwen;2008;1815.0;804.0;1010.0;723.0;284.0;833.0;463.0;
280;18700;Mannen en vrouwen;2009;1739.0;758.0;980.0;722.0;288.0;799.0;470.0;
281;18700;Mannen en vrouwen;2010;1638.0;685.0;951.0;676.0;271.0;783.0;453.0;2.0
282;18700;Mannen en vrouwen;2011;1650.0;652.0;997.0;710.0;266.0;830.0;481.0;
283;18700;Mannen en vrouwen;2012;1568.0;645.0;921.0;648.0;250.0;766.0;442.0;2.0
284;18700;Mannen en vrouwen;2013;1355.0;544.0;810.0;554.0;212.0;682.0;392.0;
285;18700;Mannen;2000;1221.0;509.0;711.0;522.0;262.0;587.0;305.0;
286;18700;Mannen;2001 voor revisie;1242.0;535.0;707.0;518.0;258.0;581.0;296.0;
287;18700;Mannen;2001 na revisie;1263.0;541.0;721.0;527.0;263.0;594.0;302.0;
288;18700;Mannen;2002;1207.0;524.0;683.0;501.0;246.0;566.0;298.0;
289;18700;Mannen;2003;1138.0;476.0;661.0;489.0;254.0;545.0;301.0;
