ID;WijkenEnBuurten;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;Werkloosheidsuitkering_5;Bijstandsuitkering_6;Arbeidsongeschiktheidsuitkering_7;AOWUitkering_8;Werkloosheidsuitkering_9;Bijstandsuitkering_10;Arbeidsongeschiktheidsuitkering_11;AOWUitkering_12;InwonersVanaf15Jaar_13;InwonersVanaf15JrTotAOWLeeftijd_14;InwonersVanafDeAOWLeeftijd_15
0;Totaal;2013 maart;                                        ;        ;NL00      ;;358260.0;395350.0;769420.0;3137210.0;;;;;;;
1;Totaal;2013 juni;                                        ;        ;NL00      ;;357990.0;402200.0;765040.0;3166060.0;;;;;;;
2;Totaal;2013 september;                                        ;        ;NL00      ;;368080.0;402950.0;764880.0;3196560.0;;;;;;;
3;Totaal;2013 december;                                        ;        ;NL00      ;;418590.0;413080.0;766150.0;3225720.0;;;;;;;
4;Nederland;2013 maart;                                        ;        ;NL01      ;;354290.0;394810.0;746120.0;2820170.0;3.0;3.0;5.0;20.0;13913600.0;11086430.0;2827180.0
5;Nederland;2013 juni;                                        ;        ;NL01      ;;353940.0;401630.0;741850.0;2846460.0;3.0;3.0;5.0;20.0;13927110.0;11073520.0;2853590.0
6;Nederland;2013 september;                                        ;        ;NL01      ;;363890.0;402370.0;741670.0;2873250.0;3.0;3.0;5.0;21.0;13962310.0;11081800.0;2880510.0
7;Nederland;2013 december;                                        ;        ;NL01      ;;411640.0;412520.0;742930.0;2898910.0;3.0;3.0;5.0;21.0;13978540.0;11076440.0;2902110.0
8;Buitenland;2013 maart;                                        ;        ;NL98      ;;3970.0;540.0;23290.0;317040.0;;;;;;;
9;Buitenland;2013 juni;                                        ;        ;NL98      ;;4050.0;570.0;23190.0;319600.0;;;;;;;
10;Buitenland;2013 september;                                        ;        ;NL98      ;;4200.0;580.0;23210.0;323310.0;;;;;;;
11;Buitenland;2013 december;                                        ;        ;NL98      ;;6960.0;550.0;23220.0;326820.0;;;;;;;
12;Appingedam;2013 maart;Appingedam                              ;Gemeente;GM0003    ;;310.0;390.0;670.0;2640.0;3.0;4.0;7.0;26.0;10210.0;7560.0;2650.0
13;Appingedam;2013 juni;Appingedam                              ;Gemeente;GM0003    ;;270.0;410.0;670.0;2660.0;3.0;4.0;7.0;26.0;10210.0;7540.0;2670.0
14;Appingedam;2013 september;Appingedam                              ;Gemeente;GM0003    ;;300.0;400.0;670.0;2690.0;3.0;4.0;7.0;26.0;10220.0;7530.0;2690.0
15;Appingedam;2013 december;Appingedam                              ;Gemeente;GM0003    ;;350.0;430.0;670.0;2690.0;3.0;4.0;7.0;26.0;10220.0;7520.0;2690.0
16;Wijk 00;2013 maart;Appingedam                              ;Wijk    ;WK000300  ;1.0;310.0;390.0;670.0;2640.0;3.0;4.0;7.0;26.0;10210.0;7560.0;2650.0
17;Wijk 00;2013 juni;Appingedam                              ;Wijk    ;WK000300  ;1.0;270.0;410.0;670.0;2660.0;3.0;4.0;7.0;26.0;10210.0;7540.0;2670.0
18;Wijk 00;2013 september;Appingedam                              ;Wijk    ;WK000300  ;1.0;300.0;400.0;670.0;2690.0;3.0;4.0;7.0;26.0;10220.0;7530.0;2690.0
19;Wijk 00;2013 december;Appingedam                              ;Wijk    ;WK000300  ;1.0;350.0;430.0;670.0;2690.0;3.0;4.0;7.0;26.0;10220.0;7520.0;2690.0
20;Appingedam-Centrum;2013 maart;Appingedam                              ;Buurt   ;BU00030000;1.0;60.0;60.0;170.0;710.0;3.0;3.0;8.0;34.0;2080.0;1370.0;710.0
21;Appingedam-Centrum;2013 juni;Appingedam                              ;Buurt   ;BU00030000;1.0;50.0;60.0;170.0;710.0;2.0;3.0;8.0;34.0;2080.0;1370.0;710.0
22;Appingedam-Centrum;2013 september;Appingedam                              ;Buurt   ;BU00030000;1.0;50.0;70.0;170.0;710.0;3.0;3.0;8.0;34.0;2090.0;1380.0;720.0
23;Appingedam-Centrum;2013 december;Appingedam                              ;Buurt   ;BU00030000;1.0;60.0;70.0;170.0;720.0;3.0;4.0;8.0;34.0;2090.0;1370.0;720.0
24;Appingedam-West;2013 maart;Appingedam                              ;Buurt   ;BU00030001;1.0;70.0;60.0;120.0;520.0;3.0;2.0;5.0;20.0;2620.0;2090.0;520.0
25;Appingedam-West;2013 juni;Appingedam                              ;Buurt   ;BU00030001;1.0;70.0;60.0;120.0;530.0;3.0;2.0;5.0;20.0;2620.0;2090.0;530.0
26;Appingedam-West;2013 september;Appingedam                              ;Buurt   ;BU00030001;1.0;80.0;50.0;120.0;540.0;3.0;2.0;5.0;21.0;2620.0;2080.0;540.0
27;Appingedam-West;2013 december;Appingedam                              ;Buurt   ;BU00030001;1.0;90.0;60.0;120.0;550.0;4.0;2.0;5.0;21.0;2620.0;2070.0;550.0
28;Appingedam-Oost;2013 maart;Appingedam                              ;Buurt   ;BU00030002;1.0;170.0;270.0;350.0;1340.0;3.0;5.0;7.0;27.0;5030.0;3690.0;1340.0
29;Appingedam-Oost;2013 juni;Appingedam                              ;Buurt   ;BU00030002;1.0;140.0;280.0;350.0;1360.0;3.0;6.0;7.0;27.0;5030.0;3670.0;1360.0
30;Appingedam-Oost;2013 september;Appingedam                              ;Buurt   ;BU00030002;1.0;150.0;270.0;350.0;1360.0;3.0;6.0;7.0;27.0;5020.0;3660.0;1360.0
31;Appingedam-Oost;2013 december;Appingedam                              ;Buurt   ;BU00030002;1.0;180.0;290.0;350.0;1350.0;4.0;6.0;7.0;27.0;5030.0;3670.0;1360.0
32;Verspr.h. Damsterdiep en Eemskanaal;2013 maart;Appingedam                              ;Buurt   ;BU00030007;1.0;10.0;0.0;20.0;30.0;2.0;0.0;9.0;12.0;280.0;250.0;30.0
33;Verspr.h. Damsterdiep en Eemskanaal;2013 juni;Appingedam                              ;Buurt   ;BU00030007;1.0;10.0;0.0;20.0;30.0;3.0;0.0;9.0;11.0;280.0;240.0;30.0
34;Verspr.h. Damsterdiep en Eemskanaal;2013 september;Appingedam                              ;Buurt   ;BU00030007;1.0;10.0;0.0;20.0;30.0;3.0;0.0;8.0;12.0;280.0;240.0;30.0
35;Verspr.h. Damsterdiep en Eemskanaal;2013 december;Appingedam                              ;Buurt   ;BU00030007;1.0;10.0;0.0;20.0;30.0;4.0;0.0;9.0;11.0;280.0;250.0;30.0
36;Verspr.h. ten zuiden van Eemskanaal;2013 maart;Appingedam                              ;Buurt   ;BU00030008;1.0;0.0;0.0;0.0;10.0;4.0;2.0;5.0;16.0;90.0;70.0;10.0
37;Verspr.h. ten zuiden van Eemskanaal;2013 juni;Appingedam                              ;Buurt   ;BU00030008;1.0;0.0;0.0;0.0;10.0;1.0;2.0;5.0;17.0;90.0;70.0;10.0
38;Verspr.h. ten zuiden van Eemskanaal;2013 september;Appingedam                              ;Buurt   ;BU00030008;1.0;0.0;0.0;0.0;10.0;2.0;2.0;5.0;16.0;90.0;70.0;10.0
39;Verspr.h. ten zuiden van Eemskanaal;2013 december;Appingedam                              ;Buurt   ;BU00030008;1.0;0.0;0.0;0.0;10.0;5.0;2.0;5.0;17.0;80.0;70.0;10.0
40;Verspr.h. ten N. van het Damsterdiep;2013 maart;Appingedam                              ;Buurt   ;BU00030009;1.0;0.0;0.0;0.0;30.0;1.0;3.0;3.0;22.0;120.0;90.0;30.0
41;Verspr.h. ten N. van het Damsterdiep;2013 juni;Appingedam                              ;Buurt   ;BU00030009;1.0;0.0;0.0;0.0;30.0;1.0;3.0;3.0;22.0;120.0;90.0;30.0
42;Verspr.h. ten N. van het Damsterdiep;2013 september;Appingedam                              ;Buurt   ;BU00030009;1.0;0.0;0.0;0.0;30.0;2.0;3.0;2.0;23.0;120.0;100.0;30.0
43;Verspr.h. ten N. van het Damsterdiep;2013 december;Appingedam                              ;Buurt   ;BU00030009;1.0;0.0;0.0;0.0;30.0;2.0;3.0;2.0;24.0;120.0;90.0;30.0
44;Bedum;2013 maart;Bedum                                   ;Gemeente;GM0005    ;;220.0;120.0;600.0;1890.0;3.0;1.0;7.0;22.0;8710.0;6830.0;1890.0
45;Bedum;2013 juni;Bedum                                   ;Gemeente;GM0005    ;;210.0;130.0;600.0;1920.0;3.0;2.0;7.0;22.0;8700.0;6780.0;1920.0
46;Bedum;2013 september;Bedum                                   ;Gemeente;GM0005    ;;220.0;130.0;580.0;1940.0;3.0;2.0;7.0;22.0;8690.0;6750.0;1940.0
47;Bedum;2013 december;Bedum                                   ;Gemeente;GM0005    ;;240.0;140.0;580.0;1970.0;3.0;2.0;7.0;23.0;8680.0;6720.0;1970.0
48;Wijk 00;2013 maart;Bedum                                   ;Wijk    ;WK000500  ;1.0;220.0;120.0;600.0;1890.0;3.0;1.0;7.0;22.0;8710.0;6830.0;1890.0
49;Wijk 00;2013 juni;Bedum                                   ;Wijk    ;WK000500  ;1.0;210.0;130.0;600.0;1920.0;3.0;2.0;7.0;22.0;8700.0;6780.0;1920.0
50;Wijk 00;2013 september;Bedum                                   ;Wijk    ;WK000500  ;1.0;220.0;130.0;580.0;1940.0;3.0;2.0;7.0;22.0;8690.0;6750.0;1940.0
51;Wijk 00;2013 december;Bedum                                   ;Wijk    ;WK000500  ;1.0;240.0;140.0;580.0;1970.0;3.0;2.0;7.0;23.0;8680.0;6720.0;1970.0
52;Bedum;2013 maart;Bedum                                   ;Buurt   ;BU00050000;1.0;160.0;100.0;490.0;1520.0;2.0;2.0;8.0;23.0;6520.0;5000.0;1520.0
53;Bedum;2013 juni;Bedum                                   ;Buurt   ;BU00050000;1.0;160.0;110.0;490.0;1540.0;2.0;2.0;8.0;24.0;6510.0;4960.0;1540.0
54;Bedum;2013 september;Bedum                                   ;Buurt   ;BU00050000;1.0;160.0;110.0;480.0;1560.0;3.0;2.0;7.0;24.0;6500.0;4940.0;1560.0
55;Bedum;2013 december;Bedum                                   ;Buurt   ;BU00050000;1.0;180.0;110.0;480.0;1580.0;3.0;2.0;7.0;24.0;6490.0;4910.0;1580.0
56;Verspreide huizen Bedum;2013 maart;Bedum                                   ;Buurt   ;BU00050001;1.0;10.0;0.0;20.0;70.0;1.0;1.0;4.0;12.0;540.0;470.0;70.0
