ID;SBI93;Perioden;Bedrijven_1;WerkzamePersonenEindSeptember_2;WerkzamePersonenFTEEindSeptember_3;WerknemersOpDeEigenLoonlijst_4;WerknemersFTEOpDeEigenLoonlijst_5;BrutoLonenEnSalarissen_6;TotaleBedrijfsopbrengsten_7;TotaleNettoOmzet_8;Hoofdactiviteit_9;Nevenactiviteiten_10;Buitenland_11;Binnenland_12;OverigeBedrijfsopbrengsten_13;TotaleBedrijfslasten_14;InkoopwaardeOmzet_15;Arbeidskosten_16;AfschrijvingenOpVasteActiva_17;TotaleOverigeBedrijfslasten_18;Verkoopkosten_19;Communicatiekosten_20;KostenEnergieverbruik_21;KostenVanDienstverleningDoorDerden_22;OverigePersoneelskosten_23;KostenVervoermiddelen_24;Huisvestingskosten_25;KostenInventaris_26;NietEerderGenoemdeBedrijfslasten_27;Bedrijfsresultaat_28;SaldoFinancieleBatenEnLasten_29;FinancieleBaten_30;FinancieleLasten_31;SaldoVoorzieningen_32;OnttrekkingenVrijvalVanVoorzieningen_33;ToevoegingenAanVoorzieningen_34;SaldoBuitengewoneBatenEnLasten_35;BuitengewoneBaten_36;BuitengewoneLasten_37;ResultaatVoorBelastingen_38
64;514 Groothand.in ov.consumentenartikelen;2004;15455;103.1;90.5;93.2;81.7;3014.0;58756.0;58423.0;57645.0;778.0;22442.0;35981.0;333.0;55681.0;44195.0;3685.0;506.0;7295.0;2752.0;235.0;67.0;862.0;486.0;382.0;652.0;113.0;1747.0;3075.0;16.0;601.0;585.0;-37.0;44.0;82.0;-52.0;143.0;195.0;3002.0
65;514 Groothand.in ov.consumentenartikelen;2005;15480;104.1;90.5;94.4;81.9;3204.0;60742.0;60260.0;59407.0;853.0;26181.0;34079.0;482.0;57389.0;45514.0;3900.0;501.0;7474.0;3013.0;252.0;73.0;889.0;496.0;410.0;714.0;107.0;1521.0;3353.0;126.0;940.0;814.0;-48.0;72.0;120.0;-80.0;165.0;245.0;3351.0
66;5142 Groothand.kleding,schoeisel,modeart;2000;3110;17.9;15.7;15.0;13.4;433.0;9323.0;9264.0;9241.0;23.0;4162.0;5102.0;59.0;8930.0;6418.0;522.0;96.0;1894.0;707.0;29.0;10.0;99.0;84.0;48.0;107.0;20.0;787.0;394.0;-81.0;62.0;142.0;-1.0;7.0;8.0;30.0;50.0;19.0;342.0
67;5142 Groothand.kleding,schoeisel,modeart;2001;3075;19.6;16.9;17.1;14.5;500.0;9570.0;9412.0;9342.0;70.0;4442.0;4970.0;158.0;9103.0;6471.0;602.0;97.0;1933.0;675.0;29.0;15.0;102.0;89.0;54.0;123.0;18.0;828.0;466.0;-81.0;55.0;137.0;-11.0;6.0;17.0;-13.0;17.0;31.0;362.0
68;5142 Groothand.kleding,schoeisel,modeart;2002;3090;19.4;16.9;17.0;14.7;516.0;10430.0;10235.0;10201.0;34.0;3072.0;7163.0;195.0;9986.0;7030.0;625.0;97.0;2234.0;702.0;30.0;13.0;143.0;100.0;59.0;131.0;16.0;1038.0;446.0;-86.0;59.0;145.0;-6.0;8.0;13.0;2.0;50.0;47.0;356.0
69;5142 Groothand.kleding,schoeisel,modeart;2003;3080;18.8;16.0;16.5;13.7;501.0;10097.0;9910.0;9851.0;59.0;5390.0;4520.0;187.0;9550.0;6799.0;616.0;97.0;2038.0;972.0;31.0;13.0;149.0;78.0;52.0;126.0;19.0;599.0;546.0;-70.0;57.0;126.0;-8.0;3.0;11.0;-17.0;15.0;31.0;451.0
70;5142 Groothand.kleding,schoeisel,modeart;2004;3110;16.9;14.6;15.3;13.2;480.0;9954.0;9899.0;9796.0;103.0;3767.0;6132.0;55.0;9236.0;6670.0;597.0;84.0;1885.0;885.0;87.0;11.0;192.0;83.0;48.0;113.0;18.0;449.0;720.0;-64.0;38.0;101.0;-11.0;4.0;15.0;-24.0;22.0;44.0;622.0
71;5142 Groothand.kleding,schoeisel,modeart;2005;3040;17.3;14.8;15.6;13.1;517.0;10603.0;10550.0;10473.0;77.0;5152.0;5398.0;53.0;9760.0;7063.0;638.0;89.0;1970.0;1070.0;94.0;13.0;157.0;88.0;51.0;141.0;17.0;340.0;844.0;-28.0;80.0;108.0;-12.0;1.0;13.0;-15.0;39.0;51.0;791.0
72;5146 Groothandel in farmaceutische prod.;2000;1590;22.9;20.9;20.3;18.6;684.0;11422.0;11316.0;11216.0;100.0;3738.0;7578.0;106.0;10927.0;8653.0;822.0;120.0;1332.0;413.0;37.0;9.0;120.0;105.0;94.0;79.0;23.0;449.0;496.0;51.0;250.0;199.0;-13.0;3.0;16.0;85.0;106.0;20.0;619.0
73;5146 Groothandel in farmaceutische prod.;2001;1620;23.9;21.8;21.2;19.4;745.0;12751.0;12638.0;12578.0;60.0;3637.0;9001.0;113.0;12170.0;9692.0;895.0;124.0;1459.0;475.0;41.0;11.0;107.0;125.0;108.0;83.0;26.0;484.0;580.0;0.0;152.0;152.0;-11.0;5.0;16.0;-96.0;18.0;115.0;474.0
74;5146 Groothandel in farmaceutische prod.;2002;1695;26.5;23.8;24.0;21.7;865.0;14391.0;14270.0;14226.0;44.0;4261.0;10009.0;121.0;13462.0;10613.0;1059.0;125.0;1665.0;541.0;46.0;12.0;161.0;145.0;119.0;94.0;37.0;512.0;929.0;-13.0;86.0;98.0;-12.0;7.0;19.0;10.0;42.0;32.0;915.0
75;5146 Groothandel in farmaceutische prod.;2003;1665;24.8;22.2;22.6;20.4;872.0;17654.0;17492.0;17369.0;123.0;4764.0;12728.0;162.0;16678.0;13722.0;1070.0;127.0;1759.0;526.0;49.0;11.0;155.0;142.0;118.0;99.0;31.0;627.0;976.0;-42.0;217.0;259.0;-1.0;7.0;9.0;71.0;85.0;14.0;1003.0
76;5146 Groothandel in farmaceutische prod.;2004;1685;24.5;21.9;22.7;20.3;905.0;19223.0;19100.0;18885.0;215.0;6182.0;12918.0;123.0;18299.0;15164.0;1109.0;145.0;1881.0;536.0;56.0;13.0;190.0;154.0;121.0;105.0;31.0;674.0;925.0;6.0;227.0;221.0;-9.0;6.0;15.0;12.0;40.0;29.0;933.0
77;5146 Groothandel in farmaceutische prod.;2005;1695;24.4;21.5;22.5;20.0;965.0;22635.0;22468.0;22255.0;213.0;10917.0;11551.0;167.0;21566.0;18405.0;1175.0;144.0;1842.0;638.0;54.0;15.0;199.0;153.0;134.0;106.0;28.0;515.0;1069.0;140.0;457.0;317.0;-20.0;25.0;45.0;-81.0;20.0;101.0;1107.0
78;5141a Gh in rest ov.consumentenartikelen;2000;10450;76.0;68.3;63.4;56.3;1568.0;27058.0;26676.0;26470.0;206.0;7004.0;19672.0;382.0;25617.0;20039.0;1893.0;293.0;3392.0;1323.0;92.0;45.0;294.0;254.0;215.0;308.0;74.0;787.0;1441.0;50.0;403.0;355.0;-27.0;38.0;67.0;11.0;83.0;73.0;1475.0
79;5141a Gh in rest ov.consumentenartikelen;2001;10325;74.1;66.8;59.9;52.9;1492.0;27910.0;27778.0;27236.0;542.0;8907.0;18871.0;132.0;26432.0;21152.0;1805.0;284.0;3191.0;1255.0;98.0;39.0;266.0;231.0;207.0;315.0;70.0;716.0;1477.0;-159.0;109.0;268.0;-11.0;49.0;57.0;-3.0;70.0;73.0;1303.0
80;5141a Gh in rest ov.consumentenartikelen;2002;10490;69.6;61.5;58.8;51.7;1646.0;28921.0;28788.0;28340.0;448.0;9641.0;19147.0;133.0;27510.0;21627.0;2005.0;305.0;3573.0;1369.0;95.0;40.0;395.0;248.0;229.0;337.0;70.0;777.0;1410.0;-42.0;363.0;409.0;-43.0;33.0;77.0;0.0;74.0;73.0;1324.0
81;5141a Gh in rest ov.consumentenartikelen;2003;10430;66.8;59.2;57.1;50.5;1653.0;30102.0;29959.0;29604.0;355.0;11596.0;18363.0;143.0;28595.0;22691.0;2008.0;304.0;3592.0;1325.0;96.0;45.0;457.0;229.0;220.0;428.0;75.0;712.0;1505.0;-172.0;320.0;495.0;-20.0;45.0;66.0;17.0;80.0;68.0;1325.0
82;5141a Gh in rest ov.consumentenartikelen;2004;10655;61.6;54.0;55.2;48.3;1628.0;29580.0;29423.0;28964.0;459.0;12493.0;16930.0;157.0;28144.0;22361.0;1981.0;278.0;3524.0;1333.0;89.0;43.0;480.0;252.0;214.0;436.0;60.0;624.0;1432.0;72.0;335.0;264.0;-20.0;32.0;51.0;-40.0;79.0;121.0;1445.0
83;5141a Gh in rest ov.consumentenartikelen;2005;10740;62.8;54.3;56.1;48.7;1721.0;27505.0;27240.0;26678.0;562.0;10112.0;17128.0;265.0;26062.0;20046.0;2090.0;267.0;3659.0;1306.0;107.0;46.0;531.0;256.0;224.0;470.0;62.0;665.0;1443.0;13.0;404.0;387.0;-15.0;42.0;60.0;15.0;105.0;89.0;1457.0
84;515 Groothand.niet-agrar. intermed.goed.;2000;8325;91.7;85.0;82.2;76.1;2363.0;48154.0;47952.0;47330.0;622.0;9735.0;38217.0;202.0;46067.0;39234.0;2915.0;605.0;3313.0;637.0;106.0;113.0;528.0;338.0;400.0;430.0;188.0;574.0;2087.0;47.0;487.0;440.0;-34.0;40.0;74.0;-25.0;101.0;126.0;2075.0
85;515 Groothand.niet-agrar. intermed.goed.;2001;8410;91.3;84.3;81.0;74.4;2369.0;44188.0;43965.0;43191.0;774.0;8666.0;35299.0;223.0;42533.0;35851.0;2910.0;575.0;3197.0;618.0;106.0;128.0;407.0;337.0;394.0;437.0;176.0;595.0;1655.0;56.0;505.0;450.0;-14.0;102.0;116.0;26.0;95.0;69.0;1723.0
86;515 Groothand.niet-agrar. intermed.goed.;2002;8525;92.1;84.4;84.2;77.0;2554.0;47236.0;46985.0;46396.0;589.0;9721.0;37264.0;251.0;45407.0;38278.0;3146.0;626.0;3357.0;558.0;115.0;127.0;596.0;328.0;405.0;485.0;201.0;543.0;1829.0;-191.0;395.0;586.0;-28.0;35.0;63.0;-16.0;55.0;71.0;1594.0
87;515 Groothand.niet-agrar. intermed.goed.;2003;8480;88.1;80.4;80.3;73.2;2517.0;49912.0;49595.0;49081.0;514.0;9969.0;39626.0;317.0;48471.0;41014.0;3138.0;700.0;3619.0;521.0;119.0;120.0;758.0;311.0;417.0;515.0;189.0;670.0;1441.0;-283.0;289.0;572.0;-11.0;40.0;51.0;224.0;319.0;95.0;1372.0
88;515 Groothand.niet-agrar. intermed.goed.;2004;8495;86.9;79.2;80.1;73.2;2536.0;56343.0;56027.0;55333.0;694.0;9995.0;46032.0;316.0;54479.0;46837.0;3196.0;672.0;3774.0;528.0;125.0;121.0;812.0;301.0;401.0;534.0;195.0;758.0;1864.0;-82.0;401.0;483.0;-44.0;31.0;75.0;5.0;65.0;60.0;1743.0
89;515 Groothand.niet-agrar. intermed.goed.;2005;8360;87.0;78.6;79.5;72.0;2656.0;62784.0;62418.0;61679.0;739.0;19166.0;43252.0;366.0;60906.0;52724.0;3284.0;712.0;4186.0;620.0;114.0;136.0;834.0;369.0;460.0;580.0;197.0;875.0;1878.0;297.0;754.0;457.0;-26.0;28.0;54.0;17.0;77.0;60.0;2166.0
90;5151 Groothand.minerale olieprod/brandst;2000;450;6.4;5.8;5.8;5.2;185.0;12612.0;12590.0;12492.0;98.0;1472.0;11118.0;22.0;12359.0;11537.0;232.0;133.0;457.0;98.0;12.0;7.0;91.0;46.0;39.0;63.0;30.0;74.0;253.0;170.0;262.0;92.0;6.0;21.0;15.0;-21.0;3.0;24.0;408.0
91;5151 Groothand.minerale olieprod/brandst;2001;460;6.1;5.4;5.5;4.9;190.0;11181.0;11168.0;11065.0;103.0;1188.0;9980.0;13.0;11084.0;10334.0;234.0;120.0;396.0;80.0;10.0;7.0;71.0;32.0;36.0;65.0;23.0;72.0;99.0;132.0;191.0;59.0;10.0;81.0;71.0;-6.0;6.0;12.0;234.0
92;5151 Groothand.minerale olieprod/brandst;2002;455;6.5;5.9;6.2;5.5;214.0;14326.0;14308.0;14192.0;116.0;2714.0;11594.0;18.0;14050.0;13251.0;265.0;115.0;419.0;83.0;12.0;7.0;57.0;33.0;47.0;77.0;31.0;72.0;276.0;-45.0;193.0;239.0;-7.0;10.0;17.0;-2.0;3.0;6.0;221.0
93;5151 Groothand.minerale olieprod/brandst;2003;455;5.7;5.2;5.3;4.7;195.0;14191.0;14151.0;14076.0;75.0;3146.0;11005.0;40.0;13904.0;13083.0;275.0;107.0;439.0;75.0;12.0;7.0;74.0;33.0;52.0;86.0;31.0;70.0;287.0;-190.0;36.0;225.0;-4.0;7.0;11.0;259.0;263.0;4.0;352.0
94;5151 Groothand.minerale olieprod/brandst;2004;445;;;;;198.0;16040.0;16003.0;15908.0;95.0;2025.0;13978.0;37.0;15895.0;15058.0;286.0;108.0;443.0;64.0;14.0;7.0;81.0;39.0;46.0;85.0;38.0;74.0;145.0;38.0;152.0;114.0;2.0;13.0;11.0;3.0;8.0;5.0;188.0
95;5151 Groothand.minerale olieprod/brandst;2005;435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;5153 Groothand.in hout en bouwmaterialen;2000;3905;44.1;40.8;39.7;36.6;1054.0;14046.0;13990.0;13836.0;154.0;851.0;13139.0;56.0;13330.0;10658.0;1305.0;200.0;1167.0;188.0;43.0;31.0;143.0;134.0;186.0;178.0;63.0;203.0;718.0;-64.0;67.0;130.0;-10.0;7.0;18.0;-12.0;27.0;39.0;631.0
97;5153 Groothand.in hout en bouwmaterialen;2001;4000;43.9;40.7;38.9;35.8;1040.0;13684.0;13614.0;13223.0;391.0;871.0;12743.0;70.0;12976.0;10408.0;1280.0;185.0;1103.0;181.0;43.0;32.0;124.0;122.0;178.0;181.0;57.0;184.0;708.0;-27.0;119.0;144.0;-8.0;9.0;17.0;0.0;20.0;19.0;675.0
98;5153 Groothand.in hout en bouwmaterialen;2002;4085;44.6;40.6;41.0;37.4;1158.0;13742.0;13657.0;13512.0;145.0;988.0;12669.0;85.0;13017.0;10133.0;1428.0;219.0;1237.0;186.0;45.0;38.0;186.0;134.0;192.0;206.0;76.0;170.0;726.0;-66.0;79.0;142.0;-12.0;10.0;24.0;-4.0;31.0;34.0;643.0
99;5153 Groothand.in hout en bouwmaterialen;2003;4085;41.4;37.8;37.7;34.4;1109.0;13164.0;13100.0;12985.0;115.0;890.0;12210.0;64.0;12519.0;9749.0;1364.0;204.0;1202.0;177.0;48.0;40.0;193.0;121.0;179.0;211.0;67.0;165.0;645.0;-60.0;55.0;112.0;-3.0;13.0;16.0;5.0;35.0;27.0;587.0
100;5153 Groothand.in hout en bouwmaterialen;2004;4130;;;;;1101.0;14272.0;14212.0;14009.0;203.0;752.0;13460.0;60.0;13655.0;10929.0;1356.0;187.0;1183.0;176.0;51.0;34.0;188.0;119.0;181.0;219.0;62.0;153.0;620.0;-70.0;52.0;122.0;-4.0;10.0;15.0;-1.0;17.0;18.0;543.0
101;5153 Groothand.in hout en bouwmaterialen;2005;4065;41.6;37.1;38.5;34.8;1175.0;15064.0;15000.0;14787.0;213.0;928.0;14072.0;64.0;14416.0;11425.0;1444.0;197.0;1350.0;188.0;50.0;42.0;223.0;146.0;207.0;244.0;62.0;196.0;646.0;-75.0;55.0;131.0;-10.0;8.0;18.0;2.0;22.0;18.0;562.0
102;5155 Groothandel in chemische producten;2000;1095;10.8;10.1;9.4;8.9;345.0;8701.0;8639.0;8458.0;181.0;4223.0;4416.0;62.0;8340.0;7169.0;420.0;99.0;652.0;177.0;19.0;48.0;91.0;52.0;54.0;44.0;30.0;138.0;361.0;8.0;96.0;88.0;-15.0;2.0;17.0;3.0;37.0;32.0;358.0
103;5155 Groothandel in chemische producten;2001;1080;10.7;10.0;9.4;8.8;350.0;7239.0;7156.0;6961.0;195.0;3667.0;3489.0;83.0;6922.0;5738.0;426.0;98.0;660.0;182.0;18.0;60.0;61.0;62.0;59.0;46.0;30.0;142.0;316.0;15.0;133.0;118.0;-10.0;3.0;13.0;29.0;43.0;15.0;349.0
104;5155 Groothandel in chemische producten;2002;1095;10.5;9.9;9.6;8.8;360.0;7301.0;7212.0;6982.0;230.0;3035.0;4177.0;89.0;6994.0;5759.0;441.0;118.0;676.0;147.0;20.0;53.0;119.0;45.0;58.0;46.0;29.0;155.0;307.0;-9.0;78.0;88.0;-1.0;3.0;5.0;-13.0;8.0;20.0;284.0
105;5155 Groothandel in chemische producten;2003;1050;9.9;9.0;9.1;8.3;367.0;10382.0;10219.0;10014.0;205.0;2604.0;7615.0;163.0;10298.0;8674.0;455.0;219.0;950.0;139.0;21.0;44.0;265.0;47.0;51.0;53.0;27.0;300.0;84.0;22.0;150.0;128.0;-3.0;3.0;6.0;-15.0;9.0;23.0;88.0
106;5155 Groothandel in chemische producten;2004;1045;9.4;8.6;8.8;7.9;363.0;11938.0;11817.0;11620.0;197.0;3067.0;8750.0;121.0;11694.0;10025.0;449.0;203.0;1017.0;132.0;17.0;50.0;277.0;37.0;46.0;51.0;26.0;380.0;244.0;16.0;147.0;132.0;-4.0;2.0;5.0;-1.0;11.0;13.0;254.0
107;5155 Groothandel in chemische producten;2005;1020;10.1;9.2;9.5;8.4;390.0;13629.0;13505.0;13298.0;207.0;8100.0;5405.0;124.0;13161.0;11433.0;484.0;219.0;1025.0;135.0;15.0;54.0;242.0;40.0;51.0;47.0;30.0;410.0;468.0;80.0;215.0;136.0;-5.0;2.0;7.0;10.0;13.0;3.0;552.0
108;5157 Groothandel in afval en schroot;2000;1205;7.2;6.8;6.1;5.6;156.0;3215.0;3205.0;3176.0;29.0;1316.0;1889.0;10.0;3001.0;2415.0;190.0;68.0;328.0;43.0;6.0;10.0;72.0;29.0;58.0;42.0;32.0;36.0;215.0;-19.0;21.0;40.0;0.0;2.0;1.0;-1.0;18.0;20.0;194.0
109;5157 Groothandel in afval en schroot;2001;1190;7.5;6.8;5.9;5.2;144.0;2863.0;2856.0;2836.0;20.0;1206.0;1650.0;7.0;2717.0;2180.0;173.0;61.0;303.0;37.0;6.0;11.0;59.0;34.0;48.0;41.0;30.0;38.0;146.0;-13.0;16.0;30.0;1.0;2.0;2.0;-2.0;7.0;10.0;132.0
110;5157 Groothandel in afval en schroot;2002;1165;6.4;5.8;5.1;4.6;124.0;2537.0;2529.0;2492.0;37.0;1283.0;1246.0;8.0;2403.0;1928.0;150.0;60.0;265.0;21.0;5.0;7.0;71.0;29.0;41.0;35.0;27.0;27.0;134.0;-19.0;6.0;25.0;-2.0;1.0;3.0;2.0;4.0;2.0;115.0
111;5157 Groothandel in afval en schroot;2003;1135;7.1;6.2;5.8;5.0;145.0;2820.0;2803.0;2770.0;33.0;1307.0;1496.0;17.0;2685.0;2187.0;175.0;59.0;264.0;19.0;5.0;9.0;54.0;24.0;59.0;37.0;29.0;30.0;135.0;-16.0;12.0;28.0;-4.0;2.0;5.0;-2.0;3.0;6.0;112.0
112;5157 Groothandel in afval en schroot;2004;1120;;;;;147.0;3572.0;3560.0;3536.0;24.0;1699.0;1861.0;12.0;3325.0;2793.0;178.0;62.0;292.0;27.0;5.0;10.0;66.0;24.0;49.0;46.0;33.0;34.0;246.0;-20.0;6.0;25.0;-3.0;1.0;4.0;0.0;7.0;7.0;223.0
113;5157 Groothandel in afval en schroot;2005;1110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;5152a Gh in rest intermediaire goederen;2000;1665;23.0;21.4;21.1;19.7;625.0;9582.0;9528.0;9368.0;160.0;1872.0;7656.0;54.0;9040.0;7457.0;768.0;108.0;707.0;131.0;28.0;19.0;131.0;77.0;62.0;101.0;33.0;123.0;539.0;-48.0;42.0;90.0;-14.0;7.0;20.0;4.0;14.0;10.0;484.0
115;5152a Gh in rest intermediaire goederen;2001;1680;23.3;21.7;21.3;20.0;648.0;9220.0;9170.0;9106.0;64.0;1734.0;7436.0;50.0;8832.0;7192.0;798.0;109.0;733.0;137.0;28.0;18.0;90.0;84.0;73.0;105.0;37.0;158.0;390.0;-54.0;46.0;100.0;-7.0;6.0;13.0;5.0;16.0;12.0;336.0
116;5152a Gh in rest intermediaire goederen;2002;1720;23.8;22.3;22.5;20.9;696.0;9330.0;9277.0;9218.0;59.0;1703.0;7574.0;53.0;8945.0;7205.0;862.0;115.0;763.0;119.0;31.0;20.0;162.0;84.0;68.0;120.0;36.0;118.0;387.0;-52.0;39.0;90.0;-4.0;9.0;14.0;1.0;9.0;7.0;330.0
117;5152a Gh in rest intermediaire goederen;2003;1745;24.1;22.1;22.4;20.6;702.0;9355.0;9322.0;9235.0;87.0;2022.0;7300.0;33.0;9066.0;7319.0;870.0;112.0;765.0;110.0;32.0;20.0;170.0;87.0;77.0;128.0;35.0;106.0;291.0;-40.0;40.0;79.0;4.0;16.0;13.0;-23.0;9.0;32.0;234.0
118;5152a Gh in rest intermediaire goederen;2004;1760;23.7;21.9;22.0;20.6;727.0;10522.0;10435.0;10261.0;174.0;2452.0;7983.0;87.0;9910.0;8032.0;929.0;111.0;838.0;132.0;39.0;19.0;201.0;80.0;81.0;129.0;36.0;120.0;612.0;-45.0;44.0;89.0;-36.0;4.0;40.0;5.0;22.0;18.0;535.0
119;5152a Gh in rest intermediaire goederen;2005;1735;23.1;21.2;21.4;19.6;723.0;11120.0;11077.0;10898.0;179.0;3070.0;8007.0;43.0;10585.0;8621.0;897.0;110.0;957.0;205.0;34.0;23.0;205.0;101.0;90.0;134.0;39.0;122.0;535.0;-50.0;55.0;106.0;0.0;10.0;11.0;14.0;33.0;19.0;497.0
120;518 Groothand.machines,apparaten,toebeh.;2000;11655;149.8;139.6;134.0;125.1;4333.0;72491.0;72207.0;70523.0;1684.0;34193.0;38014.0;284.0;69878.0;57083.0;5219.0;717.0;6859.0;2253.0;261.0;76.0;743.0;775.0;544.0;600.0;142.0;1466.0;2613.0;33.0;473.0;440.0;-72.0;52.0;125.0;1381.0;1618.0;237.0;3955.0
121;518 Groothand.machines,apparaten,toebeh.;2001;11865;152.5;142.0;135.8;126.9;4418.0;75781.0;75519.0;73898.0;1621.0;37972.0;37547.0;262.0;73389.0;60786.0;5312.0;613.0;6678.0;2323.0;274.0;78.0;786.0;732.0;555.0;634.0;151.0;1144.0;2392.0;255.0;727.0;471.0;-74.0;44.0;118.0;37.0;235.0;198.0;2609.0
122;518 Groothand.machines,apparaten,toebeh.;2002;12090;151.4;140.9;138.7;128.7;4737.0;80000.0;79701.0;78081.0;1620.0;37891.0;41810.0;299.0;76848.0;62380.0;5788.0;701.0;7979.0;2783.0;289.0;86.0;884.0;773.0;609.0;758.0;164.0;1632.0;3153.0;237.0;850.0;613.0;-122.0;111.0;233.0;-957.0;171.0;1128.0;2311.0
123;518 Groothand.machines,apparaten,toebeh.;2003;11960;135.6;125.0;124.7;115.2;4455.0;74465.0;74106.0;71533.0;2573.0;40397.0;33709.0;359.0;72449.0;59065.0;5532.0;606.0;7246.0;2105.0;254.0;78.0;868.0;691.0;542.0;663.0;151.0;1893.0;2016.0;259.0;867.0;608.0;-132.0;115.0;247.0;97.0;339.0;242.0;2240.0
124;518 Groothand.machines,apparaten,toebeh.;2004;12970;136.6;125.0;124.9;114.3;4538.0;81773.0;81404.0;78506.0;2898.0;41393.0;40011.0;369.0;79422.0;64973.0;5625.0;663.0;8161.0;2374.0;266.0;82.0;1092.0;795.0;552.0;670.0;159.0;2171.0;2351.0;300.0;944.0;644.0;-168.0;93.0;261.0;253.0;558.0;305.0;2736.0
125;518 Groothand.machines,apparaten,toebeh.;2005;12840;137.7;125.3;126.1;114.2;4640.0;87443.0;87092.0;84229.0;2863.0;45896.0;41196.0;351.0;84419.0;69529.0;5678.0;637.0;8575.0;2408.0;256.0;88.0;1160.0;908.0;597.0;656.0;145.0;2356.0;3024.0;273.0;852.0;579.0;-197.0;60.0;257.0;701.0;917.0;216.0;3801.0
126;5184a Gh kantoormeub,computers,randapp.;2000;3860;57.4;53.0;49.6;46.1;1764.0;45082.0;44930.0;43869.0;1061.0;28553.0;16377.0;152.0;44015.0;37328.0;2085.0;327.0;4275.0;1728.0;131.0;23.0;479.0;442.0;223.0;281.0;52.0;917.0;1066.0;81.0;278.0;198.0;-24.0;10.0;35.0;1345.0;1512.0;167.0;2468.0
127;5184a Gh kantoormeub,computers,randapp.;2001;3910;58.2;53.9;49.8;46.8;1798.0;49972.0;49878.0;48889.0;989.0;32475.0;17403.0;94.0;48914.0;42436.0;2118.0;237.0;4123.0;1809.0;141.0;25.0;524.0;412.0;228.0;311.0;60.0;614.0;1058.0;332.0;535.0;203.0;-8.0;20.0;28.0;-22.0;83.0;105.0;1360.0
128;5184a Gh kantoormeub,computers,randapp.;2002;4040;56.9;53.3;51.2;47.7;1955.0;52665.0;52564.0;51533.0;1031.0;30503.0;22061.0;101.0;50674.0;43223.0;2393.0;270.0;4788.0;2220.0;147.0;29.0;484.0;460.0;254.0;351.0;62.0;780.0;1991.0;375.0;633.0;258.0;-79.0;39.0;118.0;-840.0;73.0;914.0;1446.0
129;5184a Gh kantoormeub,computers,randapp.;2003;3930;50.3;46.3;45.2;42.1;1775.0;46642.0;46555.0;44866.0;1689.0;31862.0;14693.0;87.0;45783.0;39015.0;2245.0;219.0;4304.0;1569.0;122.0;26.0;422.0;411.0;218.0;287.0;52.0;1201.0;858.0;302.0;673.0;371.0;-138.0;16.0;153.0;-67.0;17.0;85.0;957.0
130;5184a Gh kantoormeub,computers,randapp.;2004;4500;50.6;46.7;46.1;42.3;1865.0;52376.0;52235.0;50214.0;2021.0;32385.0;19850.0;141.0;51393.0;43692.0;2359.0;254.0;5088.0;1801.0;134.0;26.0;622.0;475.0;210.0;272.0;60.0;1488.0;982.0;394.0;806.0;411.0;-164.0;20.0;183.0;-81.0;46.0;128.0;1131.0
131;5184a Gh kantoormeub,computers,randapp.;2005;4400;48.6;44.6;43.7;40.1;1819.0;55736.0;55643.0;53677.0;1966.0;35450.0;20193.0;93.0;54346.0;46538.0;2239.0;238.0;5331.0;1852.0;123.0;27.0;663.0;524.0;222.0;241.0;55.0;1624.0;1389.0;352.0;674.0;321.0;-185.0;10.0;195.0;90.0;177.0;88.0;1645.0
132;5186 Grthnd.elektro-instrumenten,onderd.;2000;1815;22.4;20.8;20.7;19.2;667.0;9614.0;9572.0;9499.0;73.0;1906.0;7666.0;42.0;9118.0;7447.0;806.0;96.0;769.0;144.0;38.0;11.0;81.0;116.0;78.0;84.0;19.0;199.0;496.0;-25.0;54.0;79.0;-23.0;27.0;49.0;23.0;47.0;24.0;471.0
133;5186 Grthnd.elektro-instrumenten,onderd.;2001;1840;24.3;22.6;22.8;21.2;726.0;8390.0;8341.0;8195.0;146.0;1456.0;6885.0;49.0;7974.0;6232.0;887.0;101.0;754.0;153.0;37.0;13.0;84.0;107.0;85.0;90.0;27.0;159.0;416.0;-27.0;53.0;80.0;-47.0;5.0;52.0;77.0;108.0;31.0;419.0
134;5186 Grthnd.elektro-instrumenten,onderd.;2002;1915;23.9;22.1;22.6;20.9;776.0;10424.0;10338.0;10227.0;111.0;3441.0;6897.0;86.0;10083.0;7772.0;942.0;124.0;1245.0;170.0;44.0;16.0;141.0;82.0;91.0;143.0;30.0;526.0;341.0;-24.0;65.0;89.0;-22.0;41.0;62.0;-108.0;41.0;150.0;187.0
135;5186 Grthnd.elektro-instrumenten,onderd.;2003;1920;22.1;20.4;21.0;19.4;788.0;10678.0;10560.0;10323.0;237.0;3685.0;6875.0;118.0;10352.0;8144.0;976.0;100.0;1132.0;177.0;41.0;14.0;194.0;79.0;84.0;123.0;32.0;388.0;327.0;-7.0;61.0;67.0;14.0;68.0;55.0;32.0;137.0;104.0;366.0
