ID;Sectoren;Perioden;TotaalOverheidssaldo_1;Inkomsten_2;Uitgaven_3;OverheidsschuldEMU_4;TotaalMutatieOverheidsschuld_5;OverheidstekortEMU_6;TransactiesInFinancieleActiva_7;TransactiesInTransitorischeSchulden_8;Waarderingsverschillen_9;StatistischVerschil_10;AandeelOverheidsschuld_11;Overheidssaldo_12;OverheidsschuldEMU_13;AandeelOverheidsschuld_14
42;Overheid;2006 4e kwartaal;3313.0;68493.0;-65180.0;259128.0;-8774.0;-3313.0;-58.0;-4181.0;-2297.0;1075.0;259128.0;0.2;44.7;44.7
43;Overheid;2006;1219.0;250495.0;-249276.0;259128.0;-9289.0;-1219.0;-6795.0;-4563.0;966.0;2322.0;259128.0;0.2;44.7;44.7
44;Overheid;2007 1e kwartaal;551.0;63576.0;-63025.0;264356.0;5228.0;-551.0;1660.0;3179.0;1360.0;-420.0;264356.0;0.4;45.0;45.0
45;Overheid;2007 2e kwartaal;-2825.0;64735.0;-67560.0;269984.0;5628.0;2825.0;5920.0;-1914.0;-1477.0;274.0;269984.0;0.0;45.3;45.3
46;Overheid;2007 3e kwartaal;-2829.0;58902.0;-61731.0;267080.0;-2904.0;2829.0;-4228.0;-3941.0;2196.0;240.0;267080.0;-0.3;44.2;44.2
47;Overheid;2007 4e kwartaal;6401.0;74435.0;-68034.0;261567.0;-5513.0;-6401.0;3404.0;104.0;-1804.0;-816.0;261567.0;0.2;42.7;42.7
48;Overheid;2007;1298.0;261648.0;-260350.0;261567.0;2439.0;-1298.0;6756.0;-2572.0;275.0;-722.0;261567.0;0.2;42.7;42.7
49;Overheid;2008 1e kwartaal;1117.0;69349.0;-68232.0;270571.0;9004.0;-1117.0;6268.0;3127.0;604.0;122.0;270571.0;0.3;43.5;43.5
50;Overheid;2008 2e kwartaal;-2597.0;69563.0;-72160.0;273726.0;3155.0;2597.0;9810.0;-6048.0;-1347.0;-1857.0;273726.0;0.3;43.5;43.5
51;Overheid;2008 3e kwartaal;-1685.0;63447.0;-65132.0;279428.0;5702.0;1685.0;-2669.0;2428.0;3701.0;557.0;279428.0;0.5;44.0;44.0
52;Overheid;2008 4e kwartaal;4595.0;77490.0;-72895.0;349913.0;70485.0;-4595.0;71352.0;5039.0;-1595.0;284.0;349913.0;0.2;54.7;54.7
53;Overheid;2008;1430.0;279849.0;-278419.0;349913.0;88346.0;-1430.0;84761.0;4546.0;1363.0;-894.0;349913.0;0.2;54.7;54.7
54;Overheid;2009 1e kwartaal;-5818.0;67333.0;-73151.0;366025.0;16112.0;5818.0;13742.0;-2439.0;-716.0;-293.0;366025.0;-0.9;57.6;57.6
55;Overheid;2009 2e kwartaal;-10017.0;64808.0;-74825.0;356597.0;-9428.0;10017.0;-16254.0;1854.0;-3333.0;-1712.0;356597.0;-2.1;56.7;56.7
56;Overheid;2009 3e kwartaal;-11722.0;60155.0;-71877.0;356201.0;-396.0;11722.0;-8879.0;-6285.0;2519.0;527.0;356201.0;-3.7;57.2;57.2
57;Overheid;2009 4e kwartaal;-5981.0;71646.0;-77627.0;350735.0;-5466.0;5981.0;-15623.0;5388.0;-2934.0;1722.0;350735.0;-5.4;56.8;56.8
58;Overheid;2009;-33538.0;263942.0;-297480.0;350735.0;822.0;33538.0;-27014.0;-1482.0;-4464.0;244.0;350735.0;-5.4;56.8;56.8
59;Overheid;2010 1e kwartaal;-6742.0;67461.0;-74203.0;355227.0;4492.0;6742.0;-809.0;-2551.0;1095.0;15.0;355227.0;-5.6;57.6;57.6
60;Overheid;2010 2e kwartaal;-10298.0;69162.0;-79460.0;368239.0;13012.0;10298.0;2001.0;-2472.0;294.0;2891.0;368239.0;-5.6;59.3;59.3
61;Overheid;2010 3e kwartaal;-12301.0;60150.0;-72451.0;369988.0;1749.0;12301.0;-13777.0;2456.0;1389.0;-620.0;369988.0;-5.6;59.1;59.1
62;Overheid;2010 4e kwartaal;-2181.0;75812.0;-77993.0;374336.0;4348.0;2181.0;8441.0;-871.0;-3185.0;-2218.0;374336.0;-5.0;59.3;59.3
63;Overheid;2010;-31522.0;272585.0;-304107.0;374336.0;23601.0;31522.0;-4144.0;-3438.0;-407.0;68.0;374336.0;-5.0;59.3;59.3
64;Overheid;2011 1e kwartaal;-3327.0;70611.0;-73938.0;378082.0;3746.0;3327.0;-609.0;101.0;504.0;423.0;378082.0;-4.4;59.4;59.4
65;Overheid;2011 2e kwartaal;-11248.0;67657.0;-78905.0;385890.0;7808.0;11248.0;-34.0;-411.0;-2385.0;-610.0;385890.0;-4.5;60.3;60.3
66;Overheid;2011 3e kwartaal;-8341.0;63725.0;-72066.0;391329.0;5439.0;8341.0;-6346.0;-550.0;3749.0;245.0;391329.0;-3.9;61.0;61.0
67;Overheid;2011 4e kwartaal;-4656.0;72445.0;-77101.0;395731.0;4402.0;4656.0;-2677.0;3660.0;-2215.0;978.0;395731.0;-4.3;61.6;61.6
68;Overheid;2011;-27572.0;274438.0;-302010.0;395731.0;21395.0;27572.0;-9666.0;2800.0;-347.0;1036.0;395731.0;-4.3;61.6;61.6
69;Overheid;2012 1e kwartaal;-3080.0;71400.0;-74480.0;401677.0;5946.0;3080.0;4209.0;-1607.0;647.0;-383.0;401677.0;-4.2;62.4;62.4
70;Overheid;2012 2e kwartaal;-9578.0;69917.0;-79495.0;412021.0;10344.0;9578.0;6195.0;1648.0;-2538.0;-4539.0;412021.0;-4.0;63.9;63.9
71;Overheid;2012 3e kwartaal;-10204.0;62397.0;-72601.0;418274.0;6253.0;10204.0;-9821.0;-1634.0;3009.0;4495.0;418274.0;-4.3;65.0;65.0
72;Overheid;2012 4e kwartaal;-2202.0;75087.0;-77289.0;427767.0;9493.0;2202.0;7101.0;2810.0;-3406.0;786.0;427767.0;-3.9;66.3;66.3
73;Overheid;2012;-25064.0;278801.0;-303865.0;427767.0;32036.0;25064.0;7684.0;1217.0;-2288.0;359.0;427767.0;-3.9;66.3;66.3
74;Overheid;2013 1e kwartaal;2391.0;74325.0;-71934.0;430863.0;3096.0;-2391.0;5756.0;-501.0;1277.0;-1045.0;430863.0;-3.0;66.7;66.7
75;Overheid;2013 2e kwartaal;-7392.0;72321.0;-79713.0;442671.0;11808.0;7392.0;5399.0;2502.0;-2425.0;-1060.0;442671.0;-2.7;68.4;68.4
76;Overheid;2013 3e kwartaal;-8178.0;65312.0;-73490.0;441933.0;-738.0;8178.0;-7216.0;-3206.0;2618.0;-1112.0;441933.0;-2.4;68.0;68.0
77;Overheid;2013 4e kwartaal;-2318.0;74581.0;-76899.0;442543.0;610.0;2318.0;-8320.0;1069.0;2417.0;3126.0;442543.0;-2.4;67.8;67.8
78;Overheid;2013;-15497.0;286539.0;-302036.0;442543.0;14776.0;15497.0;-4381.0;-136.0;3887.0;-91.0;442543.0;-2.4;67.8;67.8
79;Overheid;2014 1e kwartaal;-2053.0;73735.0;-75788.0;440732.0;-1811.0;2053.0;-5871.0;1588.0;1533.0;-1114.0;440732.0;-3.0;67.4;67.4
80;Overheid;2014 2e kwartaal;-7121.0;73644.0;-80765.0;451195.0;10463.0;7121.0;5275.0;2040.0;-2548.0;-1425.0;451195.0;-3.0;68.8;68.8
81;Overheid;2014 3e kwartaal;-6193.0;66283.0;-72476.0;449463.0;-1732.0;6193.0;-8558.0;-4738.0;3432.0;1939.0;449463.0;-2.7;68.2;68.2
82;Overheid;2014 4e kwartaal;339.0;77514.0;-77175.0;450615.0;1152.0;-339.0;3148.0;350.0;-2453.0;446.0;450615.0;-2.3;68.0;68.0
83;Overheid;2014;-15028.0;291176.0;-306204.0;450615.0;8072.0;15028.0;-6006.0;-760.0;-36.0;-154.0;450615.0;-2.3;68.0;68.0
84;Overheid;2015 1e kwartaal;-1067.0;75161.0;-76228.0;459759.0;9144.0;1067.0;8706.0;-1041.0;1902.0;-1490.0;459759.0;-2.1;69.0;69.0
85;Overheid;2015 2e kwartaal;-7829.0;72655.0;-80484.0;448634.0;-11125.0;7829.0;-16517.0;-2427.0;-3032.0;3022.0;448634.0;-2.2;66.7;66.7
86;Overheid;2015 3e kwartaal;-6110.0;66446.0;-72556.0;446603.0;-2031.0;6110.0;-6958.0;-995.0;2848.0;-3036.0;446603.0;-2.2;65.8;65.8
87;Overheid;2015 4e kwartaal;987.0;78478.0;-77491.0;441401.0;-5202.0;-987.0;-3244.0;92.0;-2172.0;1109.0;441401.0;-2.1;64.6;64.6
88;Overheid;2015;-14019.0;292740.0;-306759.0;441401.0;-9214.0;14019.0;-18013.0;-4371.0;-454.0;-395.0;441401.0;-2.1;64.6;64.6
89;Overheid;2016 1e kwartaal;507.0;76949.0;-76442.0;442068.0;667.0;-507.0;-2421.0;1620.0;1727.0;248.0;442068.0;-1.8;64.3;64.3
90;Overheid;2016 2e kwartaal;-2076.0;78467.0;-80543.0;437712.0;-4356.0;2076.0;-4797.0;-1460.0;-2394.0;2219.0;437712.0;-1.0;63.2;63.2
91;Overheid;2016 3e kwartaal;-1889.0;71530.0;-73419.0;428788.0;-8924.0;1889.0;-9475.0;2326.0;-757.0;-2907.0;428788.0;-0.4;61.5;61.5
92;Overheid;2016 4e kwartaal;6031.0;80876.0;-74845.0;434205.0;5417.0;-6031.0;13252.0;-568.0;-1695.0;459.0;434205.0;0.4;61.8;61.8
93;Overheid;2016;2573.0;307822.0;-305249.0;434205.0;-7196.0;-2573.0;-3441.0;1918.0;-3119.0;19.0;434205.0;0.4;61.8;61.8
94;Overheid;2017 1e kwartaal;5232.0;81534.0;-76302.0;422638.0;-11567.0;-5232.0;-5653.0;-2857.0;2247.0;-72.0;422638.0;1.0;59.5;59.5
95;Overheid;2017 2e kwartaal;-1583.0;79430.0;-81013.0;420688.0;-1950.0;1583.0;-2824.0;174.0;-2380.0;1497.0;420688.0;1.1;58.6;58.6
96;Overheid;2017 3e kwartaal;-1165.0;74197.0;-75362.0;412391.0;-8297.0;1165.0;-9701.0;-2262.0;1581.0;920.0;412391.0;1.2;56.9;56.9
97;Overheid;2017 4e kwartaal;5530.0;84868.0;-79338.0;416067.0;3676.0;-5530.0;11214.0;1305.0;-1453.0;-1860.0;416067.0;1.1;56.7;56.7
98;Overheid;2017;8014.0;320029.0;-312015.0;416067.0;-18138.0;-8014.0;-6964.0;-3640.0;-5.0;485.0;416067.0;1.1;56.7;56.7
99;Centrale overheid;1995;-25686.0;81531.0;-107217.0;188626.0;;25686.0;-11399.0;-834.0;;60.0;188243.0;-7.9;58.0;57.9
100;Centrale overheid;1996;-4891.0;87748.0;-92639.0;192805.0;4179.0;4891.0;-230.0;-223.0;-255.0;-4.0;192331.0;-1.4;56.5;56.4
101;Centrale overheid;1997;-7596.0;91038.0;-98634.0;192540.0;-265.0;7596.0;-6630.0;-504.0;-74.0;-653.0;192249.0;-2.1;52.8;52.7
102;Centrale overheid;1998;-4582.0;94921.0;-99503.0;199477.0;6937.0;4582.0;4220.0;-2390.0;940.0;-415.0;196779.0;-1.2;51.2;50.5
103;Centrale overheid;1999 1e kwartaal;-2872.0;23396.0;-26268.0;;;2872.0;-2473.0;-88.0;;1286.0;;;;
104;Centrale overheid;1999 2e kwartaal;-1072.0;24982.0;-26054.0;;;1072.0;53.0;2486.0;;1556.0;;;;
105;Centrale overheid;1999 3e kwartaal;-542.0;24868.0;-25410.0;;;542.0;252.0;-5598.0;;-2585.0;;;;
106;Centrale overheid;1999 4e kwartaal;808.0;28236.0;-27428.0;203865.0;;-808.0;809.0;2192.0;;-577.0;202232.0;-0.9;49.1;48.7
107;Centrale overheid;1999;-3678.0;101482.0;-105160.0;203865.0;4388.0;3678.0;-1359.0;-1008.0;3397.0;-320.0;202232.0;-0.9;49.1;48.7
108;Centrale overheid;2000 1e kwartaal;-2263.0;24513.0;-26776.0;214732.0;10867.0;2263.0;4019.0;-1798.0;2166.0;4217.0;213504.0;-0.7;50.7;50.5
109;Centrale overheid;2000 2e kwartaal;-200.0;28168.0;-28368.0;207905.0;-6827.0;200.0;-7496.0;3167.0;-2879.0;181.0;207020.0;-0.5;48.2;48.0
110;Centrale overheid;2000 3e kwartaal;2634.0;26137.0;-23503.0;209541.0;1636.0;-2634.0;4006.0;-3850.0;4242.0;-128.0;208918.0;0.2;47.6;47.5
111;Centrale overheid;2000 4e kwartaal;1768.0;31016.0;-29248.0;200094.0;-9447.0;-1768.0;-3814.0;3558.0;-3417.0;-4006.0;199600.0;0.4;44.7;44.5
112;Centrale overheid;2000;1939.0;109834.0;-107895.0;200094.0;-3771.0;-1939.0;-3285.0;1077.0;112.0;264.0;199600.0;0.4;44.7;44.5
113;Centrale overheid;2001 1e kwartaal;-2111.0;26776.0;-28887.0;204053.0;3959.0;2111.0;1496.0;-2159.0;2091.0;420.0;203558.0;0.5;44.7;44.6
114;Centrale overheid;2001 2e kwartaal;-697.0;30945.0;-31642.0;211583.0;7530.0;697.0;7053.0;2019.0;-2625.0;386.0;211087.0;0.3;45.5;45.4
115;Centrale overheid;2001 3e kwartaal;-244.0;29292.0;-29536.0;210001.0;-1582.0;244.0;-2109.0;-2766.0;4229.0;-1180.0;209504.0;-0.3;44.6;44.5
116;Centrale overheid;2001 4e kwartaal;1942.0;34143.0;-32201.0;204175.0;-5826.0;-1942.0;-3878.0;2782.0;-3111.0;323.0;203678.0;-0.2;42.8;42.7
117;Centrale overheid;2001;-1110.0;121156.0;-122266.0;204175.0;4081.0;1110.0;2562.0;-124.0;584.0;-51.0;203678.0;-0.2;42.8;42.7
118;Centrale overheid;2002 1e kwartaal;-3048.0;27886.0;-30934.0;210098.0;5923.0;3048.0;1745.0;-1519.0;1488.0;1161.0;209295.0;-0.4;43.7;43.6
119;Centrale overheid;2002 2e kwartaal;-915.0;32935.0;-33850.0;209900.0;-198.0;915.0;591.0;2482.0;-2575.0;-1611.0;208432.0;-0.5;43.3;43.0
120;Centrale overheid;2002 3e kwartaal;-2826.0;28123.0;-30949.0;211529.0;1629.0;2826.0;-1556.0;-4230.0;3597.0;992.0;209344.0;-1.0;43.1;42.7
121;Centrale overheid;2002 4e kwartaal;1034.0;34153.0;-33119.0;210851.0;-678.0;-1034.0;568.0;2973.0;-2890.0;-295.0;207789.0;-1.2;42.6;42.0
122;Centrale overheid;2002;-5755.0;123097.0;-128852.0;210851.0;6676.0;5755.0;1348.0;-294.0;-380.0;247.0;207789.0;-1.2;42.6;42.0
123;Centrale overheid;2003 1e kwartaal;-4932.0;27905.0;-32837.0;218583.0;7732.0;4932.0;1626.0;-1193.0;2001.0;366.0;216274.0;-1.5;43.8;43.4
124;Centrale overheid;2003 2e kwartaal;-4861.0;31208.0;-36069.0;217987.0;-596.0;4861.0;-2459.0;150.0;-2475.0;-673.0;215463.0;-2.3;43.5;43.0
125;Centrale overheid;2003 3e kwartaal;-4626.0;28178.0;-32804.0;224934.0;6947.0;4626.0;1347.0;-2644.0;3969.0;-351.0;221688.0;-2.7;44.7;44.0
126;Centrale overheid;2003 4e kwartaal;810.0;35152.0;-34342.0;222895.0;-2039.0;-810.0;15.0;1285.0;-2667.0;138.0;217709.0;-2.7;44.0;43.0
127;Centrale overheid;2003;-13609.0;122443.0;-136052.0;222895.0;12044.0;13609.0;529.0;-2402.0;828.0;-520.0;217709.0;-2.7;44.0;43.0
128;Centrale overheid;2004 1e kwartaal;-5721.0;28074.0;-33795.0;229703.0;6808.0;5721.0;1336.0;-2108.0;1516.0;343.0;225893.0;-2.8;45.0;44.3
129;Centrale overheid;2004 2e kwartaal;-2889.0;33425.0;-36314.0;232815.0;3112.0;2889.0;5000.0;-2496.0;-2427.0;146.0;226407.0;-2.4;45.2;44.0
130;Centrale overheid;2004 3e kwartaal;-1491.0;30264.0;-31755.0;236968.0;4153.0;1491.0;-4082.0;4198.0;3680.0;-1134.0;232649.0;-1.8;45.7;44.8
131;Centrale overheid;2004 4e kwartaal;1637.0;35049.0;-33412.0;232205.0;-4763.0;-1637.0;-2509.0;1301.0;-2594.0;676.0;227892.0;-1.6;44.3;43.5
132;Centrale overheid;2004;-8464.0;126812.0;-135276.0;232205.0;9310.0;8464.0;-255.0;895.0;175.0;31.0;227892.0;-1.6;44.3;43.5
133;Centrale overheid;2005 1e kwartaal;-3543.0;29853.0;-33396.0;236167.0;3962.0;3543.0;2097.0;-1880.0;1728.0;-1526.0;229849.0;-1.2;44.7;43.5
134;Centrale overheid;2005 2e kwartaal;-1389.0;34753.0;-36142.0;251745.0;15578.0;1389.0;16160.0;2881.0;-2207.0;-2645.0;243170.0;-0.9;47.2;45.6
135;Centrale overheid;2005 3e kwartaal;528.0;32425.0;-31897.0;242215.0;-9530.0;-528.0;-9777.0;-3761.0;3190.0;1346.0;236111.0;-0.5;44.9;43.8
136;Centrale overheid;2005 4e kwartaal;5009.0;40821.0;-35812.0;237964.0;-4251.0;-5009.0;-1285.0;2016.0;-2234.0;2261.0;233850.0;0.1;43.6;42.9
137;Centrale overheid;2005;605.0;137852.0;-137247.0;237964.0;5759.0;-605.0;7195.0;-744.0;477.0;-564.0;233850.0;0.1;43.6;42.9
138;Centrale overheid;2006 1e kwartaal;-579.0;33588.0;-34167.0;239681.0;1717.0;579.0;-1838.0;-228.0;2274.0;930.0;231197.0;0.6;43.2;41.7
139;Centrale overheid;2006 2e kwartaal;-1033.0;38973.0;-40006.0;240080.0;399.0;1033.0;1409.0;-175.0;-1937.0;69.0;233558.0;0.7;42.7;41.5
140;Centrale overheid;2006 3e kwartaal;250.0;33781.0;-33531.0;238554.0;-1526.0;-250.0;-3249.0;-1422.0;3223.0;172.0;233113.0;0.6;41.8;40.9
141;Centrale overheid;2006 4e kwartaal;5972.0;43433.0;-37461.0;227937.0;-10617.0;-5972.0;-5759.0;1823.0;-2216.0;1507.0;224874.0;0.8;39.4;38.8
142;Centrale overheid;2006;4610.0;149775.0;-145165.0;227937.0;-10027.0;-4610.0;-9437.0;-2.0;1344.0;2678.0;224874.0;0.8;39.4;38.8
143;Centrale overheid;2007 1e kwartaal;-1755.0;36649.0;-38404.0;233835.0;5898.0;1755.0;5449.0;-2738.0;1429.0;3.0;227032.0;0.6;39.8;38.6
144;Centrale overheid;2007 2e kwartaal;272.0;39362.0;-39090.0;241752.0;7917.0;-272.0;5436.0;3734.0;-1407.0;426.0;235382.0;0.8;40.6;39.5
145;Centrale overheid;2007 3e kwartaal;-3373.0;34721.0;-38094.0;239624.0;-2128.0;3373.0;-3896.0;-4007.0;2261.0;141.0;233407.0;0.2;39.7;38.6
146;Centrale overheid;2007 4e kwartaal;8138.0;48148.0;-40010.0;232461.0;-7163.0;-8138.0;1359.0;2601.0;-1746.0;-1239.0;227610.0;0.5;37.9;37.1
147;Centrale overheid;2007;3282.0;158880.0;-155598.0;232461.0;4524.0;-3282.0;8348.0;-410.0;537.0;-669.0;227610.0;0.5;37.9;37.1
148;Centrale overheid;2008 1e kwartaal;-1986.0;39691.0;-41677.0;243031.0;10570.0;1986.0;10464.0;-1857.0;659.0;-682.0;233224.0;0.5;39.1;37.5
149;Centrale overheid;2008 2e kwartaal;199.0;42001.0;-41802.0;249490.0;6459.0;-199.0;8441.0;-366.0;-1366.0;-51.0;240505.0;0.5;39.7;38.2
150;Centrale overheid;2008 3e kwartaal;-1432.0;37792.0;-39224.0;254046.0;4556.0;1432.0;2675.0;-2953.0;3320.0;82.0;244724.0;0.8;40.0;38.5
151;Centrale overheid;2008 4e kwartaal;6023.0;48078.0;-42055.0;319544.0;65498.0;-6023.0;68548.0;4685.0;-1585.0;-127.0;309854.0;0.4;50.0;48.5
152;Centrale overheid;2008;2804.0;167562.0;-164758.0;319544.0;87083.0;-2804.0;90128.0;-491.0;1028.0;-778.0;309854.0;0.4;50.0;48.5
153;Centrale overheid;2009 1e kwartaal;-6006.0;38829.0;-44835.0;337480.0;17936.0;6006.0;17578.0;-4548.0;-579.0;-521.0;324391.0;-0.2;53.1;51.0
154;Centrale overheid;2009 2e kwartaal;-2784.0;40578.0;-43362.0;327173.0;-10307.0;2784.0;-9565.0;-551.0;-3310.0;335.0;307502.0;-0.7;52.0;48.9
155;Centrale overheid;2009 3e kwartaal;-9259.0;34624.0;-43883.0;329577.0;2404.0;9259.0;-12641.0;3483.0;2605.0;-302.0;314415.0;-1.9;52.9;50.5
156;Centrale overheid;2009 4e kwartaal;-1496.0;44886.0;-46382.0;317831.0;-11746.0;1496.0;-11981.0;1089.0;-2958.0;608.0;301097.0;-3.2;51.5;48.8
