ID;Grensovergang;PlaatsVanLading;PlaatsVanLossing;TypeSchip;NationaliteitVlagVanHetSchip;Periode;AantalReizen_1;Laadvermogen_2;VaartuigkilometersTotaal_3;VaartuigkilometersInNederland_4;AantalBeladenReizen_5;Laadvermogen_6;VaartuigkilometersTotaal_7;VaartuigkilometersInNederland_8;LaadvermogentonkilometersTotaal_9;LaadvermogentonkilometersInNederland_10;LaadvermogentonkilometersTotaal_11;LaadvermogentonkilometersInNederland_12;LadingtonkilometersTotaal_13;LadingtonkilometersInNederland_14;TotaalVervoerdGewicht_15;LandbouwproductenDieren_16;VoedingsproductenVeevoeder_17;VasteBrandstoffen_18;AardolienAardolieproducten_19;ErtsenEnMetaalresiduen_20;MetalenMetalenHalffabrikaten_21;RuweMineralenEnBouwmaterialen_22;Meststoffen_23;ChemischeProducten_24;OverigeGoederenEnFabrikaten_25
21;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Nederlandse;2006;103738;211247;39155090;15255601;81073;165559;33908988;12205276;80519479;31258800;69605858;24969066;42351299;15816940;105784;3184;6121;15410;7720;22904;5899;18678;1983;9662;14222
22;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Duitse;1996;35588;68023;15159783;5347619;22338;41220;10529287;3387315;27589076;10136323;18663196;6216424;13021204;4523145;30062;672;928;3357;7409;9935;1088;1734;431;2643;1864
23;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Duitse;1997;39991;78194;17261972;6167764;27909;56038;12346179;4270464;32344238;11901839;23390197;8461008;15368207;5760815;38415;762;849;3342;9810;14143;969;1513;553;3361;3111
24;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Duitse;1998;35846;69501;15147890;5457202;24424;48128;10799607;3725099;27785291;10409618;19867022;7209181;14235956;5384630;36063;657;905;3585;8202;14112;1534;937;490;3229;2413
25;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Duitse;1999;33081;64135;14355239;5145960;21912;43260;10014912;3413367;26441263;9798701;18548444;6607349;13512083;5083210;33529;643;846;3390;7640;12548;837;1165;544;3446;2470
26;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Duitse;2000;34654;69300;15104700;5534726;21762;43100;10305704;3532066;28430179;10820008;19121711;6812060;14555217;5439760;34669;572;745;5311;7869;11165;892;1346;593;3726;2448
27;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Duitse;2001;40782;76328;18229161;6193065;23284;46404;11808278;3577799;32934686;11517497;21931445;7040474;16815689;5625702;37274;569;1233;5965;8592;11476;1455;1536;477;3445;2526
28;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Duitse;2002;36550;75271;15710962;5621624;22115;44728;10650488;3436549;30444046;11382370;20156741;6832768;15334527;5437462;35711;605;1074;6073;7503;11682;833;1169;570;4291;1912
29;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Duitse;2003;35557;70267;16756923;5546575;20781;39414;10887671;3275446;31774890;10833474;19746583;6151062;12423712;3900766;24929;457;1018;3606;7497;4783;657;1027;457;3495;1931
30;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Duitse;2004;33296;65921;15155568;5132918;27348;52171;13537961;4294942;28401239;10045653;24795730;8109943;14257313;4728605;30877;465;1249;4260;7829;8454;897;1145;503;3881;2195
31;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Duitse;2005;32242;64675;14637391;4970828;26980;52247;13382533;4231890;27892990;9853982;25051433;8110964;13670398;4491502;29282;582;1070;3661;8450;7433;682;1071;449;3750;2134
32;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Duitse;2006;32115;64522;14477867;4941557;27345;53195;13286435;4272515;27940971;9817142;25199375;8231674;13856848;4628082;30261;511;921;3967;9761;6466;755;1147;476;4076;2184
33;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Belgische;1996;10752;16827;5846458;1797994;8669;13414;5036734;1472677;9071253;2748772;7699294;2219986;5197224;1565293;9426;726;517;1418;1647;926;1150;1679;462;428;473
34;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Belgische;1997;14646;24453;7835475;2548057;11472;18696;6493256;2044714;13167951;4118033;10490518;3205221;6874604;2228462;12930;854;461;1702;2790;1255;643;2157;587;511;1972
35;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Belgische;1998;12797;22891;6722450;2224192;10196;17562;5638167;1824249;11718302;3849139;9363951;3030928;6775149;2263853;13031;804;471;2286;2283;1374;925;2096;514;463;1816
36;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Belgische;1999;13380;23155;7246662;2358809;10590;17927;6093826;1918726;12327431;3957559;9994625;3125909;7203333;2295822;13098;991;485;2097;2165;900;618;2328;612;627;2273
37;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Belgische;2000;11889;22189;6267091;2155939;9437;17447;5246510;1757432;11499664;3942747;9444105;3174980;7153415;2433959;13361;819;388;2277;2253;616;962;2479;702;713;2152
38;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Belgische;2001;15204;28792;8324504;2564354;10905;20162;6390426;1912625;15832659;4813020;11575481;3504818;8542645;2631649;15131;982;557;2269;2745;668;1280;2804;612;937;2278
39;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Belgische;2002;11563;22259;6283919;2048551;9172;17575;5300386;1666833;12121495;3892285;10077383;3148810;7536368;2393137;13300;885;509;2309;2137;653;878;2312;899;1161;1557
40;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Belgische;2003;14420;30070;7455853;2491203;11381;23481;6058702;1994479;14912665;5066368;11829849;3999395;7316595;2564297;15052;620;449;2082;2162;3772;1097;1834;549;912;1575
41;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Belgische;2004;10458;21338;5497119;1813739;9424;19449;5167713;1652505;10936917;3602459;10337341;3311213;6286802;2075706;11961;609;450;2280;2178;813;1187;1804;465;981;1194
42;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Belgische;2005;10463;23164;5519261;1795371;9564;21323;5243811;1661077;11829571;3882642;11268713;3606366;6449135;2126003;12313;612;425;1868;2438;1001;1424;1739;440;930;1434
43;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Belgische;2006;10226;22625;5460519;1787956;9500;21189;5255893;1676450;11874691;3860207;11468907;3639236;6794684;2204596;12617;692;515;2221;2110;900;1385;1594;481;1019;1700
44;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Oostenrijkse;1996;48;83;53830;6684;47;81;53645;6546;89961;11642;89503;11300;52820;6487;47;0;2;0;11;23;4;3;1;0;3
45;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Oostenrijkse;1997;305;589;322603;42265;275;531;303533;37802;616654;81803;579999;73229;276193;34618;253;31;7;8;2;126;11;0;0;4;64
46;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Oostenrijkse;1998;410;772;409054;61580;347;651;367027;51998;755910;116279;681296;98127;362826;51163;345;44;14;25;9;163;14;6;1;3;65
47;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Oostenrijkse;1999;518;937;570583;78130;412;745;483735;62396;1009000;141027;853124;112555;513146;67656;453;80;82;31;17;146;9;15;0;2;72
48;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Oostenrijkse;2000;444;760;520939;67494;351;614;433762;52724;897766;113959;757026;91113;456126;56797;374;24;82;11;40;96;17;11;16;7;70
49;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Oostenrijkse;2001;579;819;672461;88409;317;588;409074;48204;970262;123828;765412;88926;504988;58024;383;16;179;0;56;87;14;0;7;1;24
50;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Oostenrijkse;2002;253;475;276984;37477;162;302;195199;24446;520377;70431;364601;45697;257368;32446;214;17;43;5;42;98;6;0;0;0;2
51;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Oostenrijkse;2003;387;682;351228;59695;279;502;286773;43895;640287;104940;527149;78745;320656;46991;300;23;134;4;50;67;18;2;0;2;2
52;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Oostenrijkse;2004;524;923;404291;74963;482;840;381715;69065;737269;132463;691983;120839;376158;60023;415;0;153;3;170;71;15;1;0;0;3
53;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Oostenrijkse;2005;364;674;280081;51886;306;553;262933;43642;532080;96525;496938;79264;275868;40875;280;7;87;0;88;91;5;0;0;0;1
54;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Oostenrijkse;2006;157;308;141553;23725;121;235;132608;18845;276017;46013;258451;36204;165976;22245;145;6;38;5;8;77;0;0;1;3;7
55;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Zwitserse;1996;5395;11403;3322271;811655;3625;7500;2374043;545716;7050029;1724340;4942223;1137045;3001985;715156;4757;109;102;233;2614;321;31;445;18;597;287
56;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Zwitserse;1997;6374;13787;3998252;1013971;4329;9307;2684420;684102;8541790;2180867;5649553;1459393;3463053;918102;5934;53;47;406;3149;593;32;532;83;617;425
57;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Zwitserse;1998;6154;14047;3656853;963185;3749;8453;2263585;592173;8185501;2188900;4979204;1326563;3384008;925501;5940;45;168;1060;2671;468;85;458;23;621;339
58;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Zwitserse;1999;5387;12052;3385650;865538;3250;7058;2097741;525168;7464656;1923748;4473658;1131386;3045147;784462;4973;42;59;369;2552;332;33;415;13;703;458
59;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Zwitserse;2000;5062;11562;3222348;849736;3089;6907;2012804;526970;7289755;1926574;4430887;1168710;3101196;820074;5013;58;38;423;2623;175;47;328;12;848;461
60;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Zwitserse;2001;5361;12183;4137991;843172;2758;6178;2101647;437817;9722425;1920190;4728251;975536;3345894;691039;4443;24;25;38;2912;33;24;123;4;783;477
61;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Zwitserse;2002;3299;7640;2406861;534096;2002;4525;1469680;327199;5646645;1237084;3348922;738053;2403333;530187;3283;4;8;20;2168;3;30;35;1;668;347
62;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Zwitserse;2003;3521;8291;2553359;569577;2170;5215;1546025;352801;6001351;1337905;3738923;843889;1871300;422788;2619;3;5;29;1510;6;130;18;1;461;457
63;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Zwitserse;2004;2266;5712;1645223;357794;2247;5667;1633912;354566;4065240;901248;4039170;893653;1663909;367859;2314;13;2;23;1517;13;4;44;0;91;605
64;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Zwitserse;2005;2394;5906;1712288;389940;2372;5857;1698185;386118;4169719;959756;4140500;951445;1566908;369754;2249;13;1;56;1304;40;5;61;0;115;654
65;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Zwitserse;2006;2768;6625;1875038;447779;2721;6533;1850629;440229;4494801;1073047;4446528;1058044;1839211;462217;2828;4;83;100;1415;44;18;102;0;248;813
66;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Tsjechische;1996;329;324;387551;50065;290;288;363278;43923;380185;49020;357085;43255;217250;26314;173;3;46;4;3;17;25;36;30;3;4
67;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Tsjechische;1997;416;435;498691;69152;361;377;465282;59342;520798;72663;487085;62197;288002;36858;227;26;59;0;0;80;8;16;26;3;8
68;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Tsjechische;1998;472;499;571641;79859;430;452;541623;72909;605655;84676;573906;77162;368491;50465;298;64;92;5;0;39;19;36;30;1;13
69;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Tsjechische;1999;445;504;449437;71747;339;386;378966;55100;513883;81069;434005;62586;259914;39521;241;62;52;5;1;49;19;21;14;3;16
70;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Tsjechische;2000;262;296;264435;44414;237;268;251696;39892;299640;50267;285013;45040;178468;30318;177;27;21;9;1;39;13;18;31;6;11
71;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Tsjechische;2001;306;320;319152;47826;254;276;277250;40141;333621;50357;301254;43698;183575;28302;177;11;20;15;1;37;38;16;25;8;7
72;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Tsjechische;2002;223;239;218918;35329;197;212;205722;31690;240229;37652;226471;33936;140718;22748;142;9;17;11;0;27;18;11;32;10;10
73;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Tsjechische;2003;377;562;203040;60561;336;503;182979;54485;261148;91012;236007;82223;135583;44363;272;9;8;17;6;32;143;13;7;14;21
74;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Tsjechische;2004;296;316;219005;47448;257;279;202266;41929;234876;51205;217931;45793;148313;33592;205;9;13;30;4;38;27;27;29;13;15
75;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Tsjechische;2005;230;249;164100;38082;206;224;152994;34756;176225;41275;163942;37765;110606;27065;160;2;6;19;9;24;29;10;35;8;19
76;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Tsjechische;2006;350;388;256240;61582;319;356;237256;56554;283907;68429;263036;63055;189423;49005;275;6;5;37;8;40;41;40;67;7;25
77;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Franse;1996;3412;5444;2002620;530550;2186;3437;1423359;351144;3198620;806830;2202185;518246;1658549;387655;2566;89;47;276;17;1298;515;212;50;25;37
78;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Franse;1997;3196;5376;1691936;522448;2436;4276;1419615;409577;2898929;811759;2463916;650081;1634700;435322;2847;58;69;475;11;1581;263;59;36;72;222
79;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Franse;1998;3006;4278;1647618;502164;2188;3151;1353746;384009;2295186;655854;1840947;494673;1346830;362421;2294;81;70;432;41;1014;292;110;36;42;177
80;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Franse;1999;2677;3553;1471010;458373;1896;2596;1165723;343367;1889356;563124;1497932;422002;1243991;346642;2152;90;52;527;54;804;207;125;53;51;191
81;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Franse;2000;2084;3596;998642;334329;1446;2716;790922;241226;1695051;552904;1376068;425483;1033042;325948;2073;43;45;409;37;879;220;130;52;63;195
82;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Franse;2001;1995;2454;959002;302511;1215;1808;704185;190846;1115424;368250;888554;273900;712891;225997;1495;82;40;217;19;767;196;51;21;30;70
83;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Franse;2002;1513;2245;651874;247436;926;1533;484130;158822;875299;342457;674609;240202;513924;192515;1220;55;47;407;3;308;117;184;43;32;24
84;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Franse;2003;1814;2289;824535;308570;939;1371;531580;185109;844466;362339;565058;235577;367793;152620;873;33;62;348;20;140;154;33;14;4;65
85;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Franse;2004;1398;1968;640059;246679;988;1543;520128;187163;865627;317946;723225;258427;464756;169985;998;46;70;377;1;153;207;36;19;13;75
86;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Franse;2005;957;1454;452538;167955;682;1120;374271;128339;653934;232705;546622;187078;360141;125417;744;17;52;289;3;125;191;20;25;11;11
87;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Franse;2006;1090;1751;573263;198770;931;1524;526522;176580;834533;285717;762200;255009;515448;173071;1019;31;99;347;4;203;254;26;26;11;19
88;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Luxemburgse;1996;675;1168;356394;103721;490;867;268087;75416;612930;178813;463160;133156;359720;106637;692;10;11;66;349;66;7;97;24;56;6
89;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Luxemburgse;1997;1018;2006;564711;166178;631;1207;361792;103084;1125701;324870;689223;194465;481921;141532;875;18;12;32;515;13;9;137;29;99;12
90;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Luxemburgse;1998;1158;2158;686507;180948;737;1288;447465;116134;1295375;334549;775764;200725;590452;156380;1002;15;21;75;559;33;34;170;13;70;11
91;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Luxemburgse;1999;1170;2133;608151;186175;740;1270;411225;119059;1076285;338025;664993;202552;542950;167792;1050;18;20;60;572;21;22;175;32;117;14
92;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Luxemburgse;2000;1814;3398;835779;292674;1077;1947;527374;175911;1530718;551692;913266;319594;765558;270056;1639;21;24;113;899;137;63;119;28;201;34
93;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Luxemburgse;2001;2142;3773;1129130;326316;1086;1949;597950;164467;2073090;577751;1094009;296186;898467;249468;1638;24;25;94;1076;59;28;157;37;126;14
94;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Luxemburgse;2002;1331;2506;720133;201669;795;1428;448580;121589;1424853;377361;829805;217023;663651;177905;1168;30;27;92;772;24;11;113;42;47;10
95;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Luxemburgse;2003;1373;2488;726604;212552;963;1765;541156;149651;1345356;381522;999813;270615;565467;157731;1011;12;22;59;690;9;13;113;23;49;20
96;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Luxemburgse;2004;818;1390;409585;124132;723;1272;378449;109749;722268;208077;684730;190523;338694;95353;630;15;15;68;357;20;10;89;19;30;4
97;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Luxemburgse;2005;671;1074;358496;104327;603;985;337114;93608;628317;165117;599608;151224;298249;81039;516;21;15;55;217;22;17;94;27;36;11
98;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Luxemburgse;2006;638;983;305661;97013;554;879;277942;84264;525442;149535;489681;133679;253548;77007;499;16;12;49;237;23;6;90;8;36;24
99;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Poolse;1996;145;77;192972;23717;131;71;182008;21631;100159;12810;95110;11850;67667;8464;52;4;6;7;1;2;8;14;2;3;4
100;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Poolse;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Poolse;1998;174;91;161068;27913;161;83;146727;25779;81211;14644;73254;13370;57829;10725;68;4;8;5;0;11;10;9;7;9;3
102;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Poolse;1999;107;58;103611;16442;91;47;95453;14174;55286;8832;49072;7245;37564;5687;37;0;4;4;0;8;5;7;1;3;1
103;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Poolse;2000;296;158;302188;53014;268;137;280151;48397;154295;28269;139416;24813;108986;20385;110;2;11;14;1;11;23;19;11;8;13
104;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Poolse;2001;499;210;629183;78843;338;175;421756;54797;255361;32848;216082;28275;153084;20841;128;4;13;19;0;5;31;25;10;3;17
105;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Poolse;2002;217;110;243807;36827;199;99;229303;33991;117280;18724;109700;16891;92009;14769;85;0;6;16;0;15;18;8;7;6;9
106;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Poolse;2003;239;189;213649;41870;219;175;201144;38533;125166;32515;118173;30153;83791;19828;113;2;4;20;0;19;49;10;2;4;3
107;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Poolse;2004;310;162;238332;51101;253;131;218813;42860;125683;26554;113220;22081;95504;18997;113;3;4;22;0;13;35;14;6;13;3
108;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Poolse;2005;232;125;200510;41625;219;118;195042;39421;109069;22320;105857;21031;85744;17935;100;6;5;26;3;5;20;14;7;8;6
109;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Poolse;2006;277;179;200079;48663;264;170;194561;46599;123675;31335;119866;29991;103219;26174;147;8;5;23;4;27;32;18;15;3;12
110;Lobith;0;Totaal gelost, Nederland en buitenland;Alle binnenschepen;Overige vlaggen;1996;912;1082;388234;149174;783;942;354986;129976;522054;195487;484245;174239;294987;112390;621;7;25;7;10;21;243;13;6;58;230
