ID;SBI1993;Perioden;BanenVanWerknemersTotaal_1;MannelijkeWerknemers_2;VrouwelijkeWerknemers_3
2512;2852  Overige metaalbewerkende industrie;2001 31 december nader voorlopig;14.1;12.2;1.9
2513;2852  Overige metaalbewerkende industrie;2002 31 december voorlopig;13.3;11.7;1.7
2514;2852  Overige metaalbewerkende industrie;2002 31 december nader voorlopig;13.4;11.6;1.8
2515;2852  Overige metaalbewerkende industrie;2003 31 december voorlopig;12.8;11.4;1.5
2516;2852  Overige metaalbewerkende industrie;2003 31 december nader voorlopig;12.7;11.2;1.5
2517;2852  Overige metaalbewerkende industrie;2004 31 december voorlopig;12.9;11.3;1.6
2518;2852  Overige metaalbewerkende industrie;2004 31 december nader voorlopig;12.9;11.4;1.5
2519;2852  Overige metaalbewerkende industrie;2005 31 december voorlopig;12.5;11.0;1.5
2520;286   Bestek-, gereedschapsind. e.d.;1993 30 september;5.3;4.5;0.8
2521;286   Bestek-, gereedschapsind. e.d.;1994 30 september;5.0;4.3;0.7
2522;286   Bestek-, gereedschapsind. e.d.;1995 31 december;5.4;4.8;0.6
2523;286   Bestek-, gereedschapsind. e.d.;1995 31 december nader voorlopig;5.5;4.8;0.7
2524;286   Bestek-, gereedschapsind. e.d.;1996 31 december nader voorlopig;6.0;5.3;0.7
2525;286   Bestek-, gereedschapsind. e.d.;1997 31 december nader voorlopig;5.9;5.2;0.7
2526;286   Bestek-, gereedschapsind. e.d.;1998 31 december nader voorlopig;6.1;5.3;0.8
2527;286   Bestek-, gereedschapsind. e.d.;1999 31 december voorlopig;6.0;5.2;0.8
2528;286   Bestek-, gereedschapsind. e.d.;1999 31 december nader voorlopig;6.2;5.3;0.8
2529;286   Bestek-, gereedschapsind. e.d.;2000 31 december voorlopig;6.3;5.4;0.9
2530;286   Bestek-, gereedschapsind. e.d.;2000 31 december nader voorlopig;6.3;5.4;0.9
2531;286   Bestek-, gereedschapsind. e.d.;2001 31 december voorlopig;6.5;5.6;1.0
2532;286   Bestek-, gereedschapsind. e.d.;2001 31 december nader voorlopig;6.5;5.5;0.9
2533;286   Bestek-, gereedschapsind. e.d.;2002 31 december voorlopig;5.2;4.5;0.8
2534;286   Bestek-, gereedschapsind. e.d.;2002 31 december nader voorlopig;5.3;4.5;0.8
2535;286   Bestek-, gereedschapsind. e.d.;2003 31 december voorlopig;5.0;4.3;0.7
2536;286   Bestek-, gereedschapsind. e.d.;2003 31 december nader voorlopig;5.0;4.3;0.7
2537;286   Bestek-, gereedschapsind. e.d.;2004 31 december voorlopig;4.6;3.9;0.6
2538;286   Bestek-, gereedschapsind. e.d.;2004 31 december nader voorlopig;4.6;4.0;0.6
2539;286   Bestek-, gereedschapsind. e.d.;2005 31 december voorlopig;4.3;3.7;0.6
2540;287   Overige metaalproductenindustrie;1993 30 september;15.1;12.8;2.2
2541;287   Overige metaalproductenindustrie;1994 30 september;14.0;12.2;1.8
2542;287   Overige metaalproductenindustrie;1995 31 december;13.4;11.8;1.6
2543;287   Overige metaalproductenindustrie;1995 31 december nader voorlopig;13.6;12.0;1.6
2544;287   Overige metaalproductenindustrie;1996 31 december nader voorlopig;14.2;12.5;1.8
2545;287   Overige metaalproductenindustrie;1997 31 december nader voorlopig;14.6;12.7;1.8
2546;287   Overige metaalproductenindustrie;1998 31 december nader voorlopig;15.0;13.0;1.9
2547;287   Overige metaalproductenindustrie;1999 31 december voorlopig;14.7;12.7;2.0
2548;287   Overige metaalproductenindustrie;1999 31 december nader voorlopig;15.0;12.9;2.1
2549;287   Overige metaalproductenindustrie;2000 31 december voorlopig;15.6;13.2;2.4
2550;287   Overige metaalproductenindustrie;2000 31 december nader voorlopig;15.6;13.2;2.3
2551;287   Overige metaalproductenindustrie;2001 31 december voorlopig;15.3;12.9;2.5
2552;287   Overige metaalproductenindustrie;2001 31 december nader voorlopig;15.3;12.9;2.4
2553;287   Overige metaalproductenindustrie;2002 31 december voorlopig;13.4;11.4;2.0
2554;287   Overige metaalproductenindustrie;2002 31 december nader voorlopig;13.4;11.4;2.0
2555;287   Overige metaalproductenindustrie;2003 31 december voorlopig;13.0;11.0;2.0
2556;287   Overige metaalproductenindustrie;2003 31 december nader voorlopig;12.9;11.0;2.0
2557;287   Overige metaalproductenindustrie;2004 31 december voorlopig;12.8;10.9;1.8
2558;287   Overige metaalproductenindustrie;2004 31 december nader voorlopig;12.7;10.9;1.8
2559;287   Overige metaalproductenindustrie;2005 31 december voorlopig;11.9;10.1;1.8
2560;29    Machine- en apparatenindustrie;1993 30 september;82.8;74.2;8.6
2561;29    Machine- en apparatenindustrie;1994 30 september;81.1;72.3;8.8
2562;29    Machine- en apparatenindustrie;1995 31 december;83.3;74.2;9.1
2563;29    Machine- en apparatenindustrie;1995 31 december nader voorlopig;82.9;73.7;9.2
2564;29    Machine- en apparatenindustrie;1996 31 december nader voorlopig;86.3;76.8;9.5
2565;29    Machine- en apparatenindustrie;1997 31 december nader voorlopig;85.8;76.1;9.6
2566;29    Machine- en apparatenindustrie;1998 31 december nader voorlopig;87.9;77.7;10.2
2567;29    Machine- en apparatenindustrie;1999 31 december voorlopig;88.8;78.1;10.6
2568;29    Machine- en apparatenindustrie;1999 31 december nader voorlopig;88.6;78.4;10.2
2569;29    Machine- en apparatenindustrie;2000 31 december voorlopig;91.0;80.6;10.4
2570;29    Machine- en apparatenindustrie;2000 31 december nader voorlopig;90.7;80.2;10.4
2571;29    Machine- en apparatenindustrie;2001 31 december voorlopig;90.7;80.0;10.7
2572;29    Machine- en apparatenindustrie;2001 31 december nader voorlopig;90.3;79.6;10.7
2573;29    Machine- en apparatenindustrie;2002 31 december voorlopig;87.3;77.1;10.2
2574;29    Machine- en apparatenindustrie;2002 31 december nader voorlopig;87.0;76.8;10.2
2575;29    Machine- en apparatenindustrie;2003 31 december voorlopig;83.3;73.5;9.9
2576;29    Machine- en apparatenindustrie;2003 31 december nader voorlopig;83.5;73.6;9.9
2577;29    Machine- en apparatenindustrie;2004 31 december voorlopig;82.3;72.4;9.9
2578;29    Machine- en apparatenindustrie;2004 31 december nader voorlopig;82.8;72.9;9.9
2579;29    Machine- en apparatenindustrie;2005 31 december voorlopig;83.2;73.4;9.9
2580;291   Motoren-, pompen-, appendage-ind.;1993 30 september;14.0;12.3;1.7
2581;291   Motoren-, pompen-, appendage-ind.;1994 30 september;13.7;12.0;1.7
2582;291   Motoren-, pompen-, appendage-ind.;1995 31 december;14.0;12.2;1.8
2583;291   Motoren-, pompen-, appendage-ind.;1995 31 december nader voorlopig;13.8;12.1;1.8
2584;291   Motoren-, pompen-, appendage-ind.;1996 31 december nader voorlopig;14.4;12.5;1.9
2585;291   Motoren-, pompen-, appendage-ind.;1997 31 december nader voorlopig;14.6;12.6;2.0
2586;291   Motoren-, pompen-, appendage-ind.;1998 31 december nader voorlopig;14.9;12.9;1.9
2587;291   Motoren-, pompen-, appendage-ind.;1999 31 december voorlopig;14.9;12.8;2.1
2588;291   Motoren-, pompen-, appendage-ind.;1999 31 december nader voorlopig;14.8;12.8;2.0
2589;291   Motoren-, pompen-, appendage-ind.;2000 31 december voorlopig;15.6;13.5;2.1
2590;291   Motoren-, pompen-, appendage-ind.;2000 31 december nader voorlopig;15.5;13.4;2.1
2591;291   Motoren-, pompen-, appendage-ind.;2001 31 december voorlopig;15.3;13.2;2.1
2592;291   Motoren-, pompen-, appendage-ind.;2001 31 december nader voorlopig;15.2;13.1;2.1
2593;291   Motoren-, pompen-, appendage-ind.;2002 31 december voorlopig;14.6;12.6;2.1
2594;291   Motoren-, pompen-, appendage-ind.;2002 31 december nader voorlopig;14.7;12.6;2.1
2595;291   Motoren-, pompen-, appendage-ind.;2003 31 december voorlopig;13.6;11.7;1.9
2596;291   Motoren-, pompen-, appendage-ind.;2003 31 december nader voorlopig;13.7;11.7;1.9
2597;291   Motoren-, pompen-, appendage-ind.;2004 31 december voorlopig;14.2;12.3;1.9
2598;291   Motoren-, pompen-, appendage-ind.;2004 31 december nader voorlopig;14.3;12.3;1.9
2599;291   Motoren-, pompen-, appendage-ind.;2005 31 december voorlopig;14.9;12.8;2.1
2600;2911  Motoren e.d. (excl. voertuig-);1993 30 september;3.9;3.5;0.3
2601;2911  Motoren e.d. (excl. voertuig-);1994 30 september;3.5;3.2;0.3
2602;2911  Motoren e.d. (excl. voertuig-);1995 31 december;3.6;3.3;0.3
2603;2911  Motoren e.d. (excl. voertuig-);1995 31 december nader voorlopig;3.5;3.2;0.3
2604;2911  Motoren e.d. (excl. voertuig-);1996 31 december nader voorlopig;4.0;3.6;0.4
2605;2911  Motoren e.d. (excl. voertuig-);1997 31 december nader voorlopig;3.6;3.3;0.3
2606;2911  Motoren e.d. (excl. voertuig-);1998 31 december nader voorlopig;3.7;3.4;0.3
2607;2911  Motoren e.d. (excl. voertuig-);1999 31 december voorlopig;3.5;3.2;0.3
2608;2911  Motoren e.d. (excl. voertuig-);1999 31 december nader voorlopig;3.5;3.2;0.3
2609;2911  Motoren e.d. (excl. voertuig-);2000 31 december voorlopig;3.7;3.3;0.4
2610;2911  Motoren e.d. (excl. voertuig-);2000 31 december nader voorlopig;3.7;3.3;0.4
2611;2911  Motoren e.d. (excl. voertuig-);2001 31 december voorlopig;3.6;3.2;0.4
2612;2911  Motoren e.d. (excl. voertuig-);2001 31 december nader voorlopig;3.6;3.2;0.4
2613;2911  Motoren e.d. (excl. voertuig-);2002 31 december voorlopig;3.6;3.2;0.4
2614;2911  Motoren e.d. (excl. voertuig-);2002 31 december nader voorlopig;3.5;3.2;0.4
2615;2911  Motoren e.d. (excl. voertuig-);2003 31 december voorlopig;3.4;3.0;0.4
2616;2911  Motoren e.d. (excl. voertuig-);2003 31 december nader voorlopig;3.4;3.0;0.4
2617;2911  Motoren e.d. (excl. voertuig-);2004 31 december voorlopig;3.2;2.9;0.3
2618;2911  Motoren e.d. (excl. voertuig-);2004 31 december nader voorlopig;3.2;2.9;0.3
2619;2911  Motoren e.d. (excl. voertuig-);2005 31 december voorlopig;3.8;3.4;0.5
2620;2912  Pompen- en compressorenindustrie;1993 30 september;6.4;5.6;0.8
2621;2912  Pompen- en compressorenindustrie;1994 30 september;6.0;5.3;0.7
2622;2912  Pompen- en compressorenindustrie;1995 31 december;6.1;5.4;0.7
2623;2912  Pompen- en compressorenindustrie;1995 31 december nader voorlopig;6.1;5.3;0.7
2624;2912  Pompen- en compressorenindustrie;1996 31 december nader voorlopig;5.6;4.9;0.7
2625;2912  Pompen- en compressorenindustrie;1997 31 december nader voorlopig;6.0;5.2;0.8
2626;2912  Pompen- en compressorenindustrie;1998 31 december nader voorlopig;6.1;5.3;0.8
2627;2912  Pompen- en compressorenindustrie;1999 31 december voorlopig;6.3;5.5;0.8
2628;2912  Pompen- en compressorenindustrie;1999 31 december nader voorlopig;6.3;5.5;0.8
2629;2912  Pompen- en compressorenindustrie;2000 31 december voorlopig;6.9;6.0;0.8
2630;2912  Pompen- en compressorenindustrie;2000 31 december nader voorlopig;6.8;5.9;0.8
2631;2912  Pompen- en compressorenindustrie;2001 31 december voorlopig;6.8;6.0;0.8
2632;2912  Pompen- en compressorenindustrie;2001 31 december nader voorlopig;6.8;5.9;0.8
2633;2912  Pompen- en compressorenindustrie;2002 31 december voorlopig;6.8;5.9;0.9
2634;2912  Pompen- en compressorenindustrie;2002 31 december nader voorlopig;6.9;6.0;0.9
2635;2912  Pompen- en compressorenindustrie;2003 31 december voorlopig;6.6;5.8;0.8
2636;2912  Pompen- en compressorenindustrie;2003 31 december nader voorlopig;6.7;5.8;0.8
2637;2912  Pompen- en compressorenindustrie;2004 31 december voorlopig;6.5;5.7;0.8
2638;2912  Pompen- en compressorenindustrie;2004 31 december nader voorlopig;6.5;5.7;0.8
2639;2912  Pompen- en compressorenindustrie;2005 31 december voorlopig;6.7;5.8;0.9
2640;2913  Appendage-industrie;1993 30 september;2.4;1.9;0.5
2641;2913  Appendage-industrie;1994 30 september;2.7;2.0;0.6
2642;2913  Appendage-industrie;1995 31 december;2.8;2.2;0.6
2643;2913  Appendage-industrie;1995 31 december nader voorlopig;2.8;2.2;0.6
2644;2913  Appendage-industrie;1996 31 december nader voorlopig;3.1;2.5;0.7
2645;2913  Appendage-industrie;1997 31 december nader voorlopig;3.3;2.6;0.7
2646;2913  Appendage-industrie;1998 31 december nader voorlopig;3.2;2.6;0.6
2647;2913  Appendage-industrie;1999 31 december voorlopig;3.1;2.4;0.7
2648;2913  Appendage-industrie;1999 31 december nader voorlopig;3.1;2.4;0.6
2649;2913  Appendage-industrie;2000 31 december voorlopig;3.1;2.4;0.7
2650;2913  Appendage-industrie;2000 31 december nader voorlopig;3.1;2.4;0.7
2651;2913  Appendage-industrie;2001 31 december voorlopig;2.8;2.2;0.6
2652;2913  Appendage-industrie;2001 31 december nader voorlopig;2.8;2.2;0.6
2653;2913  Appendage-industrie;2002 31 december voorlopig;2.6;2.0;0.6
2654;2913  Appendage-industrie;2002 31 december nader voorlopig;2.6;2.0;0.6
2655;2913  Appendage-industrie;2003 31 december voorlopig;2.5;2.0;0.5
2656;2913  Appendage-industrie;2003 31 december nader voorlopig;2.5;2.0;0.5
2657;2913  Appendage-industrie;2004 31 december voorlopig;2.6;2.0;0.6
2658;2913  Appendage-industrie;2004 31 december nader voorlopig;2.6;2.0;0.6
2659;2913  Appendage-industrie;2005 31 december voorlopig;2.6;1.9;0.6
2660;2914  Drijfwerkelementenindustrie;1993 30 september;1.4;1.3;0.1
2661;2914  Drijfwerkelementenindustrie;1994 30 september;1.5;1.4;0.1
2662;2914  Drijfwerkelementenindustrie;1995 31 december;1.5;1.4;0.1
2663;2914  Drijfwerkelementenindustrie;1995 31 december nader voorlopig;1.5;1.4;0.1
2664;2914  Drijfwerkelementenindustrie;1996 31 december nader voorlopig;1.6;1.5;0.1
2665;2914  Drijfwerkelementenindustrie;1997 31 december nader voorlopig;1.8;1.6;0.2
2666;2914  Drijfwerkelementenindustrie;1998 31 december nader voorlopig;1.9;1.7;0.2
2667;2914  Drijfwerkelementenindustrie;1999 31 december voorlopig;2.0;1.7;0.3
2668;2914  Drijfwerkelementenindustrie;1999 31 december nader voorlopig;1.8;1.6;0.2
2669;2914  Drijfwerkelementenindustrie;2000 31 december voorlopig;2.0;1.7;0.2
2670;2914  Drijfwerkelementenindustrie;2000 31 december nader voorlopig;2.0;1.7;0.2
2671;2914  Drijfwerkelementenindustrie;2001 31 december voorlopig;2.0;1.8;0.2
2672;2914  Drijfwerkelementenindustrie;2001 31 december nader voorlopig;1.9;1.7;0.2
2673;2914  Drijfwerkelementenindustrie;2002 31 december voorlopig;1.6;1.4;0.2
2674;2914  Drijfwerkelementenindustrie;2002 31 december nader voorlopig;1.7;1.4;0.2
2675;2914  Drijfwerkelementenindustrie;2003 31 december voorlopig;1.1;0.9;0.2
2676;2914  Drijfwerkelementenindustrie;2003 31 december nader voorlopig;1.1;0.9;0.2
2677;2914  Drijfwerkelementenindustrie;2004 31 december voorlopig;1.9;1.7;0.2
2678;2914  Drijfwerkelementenindustrie;2004 31 december nader voorlopig;1.9;1.7;0.2
2679;2914  Drijfwerkelementenindustrie;2005 31 december voorlopig;1.8;1.6;0.2
2680;292   Ov. machines voor algemeen gebruik;1993 30 september;35.1;31.7;3.4
2681;292   Ov. machines voor algemeen gebruik;1994 30 september;31.3;28.2;3.1
2682;292   Ov. machines voor algemeen gebruik;1995 31 december;32.4;29.2;3.2
2683;292   Ov. machines voor algemeen gebruik;1995 31 december nader voorlopig;32.5;29.3;3.2
2684;292   Ov. machines voor algemeen gebruik;1996 31 december nader voorlopig;33.6;30.2;3.4
2685;292   Ov. machines voor algemeen gebruik;1997 31 december nader voorlopig;33.1;29.7;3.5
2686;292   Ov. machines voor algemeen gebruik;1998 31 december nader voorlopig;34.3;30.6;3.7
2687;292   Ov. machines voor algemeen gebruik;1999 31 december voorlopig;34.8;30.9;4.0
2688;292   Ov. machines voor algemeen gebruik;1999 31 december nader voorlopig;35.0;31.1;3.9
2689;292   Ov. machines voor algemeen gebruik;2000 31 december voorlopig;36.4;32.4;4.0
2690;292   Ov. machines voor algemeen gebruik;2000 31 december nader voorlopig;36.2;32.2;4.0
2691;292   Ov. machines voor algemeen gebruik;2001 31 december voorlopig;36.2;32.0;4.2
2692;292   Ov. machines voor algemeen gebruik;2001 31 december nader voorlopig;36.1;31.9;4.2
2693;292   Ov. machines voor algemeen gebruik;2002 31 december voorlopig;35.4;31.4;4.1
2694;292   Ov. machines voor algemeen gebruik;2002 31 december nader voorlopig;35.3;31.3;4.1
2695;292   Ov. machines voor algemeen gebruik;2003 31 december voorlopig;34.0;30.1;3.9
2696;292   Ov. machines voor algemeen gebruik;2003 31 december nader voorlopig;34.2;30.2;4.0
2697;292   Ov. machines voor algemeen gebruik;2004 31 december voorlopig;33.4;29.5;3.9
2698;292   Ov. machines voor algemeen gebruik;2004 31 december nader voorlopig;33.5;29.7;3.9
2699;292   Ov. machines voor algemeen gebruik;2005 31 december voorlopig;33.2;29.4;3.8
2700;2921  Industriële ovens en branders;1993 30 september;1.5;1.4;0.1
2701;2921  Industriële ovens en branders;1994 30 september;1.2;1.0;0.1
2702;2921  Industriële ovens en branders;1995 31 december;1.1;1.0;0.1
2703;2921  Industriële ovens en branders;1995 31 december nader voorlopig;1.1;1.0;0.1
2704;2921  Industriële ovens en branders;1996 31 december nader voorlopig;1.2;1.1;0.1
2705;2921  Industriële ovens en branders;1997 31 december nader voorlopig;0.9;0.8;0.1
2706;2921  Industriële ovens en branders;1998 31 december nader voorlopig;0.5;0.4;0.1
2707;2921  Industriële ovens en branders;1999 31 december voorlopig;0.5;0.4;0.1
2708;2921  Industriële ovens en branders;1999 31 december nader voorlopig;0.5;0.4;0.1
2709;2921  Industriële ovens en branders;2000 31 december voorlopig;0.5;0.5;0.1
2710;2921  Industriële ovens en branders;2000 31 december nader voorlopig;0.5;0.5;0.1
2711;2921  Industriële ovens en branders;2001 31 december voorlopig;0.5;0.5;0.1
2712;2921  Industriële ovens en branders;2001 31 december nader voorlopig;0.5;0.5;0.1
2713;2921  Industriële ovens en branders;2002 31 december voorlopig;0.6;0.5;0.1
2714;2921  Industriële ovens en branders;2002 31 december nader voorlopig;0.6;0.5;0.1
2715;2921  Industriële ovens en branders;2003 31 december voorlopig;0.7;0.6;0.1
2716;2921  Industriële ovens en branders;2003 31 december nader voorlopig;0.7;0.6;0.1
2717;2921  Industriële ovens en branders;2004 31 december voorlopig;0.7;0.6;0.1
2718;2921  Industriële ovens en branders;2004 31 december nader voorlopig;0.7;0.6;0.1
2719;2921  Industriële ovens en branders;2005 31 december voorlopig;0.7;0.6;0.1
2720;2922  Hijs-, hef- e.a. transportwerkt.;1993 30 september;10.1;9.3;0.9
2721;2922  Hijs-, hef- e.a. transportwerkt.;1994 30 september;10.0;9.1;0.9
2722;2922  Hijs-, hef- e.a. transportwerkt.;1995 31 december;10.1;9.2;0.9
2723;2922  Hijs-, hef- e.a. transportwerkt.;1995 31 december nader voorlopig;10.5;9.6;0.9
2724;2922  Hijs-, hef- e.a. transportwerkt.;1996 31 december nader voorlopig;10.5;9.6;1.0
2725;2922  Hijs-, hef- e.a. transportwerkt.;1997 31 december nader voorlopig;11.0;10.0;1.0
2726;2922  Hijs-, hef- e.a. transportwerkt.;1998 31 december nader voorlopig;10.8;9.8;1.0
2727;2922  Hijs-, hef- e.a. transportwerkt.;1999 31 december voorlopig;11.2;10.1;1.1
2728;2922  Hijs-, hef- e.a. transportwerkt.;1999 31 december nader voorlopig;11.2;10.1;1.1
2729;2922  Hijs-, hef- e.a. transportwerkt.;2000 31 december voorlopig;12.0;10.8;1.2
2730;2922  Hijs-, hef- e.a. transportwerkt.;2000 31 december nader voorlopig;12.0;10.8;1.2
2731;2922  Hijs-, hef- e.a. transportwerkt.;2001 31 december voorlopig;12.0;10.7;1.3
2732;2922  Hijs-, hef- e.a. transportwerkt.;2001 31 december nader voorlopig;12.1;10.8;1.3
2733;2922  Hijs-, hef- e.a. transportwerkt.;2002 31 december voorlopig;12.3;11.0;1.3
2734;2922  Hijs-, hef- e.a. transportwerkt.;2002 31 december nader voorlopig;12.3;11.0;1.3
2735;2922  Hijs-, hef- e.a. transportwerkt.;2003 31 december voorlopig;12.1;10.8;1.3
2736;2922  Hijs-, hef- e.a. transportwerkt.;2003 31 december nader voorlopig;12.1;10.8;1.3
2737;2922  Hijs-, hef- e.a. transportwerkt.;2004 31 december voorlopig;12.0;10.8;1.3
2738;2922  Hijs-, hef- e.a. transportwerkt.;2004 31 december nader voorlopig;12.1;10.8;1.3
2739;2922  Hijs-, hef- e.a. transportwerkt.;2005 31 december voorlopig;12.3;11.0;1.3
2740;2923  Machines v. koeltechniek e.d.;1993 30 september;10.0;9.0;1.0
2741;2923  Machines v. koeltechniek e.d.;1994 30 september;9.0;8.1;0.9
2742;2923  Machines v. koeltechniek e.d.;1995 31 december;9.7;8.6;1.0
2743;2923  Machines v. koeltechniek e.d.;1995 31 december nader voorlopig;9.5;8.5;1.0
2744;2923  Machines v. koeltechniek e.d.;1996 31 december nader voorlopig;9.9;8.9;1.0
2745;2923  Machines v. koeltechniek e.d.;1997 31 december nader voorlopig;9.0;8.0;1.0
2746;2923  Machines v. koeltechniek e.d.;1998 31 december nader voorlopig;9.5;8.4;1.1
2747;2923  Machines v. koeltechniek e.d.;1999 31 december voorlopig;9.7;8.5;1.1
2748;2923  Machines v. koeltechniek e.d.;1999 31 december nader voorlopig;9.7;8.5;1.1
2749;2923  Machines v. koeltechniek e.d.;2000 31 december voorlopig;9.9;8.8;1.1
2750;2923  Machines v. koeltechniek e.d.;2000 31 december nader voorlopig;9.8;8.7;1.1
2751;2923  Machines v. koeltechniek e.d.;2001 31 december voorlopig;9.6;8.5;1.1
2752;2923  Machines v. koeltechniek e.d.;2001 31 december nader voorlopig;9.6;8.5;1.2
2753;2923  Machines v. koeltechniek e.d.;2002 31 december voorlopig;9.3;8.2;1.1
2754;2923  Machines v. koeltechniek e.d.;2002 31 december nader voorlopig;9.3;8.2;1.1
2755;2923  Machines v. koeltechniek e.d.;2003 31 december voorlopig;8.7;7.7;1.0
2756;2923  Machines v. koeltechniek e.d.;2003 31 december nader voorlopig;8.7;7.7;1.0
2757;2923  Machines v. koeltechniek e.d.;2004 31 december voorlopig;8.8;7.7;1.1
2758;2923  Machines v. koeltechniek e.d.;2004 31 december nader voorlopig;8.9;7.8;1.1
2759;2923  Machines v. koeltechniek e.d.;2005 31 december voorlopig;8.3;7.3;1.0
2760;2924  Rest ov. machines v. alg. gebruik;1993 30 september;13.4;12.1;1.3
2761;2924  Rest ov. machines v. alg. gebruik;1994 30 september;11.1;10.0;1.1
2762;2924  Rest ov. machines v. alg. gebruik;1995 31 december;11.5;10.3;1.2
2763;2924  Rest ov. machines v. alg. gebruik;1995 31 december nader voorlopig;11.4;10.2;1.2
2764;2924  Rest ov. machines v. alg. gebruik;1996 31 december nader voorlopig;11.9;10.6;1.3
2765;2924  Rest ov. machines v. alg. gebruik;1997 31 december nader voorlopig;12.3;10.9;1.4
2766;2924  Rest ov. machines v. alg. gebruik;1998 31 december nader voorlopig;13.5;12.0;1.6
2767;2924  Rest ov. machines v. alg. gebruik;1999 31 december voorlopig;13.5;11.8;1.6
2768;2924  Rest ov. machines v. alg. gebruik;1999 31 december nader voorlopig;13.6;12.0;1.6
2769;2924  Rest ov. machines v. alg. gebruik;2000 31 december voorlopig;14.0;12.3;1.6
2770;2924  Rest ov. machines v. alg. gebruik;2000 31 december nader voorlopig;13.9;12.3;1.6
2771;2924  Rest ov. machines v. alg. gebruik;2001 31 december voorlopig;14.0;12.3;1.7
2772;2924  Rest ov. machines v. alg. gebruik;2001 31 december nader voorlopig;13.8;12.1;1.7
2773;2924  Rest ov. machines v. alg. gebruik;2002 31 december voorlopig;13.2;11.6;1.6
2774;2924  Rest ov. machines v. alg. gebruik;2002 31 december nader voorlopig;13.2;11.6;1.6
2775;2924  Rest ov. machines v. alg. gebruik;2003 31 december voorlopig;12.5;11.0;1.5
2776;2924  Rest ov. machines v. alg. gebruik;2003 31 december nader voorlopig;12.6;11.1;1.5
2777;2924  Rest ov. machines v. alg. gebruik;2004 31 december voorlopig;11.8;10.4;1.4
2778;2924  Rest ov. machines v. alg. gebruik;2004 31 december nader voorlopig;11.8;10.4;1.4
2779;2924  Rest ov. machines v. alg. gebruik;2005 31 december voorlopig;11.9;10.5;1.4
2780;293   Landbouwmachines, -werktuigenind.;1993 30 september;7.2;6.5;0.7
2781;293   Landbouwmachines, -werktuigenind.;1994 30 september;7.3;6.6;0.8
2782;293   Landbouwmachines, -werktuigenind.;1995 31 december;7.6;6.8;0.7
2783;293   Landbouwmachines, -werktuigenind.;1995 31 december nader voorlopig;7.5;6.7;0.7
2784;293   Landbouwmachines, -werktuigenind.;1996 31 december nader voorlopig;7.4;6.7;0.8
2785;293   Landbouwmachines, -werktuigenind.;1997 31 december nader voorlopig;8.1;7.2;0.8
2786;293   Landbouwmachines, -werktuigenind.;1998 31 december nader voorlopig;8.1;7.2;0.9
2787;293   Landbouwmachines, -werktuigenind.;1999 31 december voorlopig;8.2;7.3;0.9
2788;293   Landbouwmachines, -werktuigenind.;1999 31 december nader voorlopig;8.2;7.3;0.9
2789;293   Landbouwmachines, -werktuigenind.;2000 31 december voorlopig;7.5;6.7;0.7
2790;293   Landbouwmachines, -werktuigenind.;2000 31 december nader voorlopig;7.5;6.8;0.8
2791;293   Landbouwmachines, -werktuigenind.;2001 31 december voorlopig;7.8;7.0;0.8
2792;293   Landbouwmachines, -werktuigenind.;2001 31 december nader voorlopig;7.8;7.0;0.8
2793;293   Landbouwmachines, -werktuigenind.;2002 31 december voorlopig;7.7;6.9;0.8
2794;293   Landbouwmachines, -werktuigenind.;2002 31 december nader voorlopig;7.6;6.8;0.8
2795;293   Landbouwmachines, -werktuigenind.;2003 31 december voorlopig;7.5;6.7;0.8
2796;293   Landbouwmachines, -werktuigenind.;2003 31 december nader voorlopig;7.5;6.7;0.8
2797;293   Landbouwmachines, -werktuigenind.;2004 31 december voorlopig;7.8;6.8;0.9
2798;293   Landbouwmachines, -werktuigenind.;2004 31 december nader voorlopig;7.9;7.0;0.9
2799;293   Landbouwmachines, -werktuigenind.;2005 31 december voorlopig;7.9;7.0;0.9
2800;294   Gereedschapswerktuigenindustrie;1993 30 september;3.0;2.7;0.4
2801;294   Gereedschapswerktuigenindustrie;1994 30 september;3.1;2.7;0.4
2802;294   Gereedschapswerktuigenindustrie;1995 31 december;3.2;2.7;0.5
2803;294   Gereedschapswerktuigenindustrie;1995 31 december nader voorlopig;3.2;2.7;0.5
2804;294   Gereedschapswerktuigenindustrie;1996 31 december nader voorlopig;3.7;3.2;0.5
2805;294   Gereedschapswerktuigenindustrie;1997 31 december nader voorlopig;3.0;2.7;0.3
2806;294   Gereedschapswerktuigenindustrie;1998 31 december nader voorlopig;3.1;2.8;0.4
2807;294   Gereedschapswerktuigenindustrie;1999 31 december voorlopig;3.2;2.8;0.4
2808;294   Gereedschapswerktuigenindustrie;1999 31 december nader voorlopig;3.2;2.8;0.4
2809;294   Gereedschapswerktuigenindustrie;2000 31 december voorlopig;3.2;2.8;0.3
2810;294   Gereedschapswerktuigenindustrie;2000 31 december nader voorlopig;3.1;2.8;0.3
2811;294   Gereedschapswerktuigenindustrie;2001 31 december voorlopig;3.3;2.9;0.4
2812;294   Gereedschapswerktuigenindustrie;2001 31 december nader voorlopig;3.3;2.9;0.4
2813;294   Gereedschapswerktuigenindustrie;2002 31 december voorlopig;2.9;2.6;0.3
2814;294   Gereedschapswerktuigenindustrie;2002 31 december nader voorlopig;2.9;2.6;0.3
2815;294   Gereedschapswerktuigenindustrie;2003 31 december voorlopig;2.6;2.3;0.3
