ID;LeeftijdReferentiepersoon;RegioS;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;MeerpersoonshuishoudensZonderKinderen_4;MeerpersoonshuishoudensMetKinderen_5;TotaalNietGehuwdeParen_6;k_0Kinderen_7;k_1Kind_8;k_2Kinderen_9;k_3OfMeerKinderen_10;TotaalGehuwdeParen_11;k_0Kinderen_12;k_1Kind_13;k_2Kinderen_14;k_3OfMeerKinderen_15;TotaalEenouderhuishoudens_16;k_1Kind_17;k_2Kinderen_18;k_3OfMeerKinderen_19;OverigHuishouden_20;TotaalParticuliereHuishoudens_21;Eenpersoonshuishouden_22;TotaalMeerpersoonshuishoudens_23;k_2Personen_24;k_3Personen_25;k_4Personen_26;k_5OfMeerPersonen_27
12;Totaal;Nederland;2012;7512824.0;2761764.0;4751060.0;2192158.0;2558902.0;872962.0;511794.0;167019.0;154672.0;39477.0;3323517.0;1636677.0;582203.0;774010.0;330627.0;510894.0;313322.0;150683.0;46889.0;43687.0;7512824.0;2761764.0;4751060.0;2455421.0;909274.0;971486.0;414879.0
13;Totaal;Nederland;2013;7569371.0;2802182.0;4767189.0;2202863.0;2564326.0;892743.0;517578.0;171738.0;162076.0;41351.0;3309894.0;1642311.0;579843.0;763157.0;324583.0;521578.0;321518.0;153200.0;46860.0;42974.0;7569371.0;2802182.0;4767189.0;2474729.0;914480.0;967899.0;410081.0
14;Totaal;Nederland;2014;7590228.0;2803852.0;4786376.0;2216508.0;2569868.0;916991.0;528531.0;176139.0;169483.0;42838.0;3291177.0;1645639.0;578378.0;750341.0;316819.0;535870.0;331653.0;156324.0;47893.0;42338.0;7590228.0;2803852.0;4786376.0;2498744.0;920496.0;964012.0;403124.0
15;Totaal;Nederland;2015;7665198.0;2867797.0;4797401.0;2224618.0;2572783.0;934671.0;531156.0;181134.0;177326.0;45055.0;3275358.0;1651379.0;575005.0;738342.0;310632.0;545289.0;338281.0;158384.0;48624.0;42083.0;7665198.0;2867797.0;4797401.0;2512123.0;923286.0;961010.0;400982.0
16;Totaal;Nederland;2016;7720787.0;2906334.0;4814453.0;2235783.0;2578670.0;954074.0;540631.0;182643.0;184026.0;46774.0;3261124.0;1653323.0;571665.0;728666.0;307470.0;557426.0;345502.0;162146.0;49778.0;41829.0;7720787.0;2906334.0;4814453.0;2530437.0;924877.0;958746.0;400393.0
17;Totaal;Nederland;2017;7794075.0;2961228.0;4832847.0;2247191.0;2585656.0;975602.0;548326.0;186827.0;191327.0;49122.0;3253633.0;1657377.0;568482.0;721461.0;306313.0;562124.0;346706.0;164223.0;51195.0;41488.0;7794075.0;2961228.0;4832847.0;2540703.0;926964.0;961007.0;404173.0
18;Totaal;Nederland;2018;7857914.0;2997617.0;4860297.0;2265409.0;2594888.0;997648.0;562433.0;187848.0;196362.0;51005.0;3249848.0;1662594.0;567153.0;714686.0;305415.0;572419.0;352216.0;167646.0;52557.0;40382.0;7857914.0;2997617.0;4860297.0;2565256.0;929901.0;959802.0;405338.0
19;Totaal;Nederland;2019;7924691.0;3037622.0;4887069.0;2282297.0;2604772.0;1015999.0;575040.0;187879.0;200116.0;52964.0;3248353.0;1666646.0;567014.0;710251.0;304442.0;582106.0;357524.0;170478.0;54104.0;40611.0;7924691.0;3037622.0;4887069.0;2586739.0;932959.0;960878.0;406493.0
20;Totaal;Nederland;2020;7997800.0;3079778.0;4918022.0;2302921.0;2615101.0;1037200.0;589916.0;189262.0;203427.0;54595.0;3250231.0;1672389.0;568123.0;706212.0;303507.0;589975.0;361769.0;172880.0;55326.0;40616.0;7997800.0;3079778.0;4918022.0;2610601.0;938515.0;961314.0;407592.0
21;Totaal;Nederland;2021;8043443.0;3097117.0;4946326.0;2331454.0;2614872.0;1077723.0;620079.0;192530.0;208658.0;56456.0;3233662.0;1670305.0;566657.0;696999.0;299701.0;593871.0;364662.0;173275.0;55934.0;41070.0;8043443.0;3097117.0;4946326.0;2640717.0;940588.0;958249.0;406772.0
22;Totaal;Nederland;2022;8138591.0;3172564.0;4966027.0;2349821.0;2616206.0;1099461.0;633378.0;194717.0;212937.0;58429.0;3228333.0;1674618.0;565298.0;690522.0;297895.0;596408.0;366681.0;173091.0;56636.0;41825.0;8138591.0;3172564.0;4966027.0;2661105.0;942346.0;956266.0;406310.0
23;Totaal;Nederland;2023;8270244.0;3266042.0;5004202.0;2358933.0;2645269.0;1108952.0;638763.0;197393.0;213159.0;59637.0;3242090.0;1677643.0;573500.0;691936.0;299011.0;610633.0;375750.0;176748.0;58135.0;42527.0;8270244.0;3266042.0;5004202.0;2677788.0;956719.0;959324.0;410371.0
24;Totaal;Nederland;2024;8374404.0;3340560.0;5033844.0;2385910.0;2647934.0;1120806.0;651188.0;198578.0;211683.0;59357.0;3247930.0;1687670.0;580368.0;686176.0;293716.0;618056.0;381715.0;177232.0;59109.0;47052.0;8374404.0;3340560.0;5033844.0;2706372.0;968419.0;953582.0;405471.0
25;Totaal;Noord-Nederland (LD);2000;711903.0;231867.0;480036.0;230286.0;249750.0;71235.0;53470.0;9793.0;6166.0;1806.0;369295.0;172211.0;67754.0;87022.0;42308.0;34901.0;21014.0;10228.0;3659.0;4605.0;711903.0;231867.0;480036.0;247165.0;89460.0;96607.0;46804.0
26;Totaal;Noord-Nederland (LD);2001;720194.0;236170.0;484024.0;232114.0;251910.0;73625.0;53838.0;10728.0;7049.0;2010.0;369640.0;173740.0;66725.0;87073.0;42102.0;36223.0;21728.0;10739.0;3756.0;4536.0;720194.0;236170.0;484024.0;249654.0;90006.0;97576.0;46788.0
27;Totaal;Noord-Nederland (LD);2002;727783.0;239917.0;487866.0;233588.0;254278.0;76693.0;54340.0;11863.0;8197.0;2293.0;368946.0;174628.0;65394.0;87108.0;41816.0;37607.0;22492.0;11220.0;3895.0;4620.0;727783.0;239917.0;487866.0;251799.0;90332.0;98810.0;46925.0
28;Totaal;Noord-Nederland (LD);2003;733985.0;243926.0;490059.0;234782.0;255277.0;79101.0;54407.0;12852.0;9314.0;2528.0;367772.0;175744.0;64057.0;86749.0;41222.0;38555.0;22993.0;11603.0;3959.0;4631.0;733985.0;243926.0;490059.0;253189.0;90524.0;99579.0;46767.0
29;Totaal;Noord-Nederland (LD);2004;739067.0;248049.0;491018.0;235355.0;255663.0;80910.0;54093.0;13569.0;10501.0;2747.0;366242.0;176809.0;62880.0;86101.0;40452.0;39413.0;23378.0;12009.0;4026.0;4453.0;739067.0;248049.0;491018.0;254261.0;90240.0;100200.0;46317.0
30;Totaal;Noord-Nederland (LD);2005;742588.0;250501.0;492087.0;236499.0;255588.0;82923.0;54202.0;14203.0;11598.0;2920.0;364193.0;177793.0;61446.0;85458.0;39496.0;40467.0;23918.0;12399.0;4150.0;4504.0;742588.0;250501.0;492087.0;255922.0;89781.0;100879.0;45505.0
31;Totaal;Noord-Nederland (LD);2006;745927.0;254215.0;491712.0;236642.0;255070.0;84149.0;53597.0;14694.0;12638.0;3220.0;361657.0;178591.0;60179.0;84649.0;38238.0;41452.0;24423.0;12879.0;4150.0;4454.0;745927.0;254215.0;491712.0;256552.0;89452.0;101157.0;44551.0
32;Totaal;Noord-Nederland (LD);2007;750506.0;257803.0;492703.0;238660.0;254043.0;86484.0;53964.0;15179.0;13815.0;3526.0;359549.0;180134.0;59145.0;83102.0;37168.0;42108.0;24925.0;13041.0;4142.0;4562.0;750506.0;257803.0;492703.0;259088.0;89113.0;100708.0;43794.0
33;Totaal;Noord-Nederland (LD);2008;755644.0;261616.0;494028.0;240743.0;253285.0;88593.0;54286.0;15689.0;14754.0;3864.0;357524.0;181771.0;58040.0;81611.0;36102.0;43225.0;25772.0;13308.0;4145.0;4686.0;755644.0;261616.0;494028.0;261807.0;88961.0;100235.0;43025.0
34;Totaal;Noord-Nederland (LD);2009;761424.0;266303.0;495121.0;242604.0;252517.0;90667.0;54474.0;16270.0;15766.0;4157.0;355821.0;183370.0;57164.0;80175.0;35112.0;43873.0;26307.0;13423.0;4143.0;4760.0;761424.0;266303.0;495121.0;264202.0;88756.0;99816.0;42347.0
35;Totaal;Noord-Nederland (LD);2010;767759.0;271419.0;496340.0;243857.0;252483.0;92116.0;54432.0;16625.0;16584.0;4475.0;354334.0;184514.0;56630.0;78960.0;34230.0;44979.0;27066.0;13773.0;4140.0;4911.0;767759.0;271419.0;496340.0;266050.0;89093.0;99500.0;41697.0
36;Totaal;Noord-Nederland (LD);2011;772723.0;277257.0;495466.0;242860.0;252606.0;93303.0;53737.0;17180.0;17628.0;4758.0;351943.0;184648.0;56272.0;77696.0;33327.0;45745.0;28008.0;13629.0;4108.0;4475.0;772723.0;277257.0;495466.0;266291.0;88197.0;99370.0;41608.0
37;Totaal;Noord-Nederland (LD);2012;778092.0;283279.0;494813.0;242599.0;252214.0;93741.0;53045.0;17380.0;18341.0;4975.0;349708.0;185176.0;55836.0;76198.0;32498.0;46986.0;28911.0;13974.0;4101.0;4378.0;778092.0;283279.0;494813.0;266985.0;88406.0;98537.0;40885.0
38;Totaal;Noord-Nederland (LD);2013;782876.0;288545.0;494331.0;242720.0;251611.0;95244.0;53249.0;17658.0;19154.0;5183.0;346895.0;185231.0;55337.0;74751.0;31576.0;47952.0;29621.0;14248.0;4083.0;4240.0;782876.0;288545.0;494331.0;268034.0;88332.0;97912.0;40053.0
39;Totaal;Noord-Nederland (LD);2014;783423.0;289604.0;493819.0;243206.0;250613.0;97106.0;54001.0;17913.0;19847.0;5345.0;343055.0;184977.0;54782.0;72925.0;30371.0;49430.0;30708.0;14622.0;4100.0;4228.0;783423.0;289604.0;493819.0;269565.0;88431.0;96708.0;39115.0
40;Totaal;Noord-Nederland (LD);2015;788328.0;295551.0;492777.0;243360.0;249417.0;98243.0;53922.0;18194.0;20515.0;5612.0;340116.0;185270.0;54012.0;71335.0;29499.0;50250.0;31321.0;14776.0;4153.0;4168.0;788328.0;295551.0;492777.0;270138.0;88029.0;95918.0;38692.0
41;Totaal;Noord-Nederland (LD);2016;790543.0;298545.0;491998.0;243739.0;248259.0;99717.0;54713.0;18084.0;21149.0;5771.0;337050.0;185033.0;53531.0;69692.0;28794.0;51238.0;31926.0;15087.0;4225.0;3993.0;790543.0;298545.0;491998.0;271170.0;87794.0;94922.0;38112.0
42;Totaal;Noord-Nederland (LD);2017;795784.0;304138.0;491646.0;244128.0;247518.0;101682.0;55473.0;18376.0;21798.0;6035.0;334474.0;184825.0;53058.0;68244.0;28347.0;51660.0;32141.0;15191.0;4328.0;3830.0;795784.0;304138.0;491646.0;271550.0;87663.0;94245.0;38188.0
43;Totaal;Noord-Nederland (LD);2018;798963.0;307198.0;491765.0;244913.0;246852.0;102955.0;56374.0;18369.0;22012.0;6200.0;332411.0;184915.0;52563.0;66970.0;27963.0;52775.0;32637.0;15689.0;4449.0;3624.0;798963.0;307198.0;491765.0;272981.0;87510.0;93211.0;38063.0
44;Totaal;Noord-Nederland (LD);2019;803740.0;311302.0;492438.0;246044.0;246394.0;104252.0;57410.0;18380.0;22118.0;6344.0;330871.0;185036.0;52269.0;65850.0;27716.0;53717.0;33374.0;15779.0;4564.0;3598.0;803740.0;311302.0;492438.0;274868.0;87259.0;92405.0;37906.0
45;Totaal;Noord-Nederland (LD);2020;809244.0;315972.0;493272.0;247427.0;245845.0;105445.0;58401.0;18332.0;22206.0;6506.0;329674.0;185395.0;52238.0;64692.0;27349.0;54522.0;33914.0;15911.0;4697.0;3631.0;809244.0;315972.0;493272.0;276657.0;87446.0;91387.0;37782.0
46;Totaal;Noord-Nederland (LD);2021;812624.0;317668.0;494956.0;250328.0;244628.0;108682.0;61069.0;18473.0;22522.0;6618.0;327941.0;185654.0;51743.0;63673.0;26871.0;54728.0;34144.0;15833.0;4751.0;3605.0;812624.0;317668.0;494956.0;279710.0;86916.0;90745.0;37585.0
47;Totaal;Noord-Nederland (LD);2022;820075.0;324737.0;495338.0;250986.0;244352.0;110122.0;61822.0;18604.0;22815.0;6881.0;326887.0;185575.0;51581.0;62854.0;26877.0;54740.0;34105.0;15840.0;4795.0;3589.0;820075.0;324737.0;495338.0;280358.0;86921.0;90240.0;37819.0
48;Totaal;Noord-Nederland (LD);2023;829348.0;331300.0;498048.0;251193.0;246855.0;110894.0;62388.0;18861.0;22693.0;6952.0;327399.0;185153.0;52459.0;62787.0;27000.0;56103.0;35110.0;16051.0;4942.0;3652.0;829348.0;331300.0;498048.0;281476.0;88171.0;90203.0;38198.0
49;Totaal;Noord-Nederland (LD);2024;840225.0;341623.0;498602.0;253014.0;245588.0;111717.0;63557.0;19071.0;22212.0;6877.0;326484.0;185489.0;52821.0;61734.0;26440.0;56433.0;35489.0;15894.0;5050.0;3968.0;840225.0;341623.0;498602.0;283266.0;88839.0;88892.0;37605.0
50;Totaal;Oost-Nederland (LD);2000;1343286.0;395771.0;947515.0;418719.0;528796.0;125916.0;95281.0;16659.0;10766.0;3210.0;746251.0;315465.0;143927.0;189821.0;97038.0;67375.0;39780.0;20316.0;7279.0;7973.0;1343286.0;395771.0;947515.0;448280.0;182844.0;205992.0;110399.0
51;Totaal;Oost-Nederland (LD);2001;1359741.0;402746.0;956995.0;422363.0;534632.0;129846.0;95709.0;18334.0;12232.0;3571.0;749176.0;318215.0;143041.0;190504.0;97416.0;69534.0;40869.0;21194.0;7471.0;8439.0;1359741.0;402746.0;956995.0;452168.0;184861.0;208470.0;111496.0
52;Totaal;Oost-Nederland (LD);2002;1378454.0;412534.0;965920.0;425013.0;540907.0;134553.0;96469.0;20211.0;13882.0;3991.0;750359.0;320026.0;141350.0;191555.0;97428.0;72490.0;42661.0;22033.0;7796.0;8518.0;1378454.0;412534.0;965920.0;456704.0;185958.0;211180.0;112078.0
53;Totaal;Oost-Nederland (LD);2003;1395435.0;422768.0;972667.0;428111.0;544556.0;138353.0;96551.0;21800.0;15608.0;4394.0;750914.0;323194.0;139493.0;191737.0;96490.0;75034.0;43875.0;23086.0;8073.0;8366.0;1395435.0;422768.0;972667.0;460887.0;186484.0;213343.0;111953.0
54;Totaal;Oost-Nederland (LD);2004;1409376.0;432448.0;976928.0;429320.0;547608.0;141029.0;95640.0;23260.0;17296.0;4833.0;750161.0;325463.0;138025.0;191155.0;95518.0;77521.0;45266.0;24066.0;8189.0;8217.0;1409376.0;432448.0;976928.0;463442.0;187288.0;214538.0;111660.0
55;Totaal;Oost-Nederland (LD);2005;1419824.0;437463.0;982361.0;433120.0;549241.0;145619.0;96591.0;24660.0;19189.0;5179.0;748451.0;328139.0;135738.0;190392.0;94182.0;79901.0;46776.0;24785.0;8340.0;8390.0;1419824.0;437463.0;982361.0;468370.0;187378.0;215785.0;110828.0
56;Totaal;Oost-Nederland (LD);2006;1435288.0;450062.0;985226.0;435347.0;549879.0;148762.0;96301.0;25903.0;20968.0;5590.0;746270.0;330900.0;133708.0;188727.0;92935.0;82048.0;48071.0;25516.0;8461.0;8146.0;1435288.0;450062.0;985226.0;472304.0;187253.0;215992.0;109677.0
57;Totaal;Oost-Nederland (LD);2007;1447186.0;458595.0;988591.0;438862.0;549729.0;152381.0;96224.0;27132.0;22920.0;6105.0;744444.0;334407.0;131491.0;187406.0;91140.0;83535.0;49064.0;26038.0;8433.0;8231.0;1447186.0;458595.0;988591.0;477122.0;186804.0;216391.0;108274.0
58;Totaal;Oost-Nederland (LD);2008;1459769.0;466666.0;993103.0;443461.0;549642.0;156835.0;96916.0;28487.0;24889.0;6543.0;742966.0;338220.0;129887.0;185411.0;89448.0;84977.0;50204.0;26413.0;8360.0;8325.0;1459769.0;466666.0;993103.0;482642.0;187139.0;216356.0;106966.0
59;Totaal;Oost-Nederland (LD);2009;1474838.0;476278.0;998560.0;448439.0;550121.0;160459.0;97362.0;29423.0;26724.0;6950.0;742424.0;342376.0;128323.0;183627.0;88098.0;86976.0;51554.0;27008.0;8414.0;8701.0;1474838.0;476278.0;998560.0;488773.0;187256.0;216645.0;105886.0
60;Totaal;Oost-Nederland (LD);2010;1491028.0;487549.0;1003479.0;451695.0;551784.0;163668.0;97161.0;30512.0;28495.0;7500.0;741586.0;345701.0;127702.0;181452.0;86731.0;89392.0;53315.0;27618.0;8459.0;8833.0;1491028.0;487549.0;1003479.0;493740.0;188652.0;216425.0;104662.0
61;Totaal;Oost-Nederland (LD);2011;1499895.0;492501.0;1007394.0;454293.0;553101.0;168189.0;98191.0;31468.0;30459.0;8071.0;739811.0;348169.0;126919.0;179567.0;85156.0;91461.0;55054.0;27834.0;8573.0;7933.0;1499895.0;492501.0;1007394.0;498749.0;187221.0;217141.0;104283.0
62;Totaal;Oost-Nederland (LD);2012;1513657.0;502948.0;1010709.0;455915.0;554794.0;169733.0;97234.0;32004.0;32090.0;8405.0;738700.0;350892.0;126501.0;177607.0;83700.0;94487.0;57064.0;28678.0;8745.0;7789.0;1513657.0;502948.0;1010709.0;502695.0;188215.0;217021.0;102778.0
63;Totaal;Oost-Nederland (LD);2013;1526706.0;511928.0;1014778.0;459291.0;555487.0;173527.0;98284.0;32934.0;33533.0;8776.0;736574.0;353409.0;125889.0;175245.0;82031.0;97079.0;59037.0;29285.0;8757.0;7598.0;1526706.0;511928.0;1014778.0;508173.0;189372.0;215896.0;101337.0
64;Totaal;Oost-Nederland (LD);2014;1527631.0;509555.0;1018076.0;462107.0;555969.0;178201.0;100153.0;33928.0;35052.0;9068.0;732355.0;354484.0;125787.0;172061.0;80023.0;100050.0;61186.0;29868.0;8996.0;7470.0;1527631.0;509555.0;1018076.0;513251.0;190742.0;214804.0;99279.0
65;Totaal;Oost-Nederland (LD);2015;1541543.0;521281.0;1020262.0;464854.0;555408.0;181744.0;100644.0;35115.0;36413.0;9572.0;729257.0;356868.0;125369.0;168802.0;78218.0;101919.0;62544.0;30292.0;9083.0;7342.0;1541543.0;521281.0;1020262.0;517103.0;191739.0;213082.0;98338.0
66;Totaal;Oost-Nederland (LD);2016;1553083.0;530051.0;1023032.0;467377.0;555655.0;184514.0;101685.0;35171.0;37762.0;9896.0;726663.0;358378.0;124392.0;166502.0;77391.0;104541.0;64126.0;31044.0;9371.0;7314.0;1553083.0;530051.0;1023032.0;521346.0;191408.0;212407.0;97871.0
67;Totaal;Oost-Nederland (LD);2017;1570537.0;543542.0;1026995.0;470676.0;556319.0;187957.0;102427.0;35870.0;39271.0;10389.0;726206.0;360848.0;123630.0;164808.0;76920.0;105431.0;64478.0;31446.0;9507.0;7401.0;1570537.0;543542.0;1026995.0;524399.0;191693.0;212716.0;98187.0
68;Totaal;Oost-Nederland (LD);2018;1584202.0;551620.0;1032582.0;475018.0;557564.0;191929.0;104821.0;36078.0;40267.0;10763.0;725714.0;363034.0;123001.0;163288.0;76391.0;107776.0;65649.0;32242.0;9885.0;7163.0;1584202.0;551620.0;1032582.0;530282.0;191888.0;212245.0;98167.0
69;Totaal;Oost-Nederland (LD);2019;1600785.0;562063.0;1038722.0;479638.0;559084.0;195646.0;107394.0;35984.0;41092.0;11176.0;725883.0;365033.0;122896.0;161972.0;75982.0;109982.0;66878.0;32993.0;10111.0;7211.0;1600785.0;562063.0;1038722.0;536107.0;192523.0;211968.0;98124.0
70;Totaal;Oost-Nederland (LD);2020;1616527.0;571760.0;1044767.0;483897.0;560870.0;199176.0;109553.0;36246.0;41784.0;11593.0;726589.0;367151.0;123096.0;160711.0;75631.0;111809.0;68199.0;33357.0;10253.0;7193.0;1616527.0;571760.0;1044767.0;541459.0;193608.0;211585.0;98115.0
71;Totaal;Oost-Nederland (LD);2021;1629332.0;577214.0;1052118.0;490021.0;562097.0;206792.0;114836.0;36950.0;43005.0;12001.0;724799.0;367817.0;123246.0;158867.0;74869.0;113159.0;69316.0;33512.0;10331.0;7368.0;1629332.0;577214.0;1052118.0;548370.0;194698.0;211056.0;97994.0
72;Totaal;Oost-Nederland (LD);2022;1648568.0;590785.0;1057783.0;495081.0;562702.0;210856.0;117186.0;37273.0;43953.0;12444.0;725746.0;370373.0;123214.0;157531.0;74628.0;113659.0;69900.0;33276.0;10483.0;7522.0;1648568.0;590785.0;1057783.0;554072.0;194852.0;210812.0;98047.0
73;Totaal;Oost-Nederland (LD);2023;1673991.0;607843.0;1066148.0;496410.0;569738.0;211911.0;117432.0;37751.0;44001.0;12727.0;729509.0;371333.0;125168.0;158148.0;74860.0;117083.0;72087.0;34210.0;10786.0;7645.0;1673991.0;607843.0;1066148.0;557281.0;198146.0;211716.0;99005.0
74;Totaal;Oost-Nederland (LD);2024;1694868.0;622049.0;1072819.0;502548.0;570271.0;214148.0;119849.0;38031.0;43683.0;12585.0;731712.0;374365.0;127082.0;156770.0;73495.0;118625.0;73255.0;34345.0;11025.0;8334.0;1694868.0;622049.0;1072819.0;563863.0;200959.0;210592.0;97405.0
75;Totaal;West-Nederland (LD);2000;3300059.0;1230052.0;2070007.0;942360.0;1127647.0;325281.0;241890.0;47327.0;28382.0;7682.0;1512797.0;676149.0;299324.0;367251.0;170073.0;207608.0;122696.0;62091.0;22821.0;24321.0;3300059.0;1230052.0;2070007.0;1041294.0;416802.0;416056.0;195855.0
76;Totaal;West-Nederland (LD);2001;3327744.0;1245217.0;2082527.0;944662.0;1137865.0;332169.0;241787.0;50716.0;31253.0;8413.0;1511425.0;678229.0;295223.0;367407.0;170566.0;214287.0;126564.0;64360.0;23363.0;24646.0;3327744.0;1245217.0;2082527.0;1046476.0;418479.0;419906.0;197666.0
77;Totaal;West-Nederland (LD);2002;3356033.0;1260639.0;2095394.0;946840.0;1148554.0;341800.0;243056.0;54551.0;35002.0;9191.0;1505100.0;677994.0;289672.0;367369.0;170065.0;222704.0;131407.0;67049.0;24248.0;25790.0;3356033.0;1260639.0;2095394.0;1052483.0;420201.0;424035.0;198675.0
78;Totaal;West-Nederland (LD);2003;3384274.0;1277097.0;2107177.0;951824.0;1155353.0;349905.0;243554.0;57950.0;38398.0;10003.0;1501838.0;682440.0;285327.0;365571.0;168500.0;229604.0;135107.0;69418.0;25079.0;25830.0;3384274.0;1277097.0;2107177.0;1060585.0;421448.0;426523.0;198621.0
79;Totaal;West-Nederland (LD);2004;3408175.0;1292789.0;2115386.0;953461.0;1161925.0;355524.0;240953.0;61114.0;42718.0;10739.0;1499889.0;686582.0;282894.0;363578.0;166835.0;234047.0;137900.0;70726.0;25421.0;25926.0;3408175.0;1292789.0;2115386.0;1064455.0;423136.0;429539.0;198256.0
80;Totaal;West-Nederland (LD);2005;3427141.0;1302632.0;2124509.0;956736.0;1167773.0;364876.0;242365.0;64414.0;46549.0;11548.0;1494870.0;688439.0;279974.0;361915.0;164542.0;238831.0;140341.0;72738.0;25752.0;25932.0;3427141.0;1302632.0;2124509.0;1069612.0;425667.0;432236.0;196994.0
81;Totaal;West-Nederland (LD);2006;3451522.0;1325753.0;2125769.0;956863.0;1168906.0;369177.0;239901.0;66448.0;50367.0;12461.0;1487951.0;690843.0;276240.0;358814.0;162054.0;242522.0;143133.0;73716.0;25673.0;26119.0;3451522.0;1325753.0;2125769.0;1072251.0;424810.0;433362.0;195346.0
