ID;Geslacht;Leeftijd;Nationaliteit;Perioden;DerdelandersIllegaalAanwezig_1
48;Totaal;Totaal;Brits ;2018;
49;Totaal;Totaal;Brits ;2019;
50;Totaal;Totaal;Brits ;2020;0.0
51;Totaal;Totaal;Brits ;2021;65.0
52;Totaal;Totaal;Brits ;2022;60.0
53;Totaal;Totaal;Brits ;2023;90.0
54;Totaal;Totaal;Chinees ;2015;295.0
55;Totaal;Totaal;Chinees ;2016;185.0
56;Totaal;Totaal;Chinees ;2017;55.0
57;Totaal;Totaal;Chinees ;2018;60.0
58;Totaal;Totaal;Chinees ;2019;145.0
59;Totaal;Totaal;Chinees ;2020;145.0
60;Totaal;Totaal;Chinees ;2021;135.0
61;Totaal;Totaal;Chinees ;2022;210.0
62;Totaal;Totaal;Chinees ;2023;205.0
63;Totaal;Totaal;Colombiaans ;2015;55.0
64;Totaal;Totaal;Colombiaans ;2016;60.0
65;Totaal;Totaal;Colombiaans ;2017;30.0
66;Totaal;Totaal;Colombiaans ;2018;60.0
67;Totaal;Totaal;Colombiaans ;2019;100.0
68;Totaal;Totaal;Colombiaans ;2020;160.0
69;Totaal;Totaal;Colombiaans ;2021;195.0
70;Totaal;Totaal;Colombiaans ;2022;275.0
71;Totaal;Totaal;Colombiaans ;2023;355.0
72;Totaal;Totaal;Egyptisch ;2015;55.0
73;Totaal;Totaal;Egyptisch ;2016;40.0
74;Totaal;Totaal;Egyptisch ;2017;35.0
75;Totaal;Totaal;Egyptisch ;2018;35.0
76;Totaal;Totaal;Egyptisch ;2019;30.0
77;Totaal;Totaal;Egyptisch ;2020;35.0
78;Totaal;Totaal;Egyptisch ;2021;40.0
79;Totaal;Totaal;Egyptisch ;2022;45.0
80;Totaal;Totaal;Egyptisch ;2023;35.0
81;Totaal;Totaal;Eritrees ;2015;0.0
82;Totaal;Totaal;Eritrees ;2016;20.0
83;Totaal;Totaal;Eritrees ;2017;20.0
84;Totaal;Totaal;Eritrees ;2018;30.0
85;Totaal;Totaal;Eritrees ;2019;40.0
86;Totaal;Totaal;Eritrees ;2020;55.0
87;Totaal;Totaal;Eritrees ;2021;65.0
88;Totaal;Totaal;Eritrees ;2022;20.0
89;Totaal;Totaal;Eritrees ;2023;15.0
90;Totaal;Totaal;Filippijns ;2015;105.0
91;Totaal;Totaal;Filippijns ;2016;45.0
92;Totaal;Totaal;Filippijns ;2017;25.0
93;Totaal;Totaal;Filippijns ;2018;25.0
94;Totaal;Totaal;Filippijns ;2019;80.0
95;Totaal;Totaal;Filippijns ;2020;75.0
96;Totaal;Totaal;Filippijns ;2021;60.0
97;Totaal;Totaal;Filippijns ;2022;95.0
98;Totaal;Totaal;Filippijns ;2023;80.0
99;Totaal;Totaal;Georgisch ;2015;20.0
100;Totaal;Totaal;Georgisch ;2016;30.0
101;Totaal;Totaal;Georgisch ;2017;65.0
102;Totaal;Totaal;Georgisch ;2018;85.0
103;Totaal;Totaal;Georgisch ;2019;145.0
104;Totaal;Totaal;Georgisch ;2020;165.0
105;Totaal;Totaal;Georgisch ;2021;200.0
106;Totaal;Totaal;Georgisch ;2022;360.0
107;Totaal;Totaal;Georgisch ;2023;295.0
108;Totaal;Totaal;Ghanees ;2015;65.0
109;Totaal;Totaal;Ghanees ;2016;45.0
110;Totaal;Totaal;Ghanees ;2017;35.0
111;Totaal;Totaal;Ghanees ;2018;35.0
112;Totaal;Totaal;Ghanees ;2019;40.0
113;Totaal;Totaal;Ghanees ;2020;50.0
114;Totaal;Totaal;Ghanees ;2021;70.0
115;Totaal;Totaal;Ghanees ;2022;55.0
116;Totaal;Totaal;Ghanees ;2023;60.0
117;Totaal;Totaal;Hondurees ;2015;95.0
118;Totaal;Totaal;Hondurees ;2016;50.0
119;Totaal;Totaal;Hondurees ;2017;
120;Totaal;Totaal;Hondurees ;2018;45.0
121;Totaal;Totaal;Hondurees ;2019;30.0
122;Totaal;Totaal;Hondurees ;2020;45.0
123;Totaal;Totaal;Hondurees ;2021;95.0
124;Totaal;Totaal;Hondurees ;2022;50.0
125;Totaal;Totaal;Hondurees ;2023;10.0
126;Totaal;Totaal;Indiaas ;2015;45.0
127;Totaal;Totaal;Indiaas ;2016;45.0
128;Totaal;Totaal;Indiaas ;2017;15.0
129;Totaal;Totaal;Indiaas ;2018;20.0
130;Totaal;Totaal;Indiaas ;2019;25.0
131;Totaal;Totaal;Indiaas ;2020;30.0
132;Totaal;Totaal;Indiaas ;2021;65.0
133;Totaal;Totaal;Indiaas ;2022;115.0
134;Totaal;Totaal;Indiaas ;2023;1860.0
135;Totaal;Totaal;Indonesisch ;2015;105.0
136;Totaal;Totaal;Indonesisch ;2016;75.0
137;Totaal;Totaal;Indonesisch ;2017;25.0
138;Totaal;Totaal;Indonesisch ;2018;20.0
139;Totaal;Totaal;Indonesisch ;2019;160.0
140;Totaal;Totaal;Indonesisch ;2020;140.0
141;Totaal;Totaal;Indonesisch ;2021;70.0
142;Totaal;Totaal;Indonesisch ;2022;105.0
143;Totaal;Totaal;Indonesisch ;2023;100.0
144;Totaal;Totaal;Iraaks ;2015;50.0
145;Totaal;Totaal;Iraaks ;2016;45.0
146;Totaal;Totaal;Iraaks ;2017;55.0
147;Totaal;Totaal;Iraaks ;2018;70.0
148;Totaal;Totaal;Iraaks ;2019;75.0
149;Totaal;Totaal;Iraaks ;2020;55.0
150;Totaal;Totaal;Iraaks ;2021;75.0
151;Totaal;Totaal;Iraaks ;2022;95.0
152;Totaal;Totaal;Iraaks ;2023;40.0
153;Totaal;Totaal;Iraans ;2015;20.0
154;Totaal;Totaal;Iraans ;2016;25.0
155;Totaal;Totaal;Iraans ;2017;20.0
156;Totaal;Totaal;Iraans ;2018;30.0
157;Totaal;Totaal;Iraans ;2019;50.0
158;Totaal;Totaal;Iraans ;2020;30.0
159;Totaal;Totaal;Iraans ;2021;25.0
160;Totaal;Totaal;Iraans ;2022;35.0
161;Totaal;Totaal;Iraans ;2023;30.0
162;Totaal;Totaal;Marokkaans ;2015;170.0
163;Totaal;Totaal;Marokkaans ;2016;235.0
164;Totaal;Totaal;Marokkaans ;2017;210.0
165;Totaal;Totaal;Marokkaans ;2018;210.0
166;Totaal;Totaal;Marokkaans ;2019;220.0
167;Totaal;Totaal;Marokkaans ;2020;200.0
168;Totaal;Totaal;Marokkaans ;2021;315.0
169;Totaal;Totaal;Marokkaans ;2022;395.0
170;Totaal;Totaal;Marokkaans ;2023;340.0
171;Totaal;Totaal;Moldavisch ;2015;15.0
172;Totaal;Totaal;Moldavisch ;2016;15.0
173;Totaal;Totaal;Moldavisch ;2017;25.0
174;Totaal;Totaal;Moldavisch ;2018;30.0
175;Totaal;Totaal;Moldavisch ;2019;45.0
176;Totaal;Totaal;Moldavisch ;2020;45.0
177;Totaal;Totaal;Moldavisch ;2021;75.0
178;Totaal;Totaal;Moldavisch ;2022;70.0
179;Totaal;Totaal;Moldavisch ;2023;80.0
180;Totaal;Totaal;Nicaraguaans ;2015;75.0
181;Totaal;Totaal;Nicaraguaans ;2016;45.0
182;Totaal;Totaal;Nicaraguaans ;2017;
183;Totaal;Totaal;Nicaraguaans ;2018;25.0
184;Totaal;Totaal;Nicaraguaans ;2019;60.0
185;Totaal;Totaal;Nicaraguaans ;2020;25.0
186;Totaal;Totaal;Nicaraguaans ;2021;170.0
187;Totaal;Totaal;Nicaraguaans ;2022;55.0
188;Totaal;Totaal;Nicaraguaans ;2023;30.0
189;Totaal;Totaal;Nigeriaans ;2015;55.0
190;Totaal;Totaal;Nigeriaans ;2016;55.0
191;Totaal;Totaal;Nigeriaans ;2017;30.0
192;Totaal;Totaal;Nigeriaans ;2018;20.0
193;Totaal;Totaal;Nigeriaans ;2019;65.0
194;Totaal;Totaal;Nigeriaans ;2020;30.0
195;Totaal;Totaal;Nigeriaans ;2021;75.0
196;Totaal;Totaal;Nigeriaans ;2022;75.0
197;Totaal;Totaal;Nigeriaans ;2023;45.0
198;Totaal;Totaal;Oekraïens ;2015;100.0
199;Totaal;Totaal;Oekraïens ;2016;85.0
200;Totaal;Totaal;Oekraïens ;2017;70.0
201;Totaal;Totaal;Oekraïens ;2018;125.0
202;Totaal;Totaal;Oekraïens ;2019;125.0
203;Totaal;Totaal;Oekraïens ;2020;135.0
204;Totaal;Totaal;Oekraïens ;2021;195.0
205;Totaal;Totaal;Oekraïens ;2022;40.0
206;Totaal;Totaal;Oekraïens ;2023;5.0
207;Totaal;Totaal;Oezbeeks ;2015;5.0
208;Totaal;Totaal;Oezbeeks ;2016;5.0
209;Totaal;Totaal;Oezbeeks ;2017;10.0
210;Totaal;Totaal;Oezbeeks ;2018;5.0
211;Totaal;Totaal;Oezbeeks ;2019;30.0
212;Totaal;Totaal;Oezbeeks ;2020;45.0
213;Totaal;Totaal;Oezbeeks ;2021;45.0
214;Totaal;Totaal;Oezbeeks ;2022;125.0
215;Totaal;Totaal;Oezbeeks ;2023;165.0
216;Totaal;Totaal;Peruaans ;2015;45.0
217;Totaal;Totaal;Peruaans ;2016;15.0
218;Totaal;Totaal;Peruaans ;2017;10.0
219;Totaal;Totaal;Peruaans ;2018;30.0
220;Totaal;Totaal;Peruaans ;2019;60.0
221;Totaal;Totaal;Peruaans ;2020;145.0
222;Totaal;Totaal;Peruaans ;2021;270.0
223;Totaal;Totaal;Peruaans ;2022;375.0
224;Totaal;Totaal;Peruaans ;2023;160.0
225;Totaal;Totaal;Salvadoraans ;2015;55.0
226;Totaal;Totaal;Salvadoraans ;2016;50.0
227;Totaal;Totaal;Salvadoraans ;2017;
228;Totaal;Totaal;Salvadoraans ;2018;10.0
229;Totaal;Totaal;Salvadoraans ;2019;25.0
230;Totaal;Totaal;Salvadoraans ;2020;15.0
231;Totaal;Totaal;Salvadoraans ;2021;35.0
232;Totaal;Totaal;Salvadoraans ;2022;30.0
233;Totaal;Totaal;Salvadoraans ;2023;20.0
234;Totaal;Totaal;Surinaams ;2015;90.0
235;Totaal;Totaal;Surinaams ;2016;100.0
236;Totaal;Totaal;Surinaams ;2017;55.0
237;Totaal;Totaal;Surinaams ;2018;55.0
238;Totaal;Totaal;Surinaams ;2019;90.0
239;Totaal;Totaal;Surinaams ;2020;75.0
240;Totaal;Totaal;Surinaams ;2021;85.0
241;Totaal;Totaal;Surinaams ;2022;90.0
242;Totaal;Totaal;Surinaams ;2023;70.0
243;Totaal;Totaal;Syrisch ;2015;25.0
244;Totaal;Totaal;Syrisch ;2016;15.0
245;Totaal;Totaal;Syrisch ;2017;10.0
246;Totaal;Totaal;Syrisch ;2018;10.0
247;Totaal;Totaal;Syrisch ;2019;25.0
248;Totaal;Totaal;Syrisch ;2020;15.0
249;Totaal;Totaal;Syrisch ;2021;45.0
250;Totaal;Totaal;Syrisch ;2022;90.0
251;Totaal;Totaal;Syrisch ;2023;80.0
252;Totaal;Totaal;Turks ;2015;125.0
253;Totaal;Totaal;Turks ;2016;110.0
254;Totaal;Totaal;Turks ;2017;50.0
255;Totaal;Totaal;Turks ;2018;65.0
256;Totaal;Totaal;Turks ;2019;120.0
257;Totaal;Totaal;Turks ;2020;155.0
258;Totaal;Totaal;Turks ;2021;170.0
259;Totaal;Totaal;Turks ;2022;240.0
260;Totaal;Totaal;Turks ;2023;305.0
261;Totaal;Totaal;Vietnamees ;2015;25.0
262;Totaal;Totaal;Vietnamees ;2016;30.0
263;Totaal;Totaal;Vietnamees ;2017;20.0
264;Totaal;Totaal;Vietnamees ;2018;5.0
265;Totaal;Totaal;Vietnamees ;2019;60.0
266;Totaal;Totaal;Vietnamees ;2020;15.0
267;Totaal;Totaal;Vietnamees ;2021;30.0
268;Totaal;Totaal;Vietnamees ;2022;15.0
269;Totaal;Totaal;Vietnamees ;2023;25.0
270;Totaal;Totaal;Onbekend;2015;115.0
271;Totaal;Totaal;Onbekend;2016;110.0
272;Totaal;Totaal;Onbekend;2017;60.0
273;Totaal;Totaal;Onbekend;2018;45.0
274;Totaal;Totaal;Onbekend;2019;55.0
275;Totaal;Totaal;Onbekend;2020;35.0
276;Totaal;Totaal;Onbekend;2021;95.0
277;Totaal;Totaal;Onbekend;2022;145.0
278;Totaal;Totaal;Onbekend;2023;120.0
279;Totaal;Jonger dan 18 jaar;Totaal;2015;30.0
280;Totaal;Jonger dan 18 jaar;Totaal;2016;40.0
281;Totaal;Jonger dan 18 jaar;Totaal;2017;45.0
282;Totaal;Jonger dan 18 jaar;Totaal;2018;65.0
283;Totaal;Jonger dan 18 jaar;Totaal;2019;70.0
284;Totaal;Jonger dan 18 jaar;Totaal;2020;30.0
285;Totaal;Jonger dan 18 jaar;Totaal;2021;50.0
286;Totaal;Jonger dan 18 jaar;Totaal;2022;50.0
287;Totaal;Jonger dan 18 jaar;Totaal;2023;55.0
288;Totaal;Jonger dan 18 jaar;Albanees ;2015;0.0
289;Totaal;Jonger dan 18 jaar;Albanees ;2016;5.0
290;Totaal;Jonger dan 18 jaar;Albanees ;2017;20.0
291;Totaal;Jonger dan 18 jaar;Albanees ;2018;20.0
292;Totaal;Jonger dan 18 jaar;Albanees ;2019;15.0
293;Totaal;Jonger dan 18 jaar;Albanees ;2020;5.0
294;Totaal;Jonger dan 18 jaar;Albanees ;2021;5.0
295;Totaal;Jonger dan 18 jaar;Albanees ;2022;0.0
296;Totaal;Jonger dan 18 jaar;Albanees ;2023;5.0
297;Totaal;Jonger dan 18 jaar;Algerijns ;2015;
298;Totaal;Jonger dan 18 jaar;Algerijns ;2016;
299;Totaal;Jonger dan 18 jaar;Algerijns ;2017;0.0
300;Totaal;Jonger dan 18 jaar;Algerijns ;2018;0.0
301;Totaal;Jonger dan 18 jaar;Algerijns ;2019;5.0
302;Totaal;Jonger dan 18 jaar;Algerijns ;2020;0.0
303;Totaal;Jonger dan 18 jaar;Algerijns ;2021;5.0
304;Totaal;Jonger dan 18 jaar;Algerijns ;2022;0.0
305;Totaal;Jonger dan 18 jaar;Algerijns ;2023;
306;Totaal;Jonger dan 18 jaar;Amerikaans ;2015;
307;Totaal;Jonger dan 18 jaar;Amerikaans ;2016;
308;Totaal;Jonger dan 18 jaar;Amerikaans ;2017;
309;Totaal;Jonger dan 18 jaar;Amerikaans ;2018;
310;Totaal;Jonger dan 18 jaar;Amerikaans ;2019;
311;Totaal;Jonger dan 18 jaar;Amerikaans ;2020;
312;Totaal;Jonger dan 18 jaar;Amerikaans ;2021;
313;Totaal;Jonger dan 18 jaar;Amerikaans ;2022;
314;Totaal;Jonger dan 18 jaar;Amerikaans ;2023;0.0
315;Totaal;Jonger dan 18 jaar;Braziliaans ;2015;0.0
316;Totaal;Jonger dan 18 jaar;Braziliaans ;2016;5.0
317;Totaal;Jonger dan 18 jaar;Braziliaans ;2017;0.0
318;Totaal;Jonger dan 18 jaar;Braziliaans ;2018;0.0
319;Totaal;Jonger dan 18 jaar;Braziliaans ;2019;5.0
320;Totaal;Jonger dan 18 jaar;Braziliaans ;2020;0.0
321;Totaal;Jonger dan 18 jaar;Braziliaans ;2021;
322;Totaal;Jonger dan 18 jaar;Braziliaans ;2022;5.0
323;Totaal;Jonger dan 18 jaar;Braziliaans ;2023;0.0
324;Totaal;Jonger dan 18 jaar;Brits ;2015;
325;Totaal;Jonger dan 18 jaar;Brits ;2016;
326;Totaal;Jonger dan 18 jaar;Brits ;2017;
327;Totaal;Jonger dan 18 jaar;Brits ;2018;
328;Totaal;Jonger dan 18 jaar;Brits ;2019;
329;Totaal;Jonger dan 18 jaar;Brits ;2020;
330;Totaal;Jonger dan 18 jaar;Brits ;2021;
331;Totaal;Jonger dan 18 jaar;Brits ;2022;
332;Totaal;Jonger dan 18 jaar;Brits ;2023;
333;Totaal;Jonger dan 18 jaar;Chinees ;2015;0.0
334;Totaal;Jonger dan 18 jaar;Chinees ;2016;0.0
335;Totaal;Jonger dan 18 jaar;Chinees ;2017;
336;Totaal;Jonger dan 18 jaar;Chinees ;2018;
337;Totaal;Jonger dan 18 jaar;Chinees ;2019;
338;Totaal;Jonger dan 18 jaar;Chinees ;2020;
339;Totaal;Jonger dan 18 jaar;Chinees ;2021;0.0
340;Totaal;Jonger dan 18 jaar;Chinees ;2022;
341;Totaal;Jonger dan 18 jaar;Chinees ;2023;
342;Totaal;Jonger dan 18 jaar;Colombiaans ;2015;
343;Totaal;Jonger dan 18 jaar;Colombiaans ;2016;
344;Totaal;Jonger dan 18 jaar;Colombiaans ;2017;
345;Totaal;Jonger dan 18 jaar;Colombiaans ;2018;
346;Totaal;Jonger dan 18 jaar;Colombiaans ;2019;
347;Totaal;Jonger dan 18 jaar;Colombiaans ;2020;0.0
348;Totaal;Jonger dan 18 jaar;Colombiaans ;2021;
349;Totaal;Jonger dan 18 jaar;Colombiaans ;2022;5.0
350;Totaal;Jonger dan 18 jaar;Colombiaans ;2023;0.0
351;Totaal;Jonger dan 18 jaar;Egyptisch ;2015;0.0
352;Totaal;Jonger dan 18 jaar;Egyptisch ;2016;
353;Totaal;Jonger dan 18 jaar;Egyptisch ;2017;
354;Totaal;Jonger dan 18 jaar;Egyptisch ;2018;
355;Totaal;Jonger dan 18 jaar;Egyptisch ;2019;0.0
356;Totaal;Jonger dan 18 jaar;Egyptisch ;2020;
357;Totaal;Jonger dan 18 jaar;Egyptisch ;2021;
358;Totaal;Jonger dan 18 jaar;Egyptisch ;2022;0.0
359;Totaal;Jonger dan 18 jaar;Egyptisch ;2023;
360;Totaal;Jonger dan 18 jaar;Eritrees ;2015;
361;Totaal;Jonger dan 18 jaar;Eritrees ;2016;0.0
362;Totaal;Jonger dan 18 jaar;Eritrees ;2017;0.0
363;Totaal;Jonger dan 18 jaar;Eritrees ;2018;5.0
364;Totaal;Jonger dan 18 jaar;Eritrees ;2019;5.0
365;Totaal;Jonger dan 18 jaar;Eritrees ;2020;5.0
366;Totaal;Jonger dan 18 jaar;Eritrees ;2021;0.0
367;Totaal;Jonger dan 18 jaar;Eritrees ;2022;
368;Totaal;Jonger dan 18 jaar;Eritrees ;2023;
369;Totaal;Jonger dan 18 jaar;Filippijns ;2015;
370;Totaal;Jonger dan 18 jaar;Filippijns ;2016;
371;Totaal;Jonger dan 18 jaar;Filippijns ;2017;
372;Totaal;Jonger dan 18 jaar;Filippijns ;2018;
373;Totaal;Jonger dan 18 jaar;Filippijns ;2019;
374;Totaal;Jonger dan 18 jaar;Filippijns ;2020;
375;Totaal;Jonger dan 18 jaar;Filippijns ;2021;
376;Totaal;Jonger dan 18 jaar;Filippijns ;2022;0.0
377;Totaal;Jonger dan 18 jaar;Filippijns ;2023;
378;Totaal;Jonger dan 18 jaar;Georgisch ;2015;
379;Totaal;Jonger dan 18 jaar;Georgisch ;2016;
380;Totaal;Jonger dan 18 jaar;Georgisch ;2017;0.0
381;Totaal;Jonger dan 18 jaar;Georgisch ;2018;
382;Totaal;Jonger dan 18 jaar;Georgisch ;2019;0.0
383;Totaal;Jonger dan 18 jaar;Georgisch ;2020;5.0
384;Totaal;Jonger dan 18 jaar;Georgisch ;2021;0.0
385;Totaal;Jonger dan 18 jaar;Georgisch ;2022;5.0
386;Totaal;Jonger dan 18 jaar;Georgisch ;2023;10.0
387;Totaal;Jonger dan 18 jaar;Ghanees ;2015;
388;Totaal;Jonger dan 18 jaar;Ghanees ;2016;
389;Totaal;Jonger dan 18 jaar;Ghanees ;2017;
390;Totaal;Jonger dan 18 jaar;Ghanees ;2018;
391;Totaal;Jonger dan 18 jaar;Ghanees ;2019;
392;Totaal;Jonger dan 18 jaar;Ghanees ;2020;
393;Totaal;Jonger dan 18 jaar;Ghanees ;2021;
394;Totaal;Jonger dan 18 jaar;Ghanees ;2022;
395;Totaal;Jonger dan 18 jaar;Ghanees ;2023;
396;Totaal;Jonger dan 18 jaar;Hondurees ;2015;5.0
397;Totaal;Jonger dan 18 jaar;Hondurees ;2016;0.0
398;Totaal;Jonger dan 18 jaar;Hondurees ;2017;
399;Totaal;Jonger dan 18 jaar;Hondurees ;2018;
400;Totaal;Jonger dan 18 jaar;Hondurees ;2019;
401;Totaal;Jonger dan 18 jaar;Hondurees ;2020;
402;Totaal;Jonger dan 18 jaar;Hondurees ;2021;
403;Totaal;Jonger dan 18 jaar;Hondurees ;2022;0.0
404;Totaal;Jonger dan 18 jaar;Hondurees ;2023;
405;Totaal;Jonger dan 18 jaar;Indiaas ;2015;
406;Totaal;Jonger dan 18 jaar;Indiaas ;2016;
407;Totaal;Jonger dan 18 jaar;Indiaas ;2017;
408;Totaal;Jonger dan 18 jaar;Indiaas ;2018;
409;Totaal;Jonger dan 18 jaar;Indiaas ;2019;
410;Totaal;Jonger dan 18 jaar;Indiaas ;2020;
411;Totaal;Jonger dan 18 jaar;Indiaas ;2021;
412;Totaal;Jonger dan 18 jaar;Indiaas ;2022;
413;Totaal;Jonger dan 18 jaar;Indiaas ;2023;10.0
414;Totaal;Jonger dan 18 jaar;Indonesisch ;2015;
415;Totaal;Jonger dan 18 jaar;Indonesisch ;2016;
416;Totaal;Jonger dan 18 jaar;Indonesisch ;2017;
417;Totaal;Jonger dan 18 jaar;Indonesisch ;2018;
418;Totaal;Jonger dan 18 jaar;Indonesisch ;2019;5.0
419;Totaal;Jonger dan 18 jaar;Indonesisch ;2020;
420;Totaal;Jonger dan 18 jaar;Indonesisch ;2021;
421;Totaal;Jonger dan 18 jaar;Indonesisch ;2022;0.0
422;Totaal;Jonger dan 18 jaar;Indonesisch ;2023;
423;Totaal;Jonger dan 18 jaar;Iraaks ;2015;0.0
424;Totaal;Jonger dan 18 jaar;Iraaks ;2016;0.0
425;Totaal;Jonger dan 18 jaar;Iraaks ;2017;5.0
426;Totaal;Jonger dan 18 jaar;Iraaks ;2018;5.0
427;Totaal;Jonger dan 18 jaar;Iraaks ;2019;5.0
428;Totaal;Jonger dan 18 jaar;Iraaks ;2020;5.0
429;Totaal;Jonger dan 18 jaar;Iraaks ;2021;
430;Totaal;Jonger dan 18 jaar;Iraaks ;2022;
431;Totaal;Jonger dan 18 jaar;Iraaks ;2023;0.0
432;Totaal;Jonger dan 18 jaar;Iraans ;2015;0.0
433;Totaal;Jonger dan 18 jaar;Iraans ;2016;0.0
434;Totaal;Jonger dan 18 jaar;Iraans ;2017;
435;Totaal;Jonger dan 18 jaar;Iraans ;2018;0.0
436;Totaal;Jonger dan 18 jaar;Iraans ;2019;5.0
437;Totaal;Jonger dan 18 jaar;Iraans ;2020;
438;Totaal;Jonger dan 18 jaar;Iraans ;2021;
439;Totaal;Jonger dan 18 jaar;Iraans ;2022;
440;Totaal;Jonger dan 18 jaar;Iraans ;2023;0.0
441;Totaal;Jonger dan 18 jaar;Marokkaans ;2015;0.0
442;Totaal;Jonger dan 18 jaar;Marokkaans ;2016;5.0
443;Totaal;Jonger dan 18 jaar;Marokkaans ;2017;0.0
444;Totaal;Jonger dan 18 jaar;Marokkaans ;2018;10.0
445;Totaal;Jonger dan 18 jaar;Marokkaans ;2019;0.0
446;Totaal;Jonger dan 18 jaar;Marokkaans ;2020;5.0
447;Totaal;Jonger dan 18 jaar;Marokkaans ;2021;5.0
448;Totaal;Jonger dan 18 jaar;Marokkaans ;2022;5.0
449;Totaal;Jonger dan 18 jaar;Marokkaans ;2023;0.0
450;Totaal;Jonger dan 18 jaar;Moldavisch ;2015;0.0
451;Totaal;Jonger dan 18 jaar;Moldavisch ;2016;
452;Totaal;Jonger dan 18 jaar;Moldavisch ;2017;
453;Totaal;Jonger dan 18 jaar;Moldavisch ;2018;
454;Totaal;Jonger dan 18 jaar;Moldavisch ;2019;0.0
455;Totaal;Jonger dan 18 jaar;Moldavisch ;2020;
456;Totaal;Jonger dan 18 jaar;Moldavisch ;2021;
457;Totaal;Jonger dan 18 jaar;Moldavisch ;2022;
458;Totaal;Jonger dan 18 jaar;Moldavisch ;2023;0.0
459;Totaal;Jonger dan 18 jaar;Nicaraguaans ;2015;
460;Totaal;Jonger dan 18 jaar;Nicaraguaans ;2016;
461;Totaal;Jonger dan 18 jaar;Nicaraguaans ;2017;
462;Totaal;Jonger dan 18 jaar;Nicaraguaans ;2018;
463;Totaal;Jonger dan 18 jaar;Nicaraguaans ;2019;
464;Totaal;Jonger dan 18 jaar;Nicaraguaans ;2020;
465;Totaal;Jonger dan 18 jaar;Nicaraguaans ;2021;
466;Totaal;Jonger dan 18 jaar;Nicaraguaans ;2022;
467;Totaal;Jonger dan 18 jaar;Nicaraguaans ;2023;
468;Totaal;Jonger dan 18 jaar;Nigeriaans ;2015;
469;Totaal;Jonger dan 18 jaar;Nigeriaans ;2016;
470;Totaal;Jonger dan 18 jaar;Nigeriaans ;2017;
471;Totaal;Jonger dan 18 jaar;Nigeriaans ;2018;
472;Totaal;Jonger dan 18 jaar;Nigeriaans ;2019;0.0
473;Totaal;Jonger dan 18 jaar;Nigeriaans ;2020;
474;Totaal;Jonger dan 18 jaar;Nigeriaans ;2021;
475;Totaal;Jonger dan 18 jaar;Nigeriaans ;2022;0.0
476;Totaal;Jonger dan 18 jaar;Nigeriaans ;2023;0.0
477;Totaal;Jonger dan 18 jaar;Oekraïens ;2015;
478;Totaal;Jonger dan 18 jaar;Oekraïens ;2016;
479;Totaal;Jonger dan 18 jaar;Oekraïens ;2017;
480;Totaal;Jonger dan 18 jaar;Oekraïens ;2018;0.0
