ID;HuishoudensKenmerken;Perioden;BrutoExploitatieoverschot_1;BrutoGemengdInkomen_2;BrutoSaldoPrimaireInkomens_3;BrutoBeschikbaarInkomen_4;BrutoAlternatiefBeschikbaarInkomen_5;Totaal_6;BeloningVanWerknemers_7;InkomenUitVermogen_8;SocialeUitkeringenInGeld_9;OverigeInkomensoverdrachten_10;SocialeOverdrachtenInNatura_11;Totaal_12;InkomenUitVermogen_13;BelastingenOpInkomenEnVermogen_14;SocialePremies_15;OverigeInkomensoverdrachten_16;CorrectieMutatiesInPensioenrechten_17;BrutoExploitatieoverschot_18;BrutoGemengdInkomen_19;BrutoSaldoPrimaireInkomens_20;BrutoBeschikbaarInkomen_21;BrutoAlternatiefBeschikbaarInkomen_22;Totaal_23;BeloningVanWerknemers_24;InkomenUitVermogen_25;SocialeUitkeringenInGeld_26;OverigeInkomensoverdrachten_27;SocialeOverdrachtenInNatura_28;Totaal_29;InkomenUitVermogen_30;BelastingenOpInkomenEnVermogen_31;SocialePremies_32;OverigeInkomensoverdrachten_33;CorrectieMutatiesInPensioenrechten_34;BrutoExploitatieoverschot_35;BrutoGemengdInkomen_36;BrutoSaldoPrimaireInkomens_37;BrutoBeschikbaarInkomen_38;BrutoAlternatiefBeschikbaarInkomen_39;Totaal_40;BeloningVanWerknemers_41;InkomenUitVermogen_42;SocialeUitkeringenInGeld_43;OverigeInkomensoverdrachten_44;SocialeOverdrachtenInNatura_45;Totaal_46;InkomenUitVermogen_47;BelastingenOpInkomenEnVermogen_48;SocialePremies_49;OverigeInkomensoverdrachten_50;CorrectieMutatiesInPensioenrechten_51;BrutoExploitatieoverschot_52;BrutoGemengdInkomen_53;BrutoSaldoPrimaireInkomens_54;BrutoBeschikbaarInkomen_55;BrutoAlternatiefBeschikbaarInkomen_56;Totaal_57;BeloningVanWerknemers_58;InkomenUitVermogen_59;SocialeUitkeringenInGeld_60;OverigeInkomensoverdrachten_61;SocialeOverdrachtenInNatura_62;Totaal_63;InkomenUitVermogen_64;BelastingenOpInkomenEnVermogen_65;SocialePremies_66;OverigeInkomensoverdrachten_67
90;Paar: met kind(eren);2005;3321;25419;163536;107144;144232;201338;128041;14188;14828;7193;37088;85846;7432;16966;53012;8435;18202;1.7;12.9;82.8;54.3;73.1;102.0;64.9;7.2;7.5;3.6;18.8;43.5;3.8;8.6;26.9;4.3;9.2;0.9;6.9;44.1;28.9;38.9;54.3;34.6;3.8;4.0;1.9;10.0;23.2;2.0;4.6;14.3;2.3;4.9;2.3;17.6;113.4;74.3;100;139.6;88.8;9.8;10.3;5.0;25.7;59.5;5.2;11.8;36.8;5.8
91;Paar: met kind(eren);2006;4891;26508;167360;108435;150309;205214;131898;13981;14390;3072;41874;86303;9917;17892;54172;4322;16265;2.5;13.5;85.5;55.4;76.8;104.8;67.4;7.1;7.4;1.6;21.4;44.1;5.1;9.1;27.7;2.2;8.3;1.3;7.2;45.6;29.5;40.9;55.9;35.9;3.8;3.9;0.8;11.4;23.5;2.7;4.9;14.7;1.2;4.4;3.3;17.6;111.3;72.1;100;136.5;87.8;9.3;9.6;2.0;27.9;57.4;6.6;11.9;36.0;2.9
92;Paar: met kind(eren);2007;6457;27480;175725;113011;157242;216171;138203;16910;13916;2911;44232;92866;13325;19453;55769;4320;17328;3.3;14.1;90.3;58.1;80.8;111.1;71.0;8.7;7.2;1.5;22.7;47.7;6.8;10.0;28.7;2.2;8.9;1.8;7.5;48.1;31.0;43.1;59.2;37.9;4.6;3.8;0.8;12.1;25.4;3.7;5.3;15.3;1.2;4.7;4.1;17.5;111.8;71.9;100;137.5;87.9;10.8;8.9;1.9;28.1;59.1;8.5;12.4;35.5;2.7
93;Paar: met kind(eren);2008;6684;27856;183035;115162;162583;228532;145149;17960;14991;3010;47421;100489;14615;20213;61517;4144;19029;3.4;14.3;94.2;59.3;83.7;117.6;74.7;9.2;7.7;1.5;24.4;51.7;7.5;10.4;31.7;2.1;9.8;1.8;7.6;50.2;31.6;44.6;62.7;39.8;4.9;4.1;0.8;13.0;27.6;4.0;5.5;16.9;1.1;5.2;4.1;17.1;112.6;70.8;100;140.6;89.3;11.0;9.2;1.9;29.2;61.8;9.0;12.4;37.8;2.5
94;Paar: met kind(eren);2009;2130;27511;184522;116810;166848;231759;146937;15812;15822;3150;50038;94553;7868;22761;59336;4588;20247;1.1;14.2;95.3;60.3;86.2;119.7;75.9;8.2;8.2;1.6;25.8;48.8;4.1;11.8;30.6;2.4;10.5;0.6;7.6;50.8;32.2;46.0;63.8;40.5;4.4;4.4;0.9;13.8;26.0;2.2;6.3;16.3;1.3;5.6;1.3;16.5;110.6;70.0;100;138.9;88.1;9.5;9.5;1.9;30.0;56.7;4.7;13.6;35.6;2.7
95;Paar: met kind(eren);2010;1306;28452;191738;122201;174996;242736;152525;15786;18349;3281;52795;97498;6332;24276;61827;5063;19069;0.6;14.1;95.0;60.6;86.7;120.3;75.6;7.8;9.1;1.6;26.2;48.3;3.1;12.0;30.6;2.5;9.5;0.3;7.5;50.7;32.3;46.3;64.2;40.3;4.2;4.9;0.9;14.0;25.8;1.7;6.4;16.4;1.3;5.0;0.7;16.3;109.6;69.8;100;138.7;87.2;9.0;10.5;1.9;30.2;55.7;3.6;13.9;35.3;2.9
96;Paar: met kind(eren);2011;2015;29308;197544;124510;176681;247986;157368;16273;18591;3584;52171;102628;7419;24009;65728;5472;20486;1.0;14.6;98.1;61.9;87.8;123.2;78.2;8.1;9.2;1.8;25.9;51.0;3.7;11.9;32.7;2.7;10.2;0.5;7.8;52.4;33.0;46.8;65.7;41.7;4.3;4.9;0.9;13.8;27.2;2.0;6.4;17.4;1.5;5.4;1.1;16.6;111.8;70.5;100;140.4;89.1;9.2;10.5;2.0;29.5;58.1;4.2;13.6;37.2;3.1
97;Paar: met kind(eren);2012;546;29302;200541;124527;176930;249544;159863;14996;18822;3460;52404;102461;4166;23022;69744;5530;21922;0.3;14.5;99.5;61.8;87.8;123.8;79.3;7.4;9.3;1.7;26.0;50.8;2.1;11.4;34.6;2.7;10.9;0.1;7.8;53.1;33.0;46.9;66.1;42.4;4.0;5.0;0.9;13.9;27.2;1.1;6.1;18.5;1.5;5.8;0.3;16.6;113.3;70.4;100;141.0;90.4;8.5;10.6;2.0;29.6;57.9;2.4;13.0;39.4;3.1
98;Paar: met kind(eren);2013;1133;29606;202494;124443;172190;246275;160947;14360;19769;3452;47747;104824;3552;22250;73627;5395;23055;0.6;14.7;100.8;61.9;85.7;122.6;80.1;7.1;9.8;1.7;23.8;52.2;1.8;11.1;36.6;2.7;11.5;0.3;7.9;53.8;33.1;45.8;65.5;42.8;3.8;5.3;0.9;12.7;27.9;0.9;5.9;19.6;1.4;6.1;0.7;17.2;117.6;72.3;100;143.0;93.5;8.3;11.5;2.0;27.7;60.9;2.1;12.9;42.8;3.1
99;Paar: met kind(eren);2014;1993;30448;205180;127248;174630;246847;161669;14557;19737;3502;47383;104658;3487;23070;72808;5293;21885;1.0;15.2;102.5;63.6;87.3;123.4;80.8;7.3;9.9;1.8;23.7;52.3;1.7;11.5;36.4;2.6;10.9;0.5;8.1;54.8;34.0;46.6;65.9;43.2;3.9;5.3;0.9;12.6;27.9;0.9;6.2;19.4;1.4;5.8;1.1;17.4;117.5;72.9;100;141.4;92.6;8.3;11.3;2.0;27.1;59.9;2.0;13.2;41.7;3.0
100;Paar: zonder kind;2005;2796;12471;102606;83691;99396;150568;73060;18786;37377;5641;15705;66440;4507;13379;40527;8027;1502;1.4;6.1;50.2;41.0;48.7;73.7;35.8;9.2;18.3;2.8;7.7;32.5;2.2;6.5;19.8;3.9;0.7;1.0;4.5;36.7;29.9;35.5;53.8;26.1;6.7;13.4;2.0;5.6;23.7;1.6;4.8;14.5;2.9;0.5;2.8;12.5;103.2;84.2;100;151.5;73.5;18.9;37.6;5.7;15.8;66.8;4.5;13.5;40.8;8.1
101;Paar: zonder kind;2006;4209;13748;107173;88235;107473;156762;74484;20775;39539;2725;19238;67245;6043;14215;41699;5289;-1645;2.0;6.7;52.1;42.9;52.2;76.1;36.2;10.1;19.2;1.3;9.3;32.7;2.9;6.9;20.3;2.6;-0.8;1.5;4.9;38.0;31.3;38.1;55.6;26.4;7.4;14.0;1.0;6.8;23.8;2.1;5.0;14.8;1.9;-0.6;3.9;12.8;99.7;82.1;100;145.9;69.3;19.3;36.8;2.5;17.9;62.6;5.6;13.2;38.8;4.9
102;Paar: zonder kind;2007;5594;13913;112158;92473;112131;164863;78351;22421;41678;2755;19658;72239;8121;15772;42955;5390;-2165;2.7;6.7;54.0;44.5;54.0;79.3;37.7;10.8;20.1;1.3;9.5;34.8;3.9;7.6;20.7;2.6;-1.0;2.0;4.9;39.4;32.5;39.4;57.9;27.5;7.9;14.6;1.0;6.9;25.4;2.9;5.5;15.1;1.9;-0.8;5.0;12.4;100.0;82.5;100;147.0;69.9;20.0;37.2;2.5;17.5;64.4;7.2;14.1;38.3;4.8
103;Paar: zonder kind;2008;5785;14222;118257;95359;116527;173588;81990;25023;42660;2747;21167;77069;8764;15456;47897;4952;154;2.8;6.8;56.7;45.7;55.9;83.2;39.3;12.0;20.5;1.3;10.1;37.0;4.2;7.4;23.0;2.4;0.1;2.0;5.0;41.4;33.4;40.8;60.8;28.7;8.8;14.9;1.0;7.4;27.0;3.1;5.4;16.8;1.7;0.1;5.0;12.2;101.5;81.8;100;149.0;70.4;21.5;36.6;2.4;18.2;66.1;7.5;13.3;41.1;4.2
104;Paar: zonder kind;2009;1889;14588;117021;93364;116344;175212;83310;21941;44185;2797;22980;75346;4708;17860;47169;5610;908;0.9;6.9;55.7;44.4;55.4;83.4;39.6;10.4;21.0;1.3;10.9;35.9;2.2;8.5;22.4;2.7;0.4;0.7;5.1;40.6;32.4;40.4;60.9;28.9;7.6;15.3;1.0;8.0;26.2;1.6;6.2;16.4;1.9;0.3;1.6;12.5;100.6;80.2;100;150.6;71.6;18.9;38.0;2.4;19.8;64.8;4.0;15.4;40.5;4.8
105;Paar: zonder kind;2010;1115;13681;115070;92519;116942;177461;82929;21043;45957;3109;24423;75314;3698;18302;47216;6099;-972;0.5;6.4;53.8;43.2;54.6;82.9;38.7;9.8;21.5;1.5;11.4;35.2;1.7;8.6;22.1;2.8;-0.5;0.4;4.7;39.2;31.5;39.9;60.5;28.3;7.2;15.7;1.1;8.3;25.7;1.3;6.2;16.1;2.1;-0.3;1.0;11.7;98.4;79.1;100;151.8;70.9;18.0;39.3;2.7;20.9;64.4;3.2;15.7;40.4;5.2
106;Paar: zonder kind;2011;1726;14249;117529;95092;119990;182638;83326;22400;48492;3522;24897;78623;4172;18025;50336;6090;-743;0.8;6.7;54.9;44.4;56.1;85.4;38.9;10.5;22.7;1.6;11.6;36.7;2.0;8.4;23.5;2.8;-0.3;0.6;4.9;40.1;32.4;40.9;62.3;28.4;7.6;16.5;1.2;8.5;26.8;1.4;6.1;17.2;2.1;-0.3;1.4;11.9;97.9;79.3;100;152.2;69.4;18.7;40.4;2.9;20.7;65.5;3.5;15.0;41.9;5.1
107;Paar: zonder kind;2012;436;13829;119975;95466;121375;186853;84126;23908;49853;3057;25909;79743;2324;16821;54717;5881;953;0.2;6.4;55.8;44.4;56.4;86.9;39.1;11.1;23.2;1.4;12.0;37.1;1.1;7.8;25.4;2.7;0.4;0.1;4.7;40.7;32.4;41.2;63.4;28.5;8.1;16.9;1.0;8.8;27.1;0.8;5.7;18.6;2.0;0.3;0.4;11.4;98.8;78.7;100;153.9;69.3;19.7;41.1;2.5;21.3;65.7;1.9;13.9;45.1;4.8
108;Paar: zonder kind;2013;992;14027;121771;95811;124112;191287;85467;23259;51052;3209;28301;82194;1974;17073;56686;6461;1362;0.5;6.5;56.1;44.2;57.2;88.2;39.4;10.7;23.5;1.5;13.0;37.9;0.9;7.9;26.1;3.0;0.6;0.3;4.7;41.0;32.2;41.8;64.3;28.8;7.8;17.2;1.1;9.5;27.6;0.7;5.7;19.1;2.2;0.5;0.8;11.3;98.1;77.2;100;154.1;68.9;18.7;41.1;2.6;22.8;66.2;1.6;13.8;45.7;5.2
109;Paar: zonder kind;2014;1738;14836;123921;97647;126337;193124;86076;23203;51728;3427;28690;83361;1933;18208;56510;6711;1291;0.8;6.8;57.0;44.9;58.1;88.8;39.6;10.7;23.8;1.6;13.2;38.3;0.9;8.4;26.0;3.1;0.6;0.6;5.0;41.6;32.8;42.4;64.8;28.9;7.8;17.4;1.2;9.6;28.0;0.6;6.1;19.0;2.3;0.4;1.4;11.7;98.1;77.3;100;152.9;68.1;18.4;40.9;2.7;22.7;66.0;1.5;14.4;44.7;5.3
110;Overige huishoudens;2005;321;2860;15320;13989;21029;27222;10814;1885;6448;1036;7040;9373;558;1405;5787;1623;793;0.8;7.1;37.8;34.5;51.9;67.2;26.7;4.7;15.9;2.6;17.4;23.1;1.4;3.5;14.3;4.0;2.0;0.5;4.8;25.7;23.5;35.3;45.6;18.1;3.2;10.8;1.7;11.8;15.7;0.9;2.4;9.7;2.7;1.3;1.5;13.6;72.9;66.5;100;129.5;51.4;9.0;30.7;4.9;33.5;44.6;2.7;6.7;27.5;7.7
111;Overige huishoudens;2006;461;2560;15802;14589;22550;28810;11390;2155;6641;663;7962;9281;763;1445;5979;1094;600;1.1;6.3;38.8;35.9;55.4;70.8;28.0;5.3;16.3;1.6;19.6;22.8;1.9;3.6;14.7;2.7;1.5;0.8;4.3;26.3;24.3;37.5;47.9;19.0;3.6;11.1;1.1;13.2;15.4;1.3;2.4;9.9;1.8;1.0;2.0;11.4;70.1;64.7;100;127.8;50.5;9.6;29.5;2.9;35.3;41.2;3.4;6.4;26.5;4.8
112;Overige huishoudens;2007;623;2734;16897;15131;23448;30328;12123;2458;6766;665;8317;10237;1041;1634;6207;1355;689;1.5;6.7;41.5;37.1;57.5;74.4;29.7;6.0;16.6;1.6;20.4;25.1;2.6;4.0;15.2;3.3;1.7;1.0;4.5;28.1;25.1;39.0;50.4;20.1;4.1;11.2;1.1;13.8;17.0;1.7;2.7;10.3;2.3;1.1;2.7;11.7;72.1;64.5;100;129.3;51.7;10.5;28.9;2.8;35.5;43.7;4.4;7.0;26.5;5.8
113;Overige huishoudens;2008;653;2737;17749;15828;24440;31828;12545;2994;6920;758;8611;10779;1179;1640;6799;1160;924;1.6;6.7;43.5;38.8;59.9;78.0;30.7;7.3;17.0;1.9;21.1;26.4;2.9;4.0;16.7;2.8;2.3;1.1;4.6;29.6;26.4;40.7;53.0;20.9;5.0;11.5;1.3;14.4;18.0;2.0;2.7;11.3;1.9;1.5;2.7;11.2;72.6;64.8;100;130.2;51.3;12.2;28.3;3.1;35.2;44.1;4.8;6.7;27.8;4.7
114;Overige huishoudens;2009;240;2624;17891;16009;25291;33075;12977;2667;7509;640;9282;10647;617;1954;6865;1212;1047;0.6;6.3;42.8;38.3;60.6;79.2;31.1;6.4;18.0;1.5;22.2;25.5;1.5;4.7;16.4;2.9;2.5;0.4;4.3;29.1;26.1;41.2;53.9;21.1;4.3;12.2;1.0;15.1;17.3;1.0;3.2;11.2;2.0;1.7;0.9;10.4;70.7;63.3;100;130.8;51.3;10.5;29.7;2.5;36.7;42.1;2.4;7.7;27.1;4.8
115;Overige huishoudens;2010;121;2085;11440;11941;19537;24301;8028;1504;6565;607;7596;6971;299;1405;4581;685;242;0.4;6.1;33.5;35.0;57.2;71.2;23.5;4.4;19.2;1.8;22.3;20.4;0.9;4.1;13.4;2.0;0.7;0.3;4.4;24.4;25.5;41.7;51.8;17.1;3.2;14.0;1.3;16.2;14.9;0.6;3.0;9.8;1.5;0.5;0.6;10.7;58.6;61.1;100;124.4;41.1;7.7;33.6;3.1;38.9;35.7;1.5;7.2;23.4;3.5
116;Overige huishoudens;2011;155;1987;11470;11744;19275;24407;7988;1673;6580;635;7532;7273;331;1271;4869;802;377;0.5;5.9;34.0;34.8;57.2;72.4;23.7;5.0;19.5;1.9;22.3;21.6;1.0;3.8;14.4;2.4;1.1;0.3;4.3;24.8;25.4;41.6;52.7;17.2;3.6;14.2;1.4;16.3;15.7;0.7;2.7;10.5;1.7;0.8;0.8;10.3;59.5;60.9;100;126.6;41.4;8.7;34.1;3.3;39.1;37.7;1.7;6.6;25.3;4.2
117;Overige huishoudens;2012;55;2042;11475;11779;19480;24572;8009;1556;6874;432;7700;7190;188;1225;5081;696;361;0.2;6.1;34.5;35.4;58.5;73.8;24.1;4.7;20.6;1.3;23.1;21.6;0.6;3.7;15.3;2.1;1.1;0.1;4.5;25.1;25.7;42.6;53.7;17.5;3.4;15.0;0.9;16.8;15.7;0.4;2.7;11.1;1.5;0.8;0.3;10.5;58.9;60.5;100;126.1;41.1;8.0;35.3;2.2;39.5;36.9;1.0;6.3;26.1;3.6
118;Overige huishoudens;2013;85;1989;11104;11897;20283;25460;7558;1618;7423;474;8386;7250;146;1261;5155;688;415;0.2;5.5;30.7;32.9;56.1;70.4;20.9;4.5;20.5;1.3;23.2;20.1;0.4;3.5;14.3;1.9;1.1;0.2;4.1;23.1;24.8;42.2;53.0;15.7;3.4;15.4;1.0;17.5;15.1;0.3;2.6;10.7;1.4;0.9;0.4;9.8;54.7;58.7;100;125.5;37.3;8.0;36.6;2.3;41.3;35.7;0.7;6.2;25.4;3.4
119;Overige huishoudens;2014;62;1970;11693;11930;20145;25787;8081;1746;7285;461;8214;7673;165;1352;5382;775;476;0.2;5.5;32.7;33.3;56.3;72.0;22.6;4.9;20.3;1.3;22.9;21.4;0.5;3.8;15.0;2.2;1.3;0.1;4.1;24.3;24.8;41.9;53.7;16.8;3.6;15.2;1.0;17.1;16.0;0.3;2.8;11.2;1.6;1.0;0.3;9.8;58.0;59.2;100;128.0;40.1;8.7;36.2;2.3;40.8;38.1;0.8;6.7;26.7;3.8
120;Inkomstenbron: eigen onderneming;2005;1391;40897;72227;57656;67428;51730;20960;11405;6653;2941;9772;26590;2426;8495;11799;3870;2489;1.8;53.6;94.6;75.5;88.3;67.7;27.5;14.9;8.7;3.9;12.8;34.8;3.2;11.1;15.5;5.1;3.3;1.2;34.1;60.2;48.0;56.2;43.1;17.5;9.5;5.5;2.4;8.1;22.1;2.0;7.1;9.8;3.2;2.1;2.1;60.7;107.1;85.5;100;76.7;31.1;16.9;9.9;4.4;14.5;39.4;3.6;12.6;17.5;5.7
121;Inkomstenbron: eigen onderneming;2006;2086;43018;77226;61404;72656;55191;22289;13132;7044;1475;11252;27640;3299;9215;12407;2719;1831;2.7;56.1;100.7;80.0;94.7;71.9;29.1;17.1;9.2;1.9;14.7;36.0;4.3;12.0;16.2;3.5;2.4;1.7;35.6;63.9;50.8;60.1;45.7;18.5;10.9;5.8;1.2;9.3;22.9;2.7;7.6;10.3;2.3;1.5;2.9;59.2;106.3;84.5;100;76.0;30.7;18.1;9.7;2.0;15.5;38.0;4.5;12.7;17.1;3.7
122;Inkomstenbron: eigen onderneming;2007;3093;44389;87050;66982;79526;66514;26047;18440;7752;1731;12544;34469;4918;12260;13592;3698;2155;3.8;54.4;106.7;82.1;97.5;81.6;31.9;22.6;9.5;2.1;15.4;42.3;6.0;15.0;16.7;4.5;2.6;2.4;34.6;67.8;52.2;62.0;51.8;20.3;14.4;6.0;1.3;9.8;26.9;3.8;9.6;10.6;2.9;1.7;3.9;55.8;109.5;84.2;100;83.6;32.8;23.2;9.7;2.2;15.8;43.3;6.2;15.4;17.1;4.7
123;Inkomstenbron: eigen onderneming;2008;3195;45237;89221;69531;83661;70637;27852;18545;8398;1711;14130;35408;5608;10699;15878;3224;3078;3.7;52.5;103.6;80.7;97.1;82.0;32.3;21.5;9.7;2.0;16.4;41.1;6.5;12.4;18.4;3.7;3.6;2.4;33.5;66.1;51.5;62.0;52.3;20.6;13.7;6.2;1.3;10.5;26.2;4.2;7.9;11.8;2.4;2.3;3.8;54.1;106.6;83.1;100;84.4;33.3;22.2;10.0;2.0;16.9;42.3;6.7;12.8;19.0;3.9
124;Inkomstenbron: eigen onderneming;2009;1048;44775;81799;64885;79443;63257;25535;13314;8186;1664;14558;29637;2874;9785;14208;2771;3184;1.3;53.7;98.0;77.7;95.2;75.8;30.6;16.0;9.8;2.0;17.4;35.5;3.4;11.7;17.0;3.3;3.8;0.8;34.2;62.5;49.5;60.7;48.3;19.5;10.2;6.3;1.3;11.1;22.6;2.2;7.5;10.8;2.1;2.4;1.3;56.4;103.0;81.7;100;79.6;32.1;16.8;10.3;2.1;18.3;37.3;3.6;12.3;17.9;3.5
125;Inkomstenbron: eigen onderneming;2010;684;44582;84040;66619;81946;67334;27367;13714;9116;1810;15328;30654;2307;10443;14932;2973;2745;0.8;51.5;97.1;77.0;94.7;77.8;31.6;15.9;10.5;2.1;17.7;35.4;2.7;12.1;17.3;3.4;3.2;0.5;32.8;61.9;49.0;60.3;49.6;20.1;10.1;6.7;1.3;11.3;22.6;1.7;7.7;11.0;2.2;2.0;0.8;54.4;102.6;81.3;100;82.2;33.4;16.7;11.1;2.2;18.7;37.4;2.8;12.7;18.2;3.6
126;Inkomstenbron: eigen onderneming;2011;1016;46286;87101;68545;84191;69974;29591;12959;9725;2054;15646;33086;2752;10215;16704;3416;3379;1.1;52.2;98.2;77.3;95.0;78.9;33.4;14.6;11.0;2.3;17.6;37.3;3.1;11.5;18.8;3.9;3.8;0.7;33.2;62.4;49.1;60.3;50.1;21.2;9.3;7.0;1.5;11.2;23.7;2.0;7.3;12.0;2.4;2.4;1.2;55.0;103.5;81.4;100;83.1;35.1;15.4;11.6;2.4;18.6;39.3;3.3;12.1;19.8;4.1
127;Inkomstenbron: eigen onderneming;2012;329;46403;88922;69276;85596;72503;30964;12803;10161;2254;16320;33639;1578;9497;18552;4011;3993;0.4;50.5;96.8;75.4;93.2;78.9;33.7;13.9;11.1;2.5;17.8;36.6;1.7;10.3;20.2;4.4;4.3;0.2;32.2;61.7;48.1;59.4;50.3;21.5;8.9;7.1;1.6;11.3;23.4;1.1;6.6;12.9;2.8;2.8;0.4;54.2;103.9;80.9;100;84.7;36.2;15.0;11.9;2.6;19.1;39.3;1.8;11.1;21.7;4.7
128;Inkomstenbron: eigen onderneming;2013;596;47279;89920;67964;83492;71171;31251;12138;10363;1891;15529;35554;1343;8958;21087;4166;4157;0.6;51.0;97.0;73.3;90.1;76.8;33.7;13.1;11.2;2.0;16.8;38.4;1.4;9.7;22.7;4.5;4.5;0.4;32.6;62.1;46.9;57.6;49.1;21.6;8.4;7.2;1.3;10.7;24.5;0.9;6.2;14.6;2.9;2.9;0.7;56.6;107.7;81.4;100;85.2;37.4;14.5;12.4;2.3;18.6;42.6;1.6;10.7;25.3;5.0
129;Inkomstenbron: eigen onderneming;2014;987;49374;96810;70431;86467;77177;33856;13994;10963;2328;16036;41071;1401;11658;23169;4842;4007;1.0;51.4;100.8;73.3;90.0;80.3;35.2;14.6;11.4;2.4;16.7;42.8;1.5;12.1;24.1;5.0;4.2;0.7;32.9;64.5;46.9;57.6;51.4;22.6;9.3;7.3;1.6;10.7;27.4;0.9;7.8;15.4;3.2;2.7;1.1;57.1;112.0;81.5;100;89.3;39.2;16.2;12.7;2.7;18.5;47.5;1.6;13.5;26.8;5.6
130;Inkomstenbron: uit arbeid;2005;4827;5075;255283;143874;186552;326880;236712;19849;16571;11071;42678;150231;11180;25098;97820;16133;34077;1.3;1.3;66.2;37.3;48.4;84.7;61.4;5.1;4.3;2.9;11.1;38.9;2.9;6.5;25.4;4.2;8.8;0.8;0.9;44.5;25.1;32.5;56.9;41.2;3.5;2.9;1.9;7.4;26.2;1.9;4.4;17.0;2.8;5.9;2.6;2.7;136.8;77.1;100;175.2;126.9;10.6;8.9;5.9;22.9;80.5;6.0;13.5;52.4;8.6
131;Inkomstenbron: uit arbeid;2006;7167;5284;262255;147692;196780;336730;244439;20458;16996;5749;49089;152401;15093;26808;100059;10441;31046;1.8;1.4;67.2;37.8;50.4;86.3;62.6;5.2;4.4;1.5;12.6;39.0;3.9;6.9;25.6;2.7;8.0;1.2;0.9;45.3;25.5;34.0;58.1;42.2;3.5;2.9;1.0;8.5;26.3;2.6;4.6;17.3;1.8;5.4;3.6;2.7;133.3;75.1;100;171.1;124.2;10.4;8.6;2.9;24.9;77.4;7.7;13.6;50.8;5.3
132;Inkomstenbron: uit arbeid;2007;9279;5224;270155;151325;203028;350338;254863;20818;16981;5973;51703;161814;20029;27500;103319;10966;32793;2.4;1.3;68.5;38.4;51.5;88.8;64.6;5.3;4.3;1.5;13.1;41.0;5.1;7.0;26.2;2.8;8.3;1.6;0.9;46.3;26.0;34.8;60.1;43.7;3.6;2.9;1.0;8.9;27.8;3.4;4.7;17.7;1.9;5.6;4.6;2.6;133.1;74.5;100;172.6;125.5;10.3;8.4;2.9;25.5;79.7;9.9;13.5;50.9;5.4
133;Inkomstenbron: uit arbeid;2008;9690;5363;285286;155864;211766;372857;268042;24016;18642;6254;55902;176145;21826;29960;113437;10922;35699;2.4;1.3;71.4;39.0;53.0;93.3;67.0;6.0;4.7;1.6;14.0;44.1;5.5;7.5;28.4;2.7;8.9;1.6;0.9;48.5;26.5;36.0;63.4;45.6;4.1;3.2;1.1;9.5;30.0;3.7;5.1;19.3;1.9;6.1;4.6;2.5;134.7;73.6;100;176.1;126.6;11.3;8.8;3.0;26.4;83.2;10.3;14.1;53.6;5.2
134;Inkomstenbron: uit arbeid;2009;2992;5438;293583;162090;221513;383660;274289;22775;20493;6680;59423;170578;11911;35860;110707;12099;38119;0.7;1.4;73.5;40.6;55.5;96.1;68.7;5.7;5.1;1.7;14.9;42.7;3.0;9.0;27.7;3.0;9.5;0.5;0.9;49.9;27.6;37.7;65.2;46.6;3.9;3.5;1.1;10.1;29.0;2.0;6.1;18.8;2.1;6.5;1.4;2.5;132.5;73.2;100;173.2;123.8;10.3;9.3;3.0;26.8;77.0;5.4;16.2;50.0;5.5
135;Inkomstenbron: uit arbeid;2010;1646;5294;290605;160257;220122;380958;272052;20732;21359;6951;59865;167776;9119;36425;110033;12200;35053;0.4;1.3;73.6;40.6;55.7;96.4;68.9;5.2;5.4;1.8;15.2;42.5;2.3;9.2;27.9;3.1;8.9;0.3;0.9;50.0;27.6;37.9;65.5;46.8;3.6;3.7;1.2;10.3;28.9;1.6;6.3;18.9;2.1;6.0;0.7;2.4;132.0;72.8;100;173.1;123.6;9.4;9.7;3.2;27.2;76.2;4.1;16.5;50.0;5.5
136;Inkomstenbron: uit arbeid;2011;2628;5280;296310;161987;221159;387478;277071;21838;21682;7715;59173;174226;10506;35759;115644;12318;36497;0.7;1.3;75.2;41.1;56.1;98.3;70.3;5.5;5.5;2.0;15.0;44.2;2.7;9.1;29.3;3.1;9.3;0.5;0.9;51.2;28.0;38.2;67.0;47.9;3.8;3.7;1.3;10.2;30.1;1.8;6.2;20.0;2.1;6.3;1.2;2.4;134.0;73.2;100;175.2;125.3;9.9;9.8;3.5;26.8;78.8;4.8;16.2;52.3;5.6
137;Inkomstenbron: uit arbeid;2012;581;4853;301036;161162;220489;389430;280501;20926;21633;7045;59327;174375;5824;34372;122288;11892;39008;0.1;1.2;76.5;40.9;56.0;98.9;71.2;5.3;5.5;1.8;15.1;44.3;1.5;8.7;31.1;3.0;9.9;0.1;0.8;52.3;28.0;38.3;67.6;48.7;3.6;3.8;1.2;10.3;30.3;1.0;6.0;21.2;2.1;6.8;0.3;2.2;136.5;73.1;100;176.6;127.2;9.5;9.8;3.2;26.9;79.1;2.6;15.6;55.5;5.4
