ID;RegioS;Perioden;Kiesgerechtigden_1;Opkomst_2;TotaalStemmen_3;GeldigeStemmen_4;CDA_5;ChristenUnie_6;D66_7;GroenLinks_8;PvdA_9;SGP_10;SP_11;VVD_12;OverigeLandelijkeGroeperingEn_13;LokaleConfessioneleGroeperingEn_14;LokaleOnafhankelijkeGroeperingEn_15;LokaleProgressieveGroeperingEn_16;CDA_17;ChristenUnie_18;D66_19;GroenLinks_20;PvdA_21;SGP_22;SP_23;VVD_24;OverigeLandelijkeGroeperingEn_25;LokaleConfessioneleGroeperingEn_26;LokaleOnafhankelijkeGroeperingEn_27;LokaleProgressieveGroeperingEn_28;TotaalGemeenteraadsleden_29;CDA_30;ChristenUnie_31;D66_32;GroenLinks_33;PvdA_34;SGP_35;SP_36;VVD_37;OverigeLandelijkeGroeperingEn_38;LokaleConfessioneleGroeperingEn_39;LokaleOnafhankelijkeGroeperingEn_40;LokaleProgressieveGroeperingEn_41;TotaalGemeenteraadsleden_42;CDA_43;ChristenUnie_44;D66_45;GroenLinks_46;PvdA_47;SGP_48;SP_49;VVD_50;OverigeLandelijkeGroeperingEn_51;LokaleConfessioneleGroeperingEn_52;LokaleOnafhankelijkeGroeperingEn_53;LokaleProgressieveGroeperingEn_54;TotaalGemeenteraadsleden_55;CDA_56;ChristenUnie_57;D66_58;GroenLinks_59;PvdA_60;SGP_61;SP_62;VVD_63;OverigeLandelijkeGroeperingEn_64;LokaleConfessioneleGroeperingEn_65;LokaleOnafhankelijkeGroeperingEn_66;LokaleProgressieveGroeperingEn_67;TotaalWethouders_68;CDA_69;ChristenUnie_70;D66_71;GroenLinks_72;PvdA_73;SGP_74;SP_75;VVD_76;OverigeLandelijkeGroeperingEn_77;LokaleConfessioneleGroeperingEn_78;LokaleOnafhankelijkeGroeperingEn_79;LokaleProgressieveGroeperingEn_80;TotaalWethouders_81;CDA_82;ChristenUnie_83;D66_84;GroenLinks_85;PvdA_86;SGP_87;SP_88;VVD_89;OverigeLandelijkeGroeperingEn_90;LokaleConfessioneleGroeperingEn_91;LokaleOnafhankelijkeGroeperingEn_92;LokaleProgressieveGroeperingEn_93;TotaalWethouders_94;CDA_95;ChristenUnie_96;D66_97;GroenLinks_98;PvdA_99;SGP_100;SP_101;VVD_102;OverigeLandelijkeGroeperingEn_103;LokaleConfessioneleGroeperingEn_104;LokaleOnafhankelijkeGroeperingEn_105;LokaleProgressieveGroeperingEn_106;TotaalWethouders_107;CDA_108;ChristenUnie_109;D66_110;GroenLinks_111;PvdA_112;SGP_113;SP_114;VVD_115;OverigeLandelijkeGroeperingEn_116;LokaleConfessioneleGroeperingEn_117;LokaleOnafhankelijkeGroeperingEn_118;LokaleProgressieveGroeperingEn_119;TotaalWethouders_120;CDA_121;D66_122;ChristenUnie_123;GroenLinks_124;PvdA_125;SGP_126;SP_127;VVD_128;OverigeLandelijkeGroeperingEn_129;LokaleConfessioneleGroeperingEn_130;LokaleOnafhankelijkeGroeperingEn_131;LokaleProgressieveGroeperingEn_132;TotaalWethouders_133;CDA_134;ChristenUnie_135;D66_136;GroenLinks_137;PvdA_138;SGP_139;SP_140;VVD_141;OverigeLandelijkeGroeperingEn_142;LokaleConfessioneleGroeperingEn_143;LokaleOnafhankelijkeGroeperingEn_144;LokaleProgressieveGroeperingEn_145;Man_146;Vrouw_147;Landsdeel_148;Provincie_149;Kamerkieskring_150;COROPGebied_151;Gemeente_152
47;Oss;2002;58305;59.8;34871;34848;6944;0;695;865;2412;0;13382;4289;1124;0;5137;0;19.9;0.0;2.0;2.5;6.9;0.0;38.4;12.3;3.2;0.0;14.7;0.0;35;8;0;0;1;2;0;15;4;0;0;5;0;28;6;0;0;1;1;0;12;3;0;0;5;0;7;2;0;0;0;1;0;3;1;0;0;0;0;5;0;0;0;0;0;0;3;0;0;0;2;0;5;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;4;30;18;35;0828
48;Overbetuwe;2000;29856;46.5;13883;13871;3486;537;2001;1161;1546;466;0;1644;0;0;3030;0;25.1;3.9;14.4;8.4;11.1;3.4;0.0;11.9;0.0;0.0;21.8;0.0;25;7;1;4;2;3;0;0;3;0;0;5;0;21;6;1;3;1;2;0;0;3;0;0;5;0;4;1;0;1;1;1;0;0;0;0;0;0;0;5;2;0;1;0;1;0;0;0;0;0;1;0;4;2;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;VVD  ;2;25;07;15;1734
49;Overbetuwe;2001;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
50;Overbetuwe;2002;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
51;Pijnacker-Nootdorp;2000;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
52;Pijnacker-Nootdorp;2001;25071;47.7;11950;11906;4504;0;887;0;2050;0;0;2133;0;0;1696;636;37.8;0.0;7.5;0.0;17.2;0.0;0.0;17.9;0.0;0.0;14.2;5.3;23;10;0;1;0;4;0;0;4;0;0;3;1;16;9;0;1;0;1;0;0;2;0;0;2;1;7;1;0;0;0;3;0;0;2;0;0;1;0;4;2;0;0;0;1;0;0;1;0;0;0;0;4;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;3;28;15;26;1926
53;Pijnacker-Nootdorp;2002;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
54;Raalte;2000;27222;52.5;14285;14263;5947;0;0;0;1287;0;617;1076;0;0;5336;0;41.7;0.0;0.0;0.0;9.0;0.0;4.3;7.5;0.0;0.0;37.4;0.0;25;11;0;0;0;2;0;1;2;0;0;9;0;18;8;0;0;0;1;0;1;2;0;0;6;0;7;3;0;0;0;1;0;0;0;0;0;3;0;3;2;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;2;23;04;11;0177
55;Raalte;2001;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
56;Raalte;2002;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
57;Rijssen;2000;25737;86.0;22122;22104;4654;3363;259;0;3613;5094;0;2533;0;0;2588;0;21.1;15.2;1.2;0.0;16.3;23.0;0.0;11.5;0.0;0.0;11.7;0.0;25;5;4;0;0;4;6;0;3;0;0;3;0;21;4;3;0;0;3;6;0;3;0;0;2;0;4;1;1;0;0;1;0;0;0;0;0;1;0;5;1;1;0;0;1;1;0;0;0;0;1;0;4;1;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;2;23;04;12;0178
58;Rijssen;2001;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
59;Rijssen;2002;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
60;Sittard-Geleen;2000;76962;60.8;46817;46763;10727;0;857;5705;3412;0;0;3546;0;0;22516;0;22.9;0.0;1.8;12.2;7.3;0.0;0.0;7.6;0.0;0.0;48.1;0.0;37;8;0;0;4;3;0;0;3;0;0;19;0;32;6;0;0;2;3;0;0;3;0;0;18;0;5;2;0;0;2;0;0;0;0;0;0;1;0;7;0;0;0;1;1;0;0;0;0;0;5;0;7;0;0;0;1;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;31;19;39;1883
61;Sittard-Geleen;2001;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
62;Sittard-Geleen;2002;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
63;Sluis;2000;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
64;Sluis;2001;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
65;Sluis;2002;19640;61.1;11997;11984;2758;0;0;516;2099;0;0;0;293;0;6318;0;23.0;0.0;0.0;4.3;17.5;0.0;0.0;0.0;2.4;0.0;52.7;0.0;19;5;0;0;0;4;0;0;0;0;0;10;0;17;4;0;0;0;4;0;0;0;0;0;9;0;2;1;0;0;0;0;0;0;0;0;0;1;0;4;2;0;0;0;1;0;0;0;0;0;1;0;4;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;3;29;16;31;1714
66;Steenwijk;2000;31384;53.8;16886;16873;3423;1380;0;0;3562;0;0;2264;0;2556;2291;1397;20.3;8.2;0.0;0.0;21.1;0.0;0.0;13.4;0.0;15.1;13.6;8.3;27;6;2;0;0;6;0;0;4;0;4;3;2;21;5;2;0;0;5;0;0;2;0;2;3;2;6;1;0;0;0;1;0;0;2;0;2;0;0;5;2;0;0;0;2;0;0;1;0;0;0;0;4;2;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D66  ;     ;2;23;04;10;0181
67;Steenwijk;2001;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
68;Steenwijk;2002;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
69;Terneuzen;2000;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
70;Terneuzen;2001;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
71;Terneuzen;2002;43171;54.3;23439;23419;6313;1711;891;985;5388;1338;0;2322;758;0;3713;0;27.0;7.3;3.8;4.2;23.0;5.7;0.0;9.9;3.2;0.0;15.9;0.0;31;9;2;1;1;8;2;0;3;1;0;4;0;27;8;1;0;1;7;2;0;3;1;0;4;0;4;1;1;1;0;1;0;0;0;0;0;0;0;5;2;0;0;0;2;1;0;0;0;0;0;0;5;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;3;29;16;31;0715
72;Utrecht;2000;204047;43.5;88676;88341;8360;2210;3304;13867;11925;0;5297;9847;1336;0;7055;25140;9.5;2.5;3.7;15.7;13.5;0.0;6.0;11.1;1.5;0.0;8.0;28.5;45;4;1;1;8;7;0;3;5;0;0;2;14;30;3;1;0;3;4;0;2;4;0;0;1;12;15;1;0;1;5;3;0;1;1;0;0;1;2;8;1;0;0;0;2;0;0;1;0;0;1;3;6;1;0;0;0;1;0;0;1;0;0;1;2;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;PvdA ;3;26;08;17;0344
73;Utrecht;2001;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
74;Utrecht;2002;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
75;Venlo;2000;70325;49.1;34516;34477;10373;0;1070;4645;3362;0;0;6658;0;0;8369;0;30.1;0.0;3.1;13.5;9.8;0.0;0.0;19.3;0.0;0.0;24.3;0.0;37;12;0;1;5;3;0;0;7;0;0;9;0;29;10;0;1;3;2;0;0;5;0;0;8;0;8;2;0;0;2;1;0;0;2;0;0;1;0;7;3;0;0;1;1;0;0;2;0;0;0;0;7;3;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;4;31;19;37;0983
76;Venlo;2001;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
77;Venlo;2002;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
78;Vriezenveen;2000;24832;55.6;13814;13800;6130;2241;0;0;2399;566;0;1376;0;0;1088;0;44.4;16.2;0.0;0.0;17.4;4.1;0.0;10.0;0.0;0.0;7.9;0.0;23;11;4;0;0;4;1;0;2;0;0;1;0;20;10;4;0;0;3;1;0;1;0;0;1;0;3;1;0;0;0;1;0;0;1;0;0;0;0;4;2;1;0;0;1;0;0;0;0;0;0;0;4;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;2;23;04;12;0186
79;Vriezenveen;2001;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
80;Vriezenveen;2002;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;     ; ;  ;  ;  ;    
