ID;Grootteklasse;RegioS;Rechtsvorm;Perioden;Bedrijven_1;TotaalAantalWerknemers_2;AantalVasteWerknemers_3;AantalLosseWerknemers_4;TotaalArbeid_5;ArbeidOndernemers_6;ArbeidHuwelijksPartners_7;ArbeidOverigeGezinsleden_8;TotaalBedrijfsopbrengsten_9;NettoOmzet_10;OverigeBedrijfsopbrengsten_11;TotaalBedrijfslasten_12;InkoopwaardeOmzet_13;Personeelslasten_14;OverigeBedrijfslasten_15;TotaalOverigeOpbrengstenEnLasten_16;SaldoInterest_17;SaldoBuitengewoneBatenEnLasten_18;SaldoVoorzieningen_19;ResultaatVoorBelastingen_20;TotaalInvesteringen_21;TotaalInvesteringenInNieuweActiva_22;TotaalInvesteringenIn2eHandseActiva_23;TotaalNettoOmzet_24;AgrarischLoonwerk_25;OverigLoonwerk_26;TotaalOverigeBedrijfsopbrengsten_27;OpbrengstenUitContributies_28;OpbrengstenLandbouwactiviteiten_29;OpbrengstenVerhuurMachines_30;UitkeringenSchadeverzekeringen_31;OverigeBedrijfsopbrengstenNEG_32;TotaalInkoopwaardeOmzet_33;TotaalInkopenGrondEnHulpstoffen_34;Kunstmest_35;Bestrijdingsmiddelen_36;ZaaiPlantEnPootgoed_37;OverigeGrondEnHulpstoffen_38;InkopenHandelsgoederen_39;WerkDoorDerden_40;TotaalPersoneelslasten_41;BrutoLonen_42;SocialeLasten_43;OverigePersoneelslasten_44;TotaalOverigeBedrijfslasten_45;TotaleEnergiekosten_46;BrandstoffenTrekkracht_47;Aardgas_48;Elektriciteit_49;OverigeBrandstoffen_50;OverigeBetaaldeArbeid_51;TotaleAlgemeneKosten_52;HuurGebouwenEnTerreinen_53;HuurTransportmMachinesWerktuigen_54;OnderhoudGebouwen_55;OnderhTransportmMachinesEtc_56;PremiesSchadeverzekeringen_57;KostenPrivegebruikBedrijfsauto_58;KostprijsverhBelastingenEnHeffingen_59;OverigeAlgemeneKosten_60;TotaleAfschrijvingen_61;Gebouwen_62;MachinesEnWerktuigen_63;OverigeMaterieleActiva_64;TotaalInvesteringen_65;TotaalInvesteringenInNieuweActiva_66;GrondEnTerreinen_67;Woonruimten_68;Bedrijfsruimten_69;GrondWegenEnWaterbouwkWerken_70;ExterneTransportmiddelen_71;Trekkers_72;OverigeInterneTransportmiddelen_73;Kantoormachines_74;MachinesEnWerktuigen_75;Installaties_76;OverigeMaterieleActiva_77;ImmaterieleActiva_78;TotaalInvesteringenIn2eHandseActiva_79;GrondEnTerreinen_80;Woonruimten_81;Bedrijfsruimten_82;GrondWegenEnWaterbouwkWerken_83;ExterneTransportmiddelen_84;Trekkers_85;OverigeInterneTransportmiddelen_86;Kantoormachines_87;MachinesEnWerktuigen_88;Installaties_89;OverigeMaterieleActiva_90;ImmaterieleActiva_91;TotaalDesinvesteringen_92;GrondEnTerreinen_93;Woonruimten_94;Bedrijfsruimten_95;GrondWegenEnWaterbouwkWerken_96;ExterneTransportmiddelen_97;Trekkers_98;OverigeInterneTransportmiddelen_99;Kantoormachines_100;MachinesEnWerktuigen_101;Installaties_102;OverigeMaterieleActiva_103;ImmaterieleActiva_104
600;10 of meer werknemers;Friesland;Totaal rechtsvormen;1992;40;0.3;0.1;0.1;20.0;17.0;3.0;0.0;14.0;13.0;1.0;13.0;2.0;6.0;5.0;-1.0;-1.0;0.0;0.0;1.0;4.0;4.0;0.0;13.0;11.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;6.0;4.0;1.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
601;10 of meer werknemers;Friesland;Totaal rechtsvormen;1995;32;1.9;1.3;0.5;25.0;18.0;5.0;2.0;130.0;96.0;34.0;125.0;24.0;83.0;19.0;0.0;0.0;1.0;0.0;5.0;9.0;8.0;1.0;96.0;84.0;12.0;34.0;15.0;2.0;2.0;0.0;15.0;24.0;8.0;0.0;1.0;1.0;6.0;5.0;10.0;83.0;77.0;5.0;1.0;19.0;2.0;1.0;0.0;0.0;1.0;0.0;11.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;6.0;5.0;1.0;4.0;0.0;9.0;8.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
602;10 of meer werknemers;Friesland;Totaal rechtsvormen;1998;32;2.2;1.9;0.3;36.0;32.0;4.0;0.0;91.0;83.0;8.0;84.0;11.0;56.0;18.0;-1.0;0.0;0.0;-1.0;6.0;5.0;5.0;0.0;83.0;68.0;16.0;8.0;2.0;0.0;0.0;0.0;5.0;11.0;4.0;0.0;0.0;1.0;2.0;2.0;5.0;56.0;40.0;12.0;3.0;18.0;2.0;1.0;0.0;0.0;0.0;0.0;12.0;0.0;2.0;0.0;4.0;1.0;0.0;0.0;4.0;4.0;0.0;4.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
603;10 of meer werknemers;Friesland;Coöperatieve vereniging;1992;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
604;10 of meer werknemers;Friesland;Coöperatieve vereniging;1995;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
605;10 of meer werknemers;Friesland;Coöperatieve vereniging;1998;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
606;10 of meer werknemers;Friesland;Gezinsbedrijf;1992;16;0.2;0.1;0.1;20.0;17.0;3.0;0.0;9.0;8.0;0.0;8.0;1.0;4.0;3.0;0.0;0.0;0.0;0.0;1.0;3.0;3.0;0.0;8.0;7.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
607;10 of meer werknemers;Friesland;Gezinsbedrijf;1995;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
608;10 of meer werknemers;Friesland;Gezinsbedrijf;1998;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
609;10 of meer werknemers;Friesland;NV of BV;1992;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
610;10 of meer werknemers;Friesland;NV of BV;1995;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
611;10 of meer werknemers;Friesland;NV of BV;1998;8;0.3;0.2;0.1;0.0;0.0;0.0;0.0;20.0;19.0;1.0;17.0;4.0;6.0;7.0;0.0;0.0;0.0;0.0;3.0;2.0;2.0;0.0;19.0;10.0;10.0;1.0;0.0;0.0;0.0;0.0;1.0;4.0;2.0;0.0;0.0;0.0;2.0;1.0;2.0;6.0;4.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
612;10 of meer werknemers;Friesland;Andere rechtsvormen;1992;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
613;10 of meer werknemers;Friesland;Andere rechtsvormen;1995;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
614;10 of meer werknemers;Friesland;Andere rechtsvormen;1998;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
615;10 of meer werknemers;Drenthe;Totaal rechtsvormen;1992;11;0.1;0.1;0.1;8.0;7.0;1.0;0.0;9.0;8.0;1.0;8.0;2.0;3.0;3.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;8.0;7.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;2.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
616;10 of meer werknemers;Drenthe;Totaal rechtsvormen;1995;16;0.2;0.1;0.1;8.0;7.0;1.0;0.0;15.0;12.0;3.0;16.0;5.0;5.0;6.0;0.0;0.0;0.0;0.0;-1.0;3.0;3.0;0.0;12.0;9.0;3.0;3.0;0.0;1.0;0.0;0.0;2.0;5.0;2.0;0.0;1.0;0.0;1.0;1.0;1.0;5.0;4.0;1.0;0.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
617;10 of meer werknemers;Drenthe;Totaal rechtsvormen;1998;16;0.4;0.2;0.2;10.0;9.0;1.0;0.0;28.0;19.0;9.0;26.0;5.0;10.0;10.0;-1.0;-1.0;0.0;0.0;1.0;5.0;5.0;0.0;19.0;13.0;6.0;9.0;0.0;0.0;0.0;0.0;8.0;5.0;3.0;0.0;1.0;0.0;1.0;1.0;1.0;10.0;8.0;2.0;0.0;10.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;4.0;0.0;4.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
618;10 of meer werknemers;Drenthe;Coöperatieve vereniging;1992;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
619;10 of meer werknemers;Drenthe;Coöperatieve vereniging;1995;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
620;10 of meer werknemers;Drenthe;Coöperatieve vereniging;1998;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
621;10 of meer werknemers;Drenthe;Gezinsbedrijf;1992;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;10 of meer werknemers;Drenthe;Gezinsbedrijf;1995;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
623;10 of meer werknemers;Drenthe;Gezinsbedrijf;1998;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
624;10 of meer werknemers;Drenthe;NV of BV;1992;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
625;10 of meer werknemers;Drenthe;NV of BV;1995;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
626;10 of meer werknemers;Drenthe;NV of BV;1998;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
627;10 of meer werknemers;Drenthe;Andere rechtsvormen;1992;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
628;10 of meer werknemers;Drenthe;Andere rechtsvormen;1995;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
629;10 of meer werknemers;Drenthe;Andere rechtsvormen;1998;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
630;10 of meer werknemers;Overijssel;Totaal rechtsvormen;1992;27;0.3;0.1;0.2;17.0;16.0;1.0;0.0;23.0;22.0;1.0;22.0;7.0;8.0;7.0;-1.0;-1.0;0.0;0.0;1.0;6.0;5.0;0.0;22.0;18.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;7.0;4.0;1.0;1.0;1.0;1.0;2.0;1.0;8.0;6.0;2.0;0.0;7.0;1.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;4.0;0.0;3.0;0.0;6.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
631;10 of meer werknemers;Overijssel;Totaal rechtsvormen;1995;26;0.7;0.5;0.2;19.0;16.0;2.0;1.0;42.0;36.0;6.0;39.0;10.0;17.0;12.0;-1.0;-1.0;0.0;0.0;2.0;6.0;6.0;0.0;36.0;26.0;11.0;6.0;0.0;1.0;0.0;0.0;4.0;10.0;4.0;0.0;1.0;1.0;2.0;4.0;2.0;17.0;12.0;3.0;1.0;12.0;1.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;3.0;4.0;1.0;4.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
632;10 of meer werknemers;Overijssel;Totaal rechtsvormen;1998;32;0.7;0.5;0.2;31.0;28.0;3.0;0.0;49.0;44.0;5.0;44.0;12.0;17.0;15.0;-1.0;-1.0;0.0;0.0;4.0;8.0;8.0;0.0;44.0;31.0;13.0;5.0;0.0;1.0;0.0;0.0;4.0;12.0;6.0;0.0;1.0;1.0;3.0;4.0;2.0;17.0;13.0;3.0;1.0;15.0;1.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;1.0;5.0;0.0;8.0;8.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
633;10 of meer werknemers;Overijssel;Coöperatieve vereniging;1992;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
634;10 of meer werknemers;Overijssel;Coöperatieve vereniging;1995;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
635;10 of meer werknemers;Overijssel;Coöperatieve vereniging;1998;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
636;10 of meer werknemers;Overijssel;Gezinsbedrijf;1992;11;0.1;0.1;0.1;17.0;16.0;1.0;0.0;9.0;8.0;1.0;8.0;2.0;3.0;3.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;0.0;8.0;7.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;2.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
637;10 of meer werknemers;Overijssel;Gezinsbedrijf;1995;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
638;10 of meer werknemers;Overijssel;Gezinsbedrijf;1998;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
639;10 of meer werknemers;Overijssel;NV of BV;1992;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
640;10 of meer werknemers;Overijssel;NV of BV;1995;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
641;10 of meer werknemers;Overijssel;NV of BV;1998;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
642;10 of meer werknemers;Overijssel;Andere rechtsvormen;1992;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
643;10 of meer werknemers;Overijssel;Andere rechtsvormen;1995;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
644;10 of meer werknemers;Overijssel;Andere rechtsvormen;1998;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
645;10 of meer werknemers;Flevoland;Totaal rechtsvormen;1992;10;0.2;0.1;0.1;8.0;7.0;1.0;0.0;13.0;12.0;1.0;12.0;2.0;5.0;5.0;-1.0;-1.0;0.0;0.0;0.0;2.0;2.0;0.0;12.0;11.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;4.0;1.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
