ID;SoortRijksmonument;RegioS;Perioden;Rijksmonumenten_1
150;Rijksmonumenten totaal;Oost-Nederland (LD);1999;7438
151;Rijksmonumenten totaal;Oost-Nederland (LD);2000;7931
152;Rijksmonumenten totaal;Oost-Nederland (LD);2001;8338
153;Rijksmonumenten totaal;Oost-Nederland (LD);2002;9117
154;Rijksmonumenten totaal;Oost-Nederland (LD);2003;9201
155;Rijksmonumenten totaal;Oost-Nederland (LD);2004;9471
156;Rijksmonumenten totaal;Oost-Nederland (LD);2005;9932
157;Rijksmonumenten totaal;Oost-Nederland (LD);2006;10284
158;Rijksmonumenten totaal;Oost-Nederland (LD);2007;10416
159;Rijksmonumenten totaal;Oost-Nederland (LD);2008;10468
160;Rijksmonumenten totaal;Oost-Nederland (LD);2009;10480
161;Rijksmonumenten totaal;Oost-Nederland (LD);2010;10624
162;Rijksmonumenten totaal;Oost-Nederland (LD);2011;10663
163;Rijksmonumenten totaal;Oost-Nederland (LD);2012;10792
164;Rijksmonumenten totaal;Oost-Nederland (LD);2013;10521
165;Rijksmonumenten totaal;Oost-Nederland (LD);2014;10574
166;Rijksmonumenten totaal;Oost-Nederland (LD);2015;10619
167;Rijksmonumenten totaal;Oost-Nederland (LD);2016;10622
168;Rijksmonumenten totaal;Oost-Nederland (LD);2017;10627
169;Rijksmonumenten totaal;Oost-Nederland (LD);2018;10618
170;Rijksmonumenten totaal;Oost-Nederland (LD);2019;10607
171;Rijksmonumenten totaal;Oost-Nederland (LD);2020;10601
172;Rijksmonumenten totaal;Oost-Nederland (LD);2021;10601
173;Rijksmonumenten totaal;Oost-Nederland (LD);2022;10593
174;Rijksmonumenten totaal;West-Nederland (LD);1965;487
175;Rijksmonumenten totaal;West-Nederland (LD);1966;3192
176;Rijksmonumenten totaal;West-Nederland (LD);1967;6018
177;Rijksmonumenten totaal;West-Nederland (LD);1968;7689
178;Rijksmonumenten totaal;West-Nederland (LD);1969;9332
179;Rijksmonumenten totaal;West-Nederland (LD);1970;16101
180;Rijksmonumenten totaal;West-Nederland (LD);1971;16741
181;Rijksmonumenten totaal;West-Nederland (LD);1972;17404
182;Rijksmonumenten totaal;West-Nederland (LD);1973;18761
183;Rijksmonumenten totaal;West-Nederland (LD);1974;19291
184;Rijksmonumenten totaal;West-Nederland (LD);1975;19656
185;Rijksmonumenten totaal;West-Nederland (LD);1976;20173
186;Rijksmonumenten totaal;West-Nederland (LD);1977;20375
187;Rijksmonumenten totaal;West-Nederland (LD);1978;20561
188;Rijksmonumenten totaal;West-Nederland (LD);1979;20651
189;Rijksmonumenten totaal;West-Nederland (LD);1980;20761
190;Rijksmonumenten totaal;West-Nederland (LD);1981;20838
191;Rijksmonumenten totaal;West-Nederland (LD);1982;20911
192;Rijksmonumenten totaal;West-Nederland (LD);1983;20962
193;Rijksmonumenten totaal;West-Nederland (LD);1984;21029
194;Rijksmonumenten totaal;West-Nederland (LD);1985;21183
195;Rijksmonumenten totaal;West-Nederland (LD);1986;21238
196;Rijksmonumenten totaal;West-Nederland (LD);1987;21281
197;Rijksmonumenten totaal;West-Nederland (LD);1988;21350
198;Rijksmonumenten totaal;West-Nederland (LD);1989;21380
199;Rijksmonumenten totaal;West-Nederland (LD);1990;21477
200;Rijksmonumenten totaal;West-Nederland (LD);1991;21601
201;Rijksmonumenten totaal;West-Nederland (LD);1992;21848
202;Rijksmonumenten totaal;West-Nederland (LD);1993;22166
203;Rijksmonumenten totaal;West-Nederland (LD);1994;22357
204;Rijksmonumenten totaal;West-Nederland (LD);1995;22404
205;Rijksmonumenten totaal;West-Nederland (LD);1996;22664
206;Rijksmonumenten totaal;West-Nederland (LD);1997;22884
207;Rijksmonumenten totaal;West-Nederland (LD);1998;23505
208;Rijksmonumenten totaal;West-Nederland (LD);1999;24258
209;Rijksmonumenten totaal;West-Nederland (LD);2000;24891
210;Rijksmonumenten totaal;West-Nederland (LD);2001;26296
211;Rijksmonumenten totaal;West-Nederland (LD);2002;27494
212;Rijksmonumenten totaal;West-Nederland (LD);2003;27781
213;Rijksmonumenten totaal;West-Nederland (LD);2004;28171
214;Rijksmonumenten totaal;West-Nederland (LD);2005;28372
215;Rijksmonumenten totaal;West-Nederland (LD);2006;28623
216;Rijksmonumenten totaal;West-Nederland (LD);2007;28722
217;Rijksmonumenten totaal;West-Nederland (LD);2008;28814
218;Rijksmonumenten totaal;West-Nederland (LD);2009;28876
219;Rijksmonumenten totaal;West-Nederland (LD);2010;29003
220;Rijksmonumenten totaal;West-Nederland (LD);2011;29164
221;Rijksmonumenten totaal;West-Nederland (LD);2012;29301
222;Rijksmonumenten totaal;West-Nederland (LD);2013;29007
223;Rijksmonumenten totaal;West-Nederland (LD);2014;29016
224;Rijksmonumenten totaal;West-Nederland (LD);2015;29034
225;Rijksmonumenten totaal;West-Nederland (LD);2016;29155
226;Rijksmonumenten totaal;West-Nederland (LD);2017;29174
227;Rijksmonumenten totaal;West-Nederland (LD);2018;29136
228;Rijksmonumenten totaal;West-Nederland (LD);2019;29118
229;Rijksmonumenten totaal;West-Nederland (LD);2020;29091
230;Rijksmonumenten totaal;West-Nederland (LD);2021;29100
231;Rijksmonumenten totaal;West-Nederland (LD);2022;29090
232;Rijksmonumenten totaal;Zuid-Nederland (LD);1965;492
233;Rijksmonumenten totaal;Zuid-Nederland (LD);1966;4193
234;Rijksmonumenten totaal;Zuid-Nederland (LD);1967;6517
235;Rijksmonumenten totaal;Zuid-Nederland (LD);1968;6909
236;Rijksmonumenten totaal;Zuid-Nederland (LD);1969;7018
237;Rijksmonumenten totaal;Zuid-Nederland (LD);1970;7320
238;Rijksmonumenten totaal;Zuid-Nederland (LD);1971;7720
239;Rijksmonumenten totaal;Zuid-Nederland (LD);1972;7935
240;Rijksmonumenten totaal;Zuid-Nederland (LD);1973;8424
241;Rijksmonumenten totaal;Zuid-Nederland (LD);1974;8755
242;Rijksmonumenten totaal;Zuid-Nederland (LD);1975;8892
243;Rijksmonumenten totaal;Zuid-Nederland (LD);1976;9104
244;Rijksmonumenten totaal;Zuid-Nederland (LD);1977;9170
245;Rijksmonumenten totaal;Zuid-Nederland (LD);1978;9248
246;Rijksmonumenten totaal;Zuid-Nederland (LD);1979;9385
247;Rijksmonumenten totaal;Zuid-Nederland (LD);1980;9528
248;Rijksmonumenten totaal;Zuid-Nederland (LD);1981;9564
249;Rijksmonumenten totaal;Zuid-Nederland (LD);1982;9607
250;Rijksmonumenten totaal;Zuid-Nederland (LD);1983;9663
251;Rijksmonumenten totaal;Zuid-Nederland (LD);1984;9939
252;Rijksmonumenten totaal;Zuid-Nederland (LD);1985;9976
253;Rijksmonumenten totaal;Zuid-Nederland (LD);1986;10030
254;Rijksmonumenten totaal;Zuid-Nederland (LD);1987;10045
255;Rijksmonumenten totaal;Zuid-Nederland (LD);1988;10076
256;Rijksmonumenten totaal;Zuid-Nederland (LD);1989;10092
257;Rijksmonumenten totaal;Zuid-Nederland (LD);1990;10095
258;Rijksmonumenten totaal;Zuid-Nederland (LD);1991;10110
259;Rijksmonumenten totaal;Zuid-Nederland (LD);1992;10152
260;Rijksmonumenten totaal;Zuid-Nederland (LD);1993;10206
261;Rijksmonumenten totaal;Zuid-Nederland (LD);1994;10233
262;Rijksmonumenten totaal;Zuid-Nederland (LD);1995;10281
263;Rijksmonumenten totaal;Zuid-Nederland (LD);1996;10381
264;Rijksmonumenten totaal;Zuid-Nederland (LD);1997;10907
265;Rijksmonumenten totaal;Zuid-Nederland (LD);1998;11103
266;Rijksmonumenten totaal;Zuid-Nederland (LD);1999;11262
267;Rijksmonumenten totaal;Zuid-Nederland (LD);2000;11712
268;Rijksmonumenten totaal;Zuid-Nederland (LD);2001;12636
269;Rijksmonumenten totaal;Zuid-Nederland (LD);2002;14488
270;Rijksmonumenten totaal;Zuid-Nederland (LD);2003;14700
271;Rijksmonumenten totaal;Zuid-Nederland (LD);2004;14984
272;Rijksmonumenten totaal;Zuid-Nederland (LD);2005;15034
273;Rijksmonumenten totaal;Zuid-Nederland (LD);2006;15187
274;Rijksmonumenten totaal;Zuid-Nederland (LD);2007;15233
275;Rijksmonumenten totaal;Zuid-Nederland (LD);2008;15230
276;Rijksmonumenten totaal;Zuid-Nederland (LD);2009;15241
277;Rijksmonumenten totaal;Zuid-Nederland (LD);2010;15260
278;Rijksmonumenten totaal;Zuid-Nederland (LD);2011;15285
279;Rijksmonumenten totaal;Zuid-Nederland (LD);2012;15283
280;Rijksmonumenten totaal;Zuid-Nederland (LD);2013;15124
281;Rijksmonumenten totaal;Zuid-Nederland (LD);2014;15108
282;Rijksmonumenten totaal;Zuid-Nederland (LD);2015;15136
283;Rijksmonumenten totaal;Zuid-Nederland (LD);2016;15136
284;Rijksmonumenten totaal;Zuid-Nederland (LD);2017;15135
285;Rijksmonumenten totaal;Zuid-Nederland (LD);2018;15130
286;Rijksmonumenten totaal;Zuid-Nederland (LD);2019;15122
287;Rijksmonumenten totaal;Zuid-Nederland (LD);2020;15116
288;Rijksmonumenten totaal;Zuid-Nederland (LD);2021;15114
289;Rijksmonumenten totaal;Zuid-Nederland (LD);2022;15102
290;Rijksmonumenten totaal;Groningen (PV);1965;0
291;Rijksmonumenten totaal;Groningen (PV);1966;0
292;Rijksmonumenten totaal;Groningen (PV);1967;0
293;Rijksmonumenten totaal;Groningen (PV);1968;84
294;Rijksmonumenten totaal;Groningen (PV);1969;84
295;Rijksmonumenten totaal;Groningen (PV);1970;106
296;Rijksmonumenten totaal;Groningen (PV);1971;499
297;Rijksmonumenten totaal;Groningen (PV);1972;642
298;Rijksmonumenten totaal;Groningen (PV);1973;1051
299;Rijksmonumenten totaal;Groningen (PV);1974;1059
300;Rijksmonumenten totaal;Groningen (PV);1975;1151
301;Rijksmonumenten totaal;Groningen (PV);1976;1266
302;Rijksmonumenten totaal;Groningen (PV);1977;1299
303;Rijksmonumenten totaal;Groningen (PV);1978;1349
304;Rijksmonumenten totaal;Groningen (PV);1979;1360
305;Rijksmonumenten totaal;Groningen (PV);1980;1384
306;Rijksmonumenten totaal;Groningen (PV);1981;1411
307;Rijksmonumenten totaal;Groningen (PV);1982;1431
308;Rijksmonumenten totaal;Groningen (PV);1983;1442
309;Rijksmonumenten totaal;Groningen (PV);1984;1456
310;Rijksmonumenten totaal;Groningen (PV);1985;1464
311;Rijksmonumenten totaal;Groningen (PV);1986;1473
312;Rijksmonumenten totaal;Groningen (PV);1987;1478
313;Rijksmonumenten totaal;Groningen (PV);1988;1482
314;Rijksmonumenten totaal;Groningen (PV);1989;1503
315;Rijksmonumenten totaal;Groningen (PV);1990;1502
316;Rijksmonumenten totaal;Groningen (PV);1991;1506
317;Rijksmonumenten totaal;Groningen (PV);1992;1508
318;Rijksmonumenten totaal;Groningen (PV);1993;1512
319;Rijksmonumenten totaal;Groningen (PV);1994;1513
320;Rijksmonumenten totaal;Groningen (PV);1995;1800
321;Rijksmonumenten totaal;Groningen (PV);1996;1801
322;Rijksmonumenten totaal;Groningen (PV);1997;1809
323;Rijksmonumenten totaal;Groningen (PV);1998;1913
324;Rijksmonumenten totaal;Groningen (PV);1999;2098
325;Rijksmonumenten totaal;Groningen (PV);2000;2195
326;Rijksmonumenten totaal;Groningen (PV);2001;2618
327;Rijksmonumenten totaal;Groningen (PV);2002;2647
328;Rijksmonumenten totaal;Groningen (PV);2003;2689
329;Rijksmonumenten totaal;Groningen (PV);2004;2720
330;Rijksmonumenten totaal;Groningen (PV);2005;2775
331;Rijksmonumenten totaal;Groningen (PV);2006;2783
332;Rijksmonumenten totaal;Groningen (PV);2007;2784
333;Rijksmonumenten totaal;Groningen (PV);2008;2784
334;Rijksmonumenten totaal;Groningen (PV);2009;2784
335;Rijksmonumenten totaal;Groningen (PV);2010;2791
336;Rijksmonumenten totaal;Groningen (PV);2011;2799
337;Rijksmonumenten totaal;Groningen (PV);2012;2799
338;Rijksmonumenten totaal;Groningen (PV);2013;2770
339;Rijksmonumenten totaal;Groningen (PV);2014;2769
340;Rijksmonumenten totaal;Groningen (PV);2015;2770
341;Rijksmonumenten totaal;Groningen (PV);2016;2771
342;Rijksmonumenten totaal;Groningen (PV);2017;2770
343;Rijksmonumenten totaal;Groningen (PV);2018;2770
344;Rijksmonumenten totaal;Groningen (PV);2019;2767
345;Rijksmonumenten totaal;Groningen (PV);2020;2764
346;Rijksmonumenten totaal;Groningen (PV);2021;2764
347;Rijksmonumenten totaal;Groningen (PV);2022;2764
348;Rijksmonumenten totaal;Fryslân (PV);1965;85
349;Rijksmonumenten totaal;Fryslân (PV);1966;594
350;Rijksmonumenten totaal;Fryslân (PV);1967;1354
351;Rijksmonumenten totaal;Fryslân (PV);1968;1976
352;Rijksmonumenten totaal;Fryslân (PV);1969;1978
353;Rijksmonumenten totaal;Fryslân (PV);1970;2259
354;Rijksmonumenten totaal;Fryslân (PV);1971;2729
355;Rijksmonumenten totaal;Fryslân (PV);1972;2807
356;Rijksmonumenten totaal;Fryslân (PV);1973;2879
357;Rijksmonumenten totaal;Fryslân (PV);1974;2931
358;Rijksmonumenten totaal;Fryslân (PV);1975;3125
359;Rijksmonumenten totaal;Fryslân (PV);1976;3182
360;Rijksmonumenten totaal;Fryslân (PV);1977;3205
361;Rijksmonumenten totaal;Fryslân (PV);1978;3225
362;Rijksmonumenten totaal;Fryslân (PV);1979;3270
363;Rijksmonumenten totaal;Fryslân (PV);1980;3281
364;Rijksmonumenten totaal;Fryslân (PV);1981;3283
365;Rijksmonumenten totaal;Fryslân (PV);1982;3292
366;Rijksmonumenten totaal;Fryslân (PV);1983;3342
367;Rijksmonumenten totaal;Fryslân (PV);1984;3352
368;Rijksmonumenten totaal;Fryslân (PV);1985;3360
369;Rijksmonumenten totaal;Fryslân (PV);1986;3369
370;Rijksmonumenten totaal;Fryslân (PV);1987;3374
371;Rijksmonumenten totaal;Fryslân (PV);1988;3389
372;Rijksmonumenten totaal;Fryslân (PV);1989;3393
373;Rijksmonumenten totaal;Fryslân (PV);1990;3398
374;Rijksmonumenten totaal;Fryslân (PV);1991;3439
375;Rijksmonumenten totaal;Fryslân (PV);1992;3447
376;Rijksmonumenten totaal;Fryslân (PV);1993;3455
377;Rijksmonumenten totaal;Fryslân (PV);1994;3490
378;Rijksmonumenten totaal;Fryslân (PV);1995;3487
379;Rijksmonumenten totaal;Fryslân (PV);1996;3540
380;Rijksmonumenten totaal;Fryslân (PV);1997;3612
381;Rijksmonumenten totaal;Fryslân (PV);1998;3670
382;Rijksmonumenten totaal;Fryslân (PV);1999;3884
383;Rijksmonumenten totaal;Fryslân (PV);2000;4010
384;Rijksmonumenten totaal;Fryslân (PV);2001;4239
385;Rijksmonumenten totaal;Fryslân (PV);2002;4285
386;Rijksmonumenten totaal;Fryslân (PV);2003;4348
387;Rijksmonumenten totaal;Fryslân (PV);2004;4365
388;Rijksmonumenten totaal;Fryslân (PV);2005;4401
389;Rijksmonumenten totaal;Fryslân (PV);2006;4417
390;Rijksmonumenten totaal;Fryslân (PV);2007;4419
391;Rijksmonumenten totaal;Fryslân (PV);2008;4418
392;Rijksmonumenten totaal;Fryslân (PV);2009;4418
393;Rijksmonumenten totaal;Fryslân (PV);2010;4417
394;Rijksmonumenten totaal;Fryslân (PV);2011;4415
395;Rijksmonumenten totaal;Fryslân (PV);2012;4414
396;Rijksmonumenten totaal;Fryslân (PV);2013;4365
397;Rijksmonumenten totaal;Fryslân (PV);2014;4353
398;Rijksmonumenten totaal;Fryslân (PV);2015;4352
399;Rijksmonumenten totaal;Fryslân (PV);2016;4349
400;Rijksmonumenten totaal;Fryslân (PV);2017;4344
401;Rijksmonumenten totaal;Fryslân (PV);2018;4339
402;Rijksmonumenten totaal;Fryslân (PV);2019;4336
403;Rijksmonumenten totaal;Fryslân (PV);2020;4332
404;Rijksmonumenten totaal;Fryslân (PV);2021;4328
405;Rijksmonumenten totaal;Fryslân (PV);2022;4324
406;Rijksmonumenten totaal;Drenthe (PV);1965;324
407;Rijksmonumenten totaal;Drenthe (PV);1966;330
408;Rijksmonumenten totaal;Drenthe (PV);1967;332
409;Rijksmonumenten totaal;Drenthe (PV);1968;346
410;Rijksmonumenten totaal;Drenthe (PV);1969;352
411;Rijksmonumenten totaal;Drenthe (PV);1970;357
412;Rijksmonumenten totaal;Drenthe (PV);1971;371
413;Rijksmonumenten totaal;Drenthe (PV);1972;374
414;Rijksmonumenten totaal;Drenthe (PV);1973;387
415;Rijksmonumenten totaal;Drenthe (PV);1974;388
416;Rijksmonumenten totaal;Drenthe (PV);1975;407
417;Rijksmonumenten totaal;Drenthe (PV);1976;408
418;Rijksmonumenten totaal;Drenthe (PV);1977;414
419;Rijksmonumenten totaal;Drenthe (PV);1978;441
420;Rijksmonumenten totaal;Drenthe (PV);1979;461
421;Rijksmonumenten totaal;Drenthe (PV);1980;470
422;Rijksmonumenten totaal;Drenthe (PV);1981;477
423;Rijksmonumenten totaal;Drenthe (PV);1982;509
424;Rijksmonumenten totaal;Drenthe (PV);1983;534
425;Rijksmonumenten totaal;Drenthe (PV);1984;545
426;Rijksmonumenten totaal;Drenthe (PV);1985;604
427;Rijksmonumenten totaal;Drenthe (PV);1986;614
428;Rijksmonumenten totaal;Drenthe (PV);1987;617
429;Rijksmonumenten totaal;Drenthe (PV);1988;621
430;Rijksmonumenten totaal;Drenthe (PV);1989;623
431;Rijksmonumenten totaal;Drenthe (PV);1990;639
432;Rijksmonumenten totaal;Drenthe (PV);1991;651
433;Rijksmonumenten totaal;Drenthe (PV);1992;662
434;Rijksmonumenten totaal;Drenthe (PV);1993;673
435;Rijksmonumenten totaal;Drenthe (PV);1994;976
436;Rijksmonumenten totaal;Drenthe (PV);1995;1050
437;Rijksmonumenten totaal;Drenthe (PV);1996;1053
438;Rijksmonumenten totaal;Drenthe (PV);1997;1158
439;Rijksmonumenten totaal;Drenthe (PV);1998;1277
440;Rijksmonumenten totaal;Drenthe (PV);1999;1281
441;Rijksmonumenten totaal;Drenthe (PV);2000;1285
442;Rijksmonumenten totaal;Drenthe (PV);2001;1305
443;Rijksmonumenten totaal;Drenthe (PV);2002;1308
444;Rijksmonumenten totaal;Drenthe (PV);2003;1329
445;Rijksmonumenten totaal;Drenthe (PV);2004;1365
446;Rijksmonumenten totaal;Drenthe (PV);2005;1379
447;Rijksmonumenten totaal;Drenthe (PV);2006;1379
448;Rijksmonumenten totaal;Drenthe (PV);2007;1386
449;Rijksmonumenten totaal;Drenthe (PV);2008;1386
450;Rijksmonumenten totaal;Drenthe (PV);2009;1384
451;Rijksmonumenten totaal;Drenthe (PV);2010;1384
452;Rijksmonumenten totaal;Drenthe (PV);2011;1384
453;Rijksmonumenten totaal;Drenthe (PV);2012;1382
