ID;Huishoudenssamenstelling;Postcode;Perioden;ParticuliereHuishoudens_1;GemiddeldeHuishoudensgrootte_2
51;Totaal particuliere huishoudens;Niet in te delen;2022;2095.0;1.3
52;Totaal particuliere huishoudens;Niet in te delen;2023;1285.0;1.29
53;Totaal particuliere huishoudens;Niet in te delen;2024;310.0;1.78
54;Totaal particuliere huishoudens;1011;1998;5305.0;1.45
55;Totaal particuliere huishoudens;1011;1999;5680.0;1.45
56;Totaal particuliere huishoudens;1011;2000;5720.0;1.47
57;Totaal particuliere huishoudens;1011;2001;5750.0;1.47
58;Totaal particuliere huishoudens;1011;2002;5735.0;1.49
59;Totaal particuliere huishoudens;1011;2003;5680.0;1.49
60;Totaal particuliere huishoudens;1011;2004;5735.0;1.5
61;Totaal particuliere huishoudens;1011;2005;5790.0;1.49
62;Totaal particuliere huishoudens;1011;2006;5760.0;1.48
63;Totaal particuliere huishoudens;1011;2007;5690.0;1.48
64;Totaal particuliere huishoudens;1011;2008;5825.0;1.48
65;Totaal particuliere huishoudens;1011;2009;5870.0;1.49
66;Totaal particuliere huishoudens;1011;2010;5855.0;1.5
67;Totaal particuliere huishoudens;1011;2011;6035.0;1.49
68;Totaal particuliere huishoudens;1011;2012;6065.0;1.48
69;Totaal particuliere huishoudens;1011;2013;6210.0;1.5
70;Totaal particuliere huishoudens;1011;2014;6230.0;1.5
71;Totaal particuliere huishoudens;1011;2015;6335.0;1.5
72;Totaal particuliere huishoudens;1011;2016;6325.0;1.51
73;Totaal particuliere huishoudens;1011;2017;6380.0;1.5
74;Totaal particuliere huishoudens;1011;2018;6485.0;1.5
75;Totaal particuliere huishoudens;1011;2019;6440.0;1.49
76;Totaal particuliere huishoudens;1011;2020;6405.0;1.5
77;Totaal particuliere huishoudens;1011;2021;6280.0;1.52
78;Totaal particuliere huishoudens;1011;2022;6375.0;1.51
79;Totaal particuliere huishoudens;1011;2023;6500.0;1.51
80;Totaal particuliere huishoudens;1011;2024;6675.0;1.49
81;Totaal particuliere huishoudens;1012;1998;5925.0;1.3
82;Totaal particuliere huishoudens;1012;1999;5960.0;1.3
83;Totaal particuliere huishoudens;1012;2000;5895.0;1.31
84;Totaal particuliere huishoudens;1012;2001;5970.0;1.3
85;Totaal particuliere huishoudens;1012;2002;5775.0;1.32
86;Totaal particuliere huishoudens;1012;2003;5565.0;1.33
87;Totaal particuliere huishoudens;1012;2004;5140.0;1.36
88;Totaal particuliere huishoudens;1012;2005;5225.0;1.35
89;Totaal particuliere huishoudens;1012;2006;5280.0;1.36
90;Totaal particuliere huishoudens;1012;2007;5320.0;1.36
91;Totaal particuliere huishoudens;1012;2008;5325.0;1.37
92;Totaal particuliere huishoudens;1012;2009;5500.0;1.36
93;Totaal particuliere huishoudens;1012;2010;5935.0;1.36
94;Totaal particuliere huishoudens;1012;2011;5610.0;1.37
95;Totaal particuliere huishoudens;1012;2012;5795.0;1.35
96;Totaal particuliere huishoudens;1012;2013;5845.0;1.35
97;Totaal particuliere huishoudens;1012;2014;5865.0;1.38
98;Totaal particuliere huishoudens;1012;2015;6020.0;1.37
99;Totaal particuliere huishoudens;1012;2016;5975.0;1.38
100;Totaal particuliere huishoudens;1012;2017;5955.0;1.38
101;Totaal particuliere huishoudens;1012;2018;5930.0;1.39
102;Totaal particuliere huishoudens;1012;2019;5960.0;1.41
103;Totaal particuliere huishoudens;1012;2020;6145.0;1.39
104;Totaal particuliere huishoudens;1012;2021;6060.0;1.4
105;Totaal particuliere huishoudens;1012;2022;6275.0;1.4
106;Totaal particuliere huishoudens;1012;2023;6325.0;1.41
107;Totaal particuliere huishoudens;1012;2024;6490.0;1.4
108;Totaal particuliere huishoudens;1013;1998;11080.0;1.64
109;Totaal particuliere huishoudens;1013;1999;11090.0;1.65
110;Totaal particuliere huishoudens;1013;2000;11050.0;1.65
111;Totaal particuliere huishoudens;1013;2001;11100.0;1.65
112;Totaal particuliere huishoudens;1013;2002;11085.0;1.65
113;Totaal particuliere huishoudens;1013;2003;11075.0;1.64
114;Totaal particuliere huishoudens;1013;2004;11045.0;1.64
115;Totaal particuliere huishoudens;1013;2005;11365.0;1.62
116;Totaal particuliere huishoudens;1013;2006;11880.0;1.59
117;Totaal particuliere huishoudens;1013;2007;11745.0;1.58
118;Totaal particuliere huishoudens;1013;2008;11860.0;1.58
119;Totaal particuliere huishoudens;1013;2009;12255.0;1.58
120;Totaal particuliere huishoudens;1013;2010;12650.0;1.59
121;Totaal particuliere huishoudens;1013;2011;13060.0;1.6
122;Totaal particuliere huishoudens;1013;2012;13280.0;1.6
123;Totaal particuliere huishoudens;1013;2013;13220.0;1.61
124;Totaal particuliere huishoudens;1013;2014;13155.0;1.62
125;Totaal particuliere huishoudens;1013;2015;13175.0;1.63
126;Totaal particuliere huishoudens;1013;2016;12640.0;1.66
127;Totaal particuliere huishoudens;1013;2017;12580.0;1.66
128;Totaal particuliere huishoudens;1013;2018;12575.0;1.66
129;Totaal particuliere huishoudens;1013;2019;12625.0;1.66
130;Totaal particuliere huishoudens;1013;2020;12700.0;1.65
131;Totaal particuliere huishoudens;1013;2021;12670.0;1.65
132;Totaal particuliere huishoudens;1013;2022;13470.0;1.6
133;Totaal particuliere huishoudens;1013;2023;13745.0;1.59
134;Totaal particuliere huishoudens;1013;2024;13945.0;1.57
135;Totaal particuliere huishoudens;1014;1998;60.0;2.09
136;Totaal particuliere huishoudens;1014;1999;60.0;1.97
137;Totaal particuliere huishoudens;1014;2000;60.0;1.88
138;Totaal particuliere huishoudens;1014;2001;55.0;1.98
139;Totaal particuliere huishoudens;1014;2002;70.0;1.76
140;Totaal particuliere huishoudens;1014;2003;70.0;1.7
141;Totaal particuliere huishoudens;1014;2004;70.0;1.72
142;Totaal particuliere huishoudens;1014;2005;85.0;1.51
143;Totaal particuliere huishoudens;1014;2006;100.0;1.45
144;Totaal particuliere huishoudens;1014;2007;100.0;1.57
145;Totaal particuliere huishoudens;1014;2008;105.0;1.51
146;Totaal particuliere huishoudens;1014;2009;110.0;1.46
147;Totaal particuliere huishoudens;1014;2010;115.0;1.45
148;Totaal particuliere huishoudens;1014;2011;125.0;1.41
149;Totaal particuliere huishoudens;1014;2012;140.0;1.37
150;Totaal particuliere huishoudens;1014;2013;160.0;1.35
151;Totaal particuliere huishoudens;1014;2014;100.0;1.44
152;Totaal particuliere huishoudens;1014;2015;285.0;1.59
153;Totaal particuliere huishoudens;1014;2016;295.0;1.74
154;Totaal particuliere huishoudens;1014;2017;335.0;1.72
155;Totaal particuliere huishoudens;1014;2018;340.0;1.71
156;Totaal particuliere huishoudens;1014;2019;890.0;1.92
157;Totaal particuliere huishoudens;1014;2020;1060.0;2.03
158;Totaal particuliere huishoudens;1014;2021;1330.0;2.13
159;Totaal particuliere huishoudens;1014;2022;1705.0;2.12
160;Totaal particuliere huishoudens;1014;2023;1805.0;2.11
161;Totaal particuliere huishoudens;1014;2024;2540.0;1.93
162;Totaal particuliere huishoudens;1015;1998;10255.0;1.42
163;Totaal particuliere huishoudens;1015;1999;10280.0;1.42
164;Totaal particuliere huishoudens;1015;2000;10225.0;1.43
165;Totaal particuliere huishoudens;1015;2001;10190.0;1.44
166;Totaal particuliere huishoudens;1015;2002;10125.0;1.45
167;Totaal particuliere huishoudens;1015;2003;10395.0;1.44
168;Totaal particuliere huishoudens;1015;2004;11105.0;1.42
169;Totaal particuliere huishoudens;1015;2005;11070.0;1.43
170;Totaal particuliere huishoudens;1015;2006;11160.0;1.42
171;Totaal particuliere huishoudens;1015;2007;10855.0;1.44
172;Totaal particuliere huishoudens;1015;2008;10835.0;1.44
173;Totaal particuliere huishoudens;1015;2009;9775.0;1.48
174;Totaal particuliere huishoudens;1015;2010;9890.0;1.48
175;Totaal particuliere huishoudens;1015;2011;9850.0;1.48
176;Totaal particuliere huishoudens;1015;2012;9870.0;1.49
177;Totaal particuliere huishoudens;1015;2013;9860.0;1.49
178;Totaal particuliere huishoudens;1015;2014;9865.0;1.5
179;Totaal particuliere huishoudens;1015;2015;9920.0;1.5
180;Totaal particuliere huishoudens;1015;2016;9850.0;1.51
181;Totaal particuliere huishoudens;1015;2017;9745.0;1.52
182;Totaal particuliere huishoudens;1015;2018;9800.0;1.52
183;Totaal particuliere huishoudens;1015;2019;9825.0;1.51
184;Totaal particuliere huishoudens;1015;2020;9765.0;1.52
185;Totaal particuliere huishoudens;1015;2021;9805.0;1.51
186;Totaal particuliere huishoudens;1015;2022;9880.0;1.51
187;Totaal particuliere huishoudens;1015;2023;9930.0;1.49
188;Totaal particuliere huishoudens;1015;2024;10100.0;1.48
189;Totaal particuliere huishoudens;1016;1998;7330.0;1.41
190;Totaal particuliere huishoudens;1016;1999;7345.0;1.42
191;Totaal particuliere huishoudens;1016;2000;7245.0;1.44
192;Totaal particuliere huishoudens;1016;2001;7180.0;1.44
193;Totaal particuliere huishoudens;1016;2002;7145.0;1.45
194;Totaal particuliere huishoudens;1016;2003;7045.0;1.46
195;Totaal particuliere huishoudens;1016;2004;7070.0;1.47
196;Totaal particuliere huishoudens;1016;2005;7120.0;1.48
197;Totaal particuliere huishoudens;1016;2006;7235.0;1.46
198;Totaal particuliere huishoudens;1016;2007;7165.0;1.46
199;Totaal particuliere huishoudens;1016;2008;6995.0;1.47
200;Totaal particuliere huishoudens;1016;2009;7025.0;1.46
201;Totaal particuliere huishoudens;1016;2010;7055.0;1.47
202;Totaal particuliere huishoudens;1016;2011;7165.0;1.46
203;Totaal particuliere huishoudens;1016;2012;7240.0;1.47
204;Totaal particuliere huishoudens;1016;2013;7270.0;1.47
205;Totaal particuliere huishoudens;1016;2014;7285.0;1.48
206;Totaal particuliere huishoudens;1016;2015;7305.0;1.48
207;Totaal particuliere huishoudens;1016;2016;7380.0;1.49
208;Totaal particuliere huishoudens;1016;2017;7325.0;1.48
209;Totaal particuliere huishoudens;1016;2018;7300.0;1.49
210;Totaal particuliere huishoudens;1016;2019;7285.0;1.49
211;Totaal particuliere huishoudens;1016;2020;7320.0;1.49
212;Totaal particuliere huishoudens;1016;2021;7220.0;1.5
213;Totaal particuliere huishoudens;1016;2022;7405.0;1.49
214;Totaal particuliere huishoudens;1016;2023;7550.0;1.48
215;Totaal particuliere huishoudens;1016;2024;7620.0;1.48
216;Totaal particuliere huishoudens;1017;1998;7970.0;1.44
217;Totaal particuliere huishoudens;1017;1999;8105.0;1.44
218;Totaal particuliere huishoudens;1017;2000;8070.0;1.45
219;Totaal particuliere huishoudens;1017;2001;8050.0;1.46
220;Totaal particuliere huishoudens;1017;2002;7800.0;1.48
221;Totaal particuliere huishoudens;1017;2003;7730.0;1.48
222;Totaal particuliere huishoudens;1017;2004;7820.0;1.48
223;Totaal particuliere huishoudens;1017;2005;7990.0;1.48
224;Totaal particuliere huishoudens;1017;2006;8045.0;1.49
225;Totaal particuliere huishoudens;1017;2007;8015.0;1.49
226;Totaal particuliere huishoudens;1017;2008;7855.0;1.51
227;Totaal particuliere huishoudens;1017;2009;7855.0;1.52
228;Totaal particuliere huishoudens;1017;2010;7930.0;1.52
229;Totaal particuliere huishoudens;1017;2011;8140.0;1.52
230;Totaal particuliere huishoudens;1017;2012;8090.0;1.53
231;Totaal particuliere huishoudens;1017;2013;8195.0;1.53
232;Totaal particuliere huishoudens;1017;2014;8125.0;1.55
233;Totaal particuliere huishoudens;1017;2015;8200.0;1.55
234;Totaal particuliere huishoudens;1017;2016;8230.0;1.55
235;Totaal particuliere huishoudens;1017;2017;8170.0;1.55
236;Totaal particuliere huishoudens;1017;2018;8085.0;1.56
237;Totaal particuliere huishoudens;1017;2019;8060.0;1.57
238;Totaal particuliere huishoudens;1017;2020;7950.0;1.6
239;Totaal particuliere huishoudens;1017;2021;7960.0;1.59
240;Totaal particuliere huishoudens;1017;2022;8305.0;1.58
241;Totaal particuliere huishoudens;1017;2023;8625.0;1.55
242;Totaal particuliere huishoudens;1017;2024;8745.0;1.55
243;Totaal particuliere huishoudens;1018;1998;11615.0;1.56
244;Totaal particuliere huishoudens;1018;1999;11740.0;1.56
245;Totaal particuliere huishoudens;1018;2000;11665.0;1.56
246;Totaal particuliere huishoudens;1018;2001;11590.0;1.57
247;Totaal particuliere huishoudens;1018;2002;11575.0;1.57
248;Totaal particuliere huishoudens;1018;2003;11650.0;1.57
249;Totaal particuliere huishoudens;1018;2004;11685.0;1.57
250;Totaal particuliere huishoudens;1018;2005;11960.0;1.57
251;Totaal particuliere huishoudens;1018;2006;12205.0;1.58
252;Totaal particuliere huishoudens;1018;2007;11910.0;1.58
253;Totaal particuliere huishoudens;1018;2008;12035.0;1.6
254;Totaal particuliere huishoudens;1018;2009;12110.0;1.6
255;Totaal particuliere huishoudens;1018;2010;12000.0;1.6
256;Totaal particuliere huishoudens;1018;2011;12305.0;1.59
257;Totaal particuliere huishoudens;1018;2012;12360.0;1.6
258;Totaal particuliere huishoudens;1018;2013;12505.0;1.6
259;Totaal particuliere huishoudens;1018;2014;12360.0;1.6
260;Totaal particuliere huishoudens;1018;2015;12490.0;1.6
261;Totaal particuliere huishoudens;1018;2016;12635.0;1.59
262;Totaal particuliere huishoudens;1018;2017;12670.0;1.59
263;Totaal particuliere huishoudens;1018;2018;12850.0;1.59
264;Totaal particuliere huishoudens;1018;2019;12500.0;1.61
265;Totaal particuliere huishoudens;1018;2020;12575.0;1.6
266;Totaal particuliere huishoudens;1018;2021;12615.0;1.6
267;Totaal particuliere huishoudens;1018;2022;12760.0;1.59
268;Totaal particuliere huishoudens;1018;2023;13810.0;1.58
269;Totaal particuliere huishoudens;1018;2024;14455.0;1.57
270;Totaal particuliere huishoudens;1019;1998;4350.0;1.88
271;Totaal particuliere huishoudens;1019;1999;5375.0;1.87
272;Totaal particuliere huishoudens;1019;2000;5990.0;1.9
273;Totaal particuliere huishoudens;1019;2001;6725.0;1.94
274;Totaal particuliere huishoudens;1019;2002;7490.0;1.95
275;Totaal particuliere huishoudens;1019;2003;7990.0;1.98
276;Totaal particuliere huishoudens;1019;2004;8155.0;2.0
277;Totaal particuliere huishoudens;1019;2005;8230.0;2.01
278;Totaal particuliere huishoudens;1019;2006;8325.0;2.01
279;Totaal particuliere huishoudens;1019;2007;8560.0;2.0
280;Totaal particuliere huishoudens;1019;2008;8765.0;2.02
281;Totaal particuliere huishoudens;1019;2009;8700.0;2.02
282;Totaal particuliere huishoudens;1019;2010;8775.0;2.02
283;Totaal particuliere huishoudens;1019;2011;8855.0;2.04
284;Totaal particuliere huishoudens;1019;2012;8835.0;2.03
285;Totaal particuliere huishoudens;1019;2013;8840.0;2.04
286;Totaal particuliere huishoudens;1019;2014;9130.0;2.03
287;Totaal particuliere huishoudens;1019;2015;9065.0;2.02
288;Totaal particuliere huishoudens;1019;2016;9125.0;2.02
289;Totaal particuliere huishoudens;1019;2017;9325.0;2.0
290;Totaal particuliere huishoudens;1019;2018;9355.0;1.98
291;Totaal particuliere huishoudens;1019;2019;9590.0;1.97
292;Totaal particuliere huishoudens;1019;2020;9695.0;1.95
293;Totaal particuliere huishoudens;1019;2021;9610.0;1.95
294;Totaal particuliere huishoudens;1019;2022;10355.0;1.91
295;Totaal particuliere huishoudens;1019;2023;10935.0;1.88
296;Totaal particuliere huishoudens;1019;2024;10990.0;1.87
297;Totaal particuliere huishoudens;1021;1998;3535.0;1.98
298;Totaal particuliere huishoudens;1021;1999;3555.0;1.96
299;Totaal particuliere huishoudens;1021;2000;3585.0;1.95
300;Totaal particuliere huishoudens;1021;2001;3615.0;1.96
301;Totaal particuliere huishoudens;1021;2002;3635.0;1.96
302;Totaal particuliere huishoudens;1021;2003;3640.0;1.94
303;Totaal particuliere huishoudens;1021;2004;3575.0;1.97
304;Totaal particuliere huishoudens;1021;2005;3575.0;1.96
305;Totaal particuliere huishoudens;1021;2006;3540.0;1.94
306;Totaal particuliere huishoudens;1021;2007;3690.0;1.91
307;Totaal particuliere huishoudens;1021;2008;3695.0;1.92
308;Totaal particuliere huishoudens;1021;2009;3720.0;1.91
309;Totaal particuliere huishoudens;1021;2010;3750.0;1.89
310;Totaal particuliere huishoudens;1021;2011;3695.0;1.89
311;Totaal particuliere huishoudens;1021;2012;3705.0;1.87
312;Totaal particuliere huishoudens;1021;2013;3665.0;1.87
313;Totaal particuliere huishoudens;1021;2014;3680.0;1.88
314;Totaal particuliere huishoudens;1021;2015;3725.0;1.86
315;Totaal particuliere huishoudens;1021;2016;3745.0;1.86
316;Totaal particuliere huishoudens;1021;2017;3790.0;1.85
317;Totaal particuliere huishoudens;1021;2018;3840.0;1.84
318;Totaal particuliere huishoudens;1021;2019;3855.0;1.84
319;Totaal particuliere huishoudens;1021;2020;3850.0;1.82
320;Totaal particuliere huishoudens;1021;2021;3780.0;1.81
321;Totaal particuliere huishoudens;1021;2022;3815.0;1.81
322;Totaal particuliere huishoudens;1021;2023;3920.0;1.79
323;Totaal particuliere huishoudens;1021;2024;3950.0;1.77
324;Totaal particuliere huishoudens;1022;1998;740.0;2.0
325;Totaal particuliere huishoudens;1022;1999;740.0;1.95
326;Totaal particuliere huishoudens;1022;2000;700.0;1.99
327;Totaal particuliere huishoudens;1022;2001;655.0;2.04
328;Totaal particuliere huishoudens;1022;2002;650.0;2.04
329;Totaal particuliere huishoudens;1022;2003;605.0;2.11
330;Totaal particuliere huishoudens;1022;2004;645.0;2.05
331;Totaal particuliere huishoudens;1022;2005;685.0;1.99
332;Totaal particuliere huishoudens;1022;2006;685.0;1.99
333;Totaal particuliere huishoudens;1022;2007;715.0;1.94
334;Totaal particuliere huishoudens;1022;2008;710.0;1.94
335;Totaal particuliere huishoudens;1022;2009;715.0;1.94
336;Totaal particuliere huishoudens;1022;2010;745.0;1.99
337;Totaal particuliere huishoudens;1022;2011;800.0;1.99
338;Totaal particuliere huishoudens;1022;2012;895.0;2.03
339;Totaal particuliere huishoudens;1022;2013;940.0;2.08
340;Totaal particuliere huishoudens;1022;2014;965.0;2.17
341;Totaal particuliere huishoudens;1022;2015;1205.0;2.21
342;Totaal particuliere huishoudens;1022;2016;1245.0;2.2
343;Totaal particuliere huishoudens;1022;2017;1285.0;2.25
344;Totaal particuliere huishoudens;1022;2018;1370.0;2.25
345;Totaal particuliere huishoudens;1022;2019;1395.0;2.24
346;Totaal particuliere huishoudens;1022;2020;1590.0;2.17
347;Totaal particuliere huishoudens;1022;2021;1765.0;2.15
348;Totaal particuliere huishoudens;1022;2022;2110.0;1.96
349;Totaal particuliere huishoudens;1022;2023;2730.0;1.83
350;Totaal particuliere huishoudens;1022;2024;2810.0;1.84
351;Totaal particuliere huishoudens;1023;1998;2265.0;1.93
352;Totaal particuliere huishoudens;1023;1999;2245.0;1.93
353;Totaal particuliere huishoudens;1023;2000;2240.0;1.95
354;Totaal particuliere huishoudens;1023;2001;2265.0;1.96
355;Totaal particuliere huishoudens;1023;2002;2275.0;1.95
356;Totaal particuliere huishoudens;1023;2003;2270.0;1.96
357;Totaal particuliere huishoudens;1023;2004;2275.0;1.94
358;Totaal particuliere huishoudens;1023;2005;2290.0;1.93
359;Totaal particuliere huishoudens;1023;2006;2290.0;1.94
360;Totaal particuliere huishoudens;1023;2007;2290.0;1.96
361;Totaal particuliere huishoudens;1023;2008;2290.0;1.96
362;Totaal particuliere huishoudens;1023;2009;2285.0;1.96
363;Totaal particuliere huishoudens;1023;2010;2295.0;1.97
364;Totaal particuliere huishoudens;1023;2011;2295.0;1.98
365;Totaal particuliere huishoudens;1023;2012;2295.0;1.98
366;Totaal particuliere huishoudens;1023;2013;2285.0;1.97
367;Totaal particuliere huishoudens;1023;2014;2315.0;1.97
368;Totaal particuliere huishoudens;1023;2015;2310.0;1.99
369;Totaal particuliere huishoudens;1023;2016;2330.0;1.98
370;Totaal particuliere huishoudens;1023;2017;2325.0;2.0
371;Totaal particuliere huishoudens;1023;2018;2320.0;2.02
372;Totaal particuliere huishoudens;1023;2019;2315.0;2.02
373;Totaal particuliere huishoudens;1023;2020;2310.0;2.03
374;Totaal particuliere huishoudens;1023;2021;2290.0;2.03
375;Totaal particuliere huishoudens;1023;2022;2275.0;2.02
376;Totaal particuliere huishoudens;1023;2023;2270.0;2.03
377;Totaal particuliere huishoudens;1023;2024;2300.0;2.01
378;Totaal particuliere huishoudens;1024;1998;5775.0;2.13
379;Totaal particuliere huishoudens;1024;1999;5745.0;2.14
380;Totaal particuliere huishoudens;1024;2000;5775.0;2.17
381;Totaal particuliere huishoudens;1024;2001;5810.0;2.18
382;Totaal particuliere huishoudens;1024;2002;5825.0;2.2
383;Totaal particuliere huishoudens;1024;2003;5970.0;2.2
384;Totaal particuliere huishoudens;1024;2004;5955.0;2.22
385;Totaal particuliere huishoudens;1024;2005;6040.0;2.22
386;Totaal particuliere huishoudens;1024;2006;5885.0;2.25
387;Totaal particuliere huishoudens;1024;2007;5825.0;2.24
388;Totaal particuliere huishoudens;1024;2008;5840.0;2.23
389;Totaal particuliere huishoudens;1024;2009;5880.0;2.19
390;Totaal particuliere huishoudens;1024;2010;5440.0;2.24
391;Totaal particuliere huishoudens;1024;2011;5310.0;2.26
392;Totaal particuliere huishoudens;1024;2012;5425.0;2.24
393;Totaal particuliere huishoudens;1024;2013;5540.0;2.24
394;Totaal particuliere huishoudens;1024;2014;5635.0;2.26
395;Totaal particuliere huishoudens;1024;2015;5820.0;2.24
396;Totaal particuliere huishoudens;1024;2016;5950.0;2.23
397;Totaal particuliere huishoudens;1024;2017;5990.0;2.21
398;Totaal particuliere huishoudens;1024;2018;5955.0;2.21
399;Totaal particuliere huishoudens;1024;2019;5885.0;2.21
400;Totaal particuliere huishoudens;1024;2020;5885.0;2.22
401;Totaal particuliere huishoudens;1024;2021;6090.0;2.2
402;Totaal particuliere huishoudens;1024;2022;6155.0;2.21
403;Totaal particuliere huishoudens;1024;2023;6240.0;2.21
404;Totaal particuliere huishoudens;1024;2024;6355.0;2.21
405;Totaal particuliere huishoudens;1025;1998;7000.0;1.89
406;Totaal particuliere huishoudens;1025;1999;7320.0;1.92
407;Totaal particuliere huishoudens;1025;2000;7495.0;1.93
408;Totaal particuliere huishoudens;1025;2001;7545.0;1.93
409;Totaal particuliere huishoudens;1025;2002;7465.0;1.93
410;Totaal particuliere huishoudens;1025;2003;7505.0;1.94
411;Totaal particuliere huishoudens;1025;2004;7445.0;1.93
412;Totaal particuliere huishoudens;1025;2005;7480.0;1.94
413;Totaal particuliere huishoudens;1025;2006;7470.0;1.93
414;Totaal particuliere huishoudens;1025;2007;7425.0;1.93
415;Totaal particuliere huishoudens;1025;2008;7355.0;1.94
416;Totaal particuliere huishoudens;1025;2009;7265.0;1.95
417;Totaal particuliere huishoudens;1025;2010;7420.0;1.96
418;Totaal particuliere huishoudens;1025;2011;7500.0;1.97
419;Totaal particuliere huishoudens;1025;2012;7535.0;1.97
420;Totaal particuliere huishoudens;1025;2013;7500.0;1.96
421;Totaal particuliere huishoudens;1025;2014;7415.0;1.97
422;Totaal particuliere huishoudens;1025;2015;7395.0;1.96
423;Totaal particuliere huishoudens;1025;2016;7525.0;1.95
424;Totaal particuliere huishoudens;1025;2017;7700.0;1.95
425;Totaal particuliere huishoudens;1025;2018;7775.0;1.93
426;Totaal particuliere huishoudens;1025;2019;7850.0;1.92
427;Totaal particuliere huishoudens;1025;2020;8155.0;1.88
428;Totaal particuliere huishoudens;1025;2021;8210.0;1.87
429;Totaal particuliere huishoudens;1025;2022;8625.0;1.86
430;Totaal particuliere huishoudens;1025;2023;8635.0;1.85
431;Totaal particuliere huishoudens;1025;2024;8730.0;1.85
432;Totaal particuliere huishoudens;1026;1998;200.0;2.17
433;Totaal particuliere huishoudens;1026;1999;195.0;2.17
434;Totaal particuliere huishoudens;1026;2000;195.0;2.21
435;Totaal particuliere huishoudens;1026;2001;195.0;2.25
436;Totaal particuliere huishoudens;1026;2002;205.0;2.29
437;Totaal particuliere huishoudens;1026;2003;205.0;2.31
438;Totaal particuliere huishoudens;1026;2004;215.0;2.32
439;Totaal particuliere huishoudens;1026;2005;210.0;2.32
440;Totaal particuliere huishoudens;1026;2006;200.0;2.33
441;Totaal particuliere huishoudens;1026;2007;210.0;2.32
